1.1617e-12,1.1877e-12,1.2147e-12,1.2426e-12,1.2716e-12,1.3016e-12,1.3324e-12,1.3639e-12,1.3959e-12,1.4278e-12,1.4595e-12,1.4904e-12,1.5201e-12,1.5481e-12,1.5737e-12,1.5966e-12,1.6162e-12,1.6319e-12,1.6435e-12,1.6504e-12,1.6524e-12,1.6493e-12,1.641e-12,1.6274e-12,1.6087e-12,1.5849e-12,1.5564e-12,1.5235e-12,1.4866e-12,1.4462e-12,1.4028e-12,1.3569e-12,1.309e-12,1.2598e-12,1.2097e-12,1.1592e-12,1.1088e-12,1.0587e-12,1.0093e-12,9.608e-13,9.134e-13,8.6717e-13,8.2213e-13,7.7824e-13,7.3539e-13,6.9345e-13,6.5221e-13,6.1147e-13,5.7098e-13,5.3051e-13,4.8982e-13,4.4871e-13,4.0699e-13,3.6458e-13,3.2145e-13,2.7779e-13,2.3404e-13,1.9128e-13,1.5189e-13,1.2128e-13,1.0945e-13,1.2372e-13,1.5827e-13,2.036e-13,2.5424e-13,3.0756e-13,3.6213e-13,4.1707e-13,4.7175e-13,5.257e-13,5.7852e-13,6.299e-13,6.796e-13,7.2743e-13,7.7326e-13,8.1703e-13,8.5874e-13,8.9843e-13,9.3619e-13,9.7216e-13,1.0065e-12,1.0394e-12,1.0712e-12,1.102e-12,1.132e-12,1.1615e-12,1.1908e-12,1.22e-12,1.2493e-12,1.2789e-12,1.3089e-12
1.1977e-12,1.2245e-12,1.2521e-12,1.2807e-12,1.3103e-12,1.3408e-12,1.3721e-12,1.404e-12,1.4363e-12,1.4686e-12,1.5005e-12,1.5317e-12,1.5615e-12,1.5896e-12,1.6154e-12,1.6383e-12,1.6579e-12,1.6736e-12,1.6851e-12,1.6919e-12,1.6938e-12,1.6905e-12,1.682e-12,1.6681e-12,1.649e-12,1.6249e-12,1.596e-12,1.5626e-12,1.5252e-12,1.4843e-12,1.4403e-12,1.3938e-12,1.3453e-12,1.2954e-12,1.2445e-12,1.1932e-12,1.1419e-12,1.091e-12,1.0407e-12,9.9126e-13,9.4288e-13,8.9565e-13,8.4958e-13,8.0463e-13,7.6071e-13,7.1768e-13,6.7535e-13,6.3352e-13,5.9197e-13,5.5047e-13,5.088e-13,4.6677e-13,4.2426e-13,3.8119e-13,3.3765e-13,2.9388e-13,2.5051e-13,2.0884e-13,1.7152e-13,1.4375e-13,1.3353e-13,1.4611e-13,1.7769e-13,2.2083e-13,2.7025e-13,3.2306e-13,3.776e-13,4.3282e-13,4.8802e-13,5.4265e-13,5.9627e-13,6.4855e-13,6.9922e-13,7.4809e-13,7.9502e-13,8.3993e-13,8.8282e-13,9.2372e-13,9.6271e-13,9.9993e-13,1.0355e-12,1.0697e-12,1.1027e-12,1.1347e-12,1.1659e-12,1.1966e-12,1.227e-12,1.2572e-12,1.2875e-12,1.318e-12,1.3488e-12
1.2354e-12,1.2629e-12,1.2912e-12,1.3205e-12,1.3506e-12,1.3816e-12,1.4134e-12,1.4457e-12,1.4783e-12,1.5109e-12,1.5431e-12,1.5745e-12,1.6045e-12,1.6327e-12,1.6585e-12,1.6815e-12,1.701e-12,1.7167e-12,1.7281e-12,1.7348e-12,1.7365e-12,1.7331e-12,1.7243e-12,1.7101e-12,1.6907e-12,1.6663e-12,1.6369e-12,1.6031e-12,1.5653e-12,1.5238e-12,1.4792e-12,1.4321e-12,1.383e-12,1.3324e-12,1.2808e-12,1.2287e-12,1.1766e-12,1.1248e-12,1.0736e-12,1.0233e-12,9.7393e-13,9.2569e-13,8.7859e-13,8.3259e-13,7.876e-13,7.4349e-13,7.0009e-13,6.572e-13,6.1461e-13,5.7211e-13,5.2951e-13,4.8665e-13,4.4343e-13,3.9985e-13,3.5604e-13,3.1237e-13,2.6963e-13,2.2929e-13,1.9412e-13,1.6891e-13,1.6e-13,1.7127e-13,2.0022e-13,2.4107e-13,2.8902e-13,3.4105e-13,3.9531e-13,4.5064e-13,5.0619e-13,5.6137e-13,6.1569e-13,6.6879e-13,7.2037e-13,7.7023e-13,8.1822e-13,8.6425e-13,9.083e-13,9.504e-13,9.9062e-13,1.0291e-12,1.0659e-12,1.1014e-12,1.1356e-12,1.1688e-12,1.2013e-12,1.2331e-12,1.2646e-12,1.2959e-12,1.3272e-12,1.3586e-12,1.3902e-12
1.2748e-12,1.3031e-12,1.3321e-12,1.3619e-12,1.3927e-12,1.4242e-12,1.4564e-12,1.4891e-12,1.5221e-12,1.5549e-12,1.5874e-12,1.6189e-12,1.649e-12,1.6773e-12,1.7032e-12,1.7262e-12,1.7457e-12,1.7613e-12,1.7726e-12,1.7791e-12,1.7807e-12,1.777e-12,1.7679e-12,1.7535e-12,1.7338e-12,1.709e-12,1.6793e-12,1.6451e-12,1.6067e-12,1.5648e-12,1.5196e-12,1.4719e-12,1.4222e-12,1.3709e-12,1.3186e-12,1.2658e-12,1.2129e-12,1.1602e-12,1.1082e-12,1.0569e-12,1.0066e-12,9.5735e-13,9.0923e-13,8.6219e-13,8.1614e-13,7.7096e-13,7.265e-13,6.8256e-13,6.3896e-13,5.9551e-13,5.5203e-13,5.0841e-13,4.6458e-13,4.206e-13,3.7668e-13,3.3329e-13,2.9135e-13,2.5245e-13,2.1938e-13,1.9641e-13,1.8859e-13,1.9886e-13,2.2553e-13,2.6416e-13,3.1049e-13,3.6154e-13,4.1534e-13,4.7058e-13,5.2634e-13,5.8194e-13,6.3686e-13,6.907e-13,7.4313e-13,7.9393e-13,8.4294e-13,8.9005e-13,9.3524e-13,9.7852e-13,1.02e-12,1.0597e-12,1.0978e-12,1.1345e-12,1.17e-12,1.2045e-12,1.2381e-12,1.2711e-12,1.3037e-12,1.3361e-12,1.3684e-12,1.4007e-12,1.4332e-12
1.3159e-12,1.345e-12,1.3747e-12,1.4052e-12,1.4365e-12,1.4685e-12,1.5011e-12,1.5342e-12,1.5675e-12,1.6007e-12,1.6333e-12,1.665e-12,1.6952e-12,1.7236e-12,1.7494e-12,1.7724e-12,1.7918e-12,1.8074e-12,1.8185e-12,1.8249e-12,1.8263e-12,1.8223e-12,1.8131e-12,1.7984e-12,1.7783e-12,1.7532e-12,1.7231e-12,1.6884e-12,1.6497e-12,1.6072e-12,1.5616e-12,1.5133e-12,1.4629e-12,1.411e-12,1.358e-12,1.3045e-12,1.2508e-12,1.1973e-12,1.1443e-12,1.0922e-12,1.0409e-12,9.9069e-13,9.4155e-13,8.9347e-13,8.4638e-13,8.0015e-13,7.5464e-13,7.0969e-13,6.6511e-13,6.2074e-13,5.7645e-13,5.3214e-13,4.878e-13,4.4353e-13,3.9962e-13,3.5665e-13,3.1562e-13,2.7821e-13,2.4711e-13,2.2607e-13,2.1917e-13,2.2865e-13,2.5339e-13,2.8994e-13,3.3461e-13,3.8454e-13,4.3771e-13,4.9271e-13,5.4854e-13,6.0445e-13,6.5987e-13,7.1436e-13,7.6757e-13,8.1926e-13,8.6924e-13,9.1741e-13,9.6371e-13,1.0082e-12,1.0508e-12,1.0918e-12,1.1311e-12,1.1691e-12,1.2059e-12,1.2416e-12,1.2764e-12,1.3106e-12,1.3444e-12,1.3778e-12,1.4111e-12,1.4444e-12,1.4777e-12
1.3588e-12,1.3886e-12,1.419e-12,1.4502e-12,1.482e-12,1.5146e-12,1.5477e-12,1.5811e-12,1.6147e-12,1.6481e-12,1.6809e-12,1.7127e-12,1.7431e-12,1.7714e-12,1.7973e-12,1.8202e-12,1.8396e-12,1.855e-12,1.866e-12,1.8722e-12,1.8733e-12,1.8692e-12,1.8596e-12,1.8447e-12,1.8243e-12,1.7988e-12,1.7684e-12,1.7333e-12,1.6941e-12,1.6512e-12,1.605e-12,1.5562e-12,1.5053e-12,1.4527e-12,1.3991e-12,1.3448e-12,1.2903e-12,1.236e-12,1.1822e-12,1.1291e-12,1.0769e-12,1.0258e-12,9.7561e-13,9.2651e-13,8.7838e-13,8.3111e-13,7.8459e-13,7.3864e-13,6.9312e-13,6.4789e-13,6.0284e-13,5.5791e-13,5.1313e-13,4.6868e-13,4.249e-13,3.8244e-13,3.4239e-13,3.0646e-13,2.7717e-13,2.578e-13,2.5166e-13,2.6053e-13,2.8365e-13,3.1829e-13,3.6132e-13,4.1005e-13,4.6246e-13,5.1709e-13,5.7286e-13,6.2897e-13,6.8479e-13,7.3985e-13,7.9377e-13,8.4629e-13,8.9721e-13,9.4639e-13,9.9378e-13,1.0394e-12,1.0832e-12,1.1254e-12,1.166e-12,1.2053e-12,1.2433e-12,1.2802e-12,1.3163e-12,1.3517e-12,1.3866e-12,1.4211e-12,1.4554e-12,1.4896e-12,1.5238e-12
1.4034e-12,1.434e-12,1.4652e-12,1.497e-12,1.5294e-12,1.5624e-12,1.596e-12,1.6298e-12,1.6637e-12,1.6973e-12,1.7303e-12,1.7622e-12,1.7926e-12,1.821e-12,1.8468e-12,1.8696e-12,1.8889e-12,1.9042e-12,1.915e-12,1.921e-12,1.9219e-12,1.9175e-12,1.9077e-12,1.8925e-12,1.8718e-12,1.846e-12,1.8152e-12,1.7797e-12,1.7401e-12,1.6967e-12,1.6501e-12,1.6008e-12,1.5492e-12,1.4961e-12,1.4418e-12,1.3868e-12,1.3316e-12,1.2765e-12,1.2218e-12,1.1679e-12,1.1147e-12,1.0626e-12,1.0115e-12,9.6136e-13,9.122e-13,8.6392e-13,8.164e-13,7.6949e-13,7.2307e-13,6.7702e-13,6.3127e-13,5.8579e-13,5.4066e-13,4.961e-13,4.5253e-13,4.1067e-13,3.7164e-13,3.3713e-13,3.0948e-13,2.9156e-13,2.8607e-13,2.9445e-13,3.1618e-13,3.4911e-13,3.9055e-13,4.3804e-13,4.896e-13,5.4375e-13,5.9936e-13,6.5556e-13,7.1169e-13,7.6724e-13,8.2182e-13,8.7511e-13,9.269e-13,9.7706e-13,1.0255e-12,1.0722e-12,1.1172e-12,1.1606e-12,1.2025e-12,1.243e-12,1.2822e-12,1.3204e-12,1.3577e-12,1.3943e-12,1.4303e-12,1.4659e-12,1.5012e-12,1.5364e-12,1.5714e-12
1.4499e-12,1.4813e-12,1.5132e-12,1.5456e-12,1.5786e-12,1.6122e-12,1.6461e-12,1.6803e-12,1.7145e-12,1.7483e-12,1.7814e-12,1.8134e-12,1.8438e-12,1.8722e-12,1.898e-12,1.9207e-12,1.9399e-12,1.955e-12,1.9656e-12,1.9714e-12,1.9721e-12,1.9675e-12,1.9574e-12,1.9418e-12,1.9209e-12,1.8947e-12,1.8635e-12,1.8277e-12,1.7877e-12,1.7439e-12,1.6968e-12,1.647e-12,1.5949e-12,1.5411e-12,1.4862e-12,1.4305e-12,1.3746e-12,1.3187e-12,1.2632e-12,1.2084e-12,1.1544e-12,1.1013e-12,1.0492e-12,9.9807e-13,9.4792e-13,8.9864e-13,8.5015e-13,8.0231e-13,7.5503e-13,7.0821e-13,6.6181e-13,6.1584e-13,5.7043e-13,5.2585e-13,4.8257e-13,4.4134e-13,4.0333e-13,3.7017e-13,3.4401e-13,3.2733e-13,3.224e-13,3.3039e-13,3.5094e-13,3.8233e-13,4.2226e-13,4.685e-13,5.1917e-13,5.7275e-13,6.2809e-13,6.843e-13,7.4065e-13,7.9662e-13,8.5177e-13,9.0577e-13,9.584e-13,1.0095e-12,1.059e-12,1.1068e-12,1.1529e-12,1.1975e-12,1.2406e-12,1.2823e-12,1.3229e-12,1.3623e-12,1.4008e-12,1.4386e-12,1.4757e-12,1.5124e-12,1.5487e-12,1.5848e-12,1.6207e-12
1.4982e-12,1.5304e-12,1.563e-12,1.5961e-12,1.6297e-12,1.6637e-12,1.6981e-12,1.7326e-12,1.7671e-12,1.8011e-12,1.8343e-12,1.8664e-12,1.8969e-12,1.9252e-12,1.9509e-12,1.9735e-12,1.9925e-12,2.0074e-12,2.0178e-12,2.0234e-12,2.0239e-12,2.019e-12,2.0086e-12,1.9928e-12,1.9715e-12,1.945e-12,1.9135e-12,1.8774e-12,1.837e-12,1.7927e-12,1.7452e-12,1.6949e-12,1.6423e-12,1.588e-12,1.5324e-12,1.4761e-12,1.4194e-12,1.3628e-12,1.3065e-12,1.2508e-12,1.1959e-12,1.1419e-12,1.0888e-12,1.0367e-12,9.8558e-13,9.3534e-13,8.859e-13,8.3717e-13,7.8907e-13,7.4152e-13,6.9453e-13,6.4814e-13,6.0251e-13,5.5797e-13,5.1502e-13,4.7447e-13,4.3745e-13,4.0555e-13,3.8073e-13,3.6514e-13,3.6069e-13,3.6836e-13,3.879e-13,4.179e-13,4.5642e-13,5.0144e-13,5.5116e-13,6.0411e-13,6.5911e-13,7.1523e-13,7.7173e-13,8.2804e-13,8.837e-13,9.3837e-13,9.9178e-13,1.0438e-12,1.0942e-12,1.1431e-12,1.1904e-12,1.2361e-12,1.2804e-12,1.3234e-12,1.3651e-12,1.4058e-12,1.4455e-12,1.4845e-12,1.5227e-12,1.5605e-12,1.5978e-12,1.6349e-12,1.6717e-12
1.5484e-12,1.5814e-12,1.6147e-12,1.6485e-12,1.6827e-12,1.7172e-12,1.752e-12,1.7868e-12,1.8215e-12,1.8557e-12,1.8891e-12,1.9212e-12,1.9517e-12,1.98e-12,2.0056e-12,2.028e-12,2.0468e-12,2.0615e-12,2.0718e-12,2.0771e-12,2.0773e-12,2.0721e-12,2.0615e-12,2.0454e-12,2.0238e-12,1.997e-12,1.9652e-12,1.9287e-12,1.8879e-12,1.8433e-12,1.7953e-12,1.7445e-12,1.6914e-12,1.6366e-12,1.5804e-12,1.5234e-12,1.4661e-12,1.4087e-12,1.3516e-12,1.2951e-12,1.2393e-12,1.1844e-12,1.1304e-12,1.0773e-12,1.0253e-12,9.7408e-13,9.2373e-13,8.7414e-13,8.2525e-13,7.7703e-13,7.295e-13,6.8274e-13,6.3695e-13,5.925e-13,5.4992e-13,5.1005e-13,4.7401e-13,4.4328e-13,4.1965e-13,4.0501e-13,4.0098e-13,4.0838e-13,4.2704e-13,4.5581e-13,4.9301e-13,5.3684e-13,5.856e-13,6.3787e-13,6.9246e-13,7.4842e-13,8.05e-13,8.6158e-13,9.1769e-13,9.7295e-13,1.0271e-12,1.0799e-12,1.1313e-12,1.1812e-12,1.2296e-12,1.2765e-12,1.322e-12,1.3662e-12,1.4092e-12,1.451e-12,1.4919e-12,1.532e-12,1.5715e-12,1.6103e-12,1.6486e-12,1.6866e-12,1.7243e-12
