Phi[deg],Theta[deg],dB(RealizedGainTotal)
54,2,3.75076
56,2,3.7512
58,2,3.75165
60,2,3.75209
62,2,3.75254
64,2,3.75299
66,2,3.75344
68,2,3.75389
70,2,3.75433
72,2,3.75477
74,2,3.7552
76,2,3.75562
78,2,3.75604
80,2,3.75644
82,2,3.75684
84,2,3.75723
86,2,3.7576
88,2,3.75796
90,2,3.75831
92,2,3.75865
94,2,3.75897
96,2,3.75927
98,2,3.75956
100,2,3.75984
102,2,3.76009
104,2,3.76034
106,2,3.76056
108,2,3.76077
110,2,3.76096
112,2,3.76114
114,2,3.7613
116,2,3.76144
118,2,3.76157
120,2,3.76168
122,2,3.76178
124,2,3.76186
126,2,3.76193
128,2,3.76199
130,2,3.76203
132,2,3.76206
134,2,3.76208
136,2,3.76208
138,2,3.76208
140,2,3.76207
142,2,3.76204
144,2,3.76201
146,2,3.76198
148,2,3.76193
150,2,3.76188
152,2,3.76183
154,2,3.76177
156,2,3.76171
158,2,3.76164
160,2,3.76158
162,2,3.76151
164,2,3.76144
166,2,3.76137
168,2,3.7613
170,2,3.76124
172,2,3.76118
174,2,3.76111
176,2,3.76106
178,2,3.761
180,2,3.76095
-180,4,3.73942
-178,4,3.73923
-176,4,3.73908
-174,4,3.73896
-172,4,3.73889
-170,4,3.73885
-168,4,3.73885
-166,4,3.73888
-164,4,3.73895
-162,4,3.73906
-160,4,3.7392
-158,4,3.73938
-156,4,3.73959
-154,4,3.73982
-152,4,3.74009
-150,4,3.74038
-148,4,3.74069
-146,4,3.74102
-144,4,3.74137
-142,4,3.74174
-140,4,3.74211
-138,4,3.7425
-136,4,3.74289
-134,4,3.74329
-132,4,3.74368
-130,4,3.74406
-128,4,3.74444
-126,4,3.74481
-124,4,3.74516
-122,4,3.7455
-120,4,3.74581
-118,4,3.74609
-116,4,3.74635
-114,4,3.74658
-112,4,3.74677
-110,4,3.74692
-108,4,3.74704
-106,4,3.74711
-104,4,3.74713
-102,4,3.74711
-100,4,3.74704
-98,4,3.74692
-96,4,3.74675
-94,4,3.74652
-92,4,3.74624
-90,4,3.7459
-88,4,3.74551
-86,4,3.74506
-84,4,3.74455
-82,4,3.74399
-80,4,3.74337
-78,4,3.7427
-76,4,3.74198
-74,4,3.7412
-72,4,3.74038
-70,4,3.73951
-68,4,3.73859
-66,4,3.73763
-64,4,3.73662
-62,4,3.73559
-60,4,3.73451
-58,4,3.73341
-56,4,3.73227
-54,4,3.73112
-52,4,3.72994
-50,4,3.72875
-48,4,3.72754
-46,4,3.72633
-44,4,3.72511
-42,4,3.7239
-40,4,3.72269
-38,4,3.72149
-36,4,3.72031
-34,4,3.71915
-32,4,3.718
-30,4,3.71689
-28,4,3.71581
-26,4,3.71477
-24,4,3.71376
-22,4,3.71281
-20,4,3.7119
-18,4,3.71104
-16,4,3.71024
-14,4,3.70949
-12,4,3.70881
-10,4,3.7082
-8,4,3.70765
-6,4,3.70717
-4,4,3.70677
-2,4,3.70643
0,4,3.70618
2,4,3.706
4,4,3.7059
6,4,3.70587
8,4,3.70593
10,4,3.70606
12,4,3.70627
14,4,3.70656
16,4,3.70692
18,4,3.70736
20,4,3.70787
22,4,3.70846
24,4,3.70911
26,4,3.70983
28,4,3.71062
30,4,3.71146
32,4,3.71237
34,4,3.71333
36,4,3.71434
38,4,3.7154
40,4,3.7165
42,4,3.71765
44,4,3.71883
46,4,3.72003
48,4,3.72127
50,4,3.72253
52,4,3.7238
54,4,3.72509
56,4,3.72639
58,4,3.72769
60,4,3.72899
62,4,3.73028
64,4,3.73157
66,4,3.73284
68,4,3.73409
70,4,3.73532
72,4,3.73652
74,4,3.7377
76,4,3.73884
78,4,3.73994
80,4,3.741
82,4,3.74201
84,4,3.74298
86,4,3.7439
88,4,3.74477
90,4,3.74558
92,4,3.74634
94,4,3.74705
96,4,3.74769
98,4,3.74827
100,4,3.7488
102,4,3.74926
104,4,3.74966
106,4,3.75
108,4,3.75029
110,4,3.75051
112,4,3.75067
114,4,3.75078
116,4,3.75083
118,4,3.75082
120,4,3.75076
122,4,3.75066
124,4,3.7505
126,4,3.7503
128,4,3.75006
130,4,3.74977
132,4,3.74945
134,4,3.7491
136,4,3.74871
138,4,3.7483
140,4,3.74786
142,4,3.74741
144,4,3.74694
146,4,3.74645
148,4,3.74595
150,4,3.74545
152,4,3.74495
154,4,3.74445
156,4,3.74395
158,4,3.74346
160,4,3.74298
162,4,3.74252
164,4,3.74207
166,4,3.74165
168,4,3.74124
170,4,3.74086
172,4,3.74051
174,4,3.74019
176,4,3.7399
178,4,3.73964
180,4,3.73942
-180,6,3.69804
-178,6,3.69762
-176,6,3.6973
-174,6,3.69708
-172,6,3.69695
-170,6,3.69693
-168,6,3.697
-166,6,3.69717
-164,6,3.69745
-162,6,3.69781
-160,6,3.69827
-158,6,3.69881
-156,6,3.69945
-154,6,3.70016
-152,6,3.70095
-150,6,3.70181
-148,6,3.70273
-146,6,3.70371
-144,6,3.70475
-142,6,3.70583
-140,6,3.70695
-138,6,3.7081
-136,6,3.70927
-134,6,3.71046
-132,6,3.71165
-130,6,3.71285
-128,6,3.71403
-126,6,3.7152
-124,6,3.71634
-122,6,3.71745
-120,6,3.71852
-118,6,3.71954
-116,6,3.7205
-114,6,3.7214
-112,6,3.72223
-110,6,3.72297
-108,6,3.72364
-106,6,3.72421
-104,6,3.72468
-102,6,3.72505
-100,6,3.72532
-98,6,3.72547
-96,6,3.72551
-94,6,3.72543
-92,6,3.72523
-90,6,3.7249
-88,6,3.72445
-86,6,3.72388
-84,6,3.72318
-82,6,3.72235
-80,6,3.72139
-78,6,3.72031
-76,6,3.71911
-74,6,3.71779
-72,6,3.71636
-70,6,3.71481
-68,6,3.71315
-66,6,3.71139
-64,6,3.70954
-62,6,3.70759
-60,6,3.70555
-58,6,3.70344
-56,6,3.70126
-54,6,3.69902
-52,6,3.69672
-50,6,3.69438
-48,6,3.692
-46,6,3.68959
-44,6,3.68716
-42,6,3.68472
-40,6,3.68229
-38,6,3.67986
-36,6,3.67746
-34,6,3.67509
-32,6,3.67275
-30,6,3.67047
-28,6,3.66824
-26,6,3.66609
-24,6,3.66401
-22,6,3.66202
-20,6,3.66012
-18,6,3.65833
-16,6,3.65665
-14,6,3.65508
-12,6,3.65365
-10,6,3.65234
-8,6,3.65118
-6,6,3.65015
-4,6,3.64928
-2,6,3.64855
0,6,3.64799
2,6,3.64758
4,6,3.64733
6,6,3.64724
8,6,3.64731
10,6,3.64755
12,6,3.64794
14,6,3.6485
16,6,3.64922
18,6,3.65009
20,6,3.65111
22,6,3.65228
24,6,3.65359
26,6,3.65504
28,6,3.65663
30,6,3.65833
32,6,3.66016
34,6,3.6621
36,6,3.66413
38,6,3.66627
40,6,3.66849
42,6,3.67079
44,6,3.67315
46,6,3.67557
48,6,3.67805
50,6,3.68056
52,6,3.6831
54,6,3.68566
56,6,3.68822
58,6,3.69079
60,6,3.69335
62,6,3.69588
64,6,3.69839
66,6,3.70085
68,6,3.70327
70,6,3.70563
72,6,3.70793
74,6,3.71015
76,6,3.71229
78,6,3.71434
80,6,3.7163
82,6,3.71815
84,6,3.7199
86,6,3.72153
88,6,3.72305
90,6,3.72445
92,6,3.72572
94,6,3.72686
96,6,3.72787
98,6,3.72876
100,6,3.7295
102,6,3.73012
104,6,3.7306
106,6,3.73095
108,6,3.73117
110,6,3.73126
112,6,3.73122
114,6,3.73106
116,6,3.73078
118,6,3.73038
120,6,3.72987
122,6,3.72926
124,6,3.72855
126,6,3.72774
128,6,3.72684
130,6,3.72587
132,6,3.72482
134,6,3.72371
136,6,3.72253
138,6,3.72131
140,6,3.72004
142,6,3.71874
144,6,3.71742
146,6,3.71607
148,6,3.71472
150,6,3.71337
152,6,3.71202
154,6,3.71069
156,6,3.70938
158,6,3.70811
160,6,3.70687
162,6,3.70568
164,6,3.70454
166,6,3.70347
168,6,3.70245
170,6,3.70151
172,6,3.70065
174,6,3.69986
176,6,3.69917
178,6,3.69856
180,6,3.69804
-180,8,3.63684
-178,8,3.6361
-176,8,3.63554
-174,8,3.63517
-172,8,3.63499
-170,8,3.635
-168,8,3.6352
-166,8,3.6356
-164,8,3.63617
-162,8,3.63694
-160,8,3.63788
-158,8,3.63899
-156,8,3.64026
-154,8,3.64169
-152,8,3.64327
-150,8,3.64498
-148,8,3.64683
-146,8,3.64878
-144,8,3.65085
-142,8,3.653
-140,8,3.65523
-138,8,3.65753
-136,8,3.65988
-134,8,3.66226
-132,8,3.66466
-130,8,3.66707
-128,8,3.66948
-126,8,3.67186
-124,8,3.6742
-122,8,3.67649
-120,8,3.67871
-118,8,3.68086
-116,8,3.6829
-114,8,3.68484
-112,8,3.68666
-110,8,3.68834
-108,8,3.68987
-106,8,3.69125
-104,8,3.69246
-102,8,3.69349
-100,8,3.69434
-98,8,3.69499
-96,8,3.69544
-94,8,3.69568
-92,8,3.69571
-90,8,3.69551
-88,8,3.6951
-86,8,3.69447
-84,8,3.6936
-82,8,3.69252
-80,8,3.69121
-78,8,3.68968
-76,8,3.68792
-74,8,3.68596
-72,8,3.68378
-70,8,3.6814
-68,8,3.67883
-66,8,3.67607
-64,8,3.67312
-62,8,3.67001
-60,8,3.66674
-58,8,3.66333
-56,8,3.65978
-54,8,3.65611
-52,8,3.65234
-50,8,3.64848
-48,8,3.64454
-46,8,3.64054
-44,8,3.63649
-42,8,3.63242
-40,8,3.62834
-38,8,3.62427
-36,8,3.62022
-34,8,3.61621
-32,8,3.61226
-30,8,3.60839
-28,8,3.6046
-26,8,3.60093
-24,8,3.59739
-22,8,3.59398
-20,8,3.59074
-18,8,3.58766
-16,8,3.58477
-14,8,3.58208
-12,8,3.5796
-10,8,3.57734
-8,8,3.57532
-6,8,3.57354
-4,8,3.572
-2,8,3.57073
0,8,3.56973
2,8,3.56899
4,8,3.56852
6,8,3.56834
8,8,3.56843
10,8,3.56879
12,8,3.56943
14,8,3.57035
16,8,3.57154
18,8,3.57299
20,8,3.57469
22,8,3.57665
24,8,3.57886
26,8,3.58129
28,8,3.58395
30,8,3.58682
32,8,3.58989
34,8,3.59314
36,8,3.59657
38,8,3.60015
40,8,3.60388
42,8,3.60773
44,8,3.61168
46,8,3.61574
48,8,3.61986
50,8,3.62405
52,8,3.62828
54,8,3.63253
56,8,3.63678
58,8,3.64103
60,8,3.64524
62,8,3.64942
64,8,3.65353
66,8,3.65756
68,8,3.6615
70,8,3.66533
72,8,3.66905
74,8,3.67262
76,8,3.67604
78,8,3.67931
80,8,3.6824
82,8,3.68531
84,8,3.68802
86,8,3.69054
88,8,3.69284
90,8,3.69493
92,8,3.6968
94,8,3.69844
96,8,3.69985
98,8,3.70103
100,8,3.70198
102,8,3.70269
104,8,3.70317
106,8,3.70342
108,8,3.70344
110,8,3.70323
112,8,3.70281
114,8,3.70217
116,8,3.70133
118,8,3.70028
120,8,3.69905
122,8,3.69763
124,8,3.69605
126,8,3.6943
128,8,3.69241
130,8,3.69038
132,8,3.68823
134,8,3.68597
136,8,3.68361
138,8,3.68117
140,8,3.67867
142,8,3.67612
144,8,3.67353
146,8,3.67092
148,8,3.6683
150,8,3.66569
152,8,3.6631
154,8,3.66056
156,8,3.65806
158,8,3.65564
160,8,3.65329
162,8,3.65104
164,8,3.6489
166,8,3.64687
168,8,3.64498
170,8,3.64322
172,8,3.64161
174,8,3.64017
176,8,3.63888
178,8,3.63777
180,8,3.63684
-180,10,3.55582
-178,10,3.55465
-176,10,3.55379
-174,10,3.55323
-172,10,3.55299
-170,10,3.55307
-168,10,3.55345
-166,10,3.55415
-164,10,3.55515
-162,10,3.55645
-160,10,3.55804
-158,10,3.55991
-156,10,3.56205
-154,10,3.56445
-152,10,3.56709
-150,10,3.56995
-148,10,3.57303
-146,10,3.57629
-144,10,3.57973
-142,10,3.58332
-140,10,3.58704
-138,10,3.59087
-136,10,3.59479
-134,10,3.59877
-132,10,3.60279
-130,10,3.60683
-128,10,3.61086
-126,10,3.61487
-124,10,3.61882
-122,10,3.62269
-120,10,3.62647
-118,10,3.63012
-116,10,3.63363
-114,10,3.63697
-112,10,3.64013
-110,10,3.64308
-108,10,3.64581
-106,10,3.6483
-104,10,3.65053
-102,10,3.65248
-100,10,3.65415
-98,10,3.65551
-96,10,3.65657
-94,10,3.6573
-92,10,3.6577
-90,10,3.65776
-88,10,3.65748
-86,10,3.65685
-84,10,3.65587
-82,10,3.65454
-80,10,3.65286
-78,10,3.65083
-76,10,3.64846
-74,10,3.64575
-72,10,3.64271
-70,10,3.63936
-68,10,3.63569
-66,10,3.63172
-64,10,3.62746
-62,10,3.62294
-60,10,3.61817
-58,10,3.61315
-56,10,3.60793
-54,10,3.6025
-52,10,3.5969
-50,10,3.59115
-48,10,3.58527
-46,10,3.57928
-44,10,3.57322
-42,10,3.5671
-40,10,3.56095
-38,10,3.5548
-36,10,3.54867
-34,10,3.5426
-32,10,3.5366
-30,10,3.53071
-28,10,3.52496
-26,10,3.51935
-24,10,3.51394
-22,10,3.50873
-20,10,3.50376
-18,10,3.49904
-16,10,3.4946
-14,10,3.49046
-12,10,3.48663
-10,10,3.48315
-8,10,3.48002
-6,10,3.47726
-4,10,3.47488
-2,10,3.4729
0,10,3.47132
2,10,3.47016
4,10,3.46941
6,10,3.46909
8,10,3.46919
10,10,3.46971
12,10,3.47066
14,10,3.47203
16,10,3.47381
18,10,3.47599
20,10,3.47857
22,10,3.48154
24,10,3.48487
26,10,3.48856
28,10,3.49258
30,10,3.49693
32,10,3.50157
34,10,3.5065
36,10,3.51168
38,10,3.5171
40,10,3.52272
42,10,3.52853
44,10,3.5345
46,10,3.5406
48,10,3.54681
50,10,3.5531
52,10,3.55944
54,10,3.5658
56,10,3.57217
58,10,3.5785
60,10,3.58479
62,10,3.59099
64,10,3.59709
66,10,3.60306
68,10,3.60887
70,10,3.61452
72,10,3.61996
74,10,3.62518
76,10,3.63017
78,10,3.63491
80,10,3.63936
82,10,3.64354
84,10,3.6474
86,10,3.65096
88,10,3.65418
90,10,3.65707
92,10,3.65962
94,10,3.66181
96,10,3.66365
98,10,3.66513
100,10,3.66625
102,10,3.667
104,10,3.6674
106,10,3.66744
108,10,3.66713
110,10,3.66648
112,10,3.66549
114,10,3.66417
116,10,3.66253
118,10,3.66059
120,10,3.65835
122,10,3.65584
124,10,3.65307
126,10,3.65006
128,10,3.64683
130,10,3.64339
132,10,3.63976
134,10,3.63597
136,10,3.63204
138,10,3.62799
140,10,3.62385
142,10,3.61963
144,10,3.61536
146,10,3.61107
148,10,3.60678
150,10,3.60251
152,10,3.59828
154,10,3.59413
156,10,3.59007
158,10,3.58612
160,10,3.58231
162,10,3.57866
164,10,3.57519
166,10,3.57191
168,10,3.56885
170,10,3.56602
172,10,3.56343
174,10,3.56111
176,10,3.55906
178,10,3.5573
180,10,3.55582
-180,12,3.45498
-178,12,3.45328
-176,12,3.45204
-174,12,3.45127
-172,12,3.45096
-170,12,3.45112
-168,12,3.45174
-166,12,3.45283
-164,12,3.45437
-162,12,3.45636
-160,12,3.45878
-158,12,3.46161
-156,12,3.46485
-154,12,3.46847
-152,12,3.47245
-150,12,3.47676
-148,12,3.48139
-146,12,3.4863
-144,12,3.49147
-142,12,3.49687
-140,12,3.50246
-138,12,3.50822
-136,12,3.51411
-134,12,3.5201
-132,12,3.52615
-130,12,3.53223
-128,12,3.53831
-126,12,3.54434
-124,12,3.55031
-122,12,3.55617
-120,12,3.56189
-118,12,3.56744
-116,12,3.57278
-114,12,3.57789
-112,12,3.58274
-110,12,3.5873
-108,12,3.59153
-106,12,3.59542
-104,12,3.59895
-102,12,3.60208
-100,12,3.60481
-98,12,3.6071
-96,12,3.60895
-94,12,3.61034
-92,12,3.61126
-90,12,3.61169
-88,12,3.61163
-86,12,3.61108
-84,12,3.61002
-82,12,3.60846
-80,12,3.6064
-78,12,3.60384
-76,12,3.60078
-74,12,3.59724
-72,12,3.59322
-70,12,3.58874
-68,12,3.58381
-66,12,3.57844
-64,12,3.57266
-62,12,3.56648
-60,12,3.55993
-58,12,3.55304
-56,12,3.54582
-54,12,3.53831
-52,12,3.53054
-50,12,3.52254
-48,12,3.51433
-46,12,3.50597
-44,12,3.49747
-42,12,3.48889
-40,12,3.48025
-38,12,3.47159
-36,12,3.46295
-34,12,3.45437
-32,12,3.44589
-30,12,3.43754
-28,12,3.42937
-26,12,3.42142
-24,12,3.41372
-22,12,3.4063
-20,12,3.39921
-18,12,3.39247
-16,12,3.38613
-14,12,3.3802
-12,12,3.37473
-10,12,3.36973
-8,12,3.36523
-6,12,3.36126
-4,12,3.35783
-2,12,3.35497
0,12,3.35268
2,12,3.35098
4,12,3.34988
6,12,3.34939
8,12,3.3495
10,12,3.35021
12,12,3.35153
14,12,3.35345
16,12,3.35596
18,12,3.35904
20,12,3.36269
22,12,3.36688
24,12,3.3716
26,12,3.37682
28,12,3.38252
30,12,3.38867
32,12,3.39524
34,12,3.4022
36,12,3.40952
38,12,3.41717
40,12,3.4251
42,12,3.43329
44,12,3.44169
46,12,3.45027
48,12,3.459
50,12,3.46782
52,12,3.4767
54,12,3.48561
56,12,3.49451
58,12,3.50335
60,12,3.5121
62,12,3.52073
64,12,3.5292
66,12,3.53747
68,12,3.54551
70,12,3.55329
72,12,3.56078
74,12,3.56795
76,12,3.57477
78,12,3.58122
80,12,3.58727
82,12,3.59291
84,12,3.59811
86,12,3.60285
88,12,3.60713
90,12,3.61093
92,12,3.61423
94,12,3.61703
96,12,3.61932
98,12,3.62109
100,12,3.62236
102,12,3.62311
104,12,3.62334
106,12,3.62308
108,12,3.62231
110,12,3.62105
112,12,3.61931
114,12,3.61711
116,12,3.61446
118,12,3.61137
120,12,3.60787
122,12,3.60399
124,12,3.59973
126,12,3.59513
128,12,3.59021
130,12,3.585
132,12,3.57954
134,12,3.57384
136,12,3.56795
138,12,3.56189
140,12,3.55569
142,12,3.5494
144,12,3.54304
146,12,3.53665
148,12,3.53027
150,12,3.52393
152,12,3.51766
154,12,3.5115
156,12,3.50548
158,12,3.49964
160,12,3.494
162,12,3.4886
164,12,3.48346
166,12,3.47862
168,12,3.47411
170,12,3.46993
172,12,3.46613
174,12,3.46272
176,12,3.45971
178,12,3.45713
180,12,3.45498
-180,14,3.3343
-178,14,3.33197
-176,14,3.33029
-174,14,3.32925
-172,14,3.32886
-170,14,3.32913
-168,14,3.33006
-166,14,3.33163
-164,14,3.33383
-162,14,3.33666
-160,14,3.34009
-158,14,3.3441
-156,14,3.34868
-154,14,3.35379
-152,14,3.3594
-150,14,3.36548
-148,14,3.37199
-146,14,3.3789
-144,14,3.38617
-142,14,3.39375
-140,14,3.40161
-138,14,3.40969
-136,14,3.41796
-134,14,3.42637
-132,14,3.43487
-130,14,3.4434
-128,14,3.45194
-126,14,3.46043
-124,14,3.46881
-122,14,3.47706
-120,14,3.48512
-118,14,3.49294
-116,14,3.50049
-114,14,3.50772
-112,14,3.5146
-110,14,3.52108
-108,14,3.52714
-106,14,3.53272
-104,14,3.53782
-102,14,3.54238
-100,14,3.54639
-98,14,3.54982
-96,14,3.55266
-94,14,3.55487
-92,14,3.55644
-90,14,3.55736
-88,14,3.55762
-86,14,3.5572
-84,14,3.55611
-82,14,3.55434
-80,14,3.55188
-78,14,3.54875
-76,14,3.54495
-74,14,3.54049
-72,14,3.53539
-70,14,3.52964
-68,14,3.52329
-66,14,3.51634
-64,14,3.50881
-62,14,3.50075
-60,14,3.49217
-58,14,3.48311
-56,14,3.47361
-54,14,3.46369
-52,14,3.45341
-50,14,3.44279
-48,14,3.43189
-46,14,3.42075
-44,14,3.40942
-42,14,3.39795
-40,14,3.38639
-38,14,3.37478
-36,14,3.36319
-34,14,3.35165
-32,14,3.34024
-30,14,3.32899
-28,14,3.31797
-26,14,3.30722
-24,14,3.2968
-22,14,3.28675
-20,14,3.27713
-18,14,3.26799
-16,14,3.25936
-14,14,3.2513
-12,14,3.24385
-10,14,3.23703
-8,14,3.2309
-6,14,3.22547
-4,14,3.22078
-2,14,3.21685
0,14,3.21371
2,14,3.21136
4,14,3.20983
6,14,3.20912
8,14,3.20924
10,14,3.21018
12,14,3.21195
14,14,3.21452
16,14,3.2179
18,14,3.22206
20,14,3.22698
22,14,3.23264
24,14,3.23901
26,14,3.24606
28,14,3.25375
30,14,3.26205
32,14,3.27091
34,14,3.28029
36,14,3.29015
38,14,3.30044
40,14,3.31111
42,14,3.32211
44,14,3.33338
46,14,3.34489
48,14,3.35657
50,14,3.36837
52,14,3.38024
54,14,3.39212
56,14,3.40397
58,14,3.41573
60,14,3.42736
62,14,3.4388
64,14,3.45001
66,14,3.46094
68,14,3.47155
70,14,3.48179
72,14,3.49163
74,14,3.50102
76,14,3.50994
78,14,3.51835
80,14,3.52622
82,14,3.53351
84,14,3.54022
86,14,3.5463
88,14,3.55175
90,14,3.55655
92,14,3.56068
94,14,3.56413
96,14,3.5669
98,14,3.56897
100,14,3.57036
102,14,3.57105
104,14,3.57105
106,14,3.57037
108,14,3.56902
110,14,3.56701
112,14,3.56436
114,14,3.56108
116,14,3.5572
118,14,3.55273
120,14,3.54771
122,14,3.54217
124,14,3.53612
126,14,3.52962
128,14,3.52269
130,14,3.51537
132,14,3.5077
134,14,3.49972
136,14,3.49147
138,14,3.483
140,14,3.47436
142,14,3.46558
144,14,3.45671
146,14,3.44781
148,14,3.43892
150,14,3.43009
152,14,3.42136
154,14,3.41279
156,14,3.40441
158,14,3.39628
160,14,3.38844
162,14,3.38093
164,14,3.37379
166,14,3.36707
168,14,3.36079
170,14,3.355
172,14,3.34972
174,14,3.34499
176,14,3.34083
178,14,3.33726
180,14,3.3343
-180,16,3.19376
-178,16,3.19069
-176,16,3.18848
-174,16,3.18713
-172,16,3.18667
-170,16,3.18708
-168,16,3.18836
-166,16,3.19051
-164,16,3.19351
-162,16,3.19734
-160,16,3.20198
-158,16,3.2074
-156,16,3.21356
-154,16,3.22044
-152,16,3.22798
-150,16,3.23615
-148,16,3.2449
-146,16,3.25417
-144,16,3.26392
-142,16,3.27408
