Phi[deg],Theta[deg],dB(RealizedGainTotal)
8,44,-1.52994
10,44,-1.51661
12,44,-1.49087
14,44,-1.45306
16,44,-1.40373
18,44,-1.34351
20,44,-1.27319
22,44,-1.19362
24,44,-1.10574
26,44,-1.01051
28,44,-0.908915
30,44,-0.801954
32,44,-0.690597
34,44,-0.575784
36,44,-0.458414
38,44,-0.339333
40,44,-0.219331
42,44,-0.0991374
44,44,0.0205783
46,44,0.139209
48,44,0.256208
50,44,0.371085
52,44,0.483403
54,44,0.592777
56,44,0.698868
58,44,0.80138
60,44,0.900056
62,44,0.994674
64,44,1.08504
66,44,1.171
68,44,1.25241
70,44,1.32915
72,44,1.40113
74,44,1.46826
76,44,1.53047
78,44,1.58772
80,44,1.63995
82,44,1.68713
84,44,1.72922
86,44,1.7662
88,44,1.79806
90,44,1.82477
92,44,1.84633
94,44,1.86271
96,44,1.87393
98,44,1.87996
100,44,1.88082
102,44,1.8765
104,44,1.867
106,44,1.85234
108,44,1.83251
110,44,1.80755
112,44,1.77748
114,44,1.74231
116,44,1.7021
118,44,1.65688
120,44,1.60672
122,44,1.55168
124,44,1.49186
126,44,1.42735
128,44,1.35828
130,44,1.28477
132,44,1.20701
134,44,1.12517
136,44,1.03947
138,44,0.950157
140,44,0.857514
142,44,0.761854
144,44,0.66353
146,44,0.562935
148,44,0.460506
150,44,0.356722
152,44,0.25211
154,44,0.147239
156,44,0.0427259
158,44,-0.0607696
160,44,-0.162548
162,44,-0.261872
164,44,-0.357977
166,44,-0.450074
168,44,-0.537362
170,44,-0.619043
172,44,-0.694328
174,44,-0.76246
176,44,-0.822723
178,44,-0.874466
180,44,-0.91711
-180,46,-1.37306
-178,46,-1.41083
-176,46,-1.4372
-174,46,-1.45185
-172,46,-1.45462
-170,46,-1.44549
-168,46,-1.42461
-166,46,-1.39229
-164,46,-1.34898
-162,46,-1.29526
-160,46,-1.23182
-158,46,-1.15943
-156,46,-1.07895
-154,46,-0.991272
-152,46,-0.897315
-150,46,-0.79801
-148,46,-0.694276
-146,46,-0.587009
-144,46,-0.47707
-142,46,-0.36528
-140,46,-0.252405
-138,46,-0.139163
-136,46,-0.0262122
-134,46,0.0858421
-132,46,0.196451
-130,46,0.305121
-128,46,0.411405
-126,46,0.514909
-124,46,0.61528
-122,46,0.712208
-120,46,0.805419
-118,46,0.894673
-116,46,0.979763
-114,46,1.0605
-112,46,1.13674
-110,46,1.20833
-108,46,1.27516
-106,46,1.33712
-104,46,1.39412
-102,46,1.44608
-100,46,1.49293
-98,46,1.53461
-96,46,1.57106
-94,46,1.60223
-92,46,1.62807
-90,46,1.64853
-88,46,1.66358
-86,46,1.67317
-84,46,1.67727
-82,46,1.67583
-80,46,1.66882
-78,46,1.65621
-76,46,1.63796
-74,46,1.61404
-72,46,1.58443
-70,46,1.5491
-68,46,1.50805
-66,46,1.46124
-64,46,1.40869
-62,46,1.35039
-60,46,1.28637
-58,46,1.21665
-56,46,1.14128
-54,46,1.06031
-52,46,0.973828
-50,46,0.88194
-48,46,0.784775
-46,46,0.682491
-44,46,0.575282
-42,46,0.463377
-40,46,0.347049
-38,46,0.226616
-36,46,0.102448
-34,46,-0.0250297
-32,46,-0.15533
-30,46,-0.2879
-28,46,-0.422117
-26,46,-0.557284
-24,46,-0.692628
-22,46,-0.827296
-20,46,-0.960359
-18,46,-1.09082
-16,46,-1.21759
-14,46,-1.33956
-12,46,-1.45555
-10,46,-1.56436
-8,46,-1.66478
-6,46,-1.75564
-4,46,-1.8358
-2,46,-1.90422
0,46,-1.95997
2,46,-2.00227
4,46,-2.03052
6,46,-2.04432
8,46,-2.04347
10,46,-2.02802
12,46,-1.99821
14,46,-1.95452
16,46,-1.8976
18,46,-1.82829
20,46,-1.74753
22,46,-1.6564
24,46,-1.55604
26,46,-1.44763
28,46,-1.33235
30,46,-1.21138
32,46,-1.08588
34,46,-0.956921
36,46,-0.825545
38,46,-0.692706
40,46,-0.559288
42,46,-0.426095
44,46,-0.293852
46,46,-0.16321
48,46,-0.0347482
50,46,0.0910242
52,46,0.21366
54,46,0.332771
56,46,0.44802
58,46,0.55912
60,46,0.665823
62,46,0.767924
64,46,0.865245
66,46,0.957643
68,46,1.045
70,46,1.12721
72,46,1.20419
74,46,1.27589
76,46,1.34225
78,46,1.40324
80,46,1.45881
82,46,1.50894
84,46,1.55362
86,46,1.59284
88,46,1.62657
90,46,1.65482
92,46,1.67758
94,46,1.69483
96,46,1.70658
98,46,1.71282
100,46,1.71355
102,46,1.70877
104,46,1.69848
106,46,1.68268
108,46,1.66138
110,46,1.63459
112,46,1.60232
114,46,1.56459
116,46,1.52143
118,46,1.47287
120,46,1.41897
122,46,1.35978
124,46,1.29536
126,46,1.22582
128,46,1.15126
130,46,1.07181
132,46,0.987624
134,46,0.898876
136,46,0.80578
138,46,0.708577
140,46,0.607547
142,46,0.503008
144,46,0.395322
146,46,0.284896
148,46,0.172189
150,46,0.0577089
152,46,-0.0579795
154,46,-0.174257
156,46,-0.290446
158,46,-0.405816
160,46,-0.519579
162,46,-0.630902
164,46,-0.738906
166,46,-0.842678
168,46,-0.941282
170,46,-1.03377
172,46,-1.11921
174,46,-1.19669
176,46,-1.26534
178,46,-1.32437
180,46,-1.37306
-180,48,-1.85298
-178,48,-1.8961
-176,48,-1.9262
-174,48,-1.94286
-172,48,-1.94588
-170,48,-1.93525
-168,48,-1.91116
-166,48,-1.87398
-164,48,-1.82429
-162,48,-1.76279
-160,48,-1.69033
-158,48,-1.60787
-156,48,-1.51645
-154,48,-1.41713
-152,48,-1.31101
-150,48,-1.1992
-148,48,-1.08276
-146,48,-0.962727
-144,48,-0.840091
-142,48,-0.715773
-140,48,-0.59063
-138,48,-0.46545
-136,48,-0.340951
-134,48,-0.217783
-132,48,-0.0965264
-130,48,0.0223002
-128,48,0.138238
-126,48,0.250884
-124,48,0.359885
-122,48,0.464934
-120,48,0.565764
-118,48,0.662148
-116,48,0.753887
-114,48,0.840812
-112,48,0.922781
-110,48,0.999669
-108,48,1.07137
-106,48,1.1378
-104,48,1.19888
-102,48,1.25453
-100,48,1.30471
-98,48,1.34936
-96,48,1.38843
-94,48,1.42188
-92,48,1.44966
-90,48,1.47174
-88,48,1.48807
-86,48,1.49862
-84,48,1.50335
-82,48,1.50222
-80,48,1.49518
-78,48,1.4822
-76,48,1.46325
-74,48,1.43827
-72,48,1.40724
-70,48,1.37012
-68,48,1.32688
-66,48,1.27749
-64,48,1.22193
-62,48,1.1602
-60,48,1.09229
-58,48,1.0182
-56,48,0.937965
-54,48,0.851619
-52,48,0.759223
-50,48,0.660858
-48,48,0.55663
-46,48,0.446677
-44,48,0.331171
-42,48,0.210323
-40,48,0.0843886
-38,48,-0.0463279
-36,48,-0.181465
-34,48,-0.320598
-32,48,-0.463236
-30,48,-0.608809
-28,48,-0.756667
-26,48,-0.90607
-24,48,-1.05618
-22,48,-1.20608
-20,48,-1.35473
-18,48,-1.501
-16,48,-1.64367
-14,48,-1.78144
-12,48,-1.91292
-10,48,-2.03669
-8,48,-2.15131
-6,48,-2.25533
-4,48,-2.34736
-2,48,-2.42611
0,48,-2.4904
2,48,-2.53926
4,48,-2.57192
6,48,-2.58785
8,48,-2.58683
10,48,-2.56889
12,48,-2.53437
14,48,-2.48385
16,48,-2.41817
18,48,-2.33837
20,48,-2.24567
22,48,-2.14137
24,48,-2.02688
26,48,-1.90364
28,48,-1.77307
30,48,-1.63656
32,48,-1.49546
34,48,-1.35103
36,48,-1.20443
38,48,-1.05674
40,48,-0.908938
42,48,-0.761897
44,48,-0.616396
46,48,-0.47312
48,48,-0.332672
50,48,-0.19557
52,48,-0.0622634
54,48,0.0668645
56,48,0.19149
58,48,0.31134
60,48,0.426188
62,48,0.535848
64,48,0.640166
66,48,0.73902
68,48,0.832314
70,48,0.91997
72,48,1.00193
74,48,1.07815
76,48,1.14861
78,48,1.21327
80,48,1.27212
82,48,1.32516
84,48,1.37238
86,48,1.41377
88,48,1.44934
90,48,1.47908
92,48,1.503
94,48,1.52109
96,48,1.53336
98,48,1.53979
100,48,1.54039
102,48,1.53516
104,48,1.52408
106,48,1.50717
108,48,1.48441
110,48,1.4558
112,48,1.42136
114,48,1.38109
116,48,1.33501
118,48,1.28313
120,48,1.2255
122,48,1.16215
124,48,1.09314
126,48,1.01856
128,48,0.938475
130,48,0.853016
132,48,0.762318
134,48,0.666547
136,48,0.5659
138,48,0.46061
140,48,0.35095
142,48,0.237236
144,48,0.119832
146,48,-0.000847449
148,48,-0.124328
150,48,-0.250077
152,48,-0.377495
154,48,-0.505918
156,48,-0.634609
158,48,-0.762764
160,48,-0.889508
162,48,-1.0139
164,48,-1.13494
166,48,-1.25157
168,48,-1.36271
170,48,-1.46723
172,48,-1.56404
174,48,-1.65202
176,48,-1.73014
178,48,-1.79741
180,48,-1.85298
-180,50,-2.35763
-178,50,-2.40687
-176,50,-2.44122
-174,50,-2.46018
-172,50,-2.46349
-170,50,-2.45112
-168,50,-2.42332
-166,50,-2.38056
-164,50,-2.32355
-162,50,-2.25318
-160,50,-2.17049
-158,50,-2.07666
-156,50,-1.97293
-154,50,-1.86061
-152,50,-1.74099
-150,50,-1.61537
-148,50,-1.48499
-146,50,-1.35105
-144,50,-1.21467
-142,50,-1.07687
-140,50,-0.938601
-138,50,-0.80073
-136,50,-0.664026
-134,50,-0.529176
-132,50,-0.396789
-130,50,-0.2674
-128,50,-0.141473
-126,50,-0.0194119
-124,50,0.0984373
-122,50,0.211778
-120,50,0.320358
-118,50,0.423965
-116,50,0.522419
-114,50,0.615571
-112,50,0.703295
-110,50,0.785488
-108,50,0.862063
-106,50,0.932948
-104,50,0.998082
-102,50,1.05741
-100,50,1.1109
-98,50,1.15849
-96,50,1.20017
-94,50,1.23588
-92,50,1.2656
-90,50,1.28929
-88,50,1.30692
-86,50,1.31844
-84,50,1.32382
-82,50,1.32303
-80,50,1.316
-78,50,1.30271
-76,50,1.2831
-74,50,1.25713
-72,50,1.22475
-70,50,1.18591
-68,50,1.14057
-66,50,1.08868
-64,50,1.03021
-62,50,0.965123
-60,50,0.8934
-58,50,0.815026
-56,50,0.73
-54,50,0.638336
-52,50,0.540066
-50,50,0.435244
-48,50,0.323949
-46,50,0.20629
-44,50,0.0824104
-42,50,-0.0475054
-40,50,-0.183228
-38,50,-0.324475
-36,50,-0.470904
-34,50,-0.622105
-32,50,-0.777591
-30,50,-0.936789
-28,50,-1.09903
-26,50,-1.26355
-24,50,-1.42946
-22,50,-1.59576
-20,50,-1.76131
-18,50,-1.92487
-16,50,-2.08505
-14,50,-2.24035
-12,50,-2.38917
-10,50,-2.52981
-8,50,-2.66053
-6,50,-2.77959
-4,50,-2.88528
-2,50,-2.97596
0,50,-3.05017
2,50,-3.10667
4,50,-3.14447
6,50,-3.16291
8,50,-3.16168
10,50,-3.14083
12,50,-3.10078
14,50,-3.04229
16,50,-2.96644
18,50,-2.87454
20,50,-2.7681
22,50,-2.64876
24,50,-2.51826
26,50,-2.37831
28,50,-2.23065
30,50,-2.0769
32,50,-1.91864
34,50,-1.7573
36,50,-1.59419
38,50,-1.43053
40,50,-1.26736
42,50,-1.10562
44,50,-0.946151
46,50,-0.789647
48,50,-0.636724
50,50,-0.487901
52,50,-0.343616
54,50,-0.204237
56,50,-0.0700644
58,50,0.0586537
60,50,0.181719
62,50,0.298972
64,50,0.410291
66,50,0.515582
68,50,0.614776
70,50,0.707824
72,50,0.794696
74,50,0.875371
76,50,0.94984
78,50,1.0181
80,50,1.08017
82,50,1.13603
84,50,1.18572
86,50,1.22923
88,50,1.26657
90,50,1.29777
92,50,1.32281
94,50,1.34171
96,50,1.35446
98,50,1.36108
100,50,1.36154
102,50,1.35585
104,50,1.34401
106,50,1.32599
108,50,1.30179
110,50,1.27141
112,50,1.23483
114,50,1.19205
116,50,1.14308
118,50,1.08792
120,50,1.02659
122,50,0.959119
124,50,0.885537
126,50,0.805905
128,50,0.720294
130,50,0.628798
132,50,0.531537
134,50,0.428659
136,50,0.320343
138,50,0.206806
140,50,0.0883084
142,50,-0.0348443
144,50,-0.162293
146,50,-0.293621
148,50,-0.428348
150,50,-0.565923
152,50,-0.705721
154,50,-0.847035
156,50,-0.989075
158,50,-1.13096
160,50,-1.27174
162,50,-1.41034
164,50,-1.54564
166,50,-1.67644
168,50,-1.80146
170,50,-1.9194
172,50,-2.02893
174,50,-2.12875
176,50,-2.21758
178,50,-2.29423
180,50,-2.35763
-180,52,-2.88789
-178,52,-2.94416
-176,52,-2.9834
-174,52,-3.005
-172,52,-3.00861
-170,52,-2.99422
-168,52,-2.96212
-166,52,-2.91293
-164,52,-2.84752
-162,52,-2.767
-160,52,-2.67266
-158,52,-2.56595
-156,52,-2.44838
-154,52,-2.32151
-152,52,-2.18689
-150,52,-2.04604
-148,52,-1.90039
-146,52,-1.75132
-144,52,-1.60007
-142,52,-1.4478
-140,52,-1.29554
-138,52,-1.14422
-136,52,-0.994658
-134,52,-0.847578
-132,52,-0.703605
-130,52,-0.563278
-128,52,-0.427061
-126,52,-0.295347
-124,52,-0.168467
-122,52,-0.0467004
-120,52,0.0697233
-118,52,0.180614
-116,52,0.285816
-114,52,0.385205
-112,52,0.478679
-110,52,0.566157
-108,52,0.647575
-106,52,0.722882
-104,52,0.792037
-102,52,0.855005
-100,52,0.911757
-98,52,0.962269
-96,52,1.00651
-94,52,1.04447
-92,52,1.07611
-90,52,1.1014
-88,52,1.12032
-86,52,1.13283
-84,52,1.13889
-82,52,1.13846
-80,52,1.13149
-78,52,1.11793
-76,52,1.09773
-74,52,1.07083
-72,52,1.03717
-70,52,0.996698
-68,52,0.949345
-66,52,0.895054
-64,52,0.833768
-62,52,0.765436
-60,52,0.69001
-58,52,0.607452
-56,52,0.517734
-54,52,0.420841
-52,52,0.316774
-50,52,0.205556
-48,52,0.0872314
-46,52,-0.0381243
-44,52,-0.170403
-42,52,-0.309458
-40,52,-0.455093
-38,52,-0.607061
-36,52,-0.765048
-34,52,-0.928672
-32,52,-1.09747
-30,52,-1.27087
-28,52,-1.44821
-26,52,-1.6287
-24,52,-1.81143
-22,52,-1.99533
-20,52,-2.17918
-18,52,-2.36159
-16,52,-2.54103
-14,52,-2.71578
-12,52,-2.88398
-10,52,-3.04365
-8,52,-3.19269
-6,52,-3.32899
-4,52,-3.45042
-2,52,-3.55497
0,52,-3.64077
2,52,-3.70622
4,52,-3.75007
6,52,-3.77146
8,52,-3.76997
10,52,-3.74568
12,52,-3.69913
14,52,-3.63131
16,52,-3.54358
18,52,-3.43762
20,52,-3.31534
22,52,-3.17879
24,52,-3.03008
26,52,-2.87132
28,52,-2.70454
30,52,-2.5317
32,52,-2.35457
34,52,-2.1748
36,52,-1.99386
38,52,-1.81305
40,52,-1.63353
42,52,-1.45628
44,52,-1.28215
46,52,-1.11186
48,52,-0.94602
50,52,-0.785136
52,52,-0.62962
54,52,-0.479809
56,52,-0.335971
58,52,-0.198318
60,52,-0.0670121
62,52,0.0578252
64,52,0.176108
66,52,0.287777
68,52,0.392797
70,52,0.491153
72,52,0.582842
74,52,0.667873
76,52,0.746262
78,52,0.818033
80,52,0.88321
82,52,0.94182
84,52,0.99389
86,52,1.03944
88,52,1.0785
90,52,1.11109
92,52,1.13721
94,52,1.15688
96,52,1.1701
98,52,1.17687
100,52,1.1772
102,52,1.17106
104,52,1.15845
106,52,1.13935
108,52,1.11374
110,52,1.08162
112,52,1.04294
114,52,0.997712
116,52,0.945906
118,52,0.887516
120,52,0.822541
122,52,0.750986
124,52,0.67287
126,52,0.588226
128,52,0.497103
130,52,0.399572
132,52,0.295728
134,52,0.185694
136,52,0.0696264
138,52,-0.0522791
140,52,-0.179784
142,52,-0.3126
144,52,-0.450382
146,52,-0.592721
148,52,-0.739138
150,52,-0.889075
152,52,-1.04189
154,52,-1.19684
156,52,-1.35308
158,52,-1.50969
160,52,-1.66559
162,52,-1.81962
164,52,-1.97051
166,52,-2.11689
168,52,-2.2573
170,52,-2.3902
172,52,-2.51402
174,52,-2.6272
176,52,-2.72818
178,52,-2.81552
180,52,-2.88789
-180,54,-3.44479
-178,54,-3.50915
-176,54,-3.55406
-174,54,-3.5787
-172,54,-3.58265
-170,54,-3.56589
-168,54,-3.5288
-166,54,-3.47215
-164,54,-3.39703
-162,54,-3.30485
-160,54,-3.19722
-158,54,-3.07589
-156,54,-2.94271
-154,54,-2.79956
-152,54,-2.64828
-150,54,-2.49063
-148,54,-2.32827
-146,54,-2.16276
-144,54,-1.99549
-142,54,-1.82772
-140,54,-1.66058
-138,54,-1.49506
-136,54,-1.33202
-134,54,-1.17219
-132,54,-1.0162
-130,54,-0.864603
-128,54,-0.717835
-126,54,-0.576272
-124,54,-0.440223
-122,54,-0.309936
-120,54,-0.185613
-118,54,-0.0674145
-116,54,0.0445353
-114,54,0.15014
-112,54,0.249329
-110,54,0.342046
-108,54,0.428255
-106,54,0.507928
-104,54,0.581046
-102,54,0.647595
-100,54,0.707563
-98,54,0.760942
-96,54,0.807721
-94,54,0.847885
-92,54,0.88142
-90,54,0.908303
-88,54,0.92851
-86,54,0.942007
-84,54,0.948758
-82,54,0.948719
-80,54,0.941839
-78,54,0.928063
-76,54,0.90733
-74,54,0.879574
-72,54,0.844723
-70,54,0.802704
-68,54,0.753441
-66,54,0.696855
-64,54,0.632871
-62,54,0.561412
-60,54,0.482408
-58,54,0.395792
-56,54,0.301506
-54,54,0.199505
-52,54,0.0897544
-50,54,-0.0277592
-48,54,-0.15303
-46,54,-0.286023
-44,54,-0.426675
-42,54,-0.574881
-40,54,-0.730492
-38,54,-0.893303
-36,54,-1.06305
-34,54,-1.23938
-32,54,-1.42188
-30,54,-1.61
-28,54,-1.80311
-26,54,-2.0004
-24,54,-2.20095
-22,54,-2.40366
-20,54,-2.60722
-18,54,-2.81015
-16,54,-3.01072
-14,54,-3.20702
-12,54,-3.39691
-10,54,-3.57805
-8,54,-3.74797
-6,54,-3.90407
-4,54,-4.04376
-2,54,-4.16448
0,54,-4.26389
2,54,-4.33993
4,54,-4.39094
6,54,-4.41583
8,54,-4.41403
10,54,-4.38566
12,54,-4.33141
14,54,-4.25256
16,54,-4.15089
18,54,-4.02854
20,54,-3.88792
22,54,-3.7316
24,54,-3.56217
26,54,-3.38218
28,54,-3.19405
30,54,-3.00006
32,54,-2.80224
34,54,-2.60244
36,54,-2.40229
38,54,-2.20318
40,54,-2.00633
42,54,-1.81276
44,54,-1.62334
46,54,-1.43877
48,54,-1.25964
50,54,-1.08641
52,54,-0.919473
54,54,-0.759111
56,54,-0.605548
58,54,-0.458948
60,54,-0.319428
62,54,-0.187064
64,54,-0.0618978
66,54,0.0560526
68,54,0.166791
70,54,0.270338
72,54,0.366724
74,54,0.45599
76,54,0.538181
78,54,0.613343
80,54,0.681526
82,54,0.742777
84,54,0.797138
86,54,0.84465
88,54,0.885348
90,54,0.919259
92,54,0.946406
94,54,0.966805
96,54,0.980462
98,54,0.987381
100,54,0.987555
102,54,0.980972
104,54,0.967615
106,54,0.947462
108,54,0.920485
110,54,0.886655
112,54,0.84594
114,54,0.798309
116,54,0.743729
118,54,0.682174
120,54,0.613621
122,54,0.538054
124,54,0.455467
126,54,0.365868
128,54,0.26928
130,54,0.165746
132,54,0.055331
134,54,-0.0618704
136,54,-0.185731
138,54,-0.316086
140,54,-0.452725
142,54,-0.595385
144,54,-0.743744
146,54,-0.897414
148,54,-1.05593
150,54,-1.21873
152,54,-1.38517
154,54,-1.55449
156,54,-1.7258
158,54,-1.89812
160,54,-2.0703
162,54,-2.24105
164,54,-2.40897
166,54,-2.57249
168,54,-2.72994
170,54,-2.87953
172,54,-3.01942
174,54,-3.1477
176,54,-3.26253
178,54,-3.3621
180,54,-3.44479
-180,56,-4.02948
-178,56,-4.10325
-176,56,-4.15474
-174,56,-4.18292
-172,56,-4.18725
-170,56,-4.16771
-168,56,-4.12477
-166,56,-4.05942
-164,56,-3.97306
-162,56,-3.86743
-160,56,-3.74455
-158,56,-3.6066
-156,56,-3.4558
-154,56,-3.29442
-152,56,-3.12462
-150,56,-2.94846
-148,56,-2.76784
-146,56,-2.58451
-144,56,-2.4
-142,56,-2.2157
-140,56,-2.03281
-138,56,-1.85236
-136,56,-1.67522
-134,56,-1.50216
-132,56,-1.33379
-130,56,-1.17062
-128,56,-1.01309
-126,56,-0.861529
-124,56,-0.716215
-122,56,-0.577357
-120,56,-0.445121
-118,56,-0.319629
-116,56,-0.200967
-114,56,-0.0891981
-112,56,0.0156404
-110,56,0.113526
-108,56,0.20445
-106,56,0.288412
-104,56,0.365418
-102,56,0.435475
-100,56,0.498593
-98,56,0.554779
-96,56,0.604037
-94,56,0.646368
-92,56,0.681764
-90,56,0.710213
-88,56,0.731694
-86,56,0.74618
-84,56,0.753634
-82,56,0.754011
-80,56,0.747258
-78,56,0.733314
-76,56,0.712109
-74,56,0.683569
-72,56,0.64761
-70,56,0.604144
-68,56,0.553079
-66,56,0.494318
-64,56,0.427762
-62,56,0.353314
-60,56,0.270874
-58,56,0.180348
-56,56,0.0816464
-54,56,-0.025312
-52,56,-0.140597
-50,56,-0.264266
-48,56,-0.396354
-46,56,-0.536876
-44,56,-0.685816
-42,56,-0.843124
-40,56,-1.0087
-38,56,-1.18241
-36,56,-1.36404
-34,56,-1.55329
-32,56,-1.7498
-30,56,-1.95309
-28,56,-2.16254
-26,56,-2.3774
-24,56,-2.59675
-22,56,-2.81946
-20,56,-3.04418
-18,56,-3.26933
-16,56,-3.49304
-14,56,-3.71318
-12,56,-3.9273
-10,56,-4.13271
-8,56,-4.32645
-6,56,-4.50539
-4,56,-4.66631
-2,56,-4.80603
0,56,-4.92153
2,56,-5.01015
4,56,-5.06973
6,56,-5.09881
8,56,-5.09665
10,56,-5.06337
12,56,-4.99992
14,56,-4.90797
16,56,-4.78982
18,56,-4.64824
20,56,-4.48631
22,56,-4.30722
24,56,-4.11417
26,56,-3.91023
28,56,-3.69827
30,56,-3.4809
32,56,-3.26046
34,56,-3.03897
36,56,-2.8182
38,56,-2.59963
40,56,-2.38452
42,56,-2.1739
44,56,-1.96861
46,56,-1.76933
48,56,-1.5766
50,56,-1.39084
52,56,-1.21236
54,56,-1.04139
56,56,-0.878108
58,56,-0.722609
60,56,-0.574956
62,56,-0.43517
64,56,-0.303244
66,56,-0.179148
68,56,-0.0628352
70,56,0.0457559
72,56,0.146693
74,56,0.24005
76,56,0.325902
78,56,0.404324
80,56,0.475388
82,56,0.539163
84,56,0.595712
86,56,0.645089
88,56,0.687342
90,56,0.722511
92,56,0.750626
94,56,0.771707
96,56,0.785768
98,56,0.79281
100,56,0.792826
102,56,0.785802
104,56,0.771715
106,56,0.750534
108,56,0.722223
110,56,0.686741
112,56,0.644041
114,56,0.594077
116,56,0.536798
118,56,0.472157
120,56,0.40011
122,56,0.320615
124,56,0.233643
126,56,0.139171
128,56,0.0371922
130,56,-0.072282
132,56,-0.189219
134,56,-0.313561
136,56,-0.445216
138,56,-0.584055
140,56,-0.729906
142,56,-0.882541
144,56,-1.04167
146,56,-1.20694
148,56,-1.37791
150,56,-1.55404
152,56,-1.73468
154,56,-1.91907
156,56,-2.10632
158,56,-2.29536
160,56,-2.48499
162,56,-2.67383
164,56,-2.86029
166,56,-3.04265
168,56,-3.21898
170,56,-3.38722
172,56,-3.54519
174,56,-3.69062
176,56,-3.82125
178,56,-3.93489
180,56,-4.02948
-180,58,-4.64334
-178,58,-4.72808
-176,58,-4.78728
-174,58,-4.81961
-172,58,-4.82437
-170,58,-4.80152
-168,58,-4.7517
-166,58,-4.67616
-164,58,-4.57668
-162,58,-4.45548
-160,58,-4.31508
-158,58,-4.15815
-156,58,-3.98743
-154,58,-3.80561
-152,58,-3.61524
-150,58,-3.41871
-148,58,-3.21818
-146,58,-3.01557
-144,58,-2.8126
-142,58,-2.61072
-140,58,-2.41121
-138,58,-2.21512
-136,58,-2.02334
-134,58,-1.83661
-132,58,-1.65552
-130,58,-1.48056
-128,58,-1.3121
-126,58,-1.15045
-124,58,-0.995825
-122,58,-0.848394
-120,58,-0.708273
-118,58,-0.575539
-116,58,-0.450238
-114,58,-0.332389
-112,58,-0.221993
-110,58,-0.119037
-108,58,-0.023496
-106,58,0.0646579
-104,58,0.145458
-102,58,0.218935
-100,58,0.285121
-98,58,0.344042
-96,58,0.395717
-94,58,0.440161
-92,58,0.477377
-90,58,0.507361
-88,58,0.5301
-86,58,0.545569
-84,58,0.553733
-82,58,0.554546
-80,58,0.547953
-78,58,0.533887
-76,58,0.512272
-74,58,0.483023
-72,58,0.446043
-70,58,0.401232
-68,58,0.34848
-66,58,0.28767
-64,58,0.218683
-62,58,0.141394
-60,58,0.0556791
-58,58,-0.0385877
-56,58,-0.141529
-54,58,-0.253264
-52,58,-0.373903
-50,58,-0.503545
-48,58,-0.642278
-46,58,-0.790166
-44,58,-0.947251
-42,58,-1.11354
-40,58,-1.28902
-38,58,-1.47359
-36,58,-1.66713
-34,58,-1.86942
-32,58,-2.08016
-30,58,-2.29895
-28,58,-2.52525
-26,58,-2.75836
-24,58,-2.9974
-22,58,-3.24126
-20,58,-3.48858
-18,58,-3.73771
-16,58,-3.98666
-14,58,-4.23309
-12,58,-4.47427
-10,58,-4.70708
-8,58,-4.92804
-6,58,-5.13339
-4,58,-5.31915
-2,58,-5.48129
0,58,-5.61596
2,58,-5.71968
4,58,-5.7896
6,58,-5.82374
8,58,-5.82114
10,58,-5.78194
12,58,-5.70739
14,58,-5.59972
16,58,-5.46197
18,58,-5.29772
20,58,-5.1109
22,58,-4.90553
24,58,-4.68552
26,58,-4.45456
28,58,-4.21603
30,58,-3.9729
32,58,-3.72779
34,58,-3.48291
36,58,-3.24014
38,58,-3.001
40,58,-2.76676
42,58,-2.53843
44,58,-2.31679
46,58,-2.10247
48,58,-1.89592
50,58,-1.6975
52,58,-1.50744
54,58,-1.3259
56,58,-1.15297
58,58,-0.988679
60,58,-0.833028
62,58,-0.685976
64,58,-0.547459
66,58,-0.417392
68,58,-0.295681
70,58,-0.182223
72,58,-0.0769073
74,58,0.0203739
76,58,0.109729
78,58,0.19126
80,58,0.265067
82,58,0.33124
84,58,0.389859
86,58,0.440998
88,58,0.484717
90,58,0.521066
92,58,0.550085
94,58,0.5718
96,58,0.586226
98,58,0.593368
100,58,0.593217
102,58,0.585755
104,58,0.570953
106,58,0.548774
108,58,0.519171
110,58,0.482089
112,58,0.437469
114,58,0.385246
116,58,0.325352
118,58,0.257718
120,58,0.182274
122,58,0.0989557
124,58,0.00770263
126,58,-0.0915372
128,58,-0.198804
130,58,-0.314123
132,58,-0.437499
134,58,-0.568915
136,58,-0.70832
138,58,-0.855632
140,58,-1.01072
142,58,-1.17341
144,58,-1.34345
146,58,-1.52053
148,58,-1.70425
150,58,-1.89411
152,58,-2.08948
154,58,-2.28962
156,58,-2.49363
158,58,-2.70041
160,58,-2.9087
162,58,-3.11702
164,58,-3.32366
166,58,-3.52669
168,58,-3.72394
170,58,-3.91302
172,58,-4.09137
174,58,-4.25629
176,58,-4.40504
178,58,-4.53491
180,58,-4.64334
-180,60,-5.28792
-178,60,-5.38556
-176,60,-5.45384
-174,60,-5.49107
-172,60,-5.49632
-170,60,-5.46955
-168,60,-5.41156
-166,60,-5.32399
-164,60,-5.20913
-162,60,-5.0698
-160,60,-4.90917
-158,60,-4.73054
-156,60,-4.53726
-154,60,-4.33252
-152,60,-4.11933
-150,60,-3.90041
-148,60,-3.6782
-146,60,-3.45483
-144,60,-3.23213
-142,60,-3.01165
-140,60,-2.79468
-138,60,-2.5823
-136,60,-2.37538
-134,60,-2.17461
-132,60,-1.98055
-130,60,-1.79362
-128,60,-1.61414
-126,60,-1.44236
-124,60,-1.27843
-122,60,-1.12248
-120,60,-0.974544
