Phi[deg],Theta[deg],dB(RealizedGainTotal)
66,0,-6.92068
68,0,-6.92068
70,0,-6.92068
72,0,-6.92068
74,0,-6.92068
76,0,-6.92068
78,0,-6.92068
80,0,-6.92068
82,0,-6.92068
84,0,-6.92068
86,0,-6.92068
88,0,-6.92068
90,0,-6.92068
92,0,-6.92068
94,0,-6.92068
96,0,-6.92068
98,0,-6.92068
100,0,-6.92068
102,0,-6.92068
104,0,-6.92068
106,0,-6.92068
108,0,-6.92068
110,0,-6.92068
112,0,-6.92068
114,0,-6.92068
116,0,-6.92068
118,0,-6.92068
120,0,-6.92068
122,0,-6.92068
124,0,-6.92068
126,0,-6.92068
128,0,-6.92068
130,0,-6.92068
132,0,-6.92068
134,0,-6.92068
136,0,-6.92068
138,0,-6.92068
140,0,-6.92068
142,0,-6.92068
144,0,-6.92068
146,0,-6.92068
148,0,-6.92068
150,0,-6.92068
152,0,-6.92068
154,0,-6.92068
156,0,-6.92068
158,0,-6.92068
160,0,-6.92068
162,0,-6.92068
164,0,-6.92068
166,0,-6.92068
168,0,-6.92068
170,0,-6.92068
172,0,-6.92068
174,0,-6.92068
176,0,-6.92068
178,0,-6.92068
180,0,-6.92068
-180,2,-7.07111
-178,2,-7.06321
-176,2,-7.05487
-174,2,-7.04611
-172,2,-7.03694
-170,2,-7.02738
-168,2,-7.01747
-166,2,-7.00722
-164,2,-6.99666
-162,2,-6.98582
-160,2,-6.97473
-158,2,-6.96341
-156,2,-6.95189
-154,2,-6.94021
-152,2,-6.9284
-150,2,-6.91649
-148,2,-6.9045
-146,2,-6.89248
-144,2,-6.88046
-142,2,-6.86847
-140,2,-6.85653
-138,2,-6.84469
-136,2,-6.83297
-134,2,-6.8214
-132,2,-6.81002
-130,2,-6.79885
-128,2,-6.78792
-126,2,-6.77726
-124,2,-6.76689
-122,2,-6.75685
-120,2,-6.74715
-118,2,-6.73781
-116,2,-6.72886
-114,2,-6.72032
-112,2,-6.7122
-110,2,-6.70452
-108,2,-6.69729
-106,2,-6.69053
-104,2,-6.68425
-102,2,-6.67846
-100,2,-6.67316
-98,2,-6.66836
-96,2,-6.66407
-94,2,-6.66028
-92,2,-6.657
-90,2,-6.65423
-88,2,-6.65195
-86,2,-6.65018
-84,2,-6.64889
-82,2,-6.64809
-80,2,-6.64777
-78,2,-6.64791
-76,2,-6.6485
-74,2,-6.64952
-72,2,-6.65097
-70,2,-6.65283
-68,2,-6.65507
-66,2,-6.65769
-64,2,-6.66066
-62,2,-6.66397
-60,2,-6.66758
-58,2,-6.67149
-56,2,-6.67568
-54,2,-6.68011
-52,2,-6.68476
-50,2,-6.68963
-48,2,-6.69467
-46,2,-6.69987
-44,2,-6.70522
-42,2,-6.71068
-40,2,-6.71623
-38,2,-6.72186
-36,2,-6.72755
-34,2,-6.73327
-32,2,-6.739
-30,2,-6.74473
-28,2,-6.75044
-26,2,-6.75611
-24,2,-6.76173
-22,2,-6.76728
-20,2,-6.77276
-18,2,-6.77814
-16,2,-6.78342
-14,2,-6.78858
-12,2,-6.79363
-10,2,-6.79855
-8,2,-6.80333
-6,2,-6.80798
-4,2,-6.81249
-2,2,-6.81685
0,2,-6.82108
2,2,-6.82516
4,2,-6.8291
6,2,-6.8329
8,2,-6.83658
10,2,-6.84012
12,2,-6.84355
14,2,-6.84686
16,2,-6.85007
18,2,-6.85318
20,2,-6.85621
22,2,-6.85916
24,2,-6.86205
26,2,-6.86488
28,2,-6.86768
30,2,-6.87044
32,2,-6.8732
34,2,-6.87595
36,2,-6.87871
38,2,-6.88149
40,2,-6.88432
42,2,-6.88719
44,2,-6.89012
46,2,-6.89312
48,2,-6.89621
50,2,-6.8994
52,2,-6.90269
54,2,-6.90609
56,2,-6.90962
58,2,-6.91329
60,2,-6.91709
62,2,-6.92103
64,2,-6.92513
66,2,-6.92937
68,2,-6.93378
70,2,-6.93834
72,2,-6.94306
74,2,-6.94794
76,2,-6.95298
78,2,-6.95816
80,2,-6.9635
82,2,-6.96897
84,2,-6.97458
86,2,-6.98032
88,2,-6.98617
90,2,-6.99212
92,2,-6.99817
94,2,-7.0043
96,2,-7.0105
98,2,-7.01674
100,2,-7.02301
102,2,-7.0293
104,2,-7.03559
106,2,-7.04185
108,2,-7.04807
110,2,-7.05422
112,2,-7.06029
114,2,-7.06624
116,2,-7.07207
118,2,-7.07774
120,2,-7.08324
122,2,-7.08854
124,2,-7.09361
126,2,-7.09843
128,2,-7.10299
130,2,-7.10725
132,2,-7.1112
134,2,-7.11481
136,2,-7.11806
138,2,-7.12094
140,2,-7.12342
142,2,-7.12548
144,2,-7.12711
146,2,-7.12828
148,2,-7.129
150,2,-7.12923
152,2,-7.12898
154,2,-7.12822
156,2,-7.12695
158,2,-7.12517
160,2,-7.12286
162,2,-7.12003
164,2,-7.11666
166,2,-7.11277
168,2,-7.10835
170,2,-7.10341
172,2,-7.09795
174,2,-7.09198
176,2,-7.08551
178,2,-7.07855
180,2,-7.07111
-180,4,-7.25701
-178,4,-7.23798
-176,4,-7.21743
-174,4,-7.19543
-172,4,-7.17204
-170,4,-7.14735
-168,4,-7.12142
-166,4,-7.09435
-164,4,-7.06622
-162,4,-7.03714
-160,4,-7.00721
-158,4,-6.97652
-156,4,-6.94519
-154,4,-6.91333
-152,4,-6.88104
-150,4,-6.84845
-148,4,-6.81566
-146,4,-6.78279
-144,4,-6.74995
-142,4,-6.71726
-140,4,-6.68482
-138,4,-6.65275
-136,4,-6.62115
-134,4,-6.59013
-132,4,-6.55979
-130,4,-6.53022
-128,4,-6.50152
-126,4,-6.47377
-124,4,-6.44706
-122,4,-6.42146
-120,4,-6.39706
-118,4,-6.3739
-116,4,-6.35207
-114,4,-6.33161
-112,4,-6.31258
-110,4,-6.29501
-108,4,-6.27896
-106,4,-6.26443
-104,4,-6.25147
-102,4,-6.2401
-100,4,-6.23032
-98,4,-6.22214
-96,4,-6.21556
-94,4,-6.21058
-92,4,-6.20718
-90,4,-6.20535
-88,4,-6.20507
-86,4,-6.2063
-84,4,-6.20902
-82,4,-6.21318
-80,4,-6.21873
-78,4,-6.22563
-76,4,-6.23383
-74,4,-6.24326
-72,4,-6.25386
-70,4,-6.26557
-68,4,-6.27832
-66,4,-6.29202
-64,4,-6.30662
-62,4,-6.32201
-60,4,-6.33814
-58,4,-6.35491
-56,4,-6.37223
-54,4,-6.39003
-52,4,-6.40821
-50,4,-6.42669
-48,4,-6.44538
-46,4,-6.4642
-44,4,-6.48306
-42,4,-6.50188
-40,4,-6.52058
-38,4,-6.53907
-36,4,-6.55728
-34,4,-6.57514
-32,4,-6.59257
-30,4,-6.60951
-28,4,-6.6259
-26,4,-6.64168
-24,4,-6.65678
-22,4,-6.67118
-20,4,-6.68482
-18,4,-6.69766
-16,4,-6.70968
-14,4,-6.72084
-12,4,-6.73112
-10,4,-6.74051
-8,4,-6.74901
-6,4,-6.75659
-4,4,-6.76328
-2,4,-6.76907
0,4,-6.77399
2,4,-6.77804
4,4,-6.78125
6,4,-6.78365
8,4,-6.78528
10,4,-6.78618
12,4,-6.78637
14,4,-6.78592
16,4,-6.78487
18,4,-6.78328
20,4,-6.7812
22,4,-6.77869
24,4,-6.77581
26,4,-6.77262
28,4,-6.76919
30,4,-6.76559
32,4,-6.76187
34,4,-6.75811
36,4,-6.75437
38,4,-6.75072
40,4,-6.74723
42,4,-6.74395
44,4,-6.74096
46,4,-6.73831
48,4,-6.73606
50,4,-6.73427
52,4,-6.733
54,4,-6.73229
56,4,-6.7322
58,4,-6.73277
60,4,-6.73404
62,4,-6.73605
64,4,-6.73883
66,4,-6.74243
68,4,-6.74685
70,4,-6.75212
72,4,-6.75827
74,4,-6.76529
76,4,-6.7732
78,4,-6.78201
80,4,-6.7917
82,4,-6.80227
84,4,-6.81372
86,4,-6.82601
88,4,-6.83913
90,4,-6.85305
92,4,-6.86774
94,4,-6.88316
96,4,-6.89927
98,4,-6.91602
100,4,-6.93336
102,4,-6.95123
104,4,-6.96958
106,4,-6.98835
108,4,-7.00745
110,4,-7.02683
112,4,-7.04641
114,4,-7.0661
116,4,-7.08583
118,4,-7.10552
120,4,-7.12509
122,4,-7.14443
124,4,-7.16347
126,4,-7.18212
128,4,-7.20028
130,4,-7.21787
132,4,-7.23479
134,4,-7.25097
136,4,-7.2663
138,4,-7.2807
140,4,-7.2941
142,4,-7.30639
144,4,-7.31752
146,4,-7.3274
148,4,-7.33596
150,4,-7.34313
152,4,-7.34885
154,4,-7.35307
156,4,-7.35574
158,4,-7.3568
160,4,-7.35622
162,4,-7.35397
164,4,-7.35003
166,4,-7.34437
168,4,-7.33699
170,4,-7.32789
172,4,-7.31707
174,4,-7.30454
176,4,-7.29034
178,4,-7.27448
180,4,-7.25701
-180,6,-7.44715
-178,6,-7.41488
-176,6,-7.37936
-174,6,-7.3407
-172,6,-7.29906
-170,6,-7.25459
-168,6,-7.20748
-166,6,-7.15791
-164,6,-7.1061
-162,6,-7.05226
-160,6,-6.99662
-158,6,-6.93941
-156,6,-6.88088
-154,6,-6.82128
-152,6,-6.76085
-150,6,-6.69984
-148,6,-6.63851
-146,6,-6.5771
-144,6,-6.51587
-142,6,-6.45504
-140,6,-6.39487
-138,6,-6.33557
-136,6,-6.27736
-134,6,-6.22047
-132,6,-6.16509
-130,6,-6.11141
-128,6,-6.05962
-126,6,-6.00988
-124,6,-5.96236
-122,6,-5.9172
-120,6,-5.87454
-118,6,-5.83449
-116,6,-5.79718
-114,6,-5.76269
-112,6,-5.73112
-110,6,-5.70253
-108,6,-5.67699
-106,6,-5.65455
-104,6,-5.63525
-102,6,-5.6191
-100,6,-5.60612
-98,6,-5.59631
-96,6,-5.58966
-94,6,-5.58616
-92,6,-5.58576
-90,6,-5.58842
-88,6,-5.59409
-86,6,-5.6027
-84,6,-5.61417
-82,6,-5.62842
-80,6,-5.64536
-78,6,-5.66487
-76,6,-5.68685
-74,6,-5.71116
-72,6,-5.73768
-70,6,-5.76626
-68,6,-5.79676
-66,6,-5.82903
-64,6,-5.86289
-62,6,-5.89818
-60,6,-5.93473
-58,6,-5.97236
-56,6,-6.01088
-54,6,-6.05012
-52,6,-6.08988
-50,6,-6.12997
-48,6,-6.1702
-46,6,-6.21038
-44,6,-6.25033
-42,6,-6.28985
-40,6,-6.32876
-38,6,-6.36689
-36,6,-6.40407
-34,6,-6.44011
-32,6,-6.47488
-30,6,-6.50821
-28,6,-6.53997
-26,6,-6.57002
-24,6,-6.59826
-22,6,-6.62456
-20,6,-6.64884
-18,6,-6.67101
-16,6,-6.69102
-14,6,-6.7088
-12,6,-6.72431
-10,6,-6.73754
-8,6,-6.74847
-6,6,-6.75711
-4,6,-6.76348
-2,6,-6.7676
0,6,-6.76952
2,6,-6.7693
4,6,-6.76701
6,6,-6.76273
8,6,-6.75656
10,6,-6.74859
12,6,-6.73894
14,6,-6.72773
16,6,-6.71508
18,6,-6.70113
20,6,-6.68603
22,6,-6.6699
24,6,-6.6529
26,6,-6.63519
28,6,-6.61691
30,6,-6.59823
32,6,-6.57929
34,6,-6.56025
36,6,-6.54128
38,6,-6.52251
40,6,-6.5041
42,6,-6.4862
44,6,-6.46895
46,6,-6.45249
48,6,-6.43695
50,6,-6.42248
52,6,-6.40918
54,6,-6.39718
56,6,-6.38659
58,6,-6.37751
60,6,-6.37003
62,6,-6.36426
64,6,-6.36027
66,6,-6.35812
68,6,-6.35789
70,6,-6.35963
72,6,-6.36338
74,6,-6.36919
76,6,-6.37707
78,6,-6.38704
80,6,-6.39912
82,6,-6.41329
84,6,-6.42955
86,6,-6.44788
88,6,-6.46823
90,6,-6.49057
92,6,-6.51485
94,6,-6.541
96,6,-6.56894
98,6,-6.59861
100,6,-6.62989
102,6,-6.6627
104,6,-6.69692
106,6,-6.73243
108,6,-6.76911
110,6,-6.80681
112,6,-6.8454
114,6,-6.88471
116,6,-6.92459
118,6,-6.96488
120,6,-7.0054
122,6,-7.04597
124,6,-7.08642
126,6,-7.12655
128,6,-7.16618
130,6,-7.20511
132,6,-7.24315
134,6,-7.2801
136,6,-7.31577
138,6,-7.34996
140,6,-7.38248
142,6,-7.41314
144,6,-7.44175
146,6,-7.46814
148,6,-7.49211
150,6,-7.51351
152,6,-7.53218
154,6,-7.54796
156,6,-7.56072
158,6,-7.57033
160,6,-7.57667
162,6,-7.57965
164,6,-7.57919
166,6,-7.5752
168,6,-7.56766
170,6,-7.55651
172,6,-7.54176
174,6,-7.52341
176,6,-7.50149
178,6,-7.47605
180,6,-7.44715
-180,8,-7.59386
-178,8,-7.54838
-176,8,-7.4972
-174,8,-7.44053
-172,8,-7.37862
-170,8,-7.31175
-168,8,-7.24025
-166,8,-7.16445
-164,8,-7.08475
-162,8,-7.00154
-160,8,-6.91524
-158,8,-6.82629
-156,8,-6.73513
-154,8,-6.64221
-152,8,-6.548
-150,8,-6.45293
-148,8,-6.35745
-146,8,-6.26201
-144,8,-6.16703
-142,8,-6.07292
-140,8,-5.98009
-138,8,-5.8889
-136,8,-5.79973
-134,8,-5.71291
-132,8,-5.62876
-130,8,-5.54759
-128,8,-5.46967
-126,8,-5.39525
-124,8,-5.32459
-122,8,-5.25788
-120,8,-5.19532
-118,8,-5.13709
-116,8,-5.08333
-114,8,-5.03418
-112,8,-4.98976
-110,8,-4.95015
-108,8,-4.91544
-106,8,-4.88568
-104,8,-4.86091
-102,8,-4.84115
-100,8,-4.82641
-98,8,-4.81669
-96,8,-4.81194
-94,8,-4.81214
-92,8,-4.81722
-90,8,-4.82711
-88,8,-4.84172
-86,8,-4.86094
-84,8,-4.88466
-82,8,-4.91274
-80,8,-4.94503
-78,8,-4.98137
-76,8,-5.02158
-74,8,-5.06546
-72,8,-5.11281
-70,8,-5.16341
-68,8,-5.21702
-66,8,-5.2734
-64,8,-5.33229
-62,8,-5.39341
-60,8,-5.45648
-58,8,-5.52121
-56,8,-5.5873
-54,8,-5.65443
-52,8,-5.72228
-50,8,-5.79054
-48,8,-5.85887
-46,8,-5.92694
-44,8,-5.99441
-42,8,-6.06097
-40,8,-6.12628
-38,8,-6.19002
-36,8,-6.25187
-34,8,-6.31154
-32,8,-6.36872
-30,8,-6.42316
-28,8,-6.47457
-26,8,-6.52274
-24,8,-6.56743
-22,8,-6.60845
-20,8,-6.64562
-18,8,-6.67882
-16,8,-6.7079
-14,8,-6.73279
-12,8,-6.75343
-10,8,-6.76976
-8,8,-6.7818
-6,8,-6.78957
-4,8,-6.7931
-2,8,-6.79248
0,8,-6.78781
2,8,-6.77921
4,8,-6.76683
6,8,-6.75084
8,8,-6.73141
10,8,-6.70876
12,8,-6.6831
14,8,-6.65467
16,8,-6.62369
18,8,-6.59044
20,8,-6.55516
22,8,-6.51813
24,8,-6.47961
26,8,-6.43988
28,8,-6.39922
30,8,-6.35789
32,8,-6.31618
34,8,-6.27435
36,8,-6.23267
38,8,-6.19141
40,8,-6.15083
42,8,-6.11116
44,8,-6.07266
46,8,-6.03557
48,8,-6.0001
50,8,-5.96647
52,8,-5.93489
54,8,-5.90556
56,8,-5.87865
58,8,-5.85434
60,8,-5.83279
62,8,-5.81414
64,8,-5.79854
66,8,-5.7861
68,8,-5.77692
70,8,-5.77111
72,8,-5.76874
74,8,-5.76987
76,8,-5.77456
78,8,-5.78284
80,8,-5.79474
82,8,-5.81025
84,8,-5.82938
86,8,-5.85209
88,8,-5.87835
90,8,-5.9081
92,8,-5.94127
94,8,-5.97777
96,8,-6.01751
98,8,-6.06036
100,8,-6.1062
102,8,-6.15487
104,8,-6.20623
106,8,-6.26008
108,8,-6.31624
110,8,-6.37452
112,8,-6.43468
114,8,-6.4965
116,8,-6.55974
118,8,-6.62415
120,8,-6.68946
122,8,-6.7554
124,8,-6.82167
126,8,-6.888
128,8,-6.95408
130,8,-7.0196
132,8,-7.08425
134,8,-7.14771
136,8,-7.20967
138,8,-7.26979
140,8,-7.32775
142,8,-7.38322
144,8,-7.43589
146,8,-7.48544
148,8,-7.53153
150,8,-7.57387
152,8,-7.61216
154,8,-7.64609
156,8,-7.67539
158,8,-7.69981
160,8,-7.71909
162,8,-7.733
164,8,-7.74135
166,8,-7.74397
168,8,-7.7407
170,8,-7.73144
172,8,-7.71611
174,8,-7.69467
176,8,-7.66711
178,8,-7.63348
180,8,-7.59386
-180,10,-7.63832
-178,10,-7.5828
-176,10,-7.51855
-174,10,-7.44582
-172,10,-7.36497
-170,10,-7.2764
-168,10,-7.1806
-166,10,-7.07814
-164,10,-6.9696
-162,10,-6.85563
-160,10,-6.73692
-158,10,-6.61417
-156,10,-6.48812
-154,10,-6.35948
-152,10,-6.22898
-150,10,-6.09734
-148,10,-5.96526
-146,10,-5.83342
-144,10,-5.70246
-142,10,-5.57301
-140,10,-5.44564
-138,10,-5.32093
-136,10,-5.19936
-134,10,-5.08143
-132,10,-4.96757
-130,10,-4.85819
-128,10,-4.75365
-126,10,-4.65429
-124,10,-4.5604
-122,10,-4.47226
-120,10,-4.3901
-118,10,-4.31413
-116,10,-4.24452
-114,10,-4.18144
-112,10,-4.125
-110,10,-4.07532
-108,10,-4.03246
-106,10,-3.9965
-104,10,-3.96746
-102,10,-3.94535
-100,10,-3.93019
-98,10,-3.92193
-96,10,-3.92054
-94,10,-3.92595
-92,10,-3.93809
-90,10,-3.95685
-88,10,-3.98212
-86,10,-4.01376
-84,10,-4.0516
-82,10,-4.09549
-80,10,-4.14521
-78,10,-4.20057
-76,10,-4.26133
-74,10,-4.32724
-72,10,-4.39802
-70,10,-4.47338
-68,10,-4.55301
-66,10,-4.63658
-64,10,-4.72373
-62,10,-4.81409
-60,10,-4.90727
-58,10,-5.00286
-56,10,-5.10042
-54,10,-5.19952
-52,10,-5.29967
-50,10,-5.40041
-48,10,-5.50126
-46,10,-5.6017
-44,10,-5.70123
-42,10,-5.79934
-40,10,-5.89553
-38,10,-5.98928
-36,10,-6.0801
-34,10,-6.1675
-32,10,-6.25101
-30,10,-6.33018
-28,10,-6.40459
-26,10,-6.47385
-24,10,-6.53759
-22,10,-6.5955
-20,10,-6.6473
-18,10,-6.69275
-16,10,-6.73166
-14,10,-6.76391
-12,10,-6.78938
-10,10,-6.80805
-8,10,-6.81991
-6,10,-6.82502
-4,10,-6.82348
-2,10,-6.81544
0,10,-6.80106
2,10,-6.78058
4,10,-6.75425
6,10,-6.72236
8,10,-6.68522
10,10,-6.64316
12,10,-6.59655
14,10,-6.54577
16,10,-6.49121
18,10,-6.43326
20,10,-6.37235
22,10,-6.30888
24,10,-6.24328
26,10,-6.17597
28,10,-6.10737
30,10,-6.03789
32,10,-5.96795
34,10,-5.89795
36,10,-5.82828
38,10,-5.75933
40,10,-5.69148
42,10,-5.62509
44,10,-5.5605
46,10,-5.49806
48,10,-5.43808
50,10,-5.38086
52,10,-5.32671
54,10,-5.27589
56,10,-5.22866
58,10,-5.18525
60,10,-5.14589
62,10,-5.11079
64,10,-5.08012
66,10,-5.05406
68,10,-5.03274
70,10,-5.01631
72,10,-5.00488
74,10,-4.99853
76,10,-4.99733
78,10,-5.00135
80,10,-5.01061
82,10,-5.02512
84,10,-5.04489
86,10,-5.06987
88,10,-5.10004
90,10,-5.13531
92,10,-5.1756
94,10,-5.22081
96,10,-5.27079
98,10,-5.32541
100,10,-5.3845
102,10,-5.44786
104,10,-5.51528
106,10,-5.58654
108,10,-5.66138
110,10,-5.73954
112,10,-5.82072
114,10,-5.90464
116,10,-5.99096
118,10,-6.07935
120,10,-6.16947
122,10,-6.26094
124,10,-6.35338
126,10,-6.44642
128,10,-6.53966
130,10,-6.63267
132,10,-6.72506
134,10,-6.81639
136,10,-6.90624
138,10,-6.99417
140,10,-7.07974
142,10,-7.16252
144,10,-7.24205
146,10,-7.3179
148,10,-7.3896
150,10,-7.45671
152,10,-7.51879
154,10,-7.57538
156,10,-7.62606
158,10,-7.67038
160,10,-7.70794
162,10,-7.73832
164,10,-7.76114
166,10,-7.77606
168,10,-7.78275
170,10,-7.78094
172,10,-7.77039
174,10,-7.75093
176,10,-7.72245
178,10,-7.6849
180,10,-7.63832
-180,12,-7.52504
-178,12,-7.46616
-176,12,-7.39519
-174,12,-7.31234
-172,12,-7.21798
-170,12,-7.11261
-168,12,-6.99686
-166,12,-6.87149
-164,12,-6.73733
-162,12,-6.59534
-160,12,-6.44649
-158,12,-6.29185
-156,12,-6.13247
-154,12,-5.96944
-152,12,-5.80382
-150,12,-5.63666
-148,12,-5.46896
-146,12,-5.30169
-144,12,-5.13576
-142,12,-4.97202
-140,12,-4.81127
-138,12,-4.65423
-136,12,-4.50158
-134,12,-4.35393
-132,12,-4.21184
-130,12,-4.07579
-128,12,-3.94624
-126,12,-3.82358
-124,12,-3.70816
-122,12,-3.60028
-120,12,-3.5002
-118,12,-3.40817
-116,12,-3.32436
-114,12,-3.24893
-112,12,-3.18203
-110,12,-3.12374
-108,12,-3.07415
-106,12,-3.03331
-104,12,-3.00123
-102,12,-2.97794
-100,12,-2.9634
-98,12,-2.95759
-96,12,-2.96043
-94,12,-2.97186
-92,12,-2.99178
-90,12,-3.02006
-88,12,-3.05657
-86,12,-3.10113
-84,12,-3.15359
-82,12,-3.21372
-80,12,-3.2813
-78,12,-3.35608
-76,12,-3.4378
-74,12,-3.52616
-72,12,-3.62082
-70,12,-3.72145
-68,12,-3.82766
-66,12,-3.93905
-64,12,-4.0552
-62,12,-4.17562
-60,12,-4.29985
-58,12,-4.42734
-56,12,-4.55756
-54,12,-4.68991
-52,12,-4.82379
-50,12,-4.95857
-48,12,-5.09359
-46,12,-5.22816
-44,12,-5.36159
-42,12,-5.49317
-40,12,-5.62219
-38,12,-5.74791
-36,12,-5.86963
-34,12,-5.98664
-32,12,-6.09826
-30,12,-6.20383
-28,12,-6.30273
-26,12,-6.39438
-24,12,-6.47826
-22,12,-6.5539
-20,12,-6.6209
-18,12,-6.6789
-16,12,-6.72766
-14,12,-6.76697
-12,12,-6.79673
-10,12,-6.81688
-8,12,-6.82746
-6,12,-6.82856
-4,12,-6.82036
-2,12,-6.80308
0,12,-6.77702
2,12,-6.7425
4,12,-6.69991
6,12,-6.64969
8,12,-6.59228
10,12,-6.52819
12,12,-6.45793
14,12,-6.38204
16,12,-6.30107
18,12,-6.2156
20,12,-6.1262
22,12,-6.03345
24,12,-5.93792
26,12,-5.8402
28,12,-5.74087
30,12,-5.64048
32,12,-5.5396
34,12,-5.43876
36,12,-5.3385
38,12,-5.23934
40,12,-5.14176
42,12,-5.04624
44,12,-4.95324
46,12,-4.8632
48,12,-4.77653
50,12,-4.69363
52,12,-4.61486
54,12,-4.54057
56,12,-4.47109
58,12,-4.40671
60,12,-4.34772
62,12,-4.29435
64,12,-4.24686
66,12,-4.20543
68,12,-4.17026
70,12,-4.1415
72,12,-4.11928
74,12,-4.10373
76,12,-4.09492
78,12,-4.09292
80,12,-4.09778
82,12,-4.10949
84,12,-4.12807
86,12,-4.15347
88,12,-4.18563
90,12,-4.22447
92,12,-4.26988
94,12,-4.32173
96,12,-4.37985
98,12,-4.44407
100,12,-4.51416
102,12,-4.5899
104,12,-4.67101
106,12,-4.75721
108,12,-4.8482
110,12,-4.94362
112,12,-5.04312
114,12,-5.14633
116,12,-5.25285
118,12,-5.36224
120,12,-5.47409
122,12,-5.58793
124,12,-5.70331
126,12,-5.81976
128,12,-5.93678
130,12,-6.0539
132,12,-6.17063
134,12,-6.28646
136,12,-6.4009
138,12,-6.51346
140,12,-6.62364
142,12,-6.73094
144,12,-6.83486
146,12,-6.9349
148,12,-7.03055
150,12,-7.12129
152,12,-7.20661
154,12,-7.28597
156,12,-7.35882
158,12,-7.42461
160,12,-7.48277
162,12,-7.53273
164,12,-7.5739
166,12,-7.60572
168,12,-7.62763
170,12,-7.6391
172,12,-7.63963
174,12,-7.62881
176,12,-7.60626
178,12,-7.57172
180,12,-7.52504
-180,14,-7.22284
-178,14,-7.16942
-176,14,-7.10073
-174,14,-7.01676
-172,14,-6.91774
-170,14,-6.80409
-168,14,-6.67649
-166,14,-6.53579
-164,14,-6.38306
-162,14,-6.21951
-160,14,-6.04647
-158,14,-5.86535
-156,14,-5.67763
-154,14,-5.48478
-152,14,-5.28829
-150,14,-5.08957
-148,14,-4.89
-146,14,-4.69087
-144,14,-4.4934
-142,14,-4.29868
-140,14,-4.10776
-138,14,-3.92156
-136,14,-3.7409
-134,14,-3.56655
-132,14,-3.39915
-130,14,-3.2393
-128,14,-3.08751
-126,14,-2.94423
-124,14,-2.80984
-122,14,-2.68468
-120,14,-2.56902
-118,14,-2.46312
-116,14,-2.36715
-114,14,-2.2813
-112,14,-2.20567
-110,14,-2.14037
-108,14,-2.08547
-106,14,-2.04101
-104,14,-2.007
-102,14,-1.98343
-100,14,-1.97029
-98,14,-1.96752
-96,14,-1.97504
-94,14,-1.99277
-92,14,-2.02059
-90,14,-2.05838
-88,14,-2.10596
-86,14,-2.16317
-84,14,-2.2298
-82,14,-2.30563
-80,14,-2.39041
-78,14,-2.48387
-76,14,-2.58569
-74,14,-2.69556
-72,14,-2.8131
-70,14,-2.93793
-68,14,-3.0696
-66,14,-3.20766
-64,14,-3.35161
