Phi[deg],Theta[deg],GainRHCP
50,0,0.3398
52,0,0.3398
54,0,0.3398
56,0,0.3398
58,0,0.3398
60,0,0.3398
62,0,0.3398
64,0,0.3398
66,0,0.3398
68,0,0.3398
70,0,0.3398
72,0,0.3398
74,0,0.3398
76,0,0.3398
78,0,0.3398
80,0,0.3398
82,0,0.3398
84,0,0.3398
86,0,0.3398
88,0,0.3398
90,0,0.3398
92,0,0.3398
94,0,0.3398
96,0,0.3398
98,0,0.3398
100,0,0.3398
102,0,0.3398
104,0,0.3398
106,0,0.3398
108,0,0.3398
110,0,0.3398
112,0,0.3398
114,0,0.3398
116,0,0.3398
118,0,0.3398
120,0,0.3398
122,0,0.3398
124,0,0.3398
126,0,0.3398
128,0,0.3398
130,0,0.3398
132,0,0.3398
134,0,0.3398
136,0,0.3398
138,0,0.3398
140,0,0.3398
142,0,0.3398
144,0,0.3398
146,0,0.3398
148,0,0.3398
150,0,0.3398
152,0,0.3398
154,0,0.3398
156,0,0.3398
158,0,0.3398
160,0,0.3398
162,0,0.3398
164,0,0.3398
166,0,0.3398
168,0,0.3398
170,0,0.3398
172,0,0.3398
174,0,0.3398
176,0,0.3398
178,0,0.3398
180,0,0.3398
-180,2,0.337484
-178,2,0.337414
-176,2,0.33735
-174,2,0.33729
-172,2,0.337235
-170,2,0.337184
-168,2,0.337139
-166,2,0.337097
-164,2,0.33706
-162,2,0.337027
-160,2,0.336998
-158,2,0.336972
-156,2,0.336951
-154,2,0.336933
-152,2,0.336918
-150,2,0.336906
-148,2,0.336897
-146,2,0.336891
-144,2,0.336887
-142,2,0.336885
-140,2,0.336886
-138,2,0.336888
-136,2,0.336892
-134,2,0.336897
-132,2,0.336903
-130,2,0.336911
-128,2,0.336919
-126,2,0.336928
-124,2,0.336937
-122,2,0.336947
-120,2,0.336956
-118,2,0.336966
-116,2,0.336976
-114,2,0.336985
-112,2,0.336995
-110,2,0.337003
-108,2,0.337012
-106,2,0.33702
-104,2,0.337027
-102,2,0.337034
-100,2,0.33704
-98,2,0.337046
-96,2,0.337051
-94,2,0.337056
-92,2,0.33706
-90,2,0.337064
-88,2,0.337068
-86,2,0.337071
-84,2,0.337075
-82,2,0.337079
-80,2,0.337083
-78,2,0.337087
-76,2,0.337092
-74,2,0.337097
-72,2,0.337104
-70,2,0.337112
-68,2,0.337121
-66,2,0.337131
-64,2,0.337143
-62,2,0.337157
-60,2,0.337173
-58,2,0.337191
-56,2,0.337212
-54,2,0.337235
-52,2,0.337262
-50,2,0.337291
-48,2,0.337323
-46,2,0.337359
-44,2,0.337399
-42,2,0.337442
-40,2,0.337489
-38,2,0.33754
-36,2,0.337595
-34,2,0.337654
-32,2,0.337718
-30,2,0.337786
-28,2,0.337858
-26,2,0.337935
-24,2,0.338016
-22,2,0.338101
-20,2,0.338191
-18,2,0.338285
-16,2,0.338383
-14,2,0.338486
-12,2,0.338592
-10,2,0.338703
-8,2,0.338817
-6,2,0.338935
-4,2,0.339056
-2,2,0.33918
0,2,0.339307
2,2,0.339437
4,2,0.339569
6,2,0.339704
8,2,0.33984
10,2,0.339978
12,2,0.340117
14,2,0.340257
16,2,0.340397
18,2,0.340538
20,2,0.340678
22,2,0.340818
24,2,0.340956
26,2,0.341094
28,2,0.341229
30,2,0.341363
32,2,0.341494
34,2,0.341622
36,2,0.341746
38,2,0.341868
40,2,0.341985
42,2,0.342097
44,2,0.342205
46,2,0.342308
48,2,0.342405
50,2,0.342497
52,2,0.342582
54,2,0.342662
56,2,0.342734
58,2,0.3428
60,2,0.342859
62,2,0.342911
64,2,0.342955
66,2,0.342992
68,2,0.343021
70,2,0.343042
72,2,0.343056
74,2,0.343061
76,2,0.343059
78,2,0.343048
80,2,0.34303
82,2,0.343004
84,2,0.342969
86,2,0.342928
88,2,0.342878
90,2,0.342821
92,2,0.342757
94,2,0.342686
96,2,0.342607
98,2,0.342523
100,2,0.342431
102,2,0.342334
104,2,0.342231
106,2,0.342122
108,2,0.342008
110,2,0.341889
112,2,0.341766
114,2,0.341638
116,2,0.341507
118,2,0.341373
120,2,0.341235
122,2,0.341095
124,2,0.340952
126,2,0.340808
128,2,0.340662
130,2,0.340515
132,2,0.340368
134,2,0.34022
136,2,0.340073
138,2,0.339926
140,2,0.33978
142,2,0.339635
144,2,0.339491
146,2,0.33935
148,2,0.339211
150,2,0.339074
152,2,0.338941
154,2,0.33881
156,2,0.338683
158,2,0.338559
160,2,0.338439
162,2,0.338323
164,2,0.338212
166,2,0.338104
168,2,0.338002
170,2,0.337903
172,2,0.33781
174,2,0.337721
176,2,0.337637
178,2,0.337558
180,2,0.337484
-180,4,0.332415
-178,4,0.332338
-176,4,0.332278
-174,4,0.332234
-172,4,0.332206
-170,4,0.332193
-168,4,0.332194
-166,4,0.332209
-164,4,0.332238
-162,4,0.332278
-160,4,0.33233
-158,4,0.332392
-156,4,0.332464
-154,4,0.332545
-152,4,0.332634
-150,4,0.33273
-148,4,0.332831
-146,4,0.332938
-144,4,0.333048
-142,4,0.333161
-140,4,0.333276
-138,4,0.333392
-136,4,0.333509
-134,4,0.333624
-132,4,0.333737
-130,4,0.333848
-128,4,0.333956
-126,4,0.334059
-124,4,0.334157
-122,4,0.334249
-120,4,0.334336
-118,4,0.334415
-116,4,0.334487
-114,4,0.334551
-112,4,0.334606
-110,4,0.334654
-108,4,0.334692
-106,4,0.334721
-104,4,0.334741
-102,4,0.334751
-100,4,0.334752
-98,4,0.334744
-96,4,0.334727
-94,4,0.334701
-92,4,0.334666
-90,4,0.334624
-88,4,0.334573
-86,4,0.334515
-84,4,0.33445
-82,4,0.334379
-80,4,0.334302
-78,4,0.334221
-76,4,0.334135
-74,4,0.334046
-72,4,0.333954
-70,4,0.333861
-68,4,0.333767
-66,4,0.333673
-64,4,0.33358
-62,4,0.333489
-60,4,0.333401
-58,4,0.333317
-56,4,0.333238
-54,4,0.333166
-52,4,0.3331
-50,4,0.333041
-48,4,0.332992
-46,4,0.332952
-44,4,0.332923
-42,4,0.332905
-40,4,0.332899
-38,4,0.332907
-36,4,0.332927
-34,4,0.332962
-32,4,0.333012
-30,4,0.333077
-28,4,0.333158
-26,4,0.333255
-24,4,0.333368
-22,4,0.333498
-20,4,0.333645
-18,4,0.333808
-16,4,0.333989
-14,4,0.334186
-12,4,0.3344
-10,4,0.33463
-8,4,0.334876
-6,4,0.335138
-4,4,0.335414
-2,4,0.335706
0,4,0.33601
2,4,0.336328
4,4,0.336659
6,4,0.337
8,4,0.337352
10,4,0.337713
12,4,0.338083
14,4,0.338459
16,4,0.338842
18,4,0.339229
20,4,0.33962
22,4,0.340013
24,4,0.340407
26,4,0.3408
28,4,0.341192
30,4,0.34158
32,4,0.341964
34,4,0.342342
36,4,0.342712
38,4,0.343074
40,4,0.343426
42,4,0.343766
44,4,0.344094
46,4,0.344408
48,4,0.344707
50,4,0.344989
52,4,0.345255
54,4,0.345502
56,4,0.34573
58,4,0.345938
60,4,0.346124
62,4,0.346289
64,4,0.346432
66,4,0.346552
68,4,0.346648
70,4,0.346721
72,4,0.346769
74,4,0.346793
76,4,0.346793
78,4,0.346768
80,4,0.346718
82,4,0.346644
84,4,0.346547
86,4,0.346425
88,4,0.34628
90,4,0.346113
92,4,0.345923
94,4,0.345712
96,4,0.34548
98,4,0.345229
100,4,0.344958
102,4,0.34467
104,4,0.344364
106,4,0.344043
108,4,0.343708
110,4,0.343359
112,4,0.342997
114,4,0.342625
116,4,0.342244
118,4,0.341854
120,4,0.341458
122,4,0.341056
124,4,0.34065
126,4,0.340242
128,4,0.339833
130,4,0.339423
132,4,0.339015
134,4,0.33861
136,4,0.338209
138,4,0.337814
140,4,0.337425
142,4,0.337044
144,4,0.336672
146,4,0.336311
148,4,0.33596
150,4,0.335621
152,4,0.335296
154,4,0.334984
156,4,0.334686
158,4,0.334404
160,4,0.334138
162,4,0.333888
164,4,0.333654
166,4,0.333438
168,4,0.333239
170,4,0.333058
172,4,0.332894
174,4,0.332748
176,4,0.33262
178,4,0.332509
180,4,0.332415
-180,6,0.324715
-178,6,0.324694
-176,6,0.324707
-174,6,0.324755
-172,6,0.324835
-170,6,0.324945
-168,6,0.325086
-166,6,0.325253
-164,6,0.325447
-162,6,0.325665
-160,6,0.325904
-158,6,0.326164
-156,6,0.326441
-154,6,0.326734
-152,6,0.32704
-150,6,0.327357
-148,6,0.327683
-146,6,0.328016
-144,6,0.328353
-142,6,0.328691
-140,6,0.32903
-138,6,0.329366
-136,6,0.329697
-134,6,0.330022
-132,6,0.330338
-130,6,0.330643
-128,6,0.330936
-126,6,0.331214
-124,6,0.331476
-122,6,0.33172
-120,6,0.331946
-118,6,0.332151
-116,6,0.332335
-114,6,0.332496
-112,6,0.332633
-110,6,0.332747
-108,6,0.332835
-106,6,0.332898
-104,6,0.332936
-102,6,0.332947
-100,6,0.332933
-98,6,0.332894
-96,6,0.332829
-94,6,0.332739
-92,6,0.332625
-90,6,0.332488
-88,6,0.332328
-86,6,0.332147
-84,6,0.331946
-82,6,0.331726
-80,6,0.331489
-78,6,0.331236
-76,6,0.330969
-74,6,0.33069
-72,6,0.330401
-70,6,0.330103
-68,6,0.329799
-66,6,0.32949
-64,6,0.32918
-62,6,0.328871
-60,6,0.328564
-58,6,0.328261
-56,6,0.327966
-54,6,0.327681
-52,6,0.327407
-50,6,0.327147
-48,6,0.326904
-46,6,0.326679
-44,6,0.326474
-42,6,0.326293
-40,6,0.326135
-38,6,0.326005
-36,6,0.325902
-34,6,0.325829
-32,6,0.325787
-30,6,0.325778
-28,6,0.325803
-26,6,0.325863
-24,6,0.325958
-22,6,0.32609
-20,6,0.326259
-18,6,0.326466
-16,6,0.32671
-14,6,0.326992
-12,6,0.327312
-10,6,0.327668
-8,6,0.328061
-6,6,0.32849
-4,6,0.328954
-2,6,0.329451
0,6,0.329981
2,6,0.330542
4,6,0.331132
6,6,0.33175
8,6,0.332393
10,6,0.33306
12,6,0.333749
14,6,0.334456
16,6,0.335179
18,6,0.335917
20,6,0.336665
22,6,0.337422
24,6,0.338185
26,6,0.33895
28,6,0.339715
30,6,0.340477
32,6,0.341233
34,6,0.34198
36,6,0.342714
38,6,0.343434
40,6,0.344135
42,6,0.344816
44,6,0.345474
46,6,0.346105
48,6,0.346707
50,6,0.347278
52,6,0.347816
54,6,0.348318
56,6,0.348781
58,6,0.349205
60,6,0.349587
62,6,0.349926
64,6,0.35022
66,6,0.350467
68,6,0.350668
70,6,0.350821
72,6,0.350925
74,6,0.35098
76,6,0.350985
78,6,0.350941
80,6,0.350848
82,6,0.350706
84,6,0.350515
86,6,0.350276
88,6,0.34999
90,6,0.349659
92,6,0.349284
94,6,0.348865
96,6,0.348405
98,6,0.347906
100,6,0.34737
102,6,0.346798
104,6,0.346194
106,6,0.345559
108,6,0.344896
110,6,0.344207
112,6,0.343496
114,6,0.342765
116,6,0.342017
118,6,0.341255
120,6,0.340482
122,6,0.339701
124,6,0.338914
126,6,0.338126
128,6,0.337338
130,6,0.336554
132,6,0.335776
134,6,0.335008
136,6,0.334252
138,6,0.333511
140,6,0.332788
142,6,0.332084
144,6,0.331403
146,6,0.330746
148,6,0.330116
150,6,0.329514
152,6,0.328943
154,6,0.328403
156,6,0.327897
158,6,0.327426
160,6,0.32699
162,6,0.326591
164,6,0.32623
166,6,0.325907
168,6,0.325622
170,6,0.325375
172,6,0.325167
174,6,0.324998
176,6,0.324866
178,6,0.324772
180,6,0.324715
-180,8,0.314562
-178,8,0.314659
-176,8,0.314815
-174,8,0.315028
-172,8,0.315295
-170,8,0.315614
-168,8,0.315981
-166,8,0.316394
-164,8,0.316849
-162,8,0.317343
-160,8,0.317872
-158,8,0.318432
-156,8,0.319019
-154,8,0.31963
-152,8,0.32026
-150,8,0.320906
-148,8,0.321563
-146,8,0.322228
-144,8,0.322896
-142,8,0.323563
-140,8,0.324225
-138,8,0.324879
-136,8,0.32552
-134,8,0.326145
-132,8,0.326751
-130,8,0.327334
-128,8,0.32789
-126,8,0.328418
-124,8,0.328912
-122,8,0.329372
-120,8,0.329795
-118,8,0.330177
-116,8,0.330518
-114,8,0.330815
-112,8,0.331067
-110,8,0.331273
-108,8,0.331431
-106,8,0.33154
-104,8,0.3316
-102,8,0.331612
-100,8,0.331574
-98,8,0.331487
-96,8,0.331351
-94,8,0.331168
-92,8,0.330939
-90,8,0.330664
-88,8,0.330346
-86,8,0.329986
-84,8,0.329587
-82,8,0.32915
-80,8,0.328679
-78,8,0.328176
-76,8,0.327644
-74,8,0.327087
-72,8,0.326507
-70,8,0.325908
-68,8,0.325294
-66,8,0.324669
-64,8,0.324036
-62,8,0.3234
-60,8,0.322765
-58,8,0.322134
-56,8,0.321512
-54,8,0.320903
-52,8,0.320311
-50,8,0.319741
-48,8,0.319196
-46,8,0.318681
-44,8,0.318198
-42,8,0.317753
-40,8,0.317349
-38,8,0.316988
-36,8,0.316675
-34,8,0.316412
-32,8,0.316203
-30,8,0.316049
-28,8,0.315954
-26,8,0.315919
-24,8,0.315946
-22,8,0.316037
-20,8,0.316193
-18,8,0.316415
-16,8,0.316703
-14,8,0.317057
-12,8,0.317478
-10,8,0.317965
-8,8,0.318517
-6,8,0.319133
-4,8,0.319812
-2,8,0.320552
0,8,0.321351
2,8,0.322206
4,8,0.323115
6,8,0.324074
8,8,0.325081
10,8,0.326132
12,8,0.327222
14,8,0.328349
16,8,0.329507
18,8,0.330693
20,8,0.331901
22,8,0.333128
24,8,0.334367
26,8,0.335615
28,8,0.336866
30,8,0.338115
32,8,0.339356
34,8,0.340585
36,8,0.341797
38,8,0.342986
40,8,0.344148
42,8,0.345277
44,8,0.346368
46,8,0.347418
48,8,0.348421
50,8,0.349374
52,8,0.350271
54,8,0.35111
56,8,0.351886
58,8,0.352596
60,8,0.353238
62,8,0.353807
64,8,0.354303
66,8,0.354721
68,8,0.355062
70,8,0.355322
72,8,0.355501
74,8,0.355598
76,8,0.355613
78,8,0.355546
80,8,0.355395
82,8,0.355164
84,8,0.354851
86,8,0.354459
88,8,0.353988
90,8,0.353442
92,8,0.352822
94,8,0.352131
96,8,0.351372
98,8,0.350548
100,8,0.349663
102,8,0.34872
104,8,0.347723
106,8,0.346676
108,8,0.345584
110,8,0.344452
112,8,0.343283
114,8,0.342084
116,8,0.340858
118,8,0.339612
120,8,0.338349
122,8,0.337076
124,8,0.335797
126,8,0.334518
128,8,0.333243
130,8,0.331978
132,8,0.330728
134,8,0.329497
136,8,0.328291
138,8,0.327113
140,8,0.325969
142,8,0.324861
144,8,0.323796
146,8,0.322775
148,8,0.321803
150,8,0.320883
152,8,0.320017
154,8,0.319209
156,8,0.318461
158,8,0.317775
160,8,0.317152
162,8,0.316594
164,8,0.316102
166,8,0.315676
168,8,0.315318
170,8,0.315027
172,8,0.314804
174,8,0.314646
176,8,0.314554
178,8,0.314527
180,8,0.314562
-180,10,0.302189
-178,10,0.302465
-176,10,0.302829
-174,10,0.303279
-172,10,0.30381
-170,10,0.304417
-168,10,0.305095
-166,10,0.30584
-164,10,0.306647
-162,10,0.307509
-160,10,0.308421
-158,10,0.309377
-156,10,0.310372
-154,10,0.311398
-152,10,0.312451
-150,10,0.313522
-148,10,0.314607
-146,10,0.3157
-144,10,0.316792
-142,10,0.31788
-140,10,0.318956
-138,10,0.320015
-136,10,0.321051
-134,10,0.322059
-132,10,0.323032
-130,10,0.323966
-128,10,0.324857
-126,10,0.325698
-124,10,0.326487
-122,10,0.327218
-120,10,0.327888
-118,10,0.328494
-116,10,0.329032
-114,10,0.3295
-112,10,0.329896
-110,10,0.330216
-108,10,0.330461
-106,10,0.330628
-104,10,0.330716
-102,10,0.330726
-100,10,0.330657
-98,10,0.330509
-96,10,0.330284
-94,10,0.329982
-92,10,0.329605
-90,10,0.329156
-88,10,0.328636
-86,10,0.328048
-84,10,0.327396
-82,10,0.326682
-80,10,0.325912
-78,10,0.325088
-76,10,0.324216
-74,10,0.323301
-72,10,0.322347
-70,10,0.32136
-68,10,0.320345
-66,10,0.319309
-64,10,0.318257
-62,10,0.317196
-60,10,0.316132
-58,10,0.315071
-56,10,0.314019
-54,10,0.312984
-52,10,0.311972
-50,10,0.310989
-48,10,0.310041
-46,10,0.309136
-44,10,0.308279
-42,10,0.307476
-40,10,0.306732
-38,10,0.306055
-36,10,0.305448
-34,10,0.304916
-32,10,0.304465
-30,10,0.304099
-28,10,0.303822
-26,10,0.303636
-24,10,0.303545
-22,10,0.303552
-20,10,0.303659
-18,10,0.303867
-16,10,0.304178
-14,10,0.304591
-12,10,0.305108
-10,10,0.305728
-8,10,0.306449
-6,10,0.30727
-4,10,0.308189
-2,10,0.309204
0,10,0.310311
2,10,0.311507
4,10,0.312787
6,10,0.314148
8,10,0.315585
10,10,0.317091
12,10,0.318662
14,10,0.320291
16,10,0.321971
18,10,0.323697
20,10,0.32546
22,10,0.327254
24,10,0.329072
26,10,0.330905
28,10,0.332745
30,10,0.334586
32,10,0.33642
34,10,0.338237
36,10,0.340031
38,10,0.341794
40,10,0.343517
42,10,0.345194
44,10,0.346818
46,10,0.34838
48,10,0.349874
50,10,0.351294
52,10,0.352633
54,10,0.353885
56,10,0.355045
58,10,0.356107
60,10,0.357067
62,10,0.35792
64,10,0.358662
66,10,0.359291
68,10,0.359803
70,10,0.360196
72,10,0.360468
74,10,0.360618
76,10,0.360644
78,10,0.360548
80,10,0.360329
82,10,0.359988
84,10,0.359526
86,10,0.358946
88,10,0.35825
90,10,0.35744
92,10,0.356522
94,10,0.355497
96,10,0.354372
98,10,0.35315
100,10,0.351838
102,10,0.35044
104,10,0.348964
106,10,0.347414
108,10,0.345799
110,10,0.344125
112,10,0.342399
114,10,0.340629
116,10,0.338822
118,10,0.336986
120,10,0.33513
122,10,0.33326
124,10,0.331385
126,10,0.329512
128,10,0.32765
130,10,0.325806
132,10,0.323988
134,10,0.322202
136,10,0.320457
138,10,0.318759
140,10,0.317115
142,10,0.315531
144,10,0.314013
146,10,0.312567
148,10,0.311198
150,10,0.30991
152,10,0.308708
154,10,0.307597
156,10,0.306578
158,10,0.305656
160,10,0.304833
162,10,0.30411
164,10,0.303488
166,10,0.30297
168,10,0.302555
170,10,0.302243
172,10,0.302033
174,10,0.301925
176,10,0.301916
178,10,0.302005
180,10,0.302189
-180,12,0.287871
-178,12,0.288385
-176,12,0.289022
-174,12,0.289776
-172,12,0.290642
-170,12,0.291612
-168,12,0.292679
-166,12,0.293837
-164,12,0.295077
-162,12,0.296392
-160,12,0.297773
-158,12,0.299212
-156,12,0.300701
-154,12,0.30223
-152,12,0.303791
-150,12,0.305375
-148,12,0.306973
-146,12,0.308576
-144,12,0.310176
-142,12,0.311765
-140,12,0.313333
-138,12,0.314873
-136,12,0.316376
-134,12,0.317835
-132,12,0.319243
-130,12,0.320591
-128,12,0.321875
-126,12,0.323086
-124,12,0.32422
-122,12,0.32527
-120,12,0.326231
-118,12,0.327099
-116,12,0.327869
-114,12,0.328537
-112,12,0.3291
-110,12,0.329556
-108,12,0.329902
-106,12,0.330136
-104,12,0.330258
-102,12,0.330266
-100,12,0.33016
-98,12,0.329941
-96,12,0.32961
-94,12,0.329168
-92,12,0.328618
-90,12,0.327962
-88,12,0.327204
-86,12,0.326347
-84,12,0.325395
-82,12,0.324354
-80,12,0.323228
-78,12,0.322023
-76,12,0.320747
-74,12,0.319404
-72,12,0.318003
-70,12,0.316551
-68,12,0.315056
-66,12,0.313526
-64,12,0.311969
-62,12,0.310394
-60,12,0.308811
-58,12,0.307228
-56,12,0.305654
-54,12,0.304099
-52,12,0.302573
-50,12,0.301083
-48,12,0.299641
-46,12,0.298254
-44,12,0.296932
-42,12,0.295683
-40,12,0.294516
-38,12,0.293439
-36,12,0.29246
-34,12,0.291587
-32,12,0.290825
-30,12,0.290181
-28,12,0.289662
-26,12,0.289272
-24,12,0.289015
-22,12,0.288897
-20,12,0.28892
-18,12,0.289087
-16,12,0.289399
-14,12,0.289857
-12,12,0.290463
-10,12,0.291214
-8,12,0.292112
-6,12,0.293152
-4,12,0.294333
-2,12,0.295651
0,12,0.297101
2,12,0.29868
4,12,0.300381
6,12,0.302198
8,12,0.304124
10,12,0.306152
12,12,0.308273
14,12,0.310479
16,12,0.312761
18,12,0.315109
20,12,0.317514
22,12,0.319964
24,12,0.322451
26,12,0.324963
28,12,0.327488
30,12,0.330017
32,12,0.332538
34,12,0.335039
36,12,0.33751
38,12,0.33994
40,12,0.342318
42,12,0.344634
44,12,0.346876
46,12,0.349035
48,12,0.351101
50,12,0.353065
52,12,0.354919
54,12,0.356652
56,12,0.358259
58,12,0.359731
60,12,0.361062
62,12,0.362246
64,12,0.363276
66,12,0.36415
68,12,0.364862
70,12,0.365409
72,12,0.365789
74,12,0.365999
76,12,0.36604
78,12,0.36591
80,12,0.36561
82,12,0.365141
84,12,0.364505
86,12,0.363706
88,12,0.362746
90,12,0.36163
92,12,0.360362
94,12,0.358949
96,12,0.357396
98,12,0.355711
100,12,0.353901
102,12,0.351974
104,12,0.349938
106,12,0.347803
108,12,0.345579
110,12,0.343274
112,12,0.3409
114,12,0.338466
116,12,0.335984
118,12,0.333464
120,12,0.330918
122,12,0.328357
124,12,0.325792
126,12,0.323233
128,12,0.320693
130,12,0.318181
132,12,0.315709
134,12,0.313286
136,12,0.310924
138,12,0.308632
140,12,0.306418
142,12,0.304292
144,12,0.302263
146,12,0.300337
148,12,0.298522
150,12,0.296826
152,12,0.295253
154,12,0.293809
156,12,0.292498
158,12,0.291325
160,12,0.290293
162,12,0.289403
164,12,0.288659
166,12,0.288059
168,12,0.287606
170,12,0.287298
172,12,0.287134
174,12,0.287113
176,12,0.28723
178,12,0.287484
180,12,0.287871
-180,14,0.271921
-178,14,0.27273
-176,14,0.273699
-174,14,0.27482
-172,14,0.276086
-170,14,0.277488
-168,14,0.279015
-166,14,0.280657
-164,14,0.282405
-162,14,0.284247
-160,14,0.286173
-158,14,0.28817
-156,14,0.290228
-154,14,0.292335
-152,14,0.294478
-150,14,0.296648
-148,14,0.298831
-146,14,0.301016
-144,14,0.303192
-142,14,0.305348
-140,14,0.307472
-138,14,0.309555
-136,14,0.311585
-134,14,0.313552
-132,14,0.315448
-130,14,0.317262
-128,14,0.318986
-126,14,0.320612
-124,14,0.322132
-122,14,0.323539
-120,14,0.324825
-118,14,0.325986
-116,14,0.327015
-114,14,0.327907
-112,14,0.328659
-110,14,0.329266
-108,14,0.329726
-106,14,0.330036
-104,14,0.330195
-102,14,0.330201
-100,14,0.330055
-98,14,0.329757
-96,14,0.329309
-94,14,0.328711
-92,14,0.327968
-90,14,0.327081
-88,14,0.326055
-86,14,0.324895
-84,14,0.323607
-82,14,0.322196
-80,14,0.320669
-78,14,0.319034
-76,14,0.317299
-74,14,0.315472
-72,14,0.313562
-70,14,0.311581
-68,14,0.309537
-66,14,0.307442
-64,14,0.305307
-62,14,0.303143
-60,14,0.300962
-58,14,0.298777
-56,14,0.296599
-54,14,0.294442
-52,14,0.292318
-50,14,0.290239
-48,14,0.288218
-46,14,0.286268
-44,14,0.2844
-42,14,0.282626
-40,14,0.280959
-38,14,0.279408
-36,14,0.277986
-34,14,0.276701
-32,14,0.275564
-30,14,0.274584
-28,14,0.273767
-26,14,0.273123
-24,14,0.272656
-22,14,0.272373
-20,14,0.272279
-18,14,0.272377
-16,14,0.27267
-14,14,0.273159
-12,14,0.273845
-10,14,0.274728
-8,14,0.275806
-6,14,0.277078
-4,14,0.278538
-2,14,0.280184
0,14,0.282009
2,14,0.284007
4,14,0.28617
6,14,0.28849
8,14,0.290959
10,14,0.293565
12,14,0.296299
14,14,0.299148
16,14,0.302101
18,14,0.305145
20,14,0.308267
22,14,0.311453
24,14,0.31469
26,14,0.317962
28,14,0.321255
30,14,0.324556
32,14,0.327848
34,14,0.331117
36,14,0.334348
38,14,0.337527
40,14,0.340639
42,14,0.343671
44,14,0.346608
46,14,0.349437
48,14,0.352145
50,14,0.35472
52,14,0.35715
54,14,0.359424
56,14,0.361532
58,14,0.363464
60,14,0.365211
62,14,0.366764
64,14,0.368118
66,14,0.369265
68,14,0.370201
70,14,0.37092
72,14,0.37142
74,14,0.371698
76,14,0.371753
78,14,0.371585
80,14,0.371193
82,14,0.37058
84,14,0.369748
86,14,0.368701
88,14,0.367444
90,14,0.365982
92,14,0.364322
94,14,0.362471
96,14,0.360437
98,14,0.358231
100,14,0.35586
102,14,0.353338
104,14,0.350674
106,14,0.347881
108,14,0.344971
110,14,0.341958
112,14,0.338855
114,14,0.335676
116,14,0.332436
118,14,0.32915
120,14,0.325831
122,14,0.322495
124,14,0.319157
126,14,0.315831
128,14,0.312533
130,14,0.309276
132,14,0.306075
134,14,0.302945
136,14,0.299897
138,14,0.296945
140,14,0.294102
142,14,0.29138
144,14,0.288788
146,14,0.286338
148,14,0.284039
150,14,0.281899
152,14,0.279927
154,14,0.278129
156,14,0.276511
158,14,0.275078
160,14,0.273833
162,14,0.272781
164,14,0.271921
166,14,0.271257
168,14,0.270787
170,14,0.27051
172,14,0.270424
174,14,0.270527
176,14,0.270814
178,14,0.27128
180,14,0.271921
-180,16,0.254679
-178,16,0.255834
-176,16,0.257189
-174,16,0.258735
-172,16,0.260461
-170,16,0.262354
-168,16,0.264403
-166,16,0.266593
-164,16,0.268912
-162,16,0.271346
-160,16,0.273879
-158,16,0.276499
-156,16,0.279189
-154,16,0.281935
-152,16,0.284723
-150,16,0.287537
-148,16,0.290363
-146,16,0.293186
-144,16,0.295992
-142,16,0.298767
