Phi[deg],Theta[deg],GainRHCP
-148,4,0.147941
-146,4,0.149022
-144,4,0.15011
-142,4,0.151202
-140,4,0.152294
-138,4,0.153383
-136,4,0.154463
-134,4,0.155532
-132,4,0.156584
-130,4,0.157618
-128,4,0.158627
-126,4,0.159609
-124,4,0.160561
-122,4,0.161477
-120,4,0.162355
-118,4,0.163191
-116,4,0.163983
-114,4,0.164726
-112,4,0.165419
-110,4,0.166058
-108,4,0.166641
-106,4,0.167166
-104,4,0.167632
-102,4,0.168036
-100,4,0.168377
-98,4,0.168654
-96,4,0.168866
-94,4,0.169014
-92,4,0.169096
-90,4,0.169113
-88,4,0.169065
-86,4,0.168954
-84,4,0.16878
-82,4,0.168544
-80,4,0.168248
-78,4,0.167894
-76,4,0.167485
-74,4,0.167022
-72,4,0.166508
-70,4,0.165945
-68,4,0.165338
-66,4,0.164688
-64,4,0.164
-62,4,0.163276
-60,4,0.16252
-58,4,0.161736
-56,4,0.160927
-54,4,0.160098
-52,4,0.159251
-50,4,0.15839
-48,4,0.15752
-46,4,0.156644
-44,4,0.155765
-42,4,0.154887
-40,4,0.154013
-38,4,0.153148
-36,4,0.152293
-34,4,0.151452
-32,4,0.150628
-30,4,0.149824
-28,4,0.149042
-26,4,0.148284
-24,4,0.147554
-22,4,0.146852
-20,4,0.146182
-18,4,0.145543
-16,4,0.144939
-14,4,0.144369
-12,4,0.143836
-10,4,0.143339
-8,4,0.14288
-6,4,0.142459
-4,4,0.142076
-2,4,0.141732
0,4,0.141425
2,4,0.141156
4,4,0.140923
6,4,0.140727
8,4,0.140567
10,4,0.140441
12,4,0.140348
14,4,0.140287
16,4,0.140257
18,4,0.140255
20,4,0.140281
22,4,0.140332
24,4,0.140406
26,4,0.140501
28,4,0.140616
30,4,0.140748
32,4,0.140895
34,4,0.141055
36,4,0.141225
38,4,0.141403
40,4,0.141587
42,4,0.141774
44,4,0.141962
46,4,0.14215
48,4,0.142333
50,4,0.142511
52,4,0.142682
54,4,0.142842
56,4,0.142991
58,4,0.143126
60,4,0.143245
62,4,0.143347
64,4,0.143429
66,4,0.143492
68,4,0.143533
70,4,0.143551
72,4,0.143545
74,4,0.143514
76,4,0.143458
78,4,0.143375
80,4,0.143267
82,4,0.143131
84,4,0.142969
86,4,0.142781
88,4,0.142567
90,4,0.142327
92,4,0.142062
94,4,0.141773
96,4,0.141461
98,4,0.141128
100,4,0.140774
102,4,0.140401
104,4,0.140011
106,4,0.139606
108,4,0.139186
110,4,0.138756
112,4,0.138316
114,4,0.137868
116,4,0.137416
118,4,0.136961
120,4,0.136506
122,4,0.136053
124,4,0.135605
126,4,0.135165
128,4,0.134734
130,4,0.134316
132,4,0.133913
134,4,0.133528
136,4,0.133163
138,4,0.13282
140,4,0.132502
142,4,0.132211
144,4,0.13195
146,4,0.131721
148,4,0.131525
150,4,0.131365
152,4,0.131242
154,4,0.131159
156,4,0.131117
158,4,0.131118
160,4,0.131162
162,4,0.131251
164,4,0.131386
166,4,0.131569
168,4,0.131798
170,4,0.132076
172,4,0.132403
174,4,0.132778
176,4,0.133202
178,4,0.133674
180,4,0.134195
-180,6,0.12356
-178,6,0.124383
-176,6,0.125304
-174,6,0.126322
-172,6,0.127436
-170,6,0.128644
-168,6,0.129943
-166,6,0.131331
-164,6,0.132804
-162,6,0.13436
-160,6,0.135993
-158,6,0.1377
-156,6,0.139474
-154,6,0.141312
-152,6,0.143206
-150,6,0.14515
-148,6,0.147138
-146,6,0.149163
-144,6,0.151216
-142,6,0.15329
-140,6,0.155377
-138,6,0.157468
-136,6,0.159554
-134,6,0.161628
-132,6,0.16368
-130,6,0.1657
-128,6,0.167681
-126,6,0.169613
-124,6,0.171486
-122,6,0.173293
-120,6,0.175025
-118,6,0.176674
-116,6,0.178232
-114,6,0.179691
-112,6,0.181045
-110,6,0.182286
-108,6,0.183409
-106,6,0.184409
-104,6,0.185281
-102,6,0.18602
-100,6,0.186624
-98,6,0.187089
-96,6,0.187415
-94,6,0.187599
-92,6,0.187641
-90,6,0.187543
-88,6,0.187304
-86,6,0.186928
-84,6,0.186417
-82,6,0.185774
-80,6,0.185003
-78,6,0.184109
-76,6,0.183099
-74,6,0.181976
-72,6,0.180749
-70,6,0.179425
-68,6,0.178009
-66,6,0.176511
-64,6,0.174939
-62,6,0.1733
-60,6,0.171604
-58,6,0.169859
-56,6,0.168073
-54,6,0.166256
-52,6,0.164417
-50,6,0.162563
-48,6,0.160704
-46,6,0.158848
-44,6,0.157003
-42,6,0.155176
-40,6,0.153376
-38,6,0.15161
-36,6,0.149883
-34,6,0.148204
-32,6,0.146577
-30,6,0.145009
-28,6,0.143504
-26,6,0.142067
-24,6,0.140703
-22,6,0.139415
-20,6,0.138206
-18,6,0.137079
-16,6,0.136037
-14,6,0.135081
-12,6,0.134214
-10,6,0.133435
-8,6,0.132745
-6,6,0.132146
-4,6,0.131635
-2,6,0.131213
0,6,0.130879
2,6,0.130631
4,6,0.130467
6,6,0.130386
8,6,0.130385
10,6,0.130462
12,6,0.130613
14,6,0.130835
16,6,0.131125
18,6,0.131479
20,6,0.131893
22,6,0.132362
24,6,0.132884
26,6,0.133452
28,6,0.134063
30,6,0.134711
32,6,0.135392
34,6,0.1361
36,6,0.13683
38,6,0.137578
40,6,0.138337
42,6,0.139102
44,6,0.139869
46,6,0.140631
48,6,0.141384
50,6,0.142121
52,6,0.142839
54,6,0.143532
56,6,0.144195
58,6,0.144824
60,6,0.145413
62,6,0.145959
64,6,0.146457
66,6,0.146904
68,6,0.147296
70,6,0.14763
72,6,0.147903
74,6,0.148113
76,6,0.148257
78,6,0.148333
80,6,0.148342
82,6,0.148281
84,6,0.148149
86,6,0.147948
88,6,0.147678
90,6,0.147338
92,6,0.146932
94,6,0.146459
96,6,0.145923
98,6,0.145325
100,6,0.144669
102,6,0.143958
104,6,0.143195
106,6,0.142385
108,6,0.141531
110,6,0.140638
112,6,0.13971
114,6,0.138753
116,6,0.137771
118,6,0.13677
120,6,0.135754
122,6,0.13473
124,6,0.133703
126,6,0.132677
128,6,0.13166
130,6,0.130656
132,6,0.129671
134,6,0.12871
136,6,0.127778
138,6,0.126881
140,6,0.126024
142,6,0.125211
144,6,0.124449
146,6,0.12374
148,6,0.123091
150,6,0.122505
152,6,0.121986
154,6,0.121538
156,6,0.121166
158,6,0.120871
160,6,0.120659
162,6,0.120532
164,6,0.120492
166,6,0.120542
168,6,0.120684
170,6,0.120921
172,6,0.121253
174,6,0.121682
176,6,0.12221
178,6,0.122835
180,6,0.12356
-180,8,0.112717
-178,8,0.113664
-176,8,0.114774
-174,8,0.116048
-172,8,0.117486
-170,8,0.119086
-168,8,0.120847
-166,8,0.122767
-164,8,0.124842
-162,8,0.127069
-160,8,0.129442
-158,8,0.131954
-156,8,0.134601
-154,8,0.137373
-152,8,0.140261
-150,8,0.143257
-148,8,0.146349
-146,8,0.149526
-144,8,0.152775
-142,8,0.156083
-140,8,0.159437
-138,8,0.162821
-136,8,0.166219
-134,8,0.169617
-132,8,0.172997
-130,8,0.176343
-128,8,0.179638
-126,8,0.182865
-124,8,0.186007
-122,8,0.189047
-120,8,0.191967
-118,8,0.194754
-116,8,0.197389
-114,8,0.199859
-112,8,0.202149
-110,8,0.204246
-108,8,0.206138
-106,8,0.207813
-104,8,0.209262
-102,8,0.210477
-100,8,0.21145
-98,8,0.212176
-96,8,0.212651
-94,8,0.212872
-92,8,0.212839
-90,8,0.212553
-88,8,0.212015
-86,8,0.21123
-84,8,0.210204
-82,8,0.208942
-80,8,0.207454
-78,8,0.20575
-76,8,0.20384
-74,8,0.201735
-72,8,0.199451
-70,8,0.196999
-68,8,0.194395
-66,8,0.191655
-64,8,0.188794
-62,8,0.185828
-60,8,0.182774
-58,8,0.179649
-56,8,0.176469
-54,8,0.17325
-52,8,0.17001
-50,8,0.166763
-48,8,0.163526
-46,8,0.160313
-44,8,0.157139
-42,8,0.154018
-40,8,0.150962
-38,8,0.147984
-36,8,0.145095
-34,8,0.142306
-32,8,0.139625
-30,8,0.137063
-28,8,0.134627
-26,8,0.132324
-24,8,0.130161
-22,8,0.128141
-20,8,0.12627
-18,8,0.124552
-16,8,0.122989
-14,8,0.121583
-12,8,0.120336
-10,8,0.119248
-8,8,0.11832
-6,8,0.11755
-4,8,0.116937
-2,8,0.11648
0,8,0.116176
2,8,0.116022
4,8,0.116015
6,8,0.116152
8,8,0.116427
10,8,0.116837
12,8,0.117377
14,8,0.118041
16,8,0.118823
18,8,0.119718
20,8,0.120719
22,8,0.121819
24,8,0.123012
26,8,0.124289
28,8,0.125644
30,8,0.127069
32,8,0.128555
34,8,0.130094
36,8,0.131677
38,8,0.133296
40,8,0.134941
42,8,0.136604
44,8,0.138275
46,8,0.139944
48,8,0.141601
50,8,0.143238
52,8,0.144845
54,8,0.146412
56,8,0.147931
58,8,0.14939
60,8,0.150783
62,8,0.1521
64,8,0.153333
66,8,0.154473
68,8,0.155515
70,8,0.15645
72,8,0.157273
74,8,0.157978
76,8,0.15856
78,8,0.159015
80,8,0.159339
82,8,0.159531
84,8,0.159588
86,8,0.15951
88,8,0.159296
90,8,0.158949
92,8,0.158468
94,8,0.157858
96,8,0.157122
98,8,0.156264
100,8,0.155288
102,8,0.154202
104,8,0.15301
106,8,0.151721
108,8,0.150342
110,8,0.14888
112,8,0.147344
114,8,0.145743
116,8,0.144087
118,8,0.142383
120,8,0.140642
122,8,0.138873
124,8,0.137086
126,8,0.135289
128,8,0.133494
130,8,0.131707
132,8,0.12994
134,8,0.1282
136,8,0.126497
138,8,0.124839
140,8,0.123234
142,8,0.12169
144,8,0.120216
146,8,0.118818
148,8,0.117504
150,8,0.11628
152,8,0.115154
154,8,0.114132
156,8,0.11322
158,8,0.112423
160,8,0.111748
162,8,0.1112
164,8,0.110784
166,8,0.110505
168,8,0.110368
170,8,0.110375
172,8,0.110532
174,8,0.110842
176,8,0.111308
178,8,0.111932
180,8,0.112717
-180,10,0.103877
-178,10,0.104724
-176,10,0.105809
-174,10,0.107135
-172,10,0.108705
-170,10,0.110523
-168,10,0.112589
-166,10,0.114904
-164,10,0.117466
-162,10,0.120273
-160,10,0.123321
-158,10,0.126605
-156,10,0.130117
-154,10,0.133848
-152,10,0.137788
-150,10,0.141924
-148,10,0.146242
-146,10,0.150725
-144,10,0.155357
-142,10,0.160116
-140,10,0.164983
-138,10,0.169935
-136,10,0.174946
-134,10,0.179992
-132,10,0.185046
-130,10,0.19008
-128,10,0.195066
-126,10,0.199976
-124,10,0.204779
-122,10,0.209447
-120,10,0.213951
-118,10,0.218262
-116,10,0.222353
-114,10,0.226197
-112,10,0.229768
-110,10,0.233042
-108,10,0.235997
-106,10,0.238612
-104,10,0.240871
-102,10,0.242757
-100,10,0.244256
-98,10,0.245359
-96,10,0.246059
-94,10,0.246349
-92,10,0.24623
-90,10,0.2457
-88,10,0.244766
-86,10,0.243433
-84,10,0.241712
-82,10,0.239614
-80,10,0.237155
-78,10,0.234352
-76,10,0.231224
-74,10,0.227792
-72,10,0.22408
-70,10,0.220112
-68,10,0.215914
-66,10,0.211511
-64,10,0.206933
-62,10,0.202206
-60,10,0.197358
-58,10,0.192417
-56,10,0.187412
-54,10,0.182369
-52,10,0.177315
-50,10,0.172275
-48,10,0.167275
-46,10,0.162337
-44,10,0.157483
-42,10,0.152735
-40,10,0.148112
-38,10,0.143632
-36,10,0.139311
-34,10,0.135163
-32,10,0.131202
-30,10,0.12744
-28,10,0.123886
-26,10,0.12055
-24,10,0.117438
-22,10,0.114557
-20,10,0.111911
-18,10,0.109503
-16,10,0.107337
-14,10,0.105413
-12,10,0.103731
-10,10,0.102292
-8,10,0.101093
-6,10,0.100133
-4,10,0.0994098
-2,10,0.0989188
0,10,0.0986568
2,10,0.0986193
4,10,0.0988015
6,10,0.0991981
8,10,0.0998034
10,10,0.100611
12,10,0.101615
14,10,0.102808
16,10,0.104183
18,10,0.105733
20,10,0.107448
22,10,0.109321
24,10,0.111343
26,10,0.113504
28,10,0.115794
30,10,0.118202
32,10,0.120719
34,10,0.123331
36,10,0.126028
38,10,0.128796
40,10,0.131622
42,10,0.134493
44,10,0.137395
46,10,0.140312
48,10,0.14323
50,10,0.146133
52,10,0.149007
54,10,0.151834
56,10,0.154599
58,10,0.157286
60,10,0.15988
62,10,0.162365
64,10,0.164726
66,10,0.166948
68,10,0.169017
70,10,0.170921
72,10,0.172648
74,10,0.174186
76,10,0.175525
78,10,0.176656
80,10,0.177574
82,10,0.178272
84,10,0.178745
86,10,0.178992
88,10,0.17901
90,10,0.178802
92,10,0.17837
94,10,0.177717
96,10,0.176848
98,10,0.175771
100,10,0.174494
102,10,0.173027
104,10,0.17138
106,10,0.169565
108,10,0.167594
110,10,0.165482
112,10,0.163242
114,10,0.160889
116,10,0.158437
118,10,0.155901
120,10,0.153297
122,10,0.150639
124,10,0.147943
126,10,0.145222
128,10,0.142491
130,10,0.139764
132,10,0.137054
134,10,0.134373
136,10,0.131734
138,10,0.129149
140,10,0.126629
142,10,0.124185
144,10,0.121826
146,10,0.119563
148,10,0.117404
150,10,0.11536
152,10,0.113438
154,10,0.111648
156,10,0.109997
158,10,0.108494
160,10,0.107146
162,10,0.105961
164,10,0.104947
166,10,0.104112
168,10,0.103463
170,10,0.103008
172,10,0.102753
174,10,0.102706
176,10,0.102874
178,10,0.103262
180,10,0.103877
-180,12,0.0992383
-178,12,0.0996754
-176,12,0.100426
-174,12,0.1015
-172,12,0.102909
-170,12,0.104662
-168,12,0.106766
-166,12,0.109227
-164,12,0.112051
-162,12,0.11524
-160,12,0.118793
-158,12,0.122709
-156,12,0.126982
-154,12,0.131605
-152,12,0.136568
-150,12,0.141856
-148,12,0.147453
-146,12,0.153339
-144,12,0.15949
-142,12,0.165881
-140,12,0.172481
-138,12,0.179259
-136,12,0.186179
-134,12,0.193204
-132,12,0.200293
-130,12,0.207405
-128,12,0.214496
-126,12,0.22152
-124,12,0.228432
-122,12,0.235184
-120,12,0.241731
-118,12,0.248026
-116,12,0.254022
-114,12,0.259677
-112,12,0.264948
-110,12,0.269795
-108,12,0.27418
-106,12,0.27807
-104,12,0.281433
-102,12,0.284245
-100,12,0.286481
-98,12,0.288124
-96,12,0.289162
-94,12,0.289585
-92,12,0.28939
-90,12,0.288579
-88,12,0.287159
-86,12,0.285141
-84,12,0.28254
-82,12,0.279377
-80,12,0.275677
-78,12,0.271468
-76,12,0.266781
-74,12,0.261652
-72,12,0.256118
-70,12,0.250219
-68,12,0.243996
-66,12,0.237491
-64,12,0.230748
-62,12,0.223811
-60,12,0.216724
-58,12,0.209529
-56,12,0.202269
-54,12,0.194985
-52,12,0.187717
-50,12,0.180502
-48,12,0.173375
-46,12,0.16637
-44,12,0.159518
-42,12,0.152848
-40,12,0.146385
-38,12,0.140152
-36,12,0.134171
-34,12,0.128458
-32,12,0.12303
-30,12,0.1179
-28,12,0.113079
-26,12,0.108575
-24,12,0.104396
-22,12,0.100546
-20,12,0.0970278
-18,12,0.0938442
-16,12,0.0909953
-14,12,0.0884803
-12,12,0.0862975
-10,12,0.0844443
-8,12,0.0829172
-6,12,0.0817124
-4,12,0.0808254
-2,12,0.0802513
0,12,0.0799849
2,12,0.0800208
4,12,0.0803532
6,12,0.0809761
8,12,0.0818835
10,12,0.0830689
12,12,0.0845258
14,12,0.0862472
16,12,0.0882259
18,12,0.0904544
20,12,0.0929245
22,12,0.0956276
24,12,0.0985544
26,12,0.101695
28,12,0.105039
30,12,0.108574
32,12,0.112287
34,12,0.116166
36,12,0.120195
38,12,0.124358
40,12,0.128639
42,12,0.133018
44,12,0.137477
46,12,0.141994
48,12,0.146548
50,12,0.151116
52,12,0.155674
54,12,0.160197
56,12,0.164661
58,12,0.169039
60,12,0.173305
62,12,0.177435
64,12,0.181402
66,12,0.185181
68,12,0.188747
70,12,0.192079
72,12,0.195153
74,12,0.19795
76,12,0.200452
78,12,0.202642
80,12,0.204506
82,12,0.206034
84,12,0.207217
86,12,0.208048
88,12,0.208526
90,12,0.20865
92,12,0.208422
94,12,0.20785
96,12,0.20694
98,12,0.205704
100,12,0.204156
102,12,0.20231
104,12,0.200185
106,12,0.197799
108,12,0.195172
110,12,0.192328
112,12,0.189287
114,12,0.186073
116,12,0.182709
118,12,0.179218
120,12,0.175623
122,12,0.171947
124,12,0.168211
126,12,0.164436
128,12,0.160642
130,12,0.156847
132,12,0.15307
134,12,0.149326
136,12,0.145631
138,12,0.142
140,12,0.138445
142,12,0.134978
144,12,0.131611
146,12,0.128354
148,12,0.125217
150,12,0.12221
152,12,0.119342
154,12,0.116623
156,12,0.11406
158,12,0.111664
160,12,0.109443
162,12,0.107408
164,12,0.105568
166,12,0.103935
168,12,0.102519
170,12,0.101331
172,12,0.100383
174,12,0.0996874
176,12,0.0992566
178,12,0.0991028
180,12,0.0992383
-180,14,0.100767
-178,14,0.10041
-176,14,0.100437
-174,14,0.10087
-172,14,0.101731
-170,14,0.10304
-168,14,0.104815
-166,14,0.107074
-164,14,0.109832
-162,14,0.113101
-160,14,0.116888
-158,14,0.1212
-156,14,0.126037
-154,14,0.131397
-152,14,0.137272
-150,14,0.14365
-148,14,0.150512
-146,14,0.157838
-144,14,0.165598
-142,14,0.17376
-140,14,0.182287
-138,14,0.191134
-136,14,0.200254
-134,14,0.209594
-132,14,0.219097
-130,14,0.228703
-128,14,0.238348
-126,14,0.247964
-124,14,0.257484
-122,14,0.266836
-120,14,0.275951
-118,14,0.284756
-116,14,0.293182
-114,14,0.30116
-112,14,0.308623
-110,14,0.315511
-108,14,0.321762
-106,14,0.327325
-104,14,0.332149
-102,14,0.336194
-100,14,0.339422
-98,14,0.341806
-96,14,0.343324
-94,14,0.343964
-92,14,0.343719
-90,14,0.342591
-88,14,0.340592
-86,14,0.337739
-84,14,0.334057
-82,14,0.329577
-80,14,0.32434
-78,14,0.318388
-76,14,0.311771
-74,14,0.304544
-72,14,0.296764
-70,14,0.288492
-68,14,0.27979
-66,14,0.270723
-64,14,0.261357
-62,14,0.251755
-60,14,0.241983
-58,14,0.232102
-56,14,0.222173
-54,14,0.212255
-52,14,0.202402
-50,14,0.192666
-48,14,0.183094
-46,14,0.173732
-44,14,0.164618
-42,14,0.155787
-40,14,0.147273
-38,14,0.139101
-36,14,0.131295
-34,14,0.123875
-32,14,0.116855
-30,14,0.110249
-28,14,0.104065
-26,14,0.0983088
-24,14,0.0929852
-22,14,0.0880951
-20,14,0.0836378
-18,14,0.0796113
-16,14,0.0760121
-14,14,0.0728358
-12,14,0.070077
-10,14,0.06773
-8,14,0.0657887
-6,14,0.0642469
-4,14,0.0630984
-2,14,0.0623373
0,14,0.0619575
2,14,0.0619538
4,14,0.0623207
6,14,0.0630536
8,14,0.0641476
10,14,0.0655984
12,14,0.0674018
14,14,0.0695533
16,14,0.0720486
18,14,0.0748831
20,14,0.0780514
22,14,0.0815478
24,14,0.0853657
26,14,0.0894973
28,14,0.0939337
30,14,0.0986646
32,14,0.103678
34,14,0.108959
36,14,0.114493
38,14,0.120262
40,14,0.126244
42,14,0.132418
44,14,0.138757
46,14,0.145235
48,14,0.151822
50,14,0.158484
52,14,0.165187
54,14,0.171895
56,14,0.17857
58,14,0.185172
60,14,0.19166
62,14,0.197994
64,14,0.204132
66,14,0.210033
68,14,0.215657
70,14,0.220965
72,14,0.22592
74,14,0.230488
76,14,0.234638
78,14,0.238341
80,14,0.241573
82,14,0.244315
84,14,0.24655
86,14,0.248267
88,14,0.249461
90,14,0.250129
92,14,0.250277
94,14,0.249912
96,14,0.249047
98,14,0.2477
100,14,0.245891
102,14,0.243646
104,14,0.240992
106,14,0.237959
108,14,0.234582
110,14,0.230892
112,14,0.226926
114,14,0.222718
116,14,0.218305
118,14,0.21372
120,14,0.208998
122,14,0.204171
124,14,0.19927
126,14,0.194323
128,14,0.189358
130,14,0.184397
132,14,0.179463
134,14,0.174576
136,14,0.169752
138,14,0.165006
140,14,0.160352
142,14,0.1558
144,14,0.151361
146,14,0.147043
148,14,0.142853
150,14,0.1388
152,14,0.134889
154,14,0.131128
156,14,0.127525
158,14,0.124087
160,14,0.120824
162,14,0.117746
164,14,0.114865
166,14,0.112194
168,14,0.109747
170,14,0.107541
172,14,0.105592
174,14,0.103919
176,14,0.102544
178,14,0.101486
180,14,0.100767
-180,16,0.110012
-178,16,0.108426
-176,16,0.107283
-174,16,0.106619
-172,16,0.106473
-170,16,0.106882
-168,16,0.107881
-166,16,0.109505
-164,16,0.111783
-162,16,0.114743
-160,16,0.118407
-158,16,0.122794
-156,16,0.127916
-154,16,0.133778
