Phi[deg],Theta[deg],GainRHCP
146,0,1.25989
148,0,1.25989
150,0,1.25989
152,0,1.25989
154,0,1.25989
156,0,1.25989
158,0,1.25989
160,0,1.25989
162,0,1.25989
164,0,1.25989
166,0,1.25989
168,0,1.25989
170,0,1.25989
172,0,1.25989
174,0,1.25989
176,0,1.25989
178,0,1.25989
180,0,1.25989
-180,2,1.25826
-178,2,1.25869
-176,2,1.25913
-174,2,1.25958
-172,2,1.26005
-170,2,1.26054
-168,2,1.26103
-166,2,1.26154
-164,2,1.26206
-162,2,1.26258
-160,2,1.26312
-158,2,1.26365
-156,2,1.2642
-154,2,1.26474
-152,2,1.26529
-150,2,1.26584
-148,2,1.26638
-146,2,1.26692
-144,2,1.26745
-142,2,1.26798
-140,2,1.2685
-138,2,1.269
-136,2,1.26949
-134,2,1.26997
-132,2,1.27043
-130,2,1.27087
-128,2,1.27129
-126,2,1.27169
-124,2,1.27207
-122,2,1.27242
-120,2,1.27274
-118,2,1.27304
-116,2,1.2733
-114,2,1.27354
-112,2,1.27374
-110,2,1.27391
-108,2,1.27405
-106,2,1.27415
-104,2,1.27422
-102,2,1.27425
-100,2,1.27424
-98,2,1.2742
-96,2,1.27412
-94,2,1.274
-92,2,1.27385
-90,2,1.27366
-88,2,1.27343
-86,2,1.27317
-84,2,1.27287
-82,2,1.27253
-80,2,1.27217
-78,2,1.27177
-76,2,1.27133
-74,2,1.27087
-72,2,1.27037
-70,2,1.26985
-68,2,1.2693
-66,2,1.26873
-64,2,1.26813
-62,2,1.26751
-60,2,1.26688
-58,2,1.26622
-56,2,1.26554
-54,2,1.26486
-52,2,1.26416
-50,2,1.26345
-48,2,1.26273
-46,2,1.26201
-44,2,1.26128
-42,2,1.26055
-40,2,1.25982
-38,2,1.2591
-36,2,1.25837
-34,2,1.25766
-32,2,1.25695
-30,2,1.25625
-28,2,1.25557
-26,2,1.2549
-24,2,1.25424
-22,2,1.2536
-20,2,1.25298
-18,2,1.25238
-16,2,1.2518
-14,2,1.25125
-12,2,1.25072
-10,2,1.25021
-8,2,1.24973
-6,2,1.24928
-4,2,1.24885
-2,2,1.24845
0,2,1.24808
2,2,1.24774
4,2,1.24743
6,2,1.24715
8,2,1.24689
10,2,1.24667
12,2,1.24648
14,2,1.24631
16,2,1.24617
18,2,1.24606
20,2,1.24598
22,2,1.24592
24,2,1.24589
26,2,1.24588
28,2,1.2459
30,2,1.24594
32,2,1.246
34,2,1.24608
36,2,1.24618
38,2,1.2463
40,2,1.24644
42,2,1.24659
44,2,1.24675
46,2,1.24693
48,2,1.24712
50,2,1.24732
52,2,1.24752
54,2,1.24773
56,2,1.24795
58,2,1.24818
60,2,1.2484
62,2,1.24863
64,2,1.24886
66,2,1.24908
68,2,1.24931
70,2,1.24953
72,2,1.24975
74,2,1.24996
76,2,1.25017
78,2,1.25037
80,2,1.25056
82,2,1.25075
84,2,1.25093
86,2,1.2511
88,2,1.25126
90,2,1.25141
92,2,1.25155
94,2,1.25169
96,2,1.25181
98,2,1.25193
100,2,1.25204
102,2,1.25213
104,2,1.25223
106,2,1.25231
108,2,1.25239
110,2,1.25246
112,2,1.25252
114,2,1.25258
116,2,1.25264
118,2,1.25269
120,2,1.25275
122,2,1.2528
124,2,1.25285
126,2,1.2529
128,2,1.25295
130,2,1.25301
132,2,1.25307
134,2,1.25314
136,2,1.25322
138,2,1.2533
140,2,1.25339
142,2,1.25349
144,2,1.2536
146,2,1.25372
148,2,1.25386
150,2,1.25401
152,2,1.25417
154,2,1.25435
156,2,1.25455
158,2,1.25476
160,2,1.25499
162,2,1.25524
164,2,1.2555
166,2,1.25578
168,2,1.25608
170,2,1.2564
172,2,1.25674
174,2,1.25709
176,2,1.25747
178,2,1.25786
180,2,1.25826
-180,4,1.24409
-178,4,1.24499
-176,4,1.24596
-174,4,1.24701
-172,4,1.24813
-170,4,1.24932
-168,4,1.25057
-166,4,1.25189
-164,4,1.25326
-162,4,1.25469
-160,4,1.25617
-158,4,1.25769
-156,4,1.25925
-154,4,1.26085
-152,4,1.26247
-150,4,1.26412
-148,4,1.26578
-146,4,1.26745
-144,4,1.26913
-142,4,1.2708
-140,4,1.27246
-138,4,1.2741
-136,4,1.27572
-134,4,1.27731
-132,4,1.27886
-130,4,1.28036
-128,4,1.28181
-126,4,1.28321
-124,4,1.28454
-122,4,1.2858
-120,4,1.28698
-118,4,1.28808
-116,4,1.2891
-114,4,1.29002
-112,4,1.29084
-110,4,1.29156
-108,4,1.29217
-106,4,1.29268
-104,4,1.29307
-102,4,1.29335
-100,4,1.29351
-98,4,1.29355
-96,4,1.29348
-94,4,1.29328
-92,4,1.29296
-90,4,1.29252
-88,4,1.29196
-86,4,1.29129
-84,4,1.29049
-82,4,1.28959
-80,4,1.28857
-78,4,1.28744
-76,4,1.28622
-74,4,1.28489
-72,4,1.28346
-70,4,1.28195
-68,4,1.28035
-66,4,1.27867
-64,4,1.27692
-62,4,1.2751
-60,4,1.27323
-58,4,1.2713
-56,4,1.26932
-54,4,1.2673
-52,4,1.26525
-50,4,1.26317
-48,4,1.26108
-46,4,1.25898
-44,4,1.25687
-42,4,1.25477
-40,4,1.25268
-38,4,1.25061
-36,4,1.24857
-34,4,1.24655
-32,4,1.24458
-30,4,1.24265
-28,4,1.24078
-26,4,1.23896
-24,4,1.23721
-22,4,1.23552
-20,4,1.23391
-18,4,1.23238
-16,4,1.23093
-14,4,1.22956
-12,4,1.22829
-10,4,1.22711
-8,4,1.22603
-6,4,1.22504
-4,4,1.22415
-2,4,1.22337
0,4,1.22268
2,4,1.2221
4,4,1.22162
6,4,1.22125
8,4,1.22097
10,4,1.2208
12,4,1.22072
14,4,1.22074
16,4,1.22085
18,4,1.22106
20,4,1.22135
22,4,1.22173
24,4,1.22218
26,4,1.22271
28,4,1.22332
30,4,1.22399
32,4,1.22472
34,4,1.22551
36,4,1.22635
38,4,1.22724
40,4,1.22817
42,4,1.22913
44,4,1.23012
46,4,1.23114
48,4,1.23217
50,4,1.23321
52,4,1.23425
54,4,1.2353
56,4,1.23634
58,4,1.23737
60,4,1.23838
62,4,1.23937
64,4,1.24033
66,4,1.24126
68,4,1.24215
70,4,1.243
72,4,1.24381
74,4,1.24457
76,4,1.24528
78,4,1.24593
80,4,1.24653
82,4,1.24707
84,4,1.24754
86,4,1.24796
88,4,1.24832
90,4,1.24861
92,4,1.24883
94,4,1.249
96,4,1.2491
98,4,1.24915
100,4,1.24913
102,4,1.24905
104,4,1.24892
106,4,1.24874
108,4,1.24851
110,4,1.24823
112,4,1.24791
114,4,1.24754
116,4,1.24715
118,4,1.24672
120,4,1.24627
122,4,1.24579
124,4,1.2453
126,4,1.2448
128,4,1.24429
130,4,1.24378
132,4,1.24327
134,4,1.24277
136,4,1.24229
138,4,1.24183
140,4,1.24139
142,4,1.24098
144,4,1.2406
146,4,1.24027
148,4,1.23998
150,4,1.23973
152,4,1.23954
154,4,1.23941
156,4,1.23934
158,4,1.23933
160,4,1.23939
162,4,1.23952
164,4,1.23972
166,4,1.23999
168,4,1.24034
170,4,1.24077
172,4,1.24127
174,4,1.24186
176,4,1.24252
178,4,1.24327
180,4,1.24409
-180,6,1.21891
-178,6,1.22028
-176,6,1.22183
-174,6,1.22356
-172,6,1.22545
-170,6,1.2275
-168,6,1.22972
-166,6,1.23208
-164,6,1.23459
-162,6,1.23724
-160,6,1.24001
-158,6,1.2429
-156,6,1.24589
-154,6,1.24898
-152,6,1.25215
-150,6,1.2554
-148,6,1.25869
-146,6,1.26204
-144,6,1.26541
-142,6,1.2688
-140,6,1.27219
-138,6,1.27556
-136,6,1.2789
-134,6,1.2822
-132,6,1.28544
-130,6,1.2886
-128,6,1.29167
-126,6,1.29463
-124,6,1.29748
-122,6,1.30019
-120,6,1.30275
-118,6,1.30515
-116,6,1.30738
-114,6,1.30942
-112,6,1.31127
-110,6,1.31291
-108,6,1.31434
-106,6,1.31554
-104,6,1.31651
-102,6,1.31725
-100,6,1.31774
-98,6,1.31799
-96,6,1.31798
-94,6,1.31773
-92,6,1.31722
-90,6,1.31647
-88,6,1.31546
-86,6,1.31421
-84,6,1.31272
-82,6,1.31099
-80,6,1.30903
-78,6,1.30685
-76,6,1.30445
-74,6,1.30185
-72,6,1.29905
-70,6,1.29607
-68,6,1.29292
-66,6,1.2896
-64,6,1.28614
-62,6,1.28255
-60,6,1.27884
-58,6,1.27502
-56,6,1.27112
-54,6,1.26714
-52,6,1.2631
-50,6,1.25903
-48,6,1.25492
-46,6,1.25081
-44,6,1.2467
-42,6,1.24261
-40,6,1.23856
-38,6,1.23456
-36,6,1.23062
-34,6,1.22676
-32,6,1.223
-30,6,1.21934
-28,6,1.21581
-26,6,1.2124
-24,6,1.20914
-22,6,1.20603
-20,6,1.20309
-18,6,1.20032
-16,6,1.19773
-14,6,1.19533
-12,6,1.19313
-10,6,1.19112
-8,6,1.18933
-6,6,1.18774
-4,6,1.18637
-2,6,1.18521
0,6,1.18427
2,6,1.18355
4,6,1.18305
6,6,1.18276
8,6,1.18268
10,6,1.18282
12,6,1.18316
14,6,1.1837
16,6,1.18443
18,6,1.18535
20,6,1.18646
22,6,1.18773
24,6,1.18918
26,6,1.19077
28,6,1.19251
30,6,1.19438
32,6,1.19637
34,6,1.19848
36,6,1.20068
38,6,1.20297
40,6,1.20533
42,6,1.20775
44,6,1.21022
46,6,1.21272
48,6,1.21524
50,6,1.21776
52,6,1.22028
54,6,1.22278
56,6,1.22525
58,6,1.22767
60,6,1.23003
62,6,1.23233
64,6,1.23454
66,6,1.23666
68,6,1.23868
70,6,1.24059
72,6,1.24238
74,6,1.24404
76,6,1.24556
78,6,1.24695
80,6,1.24818
82,6,1.24926
84,6,1.25019
86,6,1.25096
88,6,1.25157
90,6,1.25202
92,6,1.2523
94,6,1.25243
96,6,1.2524
98,6,1.25221
100,6,1.25187
102,6,1.25139
104,6,1.25076
106,6,1.25
108,6,1.24911
110,6,1.2481
112,6,1.24698
114,6,1.24575
116,6,1.24444
118,6,1.24304
120,6,1.24156
122,6,1.24003
124,6,1.23845
126,6,1.23683
128,6,1.23518
130,6,1.23352
132,6,1.23186
134,6,1.2302
136,6,1.22857
138,6,1.22698
140,6,1.22543
142,6,1.22393
144,6,1.22251
146,6,1.22117
148,6,1.21992
150,6,1.21876
152,6,1.21773
154,6,1.21681
156,6,1.21602
158,6,1.21536
160,6,1.21486
162,6,1.2145
164,6,1.21431
166,6,1.21427
168,6,1.21441
170,6,1.21471
172,6,1.2152
174,6,1.21586
176,6,1.21669
178,6,1.21771
180,6,1.21891
-180,8,1.18482
-178,8,1.18661
-176,8,1.18872
-174,8,1.19113
-172,8,1.19384
-170,8,1.19685
-168,8,1.20014
-166,8,1.20371
-164,8,1.20755
-162,8,1.21163
-160,8,1.21596
-158,8,1.22051
-156,8,1.22526
-154,8,1.23021
-152,8,1.23532
-150,8,1.24057
-148,8,1.24595
-146,8,1.25143
-144,8,1.25699
-142,8,1.26261
-140,8,1.26824
-138,8,1.27389
-136,8,1.2795
-134,8,1.28506
-132,8,1.29055
-130,8,1.29592
-128,8,1.30116
-126,8,1.30625
-124,8,1.31114
-122,8,1.31583
-120,8,1.32027
-118,8,1.32446
-116,8,1.32836
-114,8,1.33196
-112,8,1.33523
-110,8,1.33816
-108,8,1.34072
-106,8,1.34291
-104,8,1.34471
-102,8,1.3461
-100,8,1.34709
-98,8,1.34765
-96,8,1.34779
-94,8,1.34751
-92,8,1.34679
-90,8,1.34564
-88,8,1.34407
-86,8,1.34208
-84,8,1.33968
-82,8,1.33688
-80,8,1.33368
-78,8,1.33011
-76,8,1.32617
-74,8,1.32189
-72,8,1.31728
-70,8,1.31236
-68,8,1.30716
-66,8,1.30169
-64,8,1.29598
-62,8,1.29005
-60,8,1.28393
-58,8,1.27765
-56,8,1.27123
-54,8,1.2647
-52,8,1.25808
-50,8,1.2514
-48,8,1.2447
-46,8,1.23798
-44,8,1.2313
-42,8,1.22466
-40,8,1.21809
-38,8,1.21163
-36,8,1.20529
-34,8,1.19909
-32,8,1.19307
-30,8,1.18724
-28,8,1.18163
-26,8,1.17624
-24,8,1.17111
-22,8,1.16625
-20,8,1.16167
-18,8,1.1574
-16,8,1.15343
-14,8,1.14979
-12,8,1.14649
-10,8,1.14353
-8,8,1.14092
-6,8,1.13868
-4,8,1.13679
-2,8,1.13527
0,8,1.13412
2,8,1.13334
4,8,1.13293
6,8,1.13288
8,8,1.13319
10,8,1.13386
12,8,1.13487
14,8,1.13623
16,8,1.13791
18,8,1.13991
20,8,1.14221
22,8,1.1448
24,8,1.14767
26,8,1.1508
28,8,1.15417
30,8,1.15776
32,8,1.16156
34,8,1.16553
36,8,1.16967
38,8,1.17396
40,8,1.17835
42,8,1.18285
44,8,1.18741
46,8,1.19202
48,8,1.19666
50,8,1.20129
52,8,1.20591
54,8,1.21047
56,8,1.21497
58,8,1.21937
60,8,1.22366
62,8,1.22781
64,8,1.2318
66,8,1.23562
68,8,1.23924
70,8,1.24265
72,8,1.24583
74,8,1.24877
76,8,1.25145
78,8,1.25387
80,8,1.256
82,8,1.25785
84,8,1.25941
86,8,1.26067
88,8,1.26163
90,8,1.26228
92,8,1.26263
94,8,1.26268
96,8,1.26244
98,8,1.2619
100,8,1.26108
102,8,1.25999
104,8,1.25863
106,8,1.25702
108,8,1.25517
110,8,1.25309
112,8,1.25081
114,8,1.24833
116,8,1.24567
118,8,1.24286
120,8,1.23991
122,8,1.23684
124,8,1.23367
126,8,1.23043
128,8,1.22714
130,8,1.2238
132,8,1.22046
134,8,1.21712
136,8,1.21382
138,8,1.21057
140,8,1.20738
142,8,1.20429
144,8,1.20132
146,8,1.19847
148,8,1.19577
150,8,1.19324
152,8,1.1909
154,8,1.18876
156,8,1.18683
158,8,1.18514
160,8,1.18369
162,8,1.1825
164,8,1.18158
166,8,1.18094
168,8,1.18058
170,8,1.18052
172,8,1.18076
174,8,1.18131
176,8,1.18217
178,8,1.18333
180,8,1.18482
-180,10,1.1443
-178,10,1.14639
-176,10,1.14896
-174,10,1.15199
-172,10,1.15549
-170,10,1.15944
-168,10,1.16384
-166,10,1.16867
-164,10,1.17393
-162,10,1.17958
-160,10,1.18562
-158,10,1.19202
-156,10,1.19876
-154,10,1.20581
-152,10,1.21314
-150,10,1.22073
-148,10,1.22855
-146,10,1.23655
-144,10,1.2447
-142,10,1.25297
-140,10,1.26131
-138,10,1.26969
-136,10,1.27806
-134,10,1.28639
-132,10,1.29463
-130,10,1.30274
-128,10,1.31067
-126,10,1.31839
-124,10,1.32584
-122,10,1.333
-120,10,1.33982
-118,10,1.34626
-116,10,1.35228
-114,10,1.35786
-112,10,1.36295
-110,10,1.36752
-108,10,1.37155
-106,10,1.37501
-104,10,1.37789
-102,10,1.38015
-100,10,1.38179
-98,10,1.38279
-96,10,1.38314
-94,10,1.38284
-92,10,1.38188
-90,10,1.38028
-88,10,1.37802
-86,10,1.37513
-84,10,1.37161
-82,10,1.36749
-80,10,1.36276
-78,10,1.35747
-76,10,1.35163
-74,10,1.34528
-72,10,1.33843
-70,10,1.33113
-68,10,1.3234
-66,10,1.31528
-64,10,1.30682
-62,10,1.29804
-60,10,1.28899
-58,10,1.2797
-56,10,1.27022
-54,10,1.26059
-52,10,1.25085
-50,10,1.24105
-48,10,1.23121
-46,10,1.22139
-44,10,1.21162
-42,10,1.20194
-40,10,1.19239
-38,10,1.18301
-36,10,1.17383
-34,10,1.16488
-32,10,1.15621
-30,10,1.14783
-28,10,1.13979
-26,10,1.1321
-24,10,1.1248
-22,10,1.1179
-20,10,1.11144
-18,10,1.10543
-16,10,1.09989
-14,10,1.09484
-12,10,1.09029
-10,10,1.08626
-8,10,1.08275
-6,10,1.07977
-4,10,1.07734
-2,10,1.07545
0,10,1.07411
2,10,1.07332
4,10,1.07308
6,10,1.07337
8,10,1.07421
10,10,1.07557
12,10,1.07745
14,10,1.07984
16,10,1.08272
18,10,1.08607
20,10,1.08989
22,10,1.09414
24,10,1.0988
26,10,1.10385
28,10,1.10927
30,10,1.11503
32,10,1.1211
34,10,1.12744
36,10,1.13403
38,10,1.14084
40,10,1.14782
42,10,1.15495
44,10,1.16219
46,10,1.16949
48,10,1.17684
50,10,1.18418
52,10,1.19148
54,10,1.1987
56,10,1.20582
58,10,1.21278
60,10,1.21956
62,10,1.22612
64,10,1.23243
66,10,1.23846
68,10,1.24417
70,10,1.24955
72,10,1.25456
74,10,1.25917
76,10,1.26338
78,10,1.26715
80,10,1.27048
82,10,1.27335
84,10,1.27574
86,10,1.27766
88,10,1.27909
90,10,1.28003
92,10,1.28049
94,10,1.28046
96,10,1.27996
98,10,1.279
100,10,1.27757
102,10,1.27571
104,10,1.27342
106,10,1.27073
108,10,1.26766
110,10,1.26422
112,10,1.26046
114,10,1.25638
116,10,1.25202
118,10,1.24742
120,10,1.24259
122,10,1.23757
124,10,1.2324
126,10,1.22711
128,10,1.22172
130,10,1.21627
132,10,1.2108
134,10,1.20533
136,10,1.1999
138,10,1.19454
140,10,1.18929
142,10,1.18416
144,10,1.1792
146,10,1.17442
148,10,1.16987
150,10,1.16556
152,10,1.16152
154,10,1.15777
156,10,1.15435
158,10,1.15126
160,10,1.14853
162,10,1.14617
164,10,1.14422
166,10,1.14267
168,10,1.14155
170,10,1.14086
172,10,1.14062
174,10,1.14084
176,10,1.14152
178,10,1.14267
180,10,1.1443
-180,12,1.10004
-178,12,1.10225
-176,12,1.10511
-174,12,1.10862
-172,12,1.11278
-170,12,1.11758
-168,12,1.12301
-166,12,1.12905
-164,12,1.1357
-162,12,1.14293
-160,12,1.15072
-158,12,1.15905
-156,12,1.16788
-154,12,1.17718
-152,12,1.18692
-150,12,1.19705
-148,12,1.20754
-146,12,1.21834
-144,12,1.2294
-142,12,1.24066
-140,12,1.25208
-138,12,1.26359
-136,12,1.27515
-134,12,1.28668
-132,12,1.29813
-130,12,1.30944
-128,12,1.32054
-126,12,1.33137
-124,12,1.34187
-122,12,1.35198
-120,12,1.36164
-118,12,1.37079
-116,12,1.37937
-114,12,1.38734
-112,12,1.39463
-110,12,1.40121
-108,12,1.40704
-106,12,1.41207
-104,12,1.41626
-102,12,1.4196
-100,12,1.42206
-98,12,1.42361
-96,12,1.42425
-94,12,1.42396
-92,12,1.42275
-90,12,1.42061
-88,12,1.41756
-86,12,1.41361
-84,12,1.40877
-82,12,1.40308
-80,12,1.39655
-78,12,1.38923
-76,12,1.38114
-74,12,1.37234
-72,12,1.36286
-70,12,1.35275
-68,12,1.34206
-66,12,1.33084
-64,12,1.31916
-62,12,1.30705
-60,12,1.29459
-58,12,1.28183
-56,12,1.26882
-54,12,1.25563
-52,12,1.24231
-50,12,1.22892
-48,12,1.21552
-46,12,1.20216
-44,12,1.1889
-42,12,1.17579
-40,12,1.16288
-38,12,1.15022
-36,12,1.13786
-34,12,1.12584
-32,12,1.11421
-30,12,1.10301
-28,12,1.09227
-26,12,1.08203
-24,12,1.07233
-22,12,1.06319
-20,12,1.05466
-18,12,1.04674
-16,12,1.03947
-14,12,1.03286
-12,12,1.02694
-10,12,1.02172
-8,12,1.01722
-6,12,1.01345
-4,12,1.01041
-2,12,1.00812
0,12,1.00657
2,12,1.00577
4,12,1.00572
6,12,1.0064
8,12,1.00783
10,12,1.00997
12,12,1.01283
14,12,1.01639
16,12,1.02063
18,12,1.02553
20,12,1.03106
22,12,1.03721
24,12,1.04393
26,12,1.05121
28,12,1.059
30,12,1.06728
32,12,1.07599
34,12,1.0851
36,12,1.09457
38,12,1.10435
40,12,1.1144
42,12,1.12466
44,12,1.13508
46,12,1.14561
48,12,1.15621
50,12,1.16681
52,12,1.17736
54,12,1.18781
56,12,1.19811
58,12,1.2082
60,12,1.21803
62,12,1.22755
64,12,1.23672
66,12,1.24548
68,12,1.25378
70,12,1.2616
72,12,1.26888
74,12,1.2756
76,12,1.28171
78,12,1.2872
80,12,1.29203
82,12,1.29619
84,12,1.29966
86,12,1.30243
88,12,1.30448
90,12,1.30583
92,12,1.30646
94,12,1.30638
96,12,1.30561
98,12,1.30415
100,12,1.30203
102,12,1.29927
104,12,1.29589
106,12,1.29193
108,12,1.28741
110,12,1.28237
112,12,1.27685
114,12,1.27089
116,12,1.26452
118,12,1.25779
120,12,1.25075
122,12,1.24345
124,12,1.23591
126,12,1.2282
128,12,1.22036
130,12,1.21244
132,12,1.20447
134,12,1.19652
136,12,1.18861
138,12,1.18079
140,12,1.17312
142,12,1.16561
144,12,1.15833
146,12,1.1513
148,12,1.14456
150,12,1.13815
152,12,1.1321
154,12,1.12644
156,12,1.1212
158,12,1.11642
160,12,1.11212
162,12,1.10832
164,12,1.10504
166,12,1.10232
168,12,1.10017
170,12,1.0986
172,12,1.09763
174,12,1.09729
176,12,1.09757
178,12,1.09848
180,12,1.10004
-180,14,1.05478
-178,14,1.05686
-176,14,1.05978
-174,14,1.06354
-172,14,1.06814
-170,14,1.07358
-168,14,1.07986
-166,14,1.08696
-164,14,1.09486
-162,14,1.10356
-160,14,1.11303
-158,14,1.12323
-156,14,1.13414
-154,14,1.14571
-152,14,1.15791
-150,14,1.17069
-148,14,1.18399
-146,14,1.19776
-144,14,1.21193
-142,14,1.22643
-140,14,1.2412
-138,14,1.25617
-136,14,1.27125
-134,14,1.28635
-132,14,1.30141
-130,14,1.31634
-128,14,1.33104
-126,14,1.34543
-124,14,1.35942
-122,14,1.37294
-120,14,1.38589
-118,14,1.39819
-116,14,1.40976
-114,14,1.42052
-112,14,1.43041
-110,14,1.43936
-108,14,1.44731
-106,14,1.45419
-104,14,1.45997
-102,14,1.46459
-100,14,1.46803
-98,14,1.47026
-96,14,1.47126
-94,14,1.47102
-92,14,1.46953
-90,14,1.4668
-88,14,1.46284
-86,14,1.45768
-84,14,1.45133
-82,14,1.44384
-80,14,1.43524
-78,14,1.42559
-76,14,1.41493
-74,14,1.40333
-72,14,1.39085
-70,14,1.37754
-68,14,1.3635
-66,14,1.34878
-64,14,1.33347
-62,14,1.31763
-60,14,1.30135
-58,14,1.28471
-56,14,1.26779
-54,14,1.25065
-52,14,1.23339
-50,14,1.21607
-48,14,1.19877
-46,14,1.18156
-44,14,1.16451
-42,14,1.14769
-40,14,1.13116
-38,14,1.11498
-36,14,1.09922
-34,14,1.08392
-32,14,1.06914
-30,14,1.05493
-28,14,1.04133
-26,14,1.02839
-24,14,1.01614
-22,14,1.00463
-20,14,0.99389
-18,14,0.983947
-16,14,0.974831
-14,14,0.966568
-12,14,0.959181
-10,14,0.952688
-8,14,0.947107
-6,14,0.942453
-4,14,0.938737
-2,14,0.935967
0,14,0.93415
2,14,0.933289
4,14,0.933382
6,14,0.934429
8,14,0.936421
10,14,0.939351
12,14,0.943205
14,14,0.947967
16,14,0.953619
18,14,0.960136
20,14,0.967492
22,14,0.975658
24,14,0.984599
26,14,0.994277
28,14,1.00465
30,14,1.01568
32,14,1.02731
34,14,1.03949
36,14,1.05217
38,14,1.06528
40,14,1.07877
42,14,1.09257
44,14,1.10662
46,14,1.12084
48,14,1.13517
50,14,1.14953
52,14,1.16385
54,14,1.17806
56,14,1.19208
58,14,1.20584
60,14,1.21927
62,14,1.2323
64,14,1.24484
66,14,1.25685
68,14,1.26826
70,14,1.279
72,14,1.28902
74,14,1.29827
76,14,1.3067
78,14,1.31427
80,14,1.32094
82,14,1.32668
84,14,1.33148
86,14,1.33531
88,14,1.33816
90,14,1.34002
92,14,1.34091
94,14,1.34083
96,14,1.33978
98,14,1.33781
100,14,1.33492
102,14,1.33115
104,14,1.32655
106,14,1.32115
108,14,1.31499
110,14,1.30813
112,14,1.30063
114,14,1.29253
116,14,1.28389
118,14,1.27478
120,14,1.26525
122,14,1.25537
124,14,1.2452
126,14,1.2348
128,14,1.22423
130,14,1.21355
132,14,1.20283
134,14,1.19212
136,14,1.18148
138,14,1.17097
140,14,1.16062
142,14,1.15051
144,14,1.14067
146,14,1.13116
148,14,1.12202
150,14,1.11328
152,14,1.105
154,14,1.09721
156,14,1.08995
158,14,1.08325
160,14,1.07715
162,14,1.07167
164,14,1.06685
166,14,1.06271
168,14,1.05928
170,14,1.05659
172,14,1.05465
174,14,1.05348
176,14,1.0531
178,14,1.05353
180,14,1.05478
-180,16,1.01108
-178,16,1.01274
-176,16,1.01541
-174,16,1.01912
-172,16,1.02387
-170,16,1.02966
-168,16,1.0365
-166,16,1.04439
-164,16,1.05331
-162,16,1.06325
-160,16,1.07419
-158,16,1.0861
-156,16,1.09895
-154,16,1.1127
-152,16,1.1273
-150,16,1.1427
-148,16,1.15883
-146,16,1.17563
-144,16,1.19302
-142,16,1.21092
-140,16,1.22923
