Phi[deg],Theta[deg],GainRHCP
134,0,0.609907
136,0,0.609907
138,0,0.609907
140,0,0.609907
142,0,0.609907
144,0,0.609907
146,0,0.609907
148,0,0.609907
150,0,0.609907
152,0,0.609907
154,0,0.609907
156,0,0.609907
158,0,0.609907
160,0,0.609907
162,0,0.609907
164,0,0.609907
166,0,0.609907
168,0,0.609907
170,0,0.609907
172,0,0.609907
174,0,0.609907
176,0,0.609907
178,0,0.609907
180,0,0.609907
-180,2,0.654001
-178,2,0.65404
-176,2,0.654022
-174,2,0.653946
-172,2,0.653812
-170,2,0.653622
-168,2,0.653376
-166,2,0.653074
-164,2,0.652717
-162,2,0.652306
-160,2,0.651841
-158,2,0.651324
-156,2,0.650755
-154,2,0.650135
-152,2,0.649465
-150,2,0.648748
-148,2,0.647982
-146,2,0.647171
-144,2,0.646315
-142,2,0.645415
-140,2,0.644473
-138,2,0.64349
-136,2,0.642468
-134,2,0.641408
-132,2,0.640311
-130,2,0.639179
-128,2,0.638014
-126,2,0.636818
-124,2,0.635591
-122,2,0.634335
-120,2,0.633052
-118,2,0.631744
-116,2,0.630412
-114,2,0.629058
-112,2,0.627684
-110,2,0.626291
-108,2,0.624881
-106,2,0.623456
-104,2,0.622016
-102,2,0.620565
-100,2,0.619104
-98,2,0.617633
-96,2,0.616156
-94,2,0.614673
-92,2,0.613187
-90,2,0.611698
-88,2,0.610209
-86,2,0.608721
-84,2,0.607235
-82,2,0.605754
-80,2,0.604279
-78,2,0.602811
-76,2,0.601353
-74,2,0.599904
-72,2,0.598468
-70,2,0.597045
-68,2,0.595637
-66,2,0.594245
-64,2,0.592871
-62,2,0.591517
-60,2,0.590183
-58,2,0.588871
-56,2,0.587582
-54,2,0.586318
-52,2,0.585079
-50,2,0.583868
-48,2,0.582686
-46,2,0.581532
-44,2,0.58041
-42,2,0.57932
-40,2,0.578263
-38,2,0.57724
-36,2,0.576252
-34,2,0.575301
-32,2,0.574388
-30,2,0.573512
-28,2,0.572677
-26,2,0.571881
-24,2,0.571127
-22,2,0.570414
-20,2,0.569745
-18,2,0.56912
-16,2,0.568539
-14,2,0.568003
-12,2,0.567513
-10,2,0.56707
-8,2,0.566674
-6,2,0.566326
-4,2,0.566026
-2,2,0.565775
0,2,0.565574
2,2,0.565422
4,2,0.56532
6,2,0.565269
8,2,0.565268
10,2,0.565318
12,2,0.565419
14,2,0.565571
16,2,0.565775
18,2,0.56603
20,2,0.566336
22,2,0.566693
24,2,0.567101
26,2,0.56756
28,2,0.568069
30,2,0.568628
32,2,0.569237
34,2,0.569896
36,2,0.570603
38,2,0.571358
40,2,0.572161
42,2,0.573011
44,2,0.573907
46,2,0.574848
48,2,0.575833
50,2,0.576862
52,2,0.577933
54,2,0.579045
56,2,0.580198
58,2,0.581389
60,2,0.582617
62,2,0.583882
64,2,0.585181
66,2,0.586513
68,2,0.587877
70,2,0.589271
72,2,0.590693
74,2,0.592142
76,2,0.593616
78,2,0.595112
80,2,0.59663
82,2,0.598167
84,2,0.599721
86,2,0.60129
88,2,0.602872
90,2,0.604465
92,2,0.606067
94,2,0.607675
96,2,0.609288
98,2,0.610904
100,2,0.612519
102,2,0.614132
104,2,0.615741
106,2,0.617343
108,2,0.618936
110,2,0.620518
112,2,0.622086
114,2,0.623639
116,2,0.625174
118,2,0.626689
120,2,0.628182
122,2,0.62965
124,2,0.631092
126,2,0.632505
128,2,0.633888
130,2,0.635238
132,2,0.636553
134,2,0.637833
136,2,0.639074
138,2,0.640275
140,2,0.641435
142,2,0.642552
144,2,0.643624
146,2,0.64465
148,2,0.645628
150,2,0.646557
152,2,0.647436
154,2,0.648264
156,2,0.64904
158,2,0.649762
160,2,0.650431
162,2,0.651044
164,2,0.651601
166,2,0.652102
168,2,0.652547
170,2,0.652934
172,2,0.653263
174,2,0.653535
176,2,0.653748
178,2,0.653904
180,2,0.654001
-180,4,0.69718
-178,4,0.697126
-176,4,0.69695
-174,4,0.696652
-172,4,0.696236
-170,4,0.695701
-168,4,0.695051
-166,4,0.694287
-164,4,0.693411
-162,4,0.692426
-160,4,0.691333
-158,4,0.690137
-156,4,0.688838
-154,4,0.687441
-152,4,0.685948
-150,4,0.684362
-148,4,0.682686
-146,4,0.680923
-144,4,0.679077
-142,4,0.67715
-140,4,0.675147
-138,4,0.673069
-136,4,0.670922
-134,4,0.668708
-132,4,0.66643
-130,4,0.664092
-128,4,0.661698
-126,4,0.659251
-124,4,0.656753
-122,4,0.65421
-120,4,0.651623
-118,4,0.648997
-116,4,0.646335
-114,4,0.643639
-112,4,0.640914
-110,4,0.638162
-108,4,0.635386
-106,4,0.63259
-104,4,0.629777
-102,4,0.62695
-100,4,0.624112
-98,4,0.621265
-96,4,0.618414
-94,4,0.615559
-92,4,0.612705
-90,4,0.609854
-88,4,0.607009
-86,4,0.604172
-84,4,0.601347
-82,4,0.598535
-80,4,0.595739
-78,4,0.592961
-76,4,0.590205
-74,4,0.587473
-72,4,0.584766
-70,4,0.582087
-68,4,0.579439
-66,4,0.576823
-64,4,0.574242
-62,4,0.571699
-60,4,0.569194
-58,4,0.566731
-56,4,0.564311
-54,4,0.561937
-52,4,0.55961
-50,4,0.557333
-48,4,0.555106
-46,4,0.552934
-44,4,0.550816
-42,4,0.548756
-40,4,0.546754
-38,4,0.544813
-36,4,0.542935
-34,4,0.541121
-32,4,0.539372
-30,4,0.537692
-28,4,0.536081
-26,4,0.534541
-24,4,0.533073
-22,4,0.53168
-20,4,0.530362
-18,4,0.529122
-16,4,0.527961
-14,4,0.526879
-12,4,0.525879
-10,4,0.524962
-8,4,0.52413
-6,4,0.523383
-4,4,0.522723
-2,4,0.522151
0,4,0.521668
2,4,0.521276
4,4,0.520975
6,4,0.520767
8,4,0.520652
10,4,0.520631
12,4,0.520706
14,4,0.520877
16,4,0.521144
18,4,0.521508
20,4,0.521971
22,4,0.522531
24,4,0.523191
26,4,0.523949
28,4,0.524807
30,4,0.525763
32,4,0.526819
34,4,0.527974
36,4,0.529228
38,4,0.530581
40,4,0.532031
42,4,0.533579
44,4,0.535223
46,4,0.536962
48,4,0.538797
50,4,0.540724
52,4,0.542743
54,4,0.544853
56,4,0.547051
58,4,0.549336
60,4,0.551705
62,4,0.554156
64,4,0.556688
66,4,0.559296
68,4,0.561979
70,4,0.564733
72,4,0.567556
74,4,0.570443
76,4,0.573392
78,4,0.576398
80,4,0.579459
82,4,0.582569
84,4,0.585724
86,4,0.588922
88,4,0.592155
90,4,0.595421
92,4,0.598715
94,4,0.602031
96,4,0.605365
98,4,0.608711
100,4,0.612065
102,4,0.615421
104,4,0.618773
106,4,0.622118
108,4,0.625449
110,4,0.62876
112,4,0.632047
114,4,0.635304
116,4,0.638526
118,4,0.641707
120,4,0.644843
122,4,0.647927
124,4,0.650955
126,4,0.653922
128,4,0.656823
130,4,0.659653
132,4,0.662408
134,4,0.665083
136,4,0.667673
138,4,0.670175
140,4,0.672585
142,4,0.674898
144,4,0.677111
146,4,0.679222
148,4,0.681226
150,4,0.68312
152,4,0.684903
154,4,0.686572
156,4,0.688123
158,4,0.689557
160,4,0.69087
162,4,0.692061
164,4,0.693129
166,4,0.694073
168,4,0.694893
170,4,0.695587
172,4,0.696156
174,4,0.696599
176,4,0.696918
178,4,0.697111
180,4,0.69718
-180,6,0.73878
-178,6,0.738484
-176,6,0.737996
-174,6,0.737321
-172,6,0.73646
-170,6,0.735418
-168,6,0.734199
-166,6,0.732808
-164,6,0.731248
-162,6,0.729526
-160,6,0.727645
-158,6,0.72561
-156,6,0.723428
-154,6,0.721104
-152,6,0.718643
-150,6,0.716051
-148,6,0.713333
-146,6,0.710495
-144,6,0.707543
-142,6,0.704483
-140,6,0.701321
-138,6,0.698062
-136,6,0.694711
-134,6,0.691276
-132,6,0.687761
-130,6,0.684172
-128,6,0.680514
-126,6,0.676792
-124,6,0.673013
-122,6,0.669181
-120,6,0.665301
-118,6,0.661379
-116,6,0.657418
-114,6,0.653425
-112,6,0.649402
-110,6,0.645356
-108,6,0.64129
-106,6,0.637208
-104,6,0.633115
-102,6,0.629014
-100,6,0.62491
-98,6,0.620806
-96,6,0.616705
-94,6,0.612612
-92,6,0.60853
-90,6,0.604462
-88,6,0.600411
-86,6,0.596381
-84,6,0.592374
-82,6,0.588394
-80,6,0.584443
-78,6,0.580524
-76,6,0.57664
-74,6,0.572795
-72,6,0.568989
-70,6,0.565227
-68,6,0.56151
-66,6,0.557841
-64,6,0.554223
-62,6,0.550658
-60,6,0.547148
-58,6,0.543697
-56,6,0.540305
-54,6,0.536976
-52,6,0.533712
-50,6,0.530516
-48,6,0.527389
-46,6,0.524333
-44,6,0.521352
-42,6,0.518446
-40,6,0.51562
-38,6,0.512874
-36,6,0.51021
-34,6,0.507632
-32,6,0.505141
-30,6,0.502739
-28,6,0.500429
-26,6,0.498212
-24,6,0.496091
-22,6,0.494067
-20,6,0.492143
-18,6,0.490321
-16,6,0.488603
-14,6,0.486991
-12,6,0.485487
-10,6,0.484092
-8,6,0.48281
-6,6,0.481641
-4,6,0.480588
-2,6,0.479653
0,6,0.478838
2,6,0.478144
4,6,0.477574
6,6,0.477129
8,6,0.476812
10,6,0.476623
12,6,0.476566
14,6,0.476641
16,6,0.47685
18,6,0.477196
20,6,0.477679
22,6,0.478301
24,6,0.479064
26,6,0.479969
28,6,0.481017
30,6,0.48221
32,6,0.483549
34,6,0.485034
36,6,0.486667
38,6,0.488447
40,6,0.490376
42,6,0.492454
44,6,0.49468
46,6,0.497055
48,6,0.499579
50,6,0.50225
52,6,0.505067
54,6,0.50803
56,6,0.511138
58,6,0.514387
60,6,0.517776
62,6,0.521304
64,6,0.524965
66,6,0.528759
68,6,0.532681
70,6,0.536726
72,6,0.540892
74,6,0.545173
76,6,0.549565
78,6,0.554061
80,6,0.558657
82,6,0.563346
84,6,0.568121
86,6,0.572976
88,6,0.577903
90,6,0.582896
92,6,0.587945
94,6,0.593044
96,6,0.598184
98,6,0.603356
100,6,0.608552
102,6,0.613762
104,6,0.618977
106,6,0.624188
108,6,0.629386
110,6,0.634561
112,6,0.639703
114,6,0.644803
116,6,0.649851
118,6,0.654838
120,6,0.659755
122,6,0.664592
124,6,0.669339
126,6,0.673989
128,6,0.678532
130,6,0.682959
132,6,0.687263
134,6,0.691436
136,6,0.695469
138,6,0.699356
140,6,0.703089
142,6,0.706662
144,6,0.71007
146,6,0.713305
148,6,0.716364
150,6,0.719241
152,6,0.721931
154,6,0.724432
156,6,0.72674
158,6,0.728851
160,6,0.730764
162,6,0.732476
164,6,0.733986
166,6,0.735293
168,6,0.736397
170,6,0.737298
172,6,0.737995
174,6,0.738491
176,6,0.738785
178,6,0.738881
180,6,0.73878
-180,8,0.77816
-178,8,0.777463
-176,8,0.776502
-174,8,0.775283
-172,8,0.773812
-170,8,0.772097
-168,8,0.770143
-166,8,0.76796
-164,8,0.765555
-162,8,0.762936
-160,8,0.760112
-158,8,0.757091
-156,8,0.753882
-154,8,0.750494
-152,8,0.746936
-150,8,0.743216
-148,8,0.739343
-146,8,0.735327
-144,8,0.731177
-142,8,0.7269
-140,8,0.722505
-138,8,0.718002
-136,8,0.713398
-134,8,0.708702
-132,8,0.703921
-130,8,0.699064
-128,8,0.694137
-126,8,0.689149
-124,8,0.684105
-122,8,0.679014
-120,8,0.673882
-118,8,0.668714
-116,8,0.663518
-114,8,0.658299
-112,8,0.653062
-110,8,0.647813
-108,8,0.642557
-106,8,0.637299
-104,8,0.632043
-102,8,0.626795
-100,8,0.621557
-98,8,0.616335
-96,8,0.611132
-94,8,0.605951
-92,8,0.600797
-90,8,0.595672
-88,8,0.590579
-86,8,0.585522
-84,8,0.580504
-82,8,0.575528
-80,8,0.570595
-78,8,0.56571
-76,8,0.560874
-74,8,0.55609
-72,8,0.551361
-70,8,0.546689
-68,8,0.542076
-66,8,0.537525
-64,8,0.533039
-62,8,0.528619
-60,8,0.524268
-58,8,0.519988
-56,8,0.515783
-54,8,0.511653
-52,8,0.507603
-50,8,0.503633
-48,8,0.499746
-46,8,0.495945
-44,8,0.492233
-42,8,0.48861
-40,8,0.485081
-38,8,0.481648
-36,8,0.478312
-34,8,0.475076
-32,8,0.471942
-30,8,0.468914
-28,8,0.465993
-26,8,0.463182
-24,8,0.460483
-22,8,0.457898
-20,8,0.45543
-18,8,0.453081
-16,8,0.450854
-14,8,0.44875
-12,8,0.446773
-10,8,0.444924
-8,8,0.443206
-6,8,0.441621
-4,8,0.440172
-2,8,0.438862
0,8,0.437692
2,8,0.436666
4,8,0.435786
6,8,0.435054
8,8,0.434473
10,8,0.434047
12,8,0.433777
14,8,0.433667
16,8,0.43372
18,8,0.433938
20,8,0.434324
22,8,0.434882
24,8,0.435614
26,8,0.436524
28,8,0.437613
30,8,0.438886
32,8,0.440345
34,8,0.441993
36,8,0.443832
38,8,0.445865
40,8,0.448094
42,8,0.450522
44,8,0.453149
46,8,0.455979
48,8,0.459011
50,8,0.462248
52,8,0.46569
54,8,0.469336
56,8,0.473187
58,8,0.477243
60,8,0.481501
62,8,0.48596
64,8,0.490617
66,8,0.495471
68,8,0.500517
70,8,0.505752
72,8,0.511169
74,8,0.516765
76,8,0.522533
78,8,0.528466
80,8,0.534557
82,8,0.540798
84,8,0.547179
86,8,0.553692
88,8,0.560326
90,8,0.567071
92,8,0.573916
94,8,0.580848
96,8,0.587856
98,8,0.594926
100,8,0.602045
102,8,0.6092
104,8,0.616376
106,8,0.62356
108,8,0.630736
110,8,0.637891
112,8,0.645009
114,8,0.652075
116,8,0.659074
118,8,0.665992
120,8,0.672813
122,8,0.679524
124,8,0.686109
126,8,0.692555
128,8,0.698848
130,8,0.704975
132,8,0.710922
134,8,0.716678
136,8,0.722231
138,8,0.727569
140,8,0.732683
142,8,0.737561
144,8,0.742196
146,8,0.746578
148,8,0.7507
150,8,0.754555
152,8,0.758138
154,8,0.761442
156,8,0.764463
158,8,0.767199
160,8,0.769645
162,8,0.7718
164,8,0.773663
166,8,0.775234
168,8,0.776512
170,8,0.777499
172,8,0.778198
174,8,0.778609
176,8,0.778737
178,8,0.778586
180,8,0.77816
-180,10,0.814718
-178,10,0.813457
-176,10,0.811857
-174,10,0.809928
-172,10,0.807681
-170,10,0.805127
-168,10,0.802277
-166,10,0.799144
-164,10,0.79574
-162,10,0.792076
-160,10,0.788167
-158,10,0.784023
-156,10,0.77966
-154,10,0.775088
-152,10,0.770322
-150,10,0.765374
-148,10,0.760256
-146,10,0.754981
-144,10,0.749562
-142,10,0.74401
-140,10,0.738337
-138,10,0.732554
-136,10,0.726673
-134,10,0.720704
-132,10,0.714657
-130,10,0.708543
-128,10,0.702371
-126,10,0.69615
-124,10,0.689889
-122,10,0.683596
-120,10,0.677278
-118,10,0.670944
-116,10,0.6646
-114,10,0.658253
-112,10,0.651908
-110,10,0.645572
-108,10,0.63925
-106,10,0.632947
-104,10,0.626667
-102,10,0.620416
-100,10,0.614196
-98,10,0.608011
-96,10,0.601866
-94,10,0.595762
-92,10,0.589704
-90,10,0.583693
-88,10,0.577733
-86,10,0.571826
-84,10,0.565973
-82,10,0.560178
-80,10,0.554442
-78,10,0.548768
-76,10,0.543157
-74,10,0.537611
-72,10,0.532133
-70,10,0.526723
-68,10,0.521385
-66,10,0.51612
-64,10,0.510931
-62,10,0.505818
-60,10,0.500786
-58,10,0.495834
-56,10,0.490967
-54,10,0.486186
-52,10,0.481494
-50,10,0.476893
-48,10,0.472385
-46,10,0.467973
-44,10,0.46366
-42,10,0.459448
-40,10,0.455339
-38,10,0.451337
-36,10,0.447443
-34,10,0.443661
-32,10,0.439993
-30,10,0.436442
-28,10,0.433009
-26,10,0.429698
-24,10,0.42651
-22,10,0.423449
-20,10,0.420517
-18,10,0.417716
-16,10,0.415048
-14,10,0.412516
-12,10,0.410122
-10,10,0.407868
-8,10,0.405757
-6,10,0.403792
-4,10,0.401974
-2,10,0.400306
0,10,0.398792
2,10,0.397433
4,10,0.396233
6,10,0.395194
8,10,0.394321
10,10,0.393615
12,10,0.393082
14,10,0.392724
16,10,0.392546
18,10,0.392552
20,10,0.392745
22,10,0.393132
24,10,0.393715
26,10,0.394501
28,10,0.395494
30,10,0.3967
32,10,0.398122
34,10,0.399768
36,10,0.401642
38,10,0.403748
40,10,0.406093
42,10,0.408681
44,10,0.411518
46,10,0.414606
48,10,0.417951
50,10,0.421557
52,10,0.425426
54,10,0.429562
56,10,0.433967
58,10,0.438642
60,10,0.443588
62,10,0.448806
64,10,0.454294
66,10,0.460052
68,10,0.466076
70,10,0.472363
72,10,0.478908
74,10,0.485707
76,10,0.492753
78,10,0.500037
80,10,0.507551
82,10,0.515286
84,10,0.52323
86,10,0.531371
88,10,0.539697
90,10,0.548192
92,10,0.556843
94,10,0.565632
96,10,0.574544
98,10,0.58356
100,10,0.592662
102,10,0.60183
104,10,0.611045
106,10,0.620287
108,10,0.629534
110,10,0.638766
112,10,0.647961
114,10,0.657098
116,10,0.666154
118,10,0.675109
120,10,0.683942
122,10,0.69263
124,10,0.701153
126,10,0.709492
128,10,0.717625
130,10,0.725535
132,10,0.733202
134,10,0.740608
136,10,0.747738
138,10,0.754576
140,10,0.761106
142,10,0.767314
144,10,0.773189
146,10,0.778718
148,10,0.783892
150,10,0.788702
152,10,0.793138
154,10,0.797196
156,10,0.80087
158,10,0.804156
160,10,0.80705
162,10,0.809552
164,10,0.811661
166,10,0.813378
168,10,0.814704
170,10,0.815644
172,10,0.816201
174,10,0.816381
176,10,0.816188
178,10,0.815632
180,10,0.814718
-180,12,0.847906
-178,12,0.845915
-176,12,0.843511
-174,12,0.840709
-172,12,0.837525
-170,12,0.833976
-168,12,0.830078
-166,12,0.825847
-164,12,0.821303
-162,12,0.816461
-160,12,0.81134
-158,12,0.805957
-156,12,0.800331
-154,12,0.794478
-152,12,0.788416
-150,12,0.782162
-148,12,0.775732
-146,12,0.769144
-144,12,0.762412
-142,12,0.755553
-140,12,0.748581
-138,12,0.741511
-136,12,0.734356
-134,12,0.72713
-132,12,0.719845
-130,12,0.712513
-128,12,0.705146
-126,12,0.697753
-124,12,0.690345
-122,12,0.682932
-120,12,0.675521
-118,12,0.668122
-116,12,0.66074
-114,12,0.653384
-112,12,0.646059
-110,12,0.63877
-108,12,0.631524
-106,12,0.624324
-104,12,0.617174
-102,12,0.610078
-100,12,0.60304
-98,12,0.596061
-96,12,0.589145
-94,12,0.582293
-92,12,0.575508
-90,12,0.56879
-88,12,0.562142
-86,12,0.555564
-84,12,0.549058
-82,12,0.542624
-80,12,0.536264
-78,12,0.529978
-76,12,0.523767
-74,12,0.517634
-72,12,0.511577
-70,12,0.505599
-68,12,0.499701
-66,12,0.493885
-64,12,0.488151
-62,12,0.482502
-60,12,0.476939
-58,12,0.471465
-56,12,0.466081
-54,12,0.46079
-52,12,0.455594
-50,12,0.450497
-48,12,0.445499
-46,12,0.440605
-44,12,0.435817
-42,12,0.431137
-40,12,0.42657
-38,12,0.422116
-36,12,0.417781
-34,12,0.413566
-32,12,0.409474
-30,12,0.405507
-28,12,0.401669
-26,12,0.397962
-24,12,0.394388
-22,12,0.390949
-20,12,0.387648
-18,12,0.384487
-16,12,0.381467
-14,12,0.378591
-12,12,0.375861
-10,12,0.373277
-8,12,0.370843
-6,12,0.368559
-4,12,0.366429
-2,12,0.364453
0,12,0.362633
2,12,0.360974
4,12,0.359476
6,12,0.358142
8,12,0.356977
10,12,0.355983
12,12,0.355164
14,12,0.354524
16,12,0.354069
18,12,0.353803
20,12,0.353732
22,12,0.353861
24,12,0.354198
26,12,0.354749
28,12,0.355522
30,12,0.356524
32,12,0.357764
34,12,0.359249
36,12,0.360988
38,12,0.362991
40,12,0.365265
42,12,0.367819
44,12,0.370663
46,12,0.373805
48,12,0.377253
50,12,0.381015
52,12,0.385098
54,12,0.38951
56,12,0.394256
58,12,0.399342
60,12,0.404771
62,12,0.410548
64,12,0.416674
66,12,0.42315
68,12,0.429976
70,12,0.437151
72,12,0.44467
74,12,0.45253
76,12,0.460724
78,12,0.469243
80,12,0.478079
82,12,0.487221
84,12,0.496654
86,12,0.506365
88,12,0.516338
90,12,0.526555
92,12,0.536996
94,12,0.547641
96,12,0.558468
98,12,0.569454
100,12,0.580573
102,12,0.5918
104,12,0.603109
106,12,0.614472
108,12,0.62586
110,12,0.637245
112,12,0.648598
114,12,0.659889
116,12,0.671089
118,12,0.682168
120,12,0.693096
122,12,0.703846
124,12,0.714388
126,12,0.724694
128,12,0.734738
130,12,0.744494
132,12,0.753935
134,12,0.763039
136,12,0.771783
138,12,0.780146
140,12,0.788108
142,12,0.79565
144,12,0.802757
146,12,0.809414
148,12,0.815607
150,12,0.821325
152,12,0.82656
154,12,0.831302
156,12,0.835547
158,12,0.839291
160,12,0.842531
162,12,0.845266
164,12,0.847498
166,12,0.849231
168,12,0.850467
170,12,0.851214
172,12,0.851478
174,12,0.851269
176,12,0.850596
178,12,0.849471
180,12,0.847906
-180,14,0.877238
-178,14,0.874355
-176,14,0.870988
-174,14,0.867158
-172,14,0.862887
-170,14,0.858198
-168,14,0.853112
-166,14,0.847653
-164,14,0.841845
-162,14,0.83571
-160,14,0.829273
-158,14,0.822555
-156,14,0.815581
-154,14,0.808372
-152,14,0.800952
-150,14,0.79334
-148,14,0.785559
-146,14,0.777629
-144,14,0.769569
-142,14,0.761399
-140,14,0.753136
-138,14,0.744797
-136,14,0.7364
-134,14,0.727959
-132,14,0.719488
-130,14,0.711002
-128,14,0.702514
-126,14,0.694034
-124,14,0.685574
-122,14,0.677144
-120,14,0.668753
-118,14,0.660409
-116,14,0.652119
-114,14,0.643889
-112,14,0.635727
-110,14,0.627635
-108,14,0.619619
-106,14,0.611682
-104,14,0.603827
-102,14,0.596057
-100,14,0.588372
-98,14,0.580775
-96,14,0.573266
-94,14,0.565845
-92,14,0.558513
-90,14,0.55127
-88,14,0.544115
-86,14,0.537047
-84,14,0.530067
-82,14,0.523173
-80,14,0.516365
-78,14,0.509642
-76,14,0.503004
-74,14,0.49645
-72,14,0.489981
-70,14,0.483597
-68,14,0.477297
-66,14,0.471083
-64,14,0.464956
-62,14,0.458917
-60,14,0.452966
-58,14,0.447108
-56,14,0.441342
-54,14,0.435673
-52,14,0.430102
-50,14,0.424633
-48,14,0.419268
-46,14,0.414012
-44,14,0.408866
-42,14,0.403836
-40,14,0.398924
-38,14,0.394134
-36,14,0.389469
-34,14,0.384932
-32,14,0.380528
-30,14,0.376257
-28,14,0.372124
-26,14,0.368132
-24,14,0.364281
-22,14,0.360574
-20,14,0.357013
-18,14,0.353599
-16,14,0.350334
-14,14,0.347218
-12,14,0.344252
-10,14,0.341437
-8,14,0.338773
-6,14,0.336261
-4,14,0.333901
-2,14,0.331694
0,14,0.329641
2,14,0.327742
4,14,0.325999
6,14,0.324414
8,14,0.322989
10,14,0.321727
12,14,0.320631
14,14,0.319705
16,14,0.318954
18,14,0.318384
20,14,0.318001
22,14,0.317812
24,14,0.317825
26,14,0.31805
28,14,0.318496
30,14,0.319173
32,14,0.320094
34,14,0.32127
36,14,0.322713
38,14,0.324437
40,14,0.326454
42,14,0.32878
44,14,0.331427
46,14,0.33441
48,14,0.337743
50,14,0.341438
52,14,0.345508
54,14,0.349967
56,14,0.354825
58,14,0.360092
60,14,0.365779
62,14,0.371893
64,14,0.378441
66,14,0.385428
68,14,0.392856
70,14,0.400726
72,14,0.409039
74,14,0.417791
76,14,0.426977
78,14,0.436589
80,14,0.446617
82,14,0.45705
84,14,0.467873
86,14,0.479069
88,14,0.490619
90,14,0.502501
92,14,0.514692
94,14,0.527166
96,14,0.539894
98,14,0.552848
100,14,0.565994
102,14,0.579302
104,14,0.592735
106,14,0.606258
108,14,0.619834
110,14,0.633426
112,14,0.646995
114,14,0.660502
116,14,0.673908
118,14,0.687175
120,14,0.700264
122,14,0.713136
124,14,0.725754
126,14,0.738083
128,14,0.750085
130,14,0.761727
132,14,0.772976
134,14,0.783802
136,14,0.794174
138,14,0.804067
140,14,0.813454
142,14,0.822313
144,14,0.830623
146,14,0.838365
148,14,0.845525
150,14,0.852088
152,14,0.858044
154,14,0.863384
156,14,0.868102
158,14,0.872195
160,14,0.875663
162,14,0.878505
164,14,0.880726
166,14,0.882332
168,14,0.88333
170,14,0.883731
172,14,0.883546
174,14,0.882788
176,14,0.881473
178,14,0.879617
180,14,0.877238
-180,16,0.902299
-178,16,0.898372
-176,16,0.893894
-174,16,0.888894
-172,16,0.8834
-170,16,0.877441
-168,16,0.871047
-166,16,0.864248
-164,16,0.857074
-162,16,0.849554
-160,16,0.841718
-158,16,0.833595
-156,16,0.825214
-154,16,0.816602
-152,16,0.807787
-150,16,0.798794
-148,16,0.78965
-146,16,0.780377
-144,16,0.771001
-142,16,0.761543
