Phi[deg],Theta[deg],GainLHCP
-12,50,1.78179
-10,50,1.79142
-8,50,1.80128
-6,50,1.8113
-4,50,1.82135
-2,50,1.8313
0,50,1.841
2,50,1.85028
4,50,1.85896
6,50,1.86687
8,50,1.87381
10,50,1.87959
12,50,1.88405
14,50,1.887
16,50,1.88827
18,50,1.88774
20,50,1.88527
22,50,1.88076
24,50,1.87414
26,50,1.86535
28,50,1.85438
30,50,1.84123
32,50,1.82595
34,50,1.80862
36,50,1.78935
38,50,1.76827
40,50,1.74555
42,50,1.72139
44,50,1.69601
46,50,1.66966
48,50,1.64258
50,50,1.61507
52,50,1.5874
54,50,1.55987
56,50,1.53277
58,50,1.50639
60,50,1.48102
62,50,1.45692
64,50,1.43436
66,50,1.41356
68,50,1.39476
70,50,1.37815
72,50,1.36388
74,50,1.3521
76,50,1.34292
78,50,1.33641
80,50,1.33263
82,50,1.33157
84,50,1.33323
86,50,1.33756
88,50,1.34448
90,50,1.35387
92,50,1.36561
94,50,1.37953
96,50,1.39545
98,50,1.41315
100,50,1.43241
102,50,1.45298
104,50,1.47461
106,50,1.49702
108,50,1.51994
110,50,1.54306
112,50,1.56611
114,50,1.58878
116,50,1.6108
118,50,1.63188
120,50,1.65174
122,50,1.67013
124,50,1.68678
126,50,1.70148
128,50,1.71401
130,50,1.72418
132,50,1.73182
134,50,1.73678
136,50,1.73896
138,50,1.73824
140,50,1.73458
142,50,1.72794
144,50,1.71829
146,50,1.70567
148,50,1.69012
150,50,1.6717
152,50,1.65051
154,50,1.62666
156,50,1.60029
158,50,1.57155
160,50,1.54062
162,50,1.50769
164,50,1.47296
166,50,1.43664
168,50,1.39896
170,50,1.36013
172,50,1.32041
174,50,1.28002
176,50,1.23919
178,50,1.19816
180,50,1.15716
-180,52,1.06901
-178,52,1.02849
-176,52,0.988462
-174,52,0.949142
-172,52,0.910724
-170,52,0.873395
-168,52,0.837325
-166,52,0.802672
-164,52,0.76958
-162,52,0.738176
-160,52,0.708573
-158,52,0.68087
-156,52,0.65515
-154,52,0.631481
-152,52,0.60992
-150,52,0.590508
-148,52,0.573276
-146,52,0.558244
-144,52,0.545421
-142,52,0.534806
-140,52,0.52639
-138,52,0.520158
-136,52,0.516087
-134,52,0.514149
-132,52,0.51431
-130,52,0.516534
-128,52,0.520779
-126,52,0.527
-124,52,0.535151
-122,52,0.545182
-120,52,0.557041
-118,52,0.570675
-116,52,0.586029
-114,52,0.603044
-112,52,0.621661
-110,52,0.641816
-108,52,0.663446
-106,52,0.686482
-104,52,0.710853
-102,52,0.736481
-100,52,0.763288
-98,52,0.791186
-96,52,0.820085
-94,52,0.849886
-92,52,0.880483
-90,52,0.911765
-88,52,0.943611
-86,52,0.975893
-84,52,1.00848
-82,52,1.04122
-80,52,1.07397
-78,52,1.10657
-76,52,1.13887
-74,52,1.17071
-72,52,1.20193
-70,52,1.23237
-68,52,1.26188
-66,52,1.29031
-64,52,1.31753
-62,52,1.34343
-60,52,1.3679
-58,52,1.39087
-56,52,1.41227
-54,52,1.43207
-52,52,1.45027
-50,52,1.46688
-48,52,1.48195
-46,52,1.49556
-44,52,1.50778
-42,52,1.51876
-40,52,1.52861
-38,52,1.5375
-36,52,1.5456
-34,52,1.55306
-32,52,1.56007
-30,52,1.5668
-28,52,1.57341
-26,52,1.58005
-24,52,1.58686
-22,52,1.59396
-20,52,1.60144
-18,52,1.60936
-16,52,1.61777
-14,52,1.62667
-12,52,1.63605
-10,52,1.64587
-8,52,1.65604
-6,52,1.66647
-4,52,1.67703
-2,52,1.68758
0,52,1.69795
2,52,1.70797
4,52,1.71743
6,52,1.72615
8,52,1.73393
10,52,1.74055
12,52,1.74583
14,52,1.74958
16,52,1.75162
18,52,1.75181
20,52,1.75
22,52,1.74607
24,52,1.73996
26,52,1.7316
28,52,1.72096
30,52,1.70807
32,52,1.69295
34,52,1.67568
36,52,1.65639
38,52,1.6352
40,52,1.61231
42,52,1.5879
44,52,1.56222
46,52,1.53551
48,52,1.50805
50,52,1.48014
52,52,1.45205
54,52,1.42412
56,52,1.39662
58,52,1.36989
60,52,1.34419
62,52,1.31983
64,52,1.29707
66,52,1.27616
68,52,1.25732
70,52,1.24076
72,52,1.22664
74,52,1.21511
76,52,1.20628
78,52,1.20022
80,52,1.19699
82,52,1.1966
84,52,1.19903
86,52,1.20422
88,52,1.2121
90,52,1.22256
92,52,1.23544
94,52,1.2506
96,52,1.26783
98,52,1.28692
100,52,1.30763
102,52,1.32972
104,52,1.35291
106,52,1.37693
108,52,1.40148
110,52,1.42626
112,52,1.45098
114,52,1.47534
116,52,1.49904
118,52,1.52177
120,52,1.54327
122,52,1.56326
124,52,1.58147
126,52,1.59768
128,52,1.61165
130,52,1.62319
132,52,1.63213
134,52,1.63832
136,52,1.64164
138,52,1.64198
140,52,1.63929
142,52,1.63353
144,52,1.62468
146,52,1.61278
148,52,1.59786
150,52,1.57999
152,52,1.55928
154,52,1.53585
156,52,1.50984
158,52,1.48141
160,52,1.45074
162,52,1.41803
164,52,1.3835
166,52,1.34735
168,52,1.30982
170,52,1.27114
172,52,1.23156
174,52,1.19132
176,52,1.15066
178,52,1.10981
180,52,1.06901
-180,54,0.986228
-178,54,0.946107
-176,54,0.906511
-174,54,0.867648
-172,54,0.829716
-170,54,0.7929
-168,54,0.757369
-166,54,0.723279
-164,54,0.690769
-162,54,0.659963
-160,54,0.63097
-158,54,0.603883
-156,54,0.578778
-154,54,0.555719
-152,54,0.534756
-150,54,0.515923
-148,54,0.499246
-146,54,0.484735
-144,54,0.472393
-142,54,0.462214
-140,54,0.454181
-138,54,0.448273
-136,54,0.444461
-134,54,0.442711
-132,54,0.442984
-130,54,0.445239
-128,54,0.44943
-126,54,0.455509
-124,54,0.463428
-122,54,0.473133
-120,54,0.484572
-118,54,0.497692
-116,54,0.512435
-114,54,0.528746
-112,54,0.546566
-110,54,0.565836
-108,54,0.586493
-106,54,0.608474
-104,54,0.631711
-102,54,0.656134
-100,54,0.681668
-98,54,0.708232
-96,54,0.735742
-94,54,0.764106
-92,54,0.793225
-90,54,0.822993
-88,54,0.853296
-86,54,0.884013
-84,54,0.915012
-82,54,0.946157
-80,54,0.977303
-78,54,1.0083
-76,54,1.03899
-74,54,1.06922
-72,54,1.09882
-70,54,1.12765
-68,54,1.15554
-66,54,1.18237
-64,54,1.20798
-62,54,1.23227
-60,54,1.25513
-58,54,1.27649
-56,54,1.29628
-54,54,1.31448
-52,54,1.33108
-50,54,1.3461
-48,54,1.35959
-46,54,1.37164
-44,54,1.38235
-42,54,1.39183
-40,54,1.40025
-38,54,1.40776
-36,54,1.41454
-34,54,1.42077
-32,54,1.42664
-30,54,1.43232
-28,54,1.43799
-26,54,1.44381
-24,54,1.44992
-22,54,1.45644
-20,54,1.46347
-18,54,1.47107
-16,54,1.47929
-14,54,1.48813
-12,54,1.49758
-10,54,1.50757
-8,54,1.51804
-6,54,1.52886
-4,54,1.53991
-2,54,1.55103
0,54,1.56204
2,54,1.57275
4,54,1.58296
6,54,1.59245
8,54,1.60102
10,54,1.60845
12,54,1.61452
14,54,1.61905
16,54,1.62184
18,54,1.62273
20,54,1.62157
22,54,1.61825
24,54,1.61266
26,54,1.60475
28,54,1.59449
30,54,1.58189
32,54,1.56698
34,54,1.54985
36,54,1.53061
38,54,1.50941
40,54,1.48643
42,54,1.46187
44,54,1.43599
46,54,1.40905
48,54,1.38132
50,54,1.35311
52,54,1.32474
54,54,1.2965
56,54,1.26874
58,54,1.24175
60,54,1.21584
62,54,1.19132
64,54,1.16845
66,54,1.14749
68,54,1.12867
70,54,1.1122
72,54,1.09826
74,54,1.08698
76,54,1.07849
78,54,1.07286
80,54,1.07015
82,54,1.07035
84,54,1.07346
86,54,1.07942
88,54,1.08814
90,54,1.09952
92,54,1.1134
94,54,1.12962
96,54,1.14798
98,54,1.16826
100,54,1.19022
102,54,1.2136
104,54,1.23814
106,54,1.26353
108,54,1.28949
110,54,1.31571
112,54,1.34188
114,54,1.36769
116,54,1.39284
118,54,1.41702
120,54,1.43995
122,54,1.46134
124,54,1.48092
126,54,1.49846
128,54,1.51371
130,54,1.52649
132,54,1.5366
134,54,1.54389
136,54,1.54824
138,54,1.54956
140,54,1.54776
142,54,1.54283
144,54,1.53474
146,54,1.52353
148,54,1.50923
150,54,1.49194
152,54,1.47174
154,54,1.44876
156,54,1.42317
158,54,1.39512
160,54,1.36479
162,54,1.33241
164,54,1.29817
166,54,1.26232
168,54,1.22508
170,54,1.1867
172,54,1.14742
174,54,1.10749
176,54,1.06715
178,54,1.02665
180,54,0.986228
-180,56,0.908663
-178,56,0.869108
-176,56,0.830105
-174,56,0.791863
-172,56,0.754579
-170,56,0.718436
-168,56,0.6836
-166,56,0.650222
-164,56,0.61844
-162,56,0.588371
-160,56,0.56012
-158,56,0.533773
-156,56,0.509402
-154,56,0.487064
-152,56,0.466801
-150,56,0.448643
-148,56,0.432606
-146,56,0.418696
-144,56,0.406907
-142,56,0.397228
-140,56,0.389635
-138,56,0.384101
-136,56,0.38059
-134,56,0.379064
-132,56,0.379478
-130,56,0.381788
-128,56,0.385942
-126,56,0.391891
-124,56,0.399582
-122,56,0.408961
-120,56,0.419974
-118,56,0.432567
-116,56,0.446684
-114,56,0.462269
-112,56,0.479267
-110,56,0.49762
-108,56,0.51727
-106,56,0.538156
-104,56,0.560216
-102,56,0.583386
-100,56,0.607596
-98,56,0.632772
-96,56,0.658837
-94,56,0.685706
-92,56,0.713286
-90,56,0.741479
-88,56,0.770178
-86,56,0.799266
-84,56,0.828621
-82,56,0.85811
-80,56,0.887593
-78,56,0.916923
-76,56,0.945949
-74,56,0.974515
-72,56,1.00246
-70,56,1.02964
-68,56,1.0559
-66,56,1.08108
-64,56,1.10507
-62,56,1.12774
-60,56,1.14899
-58,56,1.16875
-56,56,1.18695
-54,56,1.20356
-52,56,1.21859
-50,56,1.23206
-48,56,1.24403
-46,56,1.25457
-44,56,1.26381
-42,56,1.27188
-40,56,1.27892
-38,56,1.28512
-36,56,1.29065
-34,56,1.29572
-32,56,1.3005
-30,56,1.3052
-28,56,1.30999
-26,56,1.31504
-24,56,1.32049
-22,56,1.32648
-20,56,1.33309
-18,56,1.34039
-16,56,1.34844
-14,56,1.35722
-12,56,1.36672
-10,56,1.37688
-8,56,1.38761
-6,56,1.3988
-4,56,1.4103
-2,56,1.42194
0,56,1.43354
2,56,1.4449
4,56,1.45579
6,56,1.46601
8,56,1.47532
10,56,1.4835
12,56,1.49033
14,56,1.4956
16,56,1.4991
18,56,1.50068
20,56,1.50016
22,56,1.49743
24,56,1.49238
26,56,1.48494
28,56,1.47509
30,56,1.46282
32,56,1.44819
34,56,1.43125
36,56,1.41214
38,56,1.391
40,56,1.36803
42,56,1.34343
44,56,1.31746
46,56,1.29039
48,56,1.26251
50,56,1.23414
52,56,1.20558
54,56,1.17718
56,56,1.14925
58,56,1.12213
60,56,1.09612
62,56,1.07152
64,56,1.04863
66,56,1.0277
68,56,1.00896
70,56,0.992636
72,56,0.978897
74,56,0.967891
76,56,0.959734
78,56,0.954506
80,56,0.952254
82,56,0.95299
84,56,0.956693
86,56,0.963308
88,56,0.972749
90,56,0.9849
92,56,0.999615
94,56,1.01672
96,56,1.03602
98,56,1.05729
100,56,1.08028
102,56,1.10474
104,56,1.13038
106,56,1.15692
108,56,1.18406
110,56,1.21147
112,56,1.23886
114,56,1.26589
116,56,1.29227
118,56,1.31768
120,56,1.34183
122,56,1.36442
124,56,1.38518
126,56,1.40386
128,56,1.42023
130,56,1.43408
132,56,1.44522
134,56,1.45349
136,56,1.45877
138,56,1.46096
140,56,1.45999
142,56,1.45582
144,56,1.44845
146,56,1.4379
148,56,1.42422
150,56,1.40749
152,56,1.38783
154,56,1.36535
156,56,1.34022
158,56,1.31261
160,56,1.28272
162,56,1.25075
164,56,1.21692
166,56,1.18148
168,56,1.14465
170,56,1.1067
172,56,1.06786
174,56,1.02839
176,56,0.988539
178,56,0.94855
180,56,0.908663
-180,58,0.83615
-178,58,0.79731
-176,58,0.75905
-174,58,0.721578
-172,58,0.685088
-170,58,0.649759
-168,58,0.615754
-166,58,0.583222
-164,58,0.552293
-162,58,0.523082
-160,58,0.495686
-158,58,0.470186
-156,58,0.446648
-154,58,0.425122
-152,58,0.405644
-150,58,0.388236
-148,58,0.37291
-146,58,0.359663
-144,58,0.348484
-142,58,0.339354
-140,58,0.332244
-138,58,0.327121
-136,58,0.323944
-134,58,0.322668
-132,58,0.323246
-130,58,0.325626
-128,58,0.329757
-126,58,0.335584
-124,58,0.343051
-122,58,0.352105
-120,58,0.362689
-118,58,0.374748
-116,58,0.388229
-114,58,0.403076
-112,58,0.419235
-110,58,0.436653
-108,58,0.455273
-106,58,0.47504
-104,58,0.495898
-102,58,0.517786
-100,58,0.540642
-98,58,0.564398
-96,58,0.588984
-94,58,0.614321
-92,58,0.640326
-90,58,0.666907
-88,58,0.693963
-86,58,0.721387
-84,58,0.74906
-82,58,0.776857
-80,58,0.804643
-78,58,0.832276
-76,58,0.859608
-74,58,0.886488
-72,58,0.912761
-70,58,0.938274
-68,58,0.962877
-66,58,0.986426
-64,58,1.00879
-62,58,1.02985
-60,58,1.04951
-58,58,1.06769
-56,58,1.08433
-54,58,1.0994
-52,58,1.11291
-50,58,1.12488
-48,58,1.13538
-46,58,1.1445
-44,58,1.15234
-42,58,1.15906
-40,58,1.16481
-38,58,1.16977
-36,58,1.17414
-34,58,1.17811
-32,58,1.1819
-30,58,1.18568
-28,58,1.18965
-26,58,1.19398
-24,58,1.19883
-22,58,1.20431
-20,58,1.21053
-18,58,1.21756
-16,58,1.22544
-14,58,1.23416
-12,58,1.24371
-10,58,1.25401
-8,58,1.26497
-6,58,1.27648
-4,58,1.28838
-2,58,1.30049
0,58,1.31262
2,58,1.32456
4,58,1.33608
6,58,1.34696
8,58,1.35695
10,58,1.36583
12,58,1.37335
14,58,1.37931
16,58,1.38349
18,58,1.38572
20,58,1.38582
22,58,1.38367
24,58,1.37916
26,58,1.37221
28,58,1.36279
30,58,1.35089
32,58,1.33657
34,58,1.3199
36,58,1.30099
38,58,1.28
40,58,1.25713
42,58,1.23259
44,58,1.20664
46,58,1.17956
48,58,1.15165
50,58,1.12323
52,58,1.09462
54,58,1.06617
56,58,1.03821
58,58,1.01106
60,58,0.985049
62,58,0.960486
64,58,0.937657
66,58,0.916828
68,58,0.898238
70,58,0.882099
72,58,0.868592
74,58,0.857865
76,58,0.850033
78,58,0.845176
80,58,0.84334
82,58,0.844536
84,58,0.848744
86,58,0.855906
88,58,0.865937
90,58,0.878719
92,58,0.894104
94,58,0.911919
96,58,0.931964
98,58,0.954015
100,58,0.977828
102,58,1.00314
104,58,1.02967
106,58,1.05712
108,58,1.08519
110,58,1.11356
112,58,1.14193
114,58,1.16995
116,58,1.19733
118,58,1.22375
120,58,1.2489
122,58,1.27248
124,58,1.29423
126,58,1.31388
128,58,1.3312
130,58,1.34596
132,58,1.35799
134,58,1.36711
136,58,1.37321
138,58,1.37618
140,58,1.37595
142,58,1.37249
144,58,1.36578
146,58,1.35586
148,58,1.34278
150,58,1.32662
152,58,1.3075
154,58,1.28556
156,58,1.26094
158,58,1.23383
160,58,1.20444
162,58,1.17297
164,58,1.13965
166,58,1.10473
168,58,1.06844
170,58,1.03103
172,58,0.992773
174,58,0.953905
176,58,0.914683
178,58,0.875351
180,58,0.83615
-180,60,0.768517
-178,60,0.730527
-176,60,0.693144
-174,60,0.656573
-172,60,0.621005
-170,60,0.586615
-168,60,0.553562
-166,60,0.521989
-164,60,0.492021
-162,60,0.463768
-160,60,0.43732
-158,60,0.412754
-156,60,0.390128
-154,60,0.369487
-152,60,0.35086
-150,60,0.334262
-148,60,0.319698
-146,60,0.307161
-144,60,0.296632
-142,60,0.288087
-140,60,0.28149
-138,60,0.276803
-136,60,0.27398
-134,60,0.272972
-132,60,0.273727
-130,60,0.276189
-128,60,0.280304
-126,60,0.286013
-124,60,0.293261
-122,60,0.30199
-120,60,0.312144
-118,60,0.323668
-116,60,0.336508
-114,60,0.350611
-112,60,0.365925
-110,60,0.382399
-108,60,0.399981
-106,60,0.41862
-104,60,0.438264
-102,60,0.458859
-100,60,0.480348
-98,60,0.502671
-96,60,0.525764
-94,60,0.549556
-92,60,0.573971
-90,60,0.598924
-88,60,0.624323
-86,60,0.650067
-84,60,0.676044
-82,60,0.702136
-80,60,0.728213
-78,60,0.754139
-76,60,0.779771
-74,60,0.80496
-72,60,0.829556
-70,60,0.853408
-68,60,0.876368
-66,60,0.898294
-64,60,0.919056
-62,60,0.938536
-60,60,0.956636
-58,60,0.973276
-56,60,0.988403
-54,60,1.00199
-52,60,1.01404
-50,60,1.02459
-48,60,1.0337
-46,60,1.04146
-44,60,1.04799
-42,60,1.05344
-40,60,1.05798
-38,60,1.0618
-36,60,1.06509
-34,60,1.06806
-32,60,1.07092
-30,60,1.07386
-28,60,1.07708
-26,60,1.08076
-24,60,1.08504
-22,60,1.09007
-20,60,1.09593
-18,60,1.10269
-16,60,1.1104
-14,60,1.11906
-12,60,1.12863
-10,60,1.13904
-8,60,1.1502
-6,60,1.16198
-4,60,1.17421
-2,60,1.18673
0,60,1.19932
2,60,1.21177
4,60,1.22385
6,60,1.23531
8,60,1.24591
10,60,1.25541
12,60,1.26357
14,60,1.27017
16,60,1.27498
18,60,1.27782
20,60,1.27852
22,60,1.27693
24,60,1.27294
26,60,1.26649
28,60,1.25752
30,60,1.24604
32,60,1.23208
34,60,1.21572
36,60,1.19709
38,60,1.17633
40,60,1.15365
42,60,1.12927
44,60,1.10345
46,60,1.07648
48,60,1.04866
50,60,1.02031
52,60,0.99178
54,60,0.963401
56,60,0.935516
58,60,0.90846
60,60,0.882561
62,60,0.858127
64,60,0.83545
66,60,0.814799
68,60,0.796414
70,60,0.780508
72,60,0.767261
74,60,0.756822
76,60,0.749305
78,60,0.744789
80,60,0.74332
82,60,0.744908
84,60,0.749531
86,60,0.757132
88,60,0.767626
90,60,0.780893
92,60,0.796788
94,60,0.815136
96,60,0.835738
98,60,0.858371
100,60,0.882791
102,60,0.908734
104,60,0.935919
106,60,0.964051
108,60,0.992825
110,60,1.02193
112,60,1.05103
114,60,1.07982
116,60,1.10798
118,60,1.13518
120,60,1.16112
122,60,1.1855
124,60,1.20804
126,60,1.22848
128,60,1.24657
130,60,1.2621
132,60,1.27487
134,60,1.28472
136,60,1.29153
138,60,1.29518
140,60,1.29561
142,60,1.29278
144,60,1.28669
146,60,1.27737
148,60,1.26487
150,60,1.24928
152,60,1.23072
154,60,1.20933
156,60,1.18527
158,60,1.15872
160,60,1.1299
162,60,1.09901
164,60,1.06629
166,60,1.03198
168,60,0.996334
170,60,0.959602
172,60,0.922039
174,60,0.8839
176,60,0.845437
178,60,0.806897
180,60,0.768517
-180,62,0.705588
-178,62,0.668568
-176,62,0.63218
-174,62,0.596625
-172,62,0.56209
-170,62,0.528744
-168,62,0.496744
-166,62,0.466224
-164,62,0.437306
-162,62,0.410093
-160,62,0.38467
-158,62,0.361105
-156,62,0.339453
-154,62,0.319751
-152,62,0.302022
-150,62,0.286276
-148,62,0.272511
-146,62,0.260713
-144,62,0.25086
-142,62,0.24292
-140,62,0.236853
-138,62,0.232616
-136,62,0.230158
-134,62,0.229426
-132,62,0.230363
-130,62,0.232912
-128,62,0.237013
-126,62,0.242608
-124,62,0.249636
-122,62,0.258041
-120,62,0.267766
-118,62,0.278755
-116,62,0.290956
-114,62,0.304316
-112,62,0.318786
-110,62,0.334318
-108,62,0.350865
-106,62,0.368378
-104,62,0.386811
-102,62,0.406116
-100,62,0.426242
-98,62,0.447136
-96,62,0.46874
-94,62,0.490992
-92,62,0.513822
-90,62,0.537153
-88,62,0.5609
-86,62,0.584969
-84,62,0.609258
-82,62,0.633651
-80,62,0.658028
-78,62,0.682257
-76,62,0.7062
-74,62,0.729713
-72,62,0.75265
-70,62,0.774862
-68,62,0.796203
-66,62,0.816536
-64,62,0.83573
-62,62,0.853669
-60,62,0.870256
-58,62,0.885414
-56,62,0.89909
-54,62,0.911258
-52,62,0.921925
-50,62,0.931123
-48,62,0.938921
-46,62,0.945414
-44,62,0.950728
-42,62,0.955013
-40,62,0.958443
-38,62,0.961209
-36,62,0.963513
-34,62,0.965567
-32,62,0.967581
-30,62,0.96976
-28,62,0.972301
-26,62,0.975379
-24,62,0.979152
-22,62,0.98375
-20,62,0.989274
-18,62,0.995792
-16,62,1.00334
-14,62,1.01191
-12,62,1.02148
-10,62,1.03197
-8,62,1.04327
-6,62,1.05527
-4,62,1.06778
-2,62,1.08063
0,62,1.09361
2,62,1.10649
4,62,1.11904
6,62,1.131
8,62,1.14213
10,62,1.15219
12,62,1.16091
14,62,1.16808
16,62,1.17346
18,62,1.17687
20,62,1.17813
22,62,1.17708
24,62,1.17362
26,62,1.16766
28,62,1.15916
30,62,1.14811
32,62,1.13456
34,62,1.11858
36,62,1.10029
38,62,1.07984
40,62,1.05744
42,62,1.03332
44,62,1.00774
46,62,0.980985
48,62,0.953371
50,62,0.925226
52,62,0.896888
54,62,0.868703
56,62,0.841016
58,62,0.814166
60,62,0.788481
62,62,0.764272
64,62,0.741834
66,62,0.721433
68,62,0.703311
70,62,0.68768
72,62,0.67472
74,62,0.664577
76,62,0.657364
78,62,0.653159
80,62,0.652007
82,62,0.653919
84,62,0.658869
86,62,0.666804
88,62,0.677636
90,62,0.691249
92,62,0.707497
94,62,0.726207
96,62,0.747183
98,62,0.770203
100,62,0.795025
102,62,0.821387
104,62,0.849009
106,62,0.8776
108,62,0.906853
110,62,0.936453
112,62,0.96608
114,62,0.995411
116,62,1.02412
118,62,1.0519
120,62,1.07842
122,62,1.1034
124,62,1.12655
126,62,1.1476
128,62,1.1663
130,62,1.18244
132,62,1.19582
134,62,1.20627
136,62,1.21367
138,62,1.21791
140,62,1.21892
142,62,1.21667
144,62,1.21115
146,62,1.20239
148,62,1.19045
150,62,1.17543
152,62,1.15744
154,62,1.13662
156,62,1.11315
158,62,1.08721
160,62,1.05902
162,62,1.02878
164,62,0.996744
166,62,0.963147
168,62,0.928243
170,62,0.892286
172,62,0.855533
174,62,0.818239
176,62,0.780655
178,62,0.743026
180,62,0.705588
-180,64,0.647183
-178,64,0.611237
-176,64,0.575945
-174,64,0.541504
-172,64,0.508095
-170,64,0.475884
-168,64,0.445018
-166,64,0.415629
-164,64,0.387831
-162,64,0.361721
-160,64,0.337378
-158,64,0.314865
-156,64,0.29423
-154,64,0.275504
-152,64,0.258704
-150,64,0.243834
-148,64,0.230888
-146,64,0.219846
-144,64,0.210679
-142,64,0.203352
-140,64,0.197821
-138,64,0.194037
-136,64,0.191944
-134,64,0.191488
-132,64,0.192607
-130,64,0.19524
-128,64,0.199326
-126,64,0.204804
-124,64,0.211613
-122,64,0.219695
-120,64,0.228992
-118,64,0.239449
-116,64,0.251015
-114,64,0.263639
-112,64,0.277274
-110,64,0.291874
-108,64,0.307396
-106,64,0.323798
-104,64,0.341036
-102,64,0.359067
-100,64,0.377849
-98,64,0.397333
-96,64,0.41747
-94,64,0.438202
-92,64,0.459469
-90,64,0.481201
-88,64,0.50332
-86,64,0.525739
-84,64,0.548362
-82,64,0.571083
-80,64,0.593785
-78,64,0.616344
-76,64,0.638627
-74,64,0.660494
-72,64,0.681803
-70,64,0.70241
-68,64,0.722172
-66,64,0.740954
-64,64,0.758627
-62,64,0.775078
-60,64,0.79021
-58,64,0.803948
-56,64,0.816241
-54,64,0.827066
-52,64,0.836428
-50,64,0.844364
-48,64,0.850944
-46,64,0.856265
-44,64,0.860457
-42,64,0.863673
-40,64,0.866089
-38,64,0.867901
-36,64,0.869314
-34,64,0.870542
-32,64,0.871799
-30,64,0.873293
-28,64,0.87522
-26,64,0.87776
-24,64,0.881069
-22,64,0.885279
-20,64,0.89049
-18,64,0.896769
-16,64,0.904148
-14,64,0.912624
-12,64,0.922161
-10,64,0.932683
-8,64,0.944085
-6,64,0.95623
-4,64,0.968952
-2,64,0.98206
0,64,0.995343
2,64,1.00857
4,64,1.0215
6,64,1.03388
8,64,1.04546
10,64,1.05599
12,64,1.0652
14,64,1.07287
16,64,1.07877
18,64,1.0827
20,64,1.08448
22,64,1.08395
24,64,1.081
26,64,1.07553
28,64,1.06752
30,64,1.05694
32,64,1.04383
34,64,1.02827
36,64,1.01039
38,64,0.990331
40,64,0.968302
42,64,0.944534
44,64,0.919291
46,64,0.892866
48,64,0.865573
50,64,0.837742
52,64,0.809716
54,64,0.781842
56,64,0.754466
58,64,0.727929
60,64,0.702559
62,64,0.678668
64,64,0.656549
66,64,0.636468
68,64,0.618664
70,64,0.603348
72,64,0.590697
74,64,0.580856
76,64,0.573936
78,64,0.570013
80,64,0.569131
82,64,0.571299
84,64,0.576493
86,64,0.584659
88,64,0.595711
90,64,0.609534
92,64,0.625986
94,64,0.644896
96,64,0.66607
98,64,0.689292
100,64,0.714321
102,64,0.7409
104,64,0.768753
106,64,0.797589
108,64,0.827106
110,64,0.85699
112,64,0.886923
114,64,0.916581
116,64,0.945642
118,64,0.973788
120,64,1.00071
122,64,1.02609
124,64,1.04967
126,64,1.07116
128,64,1.09031
130,64,1.10692
132,64,1.12077
134,64,1.13171
136,64,1.1396
138,64,1.14433
140,64,1.14584
142,64,1.1441
144,64,1.13909
146,64,1.13086
148,64,1.11947
150,64,1.105
152,64,1.08759
154,64,1.06737
156,64,1.04453
158,64,1.01925
160,64,0.991735
162,64,0.962219
164,64,0.930936
166,64,0.898133
168,64,0.864061
170,64,0.828975
172,64,0.793133
174,64,0.756786
176,64,0.720186
178,64,0.683573
180,64,0.647183
-180,66,0.59312
-178,66,0.558336
-176,66,0.524225
-174,66,0.490979
-172,66,0.458773
-170,66,0.427766
-168,66,0.3981
-166,66,0.3699
-164,66,0.343275
-162,66,0.318313
-160,66,0.29509
-158,66,0.273662
-156,66,0.25407
-154,66,0.23634
-152,66,0.220485
-150,66,0.206503
-148,66,0.194381
-146,66,0.184096
-144,66,0.175615
-142,66,0.168897
-140,66,0.163896
-138,66,0.160556
-136,66,0.158822
-134,66,0.158632
-132,66,0.159925
-130,66,0.162635
-128,66,0.166701
-126,66,0.172058
-124,66,0.178646
-122,66,0.186404
-120,66,0.195275
-118,66,0.205206
-116,66,0.216145
-114,66,0.228044
-112,66,0.240858
-110,66,0.254544
-108,66,0.269062
-106,66,0.284374
-104,66,0.300442
-102,66,0.31723
-100,66,0.334697
-98,66,0.352805
-96,66,0.371507
-94,66,0.390757
-92,66,0.410498
-90,66,0.430669
-88,66,0.451198
-86,66,0.472007
-84,66,0.493005
-82,66,0.514093
-80,66,0.535162
-78,66,0.556092
-76,66,0.576756
-74,66,0.597021
-72,66,0.616748
-70,66,0.635797
-68,66,0.65403
-66,66,0.671313
-64,66,0.687522
-62,66,0.702546
-60,66,0.716289
-58,66,0.728679
-56,66,0.739665
-54,66,0.749226
-52,66,0.75737
-50,66,0.764135
-48,66,0.769591
-46,66,0.773839
-44,66,0.777009
-42,66,0.779257
-40,66,0.780762
-38,66,0.781719
-36,66,0.782337
-34,66,0.782831
-32,66,0.783416
-30,66,0.784301
-28,66,0.785683
-26,66,0.787742
-24,66,0.790635
-22,66,0.79449
-20,66,0.799408
-18,66,0.805455
-16,66,0.81266
-14,66,0.821021
-12,66,0.830495
-10,66,0.841008
-8,66,0.852451
-6,66,0.864686
-4,66,0.877543
-2,66,0.89083
0,66,0.904333
2,66,0.91782
4,66,0.931047
6,66,0.943759
8,66,0.9557
10,66,0.966611
12,66,0.976241
14,66,0.984347
16,66,0.990703
18,66,0.9951
20,66,0.997356
22,66,0.997314
24,66,0.994852
26,66,0.989882
28,66,0.982355
30,66,0.972263
32,66,0.959638
34,66,0.944557
36,66,0.927139
