Phi[deg],Theta[deg],GainLHCP
-96,8,4.05414
-94,8,4.06468
-92,8,4.07548
-90,8,4.08652
-88,8,4.09778
-86,8,4.10923
-84,8,4.12086
-82,8,4.13265
-80,8,4.14457
-78,8,4.15661
-76,8,4.16873
-74,8,4.18093
-72,8,4.19318
-70,8,4.20546
-68,8,4.21774
-66,8,4.23001
-64,8,4.24224
-62,8,4.25442
-60,8,4.26652
-58,8,4.27853
-56,8,4.29043
-54,8,4.30219
-52,8,4.31381
-50,8,4.32525
-48,8,4.33651
-46,8,4.34757
-44,8,4.35841
-42,8,4.36902
-40,8,4.37939
-38,8,4.38949
-36,8,4.39932
-34,8,4.40887
-32,8,4.41812
-30,8,4.42706
-28,8,4.43568
-26,8,4.44398
-24,8,4.45194
-22,8,4.45956
-20,8,4.46682
-18,8,4.47373
-16,8,4.48028
-14,8,4.48646
-12,8,4.49227
-10,8,4.4977
-8,8,4.50275
-6,8,4.50742
-4,8,4.51171
-2,8,4.51562
0,8,4.51914
2,8,4.52227
4,8,4.52503
6,8,4.5274
8,8,4.5294
10,8,4.53101
12,8,4.53226
14,8,4.53313
16,8,4.53364
18,8,4.53379
20,8,4.53358
22,8,4.53303
24,8,4.53213
26,8,4.53089
28,8,4.52932
30,8,4.52743
32,8,4.52523
34,8,4.52272
36,8,4.51991
38,8,4.51681
40,8,4.51342
42,8,4.50977
44,8,4.50585
46,8,4.50167
48,8,4.49725
50,8,4.4926
52,8,4.48771
54,8,4.48261
56,8,4.47729
58,8,4.47178
60,8,4.46607
62,8,4.46017
64,8,4.45411
66,8,4.44787
68,8,4.44147
70,8,4.43493
72,8,4.42823
74,8,4.4214
76,8,4.41443
78,8,4.40734
80,8,4.40013
82,8,4.3928
84,8,4.38536
86,8,4.37782
88,8,4.37017
90,8,4.36243
92,8,4.35459
94,8,4.34667
96,8,4.33866
98,8,4.33056
100,8,4.32238
102,8,4.31413
104,8,4.3058
106,8,4.29739
108,8,4.28892
110,8,4.28038
112,8,4.27177
114,8,4.2631
116,8,4.25437
118,8,4.24558
120,8,4.23674
122,8,4.22784
124,8,4.2189
126,8,4.20992
128,8,4.20089
130,8,4.19184
132,8,4.18275
134,8,4.17365
136,8,4.16453
138,8,4.15539
140,8,4.14626
142,8,4.13713
144,8,4.12802
146,8,4.11894
148,8,4.10988
150,8,4.10087
152,8,4.09192
154,8,4.08303
156,8,4.07422
158,8,4.0655
160,8,4.05689
162,8,4.04839
164,8,4.04002
166,8,4.0318
168,8,4.02374
170,8,4.01585
172,8,4.00815
174,8,4.00066
176,8,3.99338
178,8,3.98634
180,8,3.97955
-180,10,3.85055
-178,10,3.84194
-176,10,3.83365
-174,10,3.82571
-172,10,3.81814
-170,10,3.81097
-168,10,3.80421
-166,10,3.79788
-164,10,3.79201
-162,10,3.78661
-160,10,3.7817
-158,10,3.77731
-156,10,3.77344
-154,10,3.77011
-152,10,3.76734
-150,10,3.76514
-148,10,3.76353
-146,10,3.7625
-144,10,3.76209
-142,10,3.76228
-140,10,3.76309
-138,10,3.76452
-136,10,3.76659
-134,10,3.76928
-132,10,3.7726
-130,10,3.77655
-128,10,3.78113
-126,10,3.78633
-124,10,3.79215
-122,10,3.79858
-120,10,3.80561
-118,10,3.81322
-116,10,3.82142
-114,10,3.83018
-112,10,3.83949
-110,10,3.84934
-108,10,3.85969
-106,10,3.87055
-104,10,3.88188
-102,10,3.89367
-100,10,3.90589
-98,10,3.91852
-96,10,3.93154
-94,10,3.94491
-92,10,3.95861
-90,10,3.97263
-88,10,3.98692
-86,10,4.00146
-84,10,4.01623
-82,10,4.03119
-80,10,4.04632
-78,10,4.06158
-76,10,4.07695
-74,10,4.0924
-72,10,4.1079
-70,10,4.12342
-68,10,4.13893
-66,10,4.1544
-64,10,4.16982
-62,10,4.18515
-60,10,4.20036
-58,10,4.21543
-56,10,4.23033
-54,10,4.24504
-52,10,4.25954
-50,10,4.27381
-48,10,4.28782
-46,10,4.30155
-44,10,4.31498
-42,10,4.3281
-40,10,4.34088
-38,10,4.35332
-36,10,4.36539
-34,10,4.37707
-32,10,4.38837
-30,10,4.39926
-28,10,4.40973
-26,10,4.41978
-24,10,4.42938
-22,10,4.43854
-20,10,4.44724
-18,10,4.45549
-16,10,4.46326
-14,10,4.47057
-12,10,4.4774
-10,10,4.48374
-8,10,4.48961
-6,10,4.49499
-4,10,4.49989
-2,10,4.5043
0,10,4.50823
2,10,4.51168
4,10,4.51465
6,10,4.51714
8,10,4.51916
10,10,4.52071
12,10,4.5218
14,10,4.52243
16,10,4.52261
18,10,4.52234
20,10,4.52165
22,10,4.52052
24,10,4.51898
26,10,4.51703
28,10,4.51469
30,10,4.51195
32,10,4.50884
34,10,4.50537
36,10,4.50155
38,10,4.49738
40,10,4.49289
42,10,4.48809
44,10,4.48299
46,10,4.47759
48,10,4.47192
50,10,4.466
52,10,4.45982
54,10,4.4534
56,10,4.44676
58,10,4.43992
60,10,4.43287
62,10,4.42563
64,10,4.41822
66,10,4.41064
68,10,4.40291
70,10,4.39503
72,10,4.38702
74,10,4.37888
76,10,4.37061
78,10,4.36223
80,10,4.35375
82,10,4.34516
84,10,4.33648
86,10,4.3277
88,10,4.31883
90,10,4.30988
92,10,4.30084
94,10,4.29171
96,10,4.28251
98,10,4.27323
100,10,4.26386
102,10,4.25442
104,10,4.24489
106,10,4.23528
108,10,4.22559
110,10,4.21581
112,10,4.20595
114,10,4.19601
116,10,4.18598
118,10,4.17587
120,10,4.16567
122,10,4.15538
124,10,4.14501
126,10,4.13457
128,10,4.12404
130,10,4.11343
132,10,4.10275
134,10,4.092
136,10,4.08119
138,10,4.07033
140,10,4.05941
142,10,4.04846
144,10,4.03747
146,10,4.02646
148,10,4.01544
150,10,4.00442
152,10,3.99342
154,10,3.98245
156,10,3.97153
158,10,3.96066
160,10,3.94987
162,10,3.93918
164,10,3.92861
166,10,3.91816
168,10,3.90788
170,10,3.89776
172,10,3.88784
174,10,3.87814
176,10,3.86868
178,10,3.85947
180,10,3.85055
-180,12,3.71302
-178,12,3.70217
-176,12,3.69169
-174,12,3.68159
-172,12,3.67193
-170,12,3.66271
-168,12,3.65397
-166,12,3.64575
-164,12,3.63806
-162,12,3.63093
-160,12,3.6244
-158,12,3.61848
-156,12,3.6132
-154,12,3.60858
-152,12,3.60464
-150,12,3.60139
-148,12,3.59887
-146,12,3.59708
-144,12,3.59603
-142,12,3.59574
-140,12,3.59622
-138,12,3.59748
-136,12,3.59952
-134,12,3.60235
-132,12,3.60596
-130,12,3.61037
-128,12,3.61555
-126,12,3.62152
-124,12,3.62827
-122,12,3.63577
-120,12,3.64404
-118,12,3.65304
-116,12,3.66277
-114,12,3.67321
-112,12,3.68434
-110,12,3.69613
-108,12,3.70858
-106,12,3.72164
-104,12,3.7353
-102,12,3.74953
-100,12,3.7643
-98,12,3.77957
-96,12,3.79533
-94,12,3.81152
-92,12,3.82813
-90,12,3.84511
-88,12,3.86243
-86,12,3.88005
-84,12,3.89794
-82,12,3.91606
-80,12,3.93437
-78,12,3.95283
-76,12,3.97142
-74,12,3.99008
-72,12,4.00879
-70,12,4.02751
-68,12,4.04619
-66,12,4.06482
-64,12,4.08334
-62,12,4.10174
-60,12,4.11996
-58,12,4.138
-56,12,4.1558
-54,12,4.17335
-52,12,4.19062
-50,12,4.20758
-48,12,4.22419
-46,12,4.24045
-44,12,4.25632
-42,12,4.27179
-40,12,4.28683
-38,12,4.30143
-36,12,4.31557
-34,12,4.32922
-32,12,4.34238
-30,12,4.35504
-28,12,4.36718
-26,12,4.37878
-24,12,4.38985
-22,12,4.40037
-20,12,4.41033
-18,12,4.41972
-16,12,4.42855
-14,12,4.4368
-12,12,4.44448
-10,12,4.45157
-8,12,4.45809
-6,12,4.46402
-4,12,4.46937
-2,12,4.47413
0,12,4.47832
2,12,4.48194
4,12,4.48498
6,12,4.48745
8,12,4.48936
10,12,4.49071
12,12,4.49152
14,12,4.49178
16,12,4.49152
18,12,4.49073
20,12,4.48943
22,12,4.48763
24,12,4.48534
26,12,4.48257
28,12,4.47935
30,12,4.47568
32,12,4.47158
34,12,4.46707
36,12,4.46215
38,12,4.45685
40,12,4.45119
42,12,4.44518
44,12,4.43884
46,12,4.43219
48,12,4.42524
50,12,4.41802
52,12,4.41054
54,12,4.40282
56,12,4.39488
58,12,4.38673
60,12,4.37839
62,12,4.36987
64,12,4.36119
66,12,4.35237
68,12,4.34342
70,12,4.33434
72,12,4.32515
74,12,4.31587
76,12,4.3065
78,12,4.29704
80,12,4.28751
82,12,4.2779
84,12,4.26824
86,12,4.2585
88,12,4.24871
90,12,4.23886
92,12,4.22895
94,12,4.21897
96,12,4.20893
98,12,4.19883
100,12,4.18866
102,12,4.17841
104,12,4.16808
106,12,4.15767
108,12,4.14717
110,12,4.13657
112,12,4.12587
114,12,4.11507
116,12,4.10415
118,12,4.09311
120,12,4.08195
122,12,4.07067
124,12,4.05925
126,12,4.04771
128,12,4.03603
130,12,4.02421
132,12,4.01227
134,12,4.00019
136,12,3.98799
138,12,3.97566
140,12,3.96322
142,12,3.95067
144,12,3.93802
146,12,3.92528
148,12,3.91247
150,12,3.8996
152,12,3.88668
154,12,3.87373
156,12,3.86077
158,12,3.84782
160,12,3.83491
162,12,3.82204
164,12,3.80926
166,12,3.79658
168,12,3.78403
170,12,3.77164
172,12,3.75943
174,12,3.74743
176,12,3.73568
178,12,3.7242
180,12,3.71302
-180,14,3.56865
-178,14,3.55546
-176,14,3.54267
-174,14,3.5303
-172,14,3.51839
-170,14,3.507
-168,14,3.49614
-166,14,3.48586
-164,14,3.47621
-162,14,3.4672
-160,14,3.45888
-158,14,3.45127
-156,14,3.44442
-154,14,3.43834
-152,14,3.43307
-150,14,3.42862
-148,14,3.42503
-146,14,3.42232
-144,14,3.42049
-142,14,3.41958
-140,14,3.41959
-138,14,3.42053
-136,14,3.42241
-134,14,3.42524
-132,14,3.42903
-130,14,3.43376
-128,14,3.43945
-126,14,3.44607
-124,14,3.45364
-122,14,3.46213
-120,14,3.47153
-118,14,3.48184
-116,14,3.49302
-114,14,3.50505
-112,14,3.51793
-110,14,3.53161
-108,14,3.54607
-106,14,3.56128
-104,14,3.57721
-102,14,3.59382
-100,14,3.61108
-98,14,3.62894
-96,14,3.64738
-94,14,3.66634
-92,14,3.68579
-90,14,3.70568
-88,14,3.72597
-86,14,3.74661
-84,14,3.76756
-82,14,3.78877
-80,14,3.81019
-78,14,3.83178
-76,14,3.8535
-74,14,3.87529
-72,14,3.89711
-70,14,3.91892
-68,14,3.94067
-66,14,3.96232
-64,14,3.98383
-62,14,4.00516
-60,14,4.02626
-58,14,4.04711
-56,14,4.06766
-54,14,4.08788
-52,14,4.10774
-50,14,4.1272
-48,14,4.14625
-46,14,4.16484
-44,14,4.18295
-42,14,4.20057
-40,14,4.21766
-38,14,4.23422
-36,14,4.25021
-34,14,4.26562
-32,14,4.28044
-30,14,4.29466
-28,14,4.30825
-26,14,4.32122
-24,14,4.33354
-22,14,4.34522
-20,14,4.35625
-18,14,4.36661
-16,14,4.37631
-14,14,4.38534
-12,14,4.39369
-10,14,4.40138
-8,14,4.40839
-6,14,4.41472
-4,14,4.42039
-2,14,4.42538
0,14,4.42971
2,14,4.43337
4,14,4.43637
6,14,4.43872
8,14,4.44042
10,14,4.44149
12,14,4.44192
14,14,4.44173
16,14,4.44094
18,14,4.43954
20,14,4.43756
22,14,4.43502
24,14,4.43191
26,14,4.42827
28,14,4.42411
30,14,4.41944
32,14,4.41429
34,14,4.40867
36,14,4.40261
38,14,4.39613
40,14,4.38925
42,14,4.382
44,14,4.37439
46,14,4.36645
48,14,4.35821
50,14,4.34968
52,14,4.3409
54,14,4.33188
56,14,4.32265
58,14,4.31323
60,14,4.30365
62,14,4.29391
64,14,4.28405
66,14,4.27407
68,14,4.26401
70,14,4.25386
72,14,4.24365
74,14,4.23339
76,14,4.22309
78,14,4.21276
80,14,4.20241
82,14,4.19203
84,14,4.18164
86,14,4.17124
88,14,4.16082
90,14,4.15038
92,14,4.13993
94,14,4.12945
96,14,4.11894
98,14,4.10839
100,14,4.09779
102,14,4.08714
104,14,4.07642
106,14,4.06561
108,14,4.05472
110,14,4.04372
112,14,4.0326
114,14,4.02135
116,14,4.00996
118,14,3.99842
120,14,3.98671
122,14,3.97482
124,14,3.96275
126,14,3.95049
128,14,3.93803
130,14,3.92537
132,14,3.9125
134,14,3.89942
136,14,3.88613
138,14,3.87263
140,14,3.85893
142,14,3.84504
144,14,3.83096
146,14,3.8167
148,14,3.80229
150,14,3.78772
152,14,3.77303
154,14,3.75823
156,14,3.74335
158,14,3.7284
160,14,3.71342
162,14,3.69843
164,14,3.68347
166,14,3.66856
168,14,3.65373
170,14,3.63903
172,14,3.62449
174,14,3.61014
176,14,3.59603
178,14,3.58218
180,14,3.56865
-180,16,3.41912
-178,16,3.40353
-176,16,3.38833
-174,16,3.37359
-172,16,3.35936
-170,16,3.34567
-168,16,3.33259
-166,16,3.32015
-164,16,3.3084
-162,16,3.29739
-160,16,3.28715
-158,16,3.27774
-156,16,3.26918
-154,16,3.26152
-152,16,3.25478
-150,16,3.24901
-148,16,3.24423
-146,16,3.24046
-144,16,3.23773
-142,16,3.23606
-140,16,3.23547
