Phi[deg],Theta[deg],GainLHCP
10,8,4.50821
12,8,4.5083
14,8,4.50842
16,8,4.50857
18,8,4.50874
20,8,4.50894
22,8,4.50915
24,8,4.50938
26,8,4.50962
28,8,4.50986
30,8,4.51011
32,8,4.51034
34,8,4.51057
36,8,4.51079
38,8,4.51099
40,8,4.51116
42,8,4.51131
44,8,4.51142
46,8,4.51151
48,8,4.51155
50,8,4.51155
52,8,4.5115
54,8,4.51141
56,8,4.51127
58,8,4.51107
60,8,4.51081
62,8,4.5105
64,8,4.51013
66,8,4.50969
68,8,4.5092
70,8,4.50864
72,8,4.50803
74,8,4.50735
76,8,4.5066
78,8,4.5058
80,8,4.50494
82,8,4.50403
84,8,4.50306
86,8,4.50203
88,8,4.50096
90,8,4.49984
92,8,4.49868
94,8,4.49748
96,8,4.49624
98,8,4.49498
100,8,4.49368
102,8,4.49237
104,8,4.49104
106,8,4.48969
108,8,4.48834
110,8,4.487
112,8,4.48565
114,8,4.48432
116,8,4.483
118,8,4.4817
120,8,4.48043
122,8,4.47919
124,8,4.478
126,8,4.47684
128,8,4.47574
130,8,4.47469
132,8,4.4737
134,8,4.47278
136,8,4.47192
138,8,4.47114
140,8,4.47044
142,8,4.46982
144,8,4.46929
146,8,4.46885
148,8,4.4685
150,8,4.46825
152,8,4.46809
154,8,4.46803
156,8,4.46808
158,8,4.46822
160,8,4.46847
162,8,4.46882
164,8,4.46928
166,8,4.46984
168,8,4.4705
170,8,4.47126
172,8,4.47212
174,8,4.47308
176,8,4.47413
178,8,4.47528
180,8,4.47651
-180,10,4.3874
-178,10,4.38921
-176,10,4.39114
-174,10,4.39318
-172,10,4.39533
-170,10,4.39757
-168,10,4.39991
-166,10,4.40233
-164,10,4.40482
-162,10,4.40738
-160,10,4.40999
-158,10,4.41265
-156,10,4.41536
-154,10,4.41809
-152,10,4.42084
-150,10,4.42361
-148,10,4.42637
-146,10,4.42913
-144,10,4.43188
-142,10,4.4346
-140,10,4.43728
-138,10,4.43992
-136,10,4.44252
-134,10,4.44505
-132,10,4.44751
-130,10,4.4499
-128,10,4.45221
-126,10,4.45443
-124,10,4.45655
-122,10,4.45858
-120,10,4.46049
-118,10,4.46229
-116,10,4.46398
-114,10,4.46554
-112,10,4.46698
-110,10,4.46829
-108,10,4.46947
-106,10,4.47051
-104,10,4.47142
-102,10,4.47219
-100,10,4.47282
-98,10,4.47332
-96,10,4.47368
-94,10,4.4739
-92,10,4.47399
-90,10,4.47394
-88,10,4.47377
-86,10,4.47346
-84,10,4.47303
-82,10,4.47249
-80,10,4.47182
-78,10,4.47105
-76,10,4.47017
-74,10,4.46918
-72,10,4.46811
-70,10,4.46695
-68,10,4.4657
-66,10,4.46438
-64,10,4.463
-62,10,4.46155
-60,10,4.46005
-58,10,4.45851
-56,10,4.45694
-54,10,4.45533
-52,10,4.4537
-50,10,4.45207
-48,10,4.45042
-46,10,4.44878
-44,10,4.44716
-42,10,4.44555
-40,10,4.44397
-38,10,4.44243
-36,10,4.44092
-34,10,4.43947
-32,10,4.43806
-30,10,4.43672
-28,10,4.43545
-26,10,4.43424
-24,10,4.43311
-22,10,4.43206
-20,10,4.4311
-18,10,4.43022
-16,10,4.42942
-14,10,4.42872
-12,10,4.42811
-10,10,4.4276
-8,10,4.42717
-6,10,4.42684
-4,10,4.4266
-2,10,4.42645
0,10,4.42639
2,10,4.42641
4,10,4.42651
6,10,4.42669
8,10,4.42694
10,10,4.42726
12,10,4.42764
14,10,4.42808
16,10,4.42857
18,10,4.4291
20,10,4.42967
22,10,4.43028
24,10,4.4309
26,10,4.43155
28,10,4.4322
30,10,4.43285
32,10,4.4335
34,10,4.43414
36,10,4.43475
38,10,4.43534
40,10,4.43589
42,10,4.4364
44,10,4.43686
46,10,4.43726
48,10,4.4376
50,10,4.43788
52,10,4.43808
54,10,4.4382
56,10,4.43824
58,10,4.4382
60,10,4.43806
62,10,4.43783
64,10,4.43751
66,10,4.43708
68,10,4.43656
70,10,4.43594
72,10,4.43522
74,10,4.43439
76,10,4.43347
78,10,4.43245
80,10,4.43133
82,10,4.43011
84,10,4.42881
86,10,4.42742
88,10,4.42595
90,10,4.4244
92,10,4.42277
94,10,4.42108
96,10,4.41933
98,10,4.41752
100,10,4.41566
102,10,4.41376
104,10,4.41183
106,10,4.40987
108,10,4.40789
110,10,4.40591
112,10,4.40392
114,10,4.40194
116,10,4.39998
118,10,4.39804
120,10,4.39613
122,10,4.39427
124,10,4.39245
126,10,4.3907
128,10,4.38901
130,10,4.3874
132,10,4.38587
134,10,4.38443
136,10,4.38309
138,10,4.38185
140,10,4.38073
142,10,4.37973
144,10,4.37885
146,10,4.37809
148,10,4.37748
150,10,4.377
152,10,4.37666
154,10,4.37646
156,10,4.37642
158,10,4.37652
160,10,4.37677
162,10,4.37717
164,10,4.37773
166,10,4.37843
168,10,4.37929
170,10,4.38029
172,10,4.38144
174,10,4.38272
176,10,4.38415
178,10,4.38571
180,10,4.3874
-180,12,4.28196
-178,12,4.28432
-176,12,4.28684
-174,12,4.28952
-172,12,4.29233
-170,12,4.29528
-168,12,4.29835
-166,12,4.30153
-164,12,4.30481
-162,12,4.30818
-160,12,4.31162
-158,12,4.31512
-156,12,4.31868
-154,12,4.32228
-152,12,4.3259
-150,12,4.32953
-148,12,4.33316
-146,12,4.33679
-144,12,4.34038
-142,12,4.34394
-140,12,4.34745
-138,12,4.3509
-136,12,4.35428
-134,12,4.35758
-132,12,4.36078
-130,12,4.36388
-128,12,4.36686
-126,12,4.36972
-124,12,4.37245
-122,12,4.37504
-120,12,4.37748
-118,12,4.37977
-116,12,4.3819
-114,12,4.38386
-112,12,4.38566
-110,12,4.38727
-108,12,4.38871
-106,12,4.38997
-104,12,4.39104
-102,12,4.39193
-100,12,4.39263
-98,12,4.39314
-96,12,4.39347
-94,12,4.39362
-92,12,4.39358
-90,12,4.39337
-88,12,4.39298
-86,12,4.39242
-84,12,4.39169
-82,12,4.3908
-80,12,4.38975
-78,12,4.38855
-76,12,4.38722
-74,12,4.38575
-72,12,4.38415
-70,12,4.38244
-68,12,4.38062
-66,12,4.37871
-64,12,4.3767
-62,12,4.37462
-60,12,4.37247
-58,12,4.37027
-56,12,4.36803
-54,12,4.36575
-52,12,4.36345
-50,12,4.36114
-48,12,4.35883
-46,12,4.35653
-44,12,4.35426
-42,12,4.35202
-40,12,4.34983
-38,12,4.34769
-36,12,4.34562
-34,12,4.34363
-32,12,4.34172
-30,12,4.3399
-28,12,4.33818
-26,12,4.33658
-24,12,4.33508
-22,12,4.33371
-20,12,4.33247
-18,12,4.33135
-16,12,4.33037
-14,12,4.32952
-12,12,4.32882
-10,12,4.32825
-8,12,4.32782
-6,12,4.32753
-4,12,4.32738
-2,12,4.32736
0,12,4.32747
2,12,4.32771
4,12,4.32807
6,12,4.32854
8,12,4.32913
10,12,4.32981
12,12,4.33059
14,12,4.33146
16,12,4.3324
18,12,4.33341
20,12,4.33447
22,12,4.33558
24,12,4.33673
26,12,4.33791
28,12,4.33909
30,12,4.34029
32,12,4.34147
34,12,4.34264
36,12,4.34377
38,12,4.34487
40,12,4.34591
42,12,4.34689
44,12,4.34781
46,12,4.34864
48,12,4.34938
50,12,4.35002
52,12,4.35056
54,12,4.35098
56,12,4.35129
58,12,4.35147
60,12,4.35151
62,12,4.35142
64,12,4.35119
66,12,4.35082
68,12,4.3503
70,12,4.34963
72,12,4.34882
74,12,4.34786
76,12,4.34675
78,12,4.3455
80,12,4.34411
82,12,4.34258
84,12,4.34092
86,12,4.33912
88,12,4.3372
90,12,4.33517
92,12,4.33302
94,12,4.33078
96,12,4.32844
98,12,4.32601
100,12,4.32351
102,12,4.32094
104,12,4.31832
106,12,4.31566
108,12,4.31296
110,12,4.31024
112,12,4.30751
114,12,4.30478
116,12,4.30207
118,12,4.29938
120,12,4.29673
122,12,4.29413
124,12,4.2916
126,12,4.28914
128,12,4.28677
130,12,4.28449
132,12,4.28233
134,12,4.28028
136,12,4.27837
138,12,4.27659
140,12,4.27497
142,12,4.2735
144,12,4.2722
146,12,4.27107
148,12,4.27013
150,12,4.26937
152,12,4.2688
154,12,4.26843
156,12,4.26827
158,12,4.2683
160,12,4.26854
162,12,4.26898
164,12,4.26963
166,12,4.27048
168,12,4.27154
170,12,4.2728
172,12,4.27426
174,12,4.2759
176,12,4.27774
178,12,4.27976
180,12,4.28196
-180,14,4.16158
-178,14,4.16454
-176,14,4.16771
-174,14,4.17107
-172,14,4.17462
-170,14,4.17833
-168,14,4.1822
-166,14,4.18621
-164,14,4.19034
-162,14,4.19459
-160,14,4.19893
-158,14,4.20335
-156,14,4.20783
-154,14,4.21236
-152,14,4.21692
-150,14,4.22149
-148,14,4.22606
-146,14,4.2306
-144,14,4.23512
-142,14,4.23958
-140,14,4.24397
-138,14,4.24829
-136,14,4.2525
-134,14,4.25661
-132,14,4.26059
-130,14,4.26444
-128,14,4.26813
-126,14,4.27167
-124,14,4.27504
-122,14,4.27822
-120,14,4.28121
-118,14,4.284
-116,14,4.28659
-114,14,4.28896
-112,14,4.29111
-110,14,4.29304
-108,14,4.29473
-106,14,4.2962
-104,14,4.29742
-102,14,4.29841
-100,14,4.29916
-98,14,4.29967
-96,14,4.29995
-94,14,4.29999
-92,14,4.29979
-90,14,4.29937
-88,14,4.29872
-86,14,4.29786
-84,14,4.29677
-82,14,4.29549
-80,14,4.294
-78,14,4.29233
-76,14,4.29047
-74,14,4.28845
-72,14,4.28626
-70,14,4.28393
-68,14,4.28146
-66,14,4.27886
-64,14,4.27616
-62,14,4.27336
-60,14,4.27048
-58,14,4.26753
-56,14,4.26453
-54,14,4.26149
-52,14,4.25843
-50,14,4.25536
-48,14,4.25229
-46,14,4.24925
-44,14,4.24625
-42,14,4.2433
-40,14,4.24042
-38,14,4.23761
-36,14,4.23491
-34,14,4.23231
-32,14,4.22983
-30,14,4.22748
-28,14,4.22527
-26,14,4.22322
-24,14,4.22132
-22,14,4.2196
-20,14,4.21805
-18,14,4.21669
-16,14,4.21551
-14,14,4.21452
-12,14,4.21372
-10,14,4.21312
-8,14,4.21271
-6,14,4.21249
-4,14,4.21247
-2,14,4.21263
0,14,4.21297
2,14,4.21349
4,14,4.21417
6,14,4.21502
8,14,4.21602
10,14,4.21716
12,14,4.21843
14,14,4.21981
16,14,4.22131
18,14,4.2229
20,14,4.22456
22,14,4.22629
24,14,4.22808
26,14,4.22989
28,14,4.23173
30,14,4.23357
32,14,4.23541
34,14,4.23722
36,14,4.23898
38,14,4.2407
40,14,4.24234
42,14,4.2439
44,14,4.24536
46,14,4.24671
48,14,4.24794
50,14,4.24904
52,14,4.24999
54,14,4.25079
56,14,4.25142
58,14,4.25188
60,14,4.25216
62,14,4.25226
64,14,4.25216
66,14,4.25187
68,14,4.25139
70,14,4.2507
72,14,4.24981
74,14,4.24872
76,14,4.24743
78,14,4.24594
80,14,4.24426
82,14,4.24239
84,14,4.24034
86,14,4.23811
88,14,4.23571
90,14,4.23315
92,14,4.23044
94,14,4.22758
96,14,4.2246
98,14,4.22149
100,14,4.21828
102,14,4.21497
104,14,4.21159
106,14,4.20814
108,14,4.20464
110,14,4.2011
112,14,4.19754
114,14,4.19398
116,14,4.19043
118,14,4.18691
120,14,4.18343
122,14,4.18001
124,14,4.17667
126,14,4.17341
128,14,4.17027
130,14,4.16725
132,14,4.16437
134,14,4.16163
136,14,4.15907
138,14,4.15668
140,14,4.15448
142,14,4.15249
144,14,4.15071
146,14,4.14916
148,14,4.14784
150,14,4.14676
152,14,4.14592
154,14,4.14535
156,14,4.14503
158,14,4.14497
160,14,4.14518
162,14,4.14566
164,14,4.1464
166,14,4.14741
168,14,4.14868
170,14,4.15021
172,14,4.152
174,14,4.15404
176,14,4.15632
178,14,4.15884
180,14,4.16158
-180,16,4.02783
-178,16,4.03143
-176,16,4.03528
-174,16,4.03938
-172,16,4.0437
-170,16,4.04823
-168,16,4.05295
-166,16,4.05784
-164,16,4.06288
-162,16,4.06806
-160,16,4.07336
-158,16,4.07874
-156,16,4.0842
-154,16,4.08972
-152,16,4.09526
-150,16,4.10082
-148,16,4.10637
-146,16,4.11189
-144,16,4.11736
-142,16,4.12277
-140,16,4.12808
-138,16,4.13329
