Phi[deg],Theta[deg],GainLHCP
-176,2,0.0658926
-174,2,0.0660201
-172,2,0.066156
-170,2,0.0662998
-168,2,0.0664512
-166,2,0.0666098
-164,2,0.0667753
-162,2,0.0669471
-160,2,0.0671249
-158,2,0.0673081
-156,2,0.0674964
-154,2,0.0676891
-152,2,0.0678858
-150,2,0.068086
-148,2,0.0682892
-146,2,0.0684947
-144,2,0.0687022
-142,2,0.0689109
-140,2,0.0691205
-138,2,0.0693303
-136,2,0.0695399
-134,2,0.0697487
-132,2,0.0699561
-130,2,0.0701618
-128,2,0.0703652
-126,2,0.0705658
-124,2,0.0707631
-122,2,0.0709568
-120,2,0.0711465
-118,2,0.0713317
-116,2,0.071512
-114,2,0.0716872
-112,2,0.0718569
-110,2,0.0720208
-108,2,0.0721788
-106,2,0.0723304
-104,2,0.0724757
-102,2,0.0726143
-100,2,0.0727463
-98,2,0.0728714
-96,2,0.0729896
-94,2,0.0731009
-92,2,0.0732053
-90,2,0.0733028
-88,2,0.0733934
-86,2,0.0734772
-84,2,0.0735544
-82,2,0.0736251
-80,2,0.0736893
-78,2,0.0737474
-76,2,0.0737994
-74,2,0.0738456
-72,2,0.0738863
-70,2,0.0739216
-68,2,0.0739519
-66,2,0.0739773
-64,2,0.0739982
-62,2,0.0740148
-60,2,0.0740275
-58,2,0.0740364
-56,2,0.074042
-54,2,0.0740444
-52,2,0.074044
-50,2,0.074041
-48,2,0.0740357
-46,2,0.0740284
-44,2,0.0740192
-42,2,0.0740085
-40,2,0.0739965
-38,2,0.0739833
-36,2,0.0739691
-34,2,0.0739542
-32,2,0.0739387
-30,2,0.0739227
-28,2,0.0739064
-26,2,0.0738898
-24,2,0.0738731
-22,2,0.0738563
-20,2,0.0738395
-18,2,0.0738227
-16,2,0.0738058
-14,2,0.073789
-12,2,0.0737721
-10,2,0.0737551
-8,2,0.073738
-6,2,0.0737206
-4,2,0.0737029
-2,2,0.0736847
0,2,0.0736659
2,2,0.0736464
4,2,0.0736261
6,2,0.0736046
8,2,0.0735819
10,2,0.0735578
12,2,0.073532
14,2,0.0735044
16,2,0.0734747
18,2,0.0734428
20,2,0.0734084
22,2,0.0733713
24,2,0.0733312
26,2,0.073288
28,2,0.0732414
30,2,0.0731912
32,2,0.0731372
34,2,0.0730793
36,2,0.0730172
38,2,0.0729507
40,2,0.0728797
42,2,0.072804
44,2,0.0727235
46,2,0.0726381
48,2,0.0725477
50,2,0.0724521
52,2,0.0723513
54,2,0.0722453
56,2,0.072134
58,2,0.0720175
60,2,0.0718957
62,2,0.0717687
64,2,0.0716365
66,2,0.0714994
68,2,0.0713573
70,2,0.0712104
72,2,0.0710588
74,2,0.0709029
76,2,0.0707427
78,2,0.0705786
80,2,0.0704107
82,2,0.0702393
84,2,0.0700649
86,2,0.0698876
88,2,0.0697078
90,2,0.0695259
92,2,0.0693423
94,2,0.0691573
96,2,0.0689713
98,2,0.0687849
100,2,0.0685983
102,2,0.0684121
104,2,0.0682267
106,2,0.0680426
108,2,0.0678601
110,2,0.0676799
112,2,0.0675022
114,2,0.0673277
116,2,0.0671567
118,2,0.0669897
120,2,0.0668272
122,2,0.0666696
124,2,0.0665173
126,2,0.0663708
128,2,0.0662305
130,2,0.0660968
132,2,0.06597
134,2,0.0658506
136,2,0.0657389
138,2,0.0656352
140,2,0.0655398
142,2,0.0654531
144,2,0.0653754
146,2,0.0653067
148,2,0.0652475
150,2,0.0651979
152,2,0.065158
154,2,0.0651281
156,2,0.0651083
158,2,0.0650986
160,2,0.0650991
162,2,0.06511
164,2,0.0651311
166,2,0.0651625
168,2,0.0652042
170,2,0.065256
172,2,0.065318
174,2,0.0653899
176,2,0.0654716
178,2,0.065563
180,2,0.0656638
-180,4,0.0653567
-178,4,0.0656653
-176,4,0.0660014
-174,4,0.066364
-172,4,0.0667523
-170,4,0.0671653
-168,4,0.0676019
-166,4,0.0680609
-164,4,0.068541
-162,4,0.0690409
-160,4,0.069559
-158,4,0.0700938
-156,4,0.0706436
-154,4,0.0712067
-152,4,0.0717812
-150,4,0.0723653
-148,4,0.072957
-146,4,0.0735543
-144,4,0.0741551
-142,4,0.0747575
-140,4,0.0753593
-138,4,0.0759584
-136,4,0.0765526
-134,4,0.0771401
-132,4,0.0777185
-130,4,0.0782861
-128,4,0.0788408
-126,4,0.0793807
-124,4,0.079904
-122,4,0.0804091
-120,4,0.0808943
-118,4,0.0813581
-116,4,0.0817992
-114,4,0.0822163
-112,4,0.0826084
-110,4,0.0829744
-108,4,0.0833137
-106,4,0.0836257
-104,4,0.0839097
-102,4,0.0841656
-100,4,0.0843933
-98,4,0.0845927
-96,4,0.084764
-94,4,0.0849077
-92,4,0.0850241
-90,4,0.085114
-88,4,0.0851782
-86,4,0.0852174
-84,4,0.0852329
-82,4,0.0852256
-80,4,0.0851969
-78,4,0.0851482
-76,4,0.0850807
-74,4,0.0849959
-72,4,0.0848955
-70,4,0.0847809
-68,4,0.0846537
-66,4,0.0845155
-64,4,0.084368
-62,4,0.0842128
-60,4,0.0840513
-58,4,0.0838853
-56,4,0.0837161
-54,4,0.0835454
-52,4,0.0833744
-50,4,0.0832045
-48,4,0.0830371
-46,4,0.0828733
-44,4,0.0827142
-42,4,0.082561
-40,4,0.0824146
-38,4,0.0822759
-36,4,0.0821457
-34,4,0.0820246
-32,4,0.0819132
-30,4,0.0818121
-28,4,0.0817218
-26,4,0.0816424
-24,4,0.0815743
-22,4,0.0815175
-20,4,0.0814722
-18,4,0.0814384
-16,4,0.0814158
-14,4,0.0814043
-12,4,0.0814037
-10,4,0.0814135
-8,4,0.0814334
-6,4,0.0814629
-4,4,0.0815013
-2,4,0.0815481
0,4,0.0816025
2,4,0.0816639
4,4,0.0817313
6,4,0.081804
8,4,0.0818809
10,4,0.0819612
12,4,0.0820439
14,4,0.0821278
16,4,0.0822119
18,4,0.0822951
20,4,0.0823763
22,4,0.0824543
24,4,0.082528
26,4,0.0825961
28,4,0.0826574
30,4,0.0827109
32,4,0.0827553
34,4,0.0827894
36,4,0.0828121
38,4,0.0828223
40,4,0.082819
42,4,0.0828011
44,4,0.0827676
46,4,0.0827176
48,4,0.0826503
50,4,0.0825648
52,4,0.0824605
54,4,0.0823367
56,4,0.082193
58,4,0.0820287
60,4,0.0818437
62,4,0.0816376
64,4,0.0814104
66,4,0.0811621
68,4,0.0808926
70,4,0.0806023
72,4,0.0802915
74,4,0.0799605
76,4,0.07961
78,4,0.0792406
80,4,0.078853
82,4,0.0784482
84,4,0.0780271
86,4,0.0775908
88,4,0.0771404
90,4,0.0766773
92,4,0.0762026
94,4,0.0757178
96,4,0.0752243
98,4,0.0747237
100,4,0.0742174
102,4,0.0737071
104,4,0.0731944
106,4,0.0726808
108,4,0.0721681
110,4,0.0716579
112,4,0.0711517
114,4,0.0706514
116,4,0.0701584
118,4,0.0696743
120,4,0.0692008
122,4,0.0687392
124,4,0.0682912
126,4,0.0678581
128,4,0.0674413
130,4,0.0670421
132,4,0.0666618
134,4,0.0663017
136,4,0.0659628
138,4,0.0656462
140,4,0.0653531
142,4,0.0650842
144,4,0.0648406
146,4,0.064623
148,4,0.0644322
150,4,0.0642689
152,4,0.0641336
154,4,0.0640269
156,4,0.0639494
158,4,0.0639013
160,4,0.0638831
162,4,0.0638949
164,4,0.063937
166,4,0.0640094
168,4,0.0641122
170,4,0.0642452
172,4,0.0644084
174,4,0.0646015
176,4,0.0648243
178,4,0.0650761
180,4,0.0653567
-180,6,0.0674439
-178,6,0.0680452
-176,6,0.0687046
-174,6,0.069421
-172,6,0.0701932
-170,6,0.0710195
-168,6,0.0718981
-166,6,0.0728269
-164,6,0.0738036
-162,6,0.0748253
-160,6,0.0758893
-158,6,0.0769922
-156,6,0.0781304
-154,6,0.0793002
-152,6,0.0804973
-150,6,0.0817175
-148,6,0.0829561
-146,6,0.0842083
-144,6,0.085469
-142,6,0.0867331
-140,6,0.0879952
-138,6,0.0892499
-136,6,0.0904918
-134,6,0.0917153
-132,6,0.092915
-130,6,0.0940855
-128,6,0.0952216
-126,6,0.0963182
-124,6,0.0973704
-122,6,0.0983736
-120,6,0.0993234
-118,6,0.100216
-116,6,0.101047
-114,6,0.101815
-112,6,0.102515
-110,6,0.103147
-108,6,0.103707
-106,6,0.104194
-104,6,0.104609
-102,6,0.104949
-100,6,0.105216
-98,6,0.105411
-96,6,0.105533
-94,6,0.105586
-92,6,0.10557
-90,6,0.105489
-88,6,0.105345
-86,6,0.105142
-84,6,0.104883
-82,6,0.104571
-80,6,0.104212
-78,6,0.103809
-76,6,0.103367
-74,6,0.10289
-72,6,0.102383
-70,6,0.10185
-68,6,0.101297
-66,6,0.100728
-64,6,0.100147
-62,6,0.0995591
-60,6,0.0989687
-58,6,0.0983797
-56,6,0.0977962
-54,6,0.097222
-52,6,0.0966605
-50,6,0.0961152
-48,6,0.095589
-46,6,0.0950847
-44,6,0.0946051
-42,6,0.0941522
-40,6,0.0937282
-38,6,0.0933347
-36,6,0.0929734
-34,6,0.0926455
-32,6,0.0923519
-30,6,0.0920936
-28,6,0.091871
-26,6,0.0916844
-24,6,0.0915342
-22,6,0.0914201
-20,6,0.091342
-18,6,0.0912995
-16,6,0.0912921
-14,6,0.0913189
-12,6,0.0913792
-10,6,0.0914719
-8,6,0.091596
-6,6,0.0917501
-4,6,0.0919328
-2,6,0.0921428
0,6,0.0923782
2,6,0.0926375
4,6,0.0929187
6,6,0.0932198
8,6,0.0935388
10,6,0.0938735
12,6,0.0942216
14,6,0.0945806
16,6,0.0949481
18,6,0.0953215
20,6,0.095698
22,6,0.0960749
24,6,0.0964492
26,6,0.0968181
28,6,0.0971785
30,6,0.0975273
32,6,0.0978616
34,6,0.0981781
36,6,0.0984738
38,6,0.0987455
40,6,0.0989903
42,6,0.0992051
44,6,0.099387
46,6,0.0995332
48,6,0.0996411
50,6,0.099708
52,6,0.0997317
54,6,0.09971
56,6,0.0996409
58,6,0.0995228
60,6,0.0993542
62,6,0.099134
64,6,0.0988614
66,6,0.0985356
68,6,0.0981566
70,6,0.0977245
72,6,0.0972395
74,6,0.0967026
76,6,0.0961147
78,6,0.0954772
80,6,0.094792
82,6,0.0940609
84,6,0.0932863
86,6,0.0924709
88,6,0.0916174
90,6,0.0907289
92,6,0.0898086
94,6,0.0888602
96,6,0.0878871
98,6,0.0868932
100,6,0.0858822
102,6,0.0848581
104,6,0.0838249
106,6,0.0827865
108,6,0.081747
110,6,0.0807102
112,6,0.0796801
114,6,0.0786604
116,6,0.0776549
118,6,0.076667
120,6,0.0757004
122,6,0.0747582
124,6,0.0738437
126,6,0.0729598
128,6,0.0721093
130,6,0.0712949
132,6,0.0705191
134,6,0.0697842
136,6,0.0690923
138,6,0.0684454
140,6,0.0678454
142,6,0.0672939
144,6,0.0667926
146,6,0.0663428
148,6,0.0659458
150,6,0.0656028
152,6,0.0653148
154,6,0.065083
156,6,0.064908
158,6,0.0647909
160,6,0.0647321
162,6,0.0647324
164,6,0.0647923
166,6,0.0649121
168,6,0.0650923
170,6,0.065333
172,6,0.0656344
174,6,0.0659964
176,6,0.0664189
178,6,0.0669016
180,6,0.0674439
-180,8,0.0719424
-178,8,0.0729394
-176,8,0.0740411
-174,8,0.075247
-172,8,0.0765559
-170,8,0.0779663
-168,8,0.0794763
-166,8,0.0810831
-164,8,0.0827835
-162,8,0.0845735
-160,8,0.0864485
-158,8,0.0884031
-156,8,0.090431
-154,8,0.0925256
-152,8,0.094679
-150,8,0.096883
-148,8,0.0991285
-146,8,0.101406
-144,8,0.103705
-142,8,0.106015
-140,8,0.108325
-138,8,0.110622
-136,8,0.112896
-134,8,0.115135
-132,8,0.117326
-130,8,0.119457
-128,8,0.121517
-126,8,0.123494
-124,8,0.125379
-122,8,0.127159
-120,8,0.128825
-118,8,0.13037
-116,8,0.131784
-114,8,0.13306
-112,8,0.134193
-110,8,0.135177
-108,8,0.136009
-106,8,0.136687
-104,8,0.137208
-102,8,0.137573
-100,8,0.137783
-98,8,0.13784
-96,8,0.137748
-94,8,0.13751
-92,8,0.137134
-90,8,0.136624
-88,8,0.135989
-86,8,0.135237
-84,8,0.134377
-82,8,0.133418
-80,8,0.132369
-78,8,0.131242
-76,8,0.130047
-74,8,0.128795
-72,8,0.127495
-70,8,0.12616
-68,8,0.124799
-66,8,0.123422
-64,8,0.12204
-62,8,0.120662
-60,8,0.119297
-58,8,0.117953
-56,8,0.116639
-54,8,0.115362
-52,8,0.114128
-50,8,0.112944
-48,8,0.111815
-46,8,0.110745
-44,8,0.10974
-42,8,0.108803
-40,8,0.107936
-38,8,0.107142
-36,8,0.106424
-34,8,0.105781
-32,8,0.105216
-30,8,0.104728
-28,8,0.104318
-26,8,0.103986
-24,8,0.103731
-22,8,0.103552
-20,8,0.103447
-18,8,0.103417
-16,8,0.103458
-14,8,0.103569
-12,8,0.103749
-10,8,0.103996
-8,8,0.104306
-6,8,0.104679
-4,8,0.105111
-2,8,0.1056
0,8,0.106143
2,8,0.106737
4,8,0.10738
6,8,0.108068
8,8,0.108797
10,8,0.109565
12,8,0.110367
14,8,0.111199
16,8,0.112057
18,8,0.112937
20,8,0.113834
22,8,0.114742
24,8,0.115657
26,8,0.116573
28,8,0.117484
30,8,0.118384
32,8,0.119267
34,8,0.120126
36,8,0.120955
38,8,0.121748
40,8,0.122497
42,8,0.123197
44,8,0.123839
46,8,0.124419
48,8,0.124929
50,8,0.125364
52,8,0.125717
54,8,0.125984
56,8,0.126159
58,8,0.126237
60,8,0.126216
62,8,0.126091
64,8,0.125859
66,8,0.12552
68,8,0.12507
70,8,0.124511
72,8,0.123842
74,8,0.123063
76,8,0.122178
78,8,0.121188
80,8,0.120097
82,8,0.118909
84,8,0.117628
86,8,0.116261
88,8,0.114812
90,8,0.113288
92,8,0.111697
94,8,0.110046
96,8,0.108342
98,8,0.106594
100,8,0.10481
102,8,0.102997
104,8,0.101166
106,8,0.0993224
108,8,0.0974762
110,8,0.0956351
112,8,0.0938068
114,8,0.091999
116,8,0.0902188
118,8,0.0884732
120,8,0.0867685
122,8,0.0851109
124,8,0.083506
126,8,0.081959
128,8,0.0804745
130,8,0.079057
132,8,0.0777102
134,8,0.0764376
136,8,0.0752423
138,8,0.074127
140,8,0.073094
142,8,0.0721456
144,8,0.0712835
146,8,0.0705094
148,8,0.0698247
150,8,0.0692308
152,8,0.0687288
154,8,0.0683199
156,8,0.0680052
158,8,0.0677856
160,8,0.0676623
162,8,0.0676363
164,8,0.0677086
166,8,0.0678803
168,8,0.0681523
170,8,0.0685257
172,8,0.0690014
174,8,0.0695803
176,8,0.0702631
178,8,0.0710503
180,8,0.0719424
-180,10,0.0789016
-178,10,0.0804055
-176,10,0.0820802
-174,10,0.0839271
-172,10,0.0859471
-170,10,0.0881398
-168,10,0.0905044
-166,10,0.0930385
-164,10,0.0957389
-162,10,0.0986006
-160,10,0.101618
-158,10,0.104782
-156,10,0.108085
-154,10,0.111515
-152,10,0.11506
-150,10,0.118705
-148,10,0.122436
-146,10,0.126234
-144,10,0.130081
-142,10,0.133957
-140,10,0.137842
-138,10,0.141713
-136,10,0.145549
-134,10,0.149325
-132,10,0.153019
-130,10,0.156607
-128,10,0.160067
-126,10,0.163377
-124,10,0.166514
-122,10,0.169458
-120,10,0.172191
-118,10,0.174694
-116,10,0.176951
-114,10,0.17895
-112,10,0.180679
-110,10,0.182127
-108,10,0.183289
-106,10,0.18416
-104,10,0.184739
-102,10,0.185025
-100,10,0.185021
-98,10,0.184735
-96,10,0.184173
-94,10,0.183347
-92,10,0.182267
-90,10,0.180949
-88,10,0.179409
-86,10,0.177663
-84,10,0.175731
-82,10,0.173631
-80,10,0.171385
-78,10,0.169014
-76,10,0.166538
-74,10,0.163979
-72,10,0.161358
-70,10,0.158696
-68,10,0.156012
-66,10,0.153326
-64,10,0.150656
-62,10,0.14802
-60,10,0.145433
-58,10,0.142911
-56,10,0.140467
-54,10,0.138114
-52,10,0.135862
-50,10,0.13372
-48,10,0.131698
-46,10,0.129801
-44,10,0.128035
-42,10,0.126405
-40,10,0.124914
-38,10,0.123563
-36,10,0.122355
-34,10,0.12129
-32,10,0.120366
-30,10,0.119584
-28,10,0.118941
-26,10,0.118436
-24,10,0.118066
-22,10,0.117827
-20,10,0.117718
-18,10,0.117735
-16,10,0.117875
-14,10,0.118133
-12,10,0.118507
-10,10,0.118993
-8,10,0.119588
-6,10,0.120288
-4,10,0.12109
-2,10,0.12199
0,10,0.122984
2,10,0.12407
4,10,0.125242
6,10,0.126496
8,10,0.12783
10,10,0.129237
12,10,0.130713
14,10,0.132252
16,10,0.133849
18,10,0.135497
20,10,0.137189
22,10,0.138917
24,10,0.140673
26,10,0.142449
28,10,0.144234
30,10,0.146019
32,10,0.147792
34,10,0.149542
36,10,0.151258
38,10,0.152928
40,10,0.154537
42,10,0.156075
44,10,0.157527
46,10,0.158881
48,10,0.160124
50,10,0.161243
52,10,0.162226
54,10,0.163063
56,10,0.163741
58,10,0.164251
60,10,0.164585
62,10,0.164733
64,10,0.16469
66,10,0.164451
68,10,0.164012
70,10,0.16337
72,10,0.162525
74,10,0.161478
76,10,0.160231
78,10,0.158789
80,10,0.157157
82,10,0.155343
84,10,0.153355
86,10,0.151203
88,10,0.148898
90,10,0.146454
92,10,0.143883
94,10,0.141199
96,10,0.138418
98,10,0.135555
100,10,0.132625
102,10,0.129644
104,10,0.126629
106,10,0.123594
108,10,0.120556
110,10,0.117529
112,10,0.114527
114,10,0.111565
116,10,0.108655
118,10,0.105809
120,10,0.103039
122,10,0.100354
124,10,0.0977645
126,10,0.0952774
128,10,0.0929004
130,10,0.0906397
132,10,0.0885005
134,10,0.0864873
136,10,0.0846037
138,10,0.0828526
140,10,0.0812363
142,10,0.0797565
144,10,0.0784145
146,10,0.0772113
148,10,0.0761475
150,10,0.0752238
152,10,0.0744405
154,10,0.0737984
156,10,0.073298
158,10,0.0729402
160,10,0.0727261
162,10,0.0726568
164,10,0.0727341
166,10,0.0729599
168,10,0.0733362
170,10,0.0738655
172,10,0.0745504
174,10,0.0753937
176,10,0.0763982
178,10,0.0775666
180,10,0.0789016
-180,12,0.0883704
-178,12,0.090494
-176,12,0.0928772
-174,12,0.0955258
-172,12,0.0984445
-170,12,0.101637
-168,12,0.105105
-166,12,0.108849
-164,12,0.112866
-162,12,0.117154
-160,12,0.121703
-158,12,0.126505
-156,12,0.131547
-154,12,0.136813
-152,12,0.142284
-150,12,0.147939
-148,12,0.153751
-146,12,0.159692
-144,12,0.165732
-142,12,0.171838
-140,12,0.177972
-138,12,0.184098
-136,12,0.190177
-134,12,0.196167
-132,12,0.202028
-130,12,0.207719
-128,12,0.213198
-126,12,0.218425
-124,12,0.223363
-122,12,0.227974
-120,12,0.232223
-118,12,0.23608
-116,12,0.239516
-114,12,0.242507
-112,12,0.245033
-110,12,0.247077
-108,12,0.248627
-106,12,0.249678
-104,12,0.250226
-102,12,0.250274
-100,12,0.24983
-98,12,0.248906
-96,12,0.247516
-94,12,0.245682
-92,12,0.243428
-90,12,0.24078
-88,12,0.237769
-86,12,0.234428
-84,12,0.230792
-82,12,0.226896
-80,12,0.222779
-78,12,0.218478
-76,12,0.214032
-74,12,0.209478
-72,12,0.204854
-70,12,0.200195
-68,12,0.195537
-66,12,0.190911
-64,12,0.186349
-62,12,0.181879
-60,12,0.177526
-58,12,0.173316
-56,12,0.169267
-54,12,0.165399
-52,12,0.161727
-50,12,0.158264
-48,12,0.155021
-46,12,0.152006
-44,12,0.149225
-42,12,0.146681
-40,12,0.144377
-38,12,0.142314
-36,12,0.140489
-34,12,0.1389
-32,12,0.137544
-30,12,0.136416
-28,12,0.135511
-26,12,0.134824
-24,12,0.134347
-22,12,0.134075
-20,12,0.134002
-18,12,0.13412
-16,12,0.134424
-14,12,0.134907
-12,12,0.135565
-10,12,0.136391
-8,12,0.137381
-6,12,0.13853
-4,12,0.139833
-2,12,0.141287
0,12,0.142887
2,12,0.144629
4,12,0.146511
6,12,0.148527
8,12,0.150673
10,12,0.152945
12,12,0.155338
14,12,0.157844
16,12,0.160459
18,12,0.163173
20,12,0.165978
22,12,0.168864
24,12,0.171819
26,12,0.174831
28,12,0.177885
30,12,0.180966
32,12,0.184057
34,12,0.18714
36,12,0.190194
38,12,0.1932
40,12,0.196135
42,12,0.198978
44,12,0.201705
46,12,0.204293
48,12,0.206719
50,12,0.20896
52,12,0.210992
54,12,0.212795
56,12,0.214347
58,12,0.215629
60,12,0.216623
62,12,0.217314
64,12,0.217689
66,12,0.217735
68,12,0.217444
70,12,0.216812
72,12,0.215834
74,12,0.214512
76,12,0.212848
78,12,0.210848
80,12,0.208522
82,12,0.205881
84,12,0.20294
86,12,0.199717
88,12,0.196231
90,12,0.192503
92,12,0.188558
94,12,0.184419
96,12,0.180114
98,12,0.175668
100,12,0.171111
102,12,0.166469
104,12,0.161771
106,12,0.157044
108,12,0.152313
110,12,0.147607
112,12,0.142947
114,12,0.138359
116,12,0.133863
118,12,0.129479
120,12,0.125225
122,12,0.121118
124,12,0.11717
126,12,0.113395
128,12,0.109803
130,12,0.106402
132,12,0.103198
134,12,0.100197
136,12,0.0974023
138,12,0.0948158
140,12,0.0924387
142,12,0.090271
144,12,0.0883123
146,12,0.0865612
148,12,0.0850163
150,12,0.083676
152,12,0.0825386
154,12,0.081603
156,12,0.0808682
158,12,0.0803338
160,12,0.0800004
162,12,0.0798689
164,12,0.0799413
166,12,0.0802206
168,12,0.0807103
170,12,0.0814151
172,12,0.0823403
174,12,0.0834919
176,12,0.0848762
178,12,0.0865001
180,12,0.0883704
-180,14,0.100361
-178,14,0.103207
-176,14,0.106426
-174,14,0.110032
-172,14,0.114035
-170,14,0.118447
-168,14,0.123276
-166,14,0.128527
-164,14,0.134202
-162,14,0.140299
-160,14,0.146812
-158,14,0.15373
-156,14,0.161037
-154,14,0.168711
-152,14,0.176727
-150,14,0.18505
-148,14,0.193645
-146,14,0.202467
-144,14,0.211468
-142,14,0.220595
-140,14,0.229792
-138,14,0.238997
-136,14,0.248147
-134,14,0.257175
-132,14,0.266015
-130,14,0.274597
-128,14,0.282854
-126,14,0.290719
-124,14,0.298129
-122,14,0.305023
-120,14,0.311342
-118,14,0.317034
-116,14,0.322054
-114,14,0.32636
-112,14,0.329919
-110,14,0.332705
-108,14,0.3347
-106,14,0.335893
-104,14,0.336283
-102,14,0.335875
-100,14,0.334683
-98,14,0.33273
-96,14,0.330044
-94,14,0.326661
-92,14,0.322624
-90,14,0.317979
-88,14,0.312781
-86,14,0.307084
-84,14,0.300948
-82,14,0.294436
-80,14,0.28761
-78,14,0.280534
-76,14,0.273271
-74,14,0.265884
-72,14,0.258432
-70,14,0.250975
-68,14,0.243565
-66,14,0.236256
-64,14,0.229094
-62,14,0.222123
-60,14,0.215381
-58,14,0.208902
-56,14,0.202716
-54,14,0.196848
-52,14,0.191318
-50,14,0.186143
-48,14,0.181334
-46,14,0.1769
-44,14,0.172845
-42,14,0.16917
-40,14,0.165874
-38,14,0.162953
-36,14,0.1604
-34,14,0.158208
-32,14,0.156367
-30,14,0.154866
-28,14,0.153694
-26,14,0.152839
-24,14,0.152289
-22,14,0.152032
-20,14,0.152055
-18,14,0.152349
-16,14,0.152901
-14,14,0.153703
-12,14,0.154746
-10,14,0.156023
-8,14,0.157525
-6,14,0.159248
-4,14,0.161187
-2,14,0.163337
0,14,0.165697
2,14,0.168262
4,14,0.17103
6,14,0.173999
8,14,0.177167
10,14,0.180531
12,14,0.184087
14,14,0.18783
16,14,0.191754
18,14,0.195852
20,14,0.200113
22,14,0.204526
24,14,0.209078
26,14,0.21375
28,14,0.218525
30,14,0.223379
32,14,0.228289
34,14,0.233226
36,14,0.238162
38,14,0.243063
40,14,0.247896
42,14,0.252623
44,14,0.257209
46,14,0.261613
48,14,0.265798
50,14,0.269723
52,14,0.273349
54,14,0.27664
56,14,0.279557
58,14,0.282069
