Phi[deg],Theta[deg],re(rEPhi)[mV]
80,2,-2679.62
82,2,-2594.68
84,2,-2506.54
86,2,-2415.29
88,2,-2321.03
90,2,-2223.87
92,2,-2123.92
94,2,-2021.27
96,2,-1916.06
98,2,-1808.39
100,2,-1698.39
102,2,-1586.18
104,2,-1471.89
106,2,-1355.66
108,2,-1237.61
110,2,-1117.89
112,2,-996.632
114,2,-873.982
116,2,-750.084
118,2,-625.083
120,2,-499.128
122,2,-372.368
124,2,-244.957
126,2,-117.045
128,2,11.2132
130,2,139.662
132,2,268.148
134,2,396.513
136,2,524.601
138,2,652.257
140,2,779.322
142,2,905.642
144,2,1031.06
146,2,1155.42
148,2,1278.56
150,2,1400.34
152,2,1520.6
154,2,1639.19
156,2,1755.96
158,2,1870.75
160,2,1983.43
162,2,2093.84
164,2,2201.85
166,2,2307.31
168,2,2410.08
170,2,2510.03
172,2,2607.03
174,2,2700.94
176,2,2791.63
178,2,2878.99
180,2,2962.9
-180,4,2920.74
-178,4,3009.72
-176,4,3095.21
-174,4,3177.08
-172,4,3255.18
-170,4,3329.41
-168,4,3399.63
-166,4,3465.73
-164,4,3527.59
-162,4,3585.09
-160,4,3638.13
-158,4,3686.6
-156,4,3730.41
-154,4,3769.46
-152,4,3803.67
-150,4,3832.95
-148,4,3857.22
-146,4,3876.43
-144,4,3890.51
-142,4,3899.41
-140,4,3903.09
-138,4,3901.5
-136,4,3894.64
-134,4,3882.48
-132,4,3865.01
-130,4,3842.24
-128,4,3814.18
-126,4,3780.86
-124,4,3742.31
-122,4,3698.59
-120,4,3649.74
-118,4,3595.83
-116,4,3536.94
-114,4,3473.17
-112,4,3404.6
-110,4,3331.36
-108,4,3253.56
-106,4,3171.33
-104,4,3084.81
-102,4,2994.15
-100,4,2899.5
-98,4,2801.04
-96,4,2698.93
-94,4,2593.35
-92,4,2484.49
-90,4,2372.55
-88,4,2257.71
-86,4,2140.19
-84,4,2020.18
-82,4,1897.89
-80,4,1773.54
-78,4,1647.34
-76,4,1519.49
-74,4,1390.22
-72,4,1259.73
-70,4,1128.24
-68,4,995.947
-66,4,863.068
-64,4,729.804
-62,4,596.351
-60,4,462.907
-58,4,329.66
-56,4,196.794
-54,4,64.4904
-52,4,-67.0799
-50,4,-197.75
-48,4,-327.36
-46,4,-455.756
-44,4,-582.794
-42,4,-708.333
-40,4,-832.241
-38,4,-954.394
-36,4,-1074.67
-34,4,-1192.97
-32,4,-1309.17
-30,4,-1423.19
-28,4,-1534.93
-26,4,-1644.3
-24,4,-1751.23
-22,4,-1855.64
-20,4,-1957.45
-18,4,-2056.61
-16,4,-2153.06
-14,4,-2246.73
-12,4,-2337.57
-10,4,-2425.54
-8,4,-2510.58
-6,4,-2592.64
-4,4,-2671.69
-2,4,-2747.68
0,4,-2820.57
2,4,-2890.33
4,4,-2956.9
6,4,-3020.26
8,4,-3080.35
10,4,-3137.16
12,4,-3190.63
14,4,-3240.73
16,4,-3287.42
18,4,-3330.66
20,4,-3370.41
22,4,-3406.64
24,4,-3439.3
26,4,-3468.35
28,4,-3493.76
30,4,-3515.48
32,4,-3533.49
34,4,-3547.73
36,4,-3558.19
38,4,-3564.81
40,4,-3567.58
42,4,-3566.46
44,4,-3561.43
46,4,-3552.45
48,4,-3539.51
50,4,-3522.59
52,4,-3501.67
54,4,-3476.75
56,4,-3447.82
58,4,-3414.88
60,4,-3377.93
62,4,-3336.98
64,4,-3292.06
66,4,-3243.17
68,4,-3190.35
70,4,-3133.64
72,4,-3073.06
74,4,-3008.67
76,4,-2940.51
78,4,-2868.66
80,4,-2793.17
82,4,-2714.11
84,4,-2631.57
86,4,-2545.62
88,4,-2456.37
90,4,-2363.89
92,4,-2268.31
94,4,-2169.72
96,4,-2068.23
98,4,-1963.97
100,4,-1857.06
102,4,-1747.63
104,4,-1635.8
106,4,-1521.7
108,4,-1405.49
110,4,-1287.3
112,4,-1167.27
114,4,-1045.55
116,4,-922.29
118,4,-797.638
120,4,-671.748
122,4,-544.772
124,4,-416.864
126,4,-288.179
128,4,-158.873
130,4,-29.0997
132,4,100.984
134,4,231.223
136,4,361.461
138,4,491.545
140,4,621.32
142,4,750.632
144,4,879.328
146,4,1007.26
148,4,1134.26
150,4,1260.2
152,4,1384.92
154,4,1508.26
156,4,1630.09
158,4,1750.25
160,4,1868.6
162,4,1984.99
164,4,2099.28
166,4,2211.31
168,4,2320.96
170,4,2428.08
172,4,2532.52
174,4,2634.14
176,4,2732.81
178,4,2828.39
180,4,2920.74
-180,6,2833.26
-178,6,2933.37
-176,6,3030.36
-174,6,3124.07
-172,6,3214.36
-170,6,3301.05
-168,6,3384
-166,6,3463.06
-164,6,3538.05
-162,6,3608.85
-160,6,3675.27
-158,6,3737.19
-156,6,3794.45
-154,6,3846.9
-152,6,3894.41
-150,6,3936.84
-148,6,3974.06
-146,6,4005.96
-144,6,4032.41
-142,6,4053.32
-140,6,4068.59
-138,6,4078.13
-136,6,4081.88
-134,6,4079.76
-132,6,4071.74
-130,6,4057.77
-128,6,4037.84
-126,6,4011.93
-124,6,3980.07
-122,6,3942.26
-120,6,3898.55
-118,6,3848.99
-116,6,3793.66
-114,6,3732.64
-112,6,3666.03
-110,6,3593.95
-108,6,3516.54
-106,6,3433.95
-104,6,3346.34
-102,6,3253.88
-100,6,3156.78
-98,6,3055.22
-96,6,2949.44
-94,6,2839.64
-92,6,2726.08
-90,6,2609
-88,6,2488.64
-86,6,2365.27
-84,6,2239.15
-82,6,2110.54
-80,6,1979.73
-78,6,1846.98
-76,6,1712.56
-74,6,1576.74
-72,6,1439.8
-70,6,1301.99
-68,6,1163.58
-66,6,1024.82
-64,6,885.95
-62,6,747.219
-60,6,608.852
-58,6,471.07
-56,6,334.082
-54,6,198.086
-52,6,63.2706
-50,6,-70.1905
-48,6,-202.134
-46,6,-332.41
-44,6,-460.881
-42,6,-587.42
-40,6,-711.916
-38,6,-834.266
-36,6,-954.381
-34,6,-1072.18
-32,6,-1187.61
-30,6,-1300.59
-28,6,-1411.09
-26,6,-1519.07
-24,6,-1624.49
-22,6,-1727.33
-20,6,-1827.57
-18,6,-1925.2
-16,6,-2020.21
-14,6,-2112.6
-12,6,-2202.36
-10,6,-2289.49
-8,6,-2373.99
-6,6,-2455.87
-4,6,-2535.11
-2,6,-2611.73
0,6,-2685.71
2,6,-2757.04
4,6,-2825.72
6,6,-2891.73
8,6,-2955.05
10,6,-3015.65
12,6,-3073.51
14,6,-3128.6
16,6,-3180.86
18,6,-3230.27
20,6,-3276.77
22,6,-3320.3
24,6,-3360.82
26,6,-3398.24
28,6,-3432.52
30,6,-3463.57
32,6,-3491.33
34,6,-3515.72
36,6,-3536.67
38,6,-3554.09
40,6,-3567.91
42,6,-3578.05
44,6,-3584.43
46,6,-3586.99
48,6,-3585.65
50,6,-3580.34
52,6,-3571
54,6,-3557.57
56,6,-3540.01
58,6,-3518.25
60,6,-3492.28
62,6,-3462.04
64,6,-3427.53
66,6,-3388.72
68,6,-3345.62
70,6,-3298.22
72,6,-3246.54
74,6,-3190.6
76,6,-3130.45
78,6,-3066.11
80,6,-2997.65
82,6,-2925.14
84,6,-2848.63
86,6,-2768.23
88,6,-2684.01
90,6,-2596.09
92,6,-2504.57
94,6,-2409.56
96,6,-2311.21
98,6,-2209.63
100,6,-2104.97
102,6,-1997.36
104,6,-1886.97
106,6,-1773.94
108,6,-1658.42
110,6,-1540.59
112,6,-1420.59
114,6,-1298.6
116,6,-1174.78
118,6,-1049.29
120,6,-922.307
122,6,-793.983
124,6,-664.487
126,6,-533.98
128,6,-402.623
130,6,-270.574
132,6,-137.99
134,6,-5.02455
136,6,128.172
138,6,261.45
140,6,394.663
142,6,527.667
144,6,660.321
146,6,792.484
148,6,924.02
150,6,1054.79
152,6,1184.66
154,6,1313.5
156,6,1441.18
158,6,1567.55
160,6,1692.49
162,6,1815.87
164,6,1937.54
166,6,2057.38
168,6,2175.26
170,6,2291.02
172,6,2404.53
174,6,2515.66
176,6,2624.25
178,6,2730.17
180,6,2833.26
-180,8,2700.54
-178,8,2814.14
-176,8,2925.16
-174,8,3033.43
-172,8,3138.77
-170,8,3240.98
-168,8,3339.89
-166,8,3435.29
-164,8,3526.98
-162,8,3614.75
-160,8,3698.39
-158,8,3777.7
-156,8,3852.46
-154,8,3922.47
-152,8,3987.52
-150,8,4047.4
-148,8,4101.92
-146,8,4150.88
-144,8,4194.1
-142,8,4231.4
-140,8,4262.63
-138,8,4287.62
-136,8,4306.23
-134,8,4318.35
-132,8,4323.85
-130,8,4322.66
-128,8,4314.69
-126,8,4299.9
-124,8,4278.24
-122,8,4249.71
-120,8,4214.31
-118,8,4172.08
-116,8,4123.06
-114,8,4067.34
-112,8,4005.02
-110,8,3936.21
-108,8,3861.06
-106,8,3779.73
-104,8,3692.43
-102,8,3599.34
-100,8,3500.72
-98,8,3396.79
-96,8,3287.83
-94,8,3174.12
-92,8,3055.95
-90,8,2933.63
-88,8,2807.49
-86,8,2677.85
-84,8,2545.05
-82,8,2409.43
-80,8,2271.34
-78,8,2131.13
-76,8,1989.13
-74,8,1845.71
-72,8,1701.19
-70,8,1555.91
-68,8,1410.2
-66,8,1264.36
-64,8,1118.71
-62,8,973.524
-60,8,829.087
-58,8,685.654
-56,8,543.467
-54,8,402.75
-52,8,263.707
-50,8,126.523
-48,8,-8.63426
-46,8,-141.62
-44,8,-272.307
-42,8,-400.588
-40,8,-526.375
-38,8,-649.598
-36,8,-770.207
-34,8,-888.164
-32,8,-1003.45
-30,8,-1116.06
-28,8,-1226.01
-26,8,-1333.31
-24,8,-1438
-22,8,-1540.11
-20,8,-1639.69
-18,8,-1736.79
-16,8,-1831.48
-14,8,-1923.8
-12,8,-2013.82
-10,8,-2101.61
-8,8,-2187.2
-6,8,-2270.67
-4,8,-2352.05
-2,8,-2431.39
0,8,-2508.73
2,8,-2584.09
4,8,-2657.49
6,8,-2728.94
8,8,-2798.43
10,8,-2865.95
12,8,-2931.48
14,8,-2994.98
16,8,-3056.4
18,8,-3115.69
20,8,-3172.77
22,8,-3227.56
24,8,-3279.97
26,8,-3329.9
28,8,-3377.24
30,8,-3421.88
32,8,-3463.68
34,8,-3502.53
36,8,-3538.27
38,8,-3570.78
40,8,-3599.92
42,8,-3625.53
44,8,-3647.49
46,8,-3665.64
48,8,-3679.85
50,8,-3689.99
52,8,-3695.93
54,8,-3697.55
56,8,-3694.73
58,8,-3687.38
60,8,-3675.39
62,8,-3658.7
64,8,-3637.21
66,8,-3610.89
68,8,-3579.68
70,8,-3543.56
72,8,-3502.52
74,8,-3456.54
76,8,-3405.66
78,8,-3349.9
80,8,-3289.31
82,8,-3223.95
84,8,-3153.9
86,8,-3079.24
88,8,-3000.09
90,8,-2916.56
92,8,-2828.79
94,8,-2736.9
96,8,-2641.07
98,8,-2541.44
100,8,-2438.19
102,8,-2331.49
104,8,-2221.53
106,8,-2108.49
108,8,-1992.56
110,8,-1873.95
112,8,-1752.83
114,8,-1629.41
116,8,-1503.88
118,8,-1376.42
120,8,-1247.24
122,8,-1116.5
124,8,-984.4
126,8,-851.105
128,8,-716.784
130,8,-581.603
132,8,-445.716
134,8,-309.276
136,8,-172.427
138,8,-35.3055
140,8,101.955
142,8,239.228
144,8,376.392
146,8,513.331
148,8,649.932
150,8,786.084
152,8,921.682
154,8,1056.62
156,8,1190.79
158,8,1324.09
160,8,1456.42
162,8,1587.66
164,8,1717.71
166,8,1846.45
168,8,1973.77
170,8,2099.55
172,8,2223.65
174,8,2345.94
176,8,2466.29
178,8,2584.54
180,8,2700.54
-180,10,2523.01
-178,10,2652.26
-176,10,2779.67
-174,10,2905.03
-172,10,3028.13
-170,10,3148.75
-168,10,3266.66
-166,10,3381.6
-164,10,3493.32
-162,10,3601.56
-160,10,3706.04
-158,10,3806.48
-156,10,3902.6
-154,10,3994.11
-152,10,4080.71
-150,10,4162.13
-148,10,4238.08
-146,10,4308.28
-144,10,4372.45
-142,10,4430.33
-140,10,4481.67
-138,10,4526.23
-136,10,4563.79
-134,10,4594.14
-132,10,4617.1
-130,10,4632.49
-128,10,4640.19
-126,10,4640.06
-124,10,4632.03
-122,10,4616.02
-120,10,4592.01
-118,10,4559.99
-116,10,4519.98
-114,10,4472.04
-112,10,4416.27
-110,10,4352.78
-108,10,4281.72
-106,10,4203.27
-104,10,4117.65
-102,10,4025.1
-100,10,3925.89
-98,10,3820.31
-96,10,3708.68
-94,10,3591.35
-92,10,3468.69
-90,10,3341.07
-88,10,3208.9
-86,10,3072.59
-84,10,2932.57
-82,10,2789.26
-80,10,2643.11
-78,10,2494.55
-76,10,2344.02
-74,10,2191.96
-72,10,2038.79
-70,10,1884.93
-68,10,1730.79
-66,10,1576.75
-64,10,1423.18
-62,10,1270.44
-60,10,1118.86
-58,10,968.748
-56,10,820.375
-54,10,673.999
-52,10,529.847
-50,10,388.117
-48,10,248.977
-46,10,112.568
-44,10,-20.9977
-42,10,-151.637
-40,10,-279.294
-38,10,-403.938
-36,10,-525.565
-34,10,-644.193
-32,10,-759.862
-30,10,-872.633
-28,10,-982.583
-26,10,-1089.8
-24,10,-1194.4
-22,10,-1296.5
-20,10,-1396.22
-18,10,-1493.68
-16,10,-1589.04
-14,10,-1682.41
-12,10,-1773.93
-10,10,-1863.73
-8,10,-1951.94
-6,10,-2038.67
-4,10,-2124.02
-2,10,-2208.08
0,10,-2290.93
2,10,-2372.64
4,10,-2453.24
6,10,-2532.78
8,10,-2611.26
10,10,-2688.68
12,10,-2765
14,10,-2840.19
16,10,-2914.17
18,10,-2986.87
20,10,-3058.17
22,10,-3127.98
24,10,-3196.13
26,10,-3262.49
28,10,-3326.89
30,10,-3389.14
32,10,-3449.06
34,10,-3506.44
36,10,-3561.08
38,10,-3612.75
40,10,-3661.24
42,10,-3706.32
44,10,-3747.77
46,10,-3785.37
48,10,-3818.88
50,10,-3848.11
52,10,-3872.84
54,10,-3892.88
56,10,-3908.03
58,10,-3918.13
60,10,-3923.01
62,10,-3922.54
64,10,-3916.58
66,10,-3905.03
68,10,-3887.8
70,10,-3864.82
72,10,-3836.05
74,10,-3801.47
76,10,-3761.08
78,10,-3714.88
80,10,-3662.94
82,10,-3605.31
84,10,-3542.08
86,10,-3473.36
88,10,-3399.28
90,10,-3319.97
92,10,-3235.61
94,10,-3146.36
96,10,-3052.44
98,10,-2954.03
100,10,-2851.36
102,10,-2744.64
104,10,-2634.13
106,10,-2520.04
108,10,-2402.62
110,10,-2282.12
112,10,-2158.77
114,10,-2032.81
116,10,-1904.47
118,10,-1773.99
120,10,-1641.58
122,10,-1507.46
124,10,-1371.83
126,10,-1234.88
128,10,-1096.79
130,10,-957.742
132,10,-817.88
134,10,-677.354
136,10,-536.298
138,10,-394.833
140,10,-253.071
142,10,-111.112
144,10,30.9524
146,10,173.039
148,10,315.072
150,10,456.981
152,10,598.701
154,10,740.167
156,10,881.319
158,10,1022.09
160,10,1162.43
162,10,1302.25
164,10,1441.49
166,10,1580.07
168,10,1717.9
170,10,1854.89
172,10,1990.92
174,10,2125.89
176,10,2259.66
178,10,2392.08
180,10,2523.01
-180,12,2301.41
-178,12,2448.3
-176,12,2594.24
-174,12,2739
-172,12,2882.35
-170,12,3024.02
-168,12,3163.73
-166,12,3301.17
-164,12,3436.03
-162,12,3567.98
-160,12,3696.66
-158,12,3821.71
-156,12,3942.76
-154,12,4059.43
-152,12,4171.35
-150,12,4278.12
-148,12,4379.35
-146,12,4474.68
-144,12,4563.71
-142,12,4646.09
-140,12,4721.45
-138,12,4789.46
-136,12,4849.8
-134,12,4902.16
-132,12,4946.26
-130,12,4981.85
-128,12,5008.71
-126,12,5026.63
-124,12,5035.47
-122,12,5035.09
-120,12,5025.4
-118,12,5006.36
-116,12,4977.95
-114,12,4940.2
-112,12,4893.18
-110,12,4837
-108,12,4771.81
-106,12,4697.81
-104,12,4615.23
-102,12,4524.35
-100,12,4425.48
-98,12,4318.96
-96,12,4205.18
-94,12,4084.56
-92,12,3957.52
-90,12,3824.55
-88,12,3686.14
-86,12,3542.79
-84,12,3395.04
-82,12,3243.41
-80,12,3088.45
-78,12,2930.71
-76,12,2770.74
-74,12,2609.07
-72,12,2446.23
-70,12,2282.75
-68,12,2119.12
-66,12,1955.82
-64,12,1793.31
-62,12,1632.01
-60,12,1472.31
-58,12,1314.58
-56,12,1159.15
-54,12,1006.3
-52,12,856.285
-50,12,709.317
-48,12,565.567
-46,12,425.168
-44,12,288.211
-42,12,154.751
-40,12,24.8049
-38,12,-101.647
-36,12,-224.656
-34,12,-344.307
-32,12,-460.711
-30,12,-574.008
-28,12,-684.357
-26,12,-791.938
-24,12,-896.947
-22,12,-999.592
-20,12,-1100.09
-18,12,-1198.66
-16,12,-1295.53
-14,12,-1390.91
-12,12,-1485.03
-10,12,-1578.1
-8,12,-1670.29
-6,12,-1761.81
-4,12,-1852.81
-2,12,-1943.44
0,12,-2033.81
2,12,-2124.03
4,12,-2214.18
6,12,-2304.3
8,12,-2394.41
10,12,-2484.51
12,12,-2574.56
14,12,-2664.5
16,12,-2754.23
18,12,-2843.65
20,12,-2932.61
22,12,-3020.93
24,12,-3108.43
26,12,-3194.88
28,12,-3280.05
30,12,-3363.69
32,12,-3445.52
34,12,-3525.25
36,12,-3602.59
38,12,-3677.22
40,12,-3748.83
42,12,-3817.1
44,12,-3881.71
46,12,-3942.33
48,12,-3998.65
50,12,-4050.36
52,12,-4097.17
54,12,-4138.77
56,12,-4174.91
58,12,-4205.31
60,12,-4229.76
62,12,-4248.02
64,12,-4259.92
66,12,-4265.29
68,12,-4263.99
70,12,-4255.9
72,12,-4240.96
74,12,-4219.1
76,12,-4190.32
78,12,-4154.62
80,12,-4112.04
82,12,-4062.67
84,12,-4006.59
86,12,-3943.95
88,12,-3874.89
90,12,-3799.61
92,12,-3718.3
94,12,-3631.21
96,12,-3538.57
98,12,-3440.65
100,12,-3337.73
102,12,-3230.1
104,12,-3118.06
106,12,-3001.91
108,12,-2881.95
110,12,-2758.5
112,12,-2631.85
114,12,-2502.3
116,12,-2370.13
118,12,-2235.64
120,12,-2099.07
122,12,-1960.69
124,12,-1820.71
126,12,-1679.37
128,12,-1536.85
130,12,-1393.33
132,12,-1248.96
134,12,-1103.9
136,12,-958.253
138,12,-812.121
140,12,-665.585
142,12,-518.713
144,12,-371.553
146,12,-224.145
148,12,-76.5137
150,12,71.3234
152,12,219.356
154,12,367.577
156,12,515.983
158,12,664.568
160,12,813.323
162,12,962.235
164,12,1111.28
166,12,1260.43
168,12,1409.63
170,12,1558.83
172,12,1707.94
174,12,1856.88
176,12,2005.53
178,12,2153.76
180,12,2301.41
-180,14,2036.93
-178,14,2203.18
-176,14,2369.53
-174,14,2535.75
-172,14,2701.56
-170,14,2866.64
-168,14,3030.67
-166,14,3193.29
-164,14,3354.09
-162,14,3512.67
-160,14,3668.59
-158,14,3821.41
-156,14,3970.65
-154,14,4115.83
-152,14,4256.47
-150,14,4392.07
-148,14,4522.12
-146,14,4646.13
-144,14,4763.61
-142,14,4874.08
-140,14,4977.06
-138,14,5072.09
-136,14,5158.74
-134,14,5236.6
-132,14,5305.28
-130,14,5364.42
-128,14,5413.7
-126,14,5452.84
-124,14,5481.6
-122,14,5499.76
-120,14,5507.18
-118,14,5503.74
-116,14,5489.38
-114,14,5464.1
-112,14,5427.94
-110,14,5380.98
-108,14,5323.39
-106,14,5255.36
-104,14,5177.15
-102,14,5089.06
-100,14,4991.44
-98,14,4884.7
-96,14,4769.29
-94,14,4645.7
-92,14,4514.45
-90,14,4376.11
-88,14,4231.27
-86,14,4080.56
-84,14,3924.6
-82,14,3764.07
-80,14,3599.62
-78,14,3431.92
-76,14,3261.65
-74,14,3089.48
-72,14,2916.04
-70,14,2741.97
-68,14,2567.9
-66,14,2394.38
-64,14,2221.99
-62,14,2051.22
-60,14,1882.55
-58,14,1716.41
-56,14,1553.18
-54,14,1393.18
-52,14,1236.7
-50,14,1083.97
-48,14,935.142
-46,14,790.354
-44,14,649.67
-42,14,513.107
-40,14,380.635
-38,14,252.175
-36,14,127.606
-34,14,6.76769
-32,14,-110.539
-30,14,-224.543
-28,14,-335.502
-26,14,-443.697
-24,14,-549.429
-22,14,-653.009
-20,14,-754.758
-18,14,-855.003
-16,14,-954.068
-14,14,-1052.27
-12,14,-1149.92
-10,14,-1247.31
-8,14,-1344.71
-6,14,-1442.38
-4,14,-1540.55
-2,14,-1639.41
0,14,-1739.14
2,14,-1839.86
4,14,-1941.68
6,14,-2044.67
8,14,-2148.84
10,14,-2254.2
12,14,-2360.68
14,14,-2468.2
16,14,-2576.63
18,14,-2685.82
20,14,-2795.57
22,14,-2905.65
24,14,-3015.79
26,14,-3125.7
28,14,-3235.06
30,14,-3343.53
32,14,-3450.74
34,14,-3556.31
36,14,-3659.83
38,14,-3760.9
40,14,-3859.07
42,14,-3953.93
44,14,-4045.04
46,14,-4131.98
48,14,-4214.31
50,14,-4291.62
52,14,-4363.5
54,14,-4429.57
56,14,-4489.45
58,14,-4542.79
60,14,-4589.27
62,14,-4628.6
64,14,-4660.51
66,14,-4684.77
68,14,-4701.19
70,14,-4709.61
72,14,-4709.91
74,14,-4702.01
76,14,-4685.87
78,14,-4661.5
80,14,-4628.93
82,14,-4588.26
84,14,-4539.61
86,14,-4483.14
88,14,-4419.04
90,14,-4347.55
92,14,-4268.93
94,14,-4183.47
96,14,-4091.5
98,14,-3993.34
100,14,-3889.35
102,14,-3779.91
104,14,-3665.39
106,14,-3546.18
108,14,-3422.67
110,14,-3295.25
112,14,-3164.29
114,14,-3030.17
