Phi[deg],Theta[deg],RealizedGainPhi
104,0,3.30978
106,0,3.27379
108,0,3.23392
110,0,3.19037
112,0,3.14335
114,0,3.09309
116,0,3.03983
118,0,2.98383
120,0,2.92536
122,0,2.86472
124,0,2.80219
126,0,2.73808
128,0,2.6727
130,0,2.60637
132,0,2.53942
134,0,2.47216
136,0,2.40494
138,0,2.33806
140,0,2.27187
142,0,2.20668
144,0,2.14282
146,0,2.08058
148,0,2.02028
150,0,1.96221
152,0,1.90665
154,0,1.85388
156,0,1.80414
158,0,1.75769
160,0,1.71474
162,0,1.67551
164,0,1.64019
166,0,1.60895
168,0,1.58195
170,0,1.5593
172,0,1.54114
174,0,1.52753
176,0,1.51856
178,0,1.51426
180,0,1.51465
-180,2,1.50467
-178,2,1.51011
-176,2,1.5199
-174,2,1.53397
-172,2,1.55225
-170,2,1.57462
-168,2,1.60098
-166,2,1.63119
-164,2,1.6651
-162,2,1.70254
-160,2,1.74333
-158,2,1.78727
-156,2,1.83414
-154,2,1.88371
-152,2,1.93576
-150,2,1.99004
-148,2,2.04628
-146,2,2.10422
-144,2,2.16359
-142,2,2.22411
-140,2,2.28549
-138,2,2.34746
-136,2,2.40971
-134,2,2.47196
-132,2,2.53393
-130,2,2.59531
-128,2,2.65583
-126,2,2.71521
-124,2,2.77317
-122,2,2.82944
-120,2,2.88375
-118,2,2.93587
-116,2,2.98554
-114,2,3.03253
-112,2,3.07662
-110,2,3.11761
-108,2,3.1553
-106,2,3.18951
-104,2,3.22008
-102,2,3.24687
-100,2,3.26974
-98,2,3.28858
-96,2,3.3033
-94,2,3.31381
-92,2,3.32007
-90,2,3.32204
-88,2,3.31969
-86,2,3.31303
-84,2,3.30208
-82,2,3.28688
-80,2,3.2675
-78,2,3.244
-76,2,3.2165
-74,2,3.18511
-72,2,3.14997
-70,2,3.11124
-68,2,3.06908
-66,2,3.02369
-64,2,2.97529
-62,2,2.92408
-60,2,2.87031
-58,2,2.81423
-56,2,2.7561
-54,2,2.69619
-52,2,2.63481
-50,2,2.57223
-48,2,2.50876
-46,2,2.44471
-44,2,2.3804
-42,2,2.31614
-40,2,2.25225
-38,2,2.18904
-36,2,2.12685
-34,2,2.06598
-32,2,2.00675
-30,2,1.94946
-28,2,1.89441
-26,2,1.84189
-24,2,1.79217
-22,2,1.74551
-20,2,1.70218
-18,2,1.66241
-16,2,1.62641
-14,2,1.59439
-12,2,1.56653
-10,2,1.54298
-8,2,1.5239
-6,2,1.50939
-4,2,1.49956
-2,2,1.49446
0,2,1.49415
2,2,1.49865
4,2,1.50796
6,2,1.52204
8,2,1.54083
10,2,1.56427
12,2,1.59224
14,2,1.62462
16,2,1.66125
18,2,1.70195
20,2,1.74653
22,2,1.79476
24,2,1.84641
26,2,1.90123
28,2,1.95892
30,2,2.0192
32,2,2.08177
34,2,2.1463
36,2,2.21246
38,2,2.27993
40,2,2.34834
42,2,2.41735
44,2,2.48661
46,2,2.55576
48,2,2.62444
50,2,2.69231
52,2,2.75901
54,2,2.8242
56,2,2.88756
58,2,2.94875
60,2,3.00747
62,2,3.06343
64,2,3.11633
66,2,3.16592
68,2,3.21194
70,2,3.25417
72,2,3.2924
74,2,3.32645
76,2,3.35615
78,2,3.38135
80,2,3.40195
82,2,3.41785
84,2,3.42897
86,2,3.43529
88,2,3.43676
90,2,3.43341
92,2,3.42526
94,2,3.41236
96,2,3.39479
98,2,3.37266
100,2,3.34607
102,2,3.31519
104,2,3.28018
106,2,3.24121
108,2,3.19849
110,2,3.15225
112,2,3.10272
114,2,3.05015
116,2,2.99482
118,2,2.93699
120,2,2.87695
122,2,2.81501
124,2,2.75147
126,2,2.68664
128,2,2.62084
130,2,2.55438
132,2,2.4876
134,2,2.42079
136,2,2.3543
138,2,2.28842
140,2,2.22348
142,2,2.15977
144,2,2.0976
146,2,2.03726
148,2,1.97901
150,2,1.92314
152,2,1.86989
154,2,1.8195
156,2,1.77221
158,2,1.72821
160,2,1.68772
162,2,1.65089
164,2,1.6179
166,2,1.58888
168,2,1.56396
170,2,1.54323
172,2,1.52678
174,2,1.51466
176,2,1.50693
178,2,1.5036
180,2,1.50467
-180,4,1.46482
-178,4,1.47046
-176,4,1.47993
-174,4,1.49318
-172,4,1.51012
-170,4,1.53065
-168,4,1.55466
-166,4,1.58202
-164,4,1.61258
-162,4,1.64619
-160,4,1.68268
-158,4,1.72187
-156,4,1.76356
-154,4,1.80757
-152,4,1.85367
-150,4,1.90165
-148,4,1.95128
-146,4,2.00234
-144,4,2.05459
-142,4,2.10779
-140,4,2.16169
-138,4,2.21605
-136,4,2.27064
-134,4,2.3252
-132,4,2.37948
-130,4,2.43327
-128,4,2.4863
-126,4,2.53835
-124,4,2.5892
-122,4,2.63862
-120,4,2.68639
-118,4,2.7323
-116,4,2.77616
-114,4,2.81778
-112,4,2.85697
-110,4,2.89355
-108,4,2.92737
-106,4,2.95829
-104,4,2.98614
-102,4,3.01083
-100,4,3.03221
-98,4,3.05021
-96,4,3.06472
-94,4,3.07568
-92,4,3.08302
-90,4,3.0867
-88,4,3.08669
-86,4,3.08296
-84,4,3.07553
-82,4,3.06441
-80,4,3.04961
-78,4,3.0312
-76,4,3.00924
-74,4,2.98379
-72,4,2.95495
-70,4,2.92284
-68,4,2.88758
-66,4,2.8493
-64,4,2.80817
-62,4,2.76435
-60,4,2.71804
-58,4,2.66942
-56,4,2.61873
-54,4,2.56617
-52,4,2.51199
-50,4,2.45644
-48,4,2.39979
-46,4,2.34229
-44,4,2.28424
-42,4,2.22592
-40,4,2.16762
-38,4,2.10964
-36,4,2.05227
-34,4,1.99583
-32,4,1.94061
-30,4,1.88691
-28,4,1.83504
-26,4,1.78529
-24,4,1.73793
-22,4,1.69325
-20,4,1.65152
-18,4,1.613
-16,4,1.57791
-14,4,1.54649
-12,4,1.51895
-10,4,1.49548
-8,4,1.47624
-6,4,1.46138
-4,4,1.45103
-2,4,1.44529
0,4,1.44422
2,4,1.44789
4,4,1.4563
6,4,1.46945
8,4,1.48731
10,4,1.50981
12,4,1.53687
14,4,1.56836
16,4,1.60414
18,4,1.64404
20,4,1.68786
22,4,1.73538
24,4,1.78635
26,4,1.84051
28,4,1.89757
30,4,1.95722
32,4,2.01915
34,4,2.08302
36,4,2.14848
38,4,2.21517
40,4,2.28273
42,4,2.35079
44,4,2.41898
46,4,2.48693
48,4,2.55425
50,4,2.6206
52,4,2.6856
54,4,2.74892
56,4,2.8102
58,4,2.86913
60,4,2.92539
62,4,2.97868
64,4,3.02875
66,4,3.07532
68,4,3.11816
70,4,3.15707
72,4,3.19185
74,4,3.22235
76,4,3.24841
78,4,3.26993
80,4,3.28682
82,4,3.29901
84,4,3.30647
86,4,3.30918
88,4,3.30717
90,4,3.30047
92,4,3.28913
94,4,3.27325
96,4,3.25293
98,4,3.22831
100,4,3.19953
102,4,3.16677
104,4,3.1302
106,4,3.09004
108,4,3.04651
110,4,2.99984
112,4,2.95028
114,4,2.89808
116,4,2.84352
118,4,2.78688
120,4,2.72843
122,4,2.66847
124,4,2.6073
126,4,2.54521
128,4,2.48249
130,4,2.41945
132,4,2.35638
134,4,2.29358
136,4,2.23134
138,4,2.16993
140,4,2.10964
142,4,2.05074
144,4,1.99348
146,4,1.93812
148,4,1.8849
150,4,1.83403
152,4,1.78575
154,4,1.74025
156,4,1.69771
158,4,1.65831
160,4,1.6222
162,4,1.58953
164,4,1.56042
166,4,1.53498
168,4,1.51329
170,4,1.49542
172,4,1.48144
174,4,1.47138
176,4,1.46526
178,4,1.46308
180,4,1.46482
-180,6,1.39738
-178,6,1.40308
-176,6,1.41197
-174,6,1.42399
-172,6,1.43906
-170,6,1.45709
-168,6,1.47796
-166,6,1.50157
-164,6,1.52777
-162,6,1.55643
-160,6,1.58741
-158,6,1.62054
-156,6,1.65566
-154,6,1.6926
-152,6,1.73117
-150,6,1.77119
-148,6,1.81248
-146,6,1.85484
-144,6,1.89808
-142,6,1.94201
-140,6,1.98642
-138,6,2.03112
-136,6,2.07592
-134,6,2.12063
-132,6,2.16505
-130,6,2.209
-128,6,2.25231
-126,6,2.29478
-124,6,2.33627
-122,6,2.37658
-120,6,2.41558
-118,6,2.4531
-116,6,2.48901
-114,6,2.52315
-112,6,2.55541
-110,6,2.58564
-108,6,2.61375
-106,6,2.63961
-104,6,2.66313
-102,6,2.68421
-100,6,2.70276
-98,6,2.71869
-96,6,2.73195
-94,6,2.74246
-92,6,2.75017
-90,6,2.75503
-88,6,2.75701
-86,6,2.75606
-84,6,2.75218
-82,6,2.74535
-80,6,2.73556
-78,6,2.72284
-76,6,2.7072
-74,6,2.68868
-72,6,2.66731
-70,6,2.64316
-68,6,2.61629
-66,6,2.5868
-64,6,2.55476
-62,6,2.5203
-60,6,2.48354
-58,6,2.44461
-56,6,2.40367
-54,6,2.36087
-52,6,2.3164
-50,6,2.27045
-48,6,2.22323
-46,6,2.17495
-44,6,2.12583
-42,6,2.07613
-40,6,2.02608
-38,6,1.97595
-36,6,1.92601
-34,6,1.87652
-32,6,1.82777
-30,6,1.78004
-28,6,1.73361
-26,6,1.68876
-24,6,1.64579
-22,6,1.60496
-20,6,1.56655
-18,6,1.53082
-16,6,1.49804
-14,6,1.46845
-12,6,1.44227
-10,6,1.41972
-8,6,1.401
-6,6,1.38628
-4,6,1.37571
-2,6,1.36943
0,6,1.36753
2,6,1.3701
4,6,1.37718
6,6,1.3888
8,6,1.40494
10,6,1.42556
12,6,1.4506
14,6,1.47994
16,6,1.51347
18,6,1.551
20,6,1.59237
22,6,1.63734
24,6,1.68567
26,6,1.73709
28,6,1.79131
30,6,1.84803
32,6,1.9069
34,6,1.96758
36,6,2.02972
38,6,2.09295
40,6,2.15689
42,6,2.22117
44,6,2.2854
46,6,2.3492
48,6,2.41221
50,6,2.47406
52,6,2.53438
54,6,2.59284
56,6,2.6491
58,6,2.70286
60,6,2.75382
62,6,2.8017
64,6,2.84626
66,6,2.88727
68,6,2.92452
70,6,2.95784
72,6,2.98708
74,6,3.0121
76,6,3.03281
78,6,3.04913
80,6,3.06102
82,6,3.06846
84,6,3.07144
86,6,3.07
88,6,3.06418
90,6,3.05406
92,6,3.03974
94,6,3.02133
96,6,2.99897
98,6,2.97281
100,6,2.94302
102,6,2.90979
104,6,2.87331
106,6,2.8338
108,6,2.79149
110,6,2.7466
112,6,2.69939
114,6,2.65009
116,6,2.59897
118,6,2.54628
120,6,2.49229
122,6,2.43726
124,6,2.38145
126,6,2.32514
128,6,2.26859
130,6,2.21205
132,6,2.15578
134,6,2.10002
136,6,2.04504
138,6,1.99105
140,6,1.9383
142,6,1.887
144,6,1.83736
146,6,1.78958
148,6,1.74386
150,6,1.70037
152,6,1.65928
154,6,1.62074
156,6,1.5849
158,6,1.55187
160,6,1.52178
162,6,1.49473
164,6,1.4708
166,6,1.45006
168,6,1.43257
170,6,1.41838
172,6,1.40752
174,6,1.39999
176,6,1.39581
178,6,1.39495
180,6,1.39738
-180,8,1.30601
-178,8,1.31169
-176,8,1.31982
-174,8,1.33035
-172,8,1.3432
-170,8,1.35827
-168,8,1.37549
-166,8,1.39473
-164,8,1.4159
-162,8,1.43888
-160,8,1.46353
-158,8,1.48973
-156,8,1.51734
-154,8,1.54622
-152,8,1.57622
-150,8,1.6072
-148,8,1.639
-146,8,1.67147
-144,8,1.70447
-142,8,1.73784
-140,8,1.77144
-138,8,1.80512
-136,8,1.83875
-134,8,1.87218
-132,8,1.90529
-130,8,1.93796
-128,8,1.97006
-126,8,2.00148
-124,8,2.03211
-122,8,2.06186
-120,8,2.09064
-118,8,2.11834
-116,8,2.1449
-114,8,2.17023
-112,8,2.19426
-110,8,2.21692
-108,8,2.23815
-106,8,2.25788
-104,8,2.27605
-102,8,2.2926
-100,8,2.30749
-98,8,2.32064
-96,8,2.33202
-94,8,2.34157
-92,8,2.34923
-90,8,2.35497
-88,8,2.35872
-86,8,2.36046
-84,8,2.36014
-82,8,2.35772
-80,8,2.35318
-78,8,2.34648
-76,8,2.3376
-74,8,2.32653
-72,8,2.31327
-70,8,2.29781
-68,8,2.28017
-66,8,2.26037
-64,8,2.23845
-62,8,2.21445
-60,8,2.18843
-58,8,2.16046
-56,8,2.13062
-54,8,2.09902
-52,8,2.06576
-50,8,2.03098
-48,8,1.99481
-46,8,1.95741
-44,8,1.91895
-42,8,1.87961
-40,8,1.83959
-38,8,1.79909
-36,8,1.75835
-34,8,1.71759
-32,8,1.67705
-30,8,1.63698
-28,8,1.59764
-26,8,1.55929
-24,8,1.5222
-22,8,1.48664
-20,8,1.45287
-18,8,1.42117
-16,8,1.39178
-14,8,1.36498
-12,8,1.34099
-10,8,1.32005
-8,8,1.30238
-6,8,1.28818
-4,8,1.27763
-2,8,1.27089
0,8,1.26809
2,8,1.26934
4,8,1.27472
6,8,1.28428
8,8,1.29803
10,8,1.31595
12,8,1.33801
14,8,1.36412
16,8,1.39417
18,8,1.428
20,8,1.46544
22,8,1.50628
24,8,1.55027
26,8,1.59716
28,8,1.64664
30,8,1.69841
32,8,1.75213
34,8,1.80746
36,8,1.86403
38,8,1.92147
40,8,1.97941
42,8,2.03747
44,8,2.09527
46,8,2.15243
48,8,2.20861
50,8,2.26343
52,8,2.31656
54,8,2.36768
56,8,2.41648
58,8,2.46269
60,8,2.50604
62,8,2.54629
64,8,2.58325
66,8,2.61671
68,8,2.64653
70,8,2.67258
72,8,2.69475
74,8,2.71297
76,8,2.72719
78,8,2.73737
80,8,2.74353
82,8,2.74569
84,8,2.74389
86,8,2.73821
88,8,2.72872
90,8,2.71554
92,8,2.69879
94,8,2.67861
96,8,2.65515
98,8,2.62859
100,8,2.5991
102,8,2.56687
104,8,2.53211
106,8,2.49501
108,8,2.45579
110,8,2.41467
112,8,2.37187
114,8,2.32762
116,8,2.28215
118,8,2.23568
120,8,2.18845
122,8,2.14067
124,8,2.09257
126,8,2.04438
128,8,1.99631
130,8,1.94857
132,8,1.90137
134,8,1.8549
136,8,1.80936
138,8,1.76492
140,8,1.72178
142,8,1.68008
144,8,1.63998
146,8,1.60163
148,8,1.56517
150,8,1.53072
152,8,1.49839
154,8,1.46829
156,8,1.4405
158,8,1.41511
160,8,1.39218
162,8,1.37178
164,8,1.35395
166,8,1.33873
168,8,1.32614
170,8,1.31621
172,8,1.30892
174,8,1.30428
176,8,1.30227
178,8,1.30286
180,8,1.30601
-180,10,1.19546
-178,10,1.20108
-176,10,1.20837
-174,10,1.21727
-172,10,1.22772
-170,10,1.23964
-168,10,1.25294
-166,10,1.26756
-164,10,1.28339
-162,10,1.30034
-160,10,1.31832
-158,10,1.33721
-156,10,1.35691
-154,10,1.37731
-152,10,1.39831
-150,10,1.41978
-148,10,1.44162
-146,10,1.46371
-144,10,1.48596
-142,10,1.50826
-140,10,1.53051
-138,10,1.55262
-136,10,1.5745
-134,10,1.59609
-132,10,1.61731
-130,10,1.63809
-128,10,1.6584
-126,10,1.67817
-124,10,1.69739
-122,10,1.71601
-120,10,1.73401
-118,10,1.75138
-116,10,1.76809
-114,10,1.78415
-112,10,1.79953
-110,10,1.81422
-108,10,1.82823
-106,10,1.84152
-104,10,1.85408
-102,10,1.86589
-100,10,1.87693
-98,10,1.88716
-96,10,1.89655
-94,10,1.90505
-92,10,1.91261
-90,10,1.91918
-88,10,1.9247
-86,10,1.92911
-84,10,1.93234
-82,10,1.93434
-80,10,1.93503
-78,10,1.93435
-76,10,1.93224
-74,10,1.92864
-72,10,1.92349
-70,10,1.91674
-68,10,1.90837
-66,10,1.89832
-64,10,1.88659
-62,10,1.87315
-60,10,1.85802
-58,10,1.84119
-56,10,1.8227
-54,10,1.80258
-52,10,1.78088
-50,10,1.75767
-48,10,1.73303
-46,10,1.70706
-44,10,1.67986
-42,10,1.65156
-40,10,1.6223
-38,10,1.59223
-36,10,1.56152
-34,10,1.53036
-32,10,1.49894
-30,10,1.46747
-28,10,1.43617
-26,10,1.40526
-24,10,1.37498
-22,10,1.34558
-20,10,1.31732
-18,10,1.29043
-16,10,1.26519
-14,10,1.24183
-12,10,1.22062
-10,10,1.20179
-8,10,1.18557
-6,10,1.17219
-4,10,1.16184
-2,10,1.15471
0,10,1.15096
2,10,1.15073
4,10,1.15413
6,10,1.16124
8,10,1.17209
10,10,1.18671
12,10,1.20507
14,10,1.22712
16,10,1.25276
18,10,1.28186
20,10,1.31425
22,10,1.34974
24,10,1.3881
26,10,1.42906
28,10,1.47234
30,10,1.51763
32,10,1.5646
34,10,1.6129
36,10,1.66217
38,10,1.71206
40,10,1.76218
42,10,1.81217
44,10,1.86166
46,10,1.91031
48,10,1.95776
50,10,2.00369
52,10,2.0478
54,10,2.08979
56,10,2.1294
58,10,2.16639
60,10,2.20055
62,10,2.2317
64,10,2.25969
66,10,2.28438
68,10,2.30568
70,10,2.32352
72,10,2.33785
74,10,2.34865
76,10,2.35594
78,10,2.35972
80,10,2.36007
82,10,2.35704
84,10,2.35072
86,10,2.34122
88,10,2.32865
90,10,2.31315
92,10,2.29486
94,10,2.27392
96,10,2.2505
98,10,2.22477
100,10,2.19691
102,10,2.16709
104,10,2.1355
106,10,2.10232
108,10,2.06775
110,10,2.03198
112,10,1.99519
114,10,1.95757
116,10,1.91933
118,10,1.88064
120,10,1.84169
122,10,1.80266
124,10,1.76373
126,10,1.72508
128,10,1.68686
130,10,1.64925
132,10,1.61239
134,10,1.57643
136,10,1.54151
138,10,1.50776
140,10,1.4753
142,10,1.44423
144,10,1.41466
146,10,1.38667
148,10,1.36036
150,10,1.33578
152,10,1.313
154,10,1.29206
156,10,1.27302
158,10,1.2559
160,10,1.24071
162,10,1.22749
164,10,1.21623
166,10,1.20694
168,10,1.19961
170,10,1.19421
172,10,1.19074
174,10,1.18917
176,10,1.18946
178,10,1.19157
180,10,1.19546
-180,12,1.07112
-178,12,1.07668
-176,12,1.08312
-174,12,1.09041
-172,12,1.09847
-170,12,1.10724
-168,12,1.11668
-166,12,1.12671
-164,12,1.13727
-162,12,1.14828
-160,12,1.15967
-158,12,1.17137
-156,12,1.18331
-154,12,1.19539
-152,12,1.20756
-150,12,1.21972
-148,12,1.23181
-146,12,1.24376
-144,12,1.2555
-142,12,1.26697
-140,12,1.27814
-138,12,1.28895
-136,12,1.29937
-134,12,1.3094
-132,12,1.31903
-130,12,1.32825
-128,12,1.33709
-126,12,1.34557
-124,12,1.35372
-122,12,1.36159
-120,12,1.36922
-118,12,1.37667
-116,12,1.38398
-114,12,1.39122
-112,12,1.39843
-110,12,1.40566
-108,12,1.41294
-106,12,1.4203
-104,12,1.42776
-102,12,1.43532
-100,12,1.44298
-98,12,1.45072
-96,12,1.4585
-94,12,1.46628
-92,12,1.474
-90,12,1.4816
-88,12,1.48898
-86,12,1.49608
-84,12,1.50279
-82,12,1.50901
-80,12,1.51465
-78,12,1.5196
-76,12,1.52376
-74,12,1.52703
-72,12,1.52932
-70,12,1.53054
-68,12,1.53061
-66,12,1.52945
-64,12,1.527
-62,12,1.52321
-60,12,1.51802
-58,12,1.51142
-56,12,1.50337
-54,12,1.49388
-52,12,1.48293
-50,12,1.47056
-48,12,1.45679
-46,12,1.44167
-44,12,1.42525
-42,12,1.4076
-40,12,1.38881
-38,12,1.36899
-36,12,1.34823
-34,12,1.32668
-32,12,1.30447
-30,12,1.28176
-28,12,1.25872
-26,12,1.23554
-24,12,1.21242
-22,12,1.18956
-20,12,1.16718
-18,12,1.14552
-16,12,1.12481
-14,12,1.10528
-12,12,1.08719
-10,12,1.07078
-8,12,1.05628
-6,12,1.04391
-4,12,1.03391
-2,12,1.02648
0,12,1.0218
2,12,1.02003
4,12,1.02131
6,12,1.02576
8,12,1.03343
10,12,1.04439
12,12,1.05863
14,12,1.07611
16,12,1.09678
18,12,1.12051
20,12,1.14715
22,12,1.17654
24,12,1.20844
26,12,1.2426
28,12,1.27875
30,12,1.31658
32,12,1.35577
34,12,1.39598
36,12,1.43686
38,12,1.47806
40,12,1.51923
42,12,1.56
44,12,1.60005
46,12,1.63903
48,12,1.67665
50,12,1.71262
52,12,1.74666
54,12,1.77854
56,12,1.80805
58,12,1.835
60,12,1.85926
62,12,1.88069
64,12,1.8992
66,12,1.91474
68,12,1.92727
70,12,1.93678
72,12,1.94329
74,12,1.94684
76,12,1.94749
78,12,1.94531
80,12,1.9404
82,12,1.93286
84,12,1.92282
86,12,1.91039
88,12,1.89572
90,12,1.87894
92,12,1.86021
94,12,1.83967
96,12,1.81748
98,12,1.79379
100,12,1.76876
102,12,1.74253
104,12,1.71528
106,12,1.68716
108,12,1.65831
110,12,1.6289
112,12,1.59907
114,12,1.56898
116,12,1.53877
118,12,1.50859
120,12,1.47858
122,12,1.44887
124,12,1.41961
126,12,1.39091
128,12,1.36291
130,12,1.3357
132,12,1.30942
134,12,1.28414
136,12,1.25997
138,12,1.23698
140,12,1.21525
142,12,1.19484
144,12,1.1758
146,12,1.15817
148,12,1.14198
150,12,1.12725
152,12,1.11399
154,12,1.1022
156,12,1.09188
158,12,1.083
160,12,1.07555
162,12,1.06949
164,12,1.0648
166,12,1.06142
168,12,1.05933
170,12,1.05848
172,12,1.05882
174,12,1.0603
176,12,1.06288
178,12,1.0665
180,12,1.07112
-180,14,0.938663
-178,14,0.944171
-176,14,0.949836
-174,14,0.955612
-172,14,0.961454
-170,14,0.967319
-168,14,0.973165
-166,14,0.978949
-164,14,0.984628
-162,14,0.990157
-160,14,0.99549
-158,14,1.00058
-156,14,1.00538
-154,14,1.00984
-152,14,1.01392
-150,14,1.01757
-148,14,1.02076
-146,14,1.02345
-144,14,1.02561
-142,14,1.02724
-140,14,1.02833
-138,14,1.02889
-136,14,1.02894
-134,14,1.02853
-132,14,1.02771
-130,14,1.02654
-128,14,1.02511
-126,14,1.02351
-124,14,1.02185
-122,14,1.02024
-120,14,1.0188
-118,14,1.01764
-116,14,1.01689
-114,14,1.01664
-112,14,1.01701
-110,14,1.01807
-108,14,1.01991
-106,14,1.02258
-104,14,1.02612
-102,14,1.03054
-100,14,1.03584
-98,14,1.04199
-96,14,1.04895
-94,14,1.05665
-92,14,1.06501
-90,14,1.07393
-88,14,1.08331
-86,14,1.09301
-84,14,1.10292
-82,14,1.1129
-80,14,1.12281
-78,14,1.13252
-76,14,1.14191
-74,14,1.15084
-72,14,1.15919
-70,14,1.16685
-68,14,1.17372
-66,14,1.17971
-64,14,1.18472
-62,14,1.18869
-60,14,1.19156
-58,14,1.19326
-56,14,1.19376
-54,14,1.19303
-52,14,1.19104
-50,14,1.18778
-48,14,1.18324
-46,14,1.17743
-44,14,1.17038
-42,14,1.1621
-40,14,1.15263
-38,14,1.14202
-36,14,1.13033
-34,14,1.11763
-32,14,1.10401
-30,14,1.08958
-28,14,1.07443
-26,14,1.05872
-24,14,1.04258
-22,14,1.02617
-20,14,1.00967
-18,14,0.993273
-16,14,0.977183
-14,14,0.961615
-12,14,0.946793
-10,14,0.93295
-8,14,0.920318
-6,14,0.909131
-4,14,0.899616
-2,14,0.891993
0,14,0.886466
2,14,0.88322
4,14,0.88242
6,14,0.884199
8,14,0.888664
10,14,0.895882
12,14,0.905886
14,14,0.918667
16,14,0.934179
18,14,0.952329
20,14,0.97299
22,14,0.995991
24,14,1.02113
26,14,1.04816
28,14,1.07682
30,14,1.10681
32,14,1.13783
34,14,1.16954
36,14,1.20161
38,14,1.2337
40,14,1.26549
42,14,1.29665
44,14,1.32686
46,14,1.35585
48,14,1.38333
50,14,1.40907
52,14,1.43286
54,14,1.45452
56,14,1.4739
58,14,1.49088
60,14,1.50538
62,14,1.51735
64,14,1.52676
66,14,1.53363
68,14,1.53798
70,14,1.53986
72,14,1.53935
74,14,1.53654
76,14,1.53153
78,14,1.52444
80,14,1.51539
82,14,1.50451
84,14,1.49194
86,14,1.47781
88,14,1.46225
90,14,1.44542
92,14,1.42743
94,14,1.40842
96,14,1.38853
98,14,1.36788
100,14,1.34659
102,14,1.32479
104,14,1.3026
106,14,1.28014
108,14,1.25751
110,14,1.23483
112,14,1.21222
114,14,1.18978
116,14,1.16761
118,14,1.14582
120,14,1.12452
122,14,1.1038
124,14,1.08376
126,14,1.06449
128,14,1.04607
130,14,1.02859
132,14,1.01212
134,14,0.996718
136,14,0.982449
138,14,0.969357
140,14,0.957477
142,14,0.946834
144,14,0.937441
146,14,0.929297
148,14,0.922393
150,14,0.916705
152,14,0.9122
154,14,0.908834
156,14,0.906555
158,14,0.905301
160,14,0.905006
162,14,0.905599
164,14,0.907006
166,14,0.909149
168,14,0.911953
170,14,0.915343
172,14,0.919247
174,14,0.923594
176,14,0.928319
178,14,0.933361
180,14,0.938663
-180,16,0.803615
-178,16,0.809085
-176,16,0.814074
-174,16,0.818542
-172,16,0.822459
-170,16,0.825798
-168,16,0.828535
-166,16,0.830651
-164,16,0.832125
-162,16,0.832938
-160,16,0.83307
-158,16,0.832501
-156,16,0.831211
-154,16,0.82918
-152,16,0.826391
-150,16,0.822831
-148,16,0.818492
-146,16,0.813373
-144,16,0.807487
-142,16,0.800858
-140,16,0.793523
