Phi[deg],Theta[deg],re(rEPhi)[mV]
158,2,-7631.12
160,2,-7395.27
162,2,-7150.66
164,2,-6897.57
166,2,-6636.29
168,2,-6367.12
170,2,-6090.36
172,2,-5806.33
174,2,-5515.36
176,2,-5217.76
178,2,-4913.88
180,2,-4604.07
-180,4,-4571.41
-178,4,-4263.78
-176,4,-3950.99
-174,4,-3633.36
-172,4,-3311.23
-170,4,-2984.94
-168,4,-2654.85
-166,4,-2321.3
-164,4,-1984.65
-162,4,-1645.27
-160,4,-1303.52
-158,4,-959.78
-156,4,-614.423
-154,4,-267.832
-152,4,79.6083
-150,4,427.509
-148,4,775.477
-146,4,1123.12
-144,4,1470.03
-142,4,1815.82
-140,4,2160.08
-138,4,2502.4
-136,4,2842.39
-134,4,3179.62
-132,4,3513.71
-130,4,3844.23
-128,4,4170.78
-126,4,4492.96
-124,4,4810.36
-122,4,5122.57
-120,4,5429.21
-118,4,5729.86
-116,4,6024.15
-114,4,6311.67
-112,4,6592.05
-110,4,6864.91
-108,4,7129.87
-106,4,7386.57
-104,4,7634.66
-102,4,7873.78
-100,4,8103.59
-98,4,8323.76
-96,4,8533.98
-94,4,8733.93
-92,4,8923.32
-90,4,9101.85
-88,4,9269.26
-86,4,9425.29
-84,4,9569.69
-82,4,9702.24
-80,4,9822.71
-78,4,9930.91
-76,4,10026.7
-74,4,10109.8
-72,4,10180.1
-70,4,10237.6
-68,4,10282.1
-66,4,10313.4
-64,4,10331.6
-62,4,10336.5
-60,4,10328.2
-58,4,10306.5
-56,4,10271.6
-54,4,10223.5
-52,4,10162.1
-50,4,10087.5
-48,4,9999.92
-46,4,9899.33
-44,4,9785.9
-42,4,9659.76
-40,4,9521.08
-38,4,9370.03
-36,4,9206.81
-34,4,9031.65
-32,4,8844.78
-30,4,8646.45
-28,4,8436.93
-26,4,8216.51
-24,4,7985.49
-22,4,7744.19
-20,4,7492.94
-18,4,7232.1
-16,4,6962.02
-14,4,6683.08
-12,4,6395.67
-10,4,6100.18
-8,4,5797.02
-6,4,5486.62
-4,4,5169.4
-2,4,4845.8
0,4,4516.26
2,4,4181.24
4,4,3841.19
6,4,3496.57
8,4,3147.87
10,4,2795.54
12,4,2440.06
14,4,2081.91
16,4,1721.56
18,4,1359.5
20,4,996.204
22,4,632.148
24,4,267.81
26,4,-96.3368
28,4,-459.822
30,4,-822.177
32,4,-1182.94
34,4,-1541.65
36,4,-1897.87
38,4,-2251.13
40,4,-2601
42,4,-2947.06
44,4,-3288.87
46,4,-3626.03
48,4,-3958.11
50,4,-4284.73
52,4,-4605.5
54,4,-4920.04
56,4,-5227.99
58,4,-5528.97
60,4,-5822.66
62,4,-6108.72
64,4,-6386.82
66,4,-6656.65
68,4,-6917.93
70,4,-7170.35
72,4,-7413.65
74,4,-7647.58
76,4,-7871.88
78,4,-8086.31
80,4,-8290.67
82,4,-8484.74
84,4,-8668.34
86,4,-8841.27
88,4,-9003.37
90,4,-9154.5
92,4,-9294.51
94,4,-9423.28
96,4,-9540.7
98,4,-9646.66
100,4,-9741.08
102,4,-9823.89
104,4,-9895.03
106,4,-9954.46
108,4,-10002.1
110,4,-10038
112,4,-10062.2
114,4,-10074.5
116,4,-10075.2
118,4,-10064
120,4,-10041.3
122,4,-10006.8
124,4,-9960.86
126,4,-9903.4
128,4,-9834.54
130,4,-9754.38
132,4,-9663.04
134,4,-9560.63
136,4,-9447.29
138,4,-9323.15
140,4,-9188.37
142,4,-9043.11
144,4,-8887.54
146,4,-8721.85
148,4,-8546.21
150,4,-8360.82
152,4,-8165.91
154,4,-7961.67
156,4,-7748.35
158,4,-7526.16
160,4,-7295.34
162,4,-7056.16
164,4,-6808.86
166,4,-6553.71
168,4,-6290.97
170,4,-6020.93
172,4,-5743.87
174,4,-5460.09
176,4,-5169.88
178,4,-4873.55
180,4,-4571.41
-180,6,-4508.34
-178,6,-4209.07
-176,6,-3904.76
-174,6,-3595.69
-172,6,-3282.16
-170,6,-2964.48
-168,6,-2642.97
-166,6,-2317.94
-164,6,-1989.7
-162,6,-1658.59
-160,6,-1324.95
-158,6,-989.094
-156,6,-651.383
-154,6,-312.161
-152,6,28.2161
-150,6,369.39
-148,6,710.996
-146,6,1052.66
-144,6,1394.02
-142,6,1734.68
-140,6,2074.27
-138,6,2412.4
-136,6,2748.67
-134,6,3082.68
-132,6,3414.05
-130,6,3742.37
-128,6,4067.22
-126,6,4388.22
-124,6,4704.94
-122,6,5016.99
-120,6,5323.95
-118,6,5625.41
-116,6,5920.96
-114,6,6210.21
-112,6,6492.74
-110,6,6768.16
-108,6,7036.07
-106,6,7296.07
-104,6,7547.79
-102,6,7790.83
-100,6,8024.84
-98,6,8249.44
-96,6,8464.29
-94,6,8669.02
-92,6,8863.32
-90,6,9046.86
-88,6,9219.32
-86,6,9380.42
-84,6,9529.86
-82,6,9667.38
-80,6,9792.74
-78,6,9905.69
-76,6,10006
-74,6,10093.5
-72,6,10168.1
-70,6,10229.4
-68,6,10277.5
-66,6,10312.1
-64,6,10333.2
-62,6,10340.7
-60,6,10334.6
-58,6,10314.8
-56,6,10281.3
-54,6,10234.1
-52,6,10173.3
-50,6,10098.8
-48,6,10010.9
-46,6,9909.57
-44,6,9794.95
-42,6,9667.2
-40,6,9526.48
-38,6,9372.99
-36,6,9206.94
-34,6,9028.57
-32,6,8838.13
-30,6,8635.89
-28,6,8422.15
-26,6,8197.22
-24,6,7961.42
-22,6,7715.12
-20,6,7458.66
-18,6,7192.43
-16,6,6916.82
-14,6,6632.24
-12,6,6339.11
-10,6,6037.86
-8,6,5728.94
-6,6,5412.79
-4,6,5089.88
-2,6,4760.68
0,6,4425.67
2,6,4085.33
4,6,3740.16
6,6,3390.63
8,6,3037.26
10,6,2680.54
12,6,2320.97
14,6,1959.05
16,6,1595.29
18,6,1230.18
20,6,864.226
22,6,497.918
24,6,131.749
26,6,-233.794
28,6,-598.227
30,6,-961.074
32,6,-1321.86
34,6,-1680.14
36,6,-2035.43
38,6,-2387.3
40,6,-2735.32
42,6,-3079.04
44,6,-3418.05
46,6,-3751.94
48,6,-4080.32
50,6,-4402.79
52,6,-4718.98
54,6,-5028.52
56,6,-5331.07
58,6,-5626.28
60,6,-5913.83
62,6,-6193.39
64,6,-6464.68
66,6,-6727.4
68,6,-6981.28
70,6,-7226.06
72,6,-7461.49
74,6,-7687.34
76,6,-7903.38
78,6,-8109.42
80,6,-8305.25
82,6,-8490.71
84,6,-8665.62
86,6,-8829.84
88,6,-8983.23
90,6,-9125.67
92,6,-9257.04
94,6,-9377.25
96,6,-9486.23
98,6,-9583.89
100,6,-9670.18
102,6,-9745.05
104,6,-9808.49
106,6,-9860.46
108,6,-9900.96
110,6,-9930
112,6,-9947.59
114,6,-9953.76
116,6,-9948.56
118,6,-9932.03
120,6,-9904.23
122,6,-9865.24
124,6,-9815.14
126,6,-9754.03
128,6,-9682
130,6,-9599.17
132,6,-9505.66
134,6,-9401.59
136,6,-9287.12
138,6,-9162.38
140,6,-9027.52
142,6,-8882.73
144,6,-8728.15
146,6,-8563.97
148,6,-8390.38
150,6,-8207.57
152,6,-8015.74
154,6,-7815.08
156,6,-7605.82
158,6,-7388.17
160,6,-7162.36
162,6,-6928.6
164,6,-6687.15
166,6,-6438.24
168,6,-6182.11
170,6,-5919.02
172,6,-5649.23
174,6,-5372.99
176,6,-5090.58
178,6,-4802.28
180,6,-4508.34
-180,8,-4415.7
-178,8,-4125.37
-176,8,-3830.18
-174,8,-3530.37
-172,8,-3226.2
-170,8,-2917.95
-168,8,-2605.89
-166,8,-2290.28
-164,8,-1971.43
-162,8,-1649.6
-160,8,-1325.1
-158,8,-998.228
-156,8,-669.287
-154,8,-338.59
-152,8,-6.45806
-150,8,326.784
-148,8,660.802
-146,8,995.257
-144,8,1329.8
-142,8,1664.08
-140,8,1997.74
-138,8,2330.4
-136,8,2661.69
-134,8,2991.23
-132,8,3318.64
-130,8,3643.52
-128,8,3965.46
-126,8,4284.08
-124,8,4598.95
-122,8,4909.68
-120,8,5215.83
-118,8,5516.99
-116,8,5812.74
-114,8,6102.66
-112,8,6386.33
-110,8,6663.32
-108,8,6933.22
-106,8,7195.6
-104,8,7450.05
-102,8,7696.15
-100,8,7933.52
-98,8,8161.73
-96,8,8380.41
-94,8,8589.18
-92,8,8787.65
-90,8,8975.47
-88,8,9152.29
-86,8,9317.78
-84,8,9471.61
-82,8,9613.48
-80,8,9743.09
-78,8,9860.18
-76,8,9964.5
-74,8,10055.8
-72,8,10133.9
-70,8,10198.6
-68,8,10249.7
-66,8,10287
-64,8,10310.6
-62,8,10320.1
-60,8,10315.7
-58,8,10297.2
-56,8,10264.5
-54,8,10217.8
-52,8,10157
-50,8,10082.2
-48,8,9993.52
-46,8,9890.97
-44,8,9774.72
-42,8,9644.93
-40,8,9501.78
-38,8,9345.47
-36,8,9176.24
-34,8,8994.34
-32,8,8800.04
-30,8,8593.65
-28,8,8375.47
-26,8,8145.86
-24,8,7905.16
-22,8,7653.77
-20,8,7392.07
-18,8,7120.47
-16,8,6839.41
-14,8,6549.32
-12,8,6250.66
-10,8,5943.9
-8,8,5629.51
-6,8,5307.98
-4,8,4979.82
-2,8,4645.51
0,8,4305.58
2,8,3960.54
4,8,3610.91
6,8,3257.2
8,8,2899.95
10,8,2539.68
12,8,2176.92
14,8,1812.18
16,8,1445.99
18,8,1078.86
20,8,711.321
22,8,343.869
24,8,-22.9877
26,8,-388.753
28,8,-752.936
30,8,-1115.06
32,8,-1474.64
34,8,-1831.21
36,8,-2184.33
38,8,-2533.55
40,8,-2878.43
42,8,-3218.55
44,8,-3553.5
46,8,-3882.88
48,8,-4206.31
50,8,-4523.4
52,8,-4833.8
54,8,-5137.16
56,8,-5433.14
58,8,-5721.43
60,8,-6001.72
62,8,-6273.71
64,8,-6537.12
66,8,-6791.7
68,8,-7037.18
70,8,-7273.34
72,8,-7499.95
74,8,-7716.81
76,8,-7923.71
78,8,-8120.49
80,8,-8306.98
82,8,-8483.02
84,8,-8648.48
86,8,-8803.24
88,8,-8947.19
90,8,-9080.24
92,8,-9202.3
94,8,-9313.3
96,8,-9413.18
98,8,-9501.92
100,8,-9579.47
102,8,-9645.82
104,8,-9700.96
106,8,-9744.91
108,8,-9777.67
110,8,-9799.28
112,8,-9809.78
114,8,-9809.23
116,8,-9797.68
118,8,-9775.2
120,8,-9741.88
122,8,-9697.81
124,8,-9643.09
126,8,-9577.83
128,8,-9502.15
130,8,-9416.17
132,8,-9320.03
134,8,-9213.86
136,8,-9097.82
138,8,-8972.06
140,8,-8836.74
142,8,-8692.03
144,8,-8538.1
146,8,-8375.14
148,8,-8203.31
150,8,-8022.81
152,8,-7833.84
154,8,-7636.59
156,8,-7431.26
158,8,-7218.06
160,8,-6997.2
162,8,-6768.89
164,8,-6533.34
166,8,-6290.78
168,8,-6041.43
170,8,-5785.51
172,8,-5523.27
174,8,-5254.92
176,8,-4980.72
178,8,-4700.9
180,8,-4415.7
-180,10,-4294.63
-178,10,-4013.82
-176,10,-3728.37
-174,10,-3438.49
-172,10,-3144.43
-170,10,-2846.39
-168,10,-2544.62
-166,10,-2239.33
-164,10,-1930.79
-162,10,-1619.22
-160,10,-1304.89
-158,10,-988.055
-156,10,-668.973
-154,10,-347.921
-152,10,-25.1802
-150,10,298.961
-148,10,624.205
-146,10,950.246
-144,10,1276.77
-142,10,1603.44
-140,10,1929.94
-138,10,2255.91
-136,10,2581.01
-134,10,2904.87
-132,10,3227.11
-130,10,3547.36
-128,10,3865.22
-126,10,4180.3
-124,10,4492.19
-122,10,4800.47
-120,10,5104.72
-118,10,5404.52
-116,10,5699.43
-114,10,5989.02
-112,10,6272.84
-110,10,6550.45
-108,10,6821.4
-106,10,7085.26
-104,10,7341.57
-102,10,7589.9
-100,10,7829.8
-98,10,8060.84
-96,10,8282.6
-94,10,8494.65
-92,10,8696.59
-90,10,8888.01
-88,10,9068.52
-86,10,9237.75
-84,10,9395.33
-82,10,9540.92
-80,10,9674.2
-78,10,9794.85
-76,10,9902.58
-74,10,9997.12
-72,10,10078.2
-70,10,10145.7
-68,10,10199.3
-66,10,10238.9
-64,10,10264.3
-62,10,10275.4
-60,10,10272.1
-58,10,10254.4
-56,10,10222.1
-54,10,10175.4
-52,10,10114.2
-50,10,10038.6
-48,10,9948.65
-46,10,9844.45
-44,10,9726.16
-42,10,9593.93
-40,10,9447.97
-38,10,9288.49
-36,10,9115.75
-34,10,8930.01
-32,10,8731.59
-30,10,8520.8
-28,10,8298
-26,10,8063.54
-24,10,7817.84
-22,10,7561.28
-20,10,7294.32
-18,10,7017.38
-16,10,6730.95
-14,10,6435.49
-12,10,6131.49
-10,10,5819.47
-8,10,5499.93
-6,10,5173.4
-4,10,4840.4
-2,10,4501.49
0,10,4157.19
2,10,3808.05
4,10,3454.62
6,10,3097.46
8,10,2737.11
10,10,2374.12
12,10,2009.04
14,10,1642.41
16,10,1274.76
18,10,906.637
20,10,538.562
22,10,171.055
24,10,-195.37
26,10,-560.212
28,10,-922.976
30,10,-1283.18
32,10,-1640.34
34,10,-1994.01
36,10,-2343.73
38,10,-2689.06
40,10,-3029.58
42,10,-3364.88
44,10,-3694.55
46,10,-4018.2
48,10,-4335.48
50,10,-4646.01
52,10,-4949.45
54,10,-5245.48
56,10,-5533.78
58,10,-5814.04
60,10,-6085.99
62,10,-6349.36
64,10,-6603.88
66,10,-6849.31
68,10,-7085.44
70,10,-7312.05
72,10,-7528.94
74,10,-7735.92
76,10,-7932.85
78,10,-8119.55
80,10,-8295.9
82,10,-8461.77
84,10,-8617.05
86,10,-8761.64
88,10,-8895.47
90,10,-9018.46
92,10,-9130.55
94,10,-9231.72
96,10,-9321.92
98,10,-9401.14
100,10,-9469.38
102,10,-9526.64
104,10,-9572.95
106,10,-9608.34
108,10,-9632.84
110,10,-9646.51
112,10,-9649.42
114,10,-9641.63
116,10,-9623.24
118,10,-9594.33
120,10,-9555.01
122,10,-9505.39
124,10,-9445.58
126,10,-9375.72
128,10,-9295.93
130,10,-9206.37
132,10,-9107.16
134,10,-8998.48
136,10,-8880.47
138,10,-8753.3
140,10,-8617.15
142,10,-8472.18
144,10,-8318.58
146,10,-8156.51
148,10,-7986.18
150,10,-7807.76
152,10,-7621.45
154,10,-7427.43
156,10,-7225.91
158,10,-7017.07
160,10,-6801.12
162,10,-6578.25
164,10,-6348.66
166,10,-6112.56
168,10,-5870.15
170,10,-5621.63
172,10,-5367.21
174,10,-5107.09
176,10,-4841.48
178,10,-4570.59
180,10,-4294.63
-180,12,-4146.59
-178,12,-3875.84
-176,12,-3600.73
-174,12,-3321.45
-172,12,-3038.19
-170,12,-2751.13
-168,12,-2460.45
-166,12,-2166.34
-164,12,-1869.01
-162,12,-1568.64
-160,12,-1265.46
-158,12,-959.669
-156,12,-651.492
-154,12,-341.159
-152,12,-28.9071
-150,12,285.014
-148,12,600.347
-146,12,916.822
-144,12,1234.16
-142,12,1552.06
-140,12,1870.23
-138,12,2188.35
-136,12,2506.09
-134,12,2823.1
-132,12,3139.03
-130,12,3453.51
-128,12,3766.16
-126,12,4076.6
-124,12,4384.41
-122,12,4689.18
-120,12,4990.5
-118,12,5287.91
-116,12,5580.98
-114,12,5869.26
-112,12,6152.28
-110,12,6429.59
-108,12,6700.72
-106,12,6965.19
-104,12,7222.53
-102,12,7472.27
-100,12,7713.93
-98,12,7947.05
-96,12,8171.15
-94,12,8385.79
-92,12,8590.51
-90,12,8784.86
-88,12,8968.42
-86,12,9140.77
-84,12,9301.51
-82,12,9450.25
-80,12,9586.61
-78,12,9710.26
-76,12,9820.87
-74,12,9918.12
-72,12,10001.7
-70,12,10071.5
-68,12,10127.1
-66,12,10168.4
-64,12,10195.2
-62,12,10207.4
-60,12,10204.8
-58,12,10187.4
-56,12,10155.1
-54,12,10107.9
-52,12,10045.9
-50,12,9969.02
-48,12,9877.4
-46,12,9771.16
-44,12,9650.43
-42,12,9515.4
-40,12,9366.28
-38,12,9203.3
-36,12,9026.75
-34,12,8836.91
-32,12,8634.12
-30,12,8418.72
-28,12,8191.11
-26,12,7951.68
-24,12,7700.86
-22,12,7439.09
-20,12,7166.86
-18,12,6884.63
-16,12,6592.92
-14,12,6292.23
-12,12,5983.1
-10,12,5666.07
-8,12,5341.7
-6,12,5010.53
-4,12,4673.14
-2,12,4330.1
0,12,3981.97
2,12,3629.34
4,12,3272.79
6,12,2912.88
8,12,2550.2
10,12,2185.31
12,12,1818.77
14,12,1451.16
16,12,1083.01
18,12,714.878
20,12,347.297
22,12,-19.2042
24,12,-384.111
26,12,-746.916
28,12,-1107.13
30,12,-1464.26
32,12,-1817.85
34,12,-2167.43
36,12,-2512.57
38,12,-2852.84
40,12,-3187.81
42,12,-3517.11
44,12,-3840.32
46,12,-4157.1
48,12,-4467.07
50,12,-4769.91
52,12,-5065.29
54,12,-5352.9
56,12,-5632.44
58,12,-5903.64
60,12,-6166.23
62,12,-6419.97
64,12,-6664.63
66,12,-6899.99
68,12,-7125.85
70,12,-7342.02
72,12,-7548.33
74,12,-7744.63
76,12,-7930.78
78,12,-8106.65
80,12,-8272.12
82,12,-8427.1
84,12,-8571.5
86,12,-8705.26
88,12,-8828.33
90,12,-8940.64
92,12,-9042.19
94,12,-9132.94
96,12,-9212.89
98,12,-9282.07
100,12,-9340.47
102,12,-9388.14
104,12,-9425.11
106,12,-9451.45
108,12,-9467.21
110,12,-9472.48
112,12,-9467.34
114,12,-9451.87
116,12,-9426.2
118,12,-9390.42
120,12,-9344.67
122,12,-9289.07
124,12,-9223.75
126,12,-9148.87
128,12,-9064.57
130,12,-8971.01
132,12,-8868.36
134,12,-8756.77
136,12,-8636.43
138,12,-8507.5
140,12,-8370.17
142,12,-8224.62
144,12,-8071.04
146,12,-7909.6
148,12,-7740.51
150,12,-7563.94
152,12,-7380.09
154,12,-7189.15
156,12,-6991.31
158,12,-6786.75
160,12,-6575.67
162,12,-6358.26
164,12,-6134.69
166,12,-5905.15
168,12,-5669.83
170,12,-5428.91
172,12,-5182.57
174,12,-4930.99
176,12,-4674.35
178,12,-4412.83
180,12,-4146.59
-180,14,-3973.33
-178,14,-3713.14
-176,14,-3448.94
-174,14,-3180.88
-172,14,-2909.1
-170,14,-2633.72
-168,14,-2354.9
-166,14,-2072.78
-164,14,-1787.51
-162,14,-1499.25
-160,14,-1208.14
-158,14,-914.358
-156,14,-618.078
-154,14,-319.481
-152,14,-18.7602
-150,14,283.881
-148,14,588.226
-146,14,894.047
-144,14,1201.1
-142,14,1509.13
-140,14,1817.87
-138,14,2127.02
-136,14,2436.29
-134,14,2745.36
-132,14,3053.89
-130,14,3361.53
-128,14,3667.91
-126,14,3972.66
-124,14,4275.36
-122,14,4575.62
-120,14,4873
-118,14,5167.06
-116,14,5457.35
-114,14,5743.4
-112,14,6024.73
-110,14,6300.87
-108,14,6571.33
-106,14,6835.59
-104,14,7093.16
-102,14,7343.54
-100,14,7586.22
-98,14,7820.69
-96,14,8046.45
-94,14,8263
-92,14,8469.85
-90,14,8666.51
-88,14,8852.51
-86,14,9027.4
-84,14,9190.73
-82,14,9342.06
-80,14,9480.99
-78,14,9607.12
-76,14,9720.09
-74,14,9819.57
-72,14,9905.21
-70,14,9976.75
-68,14,10033.9
-66,14,10076.5
-64,14,10104.2
-62,14,10117
-60,14,10114.8
-58,14,10097.3
-56,14,10064.5
-54,14,10016.5
-52,14,9953.22
-50,14,9874.71
-48,14,9781.08
-46,14,9672.43
-44,14,9548.93
-42,14,9410.77
-40,14,9258.17
-38,14,9091.41
-36,14,8910.77
-34,14,8716.58
-32,14,8509.2
-30,14,8289.01
-28,14,8056.44
-26,14,7811.92
-24,14,7555.91
-22,14,7288.9
-20,14,7011.41
-18,14,6723.94
-16,14,6427.05
-14,14,6121.3
-12,14,5807.25
-10,14,5485.48
-8,14,5156.59
-6,14,4821.17
-4,14,4479.81
-2,14,4133.13
0,14,3781.72
2,14,3426.2
4,14,3067.17
6,14,2705.22
8,14,2340.96
10,14,1974.97
12,14,1607.83
14,14,1240.12
16,14,872.395
18,14,505.219
20,14,139.131
22,14,-225.34
24,14,-587.676
26,14,-947.372
28,14,-1303.94
30,14,-1656.9
32,14,-2005.79
34,14,-2350.17
36,14,-2689.6
38,14,-3023.67
40,14,-3351.99
42,14,-3674.16
44,14,-3989.82
46,14,-4298.61
48,14,-4600.21
50,14,-4894.29
52,14,-5180.56
54,14,-5458.72
56,14,-5728.5
58,14,-5989.65
60,14,-6241.93
62,14,-6485.13
64,14,-6719.02
66,14,-6943.42
68,14,-7158.17
70,14,-7363.08
72,14,-7558.03
74,14,-7742.87
76,14,-7917.51
78,14,-8081.82
80,14,-8235.73
82,14,-8379.17
84,14,-8512.07
86,14,-8634.4
88,14,-8746.11
90,14,-8847.2
92,14,-8937.65
94,14,-9017.47
96,14,-9086.69
