Phi[deg],Theta[deg],re(rEPhi)[mV]
68,0,-2360.62
70,0,-2368.68
72,0,-2373.86
74,0,-2376.15
76,0,-2375.54
78,0,-2372.04
80,0,-2365.65
82,0,-2356.37
84,0,-2344.23
86,0,-2329.23
88,0,-2311.39
90,0,-2290.73
92,0,-2267.29
94,0,-2241.08
96,0,-2212.14
98,0,-2180.5
100,0,-2146.21
102,0,-2109.31
104,0,-2069.83
106,0,-2027.84
108,0,-1983.37
110,0,-1936.48
112,0,-1887.24
114,0,-1835.7
116,0,-1781.92
118,0,-1725.97
120,0,-1667.91
122,0,-1607.83
124,0,-1545.78
126,0,-1481.86
128,0,-1416.12
130,0,-1348.67
132,0,-1279.56
134,0,-1208.9
136,0,-1136.77
138,0,-1063.25
140,0,-988.44
142,0,-912.422
144,0,-835.292
146,0,-757.145
148,0,-678.076
150,0,-598.18
152,0,-517.555
154,0,-436.3
156,0,-354.514
158,0,-272.295
160,0,-189.745
162,0,-106.963
164,0,-24.0515
166,0,58.8897
168,0,141.759
170,0,224.456
172,0,306.879
174,0,388.928
176,0,470.504
178,0,551.506
180,0,631.836
-180,2,668.479
-178,2,744.94
-176,2,820.197
-174,2,894.158
-172,2,966.735
-170,2,1037.84
-168,2,1107.41
-166,2,1175.34
-164,2,1241.58
-162,2,1306.05
-160,2,1368.69
-158,2,1429.44
-156,2,1488.23
-154,2,1545.01
-152,2,1599.74
-150,2,1652.36
-148,2,1702.84
-146,2,1751.13
-144,2,1797.19
-142,2,1840.99
-140,2,1882.51
-138,2,1921.71
-136,2,1958.57
-134,2,1993.07
-132,2,2025.19
-130,2,2054.91
-128,2,2082.22
-126,2,2107.1
-124,2,2129.55
-122,2,2149.55
-120,2,2167.1
-118,2,2182.2
-116,2,2194.83
-114,2,2205
-112,2,2212.7
-110,2,2217.94
-108,2,2220.71
-106,2,2221.02
-104,2,2218.87
-102,2,2214.27
-100,2,2207.22
-98,2,2197.72
-96,2,2185.79
-94,2,2171.43
-92,2,2154.65
-90,2,2135.46
-88,2,2113.88
-86,2,2089.92
-84,2,2063.6
-82,2,2034.92
-80,2,2003.92
-78,2,1970.6
-76,2,1935
-74,2,1897.13
-72,2,1857.02
-70,2,1814.71
-68,2,1770.22
-66,2,1723.58
-64,2,1674.84
-62,2,1624.03
-60,2,1571.2
-58,2,1516.39
-56,2,1459.64
-54,2,1401.01
-52,2,1340.56
-50,2,1278.34
-48,2,1214.41
-46,2,1148.84
-44,2,1081.69
-42,2,1013.04
-40,2,942.957
-38,2,871.52
-36,2,798.808
-34,2,724.904
-32,2,649.894
-30,2,573.866
-28,2,496.911
-26,2,419.123
-24,2,340.596
-22,2,261.429
-20,2,181.721
-18,2,101.573
-16,2,21.0873
-14,2,-59.6319
-12,2,-140.48
-10,2,-221.351
-8,2,-302.138
-6,2,-382.736
-4,2,-463.036
-2,2,-542.933
0,2,-622.319
2,2,-701.09
4,2,-779.138
6,2,-856.361
8,2,-932.654
10,2,-1007.92
12,2,-1082.05
14,2,-1154.95
16,2,-1226.52
18,2,-1296.67
20,2,-1365.3
22,2,-1432.32
24,2,-1497.66
26,2,-1561.2
28,2,-1622.89
30,2,-1682.63
32,2,-1740.35
34,2,-1795.96
36,2,-1849.41
38,2,-1900.62
40,2,-1949.52
42,2,-1996.05
44,2,-2040.15
46,2,-2081.77
48,2,-2120.84
50,2,-2157.32
52,2,-2191.16
54,2,-2222.31
56,2,-2250.74
58,2,-2276.41
60,2,-2299.27
62,2,-2319.31
64,2,-2336.48
66,2,-2350.78
68,2,-2362.16
70,2,-2370.63
72,2,-2376.15
74,2,-2378.73
76,2,-2378.34
78,2,-2375
80,2,-2368.69
82,2,-2359.42
84,2,-2347.2
86,2,-2332.03
88,2,-2313.93
90,2,-2292.92
92,2,-2269.01
94,2,-2242.24
96,2,-2212.63
98,2,-2180.22
100,2,-2145.03
102,2,-2107.12
104,2,-2066.53
106,2,-2023.3
108,2,-1977.5
110,2,-1929.16
112,2,-1878.37
114,2,-1825.17
116,2,-1769.65
118,2,-1711.87
120,2,-1651.9
122,2,-1589.84
124,2,-1525.75
126,2,-1459.74
128,2,-1391.89
130,2,-1322.29
132,2,-1251.04
134,2,-1178.24
136,2,-1104
138,2,-1028.41
140,2,-951.587
142,2,-873.641
144,2,-794.681
146,2,-714.82
148,2,-634.173
150,2,-552.856
152,2,-470.985
154,2,-388.678
156,2,-306.05
158,2,-223.221
160,2,-140.306
162,2,-57.4226
164,2,25.3134
166,2,107.787
168,2,189.886
170,2,271.497
172,2,352.512
174,2,432.821
176,2,512.32
178,2,590.906
180,2,668.479
-180,4,733.209
-178,4,802.77
-176,4,870.595
-174,4,936.593
-172,4,1000.68
-170,4,1062.79
-168,4,1122.85
-166,4,1180.81
-164,4,1236.61
-162,4,1290.21
-160,4,1341.58
-158,4,1390.69
-156,4,1437.52
-154,4,1482.07
-152,4,1524.32
-150,4,1564.29
-148,4,1601.97
-146,4,1637.38
-144,4,1670.54
-142,4,1701.47
-140,4,1730.2
-138,4,1756.76
-136,4,1781.19
-134,4,1803.52
-132,4,1823.79
-130,4,1842.03
-128,4,1858.29
-126,4,1872.61
-124,4,1885.02
-122,4,1895.57
-120,4,1904.28
-118,4,1911.2
-116,4,1916.35
-114,4,1919.77
-112,4,1921.47
-110,4,1921.49
-108,4,1919.83
-106,4,1916.52
-104,4,1911.56
-102,4,1904.96
-100,4,1896.73
-98,4,1886.85
-96,4,1875.33
-94,4,1862.16
-92,4,1847.32
-90,4,1830.8
-88,4,1812.59
-86,4,1792.65
-84,4,1770.97
-82,4,1747.52
-80,4,1722.29
-78,4,1695.23
-76,4,1666.34
-74,4,1635.58
-72,4,1602.94
-70,4,1568.39
-68,4,1531.91
-66,4,1493.5
-64,4,1453.13
-62,4,1410.8
-60,4,1366.51
-58,4,1320.26
-56,4,1272.07
-54,4,1221.93
-52,4,1169.88
-50,4,1115.94
-48,4,1060.15
-46,4,1002.54
-44,4,943.162
-42,4,882.071
-40,4,819.327
-38,4,755
-36,4,689.163
-34,4,621.898
-32,4,553.292
-30,4,483.437
-28,4,412.434
-26,4,340.385
-24,4,267.399
-22,4,193.589
-20,4,119.07
-18,4,43.9632
-16,4,-31.6109
-14,4,-107.528
-12,4,-183.662
-10,4,-259.887
-8,4,-336.076
-6,4,-412.103
-4,4,-487.842
-2,4,-563.167
0,4,-637.956
2,4,-712.088
4,4,-785.445
6,4,-857.911
8,4,-929.373
10,4,-999.725
12,4,-1068.86
14,4,-1136.68
16,4,-1203.08
18,4,-1267.98
20,4,-1331.29
22,4,-1392.92
24,4,-1452.79
26,4,-1510.84
28,4,-1566.99
30,4,-1621.17
32,4,-1673.34
34,4,-1723.42
36,4,-1771.37
38,4,-1817.15
40,4,-1860.69
42,4,-1901.97
44,4,-1940.94
46,4,-1977.58
48,4,-2011.83
50,4,-2043.69
52,4,-2073.11
54,4,-2100.07
56,4,-2124.55
58,4,-2146.53
60,4,-2165.98
62,4,-2182.88
64,4,-2197.22
66,4,-2208.98
68,4,-2218.13
70,4,-2224.68
72,4,-2228.59
74,4,-2229.86
76,4,-2228.48
78,4,-2224.43
80,4,-2217.7
82,4,-2208.29
84,4,-2196.18
86,4,-2181.37
88,4,-2163.86
90,4,-2143.64
92,4,-2120.72
94,4,-2095.09
96,4,-2066.77
98,4,-2035.77
100,4,-2002.09
102,4,-1965.76
104,4,-1926.79
106,4,-1885.22
108,4,-1841.08
110,4,-1794.4
112,4,-1745.22
114,4,-1693.6
116,4,-1639.58
118,4,-1583.24
120,4,-1524.63
122,4,-1463.82
124,4,-1400.91
126,4,-1335.97
128,4,-1269.09
130,4,-1200.38
132,4,-1129.94
134,4,-1057.88
136,4,-984.327
138,4,-909.39
140,4,-833.203
142,4,-755.896
144,4,-677.608
146,4,-598.478
148,4,-518.65
150,4,-438.271
152,4,-357.488
154,4,-276.452
156,4,-195.313
158,4,-114.222
160,4,-33.3306
162,4,47.2129
164,4,127.261
166,4,206.668
168,4,285.293
170,4,362.997
172,4,439.647
174,4,515.113
176,4,589.273
178,4,662.008
180,4,733.209
-180,6,825.879
-178,6,884.957
-176,6,941.568
-174,6,995.621
-172,6,1047.04
-170,6,1095.76
-168,6,1141.74
-166,6,1184.94
-164,6,1225.35
-162,6,1262.96
-160,6,1297.78
-158,6,1329.83
-156,6,1359.16
-154,6,1385.8
-152,6,1409.83
-150,6,1431.31
-148,6,1450.33
-146,6,1466.97
-144,6,1481.33
-142,6,1493.52
-140,6,1503.65
-138,6,1511.84
-136,6,1518.19
-134,6,1522.84
-132,6,1525.91
-130,6,1527.5
-128,6,1527.75
-126,6,1526.76
-124,6,1524.65
-122,6,1521.53
-120,6,1517.49
-118,6,1512.62
-116,6,1507.01
-114,6,1500.74
-112,6,1493.86
-110,6,1486.43
-108,6,1478.5
-106,6,1470.09
-104,6,1461.23
-102,6,1451.92
-100,6,1442.16
-98,6,1431.93
-96,6,1421.21
-94,6,1409.96
-92,6,1398.13
-90,6,1385.67
-88,6,1372.49
-86,6,1358.54
-84,6,1343.73
-82,6,1327.96
-80,6,1311.16
-78,6,1293.21
-76,6,1274.03
-74,6,1253.51
-72,6,1231.55
-70,6,1208.06
-68,6,1182.95
-66,6,1156.13
-64,6,1127.5
-62,6,1097.01
-60,6,1064.57
-58,6,1030.14
-56,6,993.659
-54,6,955.098
-52,6,914.431
-50,6,871.646
-48,6,826.743
-46,6,779.737
-44,6,730.655
-42,6,679.539
-40,6,626.444
-38,6,571.436
-36,6,514.596
-34,6,456.015
-32,6,395.799
-30,6,334.061
-28,6,270.925
-26,6,206.525
-24,6,141.002
-22,6,74.5023
-20,6,7.18032
-18,6,-60.8064
-16,6,-129.297
-14,6,-198.128
-12,6,-267.136
-10,6,-336.157
-8,6,-405.029
-6,6,-473.592
-4,6,-541.689
-2,6,-609.168
0,6,-675.883
2,6,-741.692
4,6,-806.462
6,6,-870.065
8,6,-932.384
10,6,-993.306
12,6,-1052.73
14,6,-1110.56
16,6,-1166.72
18,6,-1221.13
20,6,-1273.71
22,6,-1324.42
24,6,-1373.21
26,6,-1420.02
28,6,-1464.84
30,6,-1507.62
32,6,-1548.36
34,6,-1587.03
36,6,-1623.63
38,6,-1658.17
40,6,-1690.62
42,6,-1721.02
44,6,-1749.35
46,6,-1775.64
48,6,-1799.89
50,6,-1822.12
52,6,-1842.35
54,6,-1860.58
56,6,-1876.82
58,6,-1891.1
60,6,-1903.42
62,6,-1913.78
64,6,-1922.19
66,6,-1928.66
68,6,-1933.17
70,6,-1935.73
72,6,-1936.32
74,6,-1934.93
76,6,-1931.55
78,6,-1926.15
80,6,-1918.7
82,6,-1909.18
84,6,-1897.57
86,6,-1883.82
88,6,-1867.9
90,6,-1849.78
92,6,-1829.42
94,6,-1806.79
96,6,-1781.83
98,6,-1754.54
100,6,-1724.86
102,6,-1692.77
104,6,-1658.25
106,6,-1621.29
108,6,-1581.85
110,6,-1539.95
112,6,-1495.57
114,6,-1448.73
116,6,-1399.46
118,6,-1347.77
120,6,-1293.7
122,6,-1237.31
124,6,-1178.66
126,6,-1117.81
128,6,-1054.86
130,6,-989.898
132,6,-923.032
134,6,-854.383
136,6,-784.081
138,6,-712.268
140,6,-639.095
142,6,-564.722
144,6,-489.321
146,6,-413.07
148,6,-336.152
150,6,-258.759
152,6,-181.086
154,6,-103.332
156,6,-25.6978
158,6,51.6136
160,6,128.401
162,6,204.464
164,6,279.605
166,6,353.632
168,6,426.357
170,6,497.6
172,6,567.188
174,6,634.957
176,6,700.755
178,6,764.44
180,6,825.879
-180,8,945.163
-178,8,990.522
-176,8,1032.47
-174,8,1070.93
-172,8,1105.81
-170,8,1137.09
-168,8,1164.72
-166,8,1188.72
-164,8,1209.11
-162,8,1225.93
-160,8,1239.25
-158,8,1249.16
-156,8,1255.77
-154,8,1259.21
-152,8,1259.62
-150,8,1257.16
-148,8,1252.02
-146,8,1244.38
-144,8,1234.44
-142,8,1222.41
-140,8,1208.51
-138,8,1192.97
-136,8,1176.01
-134,8,1157.86
-132,8,1138.75
-130,8,1118.9
-128,8,1098.54
-126,8,1077.87
-124,8,1057.12
-122,8,1036.46
-120,8,1016.08
-118,8,996.149
-116,8,976.822
-114,8,958.233
-112,8,940.498
-110,8,923.713
-108,8,907.954
-106,8,893.275
-104,8,879.708
-102,8,867.263
-100,8,855.926
-98,8,845.664
-96,8,836.417
-94,8,828.109
-92,8,820.64
-90,8,813.891
-88,8,807.728
-86,8,801.998
-84,8,796.535
-82,8,791.161
-80,8,785.685
-78,8,779.913
-76,8,773.642
-74,8,766.667
-72,8,758.783
-70,8,749.787
-68,8,739.482
-66,8,727.676
-64,8,714.189
-62,8,698.853
-60,8,681.512
-58,8,662.029
-56,8,640.283
-54,8,616.175
-52,8,589.623
-50,8,560.57
-48,8,528.982
-46,8,494.845
-44,8,458.172
-42,8,418.996
-40,8,377.376
-38,8,333.39
-36,8,287.14
-34,8,238.747
-32,8,188.351
-30,8,136.108
-28,8,82.192
-26,8,26.7879
-24,8,-29.9063
-22,8,-87.6835
-20,8,-146.329
-18,8,-205.624
-16,8,-265.346
-14,8,-325.272
-12,8,-385.179
-10,8,-444.85
-8,8,-504.071
-6,8,-562.637
-4,8,-620.349
-2,8,-677.021
0,8,-732.476
2,8,-786.552
4,8,-839.099
6,8,-889.983
8,8,-939.082
10,8,-986.291
12,8,-1031.52
14,8,-1074.7
16,8,-1115.77
18,8,-1154.69
20,8,-1191.42
22,8,-1225.96
24,8,-1258.3
26,8,-1288.45
28,8,-1316.45
30,8,-1342.32
32,8,-1366.11
34,8,-1387.86
36,8,-1407.65
38,8,-1425.54
40,8,-1441.6
42,8,-1455.9
44,8,-1468.52
46,8,-1479.55
48,8,-1489.05
50,8,-1497.12
52,8,-1503.82
54,8,-1509.22
56,8,-1513.4
58,8,-1516.41
60,8,-1518.31
62,8,-1519.15
64,8,-1518.97
66,8,-1517.79
68,8,-1515.64
70,8,-1512.52
72,8,-1508.44
74,8,-1503.39
76,8,-1497.34
78,8,-1490.27
80,8,-1482.12
82,8,-1472.85
84,8,-1462.4
86,8,-1450.69
88,8,-1437.65
90,8,-1423.18
92,8,-1407.21
94,8,-1389.63
96,8,-1370.35
98,8,-1349.25
100,8,-1326.25
102,8,-1301.24
104,8,-1274.13
106,8,-1244.83
108,8,-1213.25
110,8,-1179.31
112,8,-1142.96
114,8,-1104.14
116,8,-1062.8
118,8,-1018.93
120,8,-972.52
122,8,-923.57
124,8,-872.112
126,8,-818.192
128,8,-761.875
130,8,-703.247
132,8,-642.414
134,8,-579.502
136,8,-514.655
138,8,-448.037
140,8,-379.832
142,8,-310.238
144,8,-239.471
146,8,-167.758
148,8,-95.3429
150,8,-22.4767
152,8,50.5791
154,8,123.557
156,8,196.184
158,8,268.187
160,8,339.292
162,8,409.226
164,8,477.723
166,8,544.523
168,8,609.374
170,8,672.037
172,8,732.286
174,8,789.908
176,8,844.71
178,8,896.514
180,8,945.163
-180,10,1088.52
-178,10,1117.39
-176,10,1141.7
-174,10,1161.35
-172,10,1176.28
-170,10,1186.48
-168,10,1191.95
-166,10,1192.74
-164,10,1188.92
-162,10,1180.61
-160,10,1167.94
-158,10,1151.09
-156,10,1130.27
-154,10,1105.68
-152,10,1077.59
-150,10,1046.27
-148,10,1012
-146,10,975.101
-144,10,935.897
-142,10,894.724
-140,10,851.929
-138,10,807.868
-136,10,762.897
-134,10,717.377
-132,10,671.666
-130,10,626.116
-128,10,581.074
-126,10,536.872
-124,10,493.833
-122,10,452.261
-120,10,412.44
-118,10,374.635
-116,10,339.081
-114,10,305.992
-112,10,275.549
-110,10,247.904
-108,10,223.173
-106,10,201.441
-104,10,182.756
-102,10,167.13
-100,10,154.541
-98,10,144.927
-96,10,138.193
-94,10,134.207
-92,10,132.806
-90,10,133.792
-88,10,136.94
-86,10,141.996
-84,10,148.684
-82,10,156.703
-80,10,165.74
-78,10,175.463
-76,10,185.533
-74,10,195.607
-72,10,205.337
-70,10,214.381
-68,10,222.403
-66,10,229.079
-64,10,234.102
-62,10,237.181
-60,10,238.051
-58,10,236.473
-56,10,232.235
-54,10,225.161
-52,10,215.105
-50,10,201.957
-48,10,185.646
-46,10,166.135
-44,10,143.427
-42,10,117.561
-40,10,88.6111
-38,10,56.6877
-36,10,21.9334
-34,10,-15.4782
-32,10,-55.3453
-30,10,-97.4406
-28,10,-141.515
-26,10,-187.299
-24,10,-234.509
-22,10,-282.85
-20,10,-332.017
-18,10,-381.702
-16,10,-431.597
-14,10,-481.393
-12,10,-530.792
-10,10,-579.502
-8,10,-627.242
-6,10,-673.75
-4,10,-718.777
-2,10,-762.096
0,10,-803.5
2,10,-842.804
4,10,-879.847
6,10,-914.493
8,10,-946.629
10,10,-976.17
12,10,-1003.05
14,10,-1027.24
16,10,-1048.72
18,10,-1067.5
20,10,-1083.61
22,10,-1097.1
24,10,-1108.05
26,10,-1116.54
28,10,-1122.68
30,10,-1126.59
32,10,-1128.39
34,10,-1128.23
36,10,-1126.27
38,10,-1122.65
40,10,-1117.55
42,10,-1111.13
44,10,-1103.55
46,10,-1094.98
48,10,-1085.59
50,10,-1075.54
52,10,-1064.98
54,10,-1054.06
56,10,-1042.91
58,10,-1031.66
60,10,-1020.43
62,10,-1009.31
64,10,-998.386
66,10,-987.731
68,10,-977.392
70,10,-967.404
72,10,-957.78
74,10,-948.515
76,10,-939.583
78,10,-930.94
80,10,-922.521
82,10,-914.243
84,10,-906.003
86,10,-897.682
88,10,-889.143
90,10,-880.236
92,10,-870.797
94,10,-860.649
96,10,-849.609
98,10,-837.486
100,10,-824.083
102,10,-809.206
104,10,-792.657
106,10,-774.248
108,10,-753.795
110,10,-731.125
112,10,-706.08
114,10,-678.517
116,10,-648.313
118,10,-615.366
120,10,-579.598
122,10,-540.959
124,10,-499.424
126,10,-455.001
128,10,-407.726
130,10,-357.668
132,10,-304.928
134,10,-249.636
136,10,-191.957
138,10,-132.085
140,10,-70.2417
142,10,-6.67828
144,10,58.3298
146,10,124.484
148,10,191.465
150,10,258.937
152,10,326.549
154,10,393.941
156,10,460.745
158,10,526.589
160,10,591.101
162,10,653.914
164,10,714.669
166,10,773.017
168,10,828.622
170,10,881.169
172,10,930.36
174,10,975.924
176,10,1017.61
178,10,1055.21
180,10,1088.52
-180,12,1252.22
-178,12,1262.42
-176,12,1266.66
-174,12,1264.85
-172,12,1256.96
-170,12,1243.01
-168,12,1223.04
-166,12,1197.16
-164,12,1165.52
-162,12,1128.31
-160,12,1085.76
-158,12,1038.15
-156,12,985.784
-154,12,929
-152,12,868.176
-150,12,803.713
-148,12,736.038
-146,12,665.602
-144,12,592.872
-142,12,518.332
-140,12,442.478
-138,12,365.812
-136,12,288.845
-134,12,212.086
-132,12,136.04
-130,12,61.2087
-128,12,-11.9193
-126,12,-82.8694
-124,12,-151.186
-122,12,-216.436
-120,12,-278.212
-118,12,-336.14
-116,12,-389.877
-114,12,-439.12
-112,12,-483.607
-110,12,-523.119
-108,12,-557.486
-106,12,-586.586
-104,12,-610.349
-102,12,-628.756
-100,12,-641.845
-98,12,-649.705
-96,12,-652.479
-94,12,-650.362
-92,12,-643.601
-90,12,-632.489
-88,12,-617.367
-86,12,-598.616
-84,12,-576.653
-82,12,-551.93
-80,12,-524.925
-78,12,-496.138
-76,12,-466.082
-74,12,-435.281
-72,12,-404.261
-70,12,-373.544
-68,12,-343.638
-66,12,-315.037
-64,12,-288.21
-62,12,-263.595
-60,12,-241.596
-58,12,-222.577
-56,12,-206.855
-54,12,-194.7
-52,12,-186.331
-50,12,-181.911
-48,12,-181.549
-46,12,-185.297
-44,12,-193.151
-42,12,-205.051
-40,12,-220.886
-38,12,-240.49
-36,12,-263.652
-34,12,-290.115
-32,12,-319.583
-30,12,-351.724
-28,12,-386.176
-26,12,-422.551
-24,12,-460.446
-22,12,-499.439
-20,12,-539.105
-18,12,-579.016
-16,12,-618.747
-14,12,-657.882
-12,12,-696.02
-10,12,-732.778
-8,12,-767.795
-6,12,-800.74
-4,12,-831.307
-2,12,-859.225
0,12,-884.256
2,12,-906.201
4,12,-924.895
6,12,-940.211
8,12,-952.06
10,12,-960.392
12,12,-965.191
14,12,-966.476
16,12,-964.301
18,12,-958.751
20,12,-949.942
22,12,-938.014
24,12,-923.135
26,12,-905.494
28,12,-885.302
30,12,-862.784
32,12,-838.182
34,12,-811.748
36,12,-783.745
38,12,-754.442
40,12,-724.112
42,12,-693.028
44,12,-661.465
46,12,-629.694
48,12,-597.978
50,12,-566.574
52,12,-535.729
54,12,-505.677
56,12,-476.636
58,12,-448.808
60,12,-422.378
62,12,-397.507
64,12,-374.335
66,12,-352.977
68,12,-333.521
70,12,-316.03
72,12,-300.535
74,12,-287.04
76,12,-275.516
78,12,-265.904
80,12,-258.116
82,12,-252.029
84,12,-247.494
86,12,-244.332
88,12,-242.334
90,12,-241.268
92,12,-240.879
94,12,-240.89
96,12,-241.007
98,12,-240.924
100,12,-240.321
102,12,-238.877
104,12,-236.266
106,12,-232.168
108,12,-226.268
110,12,-218.266
112,12,-207.878
114,12,-194.842
116,12,-178.924
118,12,-159.918
120,12,-137.655
122,12,-112.003
124,12,-82.8715
126,12,-50.2129
128,12,-14.0257
130,12,25.6445
132,12,68.7047
134,12,115.014
136,12,164.385
138,12,216.583
140,12,271.33
142,12,328.309
144,12,387.16
146,12,447.493
148,12,508.885
150,12,570.888
152,12,633.034
154,12,694.839
156,12,755.807
158,12,815.441
160,12,873.243
162,12,928.721
164,12,981.396
166,12,1030.81
168,12,1076.51
170,12,1118.1
172,12,1155.19
174,12,1187.44
176,12,1214.53
178,12,1236.2
180,12,1252.22
-180,14,1431.4
-178,14,1421.4
-176,14,1403.81
-174,14,1378.55
-172,14,1345.63
-170,14,1305.11
-168,14,1257.09
-166,14,1201.77
-164,14,1139.37
-162,14,1070.2
-160,14,994.587
-158,14,912.935
-156,14,825.676
-154,14,733.289
-152,14,636.291
-150,14,535.229
-148,14,430.684
-146,14,323.261
-144,14,213.587
-142,14,102.307
-140,14,-9.91956
-138,14,-122.424
-136,14,-234.533
-134,14,-345.571
-132,14,-454.867
-130,14,-561.759
-128,14,-665.596
-126,14,-765.747
-124,14,-861.604
-122,14,-952.588
-120,14,-1038.15
-118,14,-1117.79
-116,14,-1191.04
-114,14,-1257.49
-112,14,-1316.78
-110,14,-1368.61
-108,14,-1412.75
-106,14,-1449.02
-104,14,-1477.33
-102,14,-1497.66
-100,14,-1510.04
-98,14,-1514.61
-96,14,-1511.56
-94,14,-1501.16
-92,14,-1483.75
-90,14,-1459.76
-88,14,-1429.66
-86,14,-1393.98
-84,14,-1353.32
-82,14,-1308.32
-80,14,-1259.65
-78,14,-1208.03
-76,14,-1154.19
-74,14,-1098.86
-72,14,-1042.81
-70,14,-986.763
-68,14,-931.454
-66,14,-877.58
-64,14,-825.805
-62,14,-776.751
-60,14,-730.987
-58,14,-689.021
-56,14,-651.299
-54,14,-618.195
-52,14,-590.005
-50,14,-566.95
-48,14,-549.168
-46,14,-536.72
-44,14,-529.581
-42,14,-527.651
-40,14,-530.753
-38,14,-538.637
-36,14,-550.989
-34,14,-567.432
-32,14,-587.534
-30,14,-610.819
-28,14,-636.77
-26,14,-664.84
-24,14,-694.46
-22,14,-725.05
-20,14,-756.022
-18,14,-786.793
-16,14,-816.793
-14,14,-845.469
-12,14,-872.297
-10,14,-896.783
-8,14,-918.472
-6,14,-936.953
-4,14,-951.861
-2,14,-962.881
0,14,-969.752
2,14,-972.265
4,14,-970.266
6,14,-963.656
8,14,-952.387
10,14,-936.465
12,14,-915.946
14,14,-890.933
16,14,-861.572
18,14,-828.052
20,14,-790.596
22,14,-749.466
24,14,-704.95
26,14,-657.363
28,14,-607.044
30,14,-554.348
32,14,-499.648
34,14,-443.326
36,14,-385.774
38,14,-327.387
40,14,-268.563
42,14,-209.7
44,14,-151.189
46,14,-93.416
48,14,-36.7578
50,14,18.4225
52,14,71.776
54,14,122.972
56,14,171.699
58,14,217.67
60,14,260.623
62,14,300.323
64,14,336.568
66,14,369.189
68,14,398.05
70,14,423.057
72,14,444.154
74,14,461.326
76,14,474.602
78,14,484.055
80,14,489.803
82,14,492.009
84,14,490.881
86,14,486.667
88,14,479.661
90,14,470.193
92,14,458.63
94,14,445.374
96,14,430.851
98,14,415.514
100,14,399.832
102,14,384.288
104,14,369.369
106,14,355.561
108,14,343.344
110,14,333.182
112,14,325.517
114,14,320.762
116,14,319.294
118,14,321.451
120,14,327.518
122,14,337.732
124,14,352.268
126,14,371.242
128,14,394.702
130,14,422.632
132,14,454.946
134,14,491.49
136,14,532.041
138,14,576.311
140,14,623.95
142,14,674.548
144,14,727.638
146,14,782.708
148,14,839.2
150,14,896.521
152,14,954.049
154,14,1011.14
156,14,1067.14
158,14,1121.39
160,14,1173.22
162,14,1222
164,14,1267.09
166,14,1307.9
168,14,1343.85
170,14,1374.42
172,14,1399.11
174,14,1417.51
176,14,1429.23
178,14,1433.95
180,14,1431.4
-180,16,1620.23
-178,16,1589.24
-176,16,1548.79
-174,16,1498.82
-172,16,1439.39
-170,16,1370.62
-168,16,1292.71
-166,16,1205.93
-164,16,1110.64
-162,16,1007.24
-160,16,896.224
-158,16,778.111
-156,16,653.489
-154,16,522.992
-152,16,387.294
-150,16,247.107
