Phi[deg],Theta[deg],RealizedGainTheta
-102,2,1.21569
-100,2,1.23509
-98,2,1.26012
-96,2,1.29064
-94,2,1.32651
-92,2,1.36756
-90,2,1.41359
-88,2,1.46438
-86,2,1.51968
-84,2,1.57924
-82,2,1.64275
-80,2,1.70992
-78,2,1.78042
-76,2,1.85392
-74,2,1.93005
-72,2,2.00845
-70,2,2.08874
-68,2,2.17053
-66,2,2.25342
-64,2,2.33702
-62,2,2.42091
-60,2,2.5047
-58,2,2.58797
-56,2,2.67032
-54,2,2.75135
-52,2,2.83066
-50,2,2.90787
-48,2,2.98261
-46,2,3.0545
-44,2,3.1232
-42,2,3.18837
-40,2,3.24969
-38,2,3.30687
-36,2,3.35961
-34,2,3.40767
-32,2,3.45081
-30,2,3.48881
-28,2,3.52149
-26,2,3.54868
-24,2,3.57025
-22,2,3.58609
-20,2,3.59612
-18,2,3.60029
-16,2,3.59858
-14,2,3.59099
-12,2,3.57756
-10,2,3.55834
-8,2,3.53344
-6,2,3.50297
-4,2,3.46707
-2,2,3.42592
0,2,3.37972
2,2,3.32869
4,2,3.27309
6,2,3.21317
8,2,3.14923
10,2,3.08158
12,2,3.01056
14,2,2.9365
16,2,2.85977
18,2,2.78075
20,2,2.69981
22,2,2.61736
24,2,2.53379
26,2,2.44953
28,2,2.36497
30,2,2.28053
32,2,2.19663
34,2,2.11367
36,2,2.03206
38,2,1.95221
40,2,1.8745
42,2,1.79932
44,2,1.72703
46,2,1.65798
48,2,1.59252
50,2,1.53096
52,2,1.47361
54,2,1.42075
56,2,1.37264
58,2,1.32951
60,2,1.29158
62,2,1.25902
64,2,1.23201
66,2,1.21066
68,2,1.19509
70,2,1.18537
72,2,1.18155
74,2,1.18365
76,2,1.19165
78,2,1.20552
80,2,1.22519
82,2,1.25055
84,2,1.28149
86,2,1.31785
88,2,1.35945
90,2,1.40609
92,2,1.45753
94,2,1.51354
96,2,1.57382
98,2,1.63808
100,2,1.70601
102,2,1.77728
104,2,1.85152
106,2,1.92839
108,2,2.0075
110,2,2.08846
112,2,2.17088
114,2,2.25435
116,2,2.33846
118,2,2.42281
120,2,2.50698
122,2,2.59055
124,2,2.67312
126,2,2.75429
128,2,2.83366
130,2,2.91084
132,2,2.98545
134,2,3.05714
136,2,3.12555
138,2,3.19035
140,2,3.25123
142,2,3.30788
144,2,3.36004
146,2,3.40745
148,2,3.44989
150,2,3.48714
152,2,3.51903
154,2,3.54541
156,2,3.56615
158,2,3.58115
160,2,3.59034
162,2,3.59368
164,2,3.59116
166,2,3.58279
168,2,3.56862
170,2,3.54871
172,2,3.52317
174,2,3.49212
176,2,3.45572
178,2,3.41415
180,2,3.36761
-180,4,3.3342
-178,4,3.28312
-176,4,3.22763
-174,4,3.16801
-172,4,3.10456
-170,4,3.03758
-168,4,2.9674
-166,4,2.89437
-164,4,2.81883
-162,4,2.74117
-160,4,2.66175
-158,4,2.58096
-156,4,2.49919
-154,4,2.41685
-152,4,2.33431
-150,4,2.25199
-148,4,2.17028
-146,4,2.08957
-144,4,2.01026
-142,4,1.93271
-140,4,1.85731
-138,4,1.78442
-136,4,1.71438
-134,4,1.64753
-132,4,1.5842
-130,4,1.52468
-128,4,1.46926
-126,4,1.4182
-124,4,1.37176
-122,4,1.33014
-120,4,1.29356
-118,4,1.26218
-116,4,1.23617
-114,4,1.21563
-112,4,1.20068
-110,4,1.19138
-108,4,1.18779
-106,4,1.18991
-104,4,1.19775
-102,4,1.21127
-100,4,1.23039
-98,4,1.25505
-96,4,1.28511
-94,4,1.32044
-92,4,1.36087
-90,4,1.40622
-88,4,1.45625
-86,4,1.51075
-84,4,1.56945
-82,4,1.63207
-80,4,1.69831
-78,4,1.76786
-76,4,1.84038
-74,4,1.91553
-72,4,1.99294
-70,4,2.07226
-68,4,2.15308
-66,4,2.23504
-64,4,2.31772
-62,4,2.40074
-60,4,2.48369
-58,4,2.56617
-56,4,2.64778
-54,4,2.72812
-52,4,2.80681
-50,4,2.88345
-48,4,2.95768
-46,4,3.02913
-44,4,3.09746
-42,4,3.16232
-40,4,3.2234
-38,4,3.28039
-36,4,3.33302
-34,4,3.38103
-32,4,3.42417
-30,4,3.46223
-28,4,3.49502
-26,4,3.52237
-24,4,3.54415
-22,4,3.56024
-20,4,3.57056
-18,4,3.57505
-16,4,3.57369
-14,4,3.56648
-12,4,3.55345
-10,4,3.53465
-8,4,3.51018
-6,4,3.48014
-4,4,3.44469
-2,4,3.40399
0,4,3.35824
2,4,3.30765
4,4,3.25248
6,4,3.19299
8,4,3.12947
10,4,3.06222
12,4,2.99159
14,4,2.9179
16,4,2.84153
18,4,2.76284
20,4,2.68222
22,4,2.60007
24,4,2.51679
26,4,2.43278
28,4,2.34846
30,4,2.26425
32,4,2.18056
34,4,2.09779
36,4,2.01636
38,4,1.93666
40,4,1.8591
42,4,1.78404
44,4,1.71187
46,4,1.64293
48,4,1.57756
50,4,1.51609
52,4,1.45882
54,4,1.40602
56,4,1.35797
58,4,1.31489
60,4,1.277
62,4,1.24449
64,4,1.2175
66,4,1.19619
68,4,1.18064
70,4,1.17093
72,4,1.16712
74,4,1.16922
76,4,1.17722
78,4,1.19107
80,4,1.21071
82,4,1.23604
84,4,1.26693
86,4,1.30324
88,4,1.34477
90,4,1.39132
92,4,1.44266
94,4,1.49855
96,4,1.55869
98,4,1.62279
100,4,1.69054
102,4,1.7616
104,4,1.83561
106,4,1.91222
108,4,1.99104
110,4,2.07169
112,4,2.15377
114,4,2.23687
116,4,2.32058
118,4,2.4045
120,4,2.4882
122,4,2.57128
124,4,2.65333
126,4,2.73395
128,4,2.81274
130,4,2.88932
132,4,2.96331
134,4,3.03436
136,4,3.10211
138,4,3.16623
140,4,3.22642
142,4,3.28238
144,4,3.33384
146,4,3.38056
148,4,3.42231
150,4,3.45889
152,4,3.49012
154,4,3.51587
156,4,3.536
158,4,3.55042
160,4,3.55908
162,4,3.56193
164,4,3.55896
166,4,3.5502
168,4,3.5357
170,4,3.51553
172,4,3.48979
174,4,3.45862
176,4,3.42217
178,4,3.38063
180,4,3.3342
-180,6,3.28319
-178,6,3.23252
-176,6,3.17755
-174,6,3.11856
-172,6,3.05584
-170,6,2.9897
-168,6,2.92046
-166,6,2.84847
-164,6,2.77407
-162,6,2.69763
-160,6,2.61952
-158,6,2.54011
-156,6,2.4598
-154,6,2.37896
-152,6,2.29798
-150,6,2.21726
-148,6,2.13718
-146,6,2.05812
-144,6,1.98046
-142,6,1.90458
-140,6,1.83082
-138,6,1.75954
-136,6,1.69108
-134,6,1.62577
-132,6,1.56391
-130,6,1.50579
-128,6,1.45169
-126,6,1.40187
-124,6,1.35657
-122,6,1.31599
-120,6,1.28032
-118,6,1.24975
-116,6,1.22441
-114,6,1.20443
-112,6,1.1899
-110,6,1.18089
-108,6,1.17744
-106,6,1.17958
-104,6,1.18731
-102,6,1.20057
-100,6,1.21933
-98,6,1.24348
-96,6,1.27293
-94,6,1.30754
-92,6,1.34714
-90,6,1.39155
-88,6,1.44057
-86,6,1.49397
-84,6,1.5515
-82,6,1.61289
-80,6,1.67785
-78,6,1.74608
-76,6,1.81725
-74,6,1.89103
-72,6,1.96706
-70,6,2.04499
-68,6,2.12445
-66,6,2.20504
-64,6,2.2864
-62,6,2.36812
-60,6,2.44982
-58,6,2.5311
-56,6,2.61156
-54,6,2.69082
-52,6,2.76849
-50,6,2.84419
-48,6,2.91754
-46,6,2.9882
-44,6,3.05581
-42,6,3.12004
-40,6,3.18056
-38,6,3.23709
-36,6,3.28933
-34,6,3.33702
-32,6,3.37993
-30,6,3.41784
-28,6,3.45055
-26,6,3.4779
-24,6,3.49974
-22,6,3.51596
-20,6,3.52648
-18,6,3.53122
-16,6,3.53017
-14,6,3.52332
-12,6,3.5107
-10,6,3.49235
-8,6,3.46838
-6,6,3.43887
-4,6,3.40399
-2,6,3.36389
0,6,3.31876
2,6,3.26882
4,6,3.21431
6,6,3.1555
8,6,3.09268
10,6,3.02615
12,6,2.95623
14,6,2.88327
16,6,2.80762
18,6,2.72966
20,6,2.64977
22,6,2.56834
24,6,2.48578
26,6,2.40248
28,6,2.31887
30,6,2.23534
32,6,2.15232
34,6,2.07022
36,6,1.98943
38,6,1.91035
40,6,1.83339
42,6,1.75891
44,6,1.68729
46,6,1.61887
48,6,1.554
50,6,1.493
52,6,1.43616
54,6,1.38377
56,6,1.33608
58,6,1.29334
60,6,1.25574
62,6,1.22348
64,6,1.19672
66,6,1.17558
68,6,1.16016
70,6,1.15055
72,6,1.14679
74,6,1.1489
76,6,1.15686
78,6,1.17063
80,6,1.19014
82,6,1.2153
84,6,1.24598
86,6,1.28203
88,6,1.32326
90,6,1.36947
92,6,1.42042
94,6,1.47587
96,6,1.53554
98,6,1.59913
100,6,1.66632
102,6,1.73679
104,6,1.81017
106,6,1.88611
108,6,1.96422
110,6,2.04413
112,6,2.12543
114,6,2.20772
116,6,2.2906
118,6,2.37365
120,6,2.45646
122,6,2.53863
124,6,2.61975
126,6,2.69941
128,6,2.77723
130,6,2.85283
132,6,2.92584
134,6,2.99589
136,6,3.06264
138,6,3.12577
140,6,3.18498
142,6,3.23997
144,6,3.29049
146,6,3.33628
148,6,3.37713
150,6,3.41285
152,6,3.44326
154,6,3.46822
156,6,3.48763
158,6,3.50139
160,6,3.50944
162,6,3.51176
164,6,3.50834
166,6,3.4992
168,6,3.48441
170,6,3.46403
172,6,3.43819
174,6,3.40701
176,6,3.37066
178,6,3.32931
180,6,3.28319
-180,8,3.21538
-178,8,3.16534
-176,8,3.11112
-174,8,3.05302
-172,8,2.99131
-170,8,2.92631
-168,8,2.85833
-166,8,2.78771
-164,8,2.71479
-162,8,2.63993
-160,8,2.5635
-158,8,2.48586
-156,8,2.40739
-154,8,2.32846
-152,8,2.24945
-150,8,2.17074
-148,8,2.0927
-146,8,2.0157
-144,8,1.94011
-142,8,1.86628
-140,8,1.79456
-138,8,1.72529
-136,8,1.65878
-134,8,1.59536
-132,8,1.53532
-130,8,1.47893
-128,8,1.42647
-126,8,1.37817
-124,8,1.33426
-122,8,1.29495
-120,8,1.26042
-118,8,1.23084
-116,8,1.20633
-114,8,1.18702
-112,8,1.173
-110,8,1.16434
-108,8,1.16108
-106,8,1.16325
-104,8,1.17082
-102,8,1.18379
-100,8,1.20208
-98,8,1.22562
-96,8,1.2543
-94,8,1.28801
-92,8,1.32657
-90,8,1.36983
-88,8,1.41759
-86,8,1.46962
-84,8,1.52569
-82,8,1.58553
-80,8,1.64889
-78,8,1.71545
-76,8,1.78491
-74,8,1.85695
-72,8,1.93122
-70,8,2.00738
-68,8,2.08507
-66,8,2.16392
-64,8,2.24355
-62,8,2.32359
-60,8,2.40364
-58,8,2.48332
-56,8,2.56225
-54,8,2.64004
-52,8,2.71632
-50,8,2.7907
-48,8,2.86283
-46,8,2.93235
-44,8,2.99891
-42,8,3.06219
-40,8,3.12186
-38,8,3.17763
-36,8,3.22921
-34,8,3.27635
-32,8,3.3188
-30,8,3.35634
-28,8,3.38879
-26,8,3.41596
-24,8,3.43772
-22,8,3.45396
-20,8,3.46457
-18,8,3.46949
-16,8,3.46871
-14,8,3.4622
-12,8,3.44999
-10,8,3.43213
-8,8,3.40871
-6,8,3.37982
-4,8,3.34562
-2,8,3.30625
0,8,3.26191
2,8,3.21282
4,8,3.1592
6,8,3.10132
8,8,3.03947
10,8,2.97394
12,8,2.90506
14,8,2.83317
16,8,2.75861
18,8,2.68176
20,8,2.603
22,8,2.5227
24,8,2.44128
26,8,2.35914
28,8,2.27667
30,8,2.19428
32,8,2.11239
34,8,2.0314
36,8,1.95171
38,8,1.87371
40,8,1.79779
42,8,1.72433
44,8,1.65368
46,8,1.5862
48,8,1.52222
50,8,1.46205
52,8,1.406
54,8,1.35434
56,8,1.30732
58,8,1.26518
60,8,1.22812
62,8,1.19633
64,8,1.16995
66,8,1.14913
68,8,1.13397
70,8,1.12453
72,8,1.12086
74,8,1.12297
76,8,1.13087
78,8,1.14449
80,8,1.16379
82,8,1.18865
84,8,1.21895
86,8,1.25454
88,8,1.29524
90,8,1.34086
92,8,1.39115
94,8,1.44586
96,8,1.50473
98,8,1.56746
100,8,1.63374
102,8,1.70323
104,8,1.77559
106,8,1.85046
108,8,1.92746
110,8,2.00621
112,8,2.08631
114,8,2.16737
116,8,2.24899
118,8,2.33076
120,8,2.41226
122,8,2.49311
124,8,2.57289
126,8,2.65121
128,8,2.72768
130,8,2.80194
132,8,2.8736
134,8,2.94232
136,8,3.00776
138,8,3.06961
140,8,3.12755
142,8,3.18131
144,8,3.23064
146,8,3.27528
148,8,3.31504
150,8,3.34972
152,8,3.37915
154,8,3.40322
156,8,3.42179
158,8,3.43481
160,8,3.4422
162,8,3.44396
164,8,3.44007
166,8,3.43058
168,8,3.41554
170,8,3.39503
172,8,3.36918
174,8,3.33811
176,8,3.30199
178,8,3.26101
180,8,3.21538
-180,10,3.13186
-178,10,3.08265
-176,10,3.02942
-174,10,2.97244
-172,10,2.91201
-170,10,2.84842
-168,10,2.782
-166,10,2.71306
-164,10,2.64195
-162,10,2.56902
-160,10,2.49462
-158,10,2.41911
-156,10,2.34284
-154,10,2.2662
-152,10,2.18953
-150,10,2.11321
-148,10,2.0376
-146,10,1.96304
-144,10,1.88989
-142,10,1.81848
-140,10,1.74916
-138,10,1.68224
-136,10,1.61804
-134,10,1.55683
-132,10,1.49892
-130,10,1.44456
-128,10,1.39401
-126,10,1.34749
-124,10,1.30522
-122,10,1.26739
-120,10,1.23419
-118,10,1.20575
-116,10,1.18222
-114,10,1.16369
-112,10,1.15027
-110,10,1.14202
-108,10,1.13898
-106,10,1.14116
-104,10,1.14856
-102,10,1.16116
-100,10,1.17891
-98,10,1.20172
-96,10,1.22951
-94,10,1.26215
-92,10,1.2995
-90,10,1.34139
-88,10,1.38765
-86,10,1.43806
-84,10,1.4924
-82,10,1.55042
-80,10,1.61186
-78,10,1.67644
-76,10,1.74387
-74,10,1.81382
-72,10,1.88599
-70,10,1.96002
-68,10,2.03559
-66,10,2.11232
-64,10,2.18985
-62,10,2.26782
-60,10,2.34586
-58,10,2.42358
-56,10,2.50061
-54,10,2.57658
-52,10,2.65111
-50,10,2.72384
-48,10,2.7944
-46,10,2.86246
-44,10,2.92766
-42,10,2.98968
-40,10,3.04821
-38,10,3.10295
-36,10,3.15362
-34,10,3.19995
-32,10,3.24172
-30,10,3.27869
-28,10,3.31068
-26,10,3.33752
-24,10,3.35906
-22,10,3.37518
-20,10,3.38579
-18,10,3.39082
-16,10,3.39025
-14,10,3.38405
-12,10,3.37226
-10,10,3.35492
-8,10,3.3321
-6,10,3.30392
-4,10,3.2705
-2,10,3.232
0,10,3.18861
2,10,3.14054
4,10,3.08803
6,10,3.03132
8,10,2.97069
10,10,2.90646
12,10,2.83892
14,10,2.76842
16,10,2.6953
18,10,2.61992
20,10,2.54266
22,10,2.46391
24,10,2.38404
26,10,2.30346
28,10,2.22256
30,10,2.14175
32,10,2.06143
34,10,1.98199
36,10,1.90383
38,10,1.82734
40,10,1.75289
42,10,1.68085
44,10,1.61159
46,10,1.54543
48,10,1.48271
50,10,1.42374
52,10,1.36881
54,10,1.31818
56,10,1.27212
58,10,1.23084
60,10,1.19455
62,10,1.16342
64,10,1.13762
66,10,1.11726
68,10,1.10244
70,10,1.09324
72,10,1.0897
74,10,1.09183
76,10,1.09963
78,10,1.11305
80,10,1.13203
82,10,1.15646
84,10,1.18623
86,10,1.22118
88,10,1.26115
90,10,1.30592
92,10,1.35528
94,10,1.40897
96,10,1.46674
98,10,1.52828
100,10,1.59329
102,10,1.66145
104,10,1.73241
106,10,1.80582
108,10,1.88131
110,10,1.95851
112,10,2.03701
114,10,2.11644
116,10,2.1964
118,10,2.27648
120,10,2.35629
122,10,2.43542
124,10,2.51348
126,10,2.59009
128,10,2.66486
130,10,2.73742
132,10,2.80741
134,10,2.87449
136,10,2.93832
138,10,2.99859
140,10,3.055
142,10,3.10729
144,10,3.1552
146,10,3.1985
148,10,3.23698
150,10,3.27046
152,10,3.29879
154,10,3.32183
156,10,3.3395
158,10,3.3517
160,10,3.35839
162,10,3.35957
164,10,3.35522
166,10,3.3454
168,10,3.33016
170,10,3.3096
172,10,3.28383
174,10,3.253
176,10,3.21726
178,10,3.17681
180,10,3.13186
-180,12,3.03392
-178,12,2.98574
-176,12,2.93371
-174,12,2.8781
-172,12,2.81919
-170,12,2.75729
-168,12,2.6927
-166,12,2.62574
-164,12,2.55674
-162,12,2.48605
-160,12,2.41399
-158,12,2.34094
-156,12,2.26722
-154,12,2.19319
-152,12,2.11921
-150,12,2.04562
-148,12,1.97277
-146,12,1.90099
-144,12,1.83062
-142,12,1.76197
-140,12,1.69537
-138,12,1.63112
-136,12,1.56951
-134,12,1.51082
-132,12,1.45531
-130,12,1.40324
-128,12,1.35485
-126,12,1.31033
-124,12,1.26991
-122,12,1.23375
-120,12,1.20203
-118,12,1.17489
-116,12,1.15245
-114,12,1.13481
-112,12,1.12206
-110,12,1.11427
-108,12,1.11146
-106,12,1.11366
-104,12,1.12086
-102,12,1.13305
-100,12,1.15018
-98,12,1.17216
-96,12,1.19893
-94,12,1.23036
-92,12,1.26633
-90,12,1.30667
-88,12,1.35122
-86,12,1.39979
-84,12,1.45215
-82,12,1.50809
-80,12,1.56735
-78,12,1.62966
-76,12,1.69475
-74,12,1.76232
-72,12,1.83206
-70,12,1.90365
-68,12,1.97675
-66,12,2.05103
-64,12,2.12613
-62,12,2.2017
-60,12,2.27738
-58,12,2.3528
-56,12,2.4276
-54,12,2.50141
-52,12,2.57386
-50,12,2.64462
-48,12,2.7133
-46,12,2.77959
-44,12,2.84313
-42,12,2.90362
-40,12,2.96073
-38,12,3.01418
-36,12,3.06368
-34,12,3.10899
-32,12,3.14986
-30,12,3.18607
-28,12,3.21743
-26,12,3.24377
-24,12,3.26495
-22,12,3.28084
-20,12,3.29135
-18,12,3.29641
-16,12,3.296
-14,12,3.29009
-12,12,3.27871
-10,12,3.2619
-8,12,3.23974
-6,12,3.21233
-4,12,3.1798
-2,12,3.14229
0,12,3.1
2,12,3.05313
4,12,3.00191
6,12,2.94659
8,12,2.88745
10,12,2.82477
12,12,2.75886
14,12,2.69006
16,12,2.6187
18,12,2.54515
20,12,2.46975
22,12,2.3929
24,12,2.31497
26,12,2.23635
28,12,2.15743
30,12,2.0786
32,12,2.00025
34,12,1.92278
36,12,1.84656
38,12,1.77198
40,12,1.6994
42,12,1.62918
44,12,1.56167
46,12,1.49721
48,12,1.4361
50,12,1.37865
52,12,1.32515
54,12,1.27586
56,12,1.23101
58,12,1.19084
60,12,1.15553
62,12,1.12526
64,12,1.10018
66,12,1.0804
68,12,1.06604
70,12,1.05714
72,12,1.05377
74,12,1.05592
76,12,1.0636
78,12,1.07676
80,12,1.09532
82,12,1.11921
84,12,1.1483
86,12,1.18244
88,12,1.22146
90,12,1.26517
92,12,1.31335
94,12,1.36575
96,12,1.42211
98,12,1.48216
100,12,1.54559
102,12,1.61207
104,12,1.68129
106,12,1.75288
108,12,1.8265
110,12,1.90176
112,12,1.97829
114,12,2.05572
116,12,2.13363
118,12,2.21166
120,12,2.28939
122,12,2.36645
124,12,2.44244
126,12,2.51699
128,12,2.58972
130,12,2.66026
132,12,2.72827
134,12,2.79341
136,12,2.85535
138,12,2.91379
140,12,2.96844
142,12,3.01904
144,12,3.06533
146,12,3.10709
148,12,3.14414
150,12,3.17628
152,12,3.20338
154,12,3.22531
156,12,3.24198
158,12,3.25331
160,12,3.25928
162,12,3.25986
164,12,3.25507
166,12,3.24496
168,12,3.22958
170,12,3.20905
172,12,3.18346
174,12,3.15298
176,12,3.11776
178,12,3.07801
180,12,3.03392
-180,14,2.92306
-178,14,2.8761
-176,14,2.82547
-174,14,2.77144
-172,14,2.7143
-170,14,2.65432
-168,14,2.59182
-166,14,2.5271
-164,14,2.46049
-162,14,2.39232
-160,14,2.3229
-158,14,2.25259
-156,14,2.18172
-154,14,2.11062
-152,14,2.03962
-150,14,1.96906
-148,14,1.89927
-146,14,1.83056
-144,14,1.76326
-142,14,1.69766
-140,14,1.63406
-138,14,1.57274
-136,14,1.51399
-134,14,1.45806
-132,14,1.4052
-130,14,1.35564
-128,14,1.3096
-126,14,1.26729
-124,14,1.22888
-122,14,1.19456
-120,14,1.16447
-118,14,1.13874
-116,14,1.11749
-114,14,1.10082
-112,14,1.0888
-110,14,1.0815
-108,14,1.07895
-106,14,1.08116
-104,14,1.08814
-102,14,1.09988
-100,14,1.11631
-98,14,1.13739
-96,14,1.16303
-94,14,1.19312
-92,14,1.22756
-90,14,1.26619
-88,14,1.30886
-86,14,1.35538
-84,14,1.40556
-82,14,1.45919
-80,14,1.51602
-78,14,1.57582
-76,14,1.63831
-74,14,1.70322
-72,14,1.77025
-70,14,1.83911
-68,14,1.90946
-66,14,1.98099
-64,14,2.05335
-62,14,2.12622
-60,14,2.19924
-58,14,2.27205
-56,14,2.34431
-54,14,2.41566
-52,14,2.48575
-50,14,2.55423
-48,14,2.62075
-46,14,2.68498
-44,14,2.7466
-42,14,2.80528
-40,14,2.86073
-38,14,2.91264
-36,14,2.96076
-34,14,3.00482
-32,14,3.04459
-30,14,3.07985
-28,14,3.11041
-26,14,3.1361
-24,14,3.15678
-22,14,3.17233
-20,14,3.18265
-18,14,3.18768
-16,14,3.18737
-14,14,3.18173
-12,14,3.17075
-10,14,3.1545
-8,14,3.13303
-6,14,3.10646
-4,14,3.0749
-2,14,3.0385
0,14,2.99745
2,14,2.95194
4,14,2.9022
6,14,2.84847
8,14,2.79103
10,14,2.73015
12,14,2.66615
14,14,2.59933
16,14,2.53004
18,14,2.45862
20,14,2.38543
22,14,2.31082
24,14,2.23519
26,14,2.15889
28,14,2.08231
30,14,2.00584
32,14,1.92985
34,14,1.85472
36,14,1.78082
38,14,1.70852
40,14,1.63817
42,14,1.57013
44,14,1.50473
46,14,1.44228
48,14,1.38311
50,14,1.32749
52,14,1.27571
54,14,1.22801
56,14,1.18462
58,14,1.14577
60,14,1.11164
62,14,1.0824
64,14,1.05818
66,14,1.03911
68,14,1.02528
70,14,1.01676
72,14,1.01358
74,14,1.01576
76,14,1.02328
78,14,1.03612
80,14,1.0542
82,14,1.07743
84,14,1.1057
86,14,1.13887
88,14,1.17676
90,14,1.2192
92,14,1.26597
94,14,1.31683
96,14,1.37153
98,14,1.42979
100,14,1.49133
102,14,1.55584
104,14,1.62298
106,14,1.69243
108,14,1.76383
110,14,1.83682
112,14,1.91104
114,14,1.9861
116,14,2.06164
118,14,2.13726
120,14,2.21259
122,14,2.28724
124,14,2.36083
126,14,2.433
128,14,2.50339
130,14,2.57162
132,14,2.63738
134,14,2.70031
136,14,2.76011
138,14,2.81648
140,14,2.86915
142,14,2.91785
144,14,2.96234
146,14,3.00242
148,14,3.03788
150,14,3.06857
152,14,3.09433
154,14,3.11507
156,14,3.13068
158,14,3.14112
160,14,3.14633
162,14,3.14633
164,14,3.14112
166,14,3.13075
168,14,3.11531
170,14,3.09487
172,14,3.06958
174,14,3.03957
176,14,3.00502
178,14,2.96611
180,14,2.92306
-180,16,2.80093
-178,16,2.75536
-176,16,2.70633
-174,16,2.65409
-172,16,2.59891
-170,16,2.54109
-168,16,2.4809
-166,16,2.41866
-164,16,2.35468
-162,16,2.28928
-160,16,2.22276
-158,16,2.15545
-156,16,2.08767
-154,16,2.01975
-152,16,1.952
-150,16,1.88473
-148,16,1.81825
-146,16,1.75286
-144,16,1.68887
-142,16,1.62655
-140,16,1.56618
