Phi[deg],Theta[deg],re(rEPhi)[mV]
-146,2,-1968.99
-144,2,-2031.53
-142,2,-2091.67
-140,2,-2149.31
-138,2,-2204.35
-136,2,-2256.72
-134,2,-2306.34
-132,2,-2353.12
-130,2,-2396.99
-128,2,-2437.88
-126,2,-2475.73
-124,2,-2510.46
-122,2,-2542.03
-120,2,-2570.37
-118,2,-2595.44
-116,2,-2617.2
-114,2,-2635.59
-112,2,-2650.59
-110,2,-2662.16
-108,2,-2670.28
-106,2,-2674.93
-104,2,-2676.09
-102,2,-2673.75
-100,2,-2667.91
-98,2,-2658.57
-96,2,-2645.73
-94,2,-2629.4
-92,2,-2609.59
-90,2,-2586.34
-88,2,-2559.66
-86,2,-2529.59
-84,2,-2496.15
-82,2,-2459.4
-80,2,-2419.38
-78,2,-2376.14
-76,2,-2329.74
-74,2,-2280.23
-72,2,-2227.68
-70,2,-2172.17
-68,2,-2113.76
-66,2,-2052.54
-64,2,-1988.58
-62,2,-1921.98
-60,2,-1852.82
-58,2,-1781.19
-56,2,-1707.21
-54,2,-1630.96
-52,2,-1552.55
-50,2,-1472.1
-48,2,-1389.7
-46,2,-1305.48
-44,2,-1219.54
-42,2,-1132.01
-40,2,-1043.02
-38,2,-952.668
-36,2,-861.095
-34,2,-768.423
-32,2,-674.78
-30,2,-580.295
-28,2,-485.096
-26,2,-389.316
-24,2,-293.084
-22,2,-196.532
-20,2,-99.7932
-18,2,-2.99778
-16,2,93.7225
-14,2,190.237
-12,2,286.415
-10,2,382.127
-8,2,477.246
-6,2,571.644
-4,2,665.197
-2,2,757.78
0,2,849.273
2,2,939.557
4,2,1028.51
6,2,1116.03
8,2,1201.99
10,2,1286.3
12,2,1368.83
14,2,1449.5
16,2,1528.2
18,2,1604.84
20,2,1679.33
22,2,1751.57
24,2,1821.49
26,2,1889
28,2,1954.04
30,2,2016.52
32,2,2076.39
34,2,2133.57
36,2,2188.02
38,2,2239.67
40,2,2288.49
42,2,2334.41
44,2,2377.41
46,2,2417.45
48,2,2454.49
50,2,2488.51
52,2,2519.49
54,2,2547.4
56,2,2572.24
58,2,2593.99
60,2,2612.64
62,2,2628.2
64,2,2640.66
66,2,2650.02
68,2,2656.31
70,2,2659.52
72,2,2659.67
74,2,2656.79
76,2,2650.88
78,2,2641.99
80,2,2630.12
82,2,2615.32
84,2,2597.61
86,2,2577.02
88,2,2553.6
90,2,2527.39
92,2,2498.41
94,2,2466.72
96,2,2432.36
98,2,2395.38
100,2,2355.81
102,2,2313.72
104,2,2269.15
106,2,2222.15
108,2,2172.77
110,2,2121.08
112,2,2067.12
114,2,2010.96
116,2,1952.65
118,2,1892.24
120,2,1829.81
122,2,1765.4
124,2,1699.09
126,2,1630.94
128,2,1561.02
130,2,1489.38
132,2,1416.1
134,2,1341.24
136,2,1264.88
138,2,1187.09
140,2,1107.94
142,2,1027.51
144,2,945.867
146,2,863.095
148,2,779.272
150,2,694.479
152,2,608.798
154,2,522.314
156,2,435.112
158,2,347.279
160,2,258.906
162,2,170.082
164,2,80.9013
166,2,-8.5434
168,2,-98.1558
170,2,-187.839
172,2,-277.494
174,2,-367.02
176,2,-456.317
178,2,-545.281
180,2,-633.809
-180,4,-521.007
-178,4,-608.643
-176,4,-696.05
-174,4,-783.116
-172,4,-869.728
-170,4,-955.766
-168,4,-1041.11
-166,4,-1125.64
-164,4,-1209.23
-162,4,-1291.75
-160,4,-1373.08
-158,4,-1453.09
-156,4,-1531.65
-154,4,-1608.63
-152,4,-1683.91
-150,4,-1757.36
-148,4,-1828.85
-146,4,-1898.26
-144,4,-1965.46
-142,4,-2030.35
-140,4,-2092.79
-138,4,-2152.68
-136,4,-2209.91
-134,4,-2264.37
-132,4,-2315.96
-130,4,-2364.58
-128,4,-2410.13
-126,4,-2452.54
-124,4,-2491.72
-122,4,-2527.58
-120,4,-2560.07
-118,4,-2589.11
-116,4,-2614.64
-114,4,-2636.61
-112,4,-2654.98
-110,4,-2669.69
-108,4,-2680.73
-106,4,-2688.05
-104,4,-2691.64
-102,4,-2691.47
-100,4,-2687.55
-98,4,-2679.87
-96,4,-2668.44
-94,4,-2653.25
-92,4,-2634.33
-90,4,-2611.71
-88,4,-2585.4
-86,4,-2555.45
-84,4,-2521.89
-82,4,-2484.77
-80,4,-2444.13
-78,4,-2400.05
-76,4,-2352.57
-74,4,-2301.77
-72,4,-2247.72
-70,4,-2190.49
-68,4,-2130.17
-66,4,-2066.83
-64,4,-2000.58
-62,4,-1931.51
-60,4,-1859.71
-58,4,-1785.29
-56,4,-1708.35
-54,4,-1629.01
-52,4,-1547.37
-50,4,-1463.55
-48,4,-1377.68
-46,4,-1289.88
-44,4,-1200.27
-42,4,-1108.98
-40,4,-1016.14
-38,4,-921.884
-36,4,-826.354
-34,4,-729.683
-32,4,-632.012
-30,4,-533.482
-28,4,-434.237
-26,4,-334.422
-24,4,-234.181
-22,4,-133.661
-20,4,-33.0101
-18,4,67.6251
-16,4,168.097
-14,4,268.257
-12,4,367.959
-10,4,467.057
-8,4,565.405
-6,4,662.859
-4,4,759.277
-2,4,854.519
0,4,948.447
2,4,1040.92
4,4,1131.82
6,4,1221.01
8,4,1308.36
10,4,1393.75
12,4,1477.07
14,4,1558.2
16,4,1637.03
18,4,1713.47
20,4,1787.42
22,4,1858.77
24,4,1927.46
26,4,1993.4
28,4,2056.51
30,4,2116.72
32,4,2173.99
34,4,2228.25
36,4,2279.45
38,4,2327.55
40,4,2372.53
42,4,2414.34
44,4,2452.97
46,4,2488.41
48,4,2520.64
50,4,2549.66
52,4,2575.47
54,4,2598.09
56,4,2617.52
58,4,2633.78
60,4,2646.9
62,4,2656.91
64,4,2663.84
66,4,2667.72
68,4,2668.61
70,4,2666.53
72,4,2661.54
74,4,2653.68
76,4,2643.02
78,4,2629.59
80,4,2613.47
82,4,2594.69
84,4,2573.33
86,4,2549.44
88,4,2523.07
90,4,2494.29
92,4,2463.16
94,4,2429.72
96,4,2394.05
98,4,2356.19
100,4,2316.2
102,4,2274.13
104,4,2230.03
106,4,2183.97
108,4,2135.97
110,4,2086.1
112,4,2034.39
114,4,1980.9
116,4,1925.66
118,4,1868.72
120,4,1810.11
122,4,1749.88
124,4,1688.05
126,4,1624.68
128,4,1559.78
130,4,1493.41
132,4,1425.59
134,4,1356.36
136,4,1285.76
138,4,1213.81
140,4,1140.57
142,4,1066.06
144,4,990.323
146,4,913.407
148,4,835.352
150,4,756.204
152,4,676.012
154,4,594.827
156,4,512.705
158,4,429.702
160,4,345.881
162,4,261.307
164,4,176.049
166,4,90.1807
168,4,3.77825
170,4,-83.0767
172,4,-170.299
174,4,-257.798
176,4,-345.482
178,4,-433.252
180,4,-521.007
-180,6,-408.612
-178,6,-496.112
-176,6,-583.84
-174,6,-671.674
-172,6,-759.485
-170,6,-847.137
-168,6,-934.493
-166,6,-1021.41
-164,6,-1107.73
-162,6,-1193.32
-160,6,-1278.01
-158,6,-1361.65
-156,6,-1444.09
-154,6,-1525.16
-152,6,-1604.71
-150,6,-1682.58
-148,6,-1758.61
-146,6,-1832.66
-144,6,-1904.57
-142,6,-1974.19
-140,6,-2041.38
-138,6,-2106
-136,6,-2167.91
-134,6,-2226.99
-132,6,-2283.1
-130,6,-2336.13
-128,6,-2385.98
-126,6,-2432.52
-124,6,-2475.67
-122,6,-2515.33
-120,6,-2551.41
-118,6,-2583.85
-116,6,-2612.57
-114,6,-2637.52
-112,6,-2658.63
-110,6,-2675.86
-108,6,-2689.19
-106,6,-2698.56
-104,6,-2703.97
-102,6,-2705.4
-100,6,-2702.84
-98,6,-2696.3
-96,6,-2685.78
-94,6,-2671.29
-92,6,-2652.86
-90,6,-2630.51
-88,6,-2604.29
-86,6,-2574.22
-84,6,-2540.37
-82,6,-2502.78
-80,6,-2461.51
-78,6,-2416.62
-76,6,-2368.19
-74,6,-2316.28
-72,6,-2260.98
-70,6,-2202.37
-68,6,-2140.53
-66,6,-2075.55
-64,6,-2007.54
-62,6,-1936.58
-60,6,-1862.78
-58,6,-1786.25
-56,6,-1707.1
-54,6,-1625.43
-52,6,-1541.36
-50,6,-1455.02
-48,6,-1366.51
-46,6,-1275.97
-44,6,-1183.52
-42,6,-1089.29
-40,6,-993.425
-38,6,-896.047
-36,6,-797.3
-34,6,-697.326
-32,6,-596.269
-30,6,-494.277
-28,6,-391.5
-26,6,-288.09
-24,6,-184.201
-22,6,-79.9917
-20,6,24.3795
-18,6,128.752
-16,6,232.962
-14,6,336.848
-12,6,440.244
-10,6,542.986
-8,6,644.908
-6,6,745.846
-4,6,845.636
-2,6,944.115
0,6,1041.12
2,6,1136.5
4,6,1230.1
6,6,1321.75
8,6,1411.32
10,6,1498.67
12,6,1583.65
14,6,1666.13
16,6,1745.99
18,6,1823.11
20,6,1897.37
22,6,1968.68
24,6,2036.93
26,6,2102.03
28,6,2163.92
30,6,2222.52
32,6,2277.76
34,6,2329.6
36,6,2378
38,6,2422.91
40,6,2464.33
42,6,2502.23
44,6,2536.62
46,6,2567.49
48,6,2594.85
50,6,2618.74
52,6,2639.18
54,6,2656.2
56,6,2669.86
58,6,2680.21
60,6,2687.29
62,6,2691.19
64,6,2691.96
66,6,2689.69
68,6,2684.44
70,6,2676.31
72,6,2665.38
74,6,2651.73
76,6,2635.45
78,6,2616.65
80,6,2595.39
82,6,2571.79
84,6,2545.92
86,6,2517.87
88,6,2487.74
90,6,2455.61
92,6,2421.55
94,6,2385.66
96,6,2347.99
98,6,2308.64
100,6,2267.66
102,6,2225.11
104,6,2181.05
106,6,2135.54
108,6,2088.63
110,6,2040.35
112,6,1990.74
114,6,1939.84
116,6,1887.67
118,6,1834.25
120,6,1779.6
122,6,1723.74
124,6,1666.67
126,6,1608.4
128,6,1548.93
130,6,1488.26
132,6,1426.39
134,6,1363.3
136,6,1299
138,6,1233.48
140,6,1166.74
142,6,1098.76
144,6,1029.54
146,6,959.082
148,6,887.385
150,6,814.454
152,6,740.295
154,6,664.922
156,6,588.352
158,6,510.608
160,6,431.721
162,6,351.725
164,6,270.664
166,6,188.587
168,6,105.552
170,6,21.6238
172,6,-63.1252
174,6,-148.615
176,6,-234.757
178,6,-321.457
180,6,-408.612
-180,8,-300.436
-178,8,-387.688
-176,8,-475.647
-174,8,-564.175
-172,8,-653.124
-170,8,-742.337
-168,8,-831.65
-166,8,-920.892
-164,8,-1009.89
-162,8,-1098.45
-160,8,-1186.4
-158,8,-1273.55
-156,8,-1359.7
-154,8,-1444.68
-152,8,-1528.27
-150,8,-1610.31
-148,8,-1690.6
-146,8,-1768.95
-144,8,-1845.19
-142,8,-1919.14
-140,8,-1990.63
-138,8,-2059.49
-136,8,-2125.57
-134,8,-2188.72
-132,8,-2248.78
-130,8,-2305.64
-128,8,-2359.15
-126,8,-2409.2
-124,8,-2455.68
-122,8,-2498.5
-120,8,-2537.54
-118,8,-2572.75
-116,8,-2604.03
-114,8,-2631.34
-112,8,-2654.6
-110,8,-2673.79
-108,8,-2688.86
-106,8,-2699.78
-104,8,-2706.53
-102,8,-2709.12
-100,8,-2707.53
-98,8,-2701.77
-96,8,-2691.86
-94,8,-2677.82
-92,8,-2659.68
-90,8,-2637.47
-88,8,-2611.25
-86,8,-2581.06
-84,8,-2546.95
-82,8,-2508.99
-80,8,-2467.24
-78,8,-2421.78
-76,8,-2372.68
-74,8,-2320.03
-72,8,-2263.89
-70,8,-2204.37
-68,8,-2141.56
-66,8,-2075.54
-64,8,-2006.41
-62,8,-1934.28
-60,8,-1859.24
-58,8,-1781.39
-56,8,-1700.85
-54,8,-1617.72
-52,8,-1532.11
-50,8,-1444.14
-48,8,-1353.91
-46,8,-1261.55
-44,8,-1167.18
-42,8,-1070.92
-40,8,-972.897
-38,8,-873.242
-36,8,-772.088
-34,8,-669.572
-32,8,-565.838
-30,8,-461.029
-28,8,-355.297
-26,8,-248.796
-24,8,-141.685
-22,8,-34.1275
-20,8,73.7085
-18,8,181.651
-16,8,289.523
-14,8,397.146
-12,8,504.336
-10,8,610.907
-8,8,716.671
-6,8,821.438
-4,8,925.017
-2,8,1027.22
0,8,1127.85
2,8,1226.72
4,8,1323.65
6,8,1418.44
8,8,1510.93
10,8,1600.94
12,8,1688.3
14,8,1772.84
16,8,1854.43
18,8,1932.9
20,8,2008.13
22,8,2080
24,8,2148.38
26,8,2213.18
28,8,2274.31
30,8,2331.68
32,8,2385.24
34,8,2434.94
36,8,2480.73
38,8,2522.59
40,8,2560.51
42,8,2594.48
44,8,2624.53
46,8,2650.67
48,8,2672.95
50,8,2691.41
52,8,2706.11
54,8,2717.13
56,8,2724.54
58,8,2728.43
60,8,2728.91
62,8,2726.06
64,8,2720.01
66,8,2710.88
68,8,2698.77
70,8,2683.82
72,8,2666.16
74,8,2645.91
76,8,2623.21
78,8,2598.19
80,8,2570.97
82,8,2541.7
84,8,2510.49
86,8,2477.48
88,8,2442.78
90,8,2406.51
92,8,2368.78
94,8,2329.69
96,8,2289.35
98,8,2247.85
100,8,2205.26
102,8,2161.68
104,8,2117.16
106,8,2071.75
108,8,2025.53
110,8,1978.51
112,8,1930.74
114,8,1882.23
116,8,1833.01
118,8,1783.06
120,8,1732.39
122,8,1680.99
124,8,1628.83
126,8,1575.88
128,8,1522.12
130,8,1467.49
132,8,1411.96
134,8,1355.47
136,8,1297.97
138,8,1239.4
140,8,1179.71
142,8,1118.85
144,8,1056.75
146,8,993.372
148,8,928.655
150,8,862.56
152,8,795.045
154,8,726.079
156,8,655.637
158,8,583.701
160,8,510.265
162,8,435.332
164,8,358.914
166,8,281.036
168,8,201.735
170,8,121.058
172,8,39.0657
174,8,-44.1699
176,8,-128.565
178,8,-214.023
180,8,-300.436
-180,10,-200.923
-178,10,-287.429
-176,10,-375.124
-174,10,-463.849
-172,10,-553.431
-170,10,-643.687
-168,10,-734.424
-166,10,-825.439
-164,10,-916.523
-162,10,-1007.46
-160,10,-1098.03
-158,10,-1188.02
-156,10,-1277.19
-154,10,-1365.32
-152,10,-1452.2
-150,10,-1537.6
-148,10,-1621.3
-146,10,-1703.09
-144,10,-1782.77
-142,10,-1860.14
-140,10,-1935
-138,10,-2007.17
-136,10,-2076.48
-134,10,-2142.75
-132,10,-2205.84
-130,10,-2265.59
-128,10,-2321.87
-126,10,-2374.56
-124,10,-2423.53
-122,10,-2468.68
-120,10,-2509.91
-118,10,-2547.15
-116,10,-2580.32
-114,10,-2609.36
-112,10,-2634.2
-110,10,-2654.82
-108,10,-2671.17
-106,10,-2683.24
-104,10,-2691.01
-102,10,-2694.48
-100,10,-2693.64
-98,10,-2688.52
-96,10,-2679.13
-94,10,-2665.51
-92,10,-2647.69
-90,10,-2625.72
-88,10,-2599.64
-86,10,-2569.52
-84,10,-2535.42
-82,10,-2497.41
-80,10,-2455.56
-78,10,-2409.95
-76,10,-2360.66
-74,10,-2307.78
-72,10,-2251.4
-70,10,-2191.6
-68,10,-2128.49
-66,10,-2062.15
-64,10,-1992.68
-62,10,-1920.18
-60,10,-1844.74
-58,10,-1766.46
-56,10,-1685.45
-54,10,-1601.8
-52,10,-1515.61
-50,10,-1426.98
-48,10,-1336.02
-46,10,-1242.82
-44,10,-1147.51
-42,10,-1050.18
-40,10,-950.95
-38,10,-849.934
-36,10,-747.253
-34,10,-643.033
-32,10,-537.405
-30,10,-430.506
-28,10,-322.48
-26,10,-213.479
-24,10,-103.661
-22,10,6.80844
-20,10,117.754
-18,10,228.996
-16,10,340.342
-14,10,451.597
-12,10,562.558
-10,10,673.012
-8,10,782.746
-6,10,891.538
-4,10,999.163
-2,10,1105.4
0,10,1210.01
2,10,1312.77
4,10,1413.45
6,10,1511.83
8,10,1607.69
10,10,1700.81
12,10,1790.99
14,10,1878.02
16,10,1961.73
18,10,2041.92
20,10,2118.44
22,10,2191.14
24,10,2259.88
26,10,2324.54
28,10,2385.01
30,10,2441.21
32,10,2493.07
34,10,2540.53
36,10,2583.56
38,10,2622.15
40,10,2656.3
42,10,2686.01
44,10,2711.33
46,10,2732.31
48,10,2749.01
50,10,2761.52
52,10,2769.92
54,10,2774.33
56,10,2774.86
58,10,2771.65
60,10,2764.82
62,10,2754.54
64,10,2740.95
66,10,2724.21
68,10,2704.5
70,10,2681.99
72,10,2656.84
74,10,2629.23
76,10,2599.33
78,10,2567.33
80,10,2533.4
82,10,2497.7
84,10,2460.41
86,10,2421.68
88,10,2381.68
90,10,2340.55
92,10,2298.44
94,10,2255.48
96,10,2211.8
98,10,2167.51
100,10,2122.72
102,10,2077.53
104,10,2032
106,10,1986.22
108,10,1940.24
110,10,1894.09
112,10,1847.82
114,10,1801.43
116,10,1754.93
118,10,1708.31
120,10,1661.53
122,10,1614.57
124,10,1567.37
126,10,1519.86
128,10,1471.99
130,10,1423.65
132,10,1374.78
134,10,1325.25
136,10,1274.98
138,10,1223.85
140,10,1171.76
142,10,1118.58
144,10,1064.21
146,10,1008.54
148,10,951.458
150,10,892.871
152,10,832.683
154,10,770.811
156,10,707.181
158,10,641.733
160,10,574.417
162,10,505.2
164,10,434.064
166,10,361.004
168,10,286.036
170,10,209.189
172,10,130.513
174,10,50.0732
176,10,-32.0486
178,10,-115.753
180,10,-200.923
-180,12,-114.98
-178,12,-199.828
-176,12,-286.323
-174,12,-374.281
-172,12,-463.502
-170,12,-553.772
-168,12,-644.866
-166,12,-736.547
-164,12,-828.572
-162,12,-920.69
-160,12,-1012.65
-158,12,-1104.19
-156,12,-1195.06
-154,12,-1285
-152,12,-1373.76
-150,12,-1461.1
-148,12,-1546.78
-146,12,-1630.55
-144,12,-1712.2
-142,12,-1791.51
-140,12,-1868.28
-138,12,-1942.31
-136,12,-2013.42
-134,12,-2081.43
-132,12,-2146.18
-130,12,-2207.53
-128,12,-2265.34
-126,12,-2319.48
-124,12,-2369.83
-122,12,-2416.3
-120,12,-2458.78
-118,12,-2497.21
-116,12,-2531.5
-114,12,-2561.6
-112,12,-2587.46
-110,12,-2609.04
-108,12,-2626.3
-106,12,-2639.23
-104,12,-2647.82
-102,12,-2652.05
-100,12,-2651.95
-98,12,-2647.52
-96,12,-2638.79
-94,12,-2625.79
-92,12,-2608.56
-90,12,-2587.15
-88,12,-2561.62
-86,12,-2532.02
-84,12,-2498.42
-82,12,-2460.89
-80,12,-2419.53
-78,12,-2374.4
-76,12,-2325.59
-74,12,-2273.19
-72,12,-2217.3
-70,12,-2158.01
-68,12,-2095.41
-66,12,-2029.59
-64,12,-1960.65
-62,12,-1888.68
-60,12,-1813.78
-58,12,-1736.03
-56,12,-1655.53
-54,12,-1572.36
-52,12,-1486.6
-50,12,-1398.36
-48,12,-1307.7
-46,12,-1214.71
-44,12,-1119.49
-42,12,-1022.11
-40,12,-922.681
-38,12,-821.285
-36,12,-718.025
-34,12,-613.01
-32,12,-506.351
-30,12,-398.173
-28,12,-288.607
-26,12,-177.794
-24,12,-65.8905
-22,12,46.9399
-20,12,160.519
-18,12,274.655
-16,12,389.147
-14,12,503.777
-12,12,618.32
-10,12,732.536
-8,12,846.177
-6,12,958.984
-4,12,1070.69
-2,12,1181.03
0,12,1289.73
2,12,1396.5
4,12,1501.08
6,12,1603.18
8,12,1702.53
10,12,1798.87
12,12,1891.95
14,12,1981.52
16,12,2067.34
18,12,2149.21
20,12,2226.92
22,12,2300.29
24,12,2369.16
26,12,2433.39
28,12,2492.85
30,12,2547.46
32,12,2597.14
34,12,2641.83
36,12,2681.52
38,12,2716.2
40,12,2745.88
42,12,2770.62
44,12,2790.46
46,12,2805.49
48,12,2815.81
50,12,2821.54
52,12,2822.82
54,12,2819.79
56,12,2812.61
58,12,2801.46
60,12,2786.53
62,12,2768.01
64,12,2746.1
66,12,2721
68,12,2692.94
70,12,2662.12
72,12,2628.77
74,12,2593.11
76,12,2555.35
78,12,2515.7
80,12,2474.39
82,12,2431.63
84,12,2387.61
86,12,2342.55
88,12,2296.63
90,12,2250.04
92,12,2202.95
94,12,2155.52
96,12,2107.92
98,12,2060.28
100,12,2012.74
102,12,1965.4
104,12,1918.36
106,12,1871.72
108,12,1825.53
110,12,1779.84
112,12,1734.69
114,12,1690.1
116,12,1646.04
118,12,1602.52
120,12,1559.47
122,12,1516.84
124,12,1474.56
126,12,1432.54
128,12,1390.65
130,12,1348.79
132,12,1306.8
134,12,1264.55
136,12,1221.89
138,12,1178.63
140,12,1134.62
142,12,1089.67
144,12,1043.63
146,12,996.31
148,12,947.549
150,12,897.187
152,12,845.071
154,12,791.061
156,12,735.033
158,12,676.875
160,12,616.494
162,12,553.817
164,12,488.791
166,12,421.383
168,12,351.586
170,12,279.412
172,12,204.901
174,12,128.111
176,12,49.1267
178,12,-31.9461
180,12,-114.98
-180,14,-47.7919
-178,14,-129.644
-176,14,-213.549
-174,14,-299.295
-172,14,-386.652
-170,14,-475.373
-168,14,-565.2
-166,14,-655.861
-164,14,-747.079
-162,14,-838.57
-160,14,-930.048
-158,14,-1021.23
-156,14,-1111.83
-154,14,-1201.57
-152,14,-1290.17
-150,14,-1377.38
-148,14,-1462.94
-146,14,-1546.6
-144,14,-1628.13
-142,14,-1707.32
-140,14,-1783.96
-138,14,-1857.84
-136,14,-1928.8
-134,14,-1996.67
-132,14,-2061.29
-130,14,-2122.53
-128,14,-2180.25
-126,14,-2234.34
-124,14,-2284.69
-122,14,-2331.22
-120,14,-2373.82
-118,14,-2412.44
-116,14,-2447
-114,14,-2477.45
-112,14,-2503.74
-110,14,-2525.83
-108,14,-2543.69
-106,14,-2557.29
-104,14,-2566.63
-102,14,-2571.69
-100,14,-2572.48
-98,14,-2569
-96,14,-2561.28
-94,14,-2549.34
-92,14,-2533.21
-90,14,-2512.95
-88,14,-2488.59
-86,14,-2460.19
-84,14,-2427.83
-82,14,-2391.58
-80,14,-2351.5
-78,14,-2307.68
-76,14,-2260.22
-74,14,-2209.2
-72,14,-2154.7
-70,14,-2096.84
-68,14,-2035.69
-66,14,-1971.36
-64,14,-1903.93
-62,14,-1833.49
-60,14,-1760.14
-58,14,-1683.94
-56,14,-1604.99
-54,14,-1523.35
-52,14,-1439.09
-50,14,-1352.29
-48,14,-1263.01
-46,14,-1171.31
-44,14,-1077.24
-42,14,-980.89
-40,14,-882.304
-38,14,-781.557
-36,14,-678.722
-34,14,-573.881
-32,14,-467.125
-30,14,-358.556
-28,14,-248.288
-26,14,-136.451
-24,14,-23.1904
-22,14,91.3312
-20,14,206.933
-18,14,323.417
-16,14,440.564
-14,14,558.139
-12,14,675.886
-10,14,793.534
-8,14,910.794
-6,14,1027.37
-4,14,1142.93
-2,14,1257.17
0,14,1369.75
2,14,1480.34
4,14,1588.59
6,14,1694.18
8,14,1796.76
10,14,1896.02
12,14,1991.65
14,14,2083.34
16,14,2170.83
18,14,2253.83
20,14,2332.13
22,14,2405.5
24,14,2473.76
26,14,2536.75
28,14,2594.33
30,14,2646.41
32,14,2692.91
34,14,2733.79
36,14,2769.04
38,14,2798.68
40,14,2822.75
42,14,2841.33
44,14,2854.52
46,14,2862.43
48,14,2865.2
50,14,2863.02
52,14,2856.04
54,14,2844.49
56,14,2828.55
58,14,2808.47
60,14,2784.48
62,14,2756.81
64,14,2725.72
66,14,2691.47
68,14,2654.3
70,14,2614.48
72,14,2572.28
74,14,2527.94
76,14,2481.72
78,14,2433.89
80,14,2384.69
82,14,2334.36
84,14,2283.15
86,14,2231.29
88,14,2178.99
90,14,2126.48
92,14,2073.97
94,14,2021.63
96,14,1969.66
98,14,1918.23
100,14,1867.48
102,14,1817.56
104,14,1768.58
106,14,1720.64
108,14,1673.83
110,14,1628.22
112,14,1583.83
114,14,1540.69
116,14,1498.79
118,14,1458.1
120,14,1418.58
122,14,1380.14
124,14,1342.69
126,14,1306.1
128,14,1270.24
130,14,1234.95
132,14,1200.03
134,14,1165.3
136,14,1130.54
138,14,1095.54
140,14,1060.06
142,14,1023.87
144,14,986.722
146,14,948.389
