Phi[deg],Theta[deg],re(rEPhi)[mV]
-180,0,1695.52
-178,0,1323.74
-176,0,950.338
-174,0,575.782
-172,0,200.524
-170,0,-174.979
-168,0,-550.268
-166,0,-924.887
-164,0,-1298.38
-162,0,-1670.29
-160,0,-2040.16
-158,0,-2407.55
-156,0,-2772.01
-154,0,-3133.09
-152,0,-3490.35
-150,0,-3843.36
-148,0,-4191.69
-146,0,-4534.91
-144,0,-4872.6
-142,0,-5204.36
-140,0,-5529.78
-138,0,-5848.46
-136,0,-6160.01
-134,0,-6464.06
-132,0,-6760.24
-130,0,-7048.18
-128,0,-7327.53
-126,0,-7597.95
-124,0,-7859.12
-122,0,-8110.71
-120,0,-8352.42
-118,0,-8583.95
-116,0,-8805.03
-114,0,-9015.38
-112,0,-9214.74
-110,0,-9402.88
-108,0,-9579.56
-106,0,-9744.57
-104,0,-9897.71
-102,0,-10038.8
-100,0,-10167.6
-98,0,-10284.1
-96,0,-10388
-94,0,-10479.3
-92,0,-10557.8
-90,0,-10623.5
-88,0,-10676.2
-86,0,-10715.8
-84,0,-10742.5
-82,0,-10756
-80,0,-10756.5
-78,0,-10743.8
-76,0,-10718.1
-74,0,-10679.3
-72,0,-10627.5
-70,0,-10562.7
-68,0,-10485
-66,0,-10394.6
-64,0,-10291.6
-62,0,-10176
-60,0,-10047.9
-58,0,-9907.69
-56,0,-9755.37
-54,0,-9591.16
-52,0,-9415.26
-50,0,-9227.9
-48,0,-9029.29
-46,0,-8819.68
-44,0,-8599.33
-42,0,-8368.5
-40,0,-8127.47
-38,0,-7876.54
-36,0,-7616.02
-34,0,-7346.21
-32,0,-7067.46
-30,0,-6780.09
-28,0,-6484.47
-26,0,-6180.94
-24,0,-5869.89
-22,0,-5551.68
-20,0,-5226.71
-18,0,-4895.37
-16,0,-4558.06
-14,0,-4215.21
-12,0,-3867.21
-10,0,-3514.51
-8,0,-3157.52
-6,0,-2796.69
-4,0,-2432.45
-2,0,-2065.24
0,0,-1695.52
2,0,-1323.74
4,0,-950.338
6,0,-575.782
8,0,-200.524
10,0,174.979
12,0,550.268
14,0,924.887
16,0,1298.38
18,0,1670.29
20,0,2040.16
22,0,2407.55
24,0,2772.01
26,0,3133.09
28,0,3490.35
30,0,3843.36
32,0,4191.69
34,0,4534.91
36,0,4872.6
38,0,5204.36
40,0,5529.78
42,0,5848.46
44,0,6160.01
46,0,6464.06
48,0,6760.24
50,0,7048.18
52,0,7327.53
54,0,7597.95
56,0,7859.12
58,0,8110.71
60,0,8352.42
62,0,8583.95
64,0,8805.03
66,0,9015.38
68,0,9214.74
70,0,9402.88
72,0,9579.56
74,0,9744.57
76,0,9897.71
78,0,10038.8
80,0,10167.6
82,0,10284.1
84,0,10388
86,0,10479.3
88,0,10557.8
90,0,10623.5
92,0,10676.2
94,0,10715.8
96,0,10742.5
98,0,10756
100,0,10756.5
102,0,10743.8
104,0,10718.1
106,0,10679.3
108,0,10627.5
110,0,10562.7
112,0,10485
114,0,10394.6
116,0,10291.6
118,0,10176
120,0,10047.9
122,0,9907.69
124,0,9755.37
126,0,9591.16
128,0,9415.26
130,0,9227.9
132,0,9029.29
134,0,8819.68
136,0,8599.33
138,0,8368.5
140,0,8127.47
142,0,7876.54
144,0,7616.02
146,0,7346.21
148,0,7067.46
150,0,6780.09
152,0,6484.47
154,0,6180.94
156,0,5869.89
158,0,5551.68
160,0,5226.71
162,0,4895.37
164,0,4558.06
166,0,4215.21
168,0,3867.21
170,0,3514.51
172,0,3157.52
174,0,2796.69
176,0,2432.45
178,0,2065.24
180,0,1695.52
-180,2,1694.88
-178,2,1323.24
-176,2,950.002
-174,2,575.603
-172,2,200.504
-170,2,-174.839
-168,2,-549.967
-166,2,-924.424
-164,2,-1297.75
-162,2,-1669.5
-160,2,-2039.21
-158,2,-2406.44
-156,2,-2770.73
-154,2,-3131.65
-152,2,-3488.75
-150,2,-3841.59
-148,2,-4189.76
-146,2,-4532.82
-144,2,-4870.35
-142,2,-5201.96
-140,2,-5527.22
-138,2,-5845.75
-136,2,-6157.15
-134,2,-6461.05
-132,2,-6757.08
-130,2,-7044.88
-128,2,-7324.09
-126,2,-7594.38
-124,2,-7855.42
-122,2,-8106.88
-120,2,-8348.47
-118,2,-8579.89
-116,2,-8800.85
-114,2,-9011.09
-112,2,-9210.36
-110,2,-9398.4
-108,2,-9574.99
-106,2,-9739.92
-104,2,-9892.98
-102,2,-10034
-100,2,-10162.8
-98,2,-10279.2
-96,2,-10383.1
-94,2,-10474.3
-92,2,-10552.8
-90,2,-10618.4
-88,2,-10671.1
-86,2,-10710.7
-84,2,-10737.4
-82,2,-10750.9
-80,2,-10751.4
-78,2,-10738.7
-76,2,-10713
-74,2,-10674.2
-72,2,-10622.4
-70,2,-10557.7
-68,2,-10480.1
-66,2,-10389.7
-64,2,-10286.7
-62,2,-10171.2
-60,2,-10043.2
-58,2,-9903.06
-56,2,-9750.81
-54,2,-9586.69
-52,2,-9410.89
-50,2,-9223.62
-48,2,-9025.11
-46,2,-8815.6
-44,2,-8595.36
-42,2,-8364.64
-40,2,-8123.72
-38,2,-7872.91
-36,2,-7612.51
-34,2,-7342.83
-32,2,-7064.21
-30,2,-6776.97
-28,2,-6481.48
-26,2,-6178.09
-24,2,-5867.17
-22,2,-5549.11
-20,2,-5224.28
-18,2,-4893.08
-16,2,-4555.92
-14,2,-4213.21
-12,2,-3865.37
-10,2,-3512.81
-8,2,-3155.98
-6,2,-2795.3
-4,2,-2431.21
-2,2,-2064.16
0,2,-1694.59
2,2,-1322.96
4,2,-949.719
6,2,-575.318
8,2,-200.215
10,2,175.131
12,2,550.265
14,2,924.728
16,2,1298.07
18,2,1669.82
20,2,2039.54
22,2,2406.78
24,2,2771.08
26,2,3132.01
28,2,3489.12
30,2,3841.98
32,2,4190.16
34,2,4533.23
36,2,4870.79
38,2,5202.4
40,2,5527.68
42,2,5846.22
44,2,6157.64
46,2,6461.56
48,2,6757.61
50,2,7045.42
52,2,7324.65
54,2,7594.95
56,2,7856
58,2,8107.49
60,2,8349.09
62,2,8580.52
64,2,8801.5
66,2,9011.75
68,2,9211.03
70,2,9399.08
72,2,9575.68
74,2,9740.62
76,2,9893.69
78,2,10034.7
80,2,10163.5
82,2,10279.9
84,2,10383.8
86,2,10475
88,2,10553.5
90,2,10619.1
92,2,10671.8
94,2,10711.5
96,2,10738.1
98,2,10751.6
100,2,10752.1
102,2,10739.4
104,2,10713.7
106,2,10674.9
108,2,10623.1
110,2,10558.4
112,2,10480.8
114,2,10390.4
116,2,10287.4
118,2,10171.8
120,2,10043.9
122,2,9903.68
124,2,9751.42
126,2,9587.28
128,2,9411.46
130,2,9224.18
132,2,9025.65
134,2,8816.13
136,2,8595.87
138,2,8365.13
140,2,8124.21
142,2,7873.38
144,2,7612.96
146,2,7343.27
148,2,7064.63
150,2,6777.38
152,2,6481.87
154,2,6178.47
156,2,5867.54
158,2,5549.46
160,2,5224.62
162,2,4893.41
164,2,4556.24
166,2,4213.53
168,2,3865.67
170,2,3513.11
172,2,3156.27
174,2,2795.59
176,2,2431.5
178,2,2064.44
180,2,1694.88
-180,4,1692.65
-178,4,1321.48
-176,4,948.71
-174,4,574.781
-172,4,200.155
-170,4,-174.712
-168,4,-549.362
-166,4,-923.34
-164,4,-1296.19
-162,4,-1667.46
-160,4,-2036.69
-158,4,-2403.43
-156,4,-2767.25
-154,4,-3127.68
-152,4,-3484.31
-150,4,-3836.68
-148,4,-4184.38
-146,4,-4526.97
-144,4,-4864.05
-142,4,-5195.19
-140,4,-5520
-138,4,-5838.09
-136,4,-6149.06
-134,4,-6452.53
-132,4,-6748.14
-130,4,-7035.53
-128,4,-7314.35
-126,4,-7584.25
-124,4,-7844.91
-122,4,-8096.01
-120,4,-8337.25
-118,4,-8568.33
-116,4,-8788.98
-114,4,-8998.91
-112,4,-9197.89
-110,4,-9385.65
-108,4,-9561.99
-106,4,-9726.68
-104,4,-9879.52
-102,4,-10020.3
-100,4,-10148.9
-98,4,-10265.2
-96,4,-10368.9
-94,4,-10460
-92,4,-10538.4
-90,4,-10603.9
-88,4,-10656.5
-86,4,-10696.1
-84,4,-10722.7
-82,4,-10736.3
-80,4,-10736.7
-78,4,-10724.1
-76,4,-10698.4
-74,4,-10659.7
-72,4,-10608
-70,4,-10543.4
-68,4,-10466
-66,4,-10375.7
-64,4,-10272.9
-62,4,-10157.5
-60,4,-10029.8
-58,4,-9889.79
-56,4,-9737.77
-54,4,-9573.89
-52,4,-9398.34
-50,4,-9211.34
-48,4,-9013.11
-46,4,-8803.9
-44,4,-8583.96
-42,4,-8353.56
-40,4,-8112.98
-38,4,-7862.51
-36,4,-7602.46
-34,4,-7333.14
-32,4,-7054.88
-30,4,-6768.03
-28,4,-6472.92
-26,4,-6169.93
-24,4,-5859.41
-22,4,-5541.75
-20,4,-5217.34
-18,4,-4886.56
-16,4,-4549.83
-14,4,-4207.56
-12,4,-3860.15
-10,4,-3508.04
-8,4,-3151.65
-6,4,-2791.42
-4,4,-2427.79
-2,4,-2061.2
0,4,-1692.09
2,4,-1320.92
4,4,-948.147
6,4,-574.214
8,4,-199.582
10,4,175.294
12,4,549.955
14,4,923.946
16,4,1296.81
18,4,1668.09
20,4,2037.34
22,4,2404.11
24,4,2767.94
26,4,3128.41
28,4,3485.05
30,4,3837.46
32,4,4185.18
34,4,4527.8
36,4,4864.91
38,4,5196.08
40,4,5520.93
42,4,5839.04
44,4,6150.04
46,4,6453.55
48,4,6749.19
50,4,7036.61
52,4,7315.46
54,4,7585.39
56,4,7846.08
58,4,8097.22
60,4,8338.48
62,4,8569.59
64,4,8790.26
66,4,9000.23
68,4,9199.22
70,4,9387.01
72,4,9563.37
74,4,9728.08
76,4,9880.93
78,4,10021.8
80,4,10150.4
82,4,10266.6
84,4,10370.4
86,4,10461.5
88,4,10539.8
90,4,10605.4
92,4,10658
94,4,10697.6
96,4,10724.2
98,4,10737.7
100,4,10738.2
102,4,10725.6
104,4,10699.9
106,4,10661.2
108,4,10609.4
110,4,10544.8
112,4,10467.3
114,4,10377.1
116,4,10274.2
118,4,10158.8
120,4,10031
122,4,9891.03
124,4,9738.98
126,4,9575.07
128,4,9399.49
130,4,9212.46
132,4,9014.2
134,4,8804.95
136,4,8584.98
138,4,8354.55
140,4,8113.94
142,4,7863.44
144,4,7603.35
146,4,7334
148,4,7055.72
150,4,6768.83
152,4,6473.7
154,4,6170.68
156,4,5860.14
158,4,5542.45
160,4,5218.02
162,4,4887.22
164,4,4550.47
166,4,4208.18
168,4,3860.76
170,4,3508.63
172,4,3152.23
174,4,2792
176,4,2428.36
178,4,2061.76
180,4,1692.65
-180,6,1688.86
-178,6,1318.46
-176,6,946.466
-174,6,573.32
-172,6,199.48
-170,6,-174.597
-168,6,-548.455
-166,6,-921.638
-164,6,-1293.69
-162,6,-1664.16
-160,6,-2032.59
-158,6,-2398.54
-156,6,-2761.56
-154,6,-3121.21
-152,6,-3477.05
-150,6,-3828.64
-148,6,-4175.56
-146,6,-4517.38
-144,6,-4853.7
-142,6,-5184.09
-140,6,-5508.16
-138,6,-5825.51
-136,6,-6135.76
-134,6,-6438.53
-132,6,-6733.45
-130,6,-7020.17
-128,6,-7298.32
-126,6,-7567.59
-124,6,-7827.63
-122,6,-8078.13
-120,6,-8318.79
-118,6,-8549.32
-116,6,-8769.43
-114,6,-8978.87
-112,6,-9177.36
-110,6,-9364.68
-108,6,-9540.59
-106,6,-9704.88
-104,6,-9857.36
-102,6,-9997.83
-100,6,-10126.1
-98,6,-10242.1
-96,6,-10345.6
-94,6,-10436.5
-92,6,-10514.7
-90,6,-10580
-88,6,-10632.5
-86,6,-10672.1
-84,6,-10698.6
-82,6,-10712.2
-80,6,-10712.7
-78,6,-10700.1
-76,6,-10674.5
-74,6,-10635.9
-72,6,-10584.3
-70,6,-10519.9
-68,6,-10442.6
-66,6,-10352.7
-64,6,-10250.1
-62,6,-10135
-60,6,-10007.6
-58,6,-9867.93
-56,6,-9716.29
-54,6,-9552.8
-52,6,-9377.67
-50,6,-9191.11
-48,6,-8993.34
-46,6,-8784.62
-44,6,-8565.18
-42,6,-8335.31
-40,6,-8095.27
-38,6,-7845.36
-36,6,-7585.89
-34,6,-7317.16
-32,6,-7039.52
-30,6,-6753.29
-28,6,-6458.82
-26,6,-6156.48
-24,6,-5846.63
-22,6,-5529.64
-20,6,-5205.92
-18,6,-4875.84
-16,6,-4539.82
-14,6,-4198.26
-12,6,-3851.58
-10,6,-3500.2
-8,6,-3144.56
-6,6,-2785.07
-4,6,-2422.2
-2,6,-2056.37
0,6,-1688.03
2,6,-1317.63
4,6,-945.632
6,6,-572.479
8,6,-198.629
10,6,175.461
12,6,549.336
14,6,922.538
16,6,1294.61
18,6,1665.11
20,6,2033.57
22,6,2399.55
24,6,2762.61
26,6,3122.29
28,6,3478.16
30,6,3829.79
32,6,4176.76
34,6,4518.62
36,6,4854.98
38,6,5185.42
40,6,5509.54
42,6,5826.94
44,6,6137.23
46,6,6440.05
48,6,6735.02
50,6,7021.78
52,6,7299.99
54,6,7569.3
56,6,7829.38
58,6,8079.93
60,6,8320.64
62,6,8551.21
64,6,8771.36
66,6,8980.83
68,6,9179.36
70,6,9366.71
72,6,9542.65
74,6,9706.97
76,6,9859.47
78,6,9999.97
80,6,10128.3
82,6,10244.3
84,6,10347.8
86,6,10438.7
88,6,10516.9
90,6,10582.3
92,6,10634.7
94,6,10674.3
96,6,10700.8
98,6,10714.4
100,6,10714.8
102,6,10702.3
104,6,10676.6
106,6,10638
108,6,10586.4
110,6,10522
112,6,10444.7
114,6,10354.7
116,6,10252
118,6,10136.9
120,6,10009.4
122,6,9869.78
124,6,9718.09
126,6,9554.56
128,6,9379.38
130,6,9192.77
132,6,8994.96
134,6,8786.19
136,6,8566.71
138,6,8336.78
140,6,8096.7
142,6,7846.74
144,6,7587.22
146,6,7318.45
148,6,7040.76
150,6,6754.48
152,6,6459.98
154,6,6157.59
156,6,5847.7
158,6,5530.68
160,6,5206.92
162,6,4876.82
164,6,4540.77
166,6,4199.18
168,6,3852.48
170,6,3501.08
172,6,3145.42
174,6,2785.92
176,6,2423.04
178,6,2057.2
180,6,1688.86
-180,8,1683.51
-178,8,1314.19
-176,8,943.28
-174,8,571.225
-172,8,198.483
-170,8,-174.492
-168,8,-547.245
-166,8,-919.319
-164,8,-1290.26
-162,8,-1659.62
-160,8,-2026.94
-158,8,-2391.79
-156,8,-2753.7
-154,8,-3112.25
-152,8,-3466.98
-150,8,-3817.49
-148,8,-4163.32
-146,8,-4504.08
-144,8,-4839.33
-142,8,-5168.67
-140,8,-5491.71
-138,8,-5808.05
-136,8,-6117.29
-134,8,-6419.08
-132,8,-6713.04
-130,8,-6998.82
-128,8,-7276.06
-126,8,-7544.43
-124,8,-7803.61
-122,8,-8053.28
-120,8,-8293.14
-118,8,-8522.9
-116,8,-8742.28
-114,8,-8951.01
-112,8,-9148.83
-110,8,-9335.52
-108,8,-9510.84
-106,8,-9674.59
-104,8,-9826.55
-102,8,-9966.55
-100,8,-10094.4
-98,8,-10210
-96,8,-10313.2
-94,8,-10403.8
-92,8,-10481.7
-90,8,-10546.9
-88,8,-10599.2
-86,8,-10638.7
-84,8,-10665.2
-82,8,-10678.7
-80,8,-10679.2
-78,8,-10666.7
-76,8,-10641.2
-74,8,-10602.8
-72,8,-10551.4
-70,8,-10487.2
-68,8,-10410.2
-66,8,-10320.6
-64,8,-10218.4
-62,8,-10103.7
-60,8,-9976.69
-58,8,-9837.55
-56,8,-9686.42
-54,8,-9523.48
-52,8,-9348.93
-50,8,-9162.98
-48,8,-8965.86
-46,8,-8757.81
-44,8,-8539.08
-42,8,-8309.93
-40,8,-8070.65
-38,8,-7821.53
-36,8,-7562.86
-34,8,-7294.96
-32,8,-7018.16
-30,8,-6732.8
-28,8,-6439.22
-26,8,-6137.79
-24,8,-5828.86
-22,8,-5512.82
-20,8,-5190.05
-18,8,-4860.95
-16,8,-4525.91
-14,8,-4185.35
-12,8,-3839.68
-10,8,-3489.33
-8,8,-3134.72
-6,8,-2776.28
-4,8,-2414.46
-2,8,-2049.69
0,8,-1682.42
2,8,-1313.1
4,8,-942.186
6,8,-570.122
8,8,-197.366
10,8,175.628
12,8,548.403
14,8,920.504
16,8,1291.48
18,8,1660.87
20,8,2028.23
22,8,2393.12
24,8,2755.08
26,8,3113.67
28,8,3468.46
30,8,3819.02
32,8,4164.91
34,8,4505.72
36,8,4841.03
38,8,5170.44
40,8,5493.54
42,8,5809.94
44,8,6119.25
46,8,6421.1
48,8,6715.13
50,8,7000.96
52,8,7278.27
54,8,7546.71
56,8,7805.95
58,8,8055.68
60,8,8295.59
62,8,8525.41
64,8,8744.84
66,8,8953.61
68,8,9151.49
70,8,9338.22
72,8,9513.59
74,8,9677.37
76,8,9829.36
78,8,9969.4
80,8,10097.3
82,8,10212.9
84,8,10316.1
86,8,10406.7
88,8,10484.6
90,8,10549.8
92,8,10602.2
94,8,10641.6
96,8,10668.1
98,8,10681.6
100,8,10682.1
102,8,10669.5
104,8,10644
106,8,10605.6
108,8,10554.2
110,8,10489.9
112,8,10412.9
114,8,10323.2
116,8,10221
118,8,10106.2
120,8,9979.19
122,8,9839.99
124,8,9688.8
126,8,9525.8
128,8,9351.19
130,8,9165.18
132,8,8968
134,8,8759.88
136,8,8541.09
138,8,8311.88
140,8,8072.53
142,8,7823.34
144,8,7564.61
146,8,7296.65
148,8,7019.79
150,8,6734.37
152,8,6440.74
154,8,6139.25
156,8,5830.27
158,8,5514.18
160,8,5191.37
162,8,4862.23
164,8,4527.15
166,8,4186.56
168,8,3840.86
170,8,3490.48
172,8,3135.85
174,8,2777.39
176,8,2415.56
178,8,2050.78
180,8,1683.51
-180,10,1676.62
-178,10,1308.69
-176,10,939.164
-174,10,568.507
-172,10,197.17
-170,10,-174.394
-168,10,-545.731
-166,10,-916.387
-164,10,-1285.91
-162,10,-1653.85
-160,10,-2019.75
-158,10,-2383.17
-156,10,-2743.67
-154,10,-3100.81
-152,10,-3454.14
-150,10,-3803.25
-148,10,-4147.71
-146,10,-4487.09
-144,10,-4820.99
-142,10,-5148.99
-140,10,-5470.7
-138,10,-5785.74
-136,10,-6093.71
-134,10,-6394.24
-132,10,-6686.97
-130,10,-6971.55
-128,10,-7247.62
-126,10,-7514.86
-124,10,-7772.93
-122,10,-8021.54
-120,10,-8260.37
-118,10,-8489.14
-116,10,-8707.58
-114,10,-8915.41
-112,10,-9112.38
-110,10,-9298.27
-108,10,-9472.83
-106,10,-9635.87
-104,10,-9787.18
-102,10,-9926.59
-100,10,-10053.9
-98,10,-10169
-96,10,-10271.7
-94,10,-10362
-92,10,-10439.6
-90,10,-10504.5
-88,10,-10556.7
-86,10,-10596
-84,10,-10622.4
-82,10,-10635.8
-80,10,-10636.4
-78,10,-10624
-76,10,-10598.6
-74,10,-10560.4
-72,10,-10509.3
-70,10,-10445.4
-68,10,-10368.8
-66,10,-10279.6
-64,10,-10177.8
-62,10,-10063.7
-60,10,-9937.26
-58,10,-9798.73
-56,10,-9648.25
-54,10,-9486.01
-52,10,-9312.21
-50,10,-9127.05
-48,10,-8930.76
-46,10,-8723.57
-44,10,-8505.73
-42,10,-8277.52
-40,10,-8039.21
-38,10,-7791.08
-36,10,-7533.44
-34,10,-7266.6
-32,10,-6990.88
-30,10,-6706.63
-28,10,-6414.19
-26,10,-6113.92
-24,10,-5806.17
-22,10,-5491.33
-20,10,-5169.79
-18,10,-4841.93
-16,10,-4508.16
-14,10,-4168.87
-12,10,-3824.5
-10,10,-3475.46
-8,10,-3122.17
-6,10,-2765.07
-4,10,-2404.6
-2,10,-2041.19
0,10,-1675.29
2,10,-1307.36
4,10,-937.826
6,10,-567.157
8,10,-195.801
10,10,175.787
12,10,547.153
14,10,917.843
16,10,1287.4
18,10,1655.39
20,10,2021.34
22,10,2384.81
24,10,2745.37
26,10,3102.57
28,10,3455.97
30,10,3805.15
32,10,4149.67
34,10,4489.13
36,10,4823.1
38,10,5151.18
40,10,5472.97
42,10,5788.09
44,10,6096.14
46,10,6396.75
48,10,6689.56
50,10,6974.22
52,10,7250.37
54,10,7517.68
56,10,7775.84
58,10,8024.52
60,10,8263.42
62,10,8492.26
64,10,8710.76
66,10,8918.65
68,10,9115.69
70,10,9301.63
72,10,9476.24
74,10,9639.33
76,10,9790.68
78,10,9930.12
80,10,10057.5
82,10,10172.6
84,10,10275.4
86,10,10365.6
88,10,10443.2
90,10,10508.2
92,10,10560.3
94,10,10599.6
96,10,10626
98,10,10639.5
100,10,10640
102,10,10627.5
104,10,10602.2
106,10,10563.9
108,10,10512.8
110,10,10448.8
112,10,10372.2
114,10,10282.9
116,10,10181.1
118,10,10066.8
120,10,9940.35
122,10,9801.75
124,10,9651.2
126,10,9488.89
128,10,9315.01
130,10,9129.77
132,10,8933.4
134,10,8726.13
136,10,8508.21
138,10,8279.92
140,10,8041.52
142,10,7793.31
144,10,7535.59
146,10,7268.68
148,10,6992.89
150,10,6708.56
152,10,6416.05
154,10,6115.71
156,10,5807.9
158,10,5493.01
160,10,5171.4
162,10,4843.49
164,10,4509.67
166,10,4170.35
168,10,3825.94
170,10,3476.86
172,10,3123.55
174,10,2766.43
176,10,2405.94
178,10,2042.52
180,10,1676.62
-180,12,1668.22
-178,12,1301.97
-176,12,934.136
-174,12,565.18
-172,12,195.552
-170,12,-174.296
-168,12,-543.912
-166,12,-912.842
-164,12,-1280.64
-162,12,-1646.85
-160,12,-2011.02
-158,12,-2372.72
-156,12,-2731.5
-154,12,-3086.92
-152,12,-3438.56
-150,12,-3785.97
-148,12,-4128.75
-146,12,-4466.46
-144,12,-4798.71
-142,12,-5125.09
-140,12,-5445.2
-138,12,-5758.65
-136,12,-6065.06
-134,12,-6364.07
-132,12,-6655.31
-130,12,-6938.43
-128,12,-7213.08
-126,12,-7478.93
-124,12,-7735.67
-122,12,-7982.98
-120,12,-8220.57
-118,12,-8448.14
-116,12,-8665.42
-114,12,-8872.16
-112,12,-9068.1
-110,12,-9253.01
-108,12,-9426.66
-106,12,-9588.84
-104,12,-9739.36
-102,12,-9878.04
-100,12,-10004.7
-98,12,-10119.2
-96,12,-10221.4
-94,12,-10311.2
-92,12,-10388.4
-90,12,-10453
-88,12,-10504.9
-86,12,-10544.1
-84,12,-10570.4
-82,12,-10583.8
-80,12,-10584.4
-78,12,-10572.1
-76,12,-10547
-74,12,-10509
-72,12,-10458.2
-70,12,-10394.7
-68,12,-10318.5
-66,12,-10229.8
-64,12,-10128.6
-62,12,-10015.1
-60,12,-9889.36
-58,12,-9751.58
-56,12,-9601.91
-54,12,-9440.52
-52,12,-9267.63
-50,12,-9083.42
-48,12,-8888.13
-46,12,-8681.99
-44,12,-8465.25
-42,12,-8238.17
-40,12,-8001.03
-38,12,-7754.11
-36,12,-7497.72
-34,12,-7232.16
-32,12,-6957.77
-30,12,-6674.87
-28,12,-6383.81
-26,12,-6084.94
-24,12,-5778.63
-22,12,-5465.26
-20,12,-5145.2
-18,12,-4818.85
-16,12,-4486.61
-14,12,-4148.89
-12,12,-3806.09
-10,12,-3458.64
-8,12,-3106.96
-6,12,-2751.49
-4,12,-2392.66
-2,12,-2030.9
0,12,-1666.67
2,12,-1300.41
4,12,-932.573
6,12,-563.601
8,12,-193.949
10,12,175.929
12,12,545.581
14,12,914.554
16,12,1282.4
18,12,1648.66
20,12,2012.9
22,12,2374.66
24,12,2733.51
26,12,3089.01
28,12,3440.72
30,12,3788.22
32,12,4131.08
34,12,4468.88
36,12,4801.22
38,12,5127.69
40,12,5447.9
42,12,5761.44
44,12,6067.96
46,12,6367.06
48,12,6658.4
50,12,6941.61
52,12,7216.35
54,12,7482.3
56,12,7739.13
58,12,7986.53
60,12,8224.2
62,12,8451.86
64,12,8669.22
66,12,8876.03
68,12,9072.04
70,12,9257.01
72,12,9430.72
74,12,9592.96
76,12,9743.53
78,12,9882.25
80,12,10009
82,12,10123.5
84,12,10225.7
86,12,10315.5
88,12,10392.8
90,12,10457.4
92,12,10509.3
94,12,10548.4
96,12,10574.7
98,12,10588.1
100,12,10588.7
102,12,10576.3
104,12,10551.2
106,12,10513.1
108,12,10462.3
110,12,10398.7
112,12,10322.5
114,12,10233.7
116,12,10132.4
118,12,10018.8
120,12,9893.03
122,12,9755.17
124,12,9605.4
126,12,9443.93
128,12,9270.94
130,12,9086.64
132,12,8891.25
134,12,8685.01
136,12,8468.17
138,12,8240.99
140,12,8003.76
142,12,7756.74
144,12,7500.26
146,12,7234.61
148,12,6960.12
150,12,6677.13
152,12,6385.99
154,12,6087.04
156,12,5780.66
158,12,5467.21
160,12,5147.09
162,12,4820.68
164,12,4488.38
166,12,4150.61
168,12,3807.76
170,12,3460.28
172,12,3108.57
174,12,2753.07
176,12,2394.22
178,12,2032.46
180,12,1668.22
-180,14,1658.34
-178,14,1294.06
-176,14,928.216
-174,14,561.259
-172,14,193.639
-170,14,-174.193
-168,14,-541.786
-166,14,-908.69
-164,14,-1274.45
-162,14,-1638.63
-160,14,-2000.78
-158,14,-2360.46
-156,14,-2717.22
-154,14,-3070.63
-152,14,-3420.26
-150,14,-3765.69
-148,14,-4106.49
-146,14,-4442.25
-144,14,-4772.57
-142,14,-5097.03
-140,14,-5415.25
-138,14,-5726.85
-136,14,-6031.44
-134,14,-6328.66
-132,14,-6618.14
-130,14,-6899.54
-128,14,-7172.53
-126,14,-7436.76
-124,14,-7691.92
-122,14,-7937.71
-120,14,-8173.83
-118,14,-8399.99
-116,14,-8615.93
-114,14,-8821.39
-112,14,-9016.11
-110,14,-9199.86
-108,14,-9372.43
-106,14,-9533.61
-104,14,-9683.2
-102,14,-9821.02
-100,14,-9946.91
-98,14,-10060.7
-96,14,-10162.3
-94,14,-10251.5
-92,14,-10328.3
-90,14,-10392.6
-88,14,-10444.2
-86,14,-10483.1
-84,14,-10509.3
-82,14,-10522.7
-80,14,-10523.4
-78,14,-10511.2
-76,14,-10486.3
-74,14,-10448.6
-72,14,-10398.2
-70,14,-10335.1
-68,14,-10259.5
-66,14,-10171.4
-64,14,-10070.9
-62,14,-9958.07
-60,14,-9833.15
-58,14,-9696.25
-56,14,-9547.52
-54,14,-9387.14
-52,14,-9215.31
-50,14,-9032.23
-48,14,-8838.11
-46,14,-8633.2
-44,14,-8417.75
-42,14,-8192
-40,14,-7956.24
-38,14,-7710.74
-36,14,-7455.82
-34,14,-7191.77
-32,14,-6918.92
-30,14,-6637.61
-28,14,-6348.17
-26,14,-6050.96
-24,14,-5746.33
-22,14,-5434.68
-20,14,-5116.37
-18,14,-4791.8
-16,14,-4461.36
-14,14,-4125.45
-12,14,-3784.51
-10,14,-3438.93
-8,14,-3089.14
-6,14,-2735.58
-4,14,-2378.67
-2,14,-2018.87
0,14,-1656.6
2,14,-1292.31
4,14,-926.452
6,14,-559.474
8,14,-191.825
10,14,176.044
12,14,543.681
14,14,910.636
16,14,1276.46
18,14,1640.7
20,14,2002.92
22,14,2362.67
24,14,2719.52
26,14,3073.02
28,14,3422.75
30,14,3768.27
32,14,4109.17
34,14,4445.04
36,14,4775.46
38,14,5100.04
40,14,5418.37
42,14,5730.08
44,14,6034.78
46,14,6332.11
48,14,6621.71
50,14,6903.23
52,14,7176.32
54,14,7440.66
56,14,7695.93
58,14,7941.82
60,14,8178.04
62,14,8404.3
64,14,8620.33
66,14,8825.87
68,14,9020.67
70,14,9204.5
72,14,9377.14
74,14,9538.38
76,14,9688.03
78,14,9825.9
80,14,9951.83
82,14,10065.7
84,14,10167.3
86,14,10256.5
88,14,10333.3
90,14,10397.6
92,14,10449.2
94,14,10488.1
96,14,10514.3
98,14,10527.7
100,14,10528.3
102,14,10516.1
104,14,10491.1
106,14,10453.4
108,14,10402.9
