Phi[deg],Theta[deg],RealizedGainPhi
-174,2,1.7916
-172,2,1.70955
-170,2,1.62804
-168,2,1.54745
-166,2,1.46819
-164,2,1.39063
-162,2,1.31515
-160,2,1.24213
-158,2,1.17191
-156,2,1.10484
-154,2,1.04124
-152,2,0.981426
-150,2,0.925684
-148,2,0.874287
-146,2,0.827483
-144,2,0.7855
-142,2,0.748542
-140,2,0.716786
-138,2,0.690388
-136,2,0.669475
-134,2,0.654147
-132,2,0.64448
-130,2,0.640518
-128,2,0.642281
-126,2,0.64976
-124,2,0.662916
-122,2,0.681687
-120,2,0.705979
-118,2,0.735674
-116,2,0.770627
-114,2,0.810667
-112,2,0.855598
-110,2,0.905202
-108,2,0.959237
-106,2,1.01744
-104,2,1.07952
-102,2,1.14518
-100,2,1.21411
-98,2,1.28595
-96,2,1.36037
-94,2,1.43699
-92,2,1.51545
-90,2,1.59536
-88,2,1.67633
-86,2,1.75796
-84,2,1.83986
-82,2,1.92162
-80,2,2.00284
-78,2,2.08313
-76,2,2.16209
-74,2,2.23933
-72,2,2.31448
-70,2,2.38716
-68,2,2.45702
-66,2,2.52372
-64,2,2.58692
-62,2,2.64631
-60,2,2.70162
-58,2,2.75255
-56,2,2.79885
-54,2,2.84031
-52,2,2.87672
-50,2,2.90789
-48,2,2.93366
-46,2,2.95392
-44,2,2.96856
-42,2,2.97751
-40,2,2.98072
-38,2,2.97817
-36,2,2.96988
-34,2,2.95589
-32,2,2.93625
-30,2,2.91107
-28,2,2.88047
-26,2,2.8446
-24,2,2.80364
-22,2,2.75777
-20,2,2.70724
-18,2,2.65228
-16,2,2.59316
-14,2,2.53018
-12,2,2.46363
-10,2,2.39386
-8,2,2.32119
-6,2,2.24598
-4,2,2.16861
-2,2,2.08945
0,2,2.00888
2,2,1.92731
4,2,1.84513
6,2,1.76274
8,2,1.68054
10,2,1.59894
12,2,1.51833
14,2,1.43911
16,2,1.36167
18,2,1.28637
20,2,1.21359
22,2,1.14369
24,2,1.07699
26,2,1.01384
28,2,0.954522
30,2,0.89934
32,2,0.848557
34,2,0.802419
36,2,0.761151
38,2,0.724952
40,2,0.693997
42,2,0.668437
44,2,0.648394
46,2,0.633966
48,2,0.625221
50,2,0.622201
52,2,0.624921
54,2,0.633368
56,2,0.647499
58,2,0.667246
60,2,0.692513
62,2,0.723177
64,2,0.759091
66,2,0.800079
68,2,0.845944
70,2,0.896464
72,2,0.951394
74,2,1.01047
76,2,1.0734
78,2,1.13989
80,2,1.20961
82,2,1.28223
84,2,1.3574
86,2,1.43475
88,2,1.51391
90,2,1.59449
92,2,1.67611
94,2,1.75837
96,2,1.84088
98,2,1.92324
100,2,2.00504
102,2,2.0859
104,2,2.16541
106,2,2.24321
108,2,2.3189
110,2,2.39213
112,2,2.46254
114,2,2.52978
116,2,2.59354
118,2,2.65351
120,2,2.70938
122,2,2.7609
124,2,2.80782
126,2,2.8499
128,2,2.88694
130,2,2.91876
132,2,2.94521
134,2,2.96616
136,2,2.9815
138,2,2.99117
140,2,2.99512
142,2,2.99333
144,2,2.9858
146,2,2.97258
148,2,2.95373
150,2,2.92934
152,2,2.89952
154,2,2.86444
156,2,2.82425
158,2,2.77916
160,2,2.72938
162,2,2.67516
164,2,2.61675
166,2,2.55446
168,2,2.48857
170,2,2.41942
172,2,2.34734
174,2,2.27268
176,2,2.1958
178,2,2.11708
180,2,2.03691
-180,4,2.03576
-178,4,1.9548
-176,4,1.87319
-174,4,1.79133
-172,4,1.70963
-170,4,1.62847
-168,4,1.54826
-166,4,1.46939
-164,4,1.39225
-162,4,1.31719
-160,4,1.2446
-158,4,1.17483
-156,4,1.1082
-154,4,1.04505
-152,4,0.985673
-150,4,0.930361
-148,4,0.879379
-146,4,0.832971
-144,4,0.79136
-142,4,0.754744
-140,4,0.723296
-138,4,0.697168
-136,4,0.676481
-134,4,0.661333
-132,4,0.651794
-130,4,0.647907
-128,4,0.649689
-126,4,0.657128
-124,4,0.670185
-122,4,0.688796
-120,4,0.712867
-118,4,0.742282
-116,4,0.776896
-114,4,0.816539
-112,4,0.86102
-110,4,0.910122
-108,4,0.963605
-106,4,1.02121
-104,4,1.08266
-102,4,1.14765
-100,4,1.21587
-98,4,1.28699
-96,4,1.36066
-94,4,1.43652
-92,4,1.51421
-90,4,1.59334
-88,4,1.67352
-86,4,1.75437
-84,4,1.83549
-82,4,1.91649
-80,4,1.99695
-78,4,2.07649
-76,4,2.15472
-74,4,2.23125
-72,4,2.3057
-70,4,2.3777
-68,4,2.44689
-66,4,2.51293
-64,4,2.57549
-62,4,2.63426
-60,4,2.68894
-58,4,2.73926
-56,4,2.78496
-54,4,2.82581
-52,4,2.86161
-50,4,2.89218
-48,4,2.91735
-46,4,2.93699
-44,4,2.95101
-42,4,2.95934
-40,4,2.96191
-38,4,2.95872
-36,4,2.94978
-34,4,2.93513
-32,4,2.91484
-30,4,2.88901
-28,4,2.85775
-26,4,2.82123
-24,4,2.77963
-22,4,2.73314
-20,4,2.682
-18,4,2.62646
-16,4,2.56679
-14,4,2.50329
-12,4,2.43627
-10,4,2.36607
-8,4,2.29303
-6,4,2.21751
-4,4,2.13988
-2,4,2.06053
0,4,1.97986
2,4,1.89825
4,4,1.81611
6,4,1.73384
8,4,1.65185
10,4,1.57054
12,4,1.49031
14,4,1.41154
16,4,1.33463
18,4,1.25995
20,4,1.18786
22,4,1.11871
24,4,1.05283
26,4,0.990558
28,4,0.932176
30,4,0.877972
32,4,0.828204
34,4,0.783113
36,4,0.742912
38,4,0.707795
40,4,0.677927
42,4,0.65345
44,4,0.63448
46,4,0.621105
48,4,0.613386
50,4,0.61136
52,4,0.615034
54,4,0.624387
56,4,0.639373
58,4,0.659919
60,4,0.685926
62,4,0.717267
64,4,0.753792
66,4,0.795325
68,4,0.841669
70,4,0.8926
72,4,0.947877
74,4,1.00723
76,4,1.07039
78,4,1.13704
80,4,1.20688
82,4,1.27955
84,4,1.35473
86,4,1.43206
88,4,1.51115
90,4,1.59164
92,4,1.67315
94,4,1.75527
96,4,1.83763
98,4,1.91982
100,4,2.00146
102,4,2.08215
104,4,2.1615
106,4,2.23914
108,4,2.31469
110,4,2.38779
112,4,2.45808
114,4,2.52522
116,4,2.5889
118,4,2.6488
120,4,2.70463
122,4,2.75613
124,4,2.80304
126,4,2.84513
128,4,2.8822
130,4,2.91407
132,4,2.94058
134,4,2.9616
136,4,2.97703
138,4,2.98679
140,4,2.99084
142,4,2.98915
144,4,2.98174
146,4,2.96863
148,4,2.9499
150,4,2.92563
152,4,2.89594
154,4,2.86099
156,4,2.82093
158,4,2.77597
160,4,2.72632
162,4,2.67224
164,4,2.61399
166,4,2.55185
168,4,2.48613
170,4,2.41716
172,4,2.34526
174,4,2.27081
176,4,2.19415
178,4,2.11567
180,4,2.03576
-180,6,2.02505
-178,6,1.94441
-176,6,1.86318
-174,6,1.78175
-172,6,1.70052
-170,6,1.6199
-168,6,1.54027
-166,6,1.46204
-164,6,1.38558
-162,6,1.31125
-160,6,1.23943
-158,6,1.17046
-156,6,1.10467
-154,6,1.04237
-152,6,0.983863
-150,6,0.929428
-148,6,0.879319
-146,6,0.833773
-144,6,0.793002
-142,6,0.757196
-140,6,0.726519
-138,6,0.701112
-136,6,0.681088
-134,6,0.666538
-132,6,0.657522
-130,6,0.654078
-128,6,0.656216
-126,6,0.663918
-124,6,0.677143
-122,6,0.695822
-120,6,0.719861
-118,6,0.749141
-116,6,0.783519
-114,6,0.822827
-112,6,0.866876
-110,6,0.915453
-108,6,0.968325
-106,6,1.02524
-104,6,1.08592
-102,6,1.15007
-100,6,1.21739
-98,6,1.28756
-96,6,1.36023
-94,6,1.43506
-92,6,1.51169
-90,6,1.58974
-88,6,1.66883
-86,6,1.74859
-84,6,1.82862
-82,6,1.90853
-80,6,1.98792
-78,6,2.06641
-76,6,2.14361
-74,6,2.21913
-72,6,2.2926
-70,6,2.36364
-68,6,2.43191
-66,6,2.49705
-64,6,2.55874
-62,6,2.61666
-60,6,2.67051
-58,6,2.72001
-56,6,2.76491
-54,6,2.80498
-52,6,2.84
-50,6,2.86979
-48,6,2.89419
-46,6,2.91306
-44,6,2.92631
-42,6,2.93384
-40,6,2.93563
-38,6,2.93165
-36,6,2.92192
-34,6,2.90646
-32,6,2.88537
-30,6,2.85873
-28,6,2.82668
-26,6,2.78937
-24,6,2.74699
-22,6,2.69975
-20,6,2.64788
-18,6,2.59164
-16,6,2.53132
-14,6,2.46722
-12,6,2.39966
-10,6,2.32898
-8,6,2.25553
-6,6,2.17968
-4,6,2.10182
-2,6,2.02233
0,6,1.9416
2,6,1.86005
4,6,1.77807
6,6,1.69608
8,6,1.61447
10,6,1.53366
12,6,1.45404
14,6,1.376
16,6,1.29992
18,6,1.22617
20,6,1.15511
22,6,1.08708
24,6,1.02242
26,6,0.961423
28,6,0.904389
30,6,0.851587
32,6,0.803266
34,6,0.759654
36,6,0.720953
38,6,0.687344
40,6,0.658981
42,6,0.635993
44,6,0.618485
46,6,0.606533
48,6,0.600188
50,6,0.599476
52,6,0.604394
54,6,0.614915
56,6,0.630984
58,6,0.652523
60,6,0.679426
62,6,0.711565
64,6,0.748785
66,6,0.790911
68,6,0.837743
70,6,0.889062
72,6,0.944625
74,6,1.00417
76,6,1.06743
78,6,1.13409
80,6,1.20385
82,6,1.27639
84,6,1.35136
86,6,1.42841
88,6,1.50719
90,6,1.58732
92,6,1.66843
94,6,1.75013
96,6,1.83204
98,6,1.91379
100,6,1.99497
102,6,2.0752
104,6,2.15411
106,6,2.23131
108,6,2.30644
110,6,2.37915
112,6,2.44907
114,6,2.51587
116,6,2.57924
118,6,2.63885
120,6,2.69443
122,6,2.7457
124,6,2.7924
126,6,2.83432
128,6,2.87124
130,6,2.90297
132,6,2.92937
134,6,2.9503
136,6,2.96565
138,6,2.97534
140,6,2.97933
142,6,2.97759
144,6,2.97013
146,6,2.95698
148,6,2.9382
150,6,2.91389
152,6,2.88417
154,6,2.84918
156,6,2.8091
158,6,2.76412
160,6,2.71446
162,6,2.66038
164,6,2.60215
166,6,2.54004
168,6,2.47438
170,6,2.40549
172,6,2.33371
174,6,2.2594
176,6,2.18294
178,6,2.10469
180,6,2.02505
-180,8,2.00566
-178,8,1.92537
-176,8,1.84455
-174,8,1.76362
-172,8,1.68298
-170,8,1.60302
-168,8,1.52414
-166,8,1.44674
-164,8,1.37118
-162,8,1.29784
-160,8,1.22707
-158,8,1.15922
-156,8,1.0946
-154,8,1.03352
-152,8,0.976263
-150,8,0.923105
-148,8,0.874287
-146,8,0.830031
-144,8,0.790536
-142,8,0.755978
-140,8,0.726508
-138,8,0.702253
-136,8,0.683312
-134,8,0.669764
-132,8,0.661657
-130,8,0.659016
-128,8,0.661843
-126,8,0.670112
-124,8,0.683773
-122,8,0.702753
-120,8,0.726952
-118,8,0.756251
-116,8,0.790506
-114,8,0.82955
-112,8,0.873196
-110,8,0.921237
-108,8,0.973444
-106,8,1.02957
-104,8,1.08935
-102,8,1.15251
-100,8,1.21875
-98,8,1.28774
-96,8,1.35918
-94,8,1.43272
-92,8,1.508
-90,8,1.58468
-88,8,1.66239
-86,8,1.74074
-84,8,1.81936
-82,8,1.89787
-80,8,1.97589
-78,8,2.05303
-76,8,2.1289
-74,8,2.20312
-72,8,2.27534
-70,8,2.34516
-68,8,2.41225
-66,8,2.47626
-64,8,2.53685
-62,8,2.5937
-60,8,2.64652
-58,8,2.69503
-56,8,2.73896
-54,8,2.77808
-52,8,2.81216
-50,8,2.84103
-48,8,2.86452
-46,8,2.88248
-44,8,2.89482
-42,8,2.90146
-40,8,2.90234
-38,8,2.89745
-36,8,2.8868
-34,8,2.87044
-32,8,2.84843
-30,8,2.82088
-28,8,2.78793
-26,8,2.74973
-24,8,2.70648
-22,8,2.65839
-20,8,2.60572
-18,8,2.54871
-16,8,2.48768
-14,8,2.42292
-12,8,2.35477
-10,8,2.28358
-8,8,2.20972
-6,8,2.13355
-4,8,2.05547
-2,8,1.97587
0,8,1.89516
2,8,1.81375
4,8,1.73205
6,8,1.65046
8,8,1.56941
10,8,1.48928
12,8,1.41047
14,8,1.33339
16,8,1.25839
18,8,1.18585
20,8,1.11612
22,8,1.04954
24,8,0.986411
26,8,0.927046
28,8,0.87172
30,8,0.820691
32,8,0.774194
34,8,0.732441
36,8,0.695621
38,8,0.663899
40,8,0.637412
42,8,0.616276
44,8,0.600579
46,8,0.590383
48,8,0.585726
50,8,0.58662
52,8,0.59305
54,8,0.60498
56,8,0.622345
58,8,0.645057
60,8,0.673007
62,8,0.70606
64,8,0.744059
66,8,0.786826
68,8,0.834163
70,8,0.885851
72,8,0.941652
74,8,1.00131
76,8,1.06455
78,8,1.13109
80,8,1.20063
82,8,1.27283
84,8,1.34739
86,8,1.42395
88,8,1.50217
90,8,1.58168
92,8,1.66213
94,8,1.74314
96,8,1.82434
98,8,1.90535
100,8,1.98579
102,8,2.0653
104,8,2.14349
106,8,2.21999
108,8,2.29445
110,8,2.36651
112,8,2.43582
114,8,2.50205
116,8,2.56487
118,8,2.62399
120,8,2.67911
122,8,2.72996
124,8,2.77628
126,8,2.81785
128,8,2.85445
130,8,2.8859
132,8,2.91204
134,8,2.93272
136,8,2.94785
138,8,2.95734
140,8,2.96114
142,8,2.95921
144,8,2.95157
146,8,2.93825
148,8,2.9193
150,8,2.89483
152,8,2.86494
154,8,2.82979
156,8,2.78955
158,8,2.74443
160,8,2.69464
162,8,2.64045
164,8,2.58211
166,8,2.51994
168,8,2.45424
170,8,2.38535
172,8,2.31361
174,8,2.23939
176,8,2.16307
178,8,2.08503
180,8,2.00566
-180,10,1.97877
-178,10,1.89882
-176,10,1.81844
-174,10,1.73804
-172,10,1.65803
-170,10,1.57882
-168,10,1.5008
-166,10,1.42435
-164,10,1.34986
-162,10,1.27769
-160,10,1.2082
-158,10,1.1417
-156,10,1.07852
-154,10,1.01896
-152,10,0.963283
-150,10,0.911746
-148,10,0.864579
-146,10,0.821988
-144,10,0.784157
-142,10,0.751242
-140,10,0.723376
-138,10,0.700669
-136,10,0.683203
-134,10,0.671037
-132,10,0.664204
-130,10,0.662715
-128,10,0.666556
-126,10,0.675689
-124,10,0.690054
-122,10,0.709568
-120,10,0.734127
-118,10,0.763605
-116,10,0.797858
-114,10,0.836718
-112,10,0.880003
-110,10,0.927507
-108,10,0.979012
-106,10,1.03428
-104,10,1.09305
-102,10,1.15507
-100,10,1.22003
-98,10,1.28766
-96,10,1.35762
-94,10,1.42961
-92,10,1.50329
-90,10,1.57832
-88,10,1.65434
-86,10,1.73098
-84,10,1.8079
-82,10,1.88471
-80,10,1.96105
-78,10,2.03653
-76,10,2.11079
-74,10,2.18345
-72,10,2.25414
-70,10,2.3225
-68,10,2.38817
-66,10,2.45081
-64,10,2.51009
-62,10,2.56569
-60,10,2.6173
-58,10,2.66464
-56,10,2.70745
-54,10,2.74547
-52,10,2.7785
-50,10,2.80633
-48,10,2.8288
-46,10,2.84576
-44,10,2.85711
-42,10,2.86276
-40,10,2.86266
-38,10,2.85679
-36,10,2.84516
-34,10,2.82782
-32,10,2.80484
-30,10,2.77633
-28,10,2.74242
-26,10,2.70329
-24,10,2.65912
-22,10,2.61016
-20,10,2.55664
-18,10,2.49884
-16,10,2.43707
-14,10,2.37164
-12,10,2.3029
-10,10,2.2312
-8,10,2.15692
-6,10,2.08045
-4,10,2.00219
-2,10,1.92254
0,10,1.84191
2,10,1.76072
4,10,1.67938
6,10,1.59831
8,10,1.51793
10,10,1.43862
12,10,1.3608
14,10,1.28485
16,10,1.21114
18,10,1.14002
20,10,1.07186
22,10,1.00696
24,10,0.945642
26,10,0.888186
28,10,0.834859
30,10,0.785903
32,10,0.741537
34,10,0.701958
36,10,0.667336
38,10,0.637816
40,10,0.613521
42,10,0.594545
44,10,0.580959
46,10,0.572808
48,10,0.570114
50,10,0.572873
52,10,0.581055
54,10,0.594611
56,10,0.613465
58,10,0.63752
60,10,0.666657
62,10,0.700736
64,10,0.739597
66,10,0.78306
68,10,0.830925
70,10,0.882977
72,10,0.93898
74,10,0.998685
76,10,1.06183
78,10,1.12812
80,10,1.19728
82,10,1.269
84,10,1.34295
86,10,1.41881
88,10,1.49625
90,10,1.57492
92,10,1.65447
94,10,1.73453
96,10,1.81476
98,10,1.89478
100,10,1.97423
102,10,2.05274
104,10,2.12995
106,10,2.2055
108,10,2.27904
110,10,2.35021
112,10,2.41868
114,10,2.48412
116,10,2.5462
118,10,2.60462
120,10,2.65909
122,10,2.70935
124,10,2.75512
126,10,2.79619
128,10,2.83233
130,10,2.86336
132,10,2.88912
134,10,2.90945
136,10,2.92425
138,10,2.93343
140,10,2.93694
142,10,2.93473
144,10,2.92683
146,10,2.91324
148,10,2.89405
150,10,2.86932
152,10,2.83919
154,10,2.8038
156,10,2.76332
158,10,2.71797
160,10,2.66797
162,10,2.61357
164,10,2.55506
166,10,2.49273
168,10,2.42691
170,10,2.35794
172,10,2.28618
174,10,2.21199
176,10,2.13576
178,10,2.05789
180,10,1.97877
-180,12,1.94582
-178,12,1.86617
-176,12,1.78619
-174,12,1.70631
-172,12,1.62695
-170,12,1.5485
-168,12,1.47137
-166,12,1.39595
-164,12,1.32262
-162,12,1.25174
-160,12,1.18365
-158,12,1.11868
-156,12,1.05714
-154,12,0.999313
-152,12,0.945456
-150,12,0.895809
-148,12,0.850585
-146,12,0.809971
-144,12,0.774129
-142,12,0.743197
-140,12,0.717284
-138,12,0.696478
-136,12,0.680839
-134,12,0.670405
-132,12,0.665187
-130,12,0.665176
-128,12,0.67034
-126,12,0.680625
-124,12,0.695955
-122,12,0.716236
-120,12,0.741355
-118,12,0.77118
-116,12,0.80556
-114,12,0.844329
-112,12,0.887304
-110,12,0.934288
-108,12,0.985065
-106,12,1.03941
-104,12,1.09708
-102,12,1.15782
-100,12,1.22135
-98,12,1.28741
-96,12,1.3557
-94,12,1.4259
-92,12,1.49772
-90,12,1.57082
-88,12,1.64487
-86,12,1.71952
-84,12,1.79444
-82,12,1.86926
-80,12,1.94363
-78,12,2.01717
-76,12,2.08954
-74,12,2.16036
-72,12,2.22927
-70,12,2.29592
-68,12,2.35995
-66,12,2.42103
-64,12,2.4788
-62,12,2.53297
-60,12,2.58321
-58,12,2.62925
-56,12,2.6708
-54,12,2.70762
-52,12,2.73949
-50,12,2.76621
-48,12,2.78759
-46,12,2.80349
-44,12,2.8138
-42,12,2.81843
-40,12,2.81732
-38,12,2.81045
-36,12,2.79784
-34,12,2.77952
-32,12,2.75557
-30,12,2.72611
-28,12,2.69126
-26,12,2.65121
-24,12,2.60615
-22,12,2.55633
-20,12,2.50199
-18,12,2.44342
-16,12,2.38094
-14,12,2.31487
-12,12,2.24557
-10,12,2.1734
-8,12,2.09875
-6,12,2.02202
-4,12,1.94362
-2,12,1.86396
0,12,1.78346
2,12,1.70255
4,12,1.62165
6,12,1.54117
8,12,1.46154
10,12,1.38316
12,12,1.30643
14,12,1.23173
16,12,1.15943
18,12,1.08989
20,12,1.02344
22,12,0.9604
24,12,0.901068
26,12,0.845716
28,12,0.794595
30,12,0.74793
32,12,0.705924
34,12,0.668754
36,12,0.636571
38,12,0.609501
40,12,0.587644
42,12,0.571076
44,12,0.559846
46,12,0.553981
48,12,0.55348
50,12,0.558324
52,12,0.568465
54,12,0.583839
56,12,0.604355
58,12,0.629906
60,12,0.660362
62,12,0.695577
64,12,0.735383
66,12,0.779599
68,12,0.828025
70,12,0.880444
72,12,0.936628
74,12,0.996331
76,12,1.0593
78,12,1.12525
80,12,1.19392
82,12,1.26499
84,12,1.33819
86,12,1.41317
88,12,1.48964
90,12,1.56725
92,12,1.64567
94,12,1.72456
96,12,1.80357
98,12,1.88236
100,12,1.96056
102,12,2.03784
104,12,2.11383
106,12,2.18819
108,12,2.26058
110,12,2.33064
112,12,2.39805
114,12,2.46248
116,12,2.52362
118,12,2.58117
120,12,2.63483
122,12,2.68433
124,12,2.72942
126,12,2.76985
128,12,2.80542
130,12,2.83593
132,12,2.86121
134,12,2.88111
136,12,2.89551
138,12,2.90433
140,12,2.90749
142,12,2.90497
144,12,2.89676
146,12,2.88289
148,12,2.8634
150,12,2.8384
152,12,2.80799
154,12,2.77233
156,12,2.73159
158,12,2.68597
160,12,2.63571
162,12,2.58107
164,12,2.52234
166,12,2.45981
168,12,2.39382
170,12,2.32472
172,12,2.25287
174,12,2.17866
176,12,2.10248
178,12,2.02473
180,12,1.94582
-180,14,1.90837
-178,14,1.82896
-176,14,1.74933
-174,14,1.66992
-172,14,1.59114
-170,14,1.51342
-168,14,1.43716
-166,14,1.36275
-164,14,1.29059
-162,14,1.22102
-160,14,1.1544
-158,14,1.09104
-156,14,1.03125
-154,14,0.975287
-152,14,0.923413
-150,14,0.875844
-148,14,0.832775
-146,14,0.794374
-144,14,0.76078
-142,14,0.732105
-140,14,0.708435
-138,14,0.689831
-136,14,0.676327
-134,14,0.667933
-132,14,0.664638
-130,14,0.666405
-128,14,0.67318
-126,14,0.684889
-124,14,0.701437
-122,14,0.722714
-120,14,0.748593
-118,14,0.778933
-116,14,0.813577
-114,14,0.852357
-112,14,0.895089
-110,14,0.94158
-108,14,0.991623
-106,14,1.045
-104,14,1.10148
-102,14,1.16083
-100,14,1.2228
-98,14,1.28712
-96,14,1.35352
-94,14,1.42172
-92,14,1.49144
-90,14,1.56236
-88,14,1.63417
-86,14,1.70656
-84,14,1.7792
-82,14,1.85175
-80,14,1.92386
-78,14,1.9952
-76,14,2.06541
-74,14,2.13414
-72,14,2.20104
-70,14,2.26575
-68,14,2.32794
-66,14,2.38724
-64,14,2.44335
-62,14,2.49592
-60,14,2.54466
-58,14,2.58927
-56,14,2.62948
-54,14,2.66502
-52,14,2.69568
-50,14,2.72123
-48,14,2.7415
-46,14,2.75633
-44,14,2.76561
-42,14,2.76924
-40,14,2.76716
-38,14,2.75934
-36,14,2.74579
-34,14,2.72656
-32,14,2.70172
-30,14,2.67138
-28,14,2.63568
-26,14,2.59479
-24,14,2.54893
-22,14,2.49834
-20,14,2.44327
-18,14,2.38402
-16,14,2.32092
-14,14,2.25429
-12,14,2.1845
-10,14,2.11193
-8,14,2.03698
-6,14,1.96005
-4,14,1.88157
-2,14,1.80195
0,14,1.72163
2,14,1.64104
4,14,1.5606
6,14,1.48076
8,14,1.40192
10,14,1.3245
12,14,1.24889
14,14,1.17549
16,14,1.10466
18,14,1.03675
20,14,0.972089
22,14,0.91099
24,14,0.853737
26,14,0.800592
28,14,0.751791
30,14,0.707545
32,14,0.668037
34,14,0.633426
36,14,0.603842
38,14,0.57939
40,14,0.560147
42,14,0.546168
44,14,0.537478
46,14,0.534082
48,14,0.535958
50,14,0.543065
52,14,0.555338
54,14,0.572692
56,14,0.595023
58,14,0.622207
60,14,0.654103
62,14,0.690556
64,14,0.731392
66,14,0.776423
68,14,0.825448
70,14,0.878253
72,14,0.934611
74,14,0.994282
76,14,1.05702
78,14,1.12255
80,14,1.19062
82,14,1.26095
84,14,1.33323
86,14,1.40719
88,14,1.4825
90,14,1.55886
92,14,1.63596
94,14,1.71346
96,14,1.79104
98,14,1.86837
100,14,1.9451
102,14,2.02091
104,14,2.09546
106,14,2.1684
108,14,2.23941
110,14,2.30815
112,14,2.3743
114,14,2.43754
116,14,2.49756
118,14,2.55407
120,14,2.60676
122,14,2.65538
124,14,2.69965
126,14,2.73936
128,14,2.77427
130,14,2.80419
132,14,2.82893
134,14,2.84836
136,14,2.86234
138,14,2.87078
140,14,2.87361
142,14,2.87077
144,14,2.86228
146,14,2.84814
148,14,2.8284
150,14,2.80315
152,14,2.7725
154,14,2.7366
156,14,2.69562
158,14,2.64977
160,14,2.59927
162,14,2.5444
164,14,2.48544
166,14,2.42271
168,14,2.35653
170,14,2.28727
172,14,2.21531
174,14,2.14102
176,14,2.06483
178,14,1.98714
180,14,1.90837
-180,16,1.86811
-178,16,1.78885
-176,16,1.70947
-174,16,1.63042
-172,16,1.55213
-170,16,1.47503
-168,16,1.39954
-166,16,1.32607
-164,16,1.255
-162,16,1.1867
-160,16,1.12151
-158,16,1.05975
-156,16,1.00171
-154,16,0.947668
-152,16,0.897847
-150,16,0.852457
-148,16,0.811673
-146,16,0.775641
-144,16,0.744476
-142,16,0.718265
