Phi[deg],Theta[deg],re(rEPhi)[mV]
104,2,-7175.56
106,2,-6804.83
108,2,-6425.81
110,2,-6038.95
112,2,-5644.71
114,2,-5243.59
116,2,-4836.07
118,2,-4422.64
120,2,-4003.81
122,2,-3580.07
124,2,-3151.96
126,2,-2719.99
128,2,-2284.69
130,2,-1846.58
132,2,-1406.2
134,2,-964.083
136,2,-520.769
138,2,-76.7975
140,2,367.291
142,2,810.955
144,2,1253.66
146,2,1694.85
148,2,2134.01
150,2,2570.58
152,2,3004.05
154,2,3433.88
156,2,3859.54
158,2,4280.53
160,2,4696.32
162,2,5106.4
164,2,5510.28
166,2,5907.46
168,2,6297.46
170,2,6679.81
172,2,7054.02
174,2,7419.65
176,2,7776.25
178,2,8123.39
180,2,8460.63
-180,4,8450.35
-178,4,8776.74
-176,4,9092.44
-174,4,9397.06
-172,4,9690.23
-170,4,9971.58
-168,4,10240.8
-166,4,10497.5
-164,4,10741.4
-162,4,10972.2
-160,4,11189.6
-158,4,11393.3
-156,4,11583.2
-154,4,11758.9
-152,4,11920.3
-150,4,12067
-148,4,12199.1
-146,4,12316.3
-144,4,12418.4
-142,4,12505.4
-140,4,12577.1
-138,4,12633.4
-136,4,12674.3
-134,4,12699.7
-132,4,12709.6
-130,4,12704
-128,4,12682.9
-126,4,12646.3
-124,4,12594.3
-122,4,12526.9
-120,4,12444.2
-118,4,12346.3
-116,4,12233.3
-114,4,12105.5
-112,4,11962.8
-110,4,11805.6
-108,4,11633.9
-106,4,11448.1
-104,4,11248.3
-102,4,11034.8
-100,4,10807.8
-98,4,10567.7
-96,4,10314.6
-94,4,10049.1
-92,4,9771.22
-90,4,9481.49
-88,4,9180.21
-86,4,8867.75
-84,4,8544.49
-82,4,8210.84
-80,4,7867.19
-78,4,7513.97
-76,4,7151.62
-74,4,6780.57
-72,4,6401.27
-70,4,6014.2
-68,4,5619.82
-66,4,5218.62
-64,4,4811.08
-62,4,4397.71
-60,4,3979.01
-58,4,3555.48
-56,4,3127.66
-54,4,2696.05
-52,4,2261.18
-50,4,1823.59
-48,4,1383.81
-46,4,942.379
-44,4,499.828
-42,4,56.7007
-40,4,-386.463
-38,4,-829.124
-36,4,-1270.74
-34,4,-1710.78
-32,4,-2148.7
-30,4,-2583.97
-28,4,-3016.05
-26,4,-3444.44
-24,4,-3868.59
-22,4,-4288
-20,4,-4702.16
-18,4,-5110.55
-16,4,-5512.69
-14,4,-5908.09
-12,4,-6296.26
-10,4,-6676.74
-8,4,-7049.05
-6,4,-7412.76
-4,4,-7767.41
-2,4,-8112.57
0,4,-8447.84
2,4,-8772.79
4,4,-9087.04
6,4,-9390.21
8,4,-9681.93
10,4,-9961.84
12,4,-10229.6
14,4,-10484.9
16,4,-10727.4
18,4,-10956.9
20,4,-11173
22,4,-11375.5
24,4,-11564.1
26,4,-11738.7
28,4,-11898.9
30,4,-12044.7
32,4,-12175.9
34,4,-12292.2
36,4,-12393.5
38,4,-12479.8
40,4,-12550.9
42,4,-12606.7
44,4,-12647.2
46,4,-12672.4
48,4,-12682.1
50,4,-12676.4
52,4,-12655.3
54,4,-12618.8
56,4,-12566.9
58,4,-12499.8
60,4,-12417.5
62,4,-12320.1
64,4,-12207.8
66,4,-12080.6
68,4,-11938.7
70,4,-11782.3
72,4,-11611.6
74,4,-11426.7
76,4,-11228
78,4,-11015.7
80,4,-10789.9
82,4,-10551
84,4,-10299.3
86,4,-10035
88,4,-9758.59
90,4,-9470.26
92,4,-9170.41
94,4,-8859.4
96,4,-8537.59
98,4,-8205.39
100,4,-7863.18
102,4,-7511.4
104,4,-7150.45
106,4,-6780.78
108,4,-6402.83
110,4,-6017.07
112,4,-5623.95
114,4,-5223.95
116,4,-4817.56
118,4,-4405.27
120,4,-3987.58
122,4,-3564.99
124,4,-3138.02
126,4,-2707.18
128,4,-2273
130,4,-1836
132,4,-1396.72
134,4,-955.693
136,4,-513.447
138,4,-70.5255
140,4,372.534
142,4,815.191
144,4,1256.91
146,4,1697.14
148,4,2135.36
150,4,2571.03
152,4,3003.61
154,4,3432.58
156,4,3857.42
158,4,4277.59
160,4,4692.6
162,4,5101.93
164,4,5505.08
166,4,5901.55
168,4,6290.87
170,4,6672.55
172,4,7046.12
174,4,7411.13
176,4,7767.13
178,4,8113.68
180,4,8450.35
-180,6,8432.8
-178,6,8758.03
-176,6,9072.6
-174,6,9376.1
-172,6,9668.17
-170,6,9948.45
-168,6,10216.6
-166,6,10472.2
-164,6,10715.1
-162,6,10944.9
-160,6,11161.3
-158,6,11364.1
-156,6,11553
-154,6,11727.7
-152,6,11888.2
-150,6,12034
-148,6,12165.2
-146,6,12281.5
-144,6,12382.8
-142,6,12468.9
-140,6,12539.8
-138,6,12595.3
-136,6,12635.4
-134,6,12660.1
-132,6,12669.3
-130,6,12663.1
-128,6,12641.3
-126,6,12604.1
-124,6,12551.5
-122,6,12483.6
-120,6,12400.4
-118,6,12302
-116,6,12188.7
-114,6,12060.4
-112,6,11917.5
-110,6,11760
-108,6,11588.1
-106,6,11402.1
-104,6,11202.3
-102,6,10988.7
-100,6,10761.8
-98,6,10521.7
-96,6,10268.8
-94,6,10003.5
-92,6,9725.91
-90,6,9436.52
-88,6,9135.64
-86,6,8823.64
-84,6,8500.91
-82,6,8167.85
-80,6,7824.86
-78,6,7472.35
-76,6,7110.77
-74,6,6740.56
-72,6,6362.16
-70,6,5976.04
-68,6,5582.67
-66,6,5182.54
-64,6,4776.12
-62,6,4363.93
-60,6,3946.45
-58,6,3524.2
-56,6,3097.69
-54,6,2667.45
-52,6,2234
-50,6,1797.86
-48,6,1359.58
-46,6,919.68
-44,6,478.7
-42,6,37.1789
-40,6,-404.346
-38,6,-845.337
-36,6,-1285.26
-34,6,-1723.57
-32,6,-2159.73
-30,6,-2593.23
-28,6,-3023.52
-26,6,-3450.08
-24,6,-3872.4
-22,6,-4289.96
-20,6,-4702.26
-18,6,-5108.78
-16,6,-5509.03
-14,6,-5902.54
-12,6,-6288.81
-10,6,-6667.38
-8,6,-7037.8
-6,6,-7399.6
-4,6,-7752.35
-2,6,-8095.63
0,6,-8429.01
2,6,-8752.09
4,6,-9064.48
6,6,-9365.81
8,6,-9655.7
10,6,-9933.81
12,6,-10199.8
14,6,-10453.3
16,6,-10694.1
18,6,-10921.9
20,6,-11136.4
22,6,-11337.2
24,6,-11524.3
26,6,-11697.4
28,6,-11856.2
30,6,-12000.5
32,6,-12130.3
34,6,-12245.3
36,6,-12345.4
38,6,-12430.5
40,6,-12500.5
42,6,-12555.3
44,6,-12594.9
46,6,-12619.1
48,6,-12628
50,6,-12621.6
52,6,-12599.9
54,6,-12562.8
56,6,-12510.5
58,6,-12443
60,6,-12360.4
62,6,-12262.8
64,6,-12150.4
66,6,-12023.1
68,6,-11881.3
70,6,-11725.1
72,6,-11554.7
74,6,-11370.2
76,6,-11171.9
78,6,-10960.1
80,6,-10735
82,6,-10496.8
84,6,-10245.9
86,6,-9982.51
88,6,-9707.02
90,6,-9419.73
92,6,-9120.99
94,6,-8811.16
96,6,-8490.6
98,6,-8159.71
100,6,-7818.88
102,6,-7468.52
104,6,-7109.05
106,6,-6740.9
108,6,-6364.52
110,6,-5980.36
112,6,-5588.88
114,6,-5190.55
116,6,-4785.86
118,6,-4375.28
120,6,-3959.31
122,6,-3538.47
124,6,-3113.25
126,6,-2684.16
128,6,-2251.74
130,6,-1816.5
132,6,-1378.96
134,6,-939.668
136,6,-499.146
138,6,-57.9329
140,6,383.435
142,6,824.421
144,6,1264.49
146,6,1703.1
148,6,2139.71
150,6,2573.8
152,6,3004.84
154,6,3432.29
156,6,3855.63
158,6,4274.34
160,6,4687.92
162,6,5095.84
164,6,5497.61
166,6,5892.73
168,6,6280.73
170,6,6661.11
172,6,7033.41
174,6,7397.17
176,6,7751.95
178,6,8097.3
180,6,8432.8
-180,8,8407.96
-178,8,8731.45
-176,8,9044.3
-174,8,9346.12
-172,8,9636.53
-170,8,9915.17
-168,8,10181.7
-166,8,10435.8
-164,8,10677.1
-162,8,10905.3
-160,8,11120.3
-158,8,11321.6
-156,8,11509
-154,8,11682.3
-152,8,11841.3
-150,8,11985.9
-148,8,12115.7
-146,8,12230.7
-144,8,12330.7
-142,8,12415.6
-140,8,12485.3
-138,8,12539.7
-136,8,12578.7
-134,8,12602.4
-132,8,12610.6
-130,8,12603.4
-128,8,12580.7
-126,8,12542.7
-124,8,12489.3
-122,8,12420.6
-120,8,12336.8
-118,8,12237.9
-116,8,12124.1
-114,8,11995.4
-112,8,11852.1
-110,8,11694.3
-108,8,11522.3
-106,8,11336.2
-104,8,11136.3
-102,8,10922.8
-100,8,10696.1
-98,8,10456.2
-96,8,10203.7
-94,8,9938.77
-92,8,9661.74
-90,8,9372.95
-88,8,9072.77
-86,8,8761.57
-84,8,8439.72
-82,8,8107.62
-80,8,7765.68
-78,8,7414.32
-76,8,7053.96
-74,8,6685.05
-72,8,6308.04
-70,8,5923.38
-68,8,5531.55
-66,8,5133.02
-64,8,4728.28
-62,8,4317.83
-60,8,3902.15
-58,8,3481.77
-56,8,3057.19
-54,8,2628.93
-52,8,2197.52
-50,8,1763.47
-48,8,1327.31
-46,8,889.587
-44,8,450.824
-42,8,11.557
-40,8,-427.677
-38,8,-866.344
-36,8,-1303.91
-34,8,-1739.84
-32,8,-2173.59
-30,8,-2604.66
-28,8,-3032.5
-26,8,-3456.59
-24,8,-3876.43
-22,8,-4291.49
-20,8,-4701.27
-18,8,-5105.27
-16,8,-5503.01
-14,8,-5893.98
-12,8,-6277.73
-10,8,-6653.77
-8,8,-7021.66
-6,8,-7380.95
-4,8,-7731.2
-2,8,-8071.98
0,8,-8402.88
2,8,-8723.5
4,8,-9033.45
6,8,-9332.35
8,8,-9619.85
10,8,-9895.6
12,8,-10159.3
14,8,-10410.5
16,8,-10649.1
18,8,-10874.6
20,8,-11086.9
22,8,-11285.7
24,8,-11470.7
26,8,-11641.8
28,8,-11798.7
30,8,-11941.2
32,8,-12069.2
34,8,-12182.4
36,8,-12280.9
38,8,-12364.5
40,8,-12433
42,8,-12486.4
44,8,-12524.7
46,8,-12547.7
48,8,-12555.6
50,8,-12548.1
52,8,-12525.5
54,8,-12487.7
56,8,-12434.7
58,8,-12366.7
60,8,-12283.7
62,8,-12185.8
64,8,-12073.1
66,8,-11945.8
68,8,-11804
70,8,-11648
72,8,-11477.8
74,8,-11293.7
76,8,-11096
78,8,-10884.8
80,8,-10660.4
82,8,-10423.1
84,8,-10173.2
86,8,-9910.92
88,8,-9636.64
90,8,-9350.66
92,8,-9053.33
94,8,-8745
96,8,-8426.04
98,8,-8096.84
100,8,-7757.78
102,8,-7409.27
104,8,-7051.72
106,8,-6685.56
108,8,-6311.23
110,8,-5929.18
112,8,-5539.86
114,8,-5143.74
116,8,-4741.29
118,8,-4332.99
120,8,-3919.34
122,8,-3500.83
124,8,-3077.96
126,8,-2651.24
128,8,-2221.2
130,8,-1788.33
132,8,-1353.18
134,8,-916.264
136,8,-478.112
138,8,-39.2576
140,8,399.767
142,8,838.427
144,8,1276.19
146,8,1712.51
148,8,2146.87
150,8,2578.73
152,8,3007.57
154,8,3432.84
156,8,3854.04
158,8,4270.64
160,8,4682.14
162,8,5088.01
164,8,5487.77
166,8,5880.91
168,8,6266.95
170,8,6645.41
172,8,7015.83
174,8,7377.73
176,8,7730.68
178,8,8074.23
180,8,8407.96
-180,10,8375.83
-178,10,8697.01
-176,10,9007.58
-174,10,9307.15
-172,10,9595.35
-170,10,9871.82
-168,10,10136.2
-166,10,10388.2
-164,10,10627.4
-162,10,10853.7
-160,10,11066.6
-158,10,11265.9
-156,10,11451.4
-154,10,11622.9
-152,10,11780.1
-150,10,11922.8
-148,10,12050.9
-146,10,12164.2
-144,10,12262.5
-142,10,12345.8
-140,10,12414
-138,10,12466.9
-136,10,12504.5
-134,10,12526.8
-132,10,12533.8
-130,10,12525.3
-128,10,12501.6
-126,10,12462.5
-124,10,12408.2
-122,10,12338.6
-120,10,12254
-118,10,12154.4
-116,10,12040
-114,10,11910.8
-112,10,11767.2
-110,10,11609.1
-108,10,11436.9
-106,10,11250.8
-104,10,11050.9
-102,10,10837.7
-100,10,10611.2
-98,10,10371.8
-96,10,10119.8
-94,10,9855.48
-92,10,9579.21
-90,10,9291.31
-88,10,8992.13
-86,10,8682.04
-84,10,8361.42
-82,10,8030.67
-80,10,7690.18
-78,10,7340.38
-76,10,6981.69
-74,10,6614.54
-72,10,6239.39
-70,10,5856.69
-68,10,5466.91
-66,10,5070.52
-64,10,4668
-62,10,4259.85
-60,10,3846.56
-58,10,3428.63
-56,10,3006.57
-54,10,2580.89
-52,10,2152.12
-50,10,1720.77
-48,10,1287.37
-46,10,852.448
-44,10,416.534
-42,10,-19.8421
-40,10,-456.147
-38,10,-891.849
-36,10,-1326.42
-34,10,-1759.32
-32,10,-2190.03
-30,10,-2618.02
-28,10,-3042.77
-26,10,-3463.75
-24,10,-3880.47
-22,10,-4292.39
-20,10,-4699.04
-18,10,-5099.89
-16,10,-5494.48
-14,10,-5882.3
-12,10,-6262.9
-10,10,-6635.81
-8,10,-7000.57
-6,10,-7356.74
-4,10,-7703.89
-2,10,-8041.58
0,10,-8369.42
2,10,-8687.01
4,10,-8993.95
6,10,-9289.88
8,10,-9574.44
10,10,-9847.29
12,10,-10108.1
14,10,-10356.5
16,10,-10592.3
18,10,-10815.2
20,10,-11024.8
22,10,-11221
24,10,-11403.6
26,10,-11572.2
28,10,-11726.7
30,10,-11866.9
32,10,-11992.7
34,10,-12103.9
36,10,-12200.3
38,10,-12282
40,10,-12348.7
42,10,-12400.4
44,10,-12437
46,10,-12458.6
48,10,-12465.1
50,10,-12456.4
52,10,-12432.7
54,10,-12393.9
56,10,-12340.1
58,10,-12271.3
60,10,-12187.7
62,10,-12089.4
64,10,-11976.5
66,10,-11849
68,10,-11707.3
70,10,-11551.4
72,10,-11381.5
74,10,-11197.9
76,10,-11000.7
78,10,-10790.3
80,10,-10566.8
82,10,-10330.5
84,10,-10081.8
86,10,-9820.83
88,10,-9547.99
90,10,-9263.59
92,10,-8967.96
94,10,-8661.46
96,10,-8344.44
98,10,-8017.3
100,10,-7680.4
102,10,-7334.15
104,10,-6978.96
106,10,-6615.25
108,10,-6243.45
110,10,-5864
112,10,-5477.35
114,10,-5083.97
116,10,-4684.31
118,10,-4278.85
120,10,-3868.08
122,10,-3452.48
124,10,-3032.56
126,10,-2608.82
128,10,-2181.76
130,10,-1751.89
132,10,-1319.74
134,10,-885.834
136,10,-450.684
138,10,-14.8239
140,10,421.218
142,10,856.912
144,10,1291.73
146,10,1725.13
148,10,2156.59
150,10,2585.58
152,10,3011.57
154,10,3434.03
156,10,3852.45
158,10,4266.31
160,10,4675.1
162,10,5078.3
164,10,5475.42
166,10,5865.96
168,10,6249.44
170,10,6625.37
172,10,6993.3
174,10,7352.75
176,10,7703.28
178,10,8044.45
180,10,8375.83
-180,12,8336.39
-178,12,8654.71
-176,12,8962.46
-174,12,9259.26
-172,12,9544.72
-170,12,9818.5
-168,12,10080.2
-166,12,10329.6
-164,12,10566.3
-162,12,10790
-160,12,11000.5
-158,12,11197.4
-156,12,11380.5
-154,12,11549.7
-152,12,11704.6
-150,12,11845.1
-148,12,11971.1
-146,12,12082.3
-144,12,12178.7
-142,12,12260
-140,12,12326.3
-138,12,12377.5
-136,12,12413.4
-134,12,12434
-132,12,12439.4
-130,12,12429.6
-128,12,12404.5
-126,12,12364.1
-124,12,12308.7
-122,12,12238.1
-120,12,12152.6
-118,12,12052.2
-116,12,11937.1
-114,12,11807.4
-112,12,11663.3
-110,12,11505
-108,12,11332.7
-106,12,11146.5
-104,12,10946.8
-102,12,10733.8
-100,12,10507.8
-98,12,10269
-96,12,10017.7
-94,12,9754.25
-92,12,9478.99
-90,12,9192.24
-88,12,8894.36
-86,12,8585.71
-84,12,8266.67
-82,12,7937.63
-80,12,7598.98
-78,12,7251.15
-76,12,6894.56
-74,12,6529.63
-72,12,6156.82
-70,12,5776.57
-68,12,5389.35
-66,12,4995.62
-64,12,4595.86
-62,12,4190.56
-60,12,3780.2
-58,12,3365.29
-56,12,2946.33
-54,12,2523.83
-52,12,2098.3
-50,12,1670.25
-48,12,1240.21
-46,12,808.705
-44,12,376.254
-42,12,-56.6121
-40,12,-489.367
-38,12,-921.483
-36,12,-1352.43
-34,12,-1781.68
-32,12,-2208.72
-30,12,-2633.01
-28,12,-3054.05
-26,12,-3471.31
-24,12,-3884.28
-22,12,-4292.46
-20,12,-4695.34
-18,12,-5092.44
-16,12,-5483.27
-14,12,-5867.35
-12,12,-6244.21
-10,12,-6613.39
-8,12,-6974.43
-6,12,-7326.9
-4,12,-7670.37
-2,12,-8004.42
0,12,-8328.64
2,12,-8642.63
4,12,-8946.02
6,12,-9238.44
8,12,-9519.54
10,12,-9788.97
12,12,-10046.4
14,12,-10291.5
16,12,-10524.1
18,12,-10743.8
20,12,-10950.3
22,12,-11143.5
24,12,-11323
26,12,-11488.8
28,12,-11640.5
30,12,-11778.1
32,12,-11901.3
34,12,-12010
36,12,-12104.1
38,12,-12183.4
40,12,-12248
42,12,-12297.7
44,12,-12332.5
46,12,-12352.3
48,12,-12357.2
50,12,-12347.1
52,12,-12322
54,12,-12282
56,12,-12227.2
58,12,-12157.6
60,12,-12073.3
62,12,-11974.5
64,12,-11861.1
66,12,-11733.5
68,12,-11591.7
70,12,-11436
72,12,-11266.5
74,12,-11083.3
76,12,-10886.9
78,12,-10677.3
80,12,-10454.8
82,12,-10219.7
84,12,-9972.34
86,12,-9712.91
88,12,-9441.75
90,12,-9159.19
92,12,-8865.56
94,12,-8561.2
96,12,-8246.46
98,12,-7921.73
100,12,-7587.38
102,12,-7243.81
104,12,-6891.4
106,12,-6530.59
108,12,-6161.79
110,12,-5785.43
112,12,-5401.96
114,12,-5011.82
116,12,-4615.48
118,12,-4213.41
120,12,-3806.08
122,12,-3393.97
124,12,-2977.57
126,12,-2557.38
128,12,-2133.91
130,12,-1707.64
132,12,-1279.11
134,12,-848.814
136,12,-417.283
138,12,14.9639
140,12,447.403
142,12,879.507
144,12,1310.75
146,12,1740.6
148,12,2168.54
150,12,2594.03
152,12,3016.56
154,12,3435.6
156,12,3850.62
158,12,4261.13
160,12,4666.59
162,12,5066.51
164,12,5460.39
166,12,5847.73
168,12,6228.06
170,12,6600.88
172,12,6965.73
174,12,7322.15
176,12,7669.69
178,12,8007.91
180,12,8336.39
-180,14,8289.64
-178,14,8604.57
-176,14,8908.99
-174,14,9202.5
-172,14,9484.74
-170,14,9755.33
-168,14,10013.9
-166,14,10260.2
-164,14,10493.9
-162,14,10714.7
-160,14,10922.2
-158,14,11116.3
-156,14,11296.7
-154,14,11463.1
-152,14,11615.4
-150,14,11753.3
-148,14,11876.8
-146,14,11985.6
-144,14,12079.6
-142,14,12158.7
-140,14,12222.8
-138,14,12271.9
-136,14,12305.8
-134,14,12324.6
-132,14,12328.2
-130,14,12316.7
-128,14,12290
-126,14,12248.3
-124,14,12191.5
-122,14,12119.8
-120,14,12033.3
-118,14,11932
-116,14,11816.2
-114,14,11685.9
-112,14,11541.4
-110,14,11382.8
-108,14,11210.3
-106,14,11024.3
-104,14,10824.8
-102,14,10612.2
-100,14,10386.7
-98,14,10148.6
-96,14,9898.23
-94,14,9635.88
-92,14,9361.87
-90,14,9076.54
-88,14,8780.25
-86,14,8473.36
-84,14,8156.23
-82,14,7829.26
-80,14,7492.85
-78,14,7147.4
-76,14,6793.33
-74,14,6431.07
-72,14,6061.06
-70,14,5683.74
-68,14,5299.56
-66,14,4909
-64,14,4512.52
-62,14,4110.61
-60,14,3703.74
-58,14,3292.4
-56,14,2877.11
-54,14,2458.34
-52,14,2036.63
-50,14,1612.47
-48,14,1186.38
-46,14,758.879
-44,14,330.488
-42,14,-98.2711
-40,14,-526.876
-38,14,-954.804
-36,14,-1381.53
-34,14,-1806.53
-32,14,-2229.29
-30,14,-2649.29
-28,14,-3066.01
-26,14,-3478.94
-24,14,-3887.57
-22,14,-4291.41
-20,14,-4689.95
-18,14,-5082.71
-16,14,-5469.2
-14,14,-5848.95
-12,14,-6221.49
-10,14,-6586.37
-8,14,-6943.13
-6,14,-7291.35
-4,14,-7630.59
-2,14,-7960.45
0,14,-8280.51
2,14,-8590.39
4,14,-8889.71
6,14,-9178.11
8,14,-9455.24
10,14,-9720.76
12,14,-9974.35
14,14,-10215.7
16,14,-10444.6
18,14,-10660.6
20,14,-10863.6
22,14,-11053.3
24,14,-11229.5
26,14,-11392
28,14,-11540.6
30,14,-11675.1
32,14,-11795.3
34,14,-11901.2
36,14,-11992.6
38,14,-12069.4
40,14,-12131.6
42,14,-12179
44,14,-12211.6
46,14,-12229.4
48,14,-12232.5
50,14,-12220.7
52,14,-12194.1
54,14,-12152.8
56,14,-12096.8
58,14,-12026.2
60,14,-11941.1
62,14,-11841.7
64,14,-11727.9
66,14,-11600.1
68,14,-11458.3
70,14,-11302.7
72,14,-11133.5
74,14,-10950.9
76,14,-10755.2
78,14,-10546.6
80,14,-10325.3
82,14,-10091.5
84,14,-9845.67
86,14,-9587.98
88,14,-9318.74
90,14,-9038.28
92,14,-8746.92
94,14,-8445.01
96,14,-8132.89
98,14,-7810.94
100,14,-7479.51
102,14,-7139
104,14,-6789.81
106,14,-6432.32
108,14,-6066.97
110,14,-5694.18
