Phi[deg],Theta[deg],re(rEPhi)[mV]
168,2,-8477.76
170,2,-8957.84
172,2,-9426.13
174,2,-9882.05
176,2,-10325.1
178,2,-10754.6
180,2,-11170.2
-180,4,-11146.2
-178,4,-11533.1
-176,4,-11904.2
-174,4,-12259.1
-172,4,-12597.4
-170,4,-12918.7
-168,4,-13222.8
-166,4,-13509.2
-164,4,-13777.8
-162,4,-14028.3
-160,4,-14260.4
-158,4,-14474
-156,4,-14668.8
-154,4,-14844.8
-152,4,-15001.9
-150,4,-15139.9
-148,4,-15258.8
-146,4,-15358.5
-144,4,-15439.1
-142,4,-15500.5
-140,4,-15542.8
-138,4,-15566.1
-136,4,-15570.4
-134,4,-15555.9
-132,4,-15522.6
-130,4,-15470.8
-128,4,-15400.6
-126,4,-15312.1
-124,4,-15205.6
-122,4,-15081.2
-120,4,-14939.4
-118,4,-14780.2
-116,4,-14603.9
-114,4,-14411
-112,4,-14201.5
-110,4,-13975.9
-108,4,-13734.4
-106,4,-13477.5
-104,4,-13205.4
-102,4,-12918.5
-100,4,-12617.1
-98,4,-12301.7
-96,4,-11972.6
-94,4,-11630.2
-92,4,-11274.9
-90,4,-10907
-88,4,-10527.1
-86,4,-10135.5
-84,4,-9732.63
-82,4,-9318.94
-80,4,-8894.86
-78,4,-8460.83
-76,4,-8017.3
-74,4,-7564.71
-72,4,-7103.54
-70,4,-6634.24
-68,4,-6157.29
-66,4,-5673.16
-64,4,-5182.34
-62,4,-4685.32
-60,4,-4182.6
-58,4,-3674.68
-56,4,-3162.07
-54,4,-2645.3
-52,4,-2124.87
-50,4,-1601.33
-48,4,-1075.21
-46,4,-547.053
-44,4,-17.4086
-42,4,513.168
-40,4,1044.12
-38,4,1574.87
-36,4,2104.85
-34,4,2633.5
-32,4,3160.22
-30,4,3684.44
-28,4,4205.56
-26,4,4723
-24,4,5236.18
-22,4,5744.49
-20,4,6247.35
-18,4,6744.16
-16,4,7234.33
-14,4,7717.29
-12,4,8192.43
-10,4,8659.18
-8,4,9116.96
-6,4,9565.2
-4,4,10003.3
-2,4,10430.8
0,4,10847.1
2,4,11251.6
4,4,11643.8
6,4,12023.1
8,4,12389.2
10,4,12741.4
12,4,13079.4
14,4,13402.5
16,4,13710.4
18,4,14002.7
20,4,14278.8
22,4,14538.4
24,4,14781.1
26,4,15006.5
28,4,15214.3
30,4,15404.1
32,4,15575.7
34,4,15728.7
36,4,15862.8
38,4,15977.9
40,4,16073.7
42,4,16150
44,4,16206.6
46,4,16243.4
48,4,16260.2
50,4,16257
52,4,16233.8
54,4,16190.3
56,4,16126.7
58,4,16043
60,4,15939.1
62,4,15815.2
64,4,15671.4
66,4,15507.7
68,4,15324.4
70,4,15121.6
72,4,14899.5
74,4,14658.3
76,4,14398.4
78,4,14120
80,4,13823.4
82,4,13509
84,4,13177.2
86,4,12828.3
88,4,12462.7
90,4,12081
92,4,11683.6
94,4,11271
96,4,10843.8
98,4,10402.4
100,4,9947.44
102,4,9479.52
104,4,8999.26
106,4,8507.27
108,4,8004.22
110,4,7490.76
112,4,6967.6
114,4,6435.44
116,4,5894.99
118,4,5346.99
120,4,4792.19
122,4,4231.34
124,4,3665.23
126,4,3094.62
128,4,2520.3
130,4,1943.07
132,4,1363.74
134,4,783.095
136,4,201.952
138,4,-378.882
140,4,-958.603
142,4,-1536.4
144,4,-2111.49
146,4,-2683.05
148,4,-3250.31
150,4,-3812.49
152,4,-4368.81
154,4,-4918.51
156,4,-5460.86
158,4,-5995.1
160,4,-6520.54
162,4,-7036.47
164,4,-7542.2
166,4,-8037.08
168,4,-8520.46
170,4,-8991.73
172,4,-9450.28
174,4,-9895.54
176,4,-10327
178,4,-10744
180,4,-11146.2
-180,6,-11048
-178,6,-11415.3
-176,6,-11766
-174,6,-12099.8
-172,6,-12416.2
-170,6,-12715.1
-168,6,-12996.1
-166,6,-13259
-164,6,-13503.6
-162,6,-13729.6
-160,6,-13937
-158,6,-14125.5
-156,6,-14295.2
-154,6,-14445.9
-152,6,-14577.7
-150,6,-14690.5
-148,6,-14784.3
-146,6,-14859.2
-144,6,-14915.2
-142,6,-14952.6
-140,6,-14971.3
-138,6,-14971.5
-136,6,-14953.5
-134,6,-14917.3
-132,6,-14863.2
-130,6,-14791.5
-128,6,-14702.4
-126,6,-14596.1
-124,6,-14472.9
-122,6,-14333.1
-120,6,-14177.1
-118,6,-14005.1
-116,6,-13817.5
-114,6,-13614.6
-112,6,-13396.7
-110,6,-13164.3
-108,6,-12917.7
-106,6,-12657.2
-104,6,-12383.2
-102,6,-12096.1
-100,6,-11796.3
-98,6,-11484.2
-96,6,-11160.1
-94,6,-10824.4
-92,6,-10477.4
-90,6,-10119.7
-88,6,-9751.46
-86,6,-9373.15
-84,6,-8985.12
-82,6,-8587.74
-80,6,-8181.38
-78,6,-7766.42
-76,6,-7343.22
-74,6,-6912.16
-72,6,-6473.6
-70,6,-6027.92
-68,6,-5575.5
-66,6,-5116.73
-64,6,-4651.97
-62,6,-4181.64
-60,6,-3706.13
-58,6,-3225.84
-56,6,-2741.19
-54,6,-2252.6
-52,6,-1760.51
-50,6,-1265.35
-48,6,-767.593
-46,6,-267.692
-44,6,233.877
-42,6,736.627
-40,6,1240.06
-38,6,1743.67
-36,6,2246.95
-34,6,2749.35
-32,6,3250.35
-30,6,3749.41
-28,6,4245.97
-26,6,4739.47
-24,6,5229.35
-22,6,5715.05
-20,6,6195.99
-18,6,6671.59
-16,6,7141.29
-14,6,7604.51
-12,6,8060.67
-10,6,8509.2
-8,6,8949.53
-6,6,9381.1
-4,6,9803.34
-2,6,10215.7
0,6,10617.6
2,6,11008.6
4,6,11388
6,6,11755.5
8,6,12110.4
10,6,12452.2
12,6,12780.6
14,6,13094.9
16,6,13394.7
18,6,13679.6
20,6,13949.2
22,6,14203
24,6,14440.6
26,6,14661.6
28,6,14865.7
30,6,15052.5
32,6,15221.7
34,6,15372.9
36,6,15506
38,6,15620.5
40,6,15716.3
42,6,15793.1
44,6,15850.7
46,6,15889
48,6,15907.8
50,6,15907.1
52,6,15886.6
54,6,15846.3
56,6,15786.2
58,6,15706.3
60,6,15606.6
62,6,15487.1
64,6,15348
66,6,15189.2
68,6,15011
70,6,14813.4
72,6,14596.8
74,6,14361.2
76,6,14107
78,6,13834.4
80,6,13543.7
82,6,13235.3
84,6,12909.4
86,6,12566.6
88,6,12207.1
90,6,11831.4
92,6,11440
94,6,11033.3
96,6,10611.9
98,6,10176.3
100,6,9727.06
102,6,9264.73
104,6,8789.92
106,6,8303.26
108,6,7805.4
110,6,7297
112,6,6778.75
114,6,6251.36
116,6,5715.55
118,6,5172.06
120,6,4621.67
122,6,4065.14
124,6,3503.28
126,6,2936.87
128,6,2366.76
130,6,1793.76
132,6,1218.71
134,6,642.455
136,6,65.8553
138,6,-510.239
140,6,-1084.97
142,6,-1657.48
144,6,-2226.92
146,6,-2792.43
148,6,-3353.17
150,6,-3908.32
152,6,-4457.04
154,6,-4998.53
156,6,-5531.99
158,6,-6056.66
160,6,-6571.76
162,6,-7076.57
164,6,-7570.37
166,6,-8052.49
168,6,-8522.25
170,6,-8979.02
172,6,-9422.2
174,6,-9851.23
176,6,-10265.5
178,6,-10664.6
180,6,-11048
-180,8,-10869.5
-178,8,-11212.7
-176,8,-11538.6
-174,8,-11847
-172,8,-12137.5
-170,8,-12409.9
-168,8,-12664
-166,8,-12899.5
-164,8,-13116.3
-162,8,-13314.4
-160,8,-13493.6
-158,8,-13654
-156,8,-13795.4
-154,8,-13918
-152,8,-14021.7
-150,8,-14106.6
-148,8,-14172.9
-146,8,-14220.7
-144,8,-14250.1
-142,8,-14261.2
-140,8,-14254.4
-138,8,-14229.8
-136,8,-14187.7
-134,8,-14128.3
-132,8,-14052
-130,8,-13959
-128,8,-13849.6
-126,8,-13724.3
-124,8,-13583.3
-122,8,-13427
-120,8,-13255.8
-118,8,-13070.2
-116,8,-12870.4
-114,8,-12657
-112,8,-12430.3
-110,8,-12190.7
-108,8,-11938.8
-106,8,-11674.8
-104,8,-11399.2
-102,8,-11112.4
-100,8,-10814.9
-98,8,-10507
-96,8,-10189
-94,8,-9861.51
-92,8,-9524.72
-90,8,-9179.02
-88,8,-8824.77
-86,8,-8462.29
-84,8,-8091.88
-82,8,-7713.87
-80,8,-7328.53
-78,8,-6936.15
-76,8,-6537.01
-74,8,-6131.37
-72,8,-5719.5
-70,8,-5301.65
-68,8,-4878.1
-66,8,-4449.09
-64,8,-4014.89
-62,8,-3575.79
-60,8,-3132.05
-58,8,-2683.97
-56,8,-2231.86
-54,8,-1776.02
-52,8,-1316.8
-50,8,-854.542
-48,8,-389.618
-46,8,77.5848
-44,8,546.661
-42,8,1017.19
-40,8,1488.71
-38,8,1960.78
-36,8,2432.92
-34,8,2904.61
-32,8,3375.36
-30,8,3844.64
-28,8,4311.91
-26,8,4776.63
-24,8,5238.23
-22,8,5696.16
-20,8,6149.85
-18,8,6598.73
-16,8,7042.22
-14,8,7479.76
-12,8,7910.78
-10,8,8334.71
-8,8,8750.99
-6,8,9159.08
-4,8,9558.43
-2,8,9948.49
0,8,10328.7
2,8,10698.7
4,8,11057.8
6,8,11405.5
8,8,11741.4
10,8,12065
12,8,12375.9
14,8,12673.5
16,8,12957.5
18,8,13227.3
20,8,13482.7
22,8,13723.1
24,8,13948.2
26,8,14157.6
28,8,14351
30,8,14527.9
32,8,14688.1
34,8,14831.3
36,8,14957.1
38,8,15065.3
40,8,15155.5
42,8,15227.7
44,8,15281.6
46,8,15316.9
48,8,15333.5
50,8,15331.3
52,8,15310.2
54,8,15270.1
56,8,15210.9
58,8,15132.6
60,8,15035.2
62,8,14918.7
64,8,14783.2
66,8,14628.8
68,8,14455.7
70,8,14263.8
72,8,14053.5
74,8,13825
76,8,13578.3
78,8,13313.9
80,8,13032
82,8,12732.8
84,8,12416.8
86,8,12084.3
88,8,11735.6
90,8,11371.1
92,8,10991.3
94,8,10596.6
96,8,10187.5
98,8,9764.44
100,8,9327.95
102,8,8878.55
104,8,8416.81
106,8,7943.31
108,8,7458.63
110,8,6963.41
112,8,6458.29
114,8,5943.95
116,8,5421.07
118,8,4890.39
120,8,4352.63
122,8,3808.58
124,8,3259
126,8,2704.72
128,8,2146.56
130,8,1585.37
132,8,1022.01
134,8,457.354
136,8,-107.699
138,8,-672.25
140,8,-1235.39
142,8,-1796.21
144,8,-2353.79
146,8,-2907.22
148,8,-3455.59
150,8,-3998.01
152,8,-4533.58
154,8,-5061.43
156,8,-5580.71
158,8,-6090.58
160,8,-6590.24
162,8,-7078.9
164,8,-7555.82
166,8,-8020.27
168,8,-8471.57
170,8,-8909.06
172,8,-9332.15
174,8,-9740.24
176,8,-10132.8
178,8,-10509.4
180,8,-10869.5
-180,10,-10604.5
-178,10,-10920.2
-176,10,-11218.1
-174,10,-11497.8
-172,10,-11759.2
-170,10,-12002.1
-168,10,-12226.3
-166,10,-12431.8
-164,10,-12618.4
-162,10,-12786.3
-160,10,-12935.3
-158,10,-13065.5
-156,10,-13176.9
-154,10,-13269.8
-152,10,-13344.2
-150,10,-13400.1
-148,10,-13437.9
-146,10,-13457.7
-144,10,-13459.8
-142,10,-13444.2
-140,10,-13411.4
-138,10,-13361.6
-136,10,-13295.1
-134,10,-13212.2
-132,10,-13113.3
-130,10,-12998.8
-128,10,-12869
-126,10,-12724.4
-124,10,-12565.3
-122,10,-12392.3
-120,10,-12205.7
-118,10,-12006.2
-116,10,-11794.1
-114,10,-11570
-112,10,-11334.3
-110,10,-11087.6
-108,10,-10830.3
-106,10,-10563
-104,10,-10286.2
-102,10,-10000.2
-100,10,-9705.62
-98,10,-9402.85
-96,10,-9092.29
-94,10,-8774.34
-92,10,-8449.37
-90,10,-8117.71
-88,10,-7779.67
-86,10,-7435.53
-84,10,-7085.54
-82,10,-6729.92
-80,10,-6368.88
-78,10,-6002.58
-76,10,-5631.18
-74,10,-5254.83
-72,10,-4873.63
-70,10,-4487.72
-68,10,-4097.19
-66,10,-3702.15
-64,10,-3302.73
-62,10,-2899.04
-60,10,-2491.22
-58,10,-2079.41
-56,10,-1663.8
-54,10,-1244.57
-52,10,-821.96
-50,10,-396.211
-48,10,32.389
-46,10,463.523
-44,10,896.843
-42,10,1331.97
-40,10,1768.48
-38,10,2205.95
-36,10,2643.89
-34,10,3081.81
-32,10,3519.19
-30,10,3955.48
-28,10,4390.14
-26,10,4822.58
-24,10,5252.23
-22,10,5678.5
-20,10,6100.8
-18,10,6518.54
-16,10,6931.14
-14,10,7338.01
-12,10,7738.6
-10,10,8132.33
-8,10,8518.67
-6,10,8897.08
-4,10,9267.05
-2,10,9628.08
0,10,9979.68
2,10,10321.4
4,10,10652.7
6,10,10973.3
8,10,11282.6
10,10,11580.3
12,10,11866
14,10,12139.2
16,10,12399.6
18,10,12646.9
20,10,12880.5
22,10,13100.3
24,10,13305.8
26,10,13496.6
28,10,13672.6
30,10,13833.2
32,10,13978.3
34,10,14107.5
36,10,14220.5
38,10,14317.1
40,10,14396.9
42,10,14459.8
44,10,14505.5
46,10,14533.9
48,10,14544.7
50,10,14537.8
52,10,14513.1
54,10,14470.5
56,10,14410
58,10,14331.5
60,10,14235
62,10,14120.5
64,10,13988.2
66,10,13838
68,10,13670.2
70,10,13484.8
72,10,13282.1
74,10,13062.3
76,10,12825.5
78,10,12572
80,10,12302.1
82,10,12016.1
84,10,11714.2
86,10,11396.8
88,10,11064.3
90,10,10716.8
92,10,10355
94,10,9978.97
96,10,9589.28
98,10,9186.28
100,10,8770.42
102,10,8342.12
104,10,7901.85
106,10,7450.1
108,10,6987.37
110,10,6514.19
112,10,6031.13
114,10,5538.75
116,10,5037.7
118,10,4528.6
120,10,4012.14
122,10,3489.04
124,10,2960.03
126,10,2425.91
128,10,1887.49
130,10,1345.6
132,10,801.133
134,10,254.98
136,10,-291.929
138,10,-838.645
140,10,-1384.2
142,10,-1927.62
144,10,-2467.9
146,10,-3004.07
148,10,-3535.11
150,10,-4060.06
152,10,-4577.92
154,10,-5087.74
156,10,-5588.58
158,10,-6079.54
160,10,-6559.72
162,10,-7028.28
164,10,-7484.41
166,10,-7927.36
168,10,-8356.4
170,10,-8770.85
172,10,-9170.11
174,10,-9553.59
176,10,-9920.79
178,10,-10271.2
180,10,-10604.5
-180,12,-10248.1
-178,12,-10533.9
-176,12,-10801.3
-174,12,-11050.2
-172,12,-11280.4
-170,12,-11491.9
-168,12,-11684.6
-166,12,-11858.5
-164,12,-12013.7
-162,12,-12150.2
-160,12,-12268.1
-158,12,-12367.6
-156,12,-12448.8
-154,12,-12511.9
-152,12,-12557.1
-150,12,-12584.5
-148,12,-12594.4
-146,12,-12587
-144,12,-12562.5
-142,12,-12521.3
-140,12,-12463.5
-138,12,-12389.6
-136,12,-12299.9
-134,12,-12194.7
-132,12,-12074.4
-130,12,-11939.3
-128,12,-11790.1
-126,12,-11627
-124,12,-11450.7
-122,12,-11261.6
-120,12,-11060.3
-118,12,-10847.3
-116,12,-10623.3
-114,12,-10388.8
-112,12,-10144.4
-110,12,-9890.87
-108,12,-9628.68
-106,12,-9358.47
-104,12,-9080.84
-102,12,-8796.35
-100,12,-8505.53
-98,12,-8208.92
-96,12,-7906.96
-94,12,-7600.09
-92,12,-7288.7
-90,12,-6973.11
-88,12,-6653.61
-86,12,-6330.42
-84,12,-6003.73
-82,12,-5673.66
-80,12,-5340.29
-78,12,-5003.68
-76,12,-4663.8
-74,12,-4320.65
-72,12,-3974.15
-70,12,-3624.24
-68,12,-3270.83
-66,12,-2913.84
-64,12,-2553.17
-62,12,-2188.77
-60,12,-1820.59
-58,12,-1448.61
-56,12,-1072.85
-54,12,-693.354
-52,12,-310.236
-50,12,76.3556
-48,12,466.217
-46,12,859.091
-44,12,1254.67
-42,12,1652.58
-40,12,2052.43
-38,12,2453.73
-36,12,2855.99
-34,12,3258.67
-32,12,3661.17
-30,12,4062.91
-28,12,4463.23
-26,12,4861.52
-24,12,5257.1
-22,12,5649.33
-20,12,6037.56
-18,12,6421.15
-16,12,6799.47
-14,12,7171.93
-12,12,7537.92
-10,12,7896.92
-8,12,8248.37
-6,12,8591.8
-4,12,8926.72
-2,12,9252.71
0,12,9569.36
2,12,9876.27
4,12,10173.1
6,12,10459.5
8,12,10735.2
10,12,10999.8
12,12,11253
14,12,11494.7
16,12,11724.4
18,12,11942
20,12,12147.1
22,12,12339.5
24,12,12518.9
26,12,12685
28,12,12837.6
30,12,12976.3
32,12,13100.8
34,12,13211
36,12,13306.4
38,12,13386.9
40,12,13452.2
42,12,13502
44,12,13536.1
46,12,13554.2
48,12,13556.4
50,12,13542.2
52,12,13511.7
54,12,13464.8
56,12,13401.3
58,12,13321.3
60,12,13224.8
62,12,13111.7
64,12,12982.3
66,12,12836.7
68,12,12674.8
70,12,12497
72,12,12303.5
74,12,12094.4
76,12,11870
78,12,11630.5
80,12,11376.2
82,12,11107.4
84,12,10824.4
86,12,10527.3
88,12,10216.6
90,12,9892.53
92,12,9555.31
94,12,9205.26
96,12,8842.67
98,12,8467.81
100,12,8080.99
102,12,7682.52
104,12,7272.7
106,12,6851.87
108,12,6420.39
110,12,5978.62
112,12,5526.98
114,12,5065.9
116,12,4595.87
118,12,4117.41
120,12,3631.07
122,12,3137.49
124,12,2637.33
126,12,2131.29
128,12,1620.16
130,12,1104.75
132,12,585.947
134,12,64.6567
136,12,-458.152
138,12,-981.476
140,12,-1504.28
142,12,-2025.49
144,12,-2544.02
146,12,-3058.77
148,12,-3568.63
150,12,-4072.49
152,12,-4569.25
154,12,-5057.84
156,12,-5537.19
158,12,-6006.29
160,12,-6464.16
162,12,-6909.85
164,12,-7342.48
166,12,-7761.24
168,12,-8165.35
170,12,-8554.11
172,12,-8926.91
174,12,-9283.16
176,12,-9622.37
178,12,-9944.13
180,12,-10248.1
-180,14,-9796.98
-178,14,-10051.5
-176,14,-10287.2
-174,14,-10504.1
-172,14,-10702.1
-170,14,-10881.4
-168,14,-11041.9
-166,14,-11183.9
-164,14,-11307.5
-162,14,-11413
-160,14,-11500.4
-158,14,-11570
-156,14,-11622
-154,14,-11656.7
-152,14,-11674.3
-150,14,-11675.1
-148,14,-11659.2
-146,14,-11626.9
-144,14,-11578.4
-142,14,-11514.1
-140,14,-11434.1
-138,14,-11338.8
-136,14,-11228.5
-134,14,-11103.6
-132,14,-10964.3
-130,14,-10811.2
-128,14,-10644.7
-126,14,-10465.3
-124,14,-10273.5
-122,14,-10070
-120,14,-9855.36
-118,14,-9630.23
-116,14,-9395.36
-114,14,-9151.45
-112,14,-8899.28
-110,14,-8639.6
-108,14,-8373.17
-106,14,-8100.76
-104,14,-7823.1
-102,14,-7540.91
-100,14,-7254.85
-98,14,-6965.55
-96,14,-6673.57
-94,14,-6379.4
-92,14,-6083.47
-90,14,-5786.13
-88,14,-5487.63
-86,14,-5188.15
-84,14,-4887.79
-82,14,-4586.56
-80,14,-4284.41
-78,14,-3981.2
-76,14,-3676.74
-74,14,-3370.78
-72,14,-3063.04
-70,14,-2753.2
-68,14,-2440.93
-66,14,-2125.88
-64,14,-1807.72
-62,14,-1486.16
-60,14,-1160.92
-58,14,-831.762
-56,14,-498.527
-54,14,-161.108
-52,14,180.529
-50,14,526.334
-48,14,876.179
-46,14,1229.85
-44,14,1587.05
-42,14,1947.39
-40,14,2310.43
-38,14,2675.62
-36,14,3042.37
-34,14,3410.03
-32,14,3777.89
-30,14,4145.22
-28,14,4511.26
-26,14,4875.22
-24,14,5236.33
-22,14,5593.81
-20,14,5946.9
-18,14,6294.87
-16,14,6637.03
-14,14,6972.72
-12,14,7301.33
-10,14,7622.31
-8,14,7935.15
-6,14,8239.4
-4,14,8534.68
-2,14,8820.63
0,14,9096.97
2,14,9363.44
4,14,9619.83
6,14,9865.96
8,14,10101.7
10,14,10326.9
12,14,10541.4
14,14,10745.1
16,14,10937.9
18,14,11119.7
20,14,11290.4
22,14,11449.7
24,14,11597.5
26,14,11733.6
28,14,11857.9
30,14,11970
32,14,12069.8
34,14,12157
36,14,12231.2
38,14,12292.3
40,14,12340
42,14,12374
44,14,12394
46,14,12399.9
48,14,12391.4
50,14,12368.4
52,14,12330.7
54,14,12278.2
56,14,12210.9
58,14,12128.8
60,14,12031.9
62,14,11920.2
64,14,11794
66,14,11653.3
68,14,11498.5
70,14,11329.6
72,14,11146.9
74,14,10950.7
76,14,10741.4
78,14,10519.1
80,14,10284.1
82,14,10036.8
84,14,9777.33
86,14,9506.03
88,14,9223.09
90,14,8928.72
92,14,8623.12
94,14,8306.44
96,14,7978.83
98,14,7640.41
100,14,7291.3
102,14,6931.61
104,14,6561.45
106,14,6180.92
108,14,5790.16
110,14,5389.33
112,14,4978.6
114,14,4558.2
116,14,4128.4
118,14,3689.55
120,14,3242.03
