Phi[deg],Theta[deg],RealizedGainPhi
-120,4,3.47082
-118,4,3.50281
-116,4,3.52941
-114,4,3.55049
-112,4,3.56596
-110,4,3.57575
-108,4,3.57979
-106,4,3.57808
-104,4,3.57062
-102,4,3.55744
-100,4,3.53862
-98,4,3.51423
-96,4,3.4844
-94,4,3.44925
-92,4,3.40898
-90,4,3.36375
-88,4,3.31379
-86,4,3.25934
-84,4,3.20065
-82,4,3.13801
-80,4,3.07171
-78,4,3.00208
-76,4,2.92945
-74,4,2.85415
-72,4,2.77657
-70,4,2.69707
-68,4,2.61602
-66,4,2.53384
-64,4,2.4509
-62,4,2.36761
-60,4,2.28438
-58,4,2.20161
-56,4,2.11969
-54,4,2.03904
-52,4,1.96004
-50,4,1.88307
-48,4,1.80852
-46,4,1.73675
-44,4,1.66811
-42,4,1.60294
-40,4,1.54156
-38,4,1.48427
-36,4,1.43135
-34,4,1.38308
-32,4,1.33968
-30,4,1.30138
-28,4,1.26837
-26,4,1.24081
-24,4,1.21885
-22,4,1.2026
-20,4,1.19213
-18,4,1.18752
-16,4,1.18878
-14,4,1.19591
-12,4,1.20889
-10,4,1.22766
-8,4,1.25212
-6,4,1.28217
-4,4,1.31766
-2,4,1.35842
0,4,1.40425
2,4,1.45493
4,4,1.51022
6,4,1.56985
8,4,1.63352
10,4,1.70093
12,4,1.77174
14,4,1.84562
16,4,1.92219
18,4,2.00109
20,4,2.08192
22,4,2.16429
24,4,2.24779
26,4,2.33202
28,4,2.41655
30,4,2.50097
32,4,2.58487
34,4,2.66784
36,4,2.74945
38,4,2.82932
40,4,2.90704
42,4,2.98224
44,4,3.05454
46,4,3.12358
48,4,3.18902
50,4,3.25055
52,4,3.30785
54,4,3.36064
56,4,3.40866
58,4,3.45168
60,4,3.48948
62,4,3.52187
64,4,3.5487
66,4,3.56983
68,4,3.58516
70,4,3.5946
72,4,3.59812
74,4,3.5957
76,4,3.58735
78,4,3.5731
80,4,3.55304
82,4,3.52725
84,4,3.49587
86,4,3.45905
88,4,3.41697
90,4,3.36984
92,4,3.3179
94,4,3.26139
96,4,3.2006
98,4,3.13584
100,4,3.0674
102,4,2.99564
104,4,2.92091
106,4,2.84358
108,4,2.76402
110,4,2.68263
112,4,2.59982
114,4,2.51597
116,4,2.43152
118,4,2.34687
120,4,2.26243
122,4,2.17863
124,4,2.09588
126,4,2.01457
128,4,1.9351
130,4,1.85787
132,4,1.78326
134,4,1.71161
136,4,1.64329
138,4,1.57863
140,4,1.51793
142,4,1.4615
144,4,1.4096
146,4,1.36248
148,4,1.32038
150,4,1.28349
152,4,1.25199
154,4,1.22602
156,4,1.20571
158,4,1.19115
160,4,1.18241
162,4,1.17952
164,4,1.1825
166,4,1.19131
168,4,1.20592
170,4,1.22625
172,4,1.25219
174,4,1.28361
176,4,1.32035
178,4,1.36222
180,4,1.40903
-180,6,1.40162
-178,6,1.45312
-176,6,1.509
-174,6,1.56898
-172,6,1.63276
-170,6,1.70004
-168,6,1.77047
-166,6,1.84372
-164,6,1.91944
-162,6,1.99725
-160,6,2.07677
-158,6,2.15763
-156,6,2.23943
-154,6,2.32179
-152,6,2.4043
-150,6,2.48658
-148,6,2.56822
-146,6,2.64886
-144,6,2.72809
-142,6,2.80554
-140,6,2.88085
-138,6,2.95367
-136,6,3.02364
-134,6,3.09044
-132,6,3.15375
-130,6,3.21328
-128,6,3.26875
-126,6,3.31989
-124,6,3.36646
-122,6,3.40826
-120,6,3.44507
-118,6,3.47673
-116,6,3.50309
-114,6,3.52403
-112,6,3.53944
-110,6,3.54925
-108,6,3.55342
-106,6,3.55193
-104,6,3.54478
-102,6,3.532
-100,6,3.51366
-98,6,3.48983
-96,6,3.46063
-94,6,3.4262
-92,6,3.38668
-90,6,3.34228
-88,6,3.2932
-86,6,3.23966
-84,6,3.18192
-82,6,3.12025
-80,6,3.05495
-78,6,2.98632
-76,6,2.91468
-74,6,2.84038
-72,6,2.76377
-70,6,2.68522
-68,6,2.60511
-66,6,2.52381
-64,6,2.44171
-62,6,2.35922
-60,6,2.27674
-58,6,2.19465
-56,6,2.11336
-54,6,2.03327
-52,6,1.95477
-50,6,1.87824
-48,6,1.80405
-46,6,1.73257
-44,6,1.66416
-42,6,1.59915
-40,6,1.53787
-38,6,1.48062
-36,6,1.42768
-34,6,1.37933
-32,6,1.33581
-30,6,1.29733
-28,6,1.26409
-26,6,1.23627
-24,6,1.21401
-22,6,1.19742
-20,6,1.1866
-18,6,1.1816
-16,6,1.18246
-14,6,1.18918
-12,6,1.20174
-10,6,1.22007
-8,6,1.2441
-6,6,1.27372
-4,6,1.30877
-2,6,1.3491
0,6,1.39452
2,6,1.44479
4,6,1.49969
6,6,1.55893
8,6,1.62224
10,6,1.68929
12,6,1.75977
14,6,1.83333
16,6,1.9096
18,6,1.98821
20,6,2.06877
22,6,2.15088
24,6,2.23414
26,6,2.31814
28,6,2.40246
30,6,2.48669
32,6,2.5704
34,6,2.65318
36,6,2.73463
38,6,2.81433
40,6,2.8919
42,6,2.96695
44,6,3.0391
46,6,3.108
48,6,3.17331
50,6,3.2347
52,6,3.29187
54,6,3.34454
56,6,3.39243
58,6,3.43532
60,6,3.47299
62,6,3.50525
64,6,3.53195
66,6,3.55294
68,6,3.56814
70,6,3.57745
72,6,3.58083
74,6,3.57828
76,6,3.56979
78,6,3.55541
80,6,3.53521
82,6,3.50929
84,6,3.47778
86,6,3.44083
88,6,3.39864
90,6,3.3514
92,6,3.29934
94,6,3.24274
96,6,3.18186
98,6,3.11702
100,6,3.04852
102,6,2.97672
104,6,2.90195
106,6,2.82461
108,6,2.74505
110,6,2.66369
112,6,2.58092
114,6,2.49715
116,6,2.4128
118,6,2.32827
120,6,2.244
122,6,2.16038
124,6,2.07783
126,6,1.99677
128,6,1.91758
130,6,1.84065
132,6,1.76637
134,6,1.69508
136,6,1.62715
138,6,1.5629
140,6,1.50264
142,6,1.44667
144,6,1.39525
146,6,1.34863
148,6,1.30703
150,6,1.27065
152,6,1.23966
154,6,1.21421
156,6,1.19441
158,6,1.18036
160,6,1.1721
162,6,1.16968
164,6,1.17309
166,6,1.18232
168,6,1.1973
170,6,1.21796
172,6,1.24418
174,6,1.27583
176,6,1.31275
178,6,1.35475
180,6,1.40162
-180,8,1.39084
-178,8,1.44225
-176,8,1.49796
-174,8,1.55769
-172,8,1.62114
-170,8,1.688
-168,8,1.75795
-166,8,1.83063
-164,8,1.90571
-162,8,1.9828
-160,8,2.06154
-158,8,2.14155
-156,8,2.22245
-154,8,2.30384
-152,8,2.38535
-150,8,2.46659
-148,8,2.54717
-146,8,2.62671
-144,8,2.70484
-142,8,2.78119
-140,8,2.85541
-138,8,2.92715
-136,8,2.99607
-134,8,3.06186
-132,8,3.12421
-130,8,3.18282
-128,8,3.23744
-126,8,3.28781
-124,8,3.3337
-122,8,3.37489
-120,8,3.41119
-118,8,3.44244
-116,8,3.46849
-114,8,3.48922
-112,8,3.50453
-110,8,3.51436
-108,8,3.51865
-106,8,3.51739
-104,8,3.51058
-102,8,3.49825
-100,8,3.48044
-98,8,3.45725
-96,8,3.42878
-94,8,3.39516
-92,8,3.35653
-90,8,3.31309
-88,8,3.26501
-86,8,3.21254
-84,8,3.15591
-82,8,3.09538
-80,8,3.03124
-78,8,2.96378
-76,8,2.89332
-74,8,2.8202
-72,8,2.74475
-70,8,2.66733
-68,8,2.58832
-66,8,2.50809
-64,8,2.42702
-62,8,2.3455
-60,8,2.26392
-58,8,2.18269
-56,8,2.10219
-54,8,2.02282
-52,8,1.94496
-50,8,1.869
-48,8,1.79531
-46,8,1.72426
-44,8,1.6562
-42,8,1.59147
-40,8,1.53039
-38,8,1.47328
-36,8,1.42042
-34,8,1.37207
-32,8,1.3285
-30,8,1.28991
-28,8,1.25652
-26,8,1.22849
-24,8,1.20598
-22,8,1.1891
-20,8,1.17795
-18,8,1.1726
-16,8,1.17308
-14,8,1.17939
-12,8,1.19152
-10,8,1.20941
-8,8,1.23299
-6,8,1.26214
-4,8,1.29672
-2,8,1.33658
0,8,1.38151
2,8,1.4313
4,8,1.48571
6,8,1.54448
8,8,1.60731
10,8,1.67389
12,8,1.7439
14,8,1.81699
16,8,1.89281
18,8,1.97096
20,8,2.05108
22,8,2.13276
24,8,2.21559
26,8,2.29917
28,8,2.38307
30,8,2.46689
32,8,2.5502
34,8,2.63259
36,8,2.71366
38,8,2.79299
40,8,2.87019
42,8,2.94488
44,8,3.01669
46,8,3.08526
48,8,3.15025
50,8,3.21133
52,8,3.2682
54,8,3.32058
56,8,3.36821
58,8,3.41084
60,8,3.44827
62,8,3.48031
64,8,3.5068
66,8,3.52761
68,8,3.54263
70,8,3.55178
72,8,3.55503
74,8,3.55235
76,8,3.54376
78,8,3.5293
80,8,3.50904
82,8,3.48307
84,8,3.45154
86,8,3.41458
88,8,3.37239
90,8,3.32518
92,8,3.27318
94,8,3.21664
96,8,3.15585
98,8,3.09111
100,8,3.02274
102,8,2.95108
104,8,2.87648
106,8,2.79932
108,8,2.71997
110,8,2.63884
112,8,2.55632
114,8,2.47282
116,8,2.38875
118,8,2.30454
120,8,2.2206
122,8,2.13734
124,8,2.05518
126,8,1.97452
128,8,1.89576
130,8,1.81928
132,8,1.74547
134,8,1.67468
136,8,1.60725
138,8,1.54353
140,8,1.48381
142,8,1.42839
144,8,1.37753
146,8,1.33148
148,8,1.29045
150,8,1.25464
152,8,1.22422
154,8,1.19933
156,8,1.18007
158,8,1.16654
160,8,1.15878
162,8,1.15683
164,8,1.16068
166,8,1.1703
168,8,1.18564
170,8,1.2066
172,8,1.23306
174,8,1.2649
176,8,1.30194
178,8,1.34399
180,8,1.39084
-180,10,1.37679
-178,10,1.42802
-176,10,1.48346
-174,10,1.54283
-172,10,1.60583
-170,10,1.67216
-168,10,1.74148
-166,10,1.81346
-164,10,1.88774
-162,10,1.96396
-160,10,2.04175
-158,10,2.12074
-156,10,2.20056
-154,10,2.28082
-152,10,2.36114
-150,10,2.44115
-148,10,2.52047
-146,10,2.59873
-144,10,2.67557
-142,10,2.75064
-140,10,2.82357
-138,10,2.89405
-136,10,2.96175
-134,10,3.02635
-132,10,3.08757
-130,10,3.14512
-128,10,3.19875
-126,10,3.24822
-124,10,3.29328
-122,10,3.33376
-120,10,3.36945
-118,10,3.4002
-116,10,3.42587
-114,10,3.44635
-112,10,3.46153
-110,10,3.47135
-108,10,3.47576
-106,10,3.47474
-104,10,3.4683
-102,10,3.45645
-100,10,3.43925
-98,10,3.41677
-96,10,3.38911
-94,10,3.35639
-92,10,3.31877
-90,10,3.27639
-88,10,3.22947
-86,10,3.1782
-84,10,3.12283
-82,10,3.06359
-80,10,3.00077
-78,10,2.93465
-76,10,2.86554
-74,10,2.79376
-72,10,2.71965
-70,10,2.64354
-68,10,2.56581
-66,10,2.48681
-64,10,2.40694
-62,10,2.32655
-60,10,2.24606
-58,10,2.16583
-56,10,2.08628
-54,10,2.00777
-52,10,1.9307
-50,10,1.85545
-48,10,1.7824
-46,10,1.7119
-44,10,1.64431
-42,10,1.57997
-40,10,1.51921
-38,10,1.46233
-36,10,1.40963
-34,10,1.36139
-32,10,1.31784
-30,10,1.27922
-28,10,1.24574
-26,10,1.21756
-24,10,1.19485
-22,10,1.17773
-20,10,1.16629
-18,10,1.16061
-16,10,1.16073
-14,10,1.16665
-12,10,1.17835
-10,10,1.19579
-8,10,1.21889
-6,10,1.24755
-4,10,1.28162
-2,10,1.32095
0,10,1.36534
2,10,1.41458
4,10,1.46842
6,10,1.52661
8,10,1.58886
10,10,1.65485
12,10,1.72426
14,10,1.79675
16,10,1.87196
18,10,1.94951
20,10,2.02901
22,10,2.11008
24,10,2.19229
26,10,2.27526
28,10,2.35855
30,10,2.44176
32,10,2.52446
34,10,2.60626
36,10,2.68673
38,10,2.76548
40,10,2.84212
42,10,2.91626
44,10,2.98753
46,10,3.05557
48,10,3.12006
50,10,3.18066
52,10,3.23707
54,10,3.28902
56,10,3.33624
58,10,3.3785
60,10,3.41558
62,10,3.4473
64,10,3.47351
66,10,3.49407
68,10,3.50888
70,10,3.51786
72,10,3.52096
74,10,3.51818
76,10,3.50952
78,10,3.49502
80,10,3.47476
82,10,3.44883
84,10,3.41737
86,10,3.38052
88,10,3.33847
90,10,3.29143
92,10,3.23963
94,10,3.18332
96,10,3.12279
98,10,3.05833
100,10,2.99027
102,10,2.91894
104,10,2.8447
106,10,2.76792
108,10,2.68898
110,10,2.60827
112,10,2.52619
114,10,2.44315
116,10,2.35957
118,10,2.27586
120,10,2.19244
122,10,2.10971
124,10,2.0281
126,10,1.94801
128,10,1.86982
130,10,1.79394
132,10,1.72073
134,10,1.65056
136,10,1.58376
138,10,1.52067
140,10,1.46159
142,10,1.40682
144,10,1.3566
146,10,1.31119
148,10,1.2708
150,10,1.23562
152,10,1.20581
154,10,1.18151
156,10,1.16282
158,10,1.14983
160,10,1.14259
162,10,1.14111
164,10,1.14539
166,10,1.15539
168,10,1.17105
170,10,1.19227
172,10,1.21894
174,10,1.25091
176,10,1.28801
178,10,1.33005
180,10,1.37679
-180,12,1.3596
-178,12,1.41055
-176,12,1.46561
-174,12,1.52452
-172,12,1.58697
-170,12,1.65264
-168,12,1.72121
-166,12,1.79234
-164,12,1.86568
-162,12,1.94087
-160,12,2.01756
-158,12,2.09537
-156,12,2.17394
-154,12,2.25289
-152,12,2.33185
-150,12,2.41046
-148,12,2.48835
-146,12,2.56515
-144,12,2.64052
-142,12,2.71411
-140,12,2.7856
-138,12,2.85465
-136,12,2.92095
-134,12,2.98421
-132,12,3.04415
-130,12,3.10049
-128,12,3.15299
-126,12,3.20142
-124,12,3.24556
-122,12,3.28521
-120,12,3.32021
-118,12,3.35038
-116,12,3.37561
-114,12,3.39578
-112,12,3.41079
-110,12,3.42058
-108,12,3.42511
-106,12,3.42434
-104,12,3.41828
-102,12,3.40695
-100,12,3.3904
-98,12,3.3687
-96,12,3.34193
-94,12,3.31022
-92,12,3.27369
-90,12,3.2325
-88,12,3.18685
-86,12,3.13692
-84,12,3.08294
-82,12,3.02514
-80,12,2.9638
-78,12,2.89918
-76,12,2.83157
-74,12,2.7613
-72,12,2.68868
-70,12,2.61405
-68,12,2.53776
-66,12,2.46017
-64,12,2.38164
-62,12,2.30256
-60,12,2.2233
-58,12,2.14424
-56,12,2.06577
-54,12,1.98827
-52,12,1.91213
-50,12,1.83773
-48,12,1.76543
-46,12,1.69561
-44,12,1.62861
-42,12,1.56477
-40,12,1.50443
-38,12,1.44789
-36,12,1.39545
-34,12,1.34739
-32,12,1.30395
-30,12,1.26538
-28,12,1.23187
-26,12,1.2036
-24,12,1.18075
-22,12,1.16343
-20,12,1.15174
-18,12,1.14576
-16,12,1.14553
-14,12,1.15107
-12,12,1.16235
-10,12,1.17934
-8,12,1.20195
-6,12,1.23008
-4,12,1.26361
-2,12,1.30236
0,12,1.34615
2,12,1.39476
4,12,1.44796
6,12,1.50549
8,12,1.56705
10,12,1.63234
12,12,1.70103
14,12,1.77278
16,12,1.84724
18,12,1.92402
20,12,2.00275
22,12,2.08303
24,12,2.16446
26,12,2.24662
28,12,2.32911
30,12,2.41152
32,12,2.49342
34,12,2.57442
36,12,2.65411
38,12,2.73208
40,12,2.80795
42,12,2.88134
44,12,2.95188
46,12,3.01922
48,12,3.08303
50,12,3.14298
52,12,3.19878
54,12,3.25015
56,12,3.29683
58,12,3.33859
60,12,3.37523
62,12,3.40655
64,12,3.4324
66,12,3.45265
68,12,3.46721
70,12,3.47599
72,12,3.47895
74,12,3.47607
76,12,3.46737
78,12,3.45289
80,12,3.43269
82,12,3.40688
84,12,3.37558
86,12,3.33895
88,12,3.29716
90,12,3.25042
92,12,3.19896
94,12,3.14304
96,12,3.08293
98,12,3.01894
100,12,2.95136
102,12,2.88056
104,12,2.80687
106,12,2.73066
108,12,2.65231
110,12,2.57221
112,12,2.49077
114,12,2.40839
116,12,2.32548
118,12,2.24245
120,12,2.15972
122,12,2.0777
124,12,1.9968
126,12,1.91743
128,12,1.83998
130,12,1.76483
132,12,1.69236
134,12,1.62293
136,12,1.55688
138,12,1.49453
140,12,1.43619
142,12,1.38214
144,12,1.33265
146,12,1.28795
148,12,1.24825
150,12,1.21375
152,12,1.18459
154,12,1.16092
156,12,1.14283
158,12,1.13039
160,12,1.12367
162,12,1.12265
164,12,1.12735
166,12,1.13771
168,12,1.15367
170,12,1.17512
172,12,1.20194
174,12,1.23399
176,12,1.27109
178,12,1.31303
180,12,1.3596
-180,14,1.33939
-178,14,1.38998
-176,14,1.44458
-174,14,1.50292
-172,14,1.56469
-170,14,1.62958
-168,14,1.69727
-166,14,1.76743
-164,14,1.83969
-162,14,1.91372
-160,14,1.98916
-158,14,2.06564
-156,14,2.1428
-154,14,2.22028
-152,14,2.29772
-150,14,2.37476
-148,14,2.45104
-146,14,2.52622
-144,14,2.59996
-142,14,2.67192
-140,14,2.74179
-138,14,2.80925
-136,14,2.87401
-134,14,2.93578
-132,14,2.99429
-130,14,3.04929
-128,14,3.10054
-126,14,3.14782
-124,14,3.19092
-122,14,3.22966
-120,14,3.26386
-118,14,3.29339
-116,14,3.31811
-114,14,3.33792
-112,14,3.35273
-110,14,3.36247
-108,14,3.3671
-106,14,3.36659
-104,14,3.36093
-102,14,3.35016
-100,14,3.33431
-98,14,3.31344
-96,14,3.28763
-94,14,3.25699
-92,14,3.22166
-90,14,3.18177
-88,14,3.13749
-86,14,3.08902
-84,14,3.03656
-82,14,2.98034
-80,14,2.92061
-78,14,2.85763
-76,14,2.79169
-74,14,2.72307
-72,14,2.6521
-70,14,2.5791
-68,14,2.50441
-66,14,2.42837
-64,14,2.35135
-62,14,2.27372
-60,14,2.19583
-58,14,2.11808
-56,14,2.04085
-54,14,1.9645
-52,14,1.88942
-50,14,1.81599
-48,14,1.74458
-46,14,1.67555
-44,14,1.60925
-42,14,1.54603
-40,14,1.48621
-38,14,1.43011
-36,14,1.37802
-34,14,1.33023
-32,14,1.28698
-30,14,1.24852
-28,14,1.21505
-26,14,1.18676
-24,14,1.16381
-22,14,1.14634
-20,14,1.13444
-18,14,1.12819
-16,14,1.12764
-14,14,1.13281
-12,14,1.14368
-10,14,1.1602
-8,14,1.18231
-6,14,1.2099
-4,14,1.24284
-2,14,1.28097
0,14,1.32411
2,14,1.37204
4,14,1.42451
6,14,1.48128
8,14,1.54206
10,14,1.60654
12,14,1.67439
14,14,1.74528
16,14,1.81885
18,14,1.89472
20,14,1.97252
22,14,2.05185
24,14,2.13232
26,14,2.21351
28,14,2.29501
30,14,2.37643
32,14,2.45735
34,14,2.53736
36,14,2.61607
38,14,2.69307
40,14,2.76799
42,14,2.84045
44,14,2.91008
46,14,2.97654
48,14,3.0395
50,14,3.09865
52,14,3.15369
54,14,3.20434
56,14,3.25036
58,14,3.29151
60,14,3.32759
62,14,3.35842
64,14,3.38384
66,14,3.40374
68,14,3.418
70,14,3.42655
72,14,3.42936
74,14,3.4264
76,14,3.41768
78,14,3.40326
80,14,3.38319
82,14,3.35757
84,14,3.32652
86,14,3.29021
88,14,3.2488
90,14,3.20249
92,14,3.15152
94,14,3.09614
96,14,3.03661
98,14,2.97324
100,14,2.90633
102,14,2.83622
104,14,2.76326
106,14,2.68781
108,14,2.61025
110,14,2.53096
112,14,2.45034
114,14,2.36879
116,14,2.28673
118,14,2.20456
120,14,2.1227
122,14,2.04156
124,14,1.96154
126,14,1.88304
128,14,1.80646
130,14,1.73219
132,14,1.66059
134,14,1.59202
136,14,1.52682
138,14,1.46532
140,14,1.40781
142,14,1.35457
144,14,1.30588
146,14,1.26195
148,14,1.22301
150,14,1.18923
152,14,1.16076
154,14,1.13774
156,14,1.12027
158,14,1.1084
160,14,1.10219
162,14,1.10164
164,14,1.10674
166,14,1.11743
168,14,1.13365
170,14,1.15529
172,14,1.18222
174,14,1.21429
176,14,1.25131
178,14,1.29309
180,14,1.33939
-180,16,1.31636
-178,16,1.36649
-176,16,1.42053
-174,16,1.4782
-172,16,1.53918
-170,16,1.60319
-168,16,1.66988
-166,16,1.73892
-164,16,1.80998
-162,16,1.88271
-160,16,1.95676
-158,16,2.03176
-156,16,2.10737
-154,16,2.18324
-152,16,2.259
-150,16,2.33432
-148,16,2.40885
-146,16,2.48226
-144,16,2.55421
-142,16,2.6244
-140,16,2.6925
