Phi[deg],Theta[deg],RealizedGainPhi
20,0,2.34387
22,0,2.2319
24,0,2.12105
26,0,2.01187
28,0,1.90488
30,0,1.80061
32,0,1.69957
34,0,1.60224
36,0,1.50911
38,0,1.42062
40,0,1.33721
42,0,1.25928
44,0,1.18721
46,0,1.12136
48,0,1.06205
50,0,1.00955
52,0,0.964141
54,0,0.926028
56,0,0.895403
58,0,0.872412
60,0,0.85717
62,0,0.849749
64,0,0.850187
66,0,0.858481
68,0,0.87459
70,0,0.898436
72,0,0.929903
74,0,0.968838
76,0,1.01505
78,0,1.06832
80,0,1.12837
82,0,1.19493
84,0,1.26767
86,0,1.34623
88,0,1.43022
90,0,1.51925
92,0,1.61287
94,0,1.71064
96,0,1.81207
98,0,1.91666
100,0,2.02392
102,0,2.13332
104,0,2.24432
106,0,2.35638
108,0,2.46896
110,0,2.58151
112,0,2.69349
114,0,2.80433
116,0,2.91352
118,0,3.02051
120,0,3.12478
122,0,3.22582
124,0,3.32315
126,0,3.41628
128,0,3.50477
130,0,3.58818
132,0,3.66611
134,0,3.73817
136,0,3.80402
138,0,3.86334
140,0,3.91583
142,0,3.96125
144,0,3.99936
146,0,4.02998
148,0,4.05298
150,0,4.06822
152,0,4.07564
154,0,4.0752
156,0,4.06691
158,0,4.0508
160,0,4.02695
162,0,3.99548
164,0,3.95655
166,0,3.91034
168,0,3.85707
170,0,3.79701
172,0,3.73045
174,0,3.65772
176,0,3.57916
178,0,3.49516
180,0,3.40614
-180,2,3.3914
-178,2,3.29318
-176,2,3.19084
-174,2,3.08488
-172,2,2.97585
-170,2,2.86429
-168,2,2.75076
-166,2,2.63582
-164,2,2.52005
-162,2,2.40403
-160,2,2.28833
-158,2,2.17352
-156,2,2.06018
-154,2,1.94886
-152,2,1.84011
-150,2,1.73446
-148,2,1.63242
-146,2,1.5345
-144,2,1.44116
-142,2,1.35286
-140,2,1.27002
-138,2,1.19303
-136,2,1.12226
-134,2,1.05803
-132,2,1.00066
-130,2,0.950394
-128,2,0.907471
-126,2,0.872078
-124,2,0.84437
-122,2,0.824461
-120,2,0.812428
-118,2,0.808308
-116,2,0.8121
-114,2,0.823766
-112,2,0.843226
-110,2,0.870366
-108,2,0.905035
-106,2,0.947044
-104,2,0.996172
-102,2,1.05216
-100,2,1.11473
-98,2,1.18355
-96,2,1.25828
-94,2,1.33855
-92,2,1.42396
-90,2,1.51409
-88,2,1.60849
-86,2,1.7067
-84,2,1.80825
-82,2,1.91265
-80,2,2.0194
-78,2,2.12797
-76,2,2.23786
-74,2,2.34855
-72,2,2.4595
-70,2,2.57019
-68,2,2.68011
-66,2,2.78874
-64,2,2.89556
-62,2,3.00009
-60,2,3.10184
-58,2,3.20033
-56,2,3.29512
-54,2,3.38575
-52,2,3.47183
-50,2,3.55295
-48,2,3.62875
-46,2,3.69888
-44,2,3.76302
-42,2,3.82088
-40,2,3.8722
-38,2,3.91675
-36,2,3.95434
-34,2,3.98479
-32,2,4.00797
-30,2,4.02379
-28,2,4.03216
-26,2,4.03307
-24,2,4.02651
-22,2,4.01252
-20,2,3.99117
-18,2,3.96256
-16,2,3.92682
-14,2,3.88413
-12,2,3.83468
-10,2,3.77871
-8,2,3.71648
-6,2,3.64828
-4,2,3.57442
-2,2,3.49526
0,2,3.41116
2,2,3.32251
4,2,3.22974
6,2,3.13326
8,2,3.03354
10,2,2.93105
12,2,2.82626
14,2,2.71967
16,2,2.61179
18,2,2.50312
20,2,2.39418
22,2,2.28549
24,2,2.17758
26,2,2.07095
28,2,1.96613
30,2,1.86362
32,2,1.76391
34,2,1.6675
36,2,1.57485
38,2,1.48643
40,2,1.40267
42,2,1.32399
44,2,1.25078
46,2,1.18342
48,2,1.12224
50,2,1.06757
52,2,1.01968
54,2,0.97883
56,2,0.945242
58,2,0.9191
60,2,0.900553
62,2,0.889714
64,2,0.886659
66,2,0.891426
68,2,0.904014
70,2,0.924384
72,2,0.952457
74,2,0.988116
76,2,1.03121
78,2,1.08154
80,2,1.13887
82,2,1.20295
84,2,1.27347
86,2,1.3501
88,2,1.43247
90,2,1.52018
92,2,1.61282
94,2,1.70991
96,2,1.811
98,2,1.91558
100,2,2.02314
102,2,2.13314
104,2,2.24503
106,2,2.35825
108,2,2.47224
110,2,2.58642
112,2,2.70021
114,2,2.81304
116,2,2.92433
118,2,3.03352
120,2,3.14006
122,2,3.24339
124,2,3.34299
126,2,3.43835
128,2,3.52897
130,2,3.6144
132,2,3.69418
134,2,3.76791
136,2,3.83521
138,2,3.89572
140,2,3.94913
142,2,3.99517
144,2,4.03358
146,2,4.06418
148,2,4.0868
150,2,4.10131
152,2,4.10764
154,2,4.10575
156,2,4.09565
158,2,4.07738
160,2,4.05104
162,2,4.01675
164,2,3.97469
166,2,3.92506
168,2,3.86812
170,2,3.80416
172,2,3.73349
174,2,3.65648
176,2,3.57351
178,2,3.485
180,2,3.3914
-180,4,3.36706
-178,4,3.26465
-176,4,3.15816
-174,4,3.04813
-172,4,2.93513
-170,4,2.81975
-168,4,2.70257
-166,4,2.58419
-164,4,2.46522
-162,4,2.34626
-160,4,2.2279
-158,4,2.11074
-156,4,1.99536
-154,4,1.88235
-152,4,1.77225
-150,4,1.66561
-148,4,1.56295
-146,4,1.46476
-144,4,1.37152
-142,4,1.28367
-140,4,1.20163
-138,4,1.12576
-136,4,1.05643
-134,4,0.993954
-132,4,0.938597
-130,4,0.890604
-128,4,0.850177
-126,4,0.817477
-124,4,0.792627
-122,4,0.775711
-120,4,0.766771
-118,4,0.765812
-116,4,0.772798
-114,4,0.787654
-112,4,0.810268
-110,4,0.840492
-108,4,0.878141
-106,4,0.922994
-104,4,0.9748
-102,4,1.03327
-100,4,1.0981
-98,4,1.16895
-96,4,1.24543
-94,4,1.32717
-92,4,1.41375
-90,4,1.50474
-88,4,1.59969
-86,4,1.69812
-84,4,1.79958
-82,4,1.90355
-80,4,2.00956
-78,4,2.1171
-76,4,2.22566
-74,4,2.33475
-72,4,2.44385
-70,4,2.55246
-68,4,2.6601
-66,4,2.76627
-64,4,2.87051
-62,4,2.97234
-60,4,3.07132
-58,4,3.16701
-56,4,3.259
-54,4,3.34688
-52,4,3.43029
-50,4,3.50886
-48,4,3.58227
-46,4,3.6502
-44,4,3.71237
-42,4,3.76853
-40,4,3.81844
-38,4,3.8619
-36,4,3.89874
-34,4,3.92882
-32,4,3.95202
-30,4,3.96824
-28,4,3.97744
-26,4,3.97959
-24,4,3.97469
-22,4,3.96277
-20,4,3.94389
-18,4,3.91815
-16,4,3.88567
-14,4,3.84659
-12,4,3.80109
-10,4,3.74937
-8,4,3.69167
-6,4,3.62824
-4,4,3.55935
-2,4,3.48533
0,4,3.40648
2,4,3.32316
4,4,3.23575
6,4,3.14463
8,4,3.0502
10,4,2.95289
12,4,2.85315
14,4,2.75141
16,4,2.64815
18,4,2.54383
20,4,2.43894
22,4,2.33397
24,4,2.2294
26,4,2.12572
28,4,2.02344
30,4,1.92303
32,4,1.82499
34,4,1.72979
36,4,1.63791
38,4,1.54979
40,4,1.46589
42,4,1.38664
44,4,1.31243
46,4,1.24367
48,4,1.18071
50,4,1.12391
52,4,1.07357
54,4,1.02999
56,4,0.993408
58,4,0.964063
60,4,0.942138
62,4,0.927787
64,4,0.92113
66,4,0.922244
68,4,0.931172
70,4,0.947913
72,4,0.972431
74,4,1.00465
76,4,1.04444
78,4,1.09165
80,4,1.14608
82,4,1.2075
84,4,1.27561
86,4,1.35012
88,4,1.43067
90,4,1.51687
92,4,1.60832
94,4,1.70455
96,4,1.8051
98,4,1.90946
100,4,2.01711
102,4,2.1275
104,4,2.24006
106,4,2.35422
108,4,2.46939
110,4,2.58496
112,4,2.70033
114,4,2.81489
116,4,2.92803
118,4,3.03917
120,4,3.1477
122,4,3.25304
124,4,3.35463
126,4,3.45193
128,4,3.5444
130,4,3.63155
132,4,3.71291
134,4,3.78802
136,4,3.85649
138,4,3.91793
140,4,3.972
142,4,4.01842
144,4,4.05692
146,4,4.08728
148,4,4.10934
150,4,4.12296
152,4,4.12807
154,4,4.12464
156,4,4.11266
158,4,4.09221
160,4,4.06337
162,4,4.02631
164,4,3.9812
166,4,3.92828
168,4,3.86783
170,4,3.80016
172,4,3.72562
174,4,3.6446
176,4,3.55753
178,4,3.46486
180,4,3.36706
-180,6,3.33335
-178,6,3.22717
-176,6,3.11698
-174,6,3.00334
-172,6,2.88687
-170,6,2.76817
-168,6,2.64785
-166,6,2.52655
-164,6,2.40489
-162,6,2.2835
-160,6,2.16299
-158,6,2.04397
-156,6,1.92704
-154,6,1.81279
-152,6,1.70178
-150,6,1.59456
-148,6,1.49165
-146,6,1.39354
-144,6,1.3007
-142,6,1.21357
-140,6,1.13255
-138,6,1.05801
-136,6,0.990276
-134,6,0.929649
-132,6,0.876383
-130,6,0.830695
-128,6,0.79276
-126,6,0.762713
-124,6,0.740649
-122,6,0.726621
-120,6,0.720642
-118,6,0.722684
-116,6,0.732679
-114,6,0.750523
-112,6,0.776071
-110,6,0.809143
-108,6,0.849524
-106,6,0.896966
-104,6,0.951188
-102,6,1.01188
-100,6,1.07871
-98,6,1.1513
-96,6,1.22928
-94,6,1.31223
-92,6,1.39972
-90,6,1.49132
-88,6,1.58656
-86,6,1.68498
-84,6,1.7861
-82,6,1.88942
-80,6,1.99447
-78,6,2.10075
-76,6,2.20777
-74,6,2.31503
-72,6,2.42206
-70,6,2.52839
-68,6,2.63353
-66,6,2.73703
-64,6,2.83845
-62,6,2.93736
-60,6,3.03335
-58,6,3.12601
-56,6,3.21496
-54,6,3.29986
-52,6,3.38036
-50,6,3.45614
-48,6,3.52691
-46,6,3.5924
-44,6,3.65236
-42,6,3.70658
-40,6,3.75486
-38,6,3.79701
-36,6,3.83291
-34,6,3.86242
-32,6,3.88545
-30,6,3.90194
-28,6,3.91183
-26,6,3.91511
-24,6,3.91178
-22,6,3.90188
-20,6,3.88546
-18,6,3.86261
-16,6,3.83342
-14,6,3.79803
-12,6,3.75658
-10,6,3.70926
-8,6,3.65627
-6,6,3.59781
-4,6,3.53414
-2,6,3.46551
0,6,3.39221
2,6,3.31455
4,6,3.23284
6,6,3.14743
8,6,3.05868
10,6,2.96695
12,6,2.87264
14,6,2.77616
16,6,2.67793
18,6,2.57837
20,6,2.47792
22,6,2.37705
24,6,2.27619
26,6,2.17583
28,6,2.07643
30,6,1.97845
32,6,1.88238
34,6,1.78867
36,6,1.69779
38,6,1.61021
40,6,1.52637
42,6,1.4467
44,6,1.37164
46,6,1.30159
48,6,1.23695
50,6,1.17807
52,6,1.12532
54,6,1.07901
56,6,1.03943
58,6,1.00685
60,6,0.981501
62,6,0.963574
64,6,0.953231
66,6,0.950598
68,6,0.955757
70,6,0.968753
72,6,0.989589
74,6,1.01823
76,6,1.05458
78,6,1.09853
80,6,1.1499
82,6,1.20849
84,6,1.27404
86,6,1.34627
88,6,1.42483
90,6,1.50935
92,6,1.59943
94,6,1.69462
96,6,1.79445
98,6,1.8984
100,6,2.00594
102,6,2.11651
104,6,2.22954
106,6,2.34442
108,6,2.46053
110,6,2.57725
112,6,2.69395
114,6,2.80999
116,6,2.92473
118,6,3.03753
120,6,3.14778
122,6,3.25485
124,6,3.35815
126,6,3.45709
128,6,3.55112
130,6,3.6397
132,6,3.72233
134,6,3.79854
136,6,3.86789
138,6,3.92999
140,6,3.98447
142,6,4.03102
144,6,4.06938
146,6,4.0993
148,6,4.12062
150,6,4.13321
152,6,4.13698
154,6,4.13191
156,6,4.11801
158,6,4.09534
160,6,4.06403
162,6,4.02424
164,6,3.97618
166,6,3.92011
168,6,3.85632
170,6,3.78516
172,6,3.707
174,6,3.62228
176,6,3.53143
178,6,3.43495
180,6,3.33335
-180,8,3.29061
-178,8,3.1811
-176,8,3.06766
-174,8,2.9509
-172,8,2.83145
-170,8,2.70994
-168,8,2.58701
-166,8,2.46332
-164,8,2.3395
-162,8,2.2162
-160,8,2.09405
-158,8,1.97367
-156,8,1.85568
-154,8,1.74065
-152,8,1.62917
-150,8,1.52178
-148,8,1.419
-146,8,1.32132
-144,8,1.2292
-142,8,1.14306
-140,8,1.0633
-138,8,0.990271
-136,8,0.924286
-134,8,0.865623
-132,8,0.814516
-130,8,0.771159
-128,8,0.735704
-126,8,0.708261
-124,8,0.688898
-122,8,0.67764
-120,8,0.674472
-118,8,0.679339
-116,8,0.692143
-114,8,0.712751
-112,8,0.740991
-110,8,0.776654
-108,8,0.819498
-106,8,0.86925
-104,8,0.925604
-102,8,0.988227
-100,8,1.05676
-98,8,1.13082
-96,8,1.21
-94,8,1.29388
-92,8,1.38202
-90,8,1.47396
-88,8,1.56924
-86,8,1.66739
-84,8,1.76793
-82,8,1.87037
-80,8,1.97423
-78,8,2.07903
-76,8,2.18428
-74,8,2.28952
-72,8,2.39428
-70,8,2.4981
-68,8,2.60054
-66,8,2.70117
-64,8,2.79958
-62,8,2.89536
-60,8,2.98815
-58,8,3.07757
-56,8,3.16328
-54,8,3.24497
-52,8,3.32234
-50,8,3.39511
-48,8,3.46302
-46,8,3.52585
-44,8,3.5834
-42,8,3.63546
-40,8,3.68189
-38,8,3.72254
-36,8,3.75729
-34,8,3.78606
-32,8,3.80876
-30,8,3.82536
-28,8,3.83581
-26,8,3.84011
-24,8,3.83828
-22,8,3.83034
-20,8,3.81635
-18,8,3.79637
-16,8,3.77051
-14,8,3.73887
-12,8,3.70157
-10,8,3.65877
-8,8,3.61063
-6,8,3.55733
-4,8,3.49908
-2,8,3.43609
0,8,3.3686
2,8,3.29687
4,8,3.22118
6,8,3.1418
8,8,3.05905
10,8,2.97324
12,8,2.88473
14,8,2.79387
16,8,2.70102
18,8,2.60657
20,8,2.51093
22,8,2.4145
24,8,2.3177
26,8,2.22098
28,8,2.12476
30,8,2.02951
32,8,1.93566
34,8,1.8437
36,8,1.75406
38,8,1.66721
40,8,1.5836
42,8,1.50369
44,8,1.42791
46,8,1.35668
48,8,1.29044
50,8,1.22956
52,8,1.17445
54,8,1.12544
56,8,1.08287
58,8,1.04705
60,8,1.01824
62,8,0.9967
64,8,0.982622
66,8,0.976177
68,8,0.977495
70,8,0.986663
72,8,1.00373
74,8,1.02868
76,8,1.06149
78,8,1.10207
80,8,1.15026
82,8,1.20591
84,8,1.26877
86,8,1.33857
88,8,1.415
90,8,1.49769
92,8,1.58625
94,8,1.68024
96,8,1.77917
98,8,1.88253
100,8,1.98978
102,8,2.10034
104,8,2.21362
106,8,2.329
108,8,2.44583
110,8,2.56347
112,8,2.68125
114,8,2.79851
116,8,2.91457
118,8,3.02877
120,8,3.14045
122,8,3.24896
124,8,3.35366
126,8,3.45395
128,8,3.54924
130,8,3.63895
132,8,3.72257
134,8,3.79958
136,8,3.86954
138,8,3.93203
140,8,3.98666
142,8,4.03311
144,8,4.0711
146,8,4.1004
148,8,4.12081
150,8,4.13222
152,8,4.13453
154,8,4.12774
156,8,4.11186
158,8,4.08698
160,8,4.05323
162,8,4.01078
164,8,3.95988
166,8,3.90079
168,8,3.83386
170,8,3.75943
172,8,3.67793
174,8,3.5898
176,8,3.49552
178,8,3.39561
180,8,3.29061
-180,10,3.23929
-178,10,3.12688
-176,10,3.01066
-174,10,2.89126
-172,10,2.76934
-170,10,2.64554
-168,10,2.52053
-166,10,2.39497
-164,10,2.26952
-162,10,2.14484
-160,10,2.02157
-158,10,1.90034
-156,10,1.78177
-154,10,1.66644
-152,10,1.55494
-150,10,1.44779
-148,10,1.34552
-146,10,1.24861
-144,10,1.15751
-142,10,1.07264
-140,10,0.994371
-138,10,0.923042
-136,10,0.85895
-134,10,0.802354
-132,10,0.753467
-130,10,0.712462
-128,10,0.679467
-126,10,0.654569
-124,10,0.637811
-122,10,0.629193
-120,10,0.628676
-118,10,0.636176
-116,10,0.651573
-114,10,0.674707
-112,10,0.70538
-110,10,0.74336
-108,10,0.788382
-106,10,0.840147
-104,10,0.898331
-102,10,0.962578
-100,10,1.03251
-98,10,1.10773
-96,10,1.18782
-94,10,1.27233
-92,10,1.36082
-90,10,1.45283
-88,10,1.54789
-86,10,1.64551
-84,10,1.74522
-82,10,1.84654
-80,10,1.94899
-78,10,2.05208
-76,10,2.15537
-74,10,2.25838
-72,10,2.36067
-70,10,2.4618
-68,10,2.56135
-66,10,2.65893
-64,10,2.75414
-62,10,2.84661
-60,10,2.93601
-58,10,3.022
-56,10,3.10428
-54,10,3.18258
-52,10,3.25662
-50,10,3.32618
-48,10,3.39105
-46,10,3.45103
-44,10,3.50595
-42,10,3.55567
-40,10,3.60006
-38,10,3.63902
-36,10,3.67246
-34,10,3.70031
-32,10,3.72254
-30,10,3.7391
-28,10,3.74999
-26,10,3.75521
-24,10,3.75479
-22,10,3.74875
-20,10,3.73715
-18,10,3.72005
-16,10,3.69752
-14,10,3.66967
-12,10,3.63658
-10,10,3.5984
-8,10,3.55523
-6,10,3.50724
-4,10,3.45459
-2,10,3.39744
0,10,3.33598
2,10,3.27043
4,10,3.201
6,10,3.12793
8,10,3.05147
10,10,2.97189
12,10,2.88948
14,10,2.80454
16,10,2.7174
18,10,2.62837
20,10,2.53784
22,10,2.44615
24,10,2.3537
26,10,2.26089
28,10,2.16813
30,10,2.07585
32,10,1.98448
34,10,1.89447
36,10,1.80628
38,10,1.72035
40,10,1.63715
42,10,1.55713
44,10,1.48075
46,10,1.40847
48,10,1.34071
50,10,1.27791
52,10,1.22049
54,10,1.16882
56,10,1.12329
58,10,1.08424
60,10,1.05199
62,10,1.02682
64,10,1.00899
66,10,0.998706
68,10,0.996144
70,10,1.00144
72,10,1.01467
74,10,1.03589
76,10,1.06509
78,10,1.10221
80,10,1.14715
82,10,1.19975
84,10,1.25982
86,10,1.3271
88,10,1.40128
90,10,1.48202
92,10,1.56893
94,10,1.66156
96,10,1.75944
98,10,1.86205
100,10,1.96883
102,10,2.07919
104,10,2.19253
106,10,2.30819
108,10,2.42552
110,10,2.54383
112,10,2.66245
114,10,2.78066
116,10,2.89778
118,10,3.0131
120,10,3.12592
122,10,3.23558
124,10,3.3414
126,10,3.44273
128,10,3.53897
130,10,3.62952
132,10,3.71383
134,10,3.79137
136,10,3.86166
138,10,3.92426
140,10,3.9788
142,10,4.02492
144,10,4.06234
146,10,4.09081
148,10,4.11015
150,10,4.12025
152,10,4.12101
154,10,4.11243
156,10,4.09455
158,10,4.06745
160,10,4.03129
162,10,3.98627
164,10,3.93264
166,10,3.87071
168,10,3.80083
170,10,3.72338
172,10,3.63881
174,10,3.54758
176,10,3.45022
178,10,3.34727
180,10,3.23929
-180,12,3.17991
-178,12,3.06505
-176,12,2.94652
-174,12,2.82498
-172,12,2.70108
-170,12,2.57551
-168,12,2.44894
-166,12,2.32204
-164,12,2.19549
-162,12,2.06996
-160,12,1.94608
-158,12,1.8245
-156,12,1.70583
-154,12,1.59066
-152,12,1.47956
-150,12,1.37307
-148,12,1.27169
-146,12,1.1759
-144,12,1.08613
-142,12,1.00278
-140,12,0.926228
-138,12,0.856782
-136,12,0.794724
-134,12,0.740291
-132,12,0.693679
-130,12,0.655038
-128,12,0.624475
-126,12,0.602055
-124,12,0.587797
-122,12,0.58168
-120,12,0.583641
-118,12,0.593573
-116,12,0.611335
-114,12,0.636743
-112,12,0.669579
-110,12,0.709589
-108,12,0.756488
-106,12,0.809958
-104,12,0.869655
-102,12,0.935209
-100,12,1.00622
-98,12,1.08229
-96,12,1.16297
-94,12,1.24781
-92,12,1.33637
-90,12,1.42816
-88,12,1.52271
-86,12,1.61954
-84,12,1.71818
-82,12,1.81814
-80,12,1.91894
-78,12,2.02013
-76,12,2.12124
-74,12,2.22183
-72,12,2.32147
-70,12,2.41973
-68,12,2.51623
-66,12,2.61058
-64,12,2.70243
-62,12,2.79143
-60,12,2.87728
-58,12,2.95969
-56,12,3.03838
-54,12,3.11311
-52,12,3.18367
-50,12,3.24986
-48,12,3.31151
-46,12,3.36847
-44,12,3.4206
-42,12,3.4678
-40,12,3.50999
-38,12,3.5471
-36,12,3.57906
-34,12,3.60586
-32,12,3.62746
-30,12,3.64387
-28,12,3.65509
-26,12,3.66113
-24,12,3.66203
-22,12,3.65783
-20,12,3.64857
-18,12,3.63432
-16,12,3.61513
-14,12,3.59109
-12,12,3.56227
-10,12,3.52877
-8,12,3.49068
-6,12,3.44811
-4,12,3.40119
-2,12,3.35003
0,12,3.29479
2,12,3.23561
4,12,3.17266
6,12,3.10613
8,12,3.0362
10,12,2.96309
12,12,2.88703
14,12,2.80827
16,12,2.72708
18,12,2.64374
20,12,2.55856
22,12,2.47187
24,12,2.38402
26,12,2.29536
28,12,2.20628
30,12,2.11719
32,12,2.0285
34,12,1.94064
36,12,1.85406
38,12,1.76922
40,12,1.68657
42,12,1.60658
44,12,1.52974
46,12,1.45649
48,12,1.38733
50,12,1.32268
52,12,1.26302
54,12,1.20876
56,12,1.16032
58,12,1.11808
60,12,1.08241
62,12,1.05364
64,12,1.03207
66,12,1.01795
68,12,1.0115
70,12,1.01291
72,12,1.0223
74,12,1.03976
76,12,1.06531
78,12,1.09893
80,12,1.14057
82,12,1.19007
84,12,1.24728
86,12,1.31195
88,12,1.3838
90,12,1.46249
92,12,1.54764
94,12,1.6388
96,12,1.73549
98,12,1.83719
100,12,1.94333
102,12,2.05331
104,12,2.16651
106,12,2.28225
108,12,2.39985
110,12,2.51861
112,12,2.63781
114,12,2.75673
116,12,2.87463
118,12,2.99078
120,12,3.10447
122,12,3.21498
124,12,3.32161
126,12,3.4237
128,12,3.5206
130,12,3.61169
132,12,3.6964
134,12,3.77418
136,12,3.84453
138,12,3.907
140,12,3.9612
142,12,4.00677
144,12,4.04341
146,12,4.07089
148,12,4.08902
150,12,4.09768
152,12,4.0968
154,12,4.08638
156,12,4.06647
158,12,4.03718
160,12,3.99867
162,12,3.95117
164,12,3.89496
166,12,3.83035
168,12,3.75773
170,12,3.67751
172,12,3.59015
174,12,3.49616
176,12,3.39607
178,12,3.29046
180,12,3.17991
-180,14,3.11311
-178,14,2.99624
-176,14,2.87586
-174,14,2.75265
-172,14,2.62728
-170,14,2.50044
-168,14,2.37282
-166,14,2.24511
-164,14,2.11798
-162,14,1.9921
-160,14,1.86812
-158,14,1.74668
-156,14,1.62839
-154,14,1.51382
-152,14,1.40356
-150,14,1.29811
-148,14,1.19799
-146,14,1.10364
-144,14,1.01549
-142,14,0.933935
-140,14,0.859309
-138,14,0.791919
-136,14,0.732025
-134,14,0.679846
-132,14,0.635555
-130,14,0.599283
-128,14,0.571116
-126,14,0.551098
-124,14,0.539228
-122,14,0.535465
-120,14,0.539723
-118,14,0.551879
-116,14,0.571769
-114,14,0.599192
-112,14,0.633911
-110,14,0.675655
-108,14,0.724122
-106,14,0.778978
-104,14,0.839865
-102,14,0.906397
-100,14,0.978168
-98,14,1.05475
-96,14,1.1357
-94,14,1.22057
-92,14,1.30888
-90,14,1.40017
-88,14,1.49394
-86,14,1.58972
-84,14,1.68704
-82,14,1.7854
-80,14,1.88435
-78,14,1.98342
-76,14,2.08217
-74,14,2.18016
-72,14,2.27697
-70,14,2.37221
-68,14,2.4655
-66,14,2.55648
-64,14,2.64483
-62,14,2.73023
-60,14,2.8124
-58,14,2.89108
-56,14,2.96605
-54,14,3.03709
-52,14,3.10403
-50,14,3.16672
-48,14,3.22501
-46,14,3.2788
-44,14,3.328
-42,14,3.37255
-40,14,3.4124
-38,14,3.44751
-36,14,3.47787
-34,14,3.50347
-32,14,3.52433
-30,14,3.54047
-28,14,3.5519
-26,14,3.55867
-24,14,3.56082
-22,14,3.55839
-20,14,3.55143
-18,14,3.53999
-16,14,3.52413
-14,14,3.5039
-12,14,3.47937
-10,14,3.4506
-8,14,3.41764
-6,14,3.38058
-4,14,3.33949
-2,14,3.29445
0,14,3.24555
2,14,3.19289
4,14,3.13658
6,14,3.07675
8,14,3.01353
10,14,2.94708
12,14,2.87757
14,14,2.80519
16,14,2.73016
18,14,2.65271
20,14,2.57309
22,14,2.4916
24,14,2.40853
26,14,2.32421
28,14,2.239
30,14,2.15327
32,14,2.06742
34,14,1.98187
36,14,1.89706
38,14,1.81344
40,14,1.73148
42,14,1.65165
44,14,1.57445
46,14,1.50036
48,14,1.42987
50,14,1.36348
52,14,1.30166
54,14,1.24488
56,14,1.1936
58,14,1.14824
60,14,1.10921
62,14,1.07689
64,14,1.05162
66,14,1.0337
68,14,1.02341
70,14,1.02096
72,14,1.02653
74,14,1.04023
76,14,1.06214
78,14,1.09227
80,14,1.13057
82,14,1.17696
84,14,1.23127
86,14,1.29329
88,14,1.36274
90,14,1.4393
92,14,1.52259
94,14,1.61217
96,14,1.70755
98,14,1.8082
100,14,1.91356
102,14,2.02299
104,14,2.13586
106,14,2.25148
108,14,2.36913
110,14,2.48811
112,14,2.60765
114,14,2.72701
116,14,2.84543
118,14,2.96215
120,14,3.07641
122,14,3.18748
124,14,3.29464
126,14,3.39719
128,14,3.49446
130,14,3.5858
132,14,3.67063
134,14,3.74837
136,14,3.81853
138,14,3.88063
140,14,3.93426
142,14,3.97906
144,14,4.01475
146,14,4.04108
148,14,4.05786
150,14,4.06499
152,14,4.0624
154,14,4.0501
156,14,4.02816
158,14,3.99671
160,14,3.95592
162,14,3.90605
164,14,3.84739
166,14,3.78029
168,14,3.70515
170,14,3.62241
172,14,3.53257
174,14,3.43614
176,14,3.33368
178,14,3.2258
180,14,3.11311
-180,16,3.03955
-178,16,2.92112
-176,16,2.79935
-174,16,2.67494
-172,16,2.54859
-170,16,2.42098
-168,16,2.29281
-166,16,2.16479
-164,16,2.03758
-162,16,1.91185
-160,16,1.78825
-158,16,1.66742
-156,16,1.54996
-154,16,1.43644
-152,16,1.32741
-150,16,1.22339
-148,16,1.12487
-146,16,1.03228
-144,16,0.94604
-142,16,0.866509
-140,16,0.794015
