Phi[deg],Theta[deg],RealizedGainTheta
144,2,0.641574
146,2,0.655283
148,2,0.674603
150,2,0.699443
152,2,0.729682
154,2,0.765176
156,2,0.805753
158,2,0.851217
160,2,0.901349
162,2,0.955906
164,2,1.01462
166,2,1.07722
168,2,1.14338
170,2,1.2128
172,2,1.28512
174,2,1.36002
176,2,1.43711
178,2,1.51602
180,2,1.59637
-180,4,1.58649
-178,4,1.66751
-176,4,1.74916
-174,4,1.83105
-172,4,1.91279
-170,4,1.99396
-168,4,2.07419
-166,4,2.15308
-164,4,2.23024
-162,4,2.3053
-160,4,2.37791
-158,4,2.4477
-156,4,2.51434
-154,4,2.5775
-152,4,2.63689
-150,4,2.69222
-148,4,2.74321
-146,4,2.78963
-144,4,2.83125
-142,4,2.86787
-140,4,2.89932
-138,4,2.92544
-136,4,2.94611
-134,4,2.96124
-132,4,2.97074
-130,4,2.97458
-128,4,2.97273
-126,4,2.96521
-124,4,2.95205
-122,4,2.93331
-120,4,2.90908
-118,4,2.87949
-116,4,2.84466
-114,4,2.80477
-112,4,2.76001
-110,4,2.71059
-108,4,2.65674
-106,4,2.59874
-104,4,2.53684
-102,4,2.47135
-100,4,2.40258
-98,4,2.33087
-96,4,2.25655
-94,4,2.17999
-92,4,2.10154
-90,4,2.0216
-88,4,1.94054
-86,4,1.85875
-84,4,1.77664
-82,4,1.69459
-80,4,1.61301
-78,4,1.53229
-76,4,1.45283
-74,4,1.37501
-72,4,1.29921
-70,4,1.2258
-68,4,1.15514
-66,4,1.08758
-64,4,1.02345
-62,4,0.963059
-60,4,0.906708
-58,4,0.854675
-56,4,0.807216
-54,4,0.764564
-52,4,0.726931
-50,4,0.694502
-48,4,0.667438
-46,4,0.645872
-44,4,0.629911
-42,4,0.619633
-40,4,0.615088
-38,4,0.616298
-36,4,0.623257
-34,4,0.635927
-32,4,0.654246
-30,4,0.678119
-28,4,0.707427
-26,4,0.742022
-24,4,0.78173
-22,4,0.826351
-20,4,0.875662
-18,4,0.929414
-16,4,0.987339
-14,4,1.04915
-12,4,1.11452
-10,4,1.18315
-8,4,1.25468
-6,4,1.32876
-4,4,1.40501
-2,4,1.48306
0,4,1.56253
2,4,1.64301
4,4,1.72411
6,4,1.80542
8,4,1.88656
10,4,1.96711
12,4,2.04668
14,4,2.12488
16,4,2.20134
18,4,2.27566
20,4,2.3475
22,4,2.41651
24,4,2.48234
26,4,2.54468
28,4,2.60324
30,4,2.65772
32,4,2.70787
34,4,2.75345
36,4,2.79423
38,4,2.83004
40,4,2.86069
42,4,2.88605
44,4,2.90599
46,4,2.92043
48,4,2.9293
50,4,2.93256
52,4,2.9302
54,4,2.92223
56,4,2.9087
58,4,2.88969
60,4,2.86527
62,4,2.83558
64,4,2.80076
66,4,2.76097
68,4,2.71643
70,4,2.66733
72,4,2.61392
74,4,2.55646
76,4,2.49523
78,4,2.43052
80,4,2.36264
82,4,2.29193
84,4,2.21872
86,4,2.14336
88,4,2.06623
90,4,1.98769
92,4,1.90813
94,4,1.82792
96,4,1.74746
98,4,1.66714
100,4,1.58734
102,4,1.50846
104,4,1.43088
106,4,1.35497
108,4,1.28111
110,4,1.20965
112,4,1.14095
114,4,1.07535
116,4,1.01316
118,4,0.95469
120,4,0.900235
122,4,0.850061
124,4,0.804417
126,4,0.763531
128,4,0.727608
130,4,0.696828
132,4,0.671347
134,4,0.651295
136,4,0.636775
138,4,0.627866
140,4,0.624614
142,4,0.627042
144,4,0.635144
146,4,0.648885
148,4,0.668202
150,4,0.693006
152,4,0.723179
154,4,0.758579
156,4,0.799036
158,4,0.844355
160,4,0.894317
162,4,0.948682
164,4,1.00718
166,4,1.06954
168,4,1.13545
170,4,1.20459
172,4,1.27662
174,4,1.3512
176,4,1.42795
178,4,1.50651
180,4,1.58649
-180,6,1.56652
-178,6,1.64681
-176,6,1.72771
-174,6,1.80883
-172,6,1.88976
-170,6,1.97011
-168,6,2.04949
-166,6,2.12752
-164,6,2.20381
-162,6,2.27799
-160,6,2.34971
-158,6,2.41862
-156,6,2.48439
-154,6,2.54671
-152,6,2.60528
-150,6,2.65982
-148,6,2.71007
-146,6,2.75579
-144,6,2.79677
-142,6,2.83282
-140,6,2.86377
-138,6,2.88947
-136,6,2.90981
-134,6,2.92469
-132,6,2.93405
-130,6,2.93784
-128,6,2.93606
-126,6,2.9287
-124,6,2.9158
-122,6,2.89744
-120,6,2.87369
-118,6,2.84466
-116,6,2.81051
-114,6,2.77137
-112,6,2.72745
-110,6,2.67894
-108,6,2.62607
-106,6,2.56909
-104,6,2.50827
-102,6,2.44389
-100,6,2.37626
-98,6,2.30569
-96,6,2.23251
-94,6,2.15708
-92,6,2.07975
-90,6,2.00088
-88,6,1.92085
-86,6,1.84004
-84,6,1.75884
-82,6,1.67765
-80,6,1.59684
-78,6,1.51681
-76,6,1.43796
-74,6,1.36065
-72,6,1.28528
-70,6,1.21221
-68,6,1.1418
-66,6,1.07439
-64,6,1.01032
-62,6,0.949918
-60,6,0.893472
-58,6,0.841268
-56,6,0.793567
-54,6,0.75061
-52,6,0.712613
-50,6,0.679768
-48,6,0.652242
-46,6,0.630173
-44,6,0.613674
-42,6,0.60283
-40,6,0.597695
-38,6,0.598294
-36,6,0.604626
-34,6,0.616657
-32,6,0.634325
-30,6,0.657539
-28,6,0.68618
-26,6,0.7201
-24,6,0.759124
-22,6,0.803053
-20,6,0.85166
-18,6,0.904696
-16,6,0.961889
-14,6,1.02295
-12,6,1.08755
-10,6,1.15539
-8,6,1.22609
-6,6,1.29932
-4,6,1.37469
-2,6,1.45182
0,6,1.53033
2,6,1.60982
4,6,1.68988
6,6,1.77013
8,6,1.85017
10,6,1.92958
12,6,2.00799
14,6,2.085
16,6,2.16024
18,6,2.23334
20,6,2.30394
22,6,2.3717
24,6,2.4363
26,6,2.49743
28,6,2.55479
30,6,2.60812
32,6,2.65716
34,6,2.70168
36,6,2.74148
38,6,2.77637
40,6,2.8062
42,6,2.83083
44,6,2.85014
46,6,2.86407
48,6,2.87254
50,6,2.87553
52,6,2.87304
54,6,2.86507
56,6,2.85168
58,6,2.83294
60,6,2.80895
62,6,2.77981
64,6,2.74569
66,6,2.70673
68,6,2.66314
70,6,2.61513
72,6,2.56291
74,6,2.50675
76,6,2.44691
78,6,2.38368
80,6,2.31736
82,6,2.24827
84,6,2.17673
86,6,2.10308
88,6,2.02769
90,6,1.9509
92,6,1.87308
94,6,1.79462
96,6,1.71587
98,6,1.63724
100,6,1.55908
102,6,1.48179
104,6,1.40573
106,6,1.33128
108,6,1.2588
110,6,1.18864
112,6,1.12116
114,6,1.05667
116,6,0.995518
118,6,0.937991
120,6,0.884382
122,6,0.83496
124,6,0.789976
126,6,0.749659
128,6,0.714218
130,6,0.683835
132,6,0.658671
134,6,0.638859
136,6,0.624508
138,6,0.615697
140,6,0.612482
142,6,0.614888
144,6,0.622912
146,6,0.636525
148,6,0.655668
150,6,0.680254
152,6,0.710171
154,6,0.745276
156,6,0.785403
158,6,0.830359
160,6,0.879927
162,6,0.933866
164,6,0.991914
166,6,1.05379
168,6,1.11918
170,6,1.18778
172,6,1.25924
174,6,1.33321
176,6,1.40933
178,6,1.48723
180,6,1.56652
-180,8,1.53708
-178,8,1.61634
-176,8,1.69616
-174,8,1.77617
-172,8,1.85595
-170,8,1.93513
-168,8,2.0133
-166,8,2.09009
-164,8,2.16513
-162,8,2.23804
-160,8,2.30849
-158,8,2.37613
-156,8,2.44065
-154,8,2.50173
-152,8,2.55909
-150,8,2.61246
-148,8,2.6616
-146,8,2.70628
-144,8,2.74629
-142,8,2.78146
-140,8,2.81163
-138,8,2.83666
-136,8,2.85644
-134,8,2.8709
-132,8,2.87997
-130,8,2.88361
-128,8,2.88182
-126,8,2.8746
-124,8,2.862
-122,8,2.84409
-120,8,2.82093
-118,8,2.79266
-116,8,2.75938
-114,8,2.72127
-112,8,2.67848
-110,8,2.63123
-108,8,2.57972
-106,8,2.52419
-104,8,2.46489
-102,8,2.40209
-100,8,2.33608
-98,8,2.26717
-96,8,2.19566
-94,8,2.12189
-92,8,2.0462
-90,8,1.96894
-88,8,1.89047
-86,8,1.81116
-84,8,1.73138
-82,8,1.65152
-80,8,1.57195
-78,8,1.49305
-76,8,1.41522
-74,8,1.33882
-72,8,1.26423
-70,8,1.19181
-68,8,1.12193
-66,8,1.05494
-64,8,0.99117
-62,8,0.93094
-60,8,0.874558
-58,8,0.822313
-56,8,0.774471
-54,8,0.73128
-52,8,0.692963
-50,8,0.659721
-48,8,0.631727
-46,8,0.609128
-44,8,0.592045
-42,8,0.580567
-40,8,0.574757
-38,8,0.574645
-36,8,0.580235
-34,8,0.591497
-32,8,0.608373
-30,8,0.630774
-28,8,0.658582
-26,8,0.691652
-24,8,0.729807
-22,8,0.772847
-20,8,0.820545
-18,8,0.872649
-16,8,0.928885
-14,8,0.988956
-12,8,1.05255
-10,8,1.11933
-8,8,1.18895
-6,8,1.26104
-4,8,1.33524
-2,8,1.41116
0,8,1.4884
2,8,1.56658
4,8,1.6453
6,8,1.72415
8,8,1.80273
10,8,1.88066
12,8,1.95755
14,8,2.03301
16,8,2.10667
18,8,2.17818
20,8,2.24719
22,8,2.31336
24,8,2.37637
26,8,2.43594
28,8,2.49179
30,8,2.54364
32,8,2.59127
34,8,2.63446
36,8,2.67302
38,8,2.70676
40,8,2.73556
42,8,2.75928
44,8,2.77783
46,8,2.79114
48,8,2.79915
50,8,2.80184
52,8,2.79922
54,8,2.7913
56,8,2.77814
58,8,2.7598
60,8,2.73639
62,8,2.70803
64,8,2.67484
66,8,2.637
68,8,2.59469
70,8,2.5481
72,8,2.49746
74,8,2.443
76,8,2.38499
78,8,2.32369
80,8,2.2594
82,8,2.1924
84,8,2.12303
86,8,2.05159
88,8,1.97843
90,8,1.90388
92,8,1.82831
94,8,1.75207
96,8,1.67551
98,8,1.59901
100,8,1.52293
102,8,1.44764
104,8,1.3735
106,8,1.30087
108,8,1.23011
110,8,1.16156
112,8,1.09557
114,8,1.03246
116,8,0.972548
118,8,0.916144
120,8,0.863532
122,8,0.814982
124,8,0.770748
126,8,0.731062
128,8,0.696135
130,8,0.666156
132,8,0.641288
134,8,0.621672
136,8,0.607421
138,8,0.598623
140,8,0.595337
142,8,0.597596
144,8,0.605402
146,8,0.618733
148,8,0.637533
150,8,0.661722
152,8,0.691191
154,8,0.725802
156,8,0.765391
158,8,0.809768
160,8,0.858718
162,8,0.912001
164,8,0.969356
166,8,1.0305
168,8,1.09513
170,8,1.16292
172,8,1.23354
174,8,1.30664
176,8,1.38184
178,8,1.45878
180,8,1.53708
-180,10,1.49898
-178,10,1.57692
-176,10,1.65538
-174,10,1.73397
-172,10,1.8123
-170,10,1.88998
-168,10,1.96662
-166,10,2.04184
-164,10,2.11529
-162,10,2.1866
-160,10,2.25543
-158,10,2.32145
-156,10,2.38435
-154,10,2.44384
-152,10,2.49965
-150,10,2.55152
-148,10,2.59921
-146,10,2.64252
-144,10,2.68125
-142,10,2.71524
-140,10,2.74436
-138,10,2.76846
-136,10,2.78748
-134,10,2.80132
-132,10,2.80993
-130,10,2.81331
-128,10,2.81143
-126,10,2.80432
-124,10,2.79202
-122,10,2.7746
-120,10,2.75213
-118,10,2.72473
-116,10,2.69252
-114,10,2.65563
-112,10,2.61425
-110,10,2.56855
-108,10,2.51873
-106,10,2.46501
-104,10,2.40763
-102,10,2.34684
-100,10,2.2829
-98,10,2.2161
-96,10,2.14674
-94,10,2.07512
-92,10,2.00156
-90,10,1.9264
-88,10,1.84998
-86,10,1.77265
-84,10,1.69476
-82,10,1.61669
-80,10,1.53879
-78,10,1.46145
-76,10,1.38502
-74,10,1.30989
-72,10,1.23643
-70,10,1.16499
-68,10,1.09593
-66,10,1.02961
-64,10,0.966359
-62,10,0.906504
-60,10,0.850356
-58,10,0.79821
-56,10,0.750339
-54,10,0.707
-52,10,0.668425
-50,10,0.634822
-48,10,0.606374
-46,10,0.583236
-44,10,0.565538
-42,10,0.553378
-40,10,0.546826
-38,10,0.54592
-36,10,0.550667
-34,10,0.561045
-32,10,0.576999
-30,10,0.598445
-28,10,0.625266
-26,10,0.657317
-24,10,0.694425
-22,10,0.736387
-20,10,0.782976
-18,10,0.833938
-16,10,0.888997
-14,10,0.947854
-12,10,1.01019
-10,10,1.07567
-8,10,1.14395
-6,10,1.21465
-4,10,1.28741
-2,10,1.36183
0,10,1.43753
2,10,1.51411
4,10,1.59117
6,10,1.66832
8,10,1.74515
10,10,1.82129
12,10,1.89634
14,10,1.96994
16,10,2.04171
18,10,2.11132
20,10,2.17842
22,10,2.24268
24,10,2.30382
26,10,2.36154
28,10,2.41559
30,10,2.4657
32,10,2.51167
34,10,2.55329
36,10,2.59038
38,10,2.62279
40,10,2.65038
42,10,2.67305
44,10,2.69071
46,10,2.7033
48,10,2.71079
50,10,2.71315
52,10,2.7104
54,10,2.70257
56,10,2.68971
58,10,2.67189
60,10,2.64921
62,10,2.62179
64,10,2.58975
66,10,2.55327
68,10,2.5125
70,10,2.46765
72,10,2.41891
74,10,2.36652
76,10,2.31071
78,10,2.25174
80,10,2.18989
82,10,2.12542
84,10,2.05864
86,10,1.98985
88,10,1.91937
90,10,1.84752
92,10,1.77463
94,10,1.70105
96,10,1.62711
98,10,1.55316
100,10,1.47956
102,10,1.40665
104,10,1.33479
106,10,1.26432
108,10,1.19559
110,10,1.12895
112,10,1.06471
114,10,1.00321
116,10,0.944762
118,10,0.889662
120,10,0.838201
122,10,0.790651
124,10,0.747265
126,10,0.708279
128,10,0.67391
130,10,0.64435
132,10,0.619771
134,10,0.600319
136,10,0.586115
138,10,0.577253
140,10,0.573801
142,10,0.575799
144,10,0.583257
146,10,0.596159
148,10,0.614456
150,10,0.638075
152,10,0.666912
154,10,0.700833
156,10,0.73968
158,10,0.783265
160,10,0.831377
162,10,0.883778
164,10,0.940208
166,10,1.00038
168,10,1.064
170,10,1.13074
172,10,1.20027
174,10,1.27222
176,10,1.34625
178,10,1.42196
180,10,1.49898
-180,12,1.45318
-178,12,1.52954
-176,12,1.60638
-174,12,1.68329
-172,12,1.7599
-170,12,1.83581
-168,12,1.91064
-166,12,1.98402
-164,12,2.05558
-162,12,2.12499
-160,12,2.19189
-158,12,2.25599
-156,12,2.31698
-154,12,2.37457
-152,12,2.42852
-150,12,2.47857
-148,12,2.52452
-146,12,2.56617
-144,12,2.60334
-142,12,2.63589
-140,12,2.6637
-138,12,2.68665
-136,12,2.70467
-134,12,2.71771
-132,12,2.72572
-130,12,2.7287
-128,12,2.72664
-126,12,2.71957
-124,12,2.70755
-122,12,2.69063
-120,12,2.6689
-118,12,2.64246
-116,12,2.61144
-114,12,2.57596
-112,12,2.53618
-110,12,2.49228
-108,12,2.44443
-106,12,2.39283
-104,12,2.3377
-102,12,2.27928
-100,12,2.2178
-98,12,2.15352
-96,12,2.08672
-94,12,2.01768
-92,12,1.9467
-90,12,1.87408
-88,12,1.80014
-86,12,1.72522
-84,12,1.64966
-82,12,1.57379
-80,12,1.49798
-78,12,1.42257
-76,12,1.34793
-74,12,1.27442
-72,12,1.20241
-70,12,1.13225
-68,12,1.06429
-66,12,0.998896
-64,12,0.936394
-62,12,0.877117
-60,12,0.821382
-58,12,0.769487
-56,12,0.721716
-54,12,0.678333
-52,12,0.639579
-50,12,0.605671
-48,12,0.576803
-46,12,0.55314
-44,12,0.53482
-42,12,0.52195
-40,12,0.514609
-38,12,0.512842
-36,12,0.516664
-34,12,0.526059
-32,12,0.540977
-30,12,0.561336
-28,12,0.587025
-26,12,0.6179
-24,12,0.65379
-22,12,0.694492
-20,12,0.739778
-18,12,0.789395
-16,12,0.843065
-14,12,0.900487
-12,12,0.961342
-10,12,1.02529
-8,12,1.09198
-6,12,1.16105
-4,12,1.23211
-2,12,1.30478
0,12,1.37868
2,12,1.45339
4,12,1.52854
6,12,1.60372
8,12,1.67854
10,12,1.75261
12,12,1.82557
14,12,1.89704
16,12,1.96666
18,12,2.03411
20,12,2.09904
22,12,2.16116
24,12,2.22017
26,12,2.27581
28,12,2.32783
30,12,2.37598
32,12,2.42008
34,12,2.45994
36,12,2.49539
38,12,2.52629
40,12,2.55254
42,12,2.57403
44,12,2.5907
46,12,2.6025
48,12,2.60941
50,12,2.61142
52,12,2.60854
54,12,2.60082
56,12,2.58831
58,12,2.57109
60,12,2.54925
62,12,2.52291
64,12,2.4922
66,12,2.45727
68,12,2.41827
70,12,2.3754
72,12,2.32884
74,12,2.2788
76,12,2.22551
78,12,2.16921
80,12,2.11014
82,12,2.04856
84,12,1.98475
86,12,1.91899
88,12,1.85158
90,12,1.7828
92,12,1.71299
94,12,1.64244
96,12,1.57149
98,12,1.50047
100,12,1.4297
102,12,1.35952
104,12,1.29027
106,12,1.22228
108,12,1.15588
110,12,1.0914
112,12,1.02918
114,12,0.969516
116,12,0.91273
118,12,0.859118
120,12,0.808964
122,12,0.762543
124,12,0.720111
126,12,0.681907
128,12,0.648151
130,12,0.619043
132,12,0.59476
134,12,0.575456
136,12,0.56126
138,12,0.552275
140,12,0.548577
142,12,0.550214
144,12,0.557206
146,12,0.569544
148,12,0.58719
150,12,0.610075
152,12,0.638103
154,12,0.671148
156,12,0.709056
158,12,0.751645
160,12,0.798706
162,12,0.850005
164,12,0.905285
166,12,0.964264
168,12,1.02664
170,12,1.09209
172,12,1.16028
174,12,1.23086
176,12,1.30345
178,12,1.37769
180,12,1.45318
-180,14,1.40074
-178,14,1.47531
-176,14,1.55029
-174,14,1.62531
-172,14,1.69997
-170,14,1.77388
-168,14,1.84667
-166,14,1.91796
-164,14,1.98741
-162,14,2.05467
-160,14,2.11941
-158,14,2.18133
-156,14,2.24015
-154,14,2.29559
-152,14,2.34742
-150,14,2.39541
-148,14,2.43935
-146,14,2.47908
-144,14,2.51445
-142,14,2.54532
-140,14,2.57159
-138,14,2.59317
-136,14,2.61001
-134,14,2.62206
-132,14,2.62931
-130,14,2.63175
-128,14,2.6294
-126,14,2.62229
-124,14,2.61049
-122,14,2.59406
-120,14,2.57309
-118,14,2.54767
-116,14,2.51792
-114,14,2.48396
-112,14,2.44594
-110,14,2.40401
-108,14,2.35835
-106,14,2.30912
-104,14,2.25652
-102,14,2.20076
-100,14,2.14205
-98,14,2.08064
-96,14,2.01675
-94,14,1.95066
-92,14,1.88263
-90,14,1.81293
-88,14,1.74187
-86,14,1.66975
-84,14,1.59689
-82,14,1.5236
-80,14,1.45023
-78,14,1.37712
-76,14,1.3046
-74,14,1.23305
-72,14,1.16279
-70,14,1.0942
-68,14,1.02762
-66,14,0.9634
-64,14,0.901879
-62,14,0.84339
-60,14,0.788255
-58,14,0.736779
-56,14,0.689253
-54,14,0.645948
-52,14,0.607115
-50,14,0.572983
-48,14,0.543753
-46,14,0.519601
-44,14,0.500674
-42,14,0.487089
-40,14,0.478934
-38,14,0.476262
-36,14,0.479096
-34,14,0.487425
-32,14,0.501206
-30,14,0.520363
-28,14,0.544787
-26,14,0.574338
-24,14,0.608847
-22,14,0.648114
-20,14,0.691913
-18,14,0.739988
-16,14,0.792063
-14,14,0.847837
-12,14,0.90699
-10,14,0.969183
-8,14,1.03406
-6,14,1.10126
-4,14,1.1704
-2,14,1.24109
0,14,1.31295
2,14,1.38558
4,14,1.45858
6,14,1.53157
8,14,1.60415
10,14,1.67595
12,14,1.7466
14,14,1.81573
16,14,1.883
18,14,1.94808
20,14,2.01066
22,14,2.07044
24,14,2.12714
26,14,2.18052
28,14,2.23033
30,14,2.27637
32,14,2.31844
34,14,2.35638
36,14,2.39006
38,14,2.41933
40,14,2.44412
42,14,2.46434
44,14,2.47993
46,14,2.49088
48,14,2.49715
50,14,2.49877
52,14,2.49576
54,14,2.48816
56,14,2.47603
58,14,2.45946
60,14,2.43854
62,14,2.41339
64,14,2.38412
66,14,2.35088
68,14,2.31382
70,14,2.27312
72,14,2.22894
74,14,2.18149
76,14,2.13097
78,14,2.07759
80,14,2.02158
82,14,1.96319
84,14,1.90265
86,14,1.84023
88,14,1.77619
90,14,1.71082
92,14,1.6444
94,14,1.57722
96,14,1.50958
98,14,1.44179
100,14,1.37417
102,14,1.30702
104,14,1.24067
106,14,1.17543
108,14,1.11162
110,14,1.04957
112,14,0.98959
114,14,0.931985
116,14,0.877061
118,14,0.825112
120,14,0.776424
122,14,0.731268
124,14,0.689904
126,14,0.652572
128,14,0.619499
130,14,0.590888
132,14,0.566925
134,14,0.547771
136,14,0.533562
138,14,0.524412
140,14,0.520406
142,14,0.5216
144,14,0.528026
146,14,0.539682
148,14,0.556541
150,14,0.578543
152,14,0.605599
154,14,0.637593
156,14,0.674376
158,14,0.715773
160,14,0.761581
162,14,0.811571
164,14,0.865488
166,14,0.923053
168,14,0.983968
170,14,1.04791
172,14,1.11455
174,14,1.18352
176,14,1.25446
178,14,1.327
180,14,1.40074
-180,16,1.34278
-178,16,1.41536
-176,16,1.48831
-174,16,1.56125
-172,16,1.63377
-170,16,1.70551
-168,16,1.77607
-166,16,1.8451
-164,16,1.91224
-162,16,1.97717
-160,16,2.03956
-158,16,2.09911
-156,16,2.15556
-154,16,2.20865
-152,16,2.25815
-150,16,2.30386
-148,16,2.3456
-146,16,2.38321
-144,16,2.41656
-142,16,2.44554
