Phi[deg],Theta[deg],im(rEPhi)[mV]
-28,88,-2540.54
-26,88,-2497.77
-24,88,-2501.13
-22,88,-2549.57
-20,88,-2640.8
-18,88,-2771.32
-16,88,-2936.45
-14,88,-3130.46
-12,88,-3346.76
-10,88,-3578
-8,88,-3816.38
-6,88,-4053.81
-4,88,-4282.18
-2,88,-4493.56
0,88,-4680.44
2,88,-4835.89
4,88,-4953.74
6,88,-5028.72
8,88,-5056.52
10,88,-5033.9
12,88,-4958.71
14,88,-4829.89
16,88,-4647.47
18,88,-4412.52
20,88,-4127.11
22,88,-3794.19
24,88,-3417.5
26,88,-3001.45
28,88,-2550.91
30,88,-2071.06
32,88,-1567.19
34,88,-1044.43
36,88,-507.573
38,88,39.1335
40,88,592.173
42,88,1148.87
44,88,1707.44
46,88,2266.97
48,88,2827.33
50,88,3388.96
52,88,3952.67
54,88,4519.31
56,88,5089.52
58,88,5663.36
60,88,6240.12
62,88,6818.09
64,88,7394.42
66,88,7965.16
68,88,8525.27
70,88,9068.84
72,88,9589.26
74,88,10079.6
76,88,10532.9
78,88,10942.5
80,88,11302.4
82,88,11607.5
84,88,11853.8
86,88,12038.5
88,88,12160.5
90,88,12219.7
92,88,12217.6
94,88,12156.6
96,88,12040.3
98,88,11873.2
100,88,11660.1
102,88,11406.5
104,88,11117.6
106,88,10799
108,88,10455.7
110,88,10092.4
112,88,9713.59
114,88,9322.93
116,88,8923.7
118,88,8518.69
120,88,8110.25
122,88,7700.39
124,88,7290.91
126,88,6883.48
128,88,6479.81
130,88,6081.72
132,88,5691.28
134,88,5310.89
136,88,4943.29
138,88,4591.62
140,88,4259.38
142,88,3950.35
144,88,3668.47
146,88,3417.72
148,88,3201.91
150,88,3024.44
152,88,2888.16
154,88,2795.12
156,88,2746.35
158,88,2741.79
160,88,2780.12
162,88,2858.74
164,88,2973.78
166,88,3120.18
168,88,3291.77
170,88,3481.49
172,88,3681.56
174,88,3883.75
176,88,4079.6
178,88,4260.71
180,88,4418.96
-180,90,4292.43
-178,90,4424.94
-176,90,4521.77
-174,90,4577.08
-172,90,4586.08
-170,90,4545.28
-168,90,4452.51
-166,90,4307.02
-164,90,4109.48
-162,90,3861.93
-160,90,3567.68
-158,90,3231.12
-156,90,2857.52
-154,90,2452.73
-152,90,2022.88
-150,90,1574.05
-148,90,1111.9
-146,90,641.39
-144,90,166.534
-142,90,-309.804
-140,90,-785.971
-138,90,-1261.5
-136,90,-1736.96
-134,90,-2213.73
-132,90,-2693.61
-130,90,-3178.54
-128,90,-3670.08
-126,90,-4169.16
-124,90,-4675.67
-122,90,-5188.3
-120,90,-5704.45
-118,90,-6220.23
-116,90,-6730.62
-114,90,-7229.74
-112,90,-7711.14
-110,90,-8168.22
-108,90,-8594.56
-106,90,-8984.3
-104,90,-9332.39
-102,90,-9634.86
-100,90,-9888.9
-98,90,-10092.9
-96,90,-10246.5
-94,90,-10350.4
-92,90,-10406.1
-90,90,-10416
-88,90,-10383
-86,90,-10310.3
-84,90,-10201.4
-82,90,-10059.6
-80,90,-9888.35
-78,90,-9690.67
-76,90,-9469.41
-74,90,-9227.09
-72,90,-8965.89
-70,90,-8687.71
-68,90,-8394.19
-66,90,-8086.75
-64,90,-7766.68
-62,90,-7435.24
-60,90,-7093.71
-58,90,-6743.53
-56,90,-6386.35
-54,90,-6024.16
-52,90,-5659.34
-50,90,-5294.68
-48,90,-4933.46
-46,90,-4579.39
-44,90,-4236.58
-42,90,-3909.49
-40,90,-3602.78
-38,90,-3321.18
-36,90,-3069.33
-34,90,-2851.6
-32,90,-2671.9
-30,90,-2533.49
-28,90,-2438.8
-26,90,-2389.3
-24,90,-2385.36
-22,90,-2426.15
-20,90,-2509.66
-18,90,-2632.64
-16,90,-2790.72
-14,90,-2978.44
-12,90,-3189.45
-10,90,-3416.68
-8,90,-3652.5
-6,90,-3888.99
-4,90,-4118.14
-2,90,-4332.07
0,90,-4523.25
2,90,-4684.67
4,90,-4810.02
6,90,-4893.83
8,90,-4931.57
10,90,-4919.72
12,90,-4855.83
14,90,-4738.55
16,90,-4567.63
18,90,-4343.88
20,90,-4069.15
22,90,-3746.22
24,90,-3378.75
26,90,-2971.08
28,90,-2528.13
30,90,-2055.16
32,90,-1557.6
34,90,-1040.77
36,90,-509.691
38,90,31.1404
40,90,577.937
42,90,1127.75
44,90,1678.51
46,90,2229.07
48,90,2779.03
50,90,3328.66
52,90,3878.59
54,90,4429.58
56,90,4982.21
58,90,5536.61
60,90,6092.18
62,90,6647.4
64,90,7199.75
66,90,7745.65
68,90,8280.51
70,90,8798.93
72,90,9294.86
74,90,9761.94
76,90,10193.8
78,90,10584.2
80,90,10927.6
82,90,11219.4
84,90,11455.7
86,90,11634.2
88,90,11753.5
90,90,11813.7
92,90,11815.9
94,90,11762.5
96,90,11656.7
98,90,11502.4
100,90,11304.1
102,90,11066.8
104,90,10795.3
106,90,10494.7
108,90,10169.7
110,90,9824.58
112,90,9463.49
114,90,9089.91
116,90,8706.95
118,90,8317.25
120,90,7923.08
122,90,7526.41
124,90,7129.01
126,90,6732.59
128,90,6338.85
130,90,5949.66
132,90,5567.13
134,90,5193.65
136,90,4832.01
138,90,4485.36
140,90,4157.19
142,90,3851.29
144,90,3571.61
146,90,3322.12
148,90,3106.64
150,90,2928.61
152,90,2790.91
154,90,2695.66
156,90,2643.99
158,90,2635.96
160,90,2670.4
162,90,2744.89
164,90,2855.77
166,90,2998.18
168,90,3166.19
170,90,3352.97
172,90,3550.97
174,90,3752.17
176,90,3948.28
178,90,4131.04
180,90,4292.43
-180,92,4167.25
-178,92,4302.28
-176,92,4403.23
-174,92,4464.23
-172,92,4480.42
-170,92,4448.15
-168,92,4365.07
-166,92,4230.2
-164,92,4043.95
-162,92,3808.06
-160,92,3525.55
-158,92,3200.53
-156,92,2837.99
-154,92,2443.57
-152,92,2023.22
-150,92,1582.89
-148,92,1128.2
-146,92,664.149
-144,92,194.859
-142,92,-276.611
-140,92,-748.342
-138,92,-1219.53
-136,92,-1690.37
-134,92,-2161.8
-132,92,-2635.24
-130,92,-3112.18
-128,92,-3593.87
-126,92,-4080.93
-124,92,-4573.09
-122,92,-5068.99
-120,92,-5566.11
-118,92,-6060.78
-116,92,-6548.35
-114,92,-7023.43
-112,92,-7480.17
-110,92,-7912.63
-108,92,-8315.1
-106,92,-8682.43
-104,92,-9010.24
-102,92,-9295.16
-100,92,-9534.9
-98,92,-9728.25
-96,92,-9875.06
-94,92,-9976.14
-92,92,-10033
-90,92,-10048
-88,92,-10023.6
-86,92,-9962.76
-84,92,-9868.45
-82,92,-9743.61
-80,92,-9591.06
-78,92,-9413.39
-76,92,-9212.92
-74,92,-8991.71
-72,92,-8751.55
-70,92,-8493.96
-68,92,-8220.27
-66,92,-7931.66
-64,92,-7629.25
-62,92,-7314.14
-60,92,-6987.53
-58,92,-6650.8
-56,92,-6305.6
-54,92,-5953.87
-52,92,-5598.01
-50,92,-5240.81
-48,92,-4885.55
-46,92,-4535.92
-44,92,-4196.06
-42,92,-3870.4
-40,92,-3563.61
-38,92,-3280.44
-36,92,-3025.58
-34,92,-2803.46
-32,92,-2618.07
-30,92,-2472.8
-28,92,-2370.25
-26,92,-2312.07
-24,92,-2298.85
-22,92,-2330.03
-20,92,-2403.86
-18,92,-2517.36
-16,92,-2666.43
-14,92,-2845.91
-12,92,-3049.7
-10,92,-3270.95
-8,92,-3502.24
-6,92,-3735.8
-4,92,-3963.74
-2,92,-4178.24
0,92,-4371.77
2,92,-4537.27
4,92,-4668.35
6,92,-4759.36
8,92,-4805.6
10,92,-4803.31
12,92,-4749.81
14,92,-4643.48
16,92,-4483.83
18,92,-4271.43
20,92,-4007.93
22,92,-3695.95
24,92,-3338.99
26,92,-2941.33
28,92,-2507.85
30,92,-2043.83
32,92,-1554.73
34,92,-1045.98
36,92,-522.751
38,92,10.2891
40,92,549.141
42,92,1090.61
44,92,1632.38
46,92,2173.01
48,92,2711.84
50,92,3248.88
52,92,3784.53
54,92,4319.39
56,92,4853.94
58,92,5388.29
60,92,5921.94
62,92,6453.57
64,92,6980.97
66,92,7500.97
68,92,8009.5
70,92,8501.71
72,92,8972.21
74,92,9415.26
76,92,9825.09
78,92,10196.2
80,92,10523.4
82,92,10802.6
84,92,11030.3
86,92,11204.3
88,92,11323.2
90,92,11387.1
92,92,11397
94,92,11354.8
96,92,11263.4
98,92,11126.2
100,92,10947.3
102,92,10730.9
104,92,10481.5
106,92,10203.4
108,92,9901.06
110,92,9578.31
112,92,9238.82
114,92,8885.85
116,92,8522.27
118,92,8150.56
120,92,7772.91
122,92,7391.23
124,92,7007.28
126,92,6622.79
128,92,6239.52
130,92,5859.37
132,92,5484.51
134,92,5117.41
136,92,4760.91
138,92,4418.2
140,92,4092.83
142,92,3788.64
144,92,3509.6
146,92,3259.74
148,92,3042.91
150,92,2862.61
152,92,2721.79
154,92,2622.62
156,92,2566.35
158,92,2553.15
160,92,2581.99
162,92,2650.62
164,92,2755.55
166,92,2892.14
168,92,3054.67
170,92,3236.54
172,92,3430.43
174,92,3628.51
176,92,3822.71
178,92,4004.92
180,92,4167.25
-180,94,4041.59
-178,94,4177.19
-176,94,4280.37
-174,94,4345.25
-172,94,4366.95
-170,94,4341.72
-168,94,4267.07
-166,94,4141.79
-164,94,3966.04
-162,94,3741.3
-160,94,3470.27
-158,94,3156.73
-156,94,2805.4
-154,94,2421.61
-152,94,2011.1
-150,94,1579.64
-148,94,1132.8
-146,94,675.575
-144,94,212.207
-142,94,-254.024
-140,94,-720.876
-138,94,-1187.15
-136,94,-1652.56
-134,94,-2117.57
-132,94,-2583.09
-130,94,-3050.18
-128,94,-3519.69
-126,94,-3991.98
-124,94,-4466.67
-122,94,-4942.43
-120,94,-5416.93
-118,94,-5886.9
-116,94,-6348.19
-114,94,-6796.05
-112,94,-7225.39
-110,94,-7631.05
-108,94,-8008.12
-106,94,-8352.2
-104,94,-8659.65
-102,94,-8927.66
-100,94,-9154.41
-98,94,-9339.03
-96,94,-9481.55
-94,94,-9582.79
-92,94,-9644.22
-90,94,-9667.8
-88,94,-9655.81
-86,94,-9610.7
-84,94,-9534.95
-82,94,-9430.97
-80,94,-9301.02
-78,94,-9147.13
-76,94,-8971.09
-74,94,-8774.45
-72,94,-8558.56
-70,94,-8324.55
-68,94,-8073.42
-66,94,-7806.09
-64,94,-7523.47
-62,94,-7226.54
-60,94,-6916.41
-58,94,-6594.4
-56,94,-6262.13
-54,94,-5921.58
-52,94,-5575.12
-50,94,-5225.56
-48,94,-4876.2
-46,94,-4530.74
-44,94,-4193.31
-42,94,-3868.37
-40,94,-3560.61
-38,94,-3274.81
-36,94,-3015.71
-34,94,-2787.83
-32,94,-2595.29
-30,94,-2441.62
-28,94,-2329.61
-26,94,-2261.12
-24,94,-2236.99
-22,94,-2256.91
-20,94,-2319.39
-18,94,-2421.77
-16,94,-2560.2
-14,94,-2729.78
-12,94,-2924.66
-10,94,-3138.23
-8,94,-3363.26
-6,94,-3592.14
-4,94,-3817.09
-2,94,-4030.37
0,94,-4224.48
2,94,-4392.34
4,94,-4527.49
6,94,-4624.18
8,94,-4677.54
10,94,-4683.67
12,94,-4639.66
14,94,-4543.7
16,94,-4395.07
18,94,-4194.17
20,94,-3942.42
22,94,-3642.28
24,94,-3297.12
26,94,-2911.09
28,94,-2488.98
30,94,-2036
32,94,-1557.6
34,94,-1059.22
36,94,-546.089
38,94,-22.9628
40,94,506.009
42,94,1037.44
44,94,1568.78
46,94,2098.32
48,94,2625.12
50,94,3148.87
52,94,3669.74
54,94,4188.09
56,94,4704.24
58,94,5218.25
60,94,5729.66
62,94,6237.33
64,94,6739.36
66,94,7232.98
68,94,7714.66
70,94,8180.17
72,94,8624.79
74,94,9043.49
76,94,9431.18
78,94,9782.97
80,94,10094.4
82,94,10361.7
84,94,10581.8
86,94,10752.6
88,94,10873
90,94,10942.9
92,94,10963
94,94,10935
96,94,10861.4
98,94,10744.9
100,94,10589.1
102,94,10397.6
104,94,10174.3
106,94,9922.87
108,94,9647.12
110,94,9350.49
112,94,9036.21
114,94,8707.16
116,94,8365.95
118,94,8014.88
120,94,7655.97
122,94,7291.1
124,94,6922.01
126,94,6550.44
128,94,6178.2
130,94,5807.27
132,94,5439.89
134,94,5078.63
136,94,4726.41
138,94,4386.53
140,94,4062.63
142,94,3758.62
144,94,3478.58
146,94,3226.6
148,94,3006.64
150,94,2822.27
152,94,2676.53
154,94,2571.69
156,94,2509.11
158,94,2489.06
160,94,2510.67
162,94,2571.81
164,94,2669.19
166,94,2798.33
168,94,2953.73
170,94,3128.99
172,94,3316.99
174,94,3510.13
176,94,3700.53
178,94,3880.26
180,94,4041.59
-180,96,3911.63
-178,96,4046.06
-176,96,4149.76
-174,96,4216.92
-172,96,4242.64
-170,96,4223.13
-168,96,4155.76
-166,96,4039.17
-164,96,3873.28
-162,96,3659.27
-160,96,3399.54
-158,96,3097.55
-156,96,2757.65
-154,96,2384.88
-152,96,1984.69
-150,96,1562.68
-148,96,1124.29
-146,96,674.522
-144,96,217.739
-142,96,-242.532
-140,96,-703.694
-138,96,-1164.09
-136,96,-1622.92
-134,96,-2080.09
-132,96,-2535.96
-130,96,-2991.12
-128,96,-3446.03
-126,96,-3900.82
-124,96,-4355.03
-122,96,-4807.45
-120,96,-5256.07
-118,96,-5698.11
-116,96,-6130.07
-114,96,-6547.99
-112,96,-6947.62
-110,96,-7324.68
-108,96,-7675.13
-106,96,-7995.4
-104,96,-8282.51
-102,96,-8534.27
-100,96,-8749.26
-98,96,-8926.89
-96,96,-9067.29
-94,96,-9171.23
-92,96,-9240
-90,96,-9275.24
-88,96,-9278.83
-86,96,-9252.72
-84,96,-9198.86
-82,96,-9119.07
-80,96,-9015.01
-78,96,-8888.11
-76,96,-8739.61
-74,96,-8570.54
-72,96,-8381.75
-70,96,-8173.95
-68,96,-7947.81
-66,96,-7703.96
-64,96,-7443.09
-62,96,-7166.03
-60,96,-6873.79
-58,96,-6567.65
-56,96,-6249.21
-54,96,-5920.44
-52,96,-5583.75
-50,96,-5241.98
-48,96,-4898.42
-46,96,-4556.82
-44,96,-4221.32
-42,96,-3896.41
-40,96,-3586.82
-38,96,-3297.37
-36,96,-3032.9
-34,96,-2798.03
-32,96,-2597.01
-30,96,-2433.55
-28,96,-2310.64
-26,96,-2230.38
-24,96,-2193.86
-22,96,-2201.04
-20,96,-2250.72
-18,96,-2340.48
-16,96,-2466.78
-14,96,-2624.97
-12,96,-2809.44
-10,96,-3013.8
-8,96,-3231.01
-6,96,-3453.64
-4,96,-3674.02
-2,96,-3884.51
0,96,-4077.65
2,96,-4246.38
4,96,-4384.18
6,96,-4485.26
8,96,-4544.63
10,96,-4558.25
12,96,-4523.06
14,96,-4437.08
16,96,-4299.42
18,96,-4110.28
20,96,-3870.93
22,96,-3583.64
24,96,-3251.63
26,96,-2878.9
28,96,-2470.09
30,96,-2030.31
32,96,-1564.91
34,96,-1079.27
36,96,-578.588
38,96,-67.6508
40,96,449.314
42,96,968.786
44,96,1488.02
46,96,2005.05
48,96,2518.67
50,96,3028.26
52,96,3533.7
54,96,4035.08
56,96,4532.54
58,96,5026.04
60,96,5515.12
62,96,5998.81
64,96,6475.45
66,96,6942.7
68,96,7397.56
70,96,7836.42
72,96,8255.25
74,96,8649.75
76,96,9015.56
78,96,9348.47
80,96,9644.65
82,96,9900.79
84,96,10114.3
86,96,10283.2
88,96,10406.6
90,96,10484.3
92,96,10516.7
94,96,10505.4
96,96,10452
98,96,10359.1
100,96,10229.5
102,96,10066.1
104,96,9872.19
106,96,9650.78
108,96,9405.02
110,96,9137.8
112,96,8851.87
114,96,8549.72
116,96,8233.61
118,96,7905.6
120,96,7567.57
122,96,7221.28
124,96,6868.45
126,96,6510.82
128,96,6150.24
130,96,5788.78
132,96,5428.77
134,96,5072.88
136,96,4724.17
138,96,4386.06
140,96,4062.31
142,96,3756.97
144,96,3474.25
146,96,3218.39
148,96,2993.44
150,96,2803.13
152,96,2650.6
154,96,2538.26
156,96,2467.57
158,96,2438.94
160,96,2451.62
162,96,2503.65
164,96,2591.87
166,96,2711.98
168,96,2858.65
170,96,3025.68
172,96,3206.16
174,96,3392.68
176,96,3577.57
178,96,3753.07
180,96,3911.63
-180,98,3772.35
-178,98,3904.02
-176,98,4006.74
-174,98,4074.77
-172,98,4103.26
-170,98,4088.39
-168,98,4027.43
-166,98,3918.89
-164,98,3762.45
-162,98,3559.03
-160,98,3310.69
-158,98,3020.53
-156,98,2692.57
-154,98,2331.47
-152,98,1942.41
-150,98,1530.74
-148,98,1101.76
-146,98,660.491
-144,98,211.396
-142,98,-241.742
-140,98,-695.945
-138,98,-1149.07
-136,98,-1599.76
-134,98,-2047.34
-132,98,-2491.61
-130,98,-2932.65
-128,98,-3370.56
-126,98,-3805.26
-124,98,-4236.26
-122,98,-4662.55
-120,98,-5082.52
-118,98,-5493.97
-116,98,-5894.17
-114,98,-6280.01
-112,98,-6648.18
-110,98,-6995.35
-108,98,-7318.39
-106,98,-7614.54
-104,98,-7881.54
-102,98,-8117.73
-100,98,-8322.09
-98,98,-8494.24
-96,98,-8634.34
-94,98,-8743.07
-92,98,-8821.47
-90,98,-8870.81
-88,98,-8892.51
-86,98,-8888
-84,98,-8858.65
-82,98,-8805.66
-80,98,-8730.08
-78,98,-8632.75
-76,98,-8514.31
-74,98,-8375.24
-72,98,-8215.88
-70,98,-8036.54
-68,98,-7837.47
-66,98,-7619.02
-64,98,-7381.64
-62,98,-7125.99
-60,98,-6852.96
-58,98,-6563.77
-56,98,-6260.01
-54,98,-5943.64
-52,98,-5617.08
-50,98,-5283.22
-48,98,-4945.38
-46,98,-4607.33
-44,98,-4273.27
-42,98,-3947.71
-40,98,-3635.44
-38,98,-3341.37
-36,98,-3070.41
-34,98,-2827.33
-32,98,-2616.54
-30,98,-2441.95
-28,98,-2306.75
-26,98,-2213.31
-24,98,-2162.97
-22,98,-2155.97
-20,98,-2191.4
-18,98,-2267.12
-16,98,-2379.85
-14,98,-2525.2
-12,98,-2697.82
-10,98,-2891.54
-8,98,-3099.51
-6,98,-3314.46
-4,98,-3528.88
-2,98,-3735.22
0,98,-3926.1
2,98,-4094.47
4,98,-4233.84
6,98,-4338.35
8,98,-4402.94
10,98,-4423.48
12,98,-4396.78
14,98,-4320.73
16,98,-4194.27
18,98,-4017.44
20,98,-3791.34
22,98,-3518.08
24,98,-3200.69
26,98,-2842.99
28,98,-2449.46
30,98,-2025.04
32,98,-1574.94
34,98,-1104.42
36,98,-618.574
38,98,-122.174
40,98,380.538
42,98,885.955
44,98,1391.18
46,98,1894.03
48,98,2393.04
50,98,2887.31
52,98,3376.4
54,98,3860.15
56,98,4338.5
58,98,4811.27
60,98,5278
62,98,5737.81
64,98,6189.32
66,98,6630.57
68,98,7059.05
70,98,7471.79
72,98,7865.43
74,98,8236.4
76,98,8581.06
78,98,8895.92
80,98,9177.75
82,98,9423.77
84,98,9631.76
86,98,9800.11
88,98,9927.9
90,98,10014.9
92,98,10061.4
94,98,10068.5
96,98,10037.5
98,98,9970.37
100,98,9869.21
102,98,9736.38
104,98,9574.31
106,98,9385.48
108,98,9172.3
110,98,8937.1
112,98,8682.07
114,98,8409.25
116,98,8120.54
118,98,7817.72
120,98,7502.45
122,98,7176.37
124,98,6841.12
126,98,6498.42
128,98,6150.18
130,98,5798.52
132,98,5445.87
134,98,5095.02
136,98,4749.17
138,98,4411.88
140,98,4087.1
142,98,3779.02
144,98,3492.05
146,98,3230.57
148,98,2998.82
150,98,2800.68
152,98,2639.45
154,98,2517.69
156,98,2437.01
158,98,2397.96
160,98,2399.92
162,98,2441.08
164,98,2518.43
166,98,2627.83
168,98,2764.12
170,98,2921.28
172,98,3092.59
174,98,3270.84
176,98,3448.55
178,98,3618.18
180,98,3772.35
-180,100,3618.38
-178,100,3745.87
-176,100,3846.3
-174,100,3914.04
-172,100,3944.31
-170,100,3933.29
-168,100,3878.2
-166,100,3777.38
-164,100,3630.33
-162,100,3437.68
-160,100,3201.15
-158,100,2923.48
-156,100,2608.3
-154,100,2259.91
-152,100,1883.15
-150,100,1483.12
-148,100,1064.98
-146,100,633.711
-144,100,193.89
-142,100,-250.447
-140,100,-695.941
-138,100,-1139.96
-136,100,-1580.58
-134,100,-2016.54
-132,100,-2447.07
-130,100,-2871.77
-128,100,-3290.4
-126,100,-3702.68
-124,100,-4108.16
-122,100,-4506.07
-120,100,-4895.26
-118,100,-5274.17
-116,100,-5640.9
-114,100,-5993.25
-112,100,-6328.89
-110,100,-6645.46
-108,100,-6940.77
-106,100,-7212.86
-104,100,-7460.15
-102,100,-7681.53
-100,100,-7876.3
-98,100,-8044.24
-96,100,-8185.54
-94,100,-8300.69
-92,100,-8390.46
-90,100,-8455.71
-88,100,-8497.38
-86,100,-8516.35
-84,100,-8513.38
-82,100,-8489.08
-80,100,-8443.87
-78,100,-8377.97
-76,100,-8291.43
-74,100,-8184.18
-72,100,-8056.07
-70,100,-7906.93
-68,100,-7736.64
-66,100,-7545.2
-64,100,-7332.83
-62,100,-7099.96
-60,100,-6847.38
-58,100,-6576.2
-56,100,-6287.96
-54,100,-5984.63
-52,100,-5668.63
-50,100,-5342.87
-48,100,-5010.71
-46,100,-4675.96
-44,100,-4342.86
-42,100,-4016
-40,100,-3700.21
-38,100,-3400.53
-36,100,-3121.98
-34,100,-2869.48
-32,100,-2647.62
-30,100,-2460.52
-28,100,-2311.62
-26,100,-2203.54
-24,100,-2137.91
-22,100,-2115.25
-20,100,-2134.94
-18,100,-2195.12
-16,100,-2292.81
-14,100,-2423.88
-12,100,-2583.22
-10,100,-2764.89
-8,100,-2962.26
-6,100,-3168.23
-4,100,-3375.46
-2,100,-3576.51
0,100,-3764.08
2,100,-3931.2
4,100,-4071.36
6,100,-4178.71
8,100,-4248.13
10,100,-4275.41
12,100,-4257.27
14,100,-4191.46
16,100,-4076.77
18,100,-3913.09
20,100,-3701.35
22,100,-3443.46
24,100,-3142.26
26,100,-2801.39
28,100,-2425.11
30,100,-2018.17
32,100,-1585.6
34,100,-1132.49
36,100,-663.827
38,100,-184.295
40,100,301.879
42,100,791.041
44,100,1280.18
46,100,1766.94
48,100,2249.62
50,100,2727.06
52,100,3198.56
54,100,3663.71
56,100,4122.24
58,100,4573.84
60,100,5018.05
62,100,5454.09
64,100,5880.8
66,100,6296.58
68,100,6699.43
70,100,7086.95
72,100,7456.43
74,100,7805.01
76,100,8129.76
78,100,8427.85
80,100,8696.66
82,100,8933.94
84,100,9137.83
86,100,9306.99
88,100,9440.59
90,100,9538.33
92,100,9600.37
94,100,9627.36
96,100,9620.28
98,100,9580.44
100,100,9509.36
102,100,9408.71
104,100,9280.24
106,100,9125.73
108,100,8946.95
110,100,8745.59
112,100,8523.29
114,100,8281.62
116,100,8022.08
118,100,7746.1
120,100,7455.13
122,100,7150.61
124,100,6834.1
126,100,6507.27
128,100,6172.02
130,100,5830.54
132,100,5485.34
134,100,5139.35
136,100,4795.88
138,100,4458.69
140,100,4131.87
142,100,3819.86
144,100,3527.21
146,100,3258.55
148,100,3018.29
150,100,2810.52
152,100,2638.72
154,100,2505.63
156,100,2413.03
158,100,2361.62
160,100,2350.94
162,100,2379.34
164,100,2443.95
166,100,2540.81
168,100,2664.91
170,100,2810.43
172,100,2970.83
174,100,3139.1
176,100,3307.98
178,100,3470.14
180,100,3618.38
-180,102,3444.94
-178,102,3566.95
-176,102,3663.97
-174,102,3730.52
-172,102,3761.88
-170,102,3754.25
-168,102,3704.81
-166,102,3611.76
-164,102,3474.38
-162,102,3293.03
-160,102,3069.09
-158,102,2804.92
-156,102,2503.73
-154,102,2169.45
-152,102,1806.56
-150,102,1419.9
-148,102,1014.45
-146,102,595.134
-144,102,166.639
-142,102,-266.77
-140,102,-701.366
-138,102,-1134.04
-136,102,-1562.35
-134,102,-1984.43
-132,102,-2398.99
-130,102,-2805.18
-128,102,-3202.42
-126,102,-3590.31
-124,102,-3968.44
-122,102,-4336.32
-120,102,-4693.3
-118,102,-5038.5
-116,102,-5370.83
-114,102,-5689.05
-112,102,-5991.78
-110,102,-6277.67
-108,102,-6545.41
-106,102,-6793.86
-104,102,-7022.1
-102,102,-7229.47
-100,102,-7415.62
-98,102,-7580.44
-96,102,-7724.09
-94,102,-7846.87
-92,102,-7949.22
-90,102,-8031.6
-88,102,-8094.44
-86,102,-8138.06
-84,102,-8162.65
-82,102,-8168.18
-80,102,-8154.48
-78,102,-8121.15
-76,102,-8067.69
-74,102,-7993.47
-72,102,-7897.83
-70,102,-7780.15
-68,102,-7639.91
-66,102,-7476.78
-64,102,-7290.68
-62,102,-7081.83
-60,102,-6850.83
-58,102,-6598.69
-56,102,-6326.87
-54,102,-6037.29
-52,102,-5732.37
-50,102,-5415.01
-48,102,-5088.6
-46,102,-4756.99
-44,102,-4424.48
-42,102,-4095.72
-40,102,-3775.65
-38,102,-3469.41
-36,102,-3182.17
-34,102,-2919.03
-32,102,-2684.78
-30,102,-2483.77
-28,102,-2319.72
-26,102,-2195.5
-24,102,-2113.03
-22,102,-2073.16
-20,102,-2075.54
-18,102,-2118.64
-16,102,-2199.74
-14,102,-2315.02
-12,102,-2459.63
-10,102,-2627.86
-8,102,-2813.32
-6,102,-3009.11
-4,102,-3208.05
-2,102,-3402.84
0,102,-3586.3
2,102,-3751.52
4,102,-3892.02
6,102,-4001.96
8,102,-4076.18
10,102,-4110.4
12,102,-4101.23
14,102,-4046.3
16,102,-3944.26
18,102,-3794.82
20,102,-3598.71
22,102,-3357.67
24,102,-3074.3
26,102,-2752.03
28,102,-2394.9
30,102,-2007.45
32,102,-1594.49
34,102,-1160.96
36,102,-711.686
38,102,-251.264
40,102,216.12
42,102,686.79
44,102,1157.65
46,102,1626.21
48,102,2090.58
50,102,2549.37
52,102,3001.67
54,102,3446.85
56,102,3884.47
58,102,4314.14
60,102,4735.39
62,102,5147.55
64,102,5549.69
66,102,5940.58
68,102,6318.64
70,102,6682.04
72,102,7028.69
74,102,7356.38
76,102,7662.85
78,102,7945.89
80,102,8203.44
82,102,8433.72
84,102,8635.23
86,102,8806.84
88,102,8947.8
90,102,9057.74
92,102,9136.63
94,102,9184.76
96,102,9202.69
98,102,9191.19
100,102,9151.18
102,102,9083.67
104,102,8989.76
106,102,8870.56
108,102,8727.17
110,102,8560.71
112,102,8372.25
114,102,8162.86
116,102,7933.63
118,102,7685.65
120,102,7420.07
122,102,7138.15
124,102,6841.3
126,102,6531.11
128,102,6209.47
130,102,5878.58
132,102,5541.03
134,102,5199.85
136,102,4858.5
138,102,4520.9
140,102,4191.34
142,102,3874.44
144,102,3574.99
146,102,3297.82
148,102,3047.59
150,102,2828.56
152,102,2644.46
154,102,2498.21
156,102,2391.77
158,102,2326.04
160,102,2300.74
162,102,2314.36
164,102,2364.23
166,102,2446.55
168,102,2556.51
170,102,2688.46
172,102,2836.08
174,102,2992.6
176,102,3150.96
178,102,3304.06
180,102,3444.94
-180,104,3248.62
-178,104,3364.03
-176,104,3456.74
-174,104,3521.41
-172,104,3553.45
-170,104,3549.06
-168,104,3505.36
-166,104,3420.43
-164,104,3293.33
-162,104,3124.14
-160,104,2913.87
-158,104,2664.5
-156,104,2378.81
-154,104,2060.35
-152,104,1713.22
-150,104,1341.97
-148,104,951.395
-146,104,546.361
-144,104,131.617
-142,104,-288.368
-140,104,-709.534
-138,104,-1128.34
-136,104,-1541.83
-134,104,-1947.64
-132,104,-2343.97
-130,104,-2729.56
-128,104,-3103.56
-126,104,-3465.43
-124,104,-3814.88
-122,104,-4151.69
-120,104,-4475.7
-118,104,-4786.72
-116,104,-5084.48
-114,104,-5368.62
-112,104,-5638.76
-110,104,-5894.45
-108,104,-6135.28
-106,104,-6360.85
