Phi[deg],Theta[deg],RealizedGainTheta
72,2,0.434261
74,2,0.373176
76,2,0.316047
78,2,0.263153
80,2,0.214752
82,2,0.17108
84,2,0.13235
86,2,0.0987524
88,2,0.0704504
90,2,0.0475828
92,2,0.0302616
94,2,0.0185717
96,2,0.0125706
98,2,0.0122882
100,2,0.0177263
102,2,0.0288592
104,2,0.0456331
106,2,0.067967
108,2,0.0957526
110,2,0.128855
112,2,0.167114
114,2,0.210343
116,2,0.258333
118,2,0.310849
120,2,0.367638
122,2,0.428423
124,2,0.492907
126,2,0.560779
128,2,0.631706
130,2,0.705346
132,2,0.781338
134,2,0.859314
136,2,0.938893
138,2,1.01969
140,2,1.10131
142,2,1.18336
144,2,1.26543
146,2,1.34713
148,2,1.42806
150,2,1.50783
152,2,1.58604
154,2,1.66232
156,2,1.7363
158,2,1.80761
160,2,1.87591
162,2,1.94087
164,2,2.00216
166,2,2.0595
168,2,2.1126
170,2,2.1612
172,2,2.20507
174,2,2.24399
176,2,2.27777
178,2,2.30626
180,2,2.3293
-180,4,2.31767
-178,4,2.33506
-176,4,2.34683
-174,4,2.35295
-172,4,2.35337
-170,4,2.3481
-168,4,2.33717
-166,4,2.32061
-164,4,2.29853
-162,4,2.27102
-160,4,2.23822
-158,4,2.20028
-156,4,2.1574
-154,4,2.10978
-152,4,2.05765
-150,4,2.00127
-148,4,1.94091
-146,4,1.87686
-144,4,1.80944
-142,4,1.73897
-140,4,1.6658
-138,4,1.59028
-136,4,1.51278
-134,4,1.43368
-132,4,1.35335
-130,4,1.2722
-128,4,1.19062
-126,4,1.10899
-124,4,1.02773
-122,4,0.947222
-120,4,0.867857
-118,4,0.790024
-116,4,0.714099
-114,4,0.640451
-112,4,0.569439
-110,4,0.501407
-108,4,0.436685
-106,4,0.375588
-104,4,0.318411
-102,4,0.265432
-100,4,0.216908
-98,4,0.173075
-96,4,0.134144
-94,4,0.100305
-92,4,0.0717201
-90,4,0.0485284
-88,4,0.0308416
-86,4,0.0187447
-84,4,0.0122956
-82,4,0.0115246
-80,4,0.0164346
-78,4,0.0270005
-76,4,0.0431699
-74,4,0.064863
-72,4,0.0919732
-70,4,0.124367
-68,4,0.161887
-66,4,0.204348
-64,4,0.251543
-62,4,0.303241
-60,4,0.359189
-58,4,0.419113
-56,4,0.482722
-54,4,0.549703
-52,4,0.61973
-50,4,0.692461
-48,4,0.767541
-46,4,0.844602
-44,4,0.923268
-42,4,1.00316
-40,4,1.08387
-38,4,1.16503
-36,4,1.24623
-34,4,1.32707
-32,4,1.40716
-30,4,1.4861
-28,4,1.56352
-26,4,1.63904
-24,4,1.71228
-22,4,1.78289
-20,4,1.85053
-18,4,1.91485
-16,4,1.97556
-14,4,2.03235
-12,4,2.08495
-10,4,2.13309
-8,4,2.17655
-6,4,2.21511
-4,4,2.24858
-2,4,2.27681
0,4,2.29965
2,4,2.31699
4,4,2.32874
6,4,2.33486
8,4,2.3353
10,4,2.33008
12,4,2.3192
14,4,2.30274
16,4,2.28076
18,4,2.25337
20,4,2.22072
22,4,2.18295
24,4,2.14025
26,4,2.09284
28,4,2.04093
30,4,1.9848
32,4,1.9247
34,4,1.86094
36,4,1.79382
38,4,1.72368
40,4,1.65085
42,4,1.57569
44,4,1.49857
46,4,1.41986
48,4,1.33995
50,4,1.25923
52,4,1.17809
54,4,1.09693
56,4,1.01615
58,4,0.93613
60,4,0.857274
62,4,0.779963
64,4,0.704574
66,4,0.631475
68,4,0.561024
70,4,0.493564
72,4,0.429425
74,4,0.368921
76,4,0.312346
78,4,0.259978
80,4,0.212073
82,4,0.168865
84,4,0.130566
86,4,0.0973629
88,4,0.0694189
90,4,0.0468713
92,4,0.029831
94,4,0.0183822
96,4,0.0125818
98,4,0.0124593
100,4,0.0180165
102,4,0.0292275
104,4,0.046039
106,4,0.0683703
108,4,0.0961138
110,4,0.129136
112,4,0.167276
114,4,0.210351
116,4,0.258151
118,4,0.310445
120,4,0.36698
122,4,0.42748
124,4,0.491653
126,4,0.559187
128,4,0.629754
130,4,0.703011
132,4,0.778602
134,4,0.856161
136,4,0.93531
138,4,1.01566
140,4,1.09683
142,4,1.17842
144,4,1.26003
146,4,1.34127
148,4,1.42174
150,4,1.50105
152,4,1.57882
154,4,1.65466
156,4,1.72821
158,4,1.7991
160,4,1.867
162,4,1.93158
164,4,1.99251
166,4,2.04951
168,4,2.10229
170,4,2.1506
172,4,2.1942
174,4,2.23289
176,4,2.26647
178,4,2.29477
180,4,2.31767
-180,6,2.29546
-178,6,2.31265
-176,6,2.32429
-174,6,2.33033
-172,6,2.33074
-170,6,2.32551
-168,6,2.31467
-166,6,2.29828
-164,6,2.27641
-162,6,2.24917
-160,6,2.2167
-158,6,2.17915
-156,6,2.1367
-154,6,2.08957
-152,6,2.03797
-150,6,1.98217
-148,6,1.92243
-146,6,1.85904
-144,6,1.79231
-142,6,1.72257
-140,6,1.65015
-138,6,1.57541
-136,6,1.49871
-134,6,1.42043
-132,6,1.34093
-130,6,1.26061
-128,6,1.17987
-126,6,1.09908
-124,6,1.01864
-122,6,0.938952
-120,6,0.86039
-118,6,0.783337
-116,6,0.708169
-114,6,0.635249
-112,6,0.564931
-110,6,0.497555
-108,6,0.433448
-106,6,0.37292
-104,6,0.316265
-102,6,0.263756
-100,6,0.215647
-98,6,0.172171
-96,6,0.133538
-94,6,0.0999343
-92,6,0.0715219
-90,6,0.0484374
-88,6,0.0307918
-86,6,0.0186692
-84,6,0.0121274
-82,6,0.0111965
-80,6,0.0158797
-78,6,0.0261526
-76,6,0.041964
-74,6,0.0632353
-72,6,0.0898616
-70,6,0.121712
-68,6,0.15863
-66,6,0.200434
-64,6,0.24692
-62,6,0.297859
-60,6,0.353003
-58,6,0.412081
-56,6,0.474805
-54,6,0.540867
-52,6,0.609944
-50,6,0.681699
-48,6,0.75578
-46,6,0.831825
-44,6,0.909463
-42,6,0.988314
-40,6,1.06799
-38,6,1.14811
-36,6,1.22827
-34,6,1.30808
-32,6,1.38716
-30,6,1.46512
-28,6,1.54157
-26,6,1.61615
-24,6,1.68848
-22,6,1.75821
-20,6,1.82501
-18,6,1.88855
-16,6,1.94851
-14,6,2.0046
-12,6,2.05655
-10,6,2.1041
-8,6,2.14703
-6,6,2.18512
-4,6,2.21819
-2,6,2.24607
0,6,2.26862
2,6,2.28575
4,6,2.29736
6,6,2.3034
8,6,2.30384
10,6,2.29868
12,6,2.28793
14,6,2.27167
16,6,2.24996
18,6,2.22291
20,6,2.19065
22,6,2.15335
24,6,2.11118
26,6,2.06435
28,6,2.01309
30,6,1.95765
32,6,1.89831
34,6,1.83535
36,6,1.76907
38,6,1.69981
40,6,1.62791
42,6,1.5537
44,6,1.47757
46,6,1.39987
48,6,1.32099
50,6,1.24132
52,6,1.16123
54,6,1.08114
56,6,1.00141
58,6,0.922457
60,6,0.844651
62,6,0.768376
64,6,0.694005
66,6,0.621901
68,6,0.552417
70,6,0.485892
72,6,0.422652
74,6,0.363007
76,6,0.307247
78,6,0.255646
80,6,0.208457
82,6,0.165911
84,6,0.128217
86,6,0.0955593
88,6,0.0680994
90,6,0.0459726
92,6,0.0292882
94,6,0.0181292
96,6,0.0125519
98,6,0.0125852
100,6,0.0182308
102,6,0.0294631
104,6,0.0462294
106,6,0.0684498
108,6,0.0960181
110,6,0.128802
112,6,0.166644
114,6,0.209361
116,6,0.256748
118,6,0.308574
120,6,0.364591
122,6,0.424526
124,6,0.48809
126,6,0.554974
128,6,0.624855
130,6,0.697394
132,6,0.772238
134,6,0.849024
136,6,0.927381
138,6,1.00693
140,6,1.08728
142,6,1.16804
144,6,1.24882
146,6,1.32923
148,6,1.40888
150,6,1.48737
152,6,1.56434
154,6,1.6394
156,6,1.71219
158,6,1.78235
160,6,1.84954
162,6,1.91345
164,6,1.97374
166,6,2.03014
168,6,2.08237
170,6,2.13017
172,6,2.17332
174,6,2.21159
176,6,2.24481
178,6,2.27281
180,6,2.29546
-180,8,2.26298
-178,8,2.2799
-176,8,2.29135
-174,8,2.29728
-172,8,2.29766
-170,8,2.2925
-168,8,2.2818
-166,8,2.26564
-164,8,2.24408
-162,8,2.21723
-160,8,2.18523
-158,8,2.14822
-156,8,2.1064
-154,8,2.05995
-152,8,2.00911
-150,8,1.95413
-148,8,1.89527
-146,8,1.83282
-144,8,1.76709
-142,8,1.69838
-140,8,1.62704
-138,8,1.55342
-136,8,1.47786
-134,8,1.40074
-132,8,1.32243
-130,8,1.24331
-128,8,1.16376
-126,8,1.08417
-124,8,1.00493
-122,8,0.926417
-120,8,0.849012
-118,8,0.773091
-116,8,0.699021
-114,8,0.62716
-112,8,0.557857
-110,8,0.491445
-108,8,0.428246
-106,8,0.368565
-104,8,0.31269
-102,8,0.260891
-100,8,0.213417
-98,8,0.170498
-96,8,0.13234
-94,8,0.0991262
-92,8,0.0710162
-90,8,0.0481448
-88,8,0.0306211
-86,8,0.0185286
-84,8,0.0119239
-82,8,0.0108375
-80,8,0.0152727
-78,8,0.0252061
-76,8,0.0405876
-74,8,0.0613406
-72,8,0.0873624
-70,8,0.118525
-68,8,0.154674
-66,8,0.195632
-64,8,0.241199
-62,8,0.291151
-60,8,0.345243
-58,8,0.40321
-56,8,0.464768
-54,8,0.529615
-52,8,0.597434
-50,8,0.667893
-48,8,0.740646
-46,8,0.815339
-44,8,0.891604
-42,8,0.969069
-40,8,1.04735
-38,8,1.12608
-36,8,1.20485
-34,8,1.28329
-32,8,1.36101
-30,8,1.43763
-28,8,1.51278
-26,8,1.58608
-24,8,1.65719
-22,8,1.72574
-20,8,1.79141
-18,8,1.85388
-16,8,1.91283
-14,8,1.96798
-12,8,2.01905
-10,8,2.06581
-8,8,2.10802
-6,8,2.14547
-4,8,2.17798
-2,8,2.20539
0,8,2.22756
2,8,2.2444
4,8,2.25582
6,8,2.26175
8,8,2.26218
10,8,2.2571
12,8,2.24653
14,8,2.23053
16,8,2.20918
18,8,2.18258
20,8,2.15087
22,8,2.11419
24,8,2.07273
26,8,2.0267
28,8,1.97631
30,8,1.92181
32,8,1.86348
34,8,1.80159
36,8,1.73646
38,8,1.66839
40,8,1.59772
42,8,1.52481
44,8,1.44999
46,8,1.37365
48,8,1.29615
50,8,1.21788
52,8,1.13921
54,8,1.06053
56,8,0.98223
58,8,0.904686
60,8,0.828279
62,8,0.753383
64,8,0.680363
66,8,0.609578
68,8,0.541374
70,8,0.476084
72,8,0.414027
74,8,0.355508
76,8,0.300813
78,8,0.25021
80,8,0.203947
82,8,0.162253
84,8,0.125331
86,8,0.0933627
88,8,0.0665072
90,8,0.0448967
92,8,0.028639
94,8,0.0178154
96,8,0.0124811
98,8,0.0126645
100,8,0.0183674
102,8,0.0295645
104,8,0.046204
106,8,0.0682075
108,8,0.0954705
110,8,0.127863
112,8,0.16523
114,8,0.207392
116,8,0.254147
118,8,0.305269
120,8,0.360511
122,8,0.419609
124,8,0.482275
126,8,0.548207
128,8,0.617087
130,8,0.68858
132,8,0.762341
134,8,0.838012
136,8,0.915226
138,8,0.993609
140,8,1.07278
142,8,1.15236
144,8,1.23195
146,8,1.31118
148,8,1.38965
150,8,1.46698
152,8,1.54281
154,8,1.61676
156,8,1.68846
158,8,1.75758
160,8,1.82378
162,8,1.88673
164,8,1.94613
166,8,2.00168
168,8,2.05313
170,8,2.10021
172,8,2.1427
174,8,2.18039
176,8,2.21311
178,8,2.24068
180,8,2.26298
-180,10,2.22067
-178,10,2.23724
-176,10,2.24845
-174,10,2.25425
-172,10,2.2546
-170,10,2.24952
-168,10,2.23901
-166,10,2.22314
-164,10,2.20198
-162,10,2.17563
-160,10,2.14423
-158,10,2.10793
-156,10,2.0669
-154,10,2.02134
-152,10,1.97148
-150,10,1.91755
-148,10,1.85983
-146,10,1.79858
-144,10,1.73412
-142,10,1.66675
-140,10,1.59679
-138,10,1.5246
-136,10,1.45051
-134,10,1.37489
-132,10,1.2981
-130,10,1.22052
-128,10,1.14252
-126,10,1.06448
-124,10,0.986781
-122,10,0.90979
-120,10,0.833884
-118,10,0.759429
-116,10,0.686784
-114,10,0.6163
-112,10,0.548317
-110,10,0.483164
-108,10,0.421153
-106,10,0.362584
-104,10,0.307738
-102,10,0.256879
-100,10,0.210252
-98,10,0.168081
-96,10,0.130568
-94,10,0.0978925
-92,10,0.0702108
-90,10,0.0476549
-88,10,0.0303322
-86,10,0.0183244
-84,10,0.0116876
-82,10,0.0104518
-80,10,0.0146208
-78,10,0.0241722
-76,10,0.0390574
-74,10,0.0592022
-72,10,0.0845064
-70,10,0.114845
-68,10,0.150069
-66,10,0.190004
-64,10,0.234454
-62,10,0.283202
-60,10,0.336007
-58,10,0.392612
-56,10,0.452738
-54,10,0.51609
-52,10,0.582359
-50,10,0.651219
-48,10,0.722332
-46,10,0.79535
-44,10,0.869916
-42,10,0.945663
-40,10,1.02222
-38,10,1.09921
-36,10,1.17626
-34,10,1.25299
-32,10,1.32902
-30,10,1.40398
-28,10,1.47751
-26,10,1.54923
-24,10,1.61881
-22,10,1.68589
-20,10,1.75016
-18,10,1.81128
-16,10,1.86897
-14,10,1.92294
-12,10,1.97293
-10,10,2.01869
-8,10,2.06
-6,10,2.09665
-4,10,2.12846
-2,10,2.15529
0,10,2.17699
2,10,2.19346
4,10,2.20463
6,10,2.21043
8,10,2.21084
10,10,2.20586
12,10,2.19552
14,10,2.17985
16,10,2.15895
18,10,2.13292
20,10,2.10188
22,10,2.06598
24,10,2.02541
26,10,1.98036
28,10,1.93105
30,10,1.87773
32,10,1.82065
34,10,1.76011
36,10,1.69639
38,10,1.6298
40,10,1.56068
42,10,1.48936
44,10,1.41619
46,10,1.34154
48,10,1.26575
50,10,1.18922
52,10,1.1123
54,10,1.03538
56,10,0.95884
58,10,0.883044
60,10,0.808367
62,10,0.735174
64,10,0.663823
66,10,0.594664
68,10,0.528035
70,10,0.464261
72,10,0.403657
74,10,0.346517
76,10,0.293123
78,10,0.243736
80,10,0.198599
82,10,0.157934
84,10,0.121942
86,10,0.0907991
88,10,0.0646605
90,10,0.043656
92,10,0.0278906
94,10,0.0174439
96,10,0.01237
98,10,0.0126967
100,10,0.0184256
102,10,0.0295322
104,10,0.0459658
106,10,0.0676498
108,10,0.0944821
110,10,0.126336
112,10,0.163059
114,10,0.204476
116,10,0.25039
118,10,0.300579
120,10,0.354804
122,10,0.412802
124,10,0.474295
126,10,0.538985
128,10,0.606562
130,10,0.676698
132,10,0.749055
134,10,0.823281
136,10,0.899019
138,10,0.9759
140,10,1.05355
142,10,1.1316
144,10,1.20966
146,10,1.28736
148,10,1.36432
150,10,1.44017
152,10,1.51453
154,10,1.58705
156,10,1.65737
158,10,1.72515
160,10,1.79007
162,10,1.85179
164,10,1.91004
166,10,1.96451
168,10,2.01495
170,10,2.06112
172,10,2.10277
174,10,2.13973
176,10,2.17179
178,10,2.19882
180,10,2.22067
-180,12,2.16909
-178,12,2.18524
-176,12,2.19617
-174,12,2.20181
-172,12,2.20213
-170,12,2.19714
-168,12,2.18686
-166,12,2.17135
-164,12,2.15067
-162,12,2.12493
-160,12,2.09426
-158,12,2.0588
-156,12,2.01873
-154,12,1.97425
-152,12,1.92556
-150,12,1.87292
-148,12,1.81656
-146,12,1.75678
-144,12,1.69385
-142,12,1.62809
-140,12,1.55981
-138,12,1.48934
-136,12,1.41703
-134,12,1.34323
-132,12,1.26828
-130,12,1.19257
-128,12,1.11644
-126,12,1.04028
-124,12,0.964443
-122,12,0.889299
-120,12,0.815212
-118,12,0.742536
-116,12,0.671624
-114,12,0.602816
-112,12,0.536443
-110,12,0.472825
-108,12,0.412267
-106,12,0.355059
-104,12,0.301476
-102,12,0.251776
-100,12,0.206196
-98,12,0.164954
-96,12,0.128247
-94,12,0.0962506
-92,12,0.0691169
-90,12,0.0469748
-88,12,0.029929
-86,12,0.0180594
-84,12,0.011421
-82,12,0.0100436
-80,12,0.0139314
-78,12,0.023063
-76,12,0.0373919
-74,12,0.0568461
-72,12,0.0813288
-70,12,0.110719
-68,12,0.144872
-66,12,0.183618
-64,12,0.226769
-62,12,0.274111
-60,12,0.325413
-58,12,0.380421
-56,12,0.438868
-54,12,0.500465
-52,12,0.56491
-50,12,0.631888
-48,12,0.701069
-46,12,0.772114
-44,12,0.844675
-42,12,0.918395
-40,12,0.992912
-38,12,1.06786
-36,12,1.14287
-34,12,1.21758
-32,12,1.29161
-30,12,1.3646
-28,12,1.43621
-26,12,1.50606
-24,12,1.57382
-22,12,1.63916
-20,12,1.70175
-18,12,1.7613
-16,12,1.81749
-14,12,1.87007
-12,12,1.91876
-10,12,1.96334
-8,12,2.00357
-6,12,2.03927
-4,12,2.07026
-2,12,2.09639
0,12,2.11753
2,12,2.13357
4,12,2.14444
6,12,2.15009
8,12,2.15048
10,12,2.14562
12,12,2.13554
14,12,2.12027
16,12,2.0999
18,12,2.07454
20,12,2.04429
22,12,2.00932
24,12,1.9698
26,12,1.92592
28,12,1.87789
30,12,1.82596
32,12,1.77038
34,12,1.71142
36,12,1.64937
38,12,1.58454
40,12,1.51725
42,12,1.44782
44,12,1.3766
46,12,1.30393
48,12,1.23018
50,12,1.15569
52,12,1.08085
54,12,1.00601
56,12,0.93154
58,12,0.857805
60,12,0.785167
62,12,0.71398
64,12,0.644593
66,12,0.577345
68,12,0.512566
70,12,0.450574
72,12,0.391671
74,12,0.336146
76,12,0.284272
78,12,0.236304
80,12,0.192478
82,12,0.153008
84,12,0.118091
86,12,0.0878986
88,12,0.0625809
90,12,0.0422643
92,12,0.027051
94,12,0.0170188
96,12,0.0122199
98,12,0.0126817
100,12,0.0184057
102,12,0.0293684
104,12,0.0455203
106,12,0.0667873
108,12,0.0930701
110,12,0.124245
112,12,0.160165
114,12,0.200659
116,12,0.245534
118,12,0.294576
120,12,0.347551
122,12,0.404204
124,12,0.464263
126,12,0.52744
128,12,0.59343
130,12,0.661915
132,12,0.732565
134,12,0.805038
136,12,0.878984
138,12,0.954045
140,12,1.02986
142,12,1.10605
144,12,1.18226
146,12,1.25812
148,12,1.33325
150,12,1.40729
152,12,1.47989
154,12,1.55068
156,12,1.61933
158,12,1.68549
160,12,1.74886
162,12,1.80911
164,12,1.86596
166,12,1.91913
168,12,1.96837
170,12,2.01342
172,12,2.05407
174,12,2.09013
176,12,2.12141
178,12,2.14778
180,12,2.16909
-180,14,2.10892
-178,14,2.1246
-176,14,2.13519
-174,14,2.14064
-172,14,2.14093
-170,14,2.13606
-168,14,2.12604
-166,14,2.11094
-164,14,2.09083
-162,14,2.06579
-160,14,2.03597
-158,14,2.00149
-156,14,1.96254
-154,14,1.9193
-152,14,1.87198
-150,14,1.82082
-148,14,1.76605
-146,14,1.70796
-144,14,1.64681
-142,14,1.58292
-140,14,1.51658
-138,14,1.44812
-136,14,1.37787
-134,14,1.30617
-132,14,1.23337
-130,14,1.15982
-128,14,1.08587
-126,14,1.01188
-124,14,0.938214
-122,14,0.865217
-120,14,0.793244
-118,14,0.72264
-116,14,0.653745
-114,14,0.586889
-112,14,0.522393
-110,14,0.460567
-108,14,0.401706
-106,14,0.346091
-104,14,0.29399
-102,14,0.24565
-100,14,0.201302
-98,14,0.161158
-96,14,0.125408
-94,14,0.0942225
-92,14,0.0677494
-90,14,0.0461135
-88,14,0.0294166
-86,14,0.0177365
-84,14,0.0111271
-82,14,0.00961746
-80,14,0.0132124
-78,14,0.0218917
-76,14,0.0356109
-74,14,0.0543009
-72,14,0.0778687
-70,14,0.106197
-68,14,0.139147
-66,14,0.176556
-64,14,0.21824
-62,14,0.263993
-60,14,0.313591
-58,14,0.366791
-56,14,0.423331
-54,14,0.482934
-52,14,0.545307
-50,14,0.610143
-48,14,0.677125
-46,14,0.745922
-44,14,0.816197
-42,14,0.887605
-40,14,0.959793
-38,14,1.03241
-36,14,1.10509
-34,14,1.17748
-32,14,1.24923
-30,14,1.31998
-28,14,1.38938
-26,14,1.4571
-24,14,1.52279
-22,14,1.58613
-20,14,1.64681
-18,14,1.70454
-16,14,1.75903
-14,14,1.81
-12,14,1.85721
-10,14,1.90043
-8,14,1.93944
-6,14,1.97406
-4,14,2.0041
-2,14,2.02943
0,14,2.04992
2,14,2.06547
4,14,2.07601
6,14,2.08147
8,14,2.08185
10,14,2.07713
12,14,2.06734
14,14,2.05253
16,14,2.03277
18,14,2.00817
20,14,1.97884
22,14,1.94493
24,14,1.9066
26,14,1.86406
28,14,1.8175
30,14,1.76716
32,14,1.71328
34,14,1.65614
36,14,1.59601
38,14,1.53318
40,14,1.46798
42,14,1.40071
44,14,1.33171
46,14,1.26131
48,14,1.18987
50,14,1.11773
52,14,1.04525
54,14,0.972778
56,14,0.900673
58,14,0.829287
60,14,0.75897
62,14,0.690065
64,14,0.622912
66,14,0.557838
68,14,0.495161
70,14,0.43519
72,14,0.378217
74,14,0.324522
76,14,0.27437
78,14,0.228005
80,14,0.185657
82,14,0.147533
84,14,0.113824
86,14,0.084695
88,14,0.0602919
90,14,0.0407371
92,14,0.0261295
94,14,0.0165443
96,14,0.0120323
98,14,0.01262
100,14,0.0183092
102,14,0.0290771
104,14,0.0448762
106,14,0.0656347
108,14,0.0912568
110,14,0.121623
112,14,0.156591
114,14,0.195995
116,14,0.239648
118,14,0.287344
120,14,0.338856
122,14,0.393935
124,14,0.452321
126,14,0.513731
128,14,0.577872
130,14,0.644434
132,14,0.713097
134,14,0.783531
136,14,0.855393
138,14,0.928339
140,14,1.00201
142,14,1.07606
144,14,1.15012
146,14,1.22383
148,14,1.29684
150,14,1.3688
152,14,1.43934
154,14,1.50813
156,14,1.57484
158,14,1.63913
160,14,1.7007
162,14,1.75925
164,14,1.81448
166,14,1.86614
168,14,1.91397
170,14,1.95774
172,14,1.99723
174,14,2.03225
176,14,2.06263
178,14,2.08823
180,14,2.10892
-180,16,2.04093
-178,16,2.05607
-176,16,2.06629
