Phi[deg],Theta[deg],RealizedGainTheta
-16,2,3.50729
-14,2,3.40976
-12,2,3.30868
-10,2,3.20452
-8,2,3.09773
-6,2,2.98882
-4,2,2.87828
-2,2,2.76661
0,2,2.65433
2,2,2.54197
4,2,2.43003
6,2,2.31906
8,2,2.20957
10,2,2.10209
12,2,1.99712
14,2,1.89519
16,2,1.79677
18,2,1.70236
20,2,1.61243
22,2,1.52743
24,2,1.44778
26,2,1.37391
28,2,1.30619
30,2,1.24499
32,2,1.19065
34,2,1.14345
36,2,1.10368
38,2,1.07158
40,2,1.04734
42,2,1.03113
44,2,1.02309
46,2,1.0233
48,2,1.03182
50,2,1.04865
52,2,1.07377
54,2,1.10711
56,2,1.14855
58,2,1.19793
60,2,1.25507
62,2,1.31973
64,2,1.39164
66,2,1.47047
68,2,1.55588
70,2,1.64748
72,2,1.74485
74,2,1.84753
76,2,1.95504
78,2,2.06686
80,2,2.18245
82,2,2.30125
84,2,2.42267
86,2,2.54612
88,2,2.67097
90,2,2.7966
92,2,2.92238
94,2,3.04766
96,2,3.1718
98,2,3.29417
100,2,3.41413
102,2,3.53107
104,2,3.64436
106,2,3.75343
108,2,3.85769
110,2,3.9566
112,2,4.04964
114,2,4.13631
116,2,4.21615
118,2,4.28873
120,2,4.35368
122,2,4.41063
124,2,4.45929
126,2,4.4994
128,2,4.53073
130,2,4.55312
132,2,4.56645
134,2,4.57065
136,2,4.56569
138,2,4.5516
140,2,4.52845
142,2,4.49637
144,2,4.45553
146,2,4.40615
148,2,4.34849
150,2,4.28286
152,2,4.20961
154,2,4.12913
156,2,4.04185
158,2,3.94824
160,2,3.84878
162,2,3.74401
164,2,3.63447
166,2,3.52075
168,2,3.40343
170,2,3.28314
172,2,3.16049
174,2,3.03612
176,2,2.91067
178,2,2.78478
180,2,2.6591
-180,4,2.59122
-178,4,2.46339
-176,4,2.33746
-174,4,2.2141
-172,4,2.09391
-170,4,1.9775
-168,4,1.86543
-166,4,1.75825
-164,4,1.65646
-162,4,1.56053
-160,4,1.47089
-158,4,1.38793
-156,4,1.312
-154,4,1.24342
-152,4,1.18243
-150,4,1.12928
-148,4,1.08413
-146,4,1.04713
-144,4,1.01835
-142,4,0.997846
-140,4,0.985623
-138,4,0.981642
-136,4,0.985825
-134,4,0.998053
-132,4,1.01817
-130,4,1.04599
-128,4,1.08127
-126,4,1.12377
-124,4,1.17319
-122,4,1.22921
-120,4,1.29149
-118,4,1.35966
-116,4,1.43332
-114,4,1.51207
-112,4,1.59547
-110,4,1.68309
-108,4,1.77446
-106,4,1.86913
-104,4,1.96661
-102,4,2.06642
-100,4,2.16808
-98,4,2.27111
-96,4,2.37502
-94,4,2.47933
-92,4,2.58356
-90,4,2.68723
-88,4,2.78989
-86,4,2.89107
-84,4,2.99034
-82,4,3.08727
-80,4,3.18143
-78,4,3.27244
-76,4,3.3599
-74,4,3.44346
-72,4,3.52276
-70,4,3.59748
-68,4,3.66731
-66,4,3.73198
-64,4,3.79122
-62,4,3.84479
-60,4,3.89249
-58,4,3.93412
-56,4,3.96952
-54,4,3.99855
-52,4,4.02111
-50,4,4.0371
-48,4,4.04647
-46,4,4.04919
-44,4,4.04525
-42,4,4.03467
-40,4,4.01749
-38,4,3.9938
-36,4,3.96368
-34,4,3.92726
-32,4,3.8847
-30,4,3.83616
-28,4,3.78185
-26,4,3.72198
-24,4,3.65679
-22,4,3.58656
-20,4,3.51157
-18,4,3.43213
-16,4,3.34856
-14,4,3.2612
-12,4,3.17043
-10,4,3.07661
-8,4,2.98013
-6,4,2.88141
-4,4,2.78086
-2,4,2.67892
0,4,2.57601
2,4,2.4726
4,4,2.36913
6,4,2.26606
8,4,2.16387
10,4,2.06301
12,4,1.96395
14,4,1.86716
16,4,1.7731
18,4,1.68223
20,4,1.59501
22,4,1.51187
24,4,1.43324
26,4,1.35955
28,4,1.2912
30,4,1.22857
32,4,1.17202
34,4,1.12192
36,4,1.07857
38,4,1.04226
40,4,1.01328
42,4,0.991839
44,4,0.978154
46,4,0.972389
48,4,0.974676
50,4,0.985108
52,4,1.00374
54,4,1.03058
56,4,1.06561
58,4,1.10875
60,4,1.15989
62,4,1.21886
64,4,1.28547
66,4,1.35946
68,4,1.44055
70,4,1.5284
72,4,1.62263
74,4,1.72283
76,4,1.82855
78,4,1.93929
80,4,2.05453
82,4,2.17371
84,4,2.29623
86,4,2.4215
88,4,2.54886
90,4,2.67767
92,4,2.80725
94,4,2.93692
96,4,3.066
98,4,3.19377
100,4,3.31956
102,4,3.44267
104,4,3.56242
106,4,3.67814
108,4,3.7892
110,4,3.89495
112,4,3.99481
114,4,4.0882
116,4,4.17459
118,4,4.25348
120,4,4.32442
122,4,4.38699
124,4,4.44083
126,4,4.48562
128,4,4.52111
130,4,4.54708
132,4,4.56338
134,4,4.56992
136,4,4.56665
138,4,4.5536
140,4,4.53083
142,4,4.49849
144,4,4.45676
146,4,4.40588
148,4,4.34616
150,4,4.27794
152,4,4.20161
154,4,4.11762
156,4,4.02645
158,4,3.92864
160,4,3.82472
162,4,3.71531
164,4,3.60102
166,4,3.48249
168,4,3.36039
170,4,3.23539
172,4,3.10819
174,4,2.97947
176,4,2.84994
178,4,2.7203
180,4,2.59122
-180,6,2.4837
-178,6,2.35526
-176,6,2.22905
-174,6,2.10574
-172,6,1.98596
-170,6,1.8703
-168,6,1.75932
-166,6,1.65354
-164,6,1.55346
-162,6,1.45951
-160,6,1.3721
-158,6,1.29157
-156,6,1.21823
-154,6,1.15236
-152,6,1.09416
-150,6,1.04382
-148,6,1.00144
-146,6,0.967128
-144,6,0.940906
-142,6,0.92277
-140,6,0.912675
-138,6,0.91053
-136,6,0.916211
-134,6,0.929553
-132,6,0.950359
-130,6,0.978397
-128,6,1.01341
-126,6,1.05509
-124,6,1.10315
-122,6,1.15722
-120,6,1.21696
-118,6,1.28198
-116,6,1.35189
-114,6,1.42628
-112,6,1.50472
-110,6,1.58678
-108,6,1.67202
-106,6,1.76001
-104,6,1.85029
-102,6,1.94243
-100,6,2.03597
-98,6,2.13048
-96,6,2.22552
-94,6,2.32066
-92,6,2.41548
-90,6,2.50957
-88,6,2.60252
-86,6,2.69395
-84,6,2.78348
-82,6,2.87074
-80,6,2.95539
-78,6,3.03709
-76,6,3.11552
-74,6,3.19038
-72,6,3.26138
-70,6,3.32826
-68,6,3.39076
-66,6,3.44866
-64,6,3.50173
-62,6,3.54979
-60,6,3.59266
-58,6,3.63018
-56,6,3.66223
-54,6,3.68868
-52,6,3.70944
-50,6,3.72444
-48,6,3.73364
-46,6,3.737
-44,6,3.73452
-42,6,3.72621
-40,6,3.71211
-38,6,3.69227
-36,6,3.66678
-34,6,3.63574
-32,6,3.59928
-30,6,3.55752
-28,6,3.51064
-26,6,3.45881
-24,6,3.40224
-22,6,3.34114
-20,6,3.27575
-18,6,3.20631
-16,6,3.13309
-14,6,3.05638
-12,6,2.97647
-10,6,2.89365
-8,6,2.80826
-6,6,2.72063
-4,6,2.63108
-2,6,2.53999
0,6,2.4477
2,6,2.35458
4,6,2.26102
6,6,2.1674
8,6,2.07411
10,6,1.98154
12,6,1.89011
14,6,1.80021
16,6,1.71226
18,6,1.62667
20,6,1.54385
22,6,1.46422
24,6,1.38819
26,6,1.31616
28,6,1.24855
30,6,1.18573
32,6,1.1281
34,6,1.07602
36,6,1.02986
38,6,0.989955
40,6,0.95662
42,6,0.930154
44,6,0.910826
46,6,0.898878
48,6,0.89452
50,6,0.897928
52,6,0.909241
54,6,0.928559
56,6,0.955939
58,6,0.991398
60,6,1.03491
62,6,1.08639
64,6,1.14572
66,6,1.21273
68,6,1.2872
70,6,1.36886
72,6,1.45739
74,6,1.55244
76,6,1.65359
78,6,1.76039
80,6,1.87234
82,6,1.98892
84,6,2.10954
86,6,2.23361
88,6,2.36047
90,6,2.48948
92,6,2.61994
94,6,2.75115
96,6,2.88238
98,6,3.0129
100,6,3.14199
102,6,3.26889
104,6,3.39288
106,6,3.51324
108,6,3.62925
110,6,3.74023
112,6,3.84551
114,6,3.94445
116,6,4.03645
118,6,4.12095
120,6,4.19742
122,6,4.2654
124,6,4.32444
126,6,4.37419
128,6,4.41433
130,6,4.4446
132,6,4.4648
134,6,4.47482
136,6,4.47457
138,6,4.46407
140,6,4.44337
142,6,4.41261
144,6,4.37197
146,6,4.32172
148,6,4.26217
150,6,4.19369
152,6,4.11672
154,6,4.03174
156,6,3.93928
158,6,3.8399
160,6,3.73423
162,6,3.62291
164,6,3.50661
166,6,3.38603
168,6,3.2619
170,6,3.13495
172,6,3.00591
174,6,2.87553
176,6,2.74455
178,6,2.6137
180,6,2.4837
-180,8,2.3435
-178,8,2.2169
-176,8,2.09274
-174,8,1.97167
-172,8,1.85431
-170,8,1.74124
-168,8,1.63301
-166,8,1.53011
-164,8,1.43299
-162,8,1.34206
-160,8,1.25769
-158,8,1.18019
-156,8,1.10982
-154,8,1.0468
-152,8,0.991316
-150,8,0.943488
-148,8,0.9034
-146,8,0.871094
-144,8,0.846567
-142,8,0.829775
-140,8,0.820637
-138,8,0.819031
-136,8,0.824801
-134,8,0.837759
-132,8,0.857682
-130,8,0.88432
-128,8,0.917392
-126,8,0.956598
-124,8,1.00161
-122,8,1.05208
-120,8,1.10765
-118,8,1.16794
-116,8,1.23255
-114,8,1.30109
-112,8,1.37316
-110,8,1.44833
-108,8,1.52619
-106,8,1.60634
-104,8,1.68835
-102,8,1.77183
-100,8,1.85636
-98,8,1.94156
-96,8,2.02703
-94,8,2.11241
-92,8,2.19733
-90,8,2.28144
-88,8,2.3644
-86,8,2.44587
-84,8,2.52555
-82,8,2.60314
-80,8,2.67836
-78,8,2.75092
-76,8,2.82056
-74,8,2.88705
-72,8,2.95015
-70,8,3.00964
-68,8,3.06531
-66,8,3.11697
-64,8,3.16445
-62,8,3.20757
-60,8,3.2462
-58,8,3.28018
-56,8,3.30941
-54,8,3.33378
-52,8,3.3532
-50,8,3.3676
-48,8,3.37694
-46,8,3.38118
-44,8,3.38031
-42,8,3.37433
-40,8,3.36327
-38,8,3.34717
-36,8,3.32611
-34,8,3.30016
-32,8,3.26943
-30,8,3.23405
-28,8,3.19415
-26,8,3.14989
-24,8,3.10144
-22,8,3.049
-20,8,2.99276
-18,8,2.93295
-16,8,2.86977
-14,8,2.80348
-12,8,2.73431
-10,8,2.66251
-8,8,2.58835
-6,8,2.51209
-4,8,2.434
-2,8,2.35437
0,8,2.27346
2,8,2.19157
4,8,2.109
6,8,2.02604
8,8,1.94301
10,8,1.86021
12,8,1.77797
14,8,1.69661
16,8,1.61648
18,8,1.53791
20,8,1.46127
22,8,1.38692
24,8,1.31522
26,8,1.24654
28,8,1.18128
30,8,1.11981
32,8,1.06251
34,8,1.00978
36,8,0.961978
38,8,0.919491
40,8,0.882677
42,8,0.851882
44,8,0.827436
46,8,0.809647
48,8,0.7988
50,8,0.795146
52,8,0.798906
54,8,0.810265
56,8,0.829367
58,8,0.856313
60,8,0.891158
62,8,0.933911
64,8,0.98453
66,8,1.04292
68,8,1.10894
70,8,1.18239
72,8,1.26301
74,8,1.35052
76,8,1.44454
78,8,1.54469
80,8,1.6505
82,8,1.76148
84,8,1.8771
86,8,1.99677
88,8,2.11987
90,8,2.24577
92,8,2.37377
94,8,2.50318
96,8,2.63328
98,8,2.76333
100,8,2.89257
102,8,3.02025
104,8,3.14561
106,8,3.2679
108,8,3.38637
110,8,3.5003
112,8,3.60897
114,8,3.71169
116,8,3.80781
118,8,3.89671
120,8,3.97781
122,8,4.05057
124,8,4.1145
126,8,4.16918
128,8,4.21423
130,8,4.24935
132,8,4.27428
134,8,4.28884
136,8,4.29294
138,8,4.28653
140,8,4.26966
142,8,4.24242
144,8,4.205
146,8,4.15764
148,8,4.10068
150,8,4.03449
152,8,3.95951
154,8,3.87626
156,8,3.7853
158,8,3.68722
160,8,3.58269
162,8,3.47238
164,8,3.35702
166,8,3.23735
168,8,3.11413
170,8,2.98814
172,8,2.86014
174,8,2.73091
176,8,2.60123
178,8,2.47184
180,8,2.3435
-180,10,2.17793
-178,10,2.05562
-176,10,1.93581
-174,10,1.81914
-172,10,1.70621
-170,10,1.59756
-168,10,1.4937
-166,10,1.3951
-164,10,1.30216
-162,10,1.21524
-160,10,1.13468
-158,10,1.06074
-156,10,0.993647
-154,10,0.933584
-152,10,0.880688
-150,10,0.835056
-148,10,0.796743
-146,10,0.765762
-144,10,0.742091
-142,10,0.725668
-140,10,0.716396
-138,10,0.714146
-136,10,0.718753
-134,10,0.730023
-132,10,0.747731
-130,10,0.771626
-128,10,0.80143
-126,10,0.836843
-124,10,0.877544
-122,10,0.923191
-120,10,0.973429
-118,10,1.02789
-116,10,1.08619
-114,10,1.14795
-112,10,1.21277
-110,10,1.28026
-108,10,1.35004
-106,10,1.4217
-104,10,1.49488
-102,10,1.5692
-100,10,1.64429
-98,10,1.71981
-96,10,1.79542
-94,10,1.8708
-92,10,1.94564
-90,10,2.01965
-88,10,2.09254
-86,10,2.16406
-84,10,2.23396
-82,10,2.30201
-80,10,2.36796
-78,10,2.43163
-76,10,2.49279
-74,10,2.55127
-72,10,2.60687
-70,10,2.65942
-68,10,2.70876
-66,10,2.75471
-64,10,2.79713
-62,10,2.83587
-60,10,2.87079
-58,10,2.90176
-56,10,2.92866
-54,10,2.95139
-52,10,2.96985
-50,10,2.98396
-48,10,2.99365
-46,10,2.99888
-44,10,2.99961
-42,10,2.99584
-40,10,2.98758
-38,10,2.97485
-36,10,2.95772
-34,10,2.93625
-32,10,2.91055
-30,10,2.88072
-28,10,2.84691
-26,10,2.80926
-24,10,2.76795
-22,10,2.72316
-20,10,2.67508
-18,10,2.62392
-16,10,2.56988
-14,10,2.51318
-12,10,2.45404
-10,10,2.39268
-8,10,2.32931
-6,10,2.26416
-4,10,2.19743
-2,10,2.12934
0,10,2.0601
2,10,1.98991
4,10,1.91899
6,10,1.84755
8,10,1.77579
10,10,1.70393
12,10,1.6322
14,10,1.56083
16,10,1.49007
18,10,1.42016
20,10,1.35139
22,10,1.28405
24,10,1.21843
26,10,1.15486
28,10,1.09368
30,10,1.03524
32,10,0.979905
34,10,0.928059
36,10,0.880087
38,10,0.83638
40,10,0.797332
42,10,0.763329
44,10,0.734754
46,10,0.711973
48,10,0.695333
50,10,0.685158
52,10,0.681744
54,10,0.685351
56,10,0.696202
58,10,0.714476
60,10,0.740308
62,10,0.773781
64,10,0.814927
66,10,0.863726
68,10,0.920101
70,10,0.983919
72,10,1.05499
74,10,1.13308
76,10,1.21788
78,10,1.30905
80,10,1.40619
82,10,1.50884
84,10,1.61652
86,10,1.7287
88,10,1.84479
90,10,1.9642
92,10,2.08627
94,10,2.21035
96,10,2.33573
98,10,2.46172
100,10,2.58757
102,10,2.71256
104,10,2.83594
106,10,2.95695
108,10,3.07485
110,10,3.1889
112,10,3.29837
114,10,3.40256
116,10,3.50077
118,10,3.59235
120,10,3.67667
122,10,3.75314
124,10,3.82122
126,10,3.88042
128,10,3.93031
130,10,3.97051
132,10,4.00071
134,10,4.02067
136,10,4.03023
138,10,4.02929
140,10,4.01784
142,10,3.99595
144,10,3.96376
146,10,3.9215
148,10,3.86946
150,10,3.80802
152,10,3.73763
154,10,3.6588
156,10,3.57209
158,10,3.47814
160,10,3.37761
162,10,3.27122
164,10,3.15972
166,10,3.04388
168,10,2.92449
170,10,2.80234
172,10,2.67824
174,10,2.55297
176,10,2.42733
178,10,2.30207
180,10,2.17793
-180,12,1.99407
-178,12,1.87838
-176,12,1.76515
-174,12,1.65496
-172,12,1.54839
-170,12,1.44592
-168,12,1.34803
-166,12,1.25511
-164,12,1.16754
-162,12,1.08563
-160,12,1.00964
-158,12,0.939819
-156,12,0.876345
-154,12,0.819368
-152,12,0.769001
-150,12,0.725318
-148,12,0.688362
-146,12,0.65814
-144,12,0.634627
-142,12,0.617767
-140,12,0.607471
-138,12,0.603623
-136,12,0.606075
-134,12,0.614648
-132,12,0.629137
-130,12,0.64931
-128,12,0.674907
-126,12,0.705645
-124,12,0.741216
-122,12,0.781296
-120,12,0.825539
-118,12,0.87359
-116,12,0.925078
-114,12,0.979627
-112,12,1.03686
-110,12,1.09639
-108,12,1.15785
-106,12,1.22087
-104,12,1.2851
-102,12,1.35017
-100,12,1.41578
-98,12,1.4816
-96,12,1.54735
-94,12,1.61275
-92,12,1.67755
-90,12,1.74152
-88,12,1.80444
-86,12,1.86612
-84,12,1.92637
-82,12,1.98503
-80,12,2.04193
-78,12,2.09693
-76,12,2.14988
-74,12,2.20065
-72,12,2.2491
-70,12,2.2951
-68,12,2.33851
-66,12,2.37919
-64,12,2.41701
-62,12,2.45183
-60,12,2.48351
-58,12,2.51192
-56,12,2.53692
-54,12,2.55838
-52,12,2.57618
-50,12,2.59022
-48,12,2.6004
-46,12,2.60664
-44,12,2.60889
-42,12,2.6071
-40,12,2.60127
-38,12,2.5914
-36,12,2.57754
-34,12,2.55976
-32,12,2.53815
-30,12,2.51283
-28,12,2.48394
-26,12,2.45166
-24,12,2.41617
-22,12,2.37767
-20,12,2.33637
-18,12,2.29249
-16,12,2.24625
-14,12,2.19789
-12,12,2.14761
-10,12,2.09563
-8,12,2.04214
-6,12,1.98734
-4,12,1.93139
-2,12,1.87447
0,12,1.8167
2,12,1.75823
4,12,1.69918
6,12,1.63967
8,12,1.57979
10,12,1.51967
12,12,1.45942
14,12,1.39915
16,12,1.33901
18,12,1.27914
20,12,1.21971
22,12,1.16092
24,12,1.103
26,12,1.04618
28,12,0.990748
30,12,0.937013
32,12,0.885307
34,12,0.835989
36,12,0.789442
38,12,0.746065
40,12,0.706271
42,12,0.67048
44,12,0.639113
46,12,0.612587
48,12,0.591304
50,12,0.57565
52,12,0.565984
54,12,0.562633
56,12,0.565886
58,12,0.57599
60,12,0.593143
62,12,0.617492
64,12,0.64913
66,12,0.688095
68,12,0.734364
70,12,0.787859
72,12,0.848444
74,12,0.915927
76,12,0.990061
78,12,1.07055
80,12,1.15704
82,12,1.24914
84,12,1.34642
86,12,1.44839
88,12,1.55455
90,12,1.66434
92,12,1.7772
94,12,1.8925
96,12,2.00964
98,12,2.12796
100,12,2.24679
102,12,2.36546
104,12,2.48326
106,12,2.59951
108,12,2.71348
110,12,2.82448
112,12,2.93179
114,12,3.0347
116,12,3.13254
118,12,3.22463
120,12,3.31031
122,12,3.38896
124,12,3.45999
126,12,3.52286
128,12,3.57706
130,12,3.62216
132,12,3.65776
134,12,3.68355
136,12,3.69929
138,12,3.70482
140,12,3.70004
142,12,3.68497
144,12,3.65969
146,12,3.62437
148,12,3.57928
150,12,3.52476
152,12,3.46123
154,12,3.3892
156,12,3.30922
158,12,3.22193
160,12,3.12801
162,12,3.02818
164,12,2.92321
166,12,2.81389
168,12,2.70102
170,12,2.58541
172,12,2.46788
174,12,2.34921
176,12,2.23018
178,12,2.11156
180,12,1.99407
-180,14,1.79831
-178,14,1.69136
-176,14,1.58673
-174,14,1.48496
-172,14,1.38655
-170,14,1.29194
-168,14,1.20152
-166,14,1.11565
-164,14,1.03462
-162,14,0.9587
-160,14,0.888102
-158,14,0.823014
-156,14,0.763588
-154,14,0.709945
-152,14,0.662181
-150,14,0.620361
-148,14,0.584531
-146,14,0.554708
-144,14,0.530886
-142,14,0.513036
-140,14,0.501103
-138,14,0.495003
-136,14,0.494629
-134,14,0.499842
-132,14,0.510475
-130,14,0.526333
-128,14,0.547189
-126,14,0.572788
-124,14,0.602848
-122,14,0.637062
-120,14,0.6751
-118,14,0.716615
-116,14,0.761243
-114,14,0.808612
-112,14,0.858344
-110,14,0.910064
-108,14,0.963401
-106,14,1.01799
-104,14,1.0735
-102,14,1.12958
-100,14,1.18595
-98,14,1.24232
-96,14,1.29845
-94,14,1.35409
-92,14,1.40907
-90,14,1.4632
-88,14,1.51633
-86,14,1.56834
-84,14,1.61911
-82,14,1.66856
-80,14,1.71659
-78,14,1.76312
-76,14,1.80807
-74,14,1.85137
-72,14,1.89293
-70,14,1.93266
-68,14,1.97045
-66,14,2.00619
-64,14,2.03975
-62,14,2.071
-60,14,2.0998
-58,14,2.12598
-56,14,2.14939
-54,14,2.16986
-52,14,2.18724
-50,14,2.20137
-48,14,2.21211
-46,14,2.21934
-44,14,2.22296
-42,14,2.22288
-40,14,2.21907
-38,14,2.21151
-36,14,2.20023
-34,14,2.18529
-32,14,2.16678
-30,14,2.14484
-28,14,2.11963
-26,14,2.09136
-24,14,2.06024
-22,14,2.02651
-20,14,1.99044
-18,14,1.95228
-16,14,1.9123
-14,14,1.87075
-12,14,1.82789
-10,14,1.78393
-8,14,1.73909
-6,14,1.69354
-4,14,1.64743
-2,14,1.60089
0,14,1.55401
2,14,1.50685
4,14,1.45945
6,14,1.41183
8,14,1.364
10,14,1.31596
12,14,1.26769
14,14,1.21921
16,14,1.17052
18,14,1.12164
20,14,1.07265
22,14,1.02362
24,14,0.97467
26,14,0.925974
28,14,0.877731
30,14,0.830187
32,14,0.783632
34,14,0.738395
36,14,0.694841
38,14,0.653366
40,14,0.614395
42,14,0.57837
44,14,0.545742
46,14,0.516969
48,14,0.492499
50,14,0.472767
52,14,0.458185
54,14,0.449134
56,14,0.445956
58,14,0.448948
60,14,0.458358
62,14,0.474378
64,14,0.497143
66,14,0.526731
68,14,0.563157
70,14,0.606378
72,14,0.656294
74,14,0.712749
76,14,0.775533
78,14,0.844389
80,14,0.919015
82,14,0.999067
84,14,1.08416
86,14,1.17389
88,14,1.26781
90,14,1.36545
92,14,1.46631
94,14,1.56988
96,14,1.67564
98,14,1.78302
100,14,1.89145
102,14,2.00036
104,14,2.10915
106,14,2.21719
108,14,2.32387
110,14,2.42854
112,14,2.53055
114,14,2.62925
116,14,2.72399
118,14,2.81409
120,14,2.89891
122,14,2.9778
124,14,3.05015
126,14,3.11536
128,14,3.17287
130,14,3.22217
132,14,3.26278
134,14,3.29431
136,14,3.31642
138,14,3.32886
140,14,3.33146
142,14,3.32413
144,14,3.30689
146,14,3.27983
148,14,3.24317
150,14,3.19719
152,14,3.14228
154,14,3.07891
156,14,3.00762
158,14,2.92904
160,14,2.84385
162,14,2.75277
164,14,2.65656
166,14,2.55603
168,14,2.45199
170,14,2.34523
172,14,2.23658
174,14,2.12681
176,14,2.0167
178,14,1.90697
180,14,1.79831
-180,16,1.59617
-178,16,1.49976
-176,16,1.40548
-174,16,1.31381
-172,16,1.22515
-170,16,1.13989
-168,16,1.05834
-166,16,0.98078
-164,16,0.907429
-162,16,0.838488
-160,16,0.774119
-158,16,0.714459
-156,16,0.659624
-154,16,0.609712
-152,16,0.564805
-150,16,0.524973
-148,16,0.490273
-146,16,0.460749
-144,16,0.436432
-142,16,0.417338
