Phi[deg],Theta[deg],re(rEPhi)[mV]
16,0,1882.82
18,0,1519.88
20,0,1155.09
22,0,788.897
24,0,421.739
26,0,54.0674
28,0,-313.67
30,0,-681.026
32,0,-1047.55
34,0,-1412.8
36,0,-1776.33
38,0,-2137.69
40,0,-2496.45
42,0,-2852.17
44,0,-3204.41
46,0,-3552.75
48,0,-3896.76
50,0,-4236.03
52,0,-4570.13
54,0,-4898.66
56,0,-5221.23
58,0,-5537.43
60,0,-5846.89
62,0,-6149.22
64,0,-6444.07
66,0,-6731.06
68,0,-7009.85
70,0,-7280.1
72,0,-7541.48
74,0,-7793.67
76,0,-8036.37
78,0,-8269.28
80,0,-8492.11
82,0,-8704.59
84,0,-8906.47
86,0,-9097.5
88,0,-9277.44
90,0,-9446.09
92,0,-9603.22
94,0,-9748.65
96,0,-9882.21
98,0,-10003.7
100,0,-10113
102,0,-10210.1
104,0,-10294.6
106,0,-10366.6
108,0,-10426
110,0,-10472.7
112,0,-10506.7
114,0,-10527.8
116,0,-10536.1
118,0,-10531.6
120,0,-10514.2
122,0,-10484
124,0,-10441.1
126,0,-10385.4
128,0,-10317.1
130,0,-10236.2
132,0,-10142.9
134,0,-10037.1
136,0,-9919.19
138,0,-9789.16
140,0,-9647.2
142,0,-9493.49
144,0,-9328.21
146,0,-9151.57
148,0,-8963.77
150,0,-8765.06
152,0,-8555.67
154,0,-8335.85
156,0,-8105.88
158,0,-7866.03
160,0,-7616.6
162,0,-7357.89
164,0,-7090.21
166,0,-6813.89
168,0,-6529.28
170,0,-6236.71
172,0,-5936.54
174,0,-5629.14
176,0,-5314.88
178,0,-4994.14
180,0,-4667.32
-180,2,-4737.39
-178,2,-4402.89
-176,2,-4062.95
-174,2,-3717.98
-172,2,-3368.41
-170,2,-3014.68
-168,2,-2657.22
-166,2,-2296.48
-164,2,-1932.92
-162,2,-1566.97
-160,2,-1199.11
-158,2,-829.793
-156,2,-459.475
-154,2,-88.6238
-152,2,282.298
-150,2,652.826
-148,2,1022.5
-146,2,1390.85
-144,2,1757.42
-142,2,2121.75
-140,2,2483.39
-138,2,2841.89
-136,2,3196.8
-134,2,3547.67
-132,2,3894.07
-130,2,4235.57
-128,2,4571.75
-126,2,4902.19
-124,2,5226.49
-122,2,5544.23
-120,2,5855.04
-118,2,6158.52
-116,2,6454.31
-114,2,6742.05
-112,2,7021.38
-110,2,7291.97
-108,2,7553.48
-106,2,7805.61
-104,2,8048.04
-102,2,8280.49
-100,2,8502.68
-98,2,8714.35
-96,2,8915.24
-94,2,9105.12
-92,2,9283.76
-90,2,9450.96
-88,2,9606.53
-86,2,9750.28
-84,2,9882.04
-82,2,10001.7
-80,2,10109
-78,2,10204
-76,2,10286.5
-74,2,10356.5
-72,2,10413.7
-70,2,10458.3
-68,2,10490.1
-66,2,10509.2
-64,2,10515.4
-62,2,10508.9
-60,2,10489.5
-58,2,10457.5
-56,2,10412.8
-54,2,10355.4
-52,2,10285.5
-50,2,10203.1
-48,2,10108.4
-46,2,10001.5
-44,2,9882.49
-42,2,9751.53
-40,2,9608.79
-38,2,9454.45
-36,2,9288.7
-34,2,9111.74
-32,2,8923.79
-30,2,8725.07
-28,2,8515.84
-26,2,8296.34
-24,2,8066.83
-22,2,7827.6
-20,2,7578.93
-18,2,7321.13
-16,2,7054.49
-14,2,6779.34
-12,2,6496.01
-10,2,6204.84
-8,2,5906.17
-6,2,5600.37
-4,2,5287.8
-2,2,4968.83
0,2,4643.85
2,2,4313.24
4,2,3977.4
6,2,3636.72
8,2,3291.63
10,2,2942.52
12,2,2589.82
14,2,2233.96
16,2,1875.34
18,2,1514.41
20,2,1151.61
22,2,787.349
24,2,422.083
26,2,56.2454
28,2,-309.724
30,2,-675.385
32,2,-1040.3
34,2,-1404.03
36,2,-1766.13
38,2,-2126.17
40,2,-2483.72
42,2,-2838.34
44,2,-3189.6
46,2,-3537.09
48,2,-3880.38
50,2,-4219.05
52,2,-4552.71
54,2,-4880.93
56,2,-5203.33
58,2,-5519.52
60,2,-5829.1
62,2,-6131.71
64,2,-6426.98
66,2,-6714.55
68,2,-6994.07
70,2,-7265.19
72,2,-7527.59
74,2,-7780.95
76,2,-8024.96
78,2,-8259.32
80,2,-8483.74
82,2,-8697.94
84,2,-8901.68
86,2,-9094.68
88,2,-9276.72
90,2,-9447.57
92,2,-9607.02
94,2,-9754.88
96,2,-9890.94
98,2,-10015.1
100,2,-10127.1
102,2,-10226.8
104,2,-10314.2
106,2,-10389.1
108,2,-10451.4
110,2,-10501
112,2,-10537.9
114,2,-10561.9
116,2,-10573.2
118,2,-10571.6
120,2,-10557.2
122,2,-10529.9
124,2,-10489.8
126,2,-10436.9
128,2,-10371.3
130,2,-10293
132,2,-10202.2
134,2,-10098.9
136,2,-9983.22
138,2,-9855.37
140,2,-9715.45
142,2,-9563.64
144,2,-9400.09
146,2,-9225.02
148,2,-9038.63
150,2,-8841.13
152,2,-8632.77
154,2,-8413.79
156,2,-8184.45
158,2,-7945.04
160,2,-7695.83
162,2,-7437.13
164,2,-7169.26
166,2,-6892.54
168,2,-6607.31
170,2,-6313.91
172,2,-6012.71
174,2,-5704.07
176,2,-5388.38
178,2,-5066.02
180,2,-4737.39
-180,4,-4853.16
-178,4,-4516.64
-176,4,-4174.38
-174,4,-3826.83
-172,4,-3474.41
-170,4,-3117.57
-168,4,-2756.77
-166,4,-2392.48
-164,4,-2025.15
-162,4,-1655.26
-160,4,-1283.29
-158,4,-909.714
-156,4,-535.022
-154,4,-159.696
-152,4,215.776
-150,4,590.906
-148,4,965.207
-146,4,1338.19
-144,4,1709.38
-142,4,2078.29
-140,4,2444.44
-138,4,2807.35
-136,4,3166.57
-134,4,3521.62
-132,4,3872.06
-130,4,4217.42
-128,4,4557.28
-126,4,4891.2
-124,4,5218.76
-122,4,5539.55
-120,4,5853.16
-118,4,6159.2
-116,4,6457.3
-114,4,6747.1
-112,4,7028.23
-110,4,7300.36
-108,4,7563.16
-106,4,7816.32
-104,4,8059.54
-102,4,8292.54
-100,4,8515.05
-98,4,8726.81
-96,4,8927.58
-94,4,9117.15
-92,4,9295.3
-90,4,9461.85
-88,4,9616.61
-86,4,9759.42
-84,4,9890.13
-82,4,10008.6
-80,4,10114.8
-78,4,10208.5
-76,4,10289.7
-74,4,10358.3
-72,4,10414.2
-70,4,10457.5
-68,4,10488
-66,4,10505.9
-64,4,10511
-62,4,10503.4
-60,4,10483.1
-58,4,10450.2
-56,4,10404.8
-54,4,10346.8
-52,4,10276.5
-50,4,10193.8
-48,4,10099
-46,4,9992.05
-44,4,9873.21
-42,4,9742.58
-40,4,9600.33
-38,4,9446.63
-36,4,9281.68
-34,4,9105.67
-32,4,8918.81
-30,4,8721.32
-28,4,8513.43
-26,4,8295.39
-24,4,8067.45
-22,4,7829.88
-20,4,7582.95
-18,4,7326.95
-16,4,7062.17
-14,4,6788.93
-12,4,6507.53
-10,4,6218.31
-8,4,5921.59
-6,4,5617.74
-4,4,5307.08
-2,4,4990
0,4,4666.85
2,4,4338.02
4,4,4003.88
6,4,3664.84
8,4,3321.28
10,4,2973.62
12,4,2622.26
14,4,2267.62
16,4,1910.12
18,4,1550.19
20,4,1188.25
22,4,824.729
24,4,460.071
26,4,94.7079
28,4,-270.92
30,4,-636.375
32,4,-1001.22
34,4,-1365
36,4,-1727.29
38,4,-2087.66
40,4,-2445.65
42,4,-2800.85
44,4,-3152.81
46,4,-3501.11
48,4,-3845.34
50,4,-4185.06
52,4,-4519.87
54,4,-4849.36
56,4,-5173.14
58,4,-5490.8
60,4,-5801.97
62,4,-6106.25
64,4,-6403.3
66,4,-6692.73
68,4,-6974.21
70,4,-7247.39
72,4,-7511.94
74,4,-7767.54
76,4,-8013.87
78,4,-8250.65
80,4,-8477.57
82,4,-8694.37
84,4,-8900.79
86,4,-9096.56
88,4,-9281.46
90,4,-9455.26
92,4,-9617.74
94,4,-9768.7
96,4,-9907.97
98,4,-10035.4
100,4,-10150.7
102,4,-10253.9
104,4,-10344.8
106,4,-10423.2
108,4,-10489.1
110,4,-10542.4
112,4,-10583
114,4,-10610.9
116,4,-10626
118,4,-10628.2
120,4,-10617.6
122,4,-10594.2
124,4,-10557.9
126,4,-10508.8
128,4,-10447
130,4,-10372.5
132,4,-10285.3
134,4,-10185.6
136,4,-10073.5
138,4,-9949.02
140,4,-9812.38
142,4,-9663.71
144,4,-9503.15
146,4,-9330.89
148,4,-9147.13
150,4,-8952.06
152,4,-8745.91
154,4,-8528.92
156,4,-8301.33
158,4,-8063.4
160,4,-7815.42
162,4,-7557.68
164,4,-7290.47
166,4,-7014.13
168,4,-6728.97
170,4,-6435.35
172,4,-6133.63
174,4,-5824.16
176,4,-5507.33
178,4,-5183.53
180,4,-4853.16
-180,6,-5012.74
-178,6,-4674.21
-176,6,-4329.55
-174,6,-3979.2
-172,6,-3623.6
-170,6,-3263.23
-168,6,-2898.55
-166,6,-2530.04
-164,6,-2158.2
-162,6,-1783.5
-160,6,-1406.47
-158,6,-1027.6
-156,6,-647.404
-154,6,-266.398
-152,6,114.9
-150,6,495.972
-148,6,876.301
-146,6,1255.37
-144,6,1632.66
-142,6,2007.65
-140,6,2379.85
-138,6,2748.75
-136,6,3113.84
-134,6,3474.64
-132,6,3830.67
-130,6,4181.45
-128,6,4526.51
-126,6,4865.42
-124,6,5197.72
-122,6,5522.98
-120,6,5840.8
-118,6,6150.76
-116,6,6452.49
-114,6,6745.6
-112,6,7029.75
-110,6,7304.59
-108,6,7569.8
-106,6,7825.06
-104,6,8070.09
-102,6,8304.61
-100,6,8528.37
-98,6,8741.12
-96,6,8942.64
-94,6,9132.72
-92,6,9311.18
-90,6,9477.84
-88,6,9632.55
-86,6,9775.17
-84,6,9905.58
-82,6,10023.7
-80,6,10129.3
-78,6,10222.5
-76,6,10303.2
-74,6,10371.2
-72,6,10426.6
-70,6,10469.4
-68,6,10499.6
-66,6,10517.1
-64,6,10521.9
-62,6,10514.2
-60,6,10494
-58,6,10461.3
-56,6,10416.2
-54,6,10358.8
-52,6,10289.1
-50,6,10207.3
-48,6,10113.5
-46,6,10007.9
-44,6,9890.43
-42,6,9761.39
-40,6,9620.9
-38,6,9469.12
-36,6,9306.24
-34,6,9132.43
-32,6,8947.9
-30,6,8752.84
-28,6,8547.48
-26,6,8332.04
-24,6,8106.75
-22,6,7871.87
-20,6,7627.64
-18,6,7374.34
-16,6,7112.24
-14,6,6841.63
-12,6,6562.8
-10,6,6276.06
-8,6,5981.73
-6,6,5680.14
-4,6,5371.62
-2,6,5056.52
0,6,4735.19
2,6,4408
4,6,4075.32
6,6,3737.54
8,6,3395.05
10,6,3048.23
12,6,2697.51
14,6,2343.29
16,6,1985.99
18,6,1626.04
20,6,1263.86
22,6,899.893
24,6,534.577
26,6,168.353
28,6,-198.334
30,6,-565.036
32,6,-931.306
34,6,-1296.69
36,6,-1660.75
38,6,-2023.03
40,6,-2383.08
42,6,-2740.47
44,6,-3094.75
46,6,-3445.48
48,6,-3792.23
50,6,-4134.57
52,6,-4472.09
54,6,-4804.36
56,6,-5130.98
58,6,-5451.55
60,6,-5765.68
62,6,-6072.98
64,6,-6373.08
66,6,-6665.61
68,6,-6950.23
70,6,-7226.58
72,6,-7494.34
74,6,-7753.18
76,6,-8002.8
78,6,-8242.9
80,6,-8473.19
82,6,-8693.4
84,6,-8903.27
86,6,-9102.56
88,6,-9291.02
90,6,-9468.43
92,6,-9634.6
94,6,-9789.32
96,6,-9932.4
98,6,-10063.7
100,6,-10183
102,6,-10290.3
104,6,-10385.3
106,6,-10467.9
108,6,-10538.1
110,6,-10595.8
112,6,-10640.9
114,6,-10673.3
116,6,-10692.9
118,6,-10699.8
120,6,-10693.9
122,6,-10675.2
124,6,-10643.7
126,6,-10599.5
128,6,-10542.4
130,6,-10472.7
132,6,-10390.3
134,6,-10295.3
136,6,-10187.9
138,6,-10068
140,6,-9935.82
142,6,-9791.49
144,6,-9635.13
146,6,-9466.91
148,6,-9286.98
150,6,-9095.54
152,6,-8892.79
154,6,-8678.92
156,6,-8454.19
158,6,-8218.82
160,6,-7973.08
162,6,-7717.24
164,6,-7451.58
166,6,-7176.43
168,6,-6892.08
170,6,-6598.88
172,6,-6297.18
174,6,-5987.33
176,6,-5669.71
178,6,-5344.71
180,6,-5012.74
-180,8,-5213.27
-178,8,-4872.83
-176,8,-4525.75
-174,8,-4172.48
-172,8,-3813.48
-170,8,-3449.24
-168,8,-3080.23
-166,8,-2706.96
-164,8,-2329.95
-162,8,-1949.7
-160,8,-1566.77
-158,8,-1181.67
-156,8,-794.965
-154,8,-407.196
-152,8,-18.9184
-150,8,369.311
-148,8,756.936
-146,8,1143.4
-144,8,1528.14
-142,8,1910.62
-140,8,2290.28
-138,8,2666.58
-136,8,3038.99
-134,8,3406.99
-132,8,3770.04
-130,8,4127.66
-128,8,4479.35
-126,8,4824.63
-124,8,5163.04
-122,8,5494.12
-120,8,5817.44
-118,8,6132.59
-116,8,6439.17
-114,8,6736.79
-112,8,7025.09
-110,8,7303.74
-108,8,7572.4
-106,8,7830.77
-104,8,8078.58
-102,8,8315.55
-100,8,8541.44
-98,8,8756.03
-96,8,8959.12
-94,8,9150.51
-92,8,9330.04
-90,8,9497.57
-88,8,9652.97
-86,8,9796.12
-84,8,9926.93
-82,8,10045.3
-80,8,10151.2
-78,8,10244.6
-76,8,10325.4
-74,8,10393.7
-72,8,10449.4
-70,8,10492.5
-68,8,10523
-66,8,10541.1
-64,8,10546.6
-62,8,10539.8
-60,8,10520.5
-58,8,10489
-56,8,10445.3
-54,8,10389.5
-52,8,10321.6
-50,8,10241.9
-48,8,10150.3
-46,8,10047.1
-44,8,9932.28
-42,8,9806.07
-40,8,9668.59
-38,8,9519.99
-36,8,9360.43
-34,8,9190.07
-32,8,9009.09
-30,8,8817.66
-28,8,8615.99
-26,8,8404.27
-24,8,8182.72
-22,8,7951.54
-20,8,7710.97
-18,8,7461.25
-16,8,7202.63
-14,8,6935.36
-12,8,6659.73
-10,8,6376
-8,8,6084.49
-6,8,5785.48
-4,8,5479.3
-2,8,5166.28
0,8,4846.76
2,8,4521.09
4,8,4189.63
6,8,3852.75
8,8,3510.85
10,8,3164.31
12,8,2813.54
14,8,2458.95
16,8,2100.97
18,8,1740.03
20,8,1376.56
22,8,1011
24,8,643.819
26,8,275.458
28,8,-93.6209
30,8,-462.955
32,8,-832.08
34,8,-1200.53
36,8,-1567.84
38,8,-1933.54
40,8,-2297.17
42,8,-2658.27
44,8,-3016.37
46,8,-3371.04
48,8,-3721.8
50,8,-4068.23
52,8,-4409.89
54,8,-4746.35
56,8,-5077.18
58,8,-5401.98
60,8,-5720.35
62,8,-6031.89
64,8,-6336.23
66,8,-6632.99
68,8,-6921.82
70,8,-7202.37
72,8,-7474.31
74,8,-7737.32
76,8,-7991.1
78,8,-8235.34
80,8,-8469.77
82,8,-8694.13
84,8,-8908.15
86,8,-9111.6
88,8,-9304.25
90,8,-9485.9
92,8,-9656.33
94,8,-9815.36
96,8,-9962.82
98,8,-10098.5
100,8,-10222.4
102,8,-10334.2
104,8,-10433.9
106,8,-10521.4
108,8,-10596.5
110,8,-10659.1
112,8,-10709.3
114,8,-10746.9
116,8,-10771.8
118,8,-10784.1
120,8,-10783.7
122,8,-10770.6
124,8,-10744.7
126,8,-10706.1
128,8,-10654.8
130,8,-10590.9
132,8,-10514.3
134,8,-10425.1
136,8,-10323.4
138,8,-10209.2
140,8,-10082.6
142,8,-9943.8
144,8,-9792.82
146,8,-9629.81
148,8,-9454.91
150,8,-9268.27
152,8,-9070.06
154,8,-8860.47
156,8,-8639.7
158,8,-8407.96
160,8,-8165.48
162,8,-7912.51
164,8,-7649.33
166,8,-7376.2
168,8,-7093.43
170,8,-6801.34
172,8,-6500.25
174,8,-6190.53
176,8,-5872.53
178,8,-5546.64
180,8,-5213.27
-180,10,-5451
-178,10,-5108.83
-176,10,-4759.42
-174,10,-4403.21
-172,10,-4040.69
-170,10,-3672.35
-168,10,-3298.68
-166,10,-2920.23
-164,10,-2537.53
-162,10,-2151.12
-160,10,-1761.58
-158,10,-1369.48
-156,10,-975.402
-154,10,-579.938
-152,10,-183.685
-150,10,212.756
-148,10,608.784
-146,10,1003.79
-144,10,1397.19
-142,10,1788.36
-140,10,2176.73
-138,10,2561.7
-136,10,2942.7
-134,10,3319.17
-132,10,3690.54
-130,10,4056.27
-128,10,4415.84
-126,10,4768.74
-124,10,5114.47
-122,10,5452.56
-120,10,5782.56
-118,10,6104.02
-116,10,6416.55
-114,10,6719.74
-112,10,7013.23
-110,10,7296.67
-108,10,7569.74
-106,10,7832.15
-104,10,8083.62
-102,10,8323.89
-100,10,8552.73
-98,10,8769.95
-96,10,8975.36
-94,10,9168.8
-92,10,9350.12
-90,10,9519.21
-88,10,9675.98
-86,10,9820.33
-84,10,9952.22
-82,10,10071.6
-80,10,10178.4
-78,10,10272.7
-76,10,10354.4
-74,10,10423.6
-72,10,10480.2
-70,10,10524.4
-68,10,10556.2
-66,10,10575.6
-64,10,10582.7
-62,10,10577.6
-60,10,10560.3
-58,10,10530.9
-56,10,10489.6
-54,10,10436.4
-52,10,10371.4
-50,10,10294.8
-48,10,10206.6
-46,10,10107
-44,10,9996.02
-42,10,9873.85
-40,10,9740.6
-38,10,9596.4
-36,10,9441.37
-34,10,9275.67
-32,10,9099.44
-30,10,8912.83
-28,10,8716
-26,10,8509.11
-24,10,8292.34
-22,10,8065.87
-20,10,7829.91
-18,10,7584.64
-16,10,7330.29
-14,10,7067.09
-12,10,6795.27
-10,10,6515.09
-8,10,6226.81
-6,10,5930.72
-4,10,5627.11
-2,10,5316.28
0,10,4998.57
2,10,4674.31
4,10,4343.85
6,10,4007.55
8,10,3665.81
10,10,3319
12,10,2967.55
14,10,2611.87
16,10,2252.38
18,10,1889.54
20,10,1523.79
22,10,1155.59
24,10,785.411
26,10,413.729
28,10,41.0247
30,10,-332.218
32,10,-705.511
34,10,-1078.36
36,10,-1450.29
38,10,-1820.78
40,10,-2189.37
42,10,-2555.56
44,10,-2918.88
46,10,-3278.83
48,10,-3634.96
50,10,-3986.79
52,10,-4333.88
54,10,-4675.78
56,10,-5012.05
58,10,-5342.26
60,10,-5666.01
62,10,-5982.89
64,10,-6292.51
66,10,-6594.5
68,10,-6888.49
70,10,-7174.14
72,10,-7451.12
74,10,-7719.1
76,10,-7977.79
78,10,-8226.9
80,10,-8466.15
82,10,-8695.28
84,10,-8914.05
86,10,-9122.23
88,10,-9319.61
90,10,-9505.98
92,10,-9681.16
94,10,-9844.98
96,10,-9997.28
98,10,-10137.9
100,10,-10266.7
102,10,-10383.6
104,10,-10488.4
106,10,-10581.1
108,10,-10661.6
110,10,-10729.8
112,10,-10785.6
114,10,-10828.9
116,10,-10859.7
118,10,-10878
120,10,-10883.8
122,10,-10876.9
124,10,-10857.5
126,10,-10825.4
128,10,-10780.7
130,10,-10723.4
132,10,-10653.5
134,10,-10571.1
136,10,-10476.1
138,10,-10368.7
140,10,-10248.8
142,10,-10116.6
144,10,-9972.13
146,10,-9815.47
148,10,-9646.73
150,10,-9466.04
152,10,-9273.52
154,10,-9069.32
156,10,-8853.61
158,10,-8626.57
160,10,-8388.38
162,10,-8139.28
164,10,-7879.49
166,10,-7609.27
168,10,-7328.88
170,10,-7038.63
172,10,-6738.82
174,10,-6429.78
176,10,-6111.88
178,10,-5785.49
180,10,-5451
-180,12,-5721.4
-178,12,-5377.78
-176,12,-5026.22
-174,12,-4667.17
-172,12,-4301.12
-170,12,-3928.58
-168,12,-3550.07
-166,12,-3166.15
-164,12,-2777.38
-162,12,-2384.36
-160,12,-1987.68
-158,12,-1587.96
-156,12,-1185.82
-154,12,-781.91
-152,12,-376.87
-150,12,28.6491
-148,12,433.994
-146,12,838.508
-144,12,1241.54
-142,12,1642.44
-140,12,2040.56
-138,12,2435.26
-136,12,2825.93
-134,12,3211.94
-132,12,3592.69
-130,12,3967.62
-128,12,4336.13
-126,12,4697.7
-124,12,5051.8
-122,12,5397.92
-120,12,5735.59
-118,12,6064.35
-116,12,6383.77
-114,12,6693.46
-112,12,6993.02
-110,12,7282.13
-108,12,7560.45
-106,12,7827.69
-104,12,8083.59
-102,12,8327.9
-100,12,8560.43
-98,12,8780.98
-96,12,8989.39
-94,12,9185.53
-92,12,9369.28
-90,12,9540.57
-88,12,9699.33
-86,12,9845.51
-84,12,9979.08
-82,12,10100
-80,12,10208.4
-78,12,10304.2
-76,12,10387.4
-74,12,10458.2
-72,12,10516.5
-70,12,10562.5
-68,12,10596.2
-66,12,10617.8
-64,12,10627.2
-62,12,10624.6
-60,12,10610.1
-58,12,10583.9
-56,12,10545.9
-54,12,10496.3
-52,12,10435.3
-50,12,10362.8
-48,12,10279.1
-46,12,10184.1
-44,12,10078.2
-42,12,9961.17
-40,12,9833.32
-38,12,9694.69
-36,12,9545.39
-34,12,9385.53
-32,12,9215.21
-30,12,9034.56
-28,12,8843.68
-26,12,8642.7
-24,12,8431.76
-22,12,8210.99
-20,12,7980.56
-18,12,7740.61
-16,12,7491.32
-14,12,7232.89
-12,12,6965.52
-10,12,6689.41
-8,12,6404.82
-6,12,6111.98
-4,12,5811.17
-2,12,5502.68
0,12,5186.81
2,12,4863.88
4,12,4534.24
6,12,4198.24
8,12,3856.28
10,12,3508.74
12,12,3156.03
14,12,2798.6
16,12,2436.87
18,12,2071.31
20,12,1702.39
22,12,1330.6
24,12,956.421
26,12,580.362
28,12,202.93
30,12,-175.359
32,12,-553.986
34,12,-932.43
36,12,-1310.17
38,12,-1686.67
40,12,-2061.43
42,12,-2433.92
44,12,-2803.64
46,12,-3170.07
48,12,-3532.72
50,12,-3891.1
52,12,-4244.73
54,12,-4593.15
56,12,-4935.89
58,12,-5272.53
60,12,-5602.62
62,12,-5925.76
64,12,-6241.55
66,12,-6549.61
68,12,-6849.56
70,12,-7141.07
72,12,-7423.79
74,12,-7697.42
76,12,-7961.65
78,12,-8216.2
80,12,-8460.82
82,12,-8695.24
84,12,-8919.24
86,12,-9132.61
88,12,-9335.13
90,12,-9526.64
92,12,-9706.95
94,12,-9875.92
96,12,-10033.4
98,12,-10179.3
100,12,-10313.4
102,12,-10435.7
104,12,-10546
106,12,-10644.3
108,12,-10730.5
110,12,-10804.6
112,12,-10866.4
114,12,-10916
116,12,-10953.2
118,12,-10978.1
120,12,-10990.5
122,12,-10990.6
124,12,-10978.1
126,12,-10953.3
128,12,-10915.9
130,12,-10866.1
132,12,-10803.7
134,12,-10728.9
136,12,-10641.6
138,12,-10541.9
140,12,-10429.7
142,12,-10305.2
144,12,-10168.2
146,12,-10019
148,12,-9857.52
150,12,-9683.87
152,12,-9498.14
154,12,-9300.44
156,12,-9090.88
158,12,-8869.6
160,12,-8636.75
162,12,-8392.51
164,12,-8137.07
166,12,-7870.66
168,12,-7593.5
170,12,-7305.86
172,12,-7008.03
174,12,-6700.33
176,12,-6383.07
178,12,-6056.63
180,12,-5721.4
-180,14,-6019.26
-178,14,-5674.58
-176,14,-5321.16
-174,14,-4959.48
-172,14,-4590.02
-170,14,-4213.32
-168,14,-3829.92
-166,14,-3440.4
-164,14,-3045.37
-162,14,-2645.44
-160,14,-2241.26
-158,14,-1833.49
-156,14,-1422.8
-154,14,-1009.9
-152,14,-595.465
-150,14,-180.214
-148,14,235.145
-146,14,649.898
-144,14,1063.33
-142,14,1474.75
-140,14,1883.43
-138,14,2288.7
-136,14,2689.87
-134,14,3086.29
-132,14,3477.29
-130,14,3862.25
-128,14,4240.56
-126,14,4611.65
-124,14,4974.94
-122,14,5329.91
-120,14,5676.05
-118,14,6012.89
-116,14,6339.98
-114,14,6656.9
-112,14,6963.27
-110,14,7258.74
-108,14,7542.99
-106,14,7815.73
-104,14,8076.72
-102,14,8325.71
-100,14,8562.52
-98,14,8786.99
-96,14,8998.99
-94,14,9198.4
-92,14,9385.15
-90,14,9559.18
-88,14,9720.47
-86,14,9869.01
-84,14,10004.8
-82,14,10127.9
-80,14,10238.4
-78,14,10336.2
-76,14,10421.6
-74,14,10494.5
-72,14,10555.2
-70,14,10603.6
-68,14,10639.9
-66,14,10664.3
-64,14,10676.7
-62,14,10677.5
-60,14,10666.6
-58,14,10644.2
-56,14,10610.5
-54,14,10565.4
-52,14,10509.2
-50,14,10441.9
-48,14,10363.7
-46,14,10274.5
-44,14,10174.5
-42,14,10063.8
-40,14,9942.5
-38,14,9810.57
-36,14,9668.12
-34,14,9515.23
-32,14,9351.95
-30,14,9178.35
-28,14,8994.5
-26,14,8800.49
-24,14,8596.39
-22,14,8382.29
-20,14,8158.29
-18,14,7924.51
-16,14,7681.07
-14,14,7428.12
-12,14,7165.82
-10,14,6894.33
-8,14,6613.87
-6,14,6324.65
-4,14,6026.91
-2,14,5720.92
0,14,5406.96
2,14,5085.34
4,14,4756.4
6,14,4420.49
8,14,4078
10,14,3729.32
12,14,3374.89
14,14,3015.14
16,14,2650.53
18,14,2281.56
20,14,1908.71
22,14,1532.5
24,14,1153.46
26,14,772.113
28,14,389.011
30,14,4.70586
32,14,-380.247
34,14,-765.286
36,14,-1149.85
38,14,-1533.39
40,14,-1915.33
42,14,-2295.13
44,14,-2672.24
46,14,-3046.12
48,14,-3416.24
50,14,-3782.1
52,14,-4143.18
54,14,-4498.98
56,14,-4849.05
58,14,-5192.91
60,14,-5530.12
62,14,-5860.25
64,14,-6182.91
66,14,-6497.69
68,14,-6804.23
70,14,-7102.17
72,14,-7391.19
74,14,-7670.97
76,14,-7941.22
78,14,-8201.67
80,14,-8452.06
82,14,-8692.15
84,14,-8921.73
86,14,-9140.61
88,14,-9348.58
90,14,-9545.5
92,14,-9731.21
94,14,-9905.58
96,14,-10068.5
98,14,-10219.8
100,14,-10359.5
102,14,-10487.4
