Phi[deg],Theta[deg],im(rEPhi)[mV]
-76,34,3432.01
-74,34,3225.98
-72,34,3017.75
-70,34,2810.71
-68,34,2608.01
-66,34,2412.5
-64,34,2226.67
-62,34,2052.66
-60,34,1892.2
-58,34,1746.63
-56,34,1616.89
-54,34,1503.57
-52,34,1406.9
-50,34,1326.82
-48,34,1262.96
-46,34,1214.74
-44,34,1181.36
-42,34,1161.86
-40,34,1155.15
-38,34,1160.03
-36,34,1175.22
-34,34,1199.4
-32,34,1231.2
-30,34,1269.28
-28,34,1312.28
-26,34,1358.89
-24,34,1407.85
-22,34,1457.96
-20,34,1508.14
-18,34,1557.41
-16,34,1604.92
-14,34,1649.99
-12,34,1692.08
-10,34,1730.85
-8,34,1766.13
-6,34,1797.92
-4,34,1826.41
-2,34,1851.91
0,34,1874.88
2,34,1895.86
4,34,1915.45
6,34,1934.26
8,34,1952.88
10,34,1971.8
12,34,1991.4
14,34,2011.9
16,34,2033.33
18,34,2055.5
20,34,2077.98
22,34,2100.14
24,34,2121.1
26,34,2139.8
28,34,2155.03
30,34,2165.44
32,34,2169.63
34,34,2166.19
36,34,2153.75
38,34,2131.06
40,34,2097.02
42,34,2050.75
44,34,1991.64
46,34,1919.33
48,34,1833.81
50,34,1735.35
52,34,1624.58
54,34,1502.41
56,34,1370.06
58,34,1229
60,34,1080.94
62,34,927.761
64,34,771.506
66,34,614.293
68,34,458.286
70,34,305.64
72,34,158.445
74,34,18.6824
76,34,-111.829
78,34,-231.47
80,34,-338.864
82,34,-432.908
84,34,-512.795
86,34,-578.037
88,34,-628.467
90,34,-664.243
92,34,-685.836
94,34,-694.014
96,34,-689.814
98,34,-674.511
100,34,-649.583
102,34,-616.664
104,34,-577.511
106,34,-533.957
108,34,-487.874
110,34,-441.139
112,34,-395.599
114,34,-353.05
116,34,-315.208
118,34,-283.7
120,34,-260.041
122,34,-245.626
124,34,-241.717
126,34,-249.428
128,34,-269.712
130,34,-303.343
132,34,-350.898
134,34,-412.729
136,34,-488.947
138,34,-579.395
140,34,-683.624
142,34,-800.88
144,34,-930.092
146,34,-1069.87
148,34,-1218.5
150,34,-1374
152,34,-1534.09
154,34,-1696.31
156,34,-1858
158,34,-2016.43
160,34,-2168.82
162,34,-2312.46
164,34,-2444.73
166,34,-2563.25
168,34,-2665.88
170,34,-2750.84
172,34,-2816.7
174,34,-2862.47
176,34,-2887.59
178,34,-2891.94
180,34,-2875.81
-180,36,-2723.75
-178,36,-2686.4
-176,36,-2627.93
-174,36,-2550.14
-172,36,-2455.08
-170,36,-2344.95
-168,36,-2222.01
-166,36,-2088.43
-164,36,-1946.25
-162,36,-1797.25
-160,36,-1642.88
-158,36,-1484.19
-156,36,-1321.85
-154,36,-1156.06
-152,36,-986.636
-150,36,-812.997
-148,36,-634.25
-146,36,-449.267
-144,36,-256.78
-142,36,-55.4876
-140,36,155.832
-138,36,378.211
-136,36,612.387
-134,36,858.709
-132,36,1117.06
-130,36,1386.81
-128,36,1666.76
-126,36,1955.15
-124,36,2249.66
-122,36,2547.46
-120,36,2845.27
-118,36,3139.4
-116,36,3425.91
-114,36,3700.65
-112,36,3959.44
-110,36,4198.12
-108,36,4412.77
-106,36,4599.72
-104,36,4755.75
-102,36,4878.17
-100,36,4964.87
-98,36,5014.43
-96,36,5026.19
-94,36,5000.2
-92,36,4937.31
-90,36,4839.11
-88,36,4707.88
-86,36,4546.55
-84,36,4358.61
-82,36,4148.01
-80,36,3919.03
-78,36,3676.19
-76,36,3424.11
-74,36,3167.4
-72,36,2910.53
-70,36,2657.73
-68,36,2412.9
-66,36,2179.53
-64,36,1960.65
-62,36,1758.77
-60,36,1575.91
-58,36,1413.52
-56,36,1272.56
-54,36,1153.5
-52,36,1056.36
-50,36,980.744
-48,36,925.912
-46,36,890.813
-44,36,874.144
-42,36,874.393
-40,36,889.89
-38,36,918.843
-36,36,959.376
-34,36,1009.56
-32,36,1067.45
-30,36,1131.1
-28,36,1198.61
-26,36,1268.11
-24,36,1337.87
-22,36,1406.21
-20,36,1471.65
-18,36,1532.85
-16,36,1588.66
-14,36,1638.19
-12,36,1680.76
-10,36,1715.96
-8,36,1743.66
-6,36,1763.97
-4,36,1777.28
-2,36,1784.19
0,36,1785.53
2,36,1782.25
4,36,1775.45
6,36,1766.24
8,36,1755.73
10,36,1744.96
12,36,1734.82
14,36,1726.01
16,36,1718.96
18,36,1713.85
20,36,1710.5
22,36,1708.47
24,36,1706.95
26,36,1704.89
28,36,1700.96
30,36,1693.65
32,36,1681.32
34,36,1662.27
36,36,1634.82
38,36,1597.41
40,36,1548.64
42,36,1487.36
44,36,1412.74
46,36,1324.29
48,36,1221.93
50,36,1105.98
52,36,977.203
54,36,836.75
56,36,686.169
58,36,527.362
60,36,362.535
62,36,194.148
64,36,24.8493
66,36,-142.591
68,36,-305.354
70,36,-460.643
72,36,-605.761
74,36,-738.178
76,36,-855.6
78,36,-956.035
80,36,-1037.84
82,36,-1099.79
84,36,-1141.06
86,36,-1161.33
88,36,-1160.71
90,36,-1139.8
92,36,-1099.62
94,36,-1041.64
96,36,-967.678
98,36,-879.875
100,36,-780.641
102,36,-672.576
104,36,-558.412
106,36,-440.942
108,36,-322.964
110,36,-207.22
112,36,-96.3501
114,36,7.14812
116,36,100.95
118,36,182.931
120,36,251.176
122,36,304.002
124,36,339.959
126,36,357.84
128,36,356.69
130,36,335.819
132,36,294.813
134,36,233.548
136,36,152.214
138,36,51.3323
140,36,-68.2308
142,36,-205.246
144,36,-358.116
146,36,-524.879
148,36,-703.219
150,36,-890.495
152,36,-1083.78
154,36,-1279.93
156,36,-1475.61
158,36,-1667.43
160,36,-1851.98
162,36,-2025.97
164,36,-2186.26
166,36,-2330.01
168,36,-2454.74
170,36,-2558.38
172,36,-2639.35
174,36,-2696.61
176,36,-2729.65
178,36,-2738.51
180,36,-2723.75
-180,38,-2435.61
-178,38,-2399.03
-176,38,-2339.27
-174,38,-2258.65
-172,38,-2159.78
-170,38,-2045.43
-168,38,-1918.41
-166,38,-1781.45
-164,38,-1637.04
-162,38,-1487.38
-160,38,-1334.22
-158,38,-1178.82
-156,38,-1021.9
-154,38,-863.62
-152,38,-703.612
-150,38,-540.992
-148,38,-374.462
-146,38,-202.396
-144,38,-22.9666
-142,38,165.723
-140,38,365.496
-138,38,577.962
-136,38,804.379
-134,38,1045.53
-132,38,1301.64
-130,38,1572.27
-128,38,1856.28
-126,38,2151.83
-124,38,2456.36
-122,38,2766.65
-120,38,3078.89
-118,38,3388.77
-116,38,3691.57
-114,38,3982.35
-112,38,4256.04
-110,38,4507.63
-108,38,4732.3
-106,38,4925.58
-104,38,5083.49
-102,38,5202.7
-100,38,5280.59
-98,38,5315.38
-96,38,5306.2
-94,38,5253.11
-92,38,5157.11
-90,38,5020.12
-88,38,4844.97
-86,38,4635.24
-84,38,4395.25
-82,38,4129.85
-80,38,3844.36
-78,38,3544.34
-76,38,3235.49
-74,38,2923.47
-72,38,2613.77
-70,38,2311.55
-68,38,2021.54
-66,38,1747.92
-64,38,1494.31
-62,38,1263.63
-60,38,1058.14
-58,38,879.437
-56,38,728.441
-54,38,605.461
-52,38,510.237
-50,38,442.002
-48,38,399.547
-46,38,381.291
-44,38,385.348
-42,38,409.587
-40,38,451.696
-38,38,509.227
-36,38,579.647
-34,38,660.38
-32,38,748.836
-30,38,842.455
-28,38,938.73
-26,38,1035.25
-24,38,1129.72
-22,38,1220
-20,38,1304.17
-18,38,1380.5
-16,38,1447.57
-14,38,1504.24
-12,38,1549.68
-10,38,1583.44
-8,38,1605.42
-6,38,1615.89
-4,38,1615.46
-2,38,1605.06
0,38,1585.94
2,38,1559.54
4,38,1527.48
6,38,1491.5
8,38,1453.3
10,38,1414.54
12,38,1376.69
14,38,1341
16,38,1308.4
18,38,1279.45
20,38,1254.3
22,38,1232.69
24,38,1213.92
26,38,1196.89
28,38,1180.14
30,38,1161.92
32,38,1140.27
34,38,1113.12
36,38,1078.36
38,38,1033.99
40,38,978.188
42,38,909.409
44,38,826.492
46,38,728.71
48,38,615.833
50,38,488.157
52,38,346.52
54,38,192.296
56,38,27.3693
58,38,-145.905
60,38,-324.764
62,38,-506.104
64,38,-686.564
66,38,-862.618
68,38,-1030.67
70,38,-1187.16
72,38,-1328.64
74,38,-1451.92
76,38,-1554.1
78,38,-1632.73
80,38,-1685.81
82,38,-1711.91
84,38,-1710.18
86,38,-1680.42
88,38,-1623.06
90,38,-1539.15
92,38,-1430.37
94,38,-1298.93
96,38,-1147.56
98,38,-979.386
100,38,-797.889
102,38,-606.773
104,38,-409.881
106,38,-211.103
108,38,-14.2846
110,38,176.857
112,38,358.8
114,38,528.272
116,38,682.297
118,38,818.222
120,38,933.741
122,38,1026.9
124,38,1096.09
126,38,1140.08
128,38,1157.98
130,38,1149.25
132,38,1113.74
134,38,1051.62
136,38,963.477
138,38,850.269
140,38,713.357
142,38,554.509
144,38,375.904
146,38,180.124
148,38,-29.8694
150,38,-250.766
152,38,-478.959
154,38,-710.609
156,38,-941.724
158,38,-1168.25
160,38,-1386.18
162,38,-1591.63
164,38,-1781
166,38,-1951.03
168,38,-2098.89
170,38,-2222.3
172,38,-2319.56
174,38,-2389.62
176,38,-2432.05
178,38,-2447.09
180,38,-2435.61
-180,40,-2026.85
-178,40,-1993.27
-176,40,-1934.9
-174,40,-1854.6
-172,40,-1755.53
-170,40,-1641.07
-168,40,-1514.6
-166,40,-1379.38
-164,40,-1238.41
-162,40,-1094.3
-160,40,-949.098
-158,40,-804.281
-156,40,-660.636
-154,40,-518.261
-152,40,-376.568
-150,40,-234.343
-148,40,-89.8234
-146,40,59.1789
-144,40,215.132
-142,40,380.623
-140,40,558.181
-138,40,750.099
-136,40,958.27
-134,40,1184.03
-132,40,1428.03
-130,40,1690.13
-128,40,1969.33
-126,40,2263.78
-124,40,2570.71
-122,40,2886.55
-120,40,3206.97
-118,40,3526.98
-116,40,3841.11
-114,40,4143.53
-112,40,4428.26
-110,40,4689.31
-108,40,4920.91
-106,40,5117.69
-104,40,5274.83
-102,40,5388.26
-100,40,5454.79
-98,40,5472.21
-96,40,5439.39
-94,40,5356.34
-92,40,5224.19
-90,40,5045.23
-88,40,4822.8
-86,40,4561.22
-84,40,4265.63
-82,40,3941.91
-80,40,3596.42
-78,40,3235.9
-76,40,2867.19
-74,40,2497.11
-72,40,2132.22
-70,40,1778.7
-68,40,1442.15
-66,40,1127.53
-64,40,839.026
-62,40,579.999
-60,40,352.97
-58,40,159.615
-56,40,0.793894
-54,40,-123.399
-52,40,-213.563
-50,40,-270.915
-48,40,-297.199
-46,40,-294.6
-44,40,-265.656
-42,40,-213.182
-40,40,-140.191
-38,40,-49.8344
-36,40,54.6567
-34,40,170.018
-32,40,292.995
-30,40,420.383
-28,40,549.066
-26,40,676.049
-24,40,798.506
-22,40,913.811
-20,40,1019.59
-18,40,1113.77
-16,40,1194.6
-14,40,1260.71
-12,40,1311.18
-10,40,1345.49
-8,40,1363.62
-6,40,1365.99
-4,40,1353.48
-2,40,1327.41
0,40,1289.46
2,40,1241.63
4,40,1186.15
6,40,1125.38
8,40,1061.73
10,40,997.514
12,40,934.879
14,40,875.675
16,40,821.375
18,40,772.989
20,40,731.013
22,40,695.392
24,40,665.518
26,40,640.243
28,40,617.938
30,40,596.558
32,40,573.747
34,40,546.947
36,40,513.526
38,40,470.916
40,40,416.74
42,40,348.945
44,40,265.909
46,40,166.546
48,40,50.3758
50,40,-82.4222
52,40,-230.983
54,40,-393.759
56,40,-568.541
58,40,-752.512
60,40,-942.314
62,40,-1134.14
64,40,-1323.85
66,40,-1507.05
68,40,-1679.26
70,40,-1836.03
72,40,-1973.08
74,40,-2086.39
76,40,-2172.38
78,40,-2228
80,40,-2250.83
82,40,-2239.15
84,40,-2192.05
86,40,-2109.41
88,40,-1991.98
90,40,-1841.29
92,40,-1659.7
94,40,-1450.27
96,40,-1216.71
98,40,-963.229
100,40,-694.49
102,40,-415.416
104,40,-131.086
106,40,153.404
108,40,433.057
110,40,703.089
112,40,959.023
114,40,1196.76
116,40,1412.65
118,40,1603.5
120,40,1766.63
122,40,1899.84
124,40,2001.45
126,40,2070.25
128,40,2105.5
130,40,2106.94
132,40,2074.71
134,40,2009.44
136,40,1912.16
138,40,1784.36
140,40,1627.97
142,40,1445.36
144,40,1239.33
146,40,1013.12
148,40,770.339
150,40,514.983
152,40,251.324
154,40,-16.1394
156,40,-282.778
158,40,-543.933
160,40,-795.034
162,40,-1031.71
164,40,-1249.91
166,40,-1446.03
168,40,-1616.98
170,40,-1760.3
172,40,-1874.25
174,40,-1957.77
176,40,-2010.62
178,40,-2033.25
180,40,-2026.85
-180,42,-1515.31
-178,42,-1486.86
-176,42,-1432.59
-174,42,-1355.89
-172,42,-1260.48
-170,42,-1150.28
-168,42,-1029.24
-166,42,-901.159
-164,42,-769.504
-162,42,-637.27
-160,42,-506.838
-158,42,-379.861
-156,42,-257.192
-154,42,-138.852
-152,42,-24.0315
-150,42,88.8481
-148,42,202.044
-146,42,318.353
-144,42,440.944
-142,42,573.165
-140,42,718.332
-138,42,879.516
-136,42,1059.34
-134,42,1259.79
-132,42,1482.05
-130,42,1726.37
-128,42,1991.98
-126,42,2277.06
-124,42,2578.72
-122,42,2893.06
-120,42,3215.24
-118,42,3539.64
-116,42,3859.98
-114,42,4169.54
-112,42,4461.37
-110,42,4728.46
-108,42,4964.03
-106,42,5161.73
-104,42,5315.84
-102,42,5421.5
-100,42,5474.85
-98,42,5473.21
-96,42,5415.14
-94,42,5300.55
-92,42,5130.71
-90,42,4908.22
-88,42,4636.96
-86,42,4321.95
-84,42,3969.24
-82,42,3585.73
-80,42,3178.91
-78,42,2756.7
-76,42,2327.18
-74,42,1898.35
-72,42,1477.94
-70,42,1073.17
-68,42,690.587
-66,42,335.92
-64,42,13.9641
-62,42,-271.487
-60,42,-517.673
-58,42,-722.859
-56,42,-886.299
-54,42,-1008.17
-52,42,-1089.47
-50,42,-1131.95
-48,42,-1137.95
-46,42,-1110.33
-44,42,-1052.36
-42,42,-967.578
-40,42,-859.761
-38,42,-732.799
-36,42,-590.653
-34,42,-437.295
-32,42,-276.654
-30,42,-112.581
-28,42,51.1992
-26,42,211.126
-24,42,363.846
-22,42,506.265
-20,42,635.592
-18,42,749.396
-16,42,845.659
-14,42,922.825
-12,42,979.844
-10,42,1016.21
-8,42,1031.98
-6,42,1027.8
-4,42,1004.83
-2,42,964.814
0,42,909.921
2,42,842.734
4,42,766.13
6,42,683.171
8,42,596.98
10,42,510.607
12,42,426.894
14,42,348.345
16,42,277.01
18,42,214.38
20,42,161.314
22,42,117.984
24,42,83.8656
26,42,57.7475
28,42,37.7882
30,42,21.5979
32,42,6.35205
34,42,-11.071
36,42,-33.9349
38,42,-65.4799
40,42,-108.756
42,42,-166.459
44,42,-240.785
46,42,-333.303
48,42,-444.846
50,42,-575.446
52,42,-724.289
54,42,-889.706
56,42,-1069.2
58,42,-1259.5
60,42,-1456.65
62,42,-1656.11
64,42,-1852.87
66,42,-2041.63
68,42,-2216.95
70,42,-2373.38
72,42,-2505.67
74,42,-2608.92
76,42,-2678.74
78,42,-2711.38
80,42,-2703.9
82,42,-2654.26
84,42,-2561.39
86,42,-2425.24
88,42,-2246.83
90,42,-2028.21
92,42,-1772.42
94,42,-1483.4
96,42,-1165.9
98,42,-825.318
100,42,-467.547
102,42,-98.8286
104,42,274.437
106,42,645.857
108,42,1009.2
110,42,1358.56
112,42,1688.44
114,42,1993.89
116,42,2270.56
118,42,2514.75
120,42,2723.4
122,42,2894.17
124,42,3025.34
126,42,3115.82
128,42,3165.13
130,42,3173.34
132,42,3141.08
134,42,3069.47
136,42,2960.11
138,42,2815.12
140,42,2637.05
142,42,2428.94
144,42,2194.24
146,42,1936.86
148,42,1661.07
150,42,1371.52
152,42,1073.11
154,42,770.93
156,42,470.179
158,42,176.036
160,42,-106.461
162,42,-372.538
164,42,-617.815
166,42,-838.422
168,42,-1031.11
170,42,-1193.35
172,42,-1323.37
174,42,-1420.25
176,42,-1483.91
178,42,-1515.08
180,42,-1515.31
-180,44,-920.177
-178,44,-898.679
-176,44,-851.08
-174,44,-781.241
-172,44,-693.395
-170,44,-591.977
-168,44,-481.431
-166,44,-366.025
-164,44,-249.657
-162,44,-135.683
-160,44,-26.7525
-158,44,75.3131
-156,44,169.616
-154,44,256.227
-152,44,336.185
-150,44,411.446
-148,44,484.776
-146,44,559.607
-144,44,639.838
-142,44,729.622
-140,44,833.117
-138,44,954.239
-136,44,1096.41
-134,44,1262.36
-132,44,1453.86
-130,44,1671.66
-128,44,1915.28
-126,44,2183.02
-124,44,2471.91
-122,44,2777.78
-120,44,3095.33
-118,44,3418.31
-116,44,3739.67
-114,44,4051.78
-112,44,4346.68
-110,44,4616.37
-108,44,4853.01
-106,44,5049.23
-104,44,5198.39
-102,44,5294.76
-100,44,5333.82
-98,44,5312.32
-96,44,5228.51
-94,44,5082.15
-92,44,4874.6
-90,44,4608.76
-88,44,4289
-86,44,3921.06
-84,44,3511.88
-82,44,3069.36
-80,44,2602.15
-78,44,2119.36
-76,44,1630.33
-74,44,1144.28
-72,44,670.132
-70,44,216.176
-68,44,-210.079
-66,44,-602.111
-64,44,-954.511
-62,44,-1263.06
-60,44,-1524.79
-58,44,-1737.94
-56,44,-1901.91
-54,44,-2017.22
-52,44,-2085.35
-50,44,-2108.62
-48,44,-2090.06
-46,44,-2033.28
-44,44,-1942.32
-42,44,-1821.52
-40,44,-1675.45
-38,44,-1508.77
-36,44,-1326.2
-34,44,-1132.41
-32,44,-932.008
-30,44,-729.478
-28,44,-529.128
-26,44,-335.057
-24,44,-151.104
-22,44,19.2029
-20,44,172.704
-18,44,306.665
-16,44,418.84
-14,44,507.529
-12,44,571.63
-10,44,610.679
-8,44,624.882
-6,44,615.116
-4,44,582.921
-2,44,530.46
0,44,460.455
2,44,376.1
4,44,280.951
6,44,178.793
8,44,73.4922
10,44,-31.1556
12,44,-131.591
14,44,-224.642
16,44,-307.673
18,44,-378.705
20,44,-436.518
22,44,-480.716
24,44,-511.755
26,44,-530.93
28,44,-540.328
30,44,-542.729
32,44,-541.481
34,44,-540.34
36,44,-543.281
38,44,-554.308
40,44,-577.242
42,44,-615.527
44,44,-672.043
46,44,-748.943
48,44,-847.521
50,44,-968.112
52,44,-1110.03
54,44,-1271.57
56,44,-1449.99
58,44,-1641.61
60,44,-1841.87
62,44,-2045.51
64,44,-2246.65
66,44,-2439.03
68,44,-2616.18
70,44,-2771.61
72,44,-2899.03
74,44,-2992.56
76,44,-3046.91
78,44,-3057.58
80,44,-3021.03
82,44,-2934.8
84,44,-2797.59
86,44,-2609.39
88,44,-2371.47
90,44,-2086.34
92,44,-1757.74
94,44,-1390.49
96,44,-990.396
98,44,-564.063
100,44,-118.691
102,44,338.12
104,44,798.592
106,44,1254.98
108,44,1699.77
110,44,2125.88
112,44,2526.77
114,44,2896.62
116,44,3230.38
118,44,3523.85
120,44,3773.69
122,44,3977.41
124,44,4133.36
126,44,4240.68
128,44,4299.24
130,44,4309.6
132,44,4272.93
134,44,4190.98
136,44,4066.07
138,44,3900.97
140,44,3698.97
142,44,3463.81
144,44,3199.65
146,44,2911.05
148,44,2602.95
150,44,2280.57
152,44,1949.38
154,44,1615
156,44,1283.07
158,44,959.187
160,44,648.715
162,44,356.7
164,44,87.7184
166,44,-154.238
168,44,-365.876
170,44,-544.69
172,44,-689.03
174,44,-798.145
176,44,-872.196
178,44,-912.239
180,44,-920.177
-180,46,-261.214
-178,46,-247.971
-176,46,-209.217
-174,46,-149.247
-172,46,-72.7313
-170,46,15.4697
-168,46,110.498
-166,46,207.705
-164,46,302.85
-162,46,392.296
-160,46,473.185
-158,46,543.579
-156,46,602.572
-154,46,650.347
-152,46,688.189
-150,46,718.431
-148,46,744.351
-146,46,770.014
-144,46,800.06
-142,46,839.455
-140,46,893.224
-138,46,966.158
-136,46,1062.53
-134,46,1185.84
-132,46,1338.55
-130,46,1521.92
-128,46,1735.86
-126,46,1978.85
-124,46,2247.9
-122,46,2538.61
-120,46,2845.3
-118,46,3161.11
-116,46,3478.25
-114,46,3788.22
-112,46,4082.12
-110,46,4350.9
-108,46,4585.71
-106,46,4778.17
-104,46,4920.68
-102,46,5006.7
-100,46,5030.95
-98,46,4989.67
-96,46,4880.72
-94,46,4703.69
-92,46,4459.98
-90,46,4152.73
-88,46,3786.78
-86,46,3368.53
-84,46,2905.74
-82,46,2407.31
-80,46,1882.97
-78,46,1343.05
-76,46,798.089
-74,46,258.551
-72,46,-265.487
-70,46,-764.631
-68,46,-1230.42
-66,46,-1655.53
-64,46,-2033.95
-62,46,-2361.04
-60,46,-2633.65
-58,46,-2850.01
-56,46,-3009.76
-54,46,-3113.78
-52,46,-3164.09
-50,46,-3163.68
-48,46,-3116.32
-46,46,-3026.43
-44,46,-2898.89
-42,46,-2738.89
-40,46,-2551.82
-38,46,-2343.15
-36,46,-2118.34
-34,46,-1882.79
-32,46,-1641.75
-30,46,-1400.31
-28,46,-1163.32
-26,46,-935.377
-24,46,-720.744
-22,46,-523.32
-20,46,-346.569
-18,46,-193.456
-16,46,-66.3804
-14,46,32.8904
-12,46,103.277
-10,46,144.435
-8,46,156.784
-6,46,141.519
-4,46,100.587
-2,46,36.6497
0,46,-46.9917
2,46,-146.497
4,46,-257.613
6,46,-375.822
8,46,-496.512
10,46,-615.154
12,46,-727.485
14,46,-829.688
16,46,-918.566
18,46,-991.68
20,46,-1047.48
22,46,-1085.37
24,46,-1105.77
26,46,-1110.1
28,46,-1100.71
30,46,-1080.83
32,46,-1054.36
34,46,-1025.73
36,46,-999.69
38,46,-981.064
40,46,-974.512
42,46,-984.298
44,46,-1014.06
46,46,-1066.63
48,46,-1143.84
50,46,-1246.41
52,46,-1373.88
54,46,-1524.56
56,46,-1695.55
58,46,-1882.82
60,46,-2081.28
62,46,-2284.94
64,46,-2487.11
66,46,-2680.56
68,46,-2857.8
70,46,-3011.26
72,46,-3133.59
74,46,-3217.87
76,46,-3257.88
78,46,-3248.29
80,46,-3184.89
82,46,-3064.73
84,46,-2886.25
86,46,-2649.39
88,46,-2355.59
90,46,-2007.8
92,46,-1610.4
94,46,-1169.08
96,46,-690.681
98,46,-182.992
100,46,345.478
102,46,885.755
104,46,1428.66
106,46,1965.09
108,46,2486.2
110,46,2983.72
112,46,3450.07
114,46,3878.53
116,46,4263.39
118,46,4599.97
120,46,4884.66
122,46,5114.93
124,46,5289.28
126,46,5407.17
128,46,5468.94
130,46,5475.73
132,46,5429.42
134,46,5332.51
136,46,5188.09
138,46,4999.75
140,46,4771.56
142,46,4508.02
144,46,4214.01
146,46,3894.77
148,46,3555.83
150,46,3202.97
152,46,2842.14
154,46,2479.34
156,46,2120.58
158,46,1771.67
160,46,1438.18
162,46,1125.26
164,46,837.51
166,46,578.884
168,46,352.566
170,46,160.892
172,46,5.28294
174,46,-113.79
176,46,-196.808
178,46,-245.186
180,46,-261.214
-180,48,441.546
-178,48,446.037
-176,48,474.447
-174,48,522.104
-172,48,583.984
-170,48,654.9
-168,48,729.694
-166,48,803.455
-164,48,871.721
-162,48,930.682
-160,48,977.368
-158,48,1009.81
-156,48,1027.14
-154,48,1029.71
-152,48,1019.06
-150,48,997.914
-148,48,970.046
-146,48,940.14
-144,48,913.555
-142,48,896.06
-140,48,893.531
-138,48,911.631
-136,48,955.488
-134,48,1029.39
-132,48,1136.51
-130,48,1278.68
-128,48,1456.23
-126,48,1667.84
-124,48,1910.59
-122,48,2179.93
-120,48,2469.8
-118,48,2772.83
-116,48,3080.55
-114,48,3383.66
-112,48,3672.36
-110,48,3936.64
-108,48,4166.68
-106,48,4353.14
-104,48,4487.52
-102,48,4562.47
-100,48,4572.01
-98,48,4511.81
-96,48,4379.36
-94,48,4174.04
-92,48,3897.23
-90,48,3552.26
-88,48,3144.36
-86,48,2680.48
-84,48,2169.14
-82,48,1620.12
-80,48,1044.19
-78,48,452.793
-76,48,-142.37
-74,48,-729.648
-72,48,-1297.82
-70,48,-1836.43
-68,48,-2336.06
-66,48,-2788.6
-64,48,-3187.44
-62,48,-3527.55
-60,48,-3805.59
-58,48,-4019.84
-56,48,-4170.19
-54,48,-4257.94
-52,48,-4285.72
-50,48,-4257.23
-48,48,-4177.07
-46,48,-4050.52
-44,48,-3883.34
-42,48,-3681.63
-40,48,-3451.64
-38,48,-3199.64
-36,48,-2931.86
-34,48,-2654.39
-32,48,-2373.12
-30,48,-2093.69
-28,48,-1821.46
-26,48,-1561.43
-24,48,-1318.25
-22,48,-1096.1
-20,48,-898.658
-18,48,-729.034
-16,48,-589.681
-14,48,-482.338
-12,48,-407.961
-10,48,-366.675
-8,48,-357.75
-6,48,-379.589
-4,48,-429.757
-2,48,-505.027
0,48,-601.47
2,48,-714.566
4,48,-839.349
6,48,-970.572
8,48,-1102.9
10,48,-1231.1
12,48,-1350.26
14,48,-1455.97
16,48,-1544.54
18,48,-1613.14
20,48,-1659.95
22,48,-1684.25
24,48,-1686.46
26,48,-1668.19
28,48,-1632.1
30,48,-1581.88
32,48,-1522.02
34,48,-1457.66
36,48,-1394.33
38,48,-1337.7
40,48,-1293.3
42,48,-1266.22
44,48,-1260.93
46,48,-1280.94
48,48,-1328.71
50,48,-1405.4
52,48,-1510.85
54,48,-1643.48
56,48,-1800.3
58,48,-1977.02
60,48,-2168.08
62,48,-2366.9
64,48,-2565.98
66,48,-2757.22
68,48,-2932.14
70,48,-3082.13
72,48,-3198.78
74,48,-3274.15
76,48,-3301.06
78,48,-3273.32
80,48,-3186
82,48,-3035.61
84,48,-2820.25
86,48,-2539.75
88,48,-2195.64
90,48,-1791.21
92,48,-1331.42
94,48,-822.738
96,48,-272.978
98,48,308.933
100,48,913.227
102,48,1529.59
104,48,2147.48
106,48,2756.4
108,48,3346.24
110,48,3907.51
112,48,4431.57
114,48,4910.86
116,48,5338.98
118,48,5710.8
120,48,6022.53
122,48,6271.63
124,48,6456.82
126,48,6577.99
128,48,6636.06
130,48,6632.89
132,48,6571.16
134,48,6454.25
136,48,6286.14
138,48,6071.32
140,48,5814.73
142,48,5521.67
144,48,5197.79
146,48,4848.96
148,48,4481.31
150,48,4101.08
152,48,3714.61
154,48,3328.19
156,48,2948.01
158,48,2579.98
160,48,2229.68
162,48,1902.18
164,48,1601.93
166,48,1332.66
168,48,1097.28
170,48,897.794
172,48,735.243
174,48,609.704
176,48,520.278
178,48,465.129
180,48,441.546
-180,50,1167.85
-178,50,1164.13
-176,50,1181.66
-174,50,1215.45
-172,50,1260.2
-170,50,1310.5
-168,50,1361.02
-166,50,1406.72
-164,50,1443.05
-162,50,1466.18
-160,50,1473.15
-158,50,1462.06
-156,50,1432.19
-154,50,1384.09
-152,50,1319.62
-150,50,1241.88
-148,50,1155.15
-146,50,1064.7
-144,50,976.574
-142,50,897.296
-140,50,833.55
-138,50,791.83
-136,50,778.086
-134,50,797.381
-132,50,853.579
-130,50,949.087
-128,50,1084.66
-126,50,1259.26
-124,50,1470.03
-122,50,1712.32
-120,50,1979.81
-118,50,2264.69
-116,50,2557.88
-114,50,2849.39
-112,50,3128.61
-110,50,3384.71
-108,50,3606.98
-106,50,3785.23
-104,50,3910.14
-102,50,3973.61
-100,50,3969.02
-98,50,3891.51
-96,50,3738.17
-94,50,3508.13
-92,50,3202.71
-90,50,2825.33
-88,50,2381.47
-86,50,1878.55
-84,50,1325.69
-82,50,733.441
-80,50,113.471
-78,50,-521.792
-76,50,-1159.56
-74,50,-1787.09
-72,50,-2392.07
-70,50,-2963.01
-68,50,-3489.58
-66,50,-3962.89
-64,50,-4375.74
-62,50,-4722.71
-60,50,-5000.28
-58,50,-5206.82
-56,50,-5342.48
-54,50,-5409.04
