Phi[deg],Theta[deg],im(rEPhi)[mV]
-34,90,-4796.42
-32,90,-4270.44
-30,90,-3788.93
-28,90,-3360.92
-26,90,-2994.97
-24,90,-2698.96
-22,90,-2479.66
-20,90,-2342.29
-18,90,-2290.09
-16,90,-2323.86
-14,90,-2441.72
-12,90,-2638.95
-10,90,-2907.98
-8,90,-3238.59
-6,90,-3618.17
-4,90,-4032.19
-2,90,-4464.74
0,90,-4899.06
2,90,-5318.17
4,90,-5705.46
6,90,-6045.31
8,90,-6323.59
10,90,-6528.12
12,90,-6649.1
14,90,-6679.4
16,90,-6614.69
18,90,-6453.56
20,90,-6197.36
22,90,-5850.09
24,90,-5418.02
26,90,-4909.32
28,90,-4333.58
30,90,-3701.42
32,90,-3023.99
34,90,-2312.66
36,90,-1578.75
38,90,-833.318
40,90,-87.1277
42,90,649.406
44,90,1366.21
46,90,2053.55
48,90,2702.15
50,90,3303.29
52,90,3849.1
54,90,4332.87
56,90,4749.39
58,90,5095.38
60,90,5369.76
62,90,5573.93
64,90,5711.81
66,90,5789.82
68,90,5816.65
70,90,5802.88
72,90,5760.55
74,90,5702.6
76,90,5642.33
78,90,5592.84
80,90,5566.48
82,90,5574.46
84,90,5626.4
86,90,5730.02
88,90,5890.87
90,90,6112.08
92,90,6394.22
94,90,6735.14
96,90,7129.95
98,90,7571.02
100,90,8048.12
102,90,8548.61
104,90,9057.88
106,90,9559.82
108,90,10037.4
110,90,10473.7
112,90,10852.2
114,90,11158.3
116,90,11379.5
118,90,11506.6
120,90,11533.9
122,90,11459.7
124,90,11286.1
126,90,11019
128,90,10667.6
130,90,10243.4
132,90,9759.78
134,90,9230.98
136,90,8671.21
138,90,8094.1
140,90,7512.16
142,90,6936.54
144,90,6376.95
146,90,5841.77
148,90,5338.3
150,90,4873.02
152,90,4451.82
154,90,4080.19
156,90,3763.21
158,90,3505.48
160,90,3310.86
162,90,3182.17
164,90,3120.79
166,90,3126.33
168,90,3196.36
170,90,3326.15
172,90,3508.69
174,90,3734.74
176,90,3993.08
178,90,4270.84
180,90,4553.98
-180,92,4287.68
-178,92,4557.39
-176,92,4805.83
-174,92,5019
-172,92,5183.81
-170,92,5288.64
-168,92,5323.72
-166,92,5281.56
-164,92,5157.18
-162,92,4948.29
-160,92,4655.32
-158,92,4281.34
-156,92,3831.79
-154,92,3314.18
-152,92,2737.66
-150,92,2112.51
-148,92,1449.68
-146,92,760.275
-144,92,55.2311
-142,92,-655.018
-140,92,-1360.69
-138,92,-2052.68
-136,92,-2722.58
-134,92,-3362.48
-132,92,-3964.97
-130,92,-4523.01
-128,92,-5029.97
-126,92,-5479.79
-124,92,-5867.21
-122,92,-6188.12
-120,92,-6439.94
-118,92,-6622.04
-116,92,-6736.03
-114,92,-6785.99
-112,92,-6778.54
-110,92,-6722.67
-108,92,-6629.48
-106,92,-6511.7
-104,92,-6383.12
-102,92,-6257.94
-100,92,-6150.04
-98,92,-6072.42
-96,92,-6036.49
-94,92,-6051.63
-92,92,-6124.77
-90,92,-6260.03
-88,92,-6458.59
-86,92,-6718.55
-84,92,-7034.99
-82,92,-7400.05
-80,92,-7803.17
-78,92,-8231.45
-76,92,-8670.06
-74,92,-9102.85
-72,92,-9513.04
-70,92,-9883.9
-68,92,-10199.7
-66,92,-10446.3
-64,92,-10612.1
-62,92,-10688.7
-60,92,-10671
-58,92,-10557.7
-56,92,-10351.2
-54,92,-10057
-52,92,-9683.74
-50,92,-9241.87
-48,92,-8743.4
-46,92,-8201
-44,92,-7627.39
-42,92,-7034.94
-40,92,-6435.38
-38,92,-5839.75
-36,92,-5258.43
-34,92,-4701.29
-32,92,-4177.87
-30,92,-3697.42
-28,92,-3268.93
-26,92,-2900.98
-24,92,-2601.42
-22,92,-2377.02
-20,92,-2233.02
-18,92,-2172.68
-16,92,-2196.9
-14,92,-2303.94
-12,92,-2489.27
-10,92,-2745.6
-8,92,-3063
-6,92,-3429.26
-4,92,-3830.29
-2,92,-4250.59
0,92,-4673.87
2,92,-5083.55
4,92,-5463.44
6,92,-5798.22
8,92,-6073.99
10,92,-6278.78
12,92,-6402.84
14,92,-6439.05
16,92,-6382.99
18,92,-6233.1
20,92,-5990.56
22,92,-5659.11
24,92,-5244.75
26,92,-4755.33
28,92,-4200.15
30,92,-3589.44
32,92,-2934
34,92,-2244.82
36,92,-1532.81
38,92,-808.638
40,92,-82.6944
42,92,634.943
44,92,1334.47
46,92,2006.37
48,92,2641.43
50,92,3230.94
52,92,3766.89
54,92,4242.32
56,92,4651.69
58,92,4991.31
60,92,5259.66
62,92,5457.66
64,92,5588.86
66,92,5659.31
68,92,5677.48
70,92,5653.86
72,92,5600.51
74,92,5530.55
76,92,5457.55
78,92,5394.97
80,92,5355.58
82,92,5351.01
84,92,5391.24
86,92,5484.32
88,92,5636
90,92,5849.53
92,92,6125.5
94,92,6461.7
96,92,6853.1
98,92,7291.92
100,92,7767.77
102,92,8267.88
104,92,8777.56
106,92,9280.67
108,92,9760.28
110,92,10199.4
112,92,10581.8
114,92,10892.8
116,92,11120.3
118,92,11254.8
120,92,11290.8
122,92,11226.3
124,92,11063.3
126,92,10807.4
128,92,10467.3
130,92,10054.3
132,92,9581.28
134,92,9062.16
136,92,8510.86
138,92,7940.8
140,92,7364.39
142,92,6792.72
144,92,6235.55
146,92,5701.32
148,92,5197.44
150,92,4730.49
152,92,4306.43
154,92,3930.8
156,92,3608.71
158,92,3344.75
160,92,3142.79
162,92,3005.65
164,92,2934.81
166,92,2930
168,92,2988.98
170,92,3107.35
172,92,3278.47
174,92,3493.55
176,92,3741.88
178,92,4011.1
180,92,4287.68
-180,94,3987.4
-178,94,4249.43
-176,94,4493.62
-174,94,4706.33
-172,94,4874.7
-170,94,4987.14
-168,94,5033.78
-166,94,5006.85
-164,94,4900.95
-162,94,4713.24
-160,94,4443.54
-158,94,4094.22
-156,94,3670.06
-154,94,3177.94
-152,94,2626.45
-150,94,2025.43
-148,94,1385.51
-146,94,717.639
-144,94,32.728
-142,94,-658.679
-140,94,-1346.58
-138,94,-2021.59
-136,94,-2674.93
-134,94,-3298.39
-132,94,-3884.21
-130,94,-4425.12
-128,94,-4914.32
-126,94,-5345.71
-124,94,-5714.06
-122,94,-6015.44
-120,94,-6247.5
-118,94,-6409.95
-116,94,-6504.76
-114,94,-6536.4
-112,94,-6511.87
-110,94,-6440.53
-108,94,-6333.79
-106,94,-6204.61
-104,94,-6066.96
-102,94,-5935.12
-100,94,-5823.01
-98,94,-5743.53
-96,94,-5707.98
-94,94,-5725.53
-92,94,-5802.83
-90,94,-5943.71
-88,94,-6148.99
-86,94,-6416.45
-84,94,-6740.82
-82,94,-7113.92
-80,94,-7524.96
-78,94,-7960.84
-76,94,-8406.66
-74,94,-8846.26
-72,94,-9262.93
-70,94,-9640.14
-68,94,-9962.31
-66,94,-10215.6
-64,94,-10388.8
-62,94,-10473.4
-60,94,-10464.6
-58,94,-10361.3
-56,94,-10165.5
-54,94,-9882.98
-52,94,-9521.83
-50,94,-9092.36
-48,94,-8606.22
-46,94,-8075.72
-44,94,-7513.27
-42,94,-6930.94
-40,94,-6340.21
-38,94,-5751.91
-36,94,-5176.27
-34,94,-4623.04
-32,94,-4101.65
-30,94,-3621.3
-28,94,-3190.89
-26,94,-2818.95
-24,94,-2513.28
-22,94,-2280.65
-20,94,-2126.33
-18,94,-2053.66
-16,94,-2063.71
-14,94,-2154.97
-12,94,-2323.24
-10,94,-2561.62
-8,94,-2860.66
-6,94,-3208.68
-4,94,-3592.14
-2,94,-3996.12
0,94,-4404.86
2,94,-4802.3
4,94,-5172.68
6,94,-5501.03
8,94,-5773.71
10,94,-5978.85
12,94,-6106.75
14,94,-6150.18
16,94,-6104.56
18,94,-5968.07
20,94,-5741.57
22,94,-5428.45
24,94,-5034.36
26,94,-4566.8
28,94,-4034.72
30,94,-3448.03
32,94,-2817.21
34,94,-2152.93
36,94,-1465.82
38,94,-766.239
40,94,-64.2817
42,94,630.267
44,94,1307.88
46,94,1959.28
48,94,2575.45
50,94,3147.79
52,94,3668.33
54,94,4130.03
56,94,4527.19
58,94,4855.85
60,94,5114.15
62,94,5302.65
64,94,5424.51
66,94,5485.46
68,94,5493.69
70,94,5459.56
72,94,5395.13
74,94,5313.61
76,94,5228.81
78,94,5154.52
80,94,5103.88
82,94,5088.88
84,94,5119.85
86,94,5205.09
88,94,5350.51
90,94,5559.4
92,94,5832.27
94,94,6166.76
96,94,6557.65
98,94,6996.9
100,94,7473.91
102,94,7975.77
104,94,8487.67
106,94,8993.49
108,94,9476.36
110,94,9919.48
112,94,10306.8
114,94,10623.9
116,94,10858.7
118,94,11002.1
120,94,11048.4
122,94,10995.5
124,94,10845.4
126,94,10603.2
128,94,10277.2
130,94,9878.28
132,94,9418.87
134,94,8912.36
136,94,8372.28
138,94,7811.73
140,94,7242.88
142,94,6676.69
144,94,6122.86
146,94,5589.88
148,94,5085.21
150,94,4615.52
152,94,4186.88
154,94,3804.9
156,94,3474.77
158,94,3201.14
160,94,2987.93
162,94,2838.08
164,94,2753.17
166,94,2733.17
168,94,2776.11
170,94,2877.97
172,94,3032.59
174,94,3231.72
176,94,3465.25
178,94,3721.45
180,94,3987.4
-180,96,3659.17
-178,96,3910.93
-176,96,4148.83
-174,96,4359.62
-172,96,4530.71
-170,96,4650.6
-168,96,4709.32
-166,96,4698.8
-164,96,4613.21
-162,96,4449.11
-160,96,4205.61
-158,96,3884.32
-156,96,3489.23
-154,96,3026.47
-152,96,2503.95
-150,96,1930.96
-148,96,1317.71
-146,96,674.933
-144,96,13.4372
-142,96,-656.15
-140,96,-1323.61
-138,96,-1979.26
-136,96,-2613.95
-134,96,-3219.08
-132,96,-3786.54
-130,96,-4308.78
-128,96,-4778.8
-126,96,-5190.42
-124,96,-5538.47
-122,96,-5819.15
-120,96,-6030.42
-118,96,-6172.31
-116,96,-6247.19
-114,96,-6259.98
-112,96,-6218.08
-110,96,-6131.25
-108,96,-6011.23
-106,96,-5871.27
-104,96,-5725.5
-102,96,-5588.32
-100,96,-5473.63
-98,96,-5394.26
-96,96,-5361.31
-94,96,-5383.69
-92,96,-5467.7
-90,96,-5616.79
-88,96,-5831.35
-86,96,-6108.72
-84,96,-6443.2
-82,96,-6826.25
-80,96,-7246.77
-78,96,-7691.46
-76,96,-8145.33
-74,96,-8592.25
-72,96,-9015.66
-70,96,-9399.25
-68,96,-9727.78
-66,96,-9987.75
-64,96,-10168.2
-62,96,-10260.9
-60,96,-10261.5
-58,96,-10168.5
-56,96,-9984.35
-54,96,-9714.33
-52,96,-9366.41
-50,96,-8950.54
-48,96,-8477.96
-46,96,-7960.58
-44,96,-7410.44
-42,96,-6839.25
-40,96,-6258.2
-38,96,-5677.85
-36,96,-5108.25
-34,96,-4558.97
-32,96,-4039.29
-30,96,-3558.28
-28,96,-3124.74
-26,96,-2747.08
-24,96,-2433.06
-22,96,-2189.43
-20,96,-2021.49
-18,96,-1932.75
-16,96,-1924.49
-14,96,-1995.54
-12,96,-2142.15
-10,96,-2357.94
-8,96,-2634.07
-6,96,-2959.5
-4,96,-3321.38
-2,96,-3705.45
0,96,-4096.59
2,96,-4479.33
4,96,-4838.35
6,96,-5159.07
8,96,-5428.09
10,96,-5633.64
12,96,-5765.99
14,96,-5817.74
16,96,-5784.05
18,96,-5662.72
20,96,-5454.21
22,96,-5161.47
24,96,-4789.69
26,96,-4345.96
28,96,-3838.87
30,96,-3278
32,96,-2673.57
34,96,-2036.04
36,96,-1375.81
38,96,-703.074
40,96,-27.7289
42,96,640.65
44,96,1292.76
46,96,1919.56
48,96,2512.28
50,96,3062.52
52,96,3562.45
54,96,4005.13
56,96,4384.86
58,96,4697.56
60,96,4941.22
62,96,5116.13
64,96,5225.19
66,96,5273.86
68,96,5270.12
70,96,5224.2
72,96,5148.11
74,96,5055.18
76,96,4959.39
78,96,4874.78
80,96,4814.8
82,96,4791.74
84,96,4816.18
86,96,4896.57
88,96,5038.87
90,96,5246.32
92,96,5519.25
94,96,5855.06
96,96,6248.2
98,96,6690.35
100,96,7170.64
102,96,7675.97
104,96,8191.47
106,96,8701.02
108,96,9187.94
110,96,9635.63
112,96,10028.4
114,96,10352
116,96,10594.8
118,96,10747.8
120,96,10805.4
122,96,10765.6
124,96,10629.9
126,96,10403.4
128,96,10093.8
130,96,9711.4
132,96,9268.15
134,96,8776.83
136,96,8250.47
138,96,7701.71
140,96,7142.39
142,96,6583.24
144,96,6033.82
146,96,5502.59
148,96,4997.04
150,96,4523.91
152,96,4089.37
154,96,3699.12
156,96,3358.47
158,96,3072.19
160,96,2844.34
162,96,2678
164,96,2575
166,96,2535.59
168,96,2558.19
170,96,2639.24
172,96,2773.14
174,96,2952.28
176,96,3167.21
178,96,3406.92
180,96,3659.17
-180,98,3312.71
-178,98,3552.64
-176,98,3783.06
-174,98,3991.14
-172,98,4164.57
-170,98,4291.91
-168,98,4363.08
-166,98,4369.73
-164,98,4305.54
-162,98,4166.46
-160,98,3950.84
-158,98,3659.51
-156,98,3295.63
-154,98,2864.52
-152,98,2373.39
-150,98,1830.9
-148,98,1246.83
-146,98,631.618
-144,98,-4.04085
-142,98,-649.465
-140,98,-1294.25
-138,98,-1928.4
-136,98,-2542.42
-134,98,-3127.33
-132,98,-3674.67
-130,98,-4176.59
-128,98,-4625.92
-126,98,-5016.4
-124,98,-5342.9
-122,98,-5601.83
-120,98,-5791.39
-118,98,-5911.98
-116,98,-5966.4
-114,98,-5960
-112,98,-5900.63
-110,98,-5798.45
-108,98,-5665.55
-106,98,-5515.45
-104,98,-5362.5
-102,98,-5221.15
-100,98,-5105.32
-98,98,-5027.71
-96,98,-4999.19
-94,98,-5028.36
-92,98,-5121.13
-90,98,-5280.47
-88,98,-5506.27
-86,98,-5795.37
-84,98,-6141.57
-82,98,-6535.93
-80,98,-6967
-78,98,-7421.27
-76,98,-7883.67
-74,98,-8338.14
-72,98,-8768.29
-70,98,-9158.15
-68,98,-9492.82
-66,98,-9759.25
-64,98,-9946.82
-62,98,-10047.8
-60,98,-10057.8
-58,98,-9975.68
-56,98,-9803.69
-54,98,-9547
-52,98,-9213.27
-50,98,-8812.06
-48,98,-8354.19
-46,98,-7851.13
-44,98,-7314.46
-42,98,-6755.52
-40,98,-6185.14
-38,98,-5613.6
-36,98,-5050.68
-34,98,-4505.74
-32,98,-3987.87
-30,98,-3505.95
-28,98,-3068.61
-26,98,-2684.14
-24,98,-2360.2
-22,98,-2103.53
-20,98,-1919.52
-18,98,-1811.83
-16,98,-1782.05
-14,98,-1829.44
-12,98,-1950.77
-10,98,-2140.28
-8,98,-2389.85
-6,98,-2689.2
-4,98,-3026.23
-2,98,-3387.45
0,98,-3758.43
2,98,-4124.32
4,98,-4470.32
6,98,-4782.23
8,98,-5046.88
10,98,-5252.61
12,98,-5389.59
14,98,-5450.23
16,98,-5429.34
18,98,-5324.3
20,98,-5135.06
22,98,-4864.05
24,98,-4515.95
26,98,-4097.39
28,98,-3616.55
30,98,-3082.69
32,98,-2505.8
34,98,-1896.17
36,98,-1264.09
38,98,-619.672
40,98,27.2785
42,98,667.295
44,98,1291.23
46,98,1890.23
48,98,2455.75
50,98,2979.64
52,98,3454.32
54,98,3873.04
56,98,4230.25
58,98,4521.94
60,98,4746.08
62,98,4902.92
64,98,4995.19
66,98,5028.25
68,98,5009.95
70,98,4950.44
72,98,4861.75
74,98,4757.25
76,98,4651.09
78,98,4557.5
80,98,4490.12
82,98,4461.43
84,98,4482.13
86,98,4560.71
88,98,4703.05
90,98,4912.2
92,98,5188.21
94,98,5528.14
96,98,5926.05
98,98,6373.27
100,98,6858.64
102,98,7368.86
104,98,7888.98
106,98,8403
108,98,8894.41
110,98,9346.95
112,98,9745.28
114,98,10075.7
116,98,10326.7
118,98,10489.8
120,98,10559.4
122,98,10533.5
124,98,10413.6
126,98,10204.3
128,98,9912.85
130,98,9549.05
132,98,9124.11
134,98,8650.21
136,98,8139.77
138,98,7604.89
140,98,7056.98
142,98,6506.44
144,98,5962.65
146,98,5433.94
148,98,4927.79
150,98,4450.97
152,98,4009.76
154,98,3609.97
156,98,3257.03
158,98,2955.89
160,98,2710.81
162,98,2525.11
164,98,2400.93
166,98,2338.89
168,98,2337.9
170,98,2394.96
172,98,2505.09
174,98,2661.38
176,98,2855.14
178,98,3076.08
180,98,3312.71
-180,100,2960.05
-178,100,3187.51
-176,100,3410
-174,100,3615.07
-172,100,3790.64
-170,100,3925.31
-168,100,4008.88
-166,100,4032.68
-164,100,3989.9
-162,100,3875.9
-160,100,3688.31
-158,100,3427.17
-156,100,3094.85
-154,100,2695.92
-152,100,2236.88
-150,100,1725.83
-148,100,1172.11
-146,100,585.872
-144,100,-22.2985
-142,100,-641.692
-140,100,-1261.74
-138,100,-1872.2
-136,100,-2463.27
-134,100,-3025.63
-132,100,-3550.54
-130,100,-4029.94
-128,100,-4456.51
-126,100,-4823.96
-124,100,-5127.29
-122,100,-5363.07
-120,100,-5529.83
-118,100,-5628.33
-116,100,-5661.79
-114,100,-5635.99
-112,100,-5559.2
-110,100,-5441.96
-108,100,-5296.71
-106,100,-5137.23
-104,100,-4978.01
-102,100,-4833.59
-100,100,-4717.85
-98,100,-4643.32
-96,100,-4620.64
-94,100,-4658.04
-92,100,-4760.99
-90,100,-4931.97
-88,100,-5170.33
-86,100,-5472.34
-84,100,-5831.31
-82,100,-6237.84
-80,100,-6680.14
-78,100,-7144.48
-76,100,-7615.73
-74,100,-8077.92
-72,100,-8514.89
-70,100,-8910.99
-68,100,-9251.79
-66,100,-9524.68
-64,100,-9719.46
-62,100,-9828.81
-60,100,-9848.55
-58,100,-9777.71
-56,100,-9618.49
-54,100,-9375.86
-52,100,-9057.18
-50,100,-8671.63
-48,100,-8229.56
-46,100,-7741.97
-44,100,-7219.98
-42,100,-6674.49
-40,100,-6115.98
-38,100,-5554.37
-36,100,-4999.16
-34,100,-4459.44
-32,100,-3944.04
-30,100,-3461.61
-28,100,-3020.59
-26,100,-2629.08
-24,100,-2294.64
-22,100,-2023.99
-20,100,-1822.58
-18,100,-1694.29
-16,100,-1641.05
-14,100,-1662.59
-12,100,-1756.25
-10,100,-1917.01
-8,100,-2137.51
-6,100,-2408.29
-4,100,-2718.08
-2,100,-3054.2
0,100,-3402.97
2,100,-3750.18
4,100,-4081.61
6,100,-4383.42
8,100,-4642.72
10,100,-4847.91
12,100,-4989.11
14,100,-5058.48
16,100,-5050.47
18,100,-4962
20,100,-4792.49
22,100,-4543.8
24,100,-4220.07
26,100,-3827.41
28,100,-3373.56
30,100,-2867.47
32,100,-2318.89
34,100,-1737.97
36,100,-1134.95
38,100,-519.92
40,100,97.3307
42,100,707.358
44,100,1301.08
46,100,1869.79
48,100,2405.12
50,100,2899.18
52,100,3344.65
54,100,3735.07
56,100,4065.15
58,100,4331.11
60,100,4531.07
62,100,4665.37
64,100,4736.82
66,100,4750.8
68,100,4715.16
70,100,4640.08
72,100,4537.63
74,100,4421.26
76,100,4305.21
78,100,4203.82
80,100,4130.84
82,100,4098.79
84,100,4118.35
86,100,4197.9
88,100,4343.12
90,100,4556.75
92,100,4838.47
94,100,5184.89
96,100,5589.66
98,100,6043.71
100,100,6535.57
102,100,7051.75
104,100,7577.3
106,100,8096.29
108,100,8592.51
110,100,9050.08
112,100,9454.11
114,100,9791.37
116,100,10050.9
118,100,10224.3
120,100,10306.5
122,100,10295.4
124,100,10192.2
126,100,10001.3
128,100,9729.58
130,100,9386.03
132,100,8981.26
134,100,8526.71
136,100,8034.15
138,100,7515.06
140,100,6980.34
142,100,6440.02
144,100,5903.19
146,100,5378.04
148,100,4871.98
150,100,4391.79
152,100,3943.81
154,100,3533.98
156,100,3167.88
158,100,2850.67
160,100,2586.84
162,100,2380.05
164,100,2232.81
166,100,2146.21
168,100,2119.7
170,100,2150.9
172,100,2235.55
174,100,2367.49
176,100,2538.77
178,100,2739.89
180,100,2960.05
-180,102,2613.59
-178,102,2828.65
-176,102,3043.19
-174,102,3245.13
-172,102,3422.52
-170,102,3564.01
-168,102,3659.22
-166,102,3699.16
-164,102,3676.59
-162,102,3586.29
-160,102,3425.25
-158,102,3192.83
-156,102,2890.71
-154,102,2522.8
-152,102,2095.02
-150,102,1614.98
-148,102,1091.66
-146,102,534.974
-144,102,-44.5955
-142,102,-636.32
-140,102,-1229.52
-138,102,-1813.77
-136,102,-2379.05
-134,102,-2915.84
-132,102,-3415.24
-130,102,-3869.05
-128,102,-4269.97
-126,102,-4611.78
-124,102,-4889.65
-122,102,-5100.42
-120,102,-5242.94
-118,102,-5318.37
-116,102,-5330.31
-114,102,-5284.94
-112,102,-5190.92
-110,102,-5059.11
-108,102,-4902.22
-106,102,-4734.22
-104,102,-4569.71
-102,102,-4423.24
-100,102,-4308.6
-98,102,-4238.16
-96,102,-4222.26
-94,102,-4268.76
-92,102,-4382.69
-90,102,-4566.01
-88,102,-4817.54
-86,102,-5133.01
-84,102,-5505.22
-82,102,-5924.33
-80,102,-6378.23
-78,102,-6852.97
-76,102,-7333.38
-74,102,-7803.57
-72,102,-8247.64
-70,102,-8650.3
-68,102,-8997.55
-66,102,-9277.24
-64,102,-9479.64
-62,102,-9597.8
-60,102,-9627.79
-58,102,-9568.81
-56,102,-9422.99
-54,102,-9195.16
-52,102,-8892.37
-50,102,-8523.39
-48,102,-8098.14
-46,102,-7627.14
-44,102,-7121.04
-42,102,-6590.32
-40,102,-6045.03
-38,102,-5494.77
-36,102,-4948.67
-34,102,-4415.52
-32,102,-3903.87
-30,102,-3422.08
-28,102,-2978.34
-26,102,-2580.56
-24,102,-2236.15
-22,102,-1951.77
-20,102,-1732.96
-18,102,-1583.79
-16,102,-1506.55
-14,102,-1501.46
-12,102,-1566.48
-10,102,-1697.32
-8,102,-1887.44
-6,102,-2128.23
-4,102,-2409.29
-2,102,-2718.78
0,102,-3043.8
2,102,-3370.82
4,102,-3686.18
6,102,-3976.48
8,102,-4229.08
10,102,-4432.5
12,102,-4576.81
14,102,-4653.97
16,102,-4658.08
18,102,-4585.63
20,102,-4435.49
22,102,-4208.98
24,102,-3909.66
26,102,-3543.14
28,102,-3116.69
30,102,-2638.93
32,102,-2119.34
34,102,-1567.93
36,102,-994.873
38,102,-410.26
40,102,176.086
42,102,754.703
44,102,1316.53
46,102,1852.92
48,102,2355.68
50,102,2817.11
52,102,3230.19
54,102,3588.78
56,102,3887.92
58,102,4124.16
60,102,4295.93
62,102,4403.85
64,102,4450.92
66,102,4442.72
68,102,4387.24
70,102,4294.79
72,102,4177.51
74,102,4048.95
76,102,3923.4
78,102,3815.23
80,102,3738.17
82,102,3704.66
84,102,3725.21
86,102,3807.98
88,102,3958.31
90,102,4178.54
92,102,4467.91
94,102,4822.53
96,102,5235.61
98,102,5697.69
100,102,6196.97
102,102,6719.84
104,102,7251.32
106,102,7775.66
108,102,8276.95
110,102,8739.72
112,102,9149.62
114,102,9493.93
116,102,9762.14
118,102,9946.37
120,102,10041.6
122,102,10046
124,102,9960.5
126,102,9789.17
128,102,9538.39
130,102,9216.58
132,102,8833.58
134,102,8400.1
136,102,7927.18
138,102,7425.67
140,102,6905.89
142,102,6377.44
144,102,5849.1
146,102,5328.84
148,102,4823.98
150,102,4341.29
152,102,3887.14
154,102,3467.62
156,102,3088.47
158,102,2755.05
160,102,2472.17
162,102,2243.85
164,102,2073.02
166,102,1961.3
168,102,1908.75
170,102,1913.67
172,102,1972.51
174,102,2079.86
176,102,2228.57
178,102,2409.85
180,102,2613.59
-180,104,2283.96
-178,104,2487
-176,104,2693.7
-174,104,2892.24
-172,104,3070.78
-170,104,3217.94
-168,104,3323.18
-166,104,3377.23
-164,104,3372.45
-162,104,3303.16
-160,104,3165.83
-158,104,2959.27
-156,104,2684.64
-154,104,2345.35
-152,104,1946.88
-150,104,1496.51
-148,104,1002.94
-146,104,475.909
-144,104,-74.1593
-142,104,-636.547
-140,104,-1200.52
-138,104,-1755.58
-136,104,-2291.62
-134,104,-2799.07
-132,104,-3269.03
-130,104,-3693.38
-128,104,-4064.96
-126,104,-4377.78
-124,104,-4627.29
-122,104,-4810.68
-120,104,-4927.2
-118,104,-4978.37
-116,104,-4968.19
-114,104,-4903.16
-112,104,-4792.24
-110,104,-4646.52
-108,104,-4478.87
-106,104,-4303.35
-104,104,-4134.56
-102,104,-3987.01
-100,104,-3874.32
-98,104,-3808.64
-96,104,-3800.01
-94,104,-3855.94
-92,104,-3981
-90,104,-4176.7
-88,104,-4441.35
-86,104,-4770.2
-84,104,-5155.57
-82,104,-5587.24
-80,104,-6052.79
-78,104,-6538.12
-76,104,-7027.98
-74,104,-7506.6
-72,104,-7958.31
-70,104,-8368.15
-68,104,-8722.54
-66,104,-9009.78
-64,104,-9220.55
-62,104,-9348.27
-60,104,-9389.27
-58,104,-9342.87
-56,104,-9211.19
-54,104,-8998.89
-52,104,-8712.77
-50,104,-8361.22
-48,104,-7953.73
-46,104,-7500.38
-44,104,-7011.36
-42,104,-6496.73
-40,104,-5966.14
-38,104,-5428.81
-36,104,-4893.51
-34,104,-4368.71
-32,104,-3862.62
-30,104,-3383.28
-28,104,-2938.61
-26,104,-2536.24
-24,104,-2183.45
-22,104,-1886.78
-20,104,-1651.84
-18,104,-1482.87
-16,104,-1382.48
-14,104,-1351.36
-12,104,-1388.12
-10,104,-1489.17
-8,104,-1648.77
-6,104,-1859.2
-4,104,-2110.92
-2,104,-2392.94
0,104,-2693.15
2,104,-2998.73
4,104,-3296.59
6,104,-3573.82
8,104,-3818.06
10,104,-4018.01
12,104,-4163.73
14,104,-4247.05
16,104,-4261.79
18,104,-4204.06
20,104,-4072.26
22,104,-3867.2
24,104,-3591.91
26,104,-3251.46
28,104,-2852.7
30,104,-2403.83
32,104,-1914.05
34,104,-1393.18
36,104,-851.283
38,104,-298.412
40,104,255.602
42,104,801.278
44,104,1329.55
46,104,1831.84
48,104,2300.04
50,104,2726.66
52,104,3104.95
54,104,3429.08
56,104,3694.48
58,104,3898.09
60,104,4038.75
62,104,4117.45
64,104,4137.57
66,104,4104.95
68,104,4027.86
70,104,3916.78
72,104,3784
74,104,3643.14
76,104,3508.51
78,104,3394.4
80,104,3314.44
82,104,3280.85
84,104,3303.89
86,104,3391.36
88,104,3548.18
90,104,3776.25
92,104,4074.29
94,104,4437.96
96,104,4859.99
98,104,5330.56
100,104,5837.63
102,104,6367.43
104,104,6905.03
106,104,7434.87
108,104,7941.37
110,104,8409.53
112,104,8825.51
114,104,9177.16
116,104,9454.45
118,104,9649.91
120,104,9758.82
122,104,9779.32
124,104,9712.4
126,104,9561.66
128,104,9333.03
130,104,9034.26
132,104,8674.49
134,104,8263.66
136,104,7812.05
138,104,7329.83
140,104,6826.73
142,104,6311.89
144,104,5793.72
146,104,5279.97
148,104,4777.83
150,104,4294.04
152,104,3835.03
154,104,3406.98
156,104,3015.81
158,104,2667.15
160,104,2366.1
162,104,2117.06
164,104,1923.45
166,104,1787.44
168,104,1709.69
170,104,1689.18
172,104,1723.11
174,104,1806.79
176,104,1933.79
178,104,2096.01
180,104,2283.96
-180,106,1977.93
-178,106,2169.36
-176,106,2368.13
-174,106,2562.59
-172,106,2741.03
-170,106,2892
-168,106,3004.85
-166,106,3070.09
-164,106,3079.77
-162,106,3027.87
-160,106,2910.52
-158,106,2726.15
-156,106,2475.58
-154,106,2161.9
-152,106,1790.34
-150,106,1367.97
-148,106,903.32
-146,106,406.047
-144,106,-113.499
-142,106,-644.63
-140,106,-1176.64
-138,106,-1699.08
-136,106,-2201.9
-134,106,-2675.69
-132,106,-3111.73
-130,106,-3502.18
-128,106,-3840.2
-126,106,-4120.21
-124,106,-4338.1
-122,106,-4491.49
-120,106,-4580.06
-118,106,-4605.73
-116,106,-4572.83
-114,106,-4488.13
