Phi[deg],Theta[deg],RealizedGainTheta
96,6,1.42572
98,6,1.4533
100,6,1.48471
102,6,1.51978
104,6,1.55828
106,6,1.6
108,6,1.64471
110,6,1.69215
112,6,1.74208
114,6,1.79421
116,6,1.84829
118,6,1.90403
120,6,1.96115
122,6,2.01935
124,6,2.07836
126,6,2.13787
128,6,2.19761
130,6,2.25728
132,6,2.3166
134,6,2.37528
136,6,2.43307
138,6,2.48968
140,6,2.54487
142,6,2.59837
144,6,2.64995
146,6,2.69938
148,6,2.74643
150,6,2.79091
152,6,2.83262
154,6,2.87137
156,6,2.907
158,6,2.93935
160,6,2.9683
162,6,2.99372
164,6,3.0155
166,6,3.03356
168,6,3.04782
170,6,3.05823
172,6,3.06474
174,6,3.06734
176,6,3.06601
178,6,3.06078
180,6,3.05167
-180,8,2.77241
-178,8,2.75815
-176,8,2.74047
-174,8,2.71944
-172,8,2.69516
-170,8,2.66772
-168,8,2.63726
-166,8,2.60391
-164,8,2.56781
-162,8,2.52912
-160,8,2.48802
-158,8,2.44468
-156,8,2.39931
-154,8,2.35209
-152,8,2.30324
-150,8,2.25297
-148,8,2.2015
-146,8,2.14904
-144,8,2.09583
-142,8,2.04209
-140,8,1.98804
-138,8,1.9339
-136,8,1.87989
-134,8,1.82621
-132,8,1.77308
-130,8,1.7207
-128,8,1.66925
-126,8,1.61892
-124,8,1.56989
-122,8,1.52232
-120,8,1.47637
-118,8,1.43218
-116,8,1.38989
-114,8,1.34964
-112,8,1.31154
-110,8,1.2757
-108,8,1.24224
-106,8,1.21124
-104,8,1.18279
-102,8,1.15699
-100,8,1.13391
-98,8,1.11361
-96,8,1.09617
-94,8,1.08164
-92,8,1.07009
-90,8,1.06155
-88,8,1.05607
-86,8,1.05368
-84,8,1.05443
-82,8,1.05832
-80,8,1.06539
-78,8,1.07562
-76,8,1.08903
-74,8,1.10561
-72,8,1.12532
-70,8,1.14814
-68,8,1.17403
-66,8,1.20293
-64,8,1.23477
-62,8,1.26946
-60,8,1.30691
-58,8,1.34701
-56,8,1.38963
-54,8,1.43463
-52,8,1.48185
-50,8,1.5311
-48,8,1.58222
-46,8,1.63498
-44,8,1.68917
-42,8,1.74455
-40,8,1.80088
-38,8,1.85789
-36,8,1.9153
-34,8,1.97284
-32,8,2.0302
-30,8,2.08709
-28,8,2.14318
-26,8,2.19817
-24,8,2.25173
-22,8,2.30355
-20,8,2.35331
-18,8,2.40069
-16,8,2.44538
-14,8,2.48709
-12,8,2.52553
-10,8,2.56042
-8,8,2.59152
-6,8,2.61858
-4,8,2.64139
-2,8,2.65977
0,8,2.67355
2,8,2.6826
4,8,2.68683
6,8,2.68617
8,8,2.6806
10,8,2.67011
12,8,2.65476
14,8,2.63462
16,8,2.60981
18,8,2.58048
20,8,2.54683
22,8,2.50909
24,8,2.4675
26,8,2.42235
28,8,2.37397
30,8,2.32269
32,8,2.26887
34,8,2.21289
36,8,2.15516
38,8,2.09608
40,8,2.03607
42,8,1.97554
44,8,1.91491
46,8,1.85461
48,8,1.79504
50,8,1.7366
52,8,1.67968
54,8,1.62464
56,8,1.57184
58,8,1.52159
60,8,1.47422
62,8,1.42999
64,8,1.38916
66,8,1.35195
68,8,1.31857
70,8,1.28917
72,8,1.2639
74,8,1.24287
76,8,1.22615
78,8,1.2138
80,8,1.20585
82,8,1.2023
84,8,1.20311
86,8,1.20824
88,8,1.21762
90,8,1.23114
92,8,1.2487
94,8,1.27016
96,8,1.29536
98,8,1.32413
100,8,1.3563
102,8,1.39167
104,8,1.43002
106,8,1.47113
108,8,1.51477
110,8,1.56071
112,8,1.60869
114,8,1.65847
116,8,1.70979
118,8,1.76238
120,8,1.81598
122,8,1.87034
124,8,1.92518
126,8,1.98024
128,8,2.03526
130,8,2.08998
132,8,2.14416
134,8,2.19753
136,8,2.24986
138,8,2.30091
140,8,2.35046
142,8,2.39829
144,8,2.44418
146,8,2.48794
148,8,2.52938
150,8,2.56833
152,8,2.60461
154,8,2.63809
156,8,2.66861
158,8,2.69604
160,8,2.72029
162,8,2.74125
164,8,2.75883
166,8,2.77296
168,8,2.78358
170,8,2.79066
172,8,2.79416
174,8,2.79408
176,8,2.79041
178,8,2.78318
180,8,2.77241
-180,10,2.45136
-178,10,2.43653
-176,10,2.4186
-174,10,2.39767
-172,10,2.3738
-170,10,2.3471
-168,10,2.31769
-166,10,2.28569
-164,10,2.25123
-162,10,2.21448
-160,10,2.1756
-158,10,2.13476
-156,10,2.09215
-154,10,2.04796
-152,10,2.00241
-150,10,1.95569
-148,10,1.90802
-146,10,1.85962
-144,10,1.8107
-142,10,1.76148
-140,10,1.71216
-138,10,1.66295
-136,10,1.61406
-134,10,1.56566
-132,10,1.51796
-130,10,1.4711
-128,10,1.42526
-126,10,1.38058
-124,10,1.3372
-122,10,1.29524
-120,10,1.25482
-118,10,1.21602
-116,10,1.17895
-114,10,1.14368
-112,10,1.11028
-110,10,1.07882
-108,10,1.04935
-106,10,1.02194
-104,10,0.99662
-102,10,0.973448
-100,10,0.952465
-98,10,0.933716
-96,10,0.917243
-94,10,0.90309
-92,10,0.891301
-90,10,0.881919
-88,10,0.874987
-86,10,0.870549
-84,10,0.868647
-82,10,0.86932
-80,10,0.872607
-78,10,0.87854
-76,10,0.88715
-74,10,0.898458
-72,10,0.91248
-70,10,0.929226
-68,10,0.948693
-66,10,0.970869
-64,10,0.995732
-62,10,1.02325
-60,10,1.05336
-58,10,1.08602
-56,10,1.12113
-54,10,1.15862
-52,10,1.19836
-50,10,1.24024
-48,10,1.28411
-46,10,1.32982
-44,10,1.37719
-42,10,1.42603
-40,10,1.47612
-38,10,1.52726
-36,10,1.57919
-34,10,1.63167
-32,10,1.68442
-30,10,1.73717
-28,10,1.78963
-26,10,1.84149
-24,10,1.89244
-22,10,1.94217
-20,10,1.99035
-18,10,2.03667
-16,10,2.08081
-14,10,2.12245
-12,10,2.16128
-10,10,2.197
-8,10,2.22934
-6,10,2.25801
-4,10,2.28278
-2,10,2.30342
0,10,2.31973
2,10,2.33154
4,10,2.33873
6,10,2.3412
8,10,2.33887
10,10,2.33174
12,10,2.31982
14,10,2.30318
16,10,2.2819
18,10,2.25614
20,10,2.22609
22,10,2.19195
24,10,2.154
26,10,2.11253
28,10,2.06786
30,10,2.02034
32,10,1.97036
34,10,1.91832
36,10,1.86461
38,10,1.80968
40,10,1.75394
42,10,1.69784
44,10,1.6418
46,10,1.58624
48,10,1.53157
50,10,1.47819
52,10,1.42649
54,10,1.3768
56,10,1.32947
58,10,1.2848
60,10,1.24307
62,10,1.20453
64,10,1.16938
66,10,1.13782
68,10,1.11
70,10,1.08605
72,10,1.06606
74,10,1.0501
76,10,1.0382
78,10,1.03038
80,10,1.02662
82,10,1.02689
84,10,1.03112
86,10,1.03924
88,10,1.05114
90,10,1.06672
92,10,1.08584
94,10,1.10836
96,10,1.13411
98,10,1.16293
100,10,1.19464
102,10,1.22905
104,10,1.26596
106,10,1.30516
108,10,1.34645
110,10,1.3896
112,10,1.43439
114,10,1.4806
116,10,1.52799
118,10,1.57634
120,10,1.62541
122,10,1.67497
124,10,1.72478
126,10,1.77461
128,10,1.82423
130,10,1.87341
132,10,1.92193
134,10,1.96958
136,10,2.01613
138,10,2.06139
140,10,2.10516
142,10,2.14724
144,10,2.18746
146,10,2.22565
148,10,2.26163
150,10,2.29527
152,10,2.32643
154,10,2.35497
156,10,2.38078
158,10,2.40376
160,10,2.4238
162,10,2.44084
164,10,2.4548
166,10,2.46562
168,10,2.47326
170,10,2.47769
172,10,2.47889
174,10,2.47684
176,10,2.47156
178,10,2.46305
180,10,2.45136
-180,12,2.11103
-178,12,2.09633
-176,12,2.07886
-174,12,2.05868
-172,12,2.03586
-170,12,2.0105
-168,12,1.98269
-166,12,1.95256
-164,12,1.92022
-162,12,1.88584
-160,12,1.84955
-158,12,1.81154
-156,12,1.77199
-154,12,1.7311
-152,12,1.68905
-150,12,1.64607
-148,12,1.60237
-146,12,1.55815
-144,12,1.51365
-142,12,1.46906
-140,12,1.4246
-138,12,1.38046
-136,12,1.33683
-134,12,1.29388
-132,12,1.25179
-130,12,1.21069
-128,12,1.17071
-126,12,1.13197
-124,12,1.09456
-122,12,1.05856
-120,12,1.02404
-118,12,0.991049
-116,12,0.959618
-114,12,0.929778
-112,12,0.901547
-110,12,0.874936
-108,12,0.849955
-106,12,0.826607
-104,12,0.804899
-102,12,0.784839
-100,12,0.766437
-98,12,0.749708
-96,12,0.734674
-94,12,0.721361
-92,12,0.709804
-90,12,0.700041
-88,12,0.692117
-86,12,0.686082
-84,12,0.681991
-82,12,0.6799
-80,12,0.679867
-78,12,0.68195
-76,12,0.686206
-74,12,0.692687
-72,12,0.701442
-70,12,0.712513
-68,12,0.725934
-66,12,0.741733
-64,12,0.759923
-62,12,0.780509
-60,12,0.803484
-58,12,0.828825
-56,12,0.856497
-54,12,0.886452
-52,12,0.918622
-50,12,0.952928
-48,12,0.989272
-46,12,1.02754
-44,12,1.0676
-42,12,1.10931
-40,12,1.1525
-38,12,1.19699
-36,12,1.24259
-34,12,1.28906
-32,12,1.3362
-30,12,1.38374
-28,12,1.43142
-26,12,1.47897
-24,12,1.5261
-22,12,1.5725
-20,12,1.61788
-18,12,1.66191
-16,12,1.70426
-14,12,1.74463
-12,12,1.78269
-10,12,1.81813
-8,12,1.85063
-6,12,1.87991
-4,12,1.90568
-2,12,1.92771
0,12,1.94575
2,12,1.9596
4,12,1.96911
6,12,1.97413
8,12,1.97458
10,12,1.9704
12,12,1.9616
14,12,1.94821
16,12,1.93032
18,12,1.90806
20,12,1.8816
22,12,1.85117
24,12,1.81703
26,12,1.77948
28,12,1.73884
30,12,1.69549
32,12,1.64982
34,12,1.60223
36,12,1.55315
38,12,1.50302
40,12,1.45226
42,12,1.40133
44,12,1.35065
46,12,1.30064
48,12,1.2517
50,12,1.20421
52,12,1.15853
54,12,1.11499
56,12,1.07389
58,12,1.0355
60,12,1.00006
62,12,0.967761
64,12,0.938781
66,12,0.913253
68,12,0.891281
70,12,0.87294
72,12,0.858272
74,12,0.847295
76,12,0.840002
78,12,0.836361
80,12,0.836321
82,12,0.839812
84,12,0.846748
86,12,0.857028
88,12,0.870539
90,12,0.887158
92,12,0.906751
94,12,0.929176
96,12,0.954284
98,12,0.98192
100,12,1.01192
102,12,1.04413
104,12,1.07836
106,12,1.11446
108,12,1.15222
110,12,1.19149
112,12,1.23205
114,12,1.27374
116,12,1.31634
118,12,1.35968
120,12,1.40354
122,12,1.44773
124,12,1.49205
126,12,1.53629
128,12,1.58026
130,12,1.62375
132,12,1.66658
134,12,1.70855
136,12,1.74946
138,12,1.78915
140,12,1.82742
142,12,1.86413
144,12,1.89909
146,12,1.93218
148,12,1.96324
150,12,1.99214
152,12,2.01878
154,12,2.04303
156,12,2.06479
158,12,2.08399
160,12,2.10055
162,12,2.11439
164,12,2.12547
166,12,2.13374
168,12,2.13915
170,12,2.14169
172,12,2.14134
174,12,2.13808
176,12,2.13194
178,12,2.12291
180,12,2.11103
-180,14,1.7723
-178,14,1.75839
-176,14,1.742
-174,14,1.72317
-172,14,1.70197
-170,14,1.67846
-168,14,1.65274
-166,14,1.62491
-164,14,1.59507
-162,14,1.56338
-160,14,1.52997
-158,14,1.49502
-156,14,1.4587
-154,14,1.4212
-152,14,1.38274
-150,14,1.34352
-148,14,1.30376
-146,14,1.26369
-144,14,1.22352
-142,14,1.18347
-140,14,1.14375
-138,14,1.10456
-136,14,1.06608
-134,14,1.02848
-132,14,0.991899
-130,14,0.95647
-128,14,0.922295
-126,14,0.889454
-124,14,0.858005
-122,14,0.827984
-120,14,0.799409
-118,14,0.772278
-116,14,0.746576
-114,14,0.722273
-112,14,0.699334
-110,14,0.677716
-108,14,0.657378
-106,14,0.638276
-104,14,0.620373
-102,14,0.60364
-100,14,0.588056
-98,14,0.57361
-96,14,0.560304
-94,14,0.548153
-92,14,0.537184
-90,14,0.527435
-88,14,0.518955
-86,14,0.511804
-84,14,0.506049
-82,14,0.501763
-80,14,0.499022
-78,14,0.497906
-76,14,0.498495
-74,14,0.500866
-72,14,0.505091
-70,14,0.511241
-68,14,0.519375
-66,14,0.529547
-64,14,0.5418
-62,14,0.556166
-60,14,0.572667
-58,14,0.591311
-56,14,0.612096
-54,14,0.635003
-52,14,0.660002
-50,14,0.687048
-48,14,0.716079
-46,14,0.747022
-44,14,0.779786
-42,14,0.814264
-40,14,0.850334
-38,14,0.887857
-36,14,0.926677
-34,14,0.96662
-32,14,1.0075
-30,14,1.0491
-28,14,1.0912
-26,14,1.13355
-24,14,1.17591
-22,14,1.21799
-20,14,1.25951
-18,14,1.30016
-16,14,1.33964
-14,14,1.37763
-12,14,1.41381
-10,14,1.44786
-8,14,1.47946
-6,14,1.5083
-4,14,1.53408
-2,14,1.55653
0,14,1.57539
2,14,1.59044
4,14,1.60147
6,14,1.60832
8,14,1.61089
10,14,1.60909
12,14,1.6029
14,14,1.59234
16,14,1.57748
18,14,1.55845
20,14,1.5354
22,14,1.50857
24,14,1.47821
26,14,1.44462
28,14,1.40815
30,14,1.36917
32,14,1.32807
34,14,1.28527
36,14,1.24121
38,14,1.19631
40,14,1.15103
42,14,1.10579
44,14,1.06101
46,14,1.0171
48,14,0.974438
50,14,0.933382
52,14,0.894256
54,14,0.85735
56,14,0.822922
58,14,0.791191
60,14,0.762342
62,14,0.73652
64,14,0.713839
66,14,0.694375
68,14,0.678175
70,14,0.665257
72,14,0.655612
74,14,0.649206
76,14,0.645989
78,14,0.64589
80,14,0.648826
82,14,0.654702
84,14,0.663413
86,14,0.674849
88,14,0.688894
90,14,0.705428
92,14,0.724329
94,14,0.745475
96,14,0.76874
98,14,0.794
100,14,0.821127
102,14,0.849994
104,14,0.880472
106,14,0.912428
108,14,0.945728
110,14,0.980234
112,14,1.0158
114,14,1.05229
116,14,1.08954
118,14,1.12741
120,14,1.16572
122,14,1.20432
124,14,1.24303
126,14,1.28169
128,14,1.32011
130,14,1.35813
132,14,1.39556
134,14,1.43224
136,14,1.46799
138,14,1.50264
140,14,1.53604
142,14,1.56802
144,14,1.59844
146,14,1.62717
148,14,1.65407
150,14,1.67903
152,14,1.70194
154,14,1.72271
156,14,1.74126
158,14,1.7575
160,14,1.77137
162,14,1.78283
164,14,1.79182
166,14,1.79832
168,14,1.80228
170,14,1.8037
172,14,1.80255
174,14,1.79883
176,14,1.79254
178,14,1.7837
180,14,1.7723
-180,16,1.45255
-178,16,1.44
-176,16,1.42522
-174,16,1.40825
-172,16,1.38914
-170,16,1.36793
-168,16,1.3447
-166,16,1.31952
-164,16,1.2925
-162,16,1.26376
-160,16,1.23344
-158,16,1.2017
-156,16,1.16871
-154,16,1.13466
-152,16,1.09977
-150,16,1.06424
-148,16,1.02831
-146,16,0.992209
-144,16,0.956164
-142,16,0.920405
-140,16,0.885149
