Phi[deg],Theta[deg],re(rEPhi)[mV]
38,4,-4997.24
40,4,-5427.43
42,4,-5850.16
44,4,-6264.89
46,4,-6671.11
48,4,-7068.31
50,4,-7455.99
52,4,-7833.71
54,4,-8200.99
56,4,-8557.43
58,4,-8902.6
60,4,-9236.13
62,4,-9557.65
64,4,-9866.81
66,4,-10163.3
68,4,-10446.8
70,4,-10717
72,4,-10973.7
74,4,-11216.7
76,4,-11445.6
78,4,-11660.4
80,4,-11860.8
82,4,-12046.7
84,4,-12217.9
86,4,-12374.4
88,4,-12515.9
90,4,-12642.5
92,4,-12754.1
94,4,-12850.5
96,4,-12931.8
98,4,-12998
100,4,-13049.1
102,4,-13085
104,4,-13105.7
106,4,-13111.4
108,4,-13102.1
110,4,-13077.8
112,4,-13038.6
114,4,-12984.7
116,4,-12916
118,4,-12832.8
120,4,-12735.1
122,4,-12623.1
124,4,-12496.9
126,4,-12356.7
128,4,-12202.7
130,4,-12035
132,4,-11853.8
134,4,-11659.4
136,4,-11451.9
138,4,-11231.6
140,4,-10998.6
142,4,-10753.3
144,4,-10495.9
146,4,-10226.6
148,4,-9945.84
150,4,-9653.76
152,4,-9350.7
154,4,-9036.99
156,4,-8712.94
158,4,-8378.89
160,4,-8035.18
162,4,-7682.17
164,4,-7320.23
166,4,-6949.74
168,4,-6571.09
170,4,-6184.69
172,4,-5790.95
174,4,-5390.3
176,4,-4983.17
178,4,-4570.01
180,4,-4151.27
-180,6,-4024.03
-178,6,-3621.3
-176,6,-3213.84
-174,6,-2802.11
-172,6,-2386.56
-170,6,-1967.68
-168,6,-1545.95
-166,6,-1121.88
-164,6,-695.954
-162,6,-268.698
-160,6,159.371
-158,6,587.728
-156,6,1015.84
-154,6,1443.18
-152,6,1869.21
-150,6,2293.39
-148,6,2715.18
-146,6,3134.05
-144,6,3549.45
-142,6,3960.87
-140,6,4367.77
-138,6,4769.63
-136,6,5165.94
-134,6,5556.17
-132,6,5939.85
-130,6,6316.47
-128,6,6685.55
-126,6,7046.62
-124,6,7399.23
-122,6,7742.92
-120,6,8077.27
-118,6,8401.84
-116,6,8716.24
-114,6,9020.08
-112,6,9312.96
-110,6,9594.54
-108,6,9864.46
-106,6,10122.4
-104,6,10368
-102,6,10601
-100,6,10821.1
-98,6,11028
-96,6,11221.5
-94,6,11401.3
-92,6,11567.3
-90,6,11719.1
-88,6,11856.6
-86,6,11979.6
-84,6,12087.9
-82,6,12181.4
-80,6,12260
-78,6,12323.5
-76,6,12371.7
-74,6,12404.7
-72,6,12422.3
-70,6,12424.5
-68,6,12411.2
-66,6,12382.3
-64,6,12337.8
-62,6,12277.8
-60,6,12202.2
-58,6,12111
-56,6,12004.3
-54,6,11882.1
-52,6,11744.6
-50,6,11591.7
-48,6,11423.6
-46,6,11240.4
-44,6,11042.3
-42,6,10829.5
-40,6,10602
-38,6,10360.2
-36,6,10104.2
-34,6,9834.36
-32,6,9550.88
-30,6,9254.11
-28,6,8944.34
-26,6,8621.95
-24,6,8287.31
-22,6,7940.8
-20,6,7582.88
-18,6,7213.97
-16,6,6834.56
-14,6,6445.15
-12,6,6046.25
-10,6,5638.42
-8,6,5222.23
-6,6,4798.25
-4,6,4367.1
-2,6,3929.41
0,6,3485.81
2,6,3036.97
4,6,2583.56
6,6,2126.26
8,6,1665.78
10,6,1202.8
12,6,738.047
14,6,272.229
16,6,-193.937
18,6,-659.736
20,6,-1124.45
22,6,-1587.38
24,6,-2047.8
26,6,-2505.04
28,6,-2958.4
30,6,-3407.21
32,6,-3850.81
34,6,-4288.55
36,6,-4719.82
38,6,-5144
40,6,-5560.51
42,6,-5968.77
44,6,-6368.26
46,6,-6758.44
48,6,-7138.84
50,6,-7508.97
52,6,-7868.39
54,6,-8216.7
56,6,-8553.49
58,6,-8878.42
60,6,-9191.14
62,6,-9491.34
64,6,-9778.75
66,6,-10053.1
68,6,-10314.2
70,6,-10561.8
72,6,-10795.7
74,6,-11015.9
76,6,-11222
78,6,-11414.1
80,6,-11592.1
82,6,-11755.9
84,6,-11905.3
86,6,-12040.5
88,6,-12161.4
90,6,-12268
92,6,-12360.3
94,6,-12438.3
96,6,-12502.1
98,6,-12551.8
100,6,-12587.3
102,6,-12608.9
104,6,-12616.5
106,6,-12610.2
108,6,-12590.3
110,6,-12556.6
112,6,-12509.5
114,6,-12449
116,6,-12375.1
118,6,-12288.1
120,6,-12188.1
122,6,-12075.2
124,6,-11949.6
126,6,-11811.3
128,6,-11660.6
130,6,-11497.6
132,6,-11322.5
134,6,-11135.4
136,6,-10936.5
138,6,-10726
140,6,-10504
142,6,-10270.7
144,6,-10026.5
146,6,-9771.31
148,6,-9505.53
150,6,-9229.34
152,6,-8942.97
154,6,-8646.66
156,6,-8340.67
158,6,-8025.27
160,6,-7700.74
162,6,-7367.36
164,6,-7025.45
166,6,-6675.32
168,6,-6317.31
170,6,-5951.76
172,6,-5579.04
174,6,-5199.5
176,6,-4813.56
178,6,-4421.6
180,6,-4024.03
-180,8,-3817.04
-178,8,-3440.29
-176,8,-3058.72
-174,8,-2672.76
-172,8,-2282.84
-170,8,-1889.43
-168,8,-1493
-166,8,-1094.03
-164,8,-693.017
-162,8,-290.473
-160,8,113.088
-158,8,517.141
-156,8,921.156
-154,8,1324.6
-152,8,1726.93
-150,8,2127.61
-148,8,2526.09
-146,8,2921.85
-144,8,3314.34
-142,8,3703.03
-140,8,4087.4
-138,8,4466.93
-136,8,4841.1
-134,8,5209.42
-132,8,5571.4
-130,8,5926.55
-128,8,6274.43
-126,8,6614.56
-124,8,6946.53
-122,8,7269.9
-120,8,7584.27
-118,8,7889.24
-116,8,8184.46
-114,8,8469.55
-112,8,8744.18
-110,8,9008.03
-108,8,9260.79
-106,8,9502.16
-104,8,9731.88
-102,8,9949.69
-100,8,10155.3
-98,8,10348.6
-96,8,10529.3
-94,8,10697.2
-92,8,10852.1
-90,8,10993.8
-88,8,11122.3
-86,8,11237.2
-84,8,11338.6
-82,8,11426.3
-80,8,11500.1
-78,8,11559.9
-76,8,11605.7
-74,8,11637.4
-72,8,11654.8
-70,8,11658
-68,8,11646.7
-66,8,11621.1
-64,8,11580.9
-62,8,11526.2
-60,8,11457
-58,8,11373.2
-56,8,11274.8
-54,8,11161.8
-52,8,11034.3
-50,8,10892.2
-48,8,10735.5
-46,8,10564.4
-44,8,10379
-42,8,10179.2
-40,8,9965.23
-38,8,9737.23
-36,8,9495.34
-34,8,9239.75
-32,8,8970.65
-30,8,8688.29
-28,8,8392.94
-26,8,8084.87
-24,8,7764.43
-22,8,7431.96
-20,8,7087.86
-18,8,6732.53
-16,8,6366.44
-14,8,5990.06
-12,8,5603.92
-10,8,5208.55
-8,8,4804.53
-6,8,4392.47
-4,8,3972.99
-2,8,3546.76
0,8,3114.46
2,8,2676.78
4,8,2234.46
6,8,1788.23
8,8,1338.85
10,8,887.08
12,8,433.696
14,8,-20.52
16,8,-474.785
18,8,-928.315
20,8,-1380.33
22,8,-1830.06
24,8,-2276.73
26,8,-2719.59
28,8,-3157.91
30,8,-3590.96
32,8,-4018.04
34,8,-4438.47
36,8,-4851.61
38,8,-5256.81
40,8,-5653.49
42,8,-6041.06
44,8,-6419
46,8,-6786.8
48,8,-7143.98
50,8,-7490.1
52,8,-7824.77
54,8,-8147.6
56,8,-8458.28
58,8,-8756.49
60,8,-9041.97
62,8,-9314.48
64,8,-9573.84
66,8,-9819.86
68,8,-10052.4
70,8,-10271.4
72,8,-10476.7
74,8,-10668.4
76,8,-10846.3
78,8,-11010.4
80,8,-11160.9
82,8,-11297.7
84,8,-11420.8
86,8,-11530.5
88,8,-11626.6
90,8,-11709.4
92,8,-11779
94,8,-11835.5
96,8,-11879
98,8,-11909.6
100,8,-11927.6
102,8,-11933
104,8,-11926
106,8,-11906.7
108,8,-11875.3
110,8,-11831.9
112,8,-11776.7
114,8,-11709.9
116,8,-11631.5
118,8,-11541.7
120,8,-11440.6
122,8,-11328.4
124,8,-11205.1
126,8,-11071
128,8,-10926
130,8,-10770.4
132,8,-10604.3
134,8,-10427.7
136,8,-10240.7
138,8,-10043.6
140,8,-9836.37
142,8,-9619.15
144,8,-9392.08
146,8,-9155.28
148,8,-8908.88
150,8,-8653.04
152,8,-8387.9
154,8,-8113.63
156,8,-7830.41
158,8,-7538.41
160,8,-7237.85
162,8,-6928.94
164,8,-6611.91
166,8,-6287.01
168,8,-5954.51
170,8,-5614.69
172,8,-5267.86
174,8,-4914.33
176,8,-4554.44
178,8,-4188.55
180,8,-3817.04
-180,10,-3538.79
-178,10,-3192.46
-176,10,-2841.25
-174,10,-2485.55
-172,10,-2125.79
-170,10,-1762.42
-168,10,-1395.9
-166,10,-1026.71
-164,10,-655.343
-162,10,-282.305
-160,10,91.8844
-158,10,466.698
-156,10,841.6
-154,10,1216.05
-152,10,1589.51
-150,10,1961.43
-148,10,2331.27
-146,10,2698.49
-144,10,3062.55
-142,10,3422.92
-140,10,3779.09
-138,10,4130.54
-136,10,4476.78
-134,10,4817.31
-132,10,5151.68
-130,10,5479.42
-128,10,5800.09
-126,10,6113.28
-124,10,6418.58
-122,10,6715.6
-120,10,7003.99
-118,10,7283.39
-116,10,7553.49
-114,10,7813.97
-112,10,8064.55
-110,10,8304.96
-108,10,8534.95
-106,10,8754.3
-104,10,8962.78
-102,10,9160.21
-100,10,9346.4
-98,10,9521.19
-96,10,9684.43
-94,10,9835.98
-92,10,9975.7
-90,10,10103.5
-88,10,10219.2
-86,10,10322.8
-84,10,10414.2
-82,10,10493.2
-80,10,10559.9
-78,10,10614
-76,10,10655.6
-74,10,10684.5
-72,10,10700.7
-70,10,10704.1
-68,10,10694.6
-66,10,10672.2
-64,10,10636.7
-62,10,10588.2
-60,10,10526.5
-58,10,10451.5
-56,10,10363.3
-54,10,10261.6
-52,10,10146.5
-50,10,10017.9
-48,10,9875.82
-46,10,9720.14
-44,10,9550.88
-42,10,9368.04
-40,10,9171.63
-38,10,8961.7
-36,10,8738.3
-34,10,8501.53
-32,10,8251.5
-30,10,7988.37
-28,10,7712.31
-26,10,7423.54
-24,10,7122.32
-22,10,6808.95
-20,10,6483.75
-18,10,6147.1
-16,10,5799.43
-14,10,5441.18
-12,10,5072.86
-10,10,4695.01
-8,10,4308.21
-6,10,3913.08
-4,10,3510.28
-2,10,3100.51
0,10,2684.47
2,10,2262.94
4,10,1836.68
6,10,1406.5
8,10,973.227
10,10,537.692
12,10,100.746
14,10,-336.755
16,10,-773.951
18,10,-1209.98
20,10,-1644
22,10,-2075.15
24,10,-2502.61
26,10,-2925.56
28,10,-3343.21
30,10,-3754.79
32,10,-4159.56
34,10,-4556.81
36,10,-4945.86
38,10,-5326.06
40,10,-5696.82
42,10,-6057.57
44,10,-6407.79
46,10,-6746.99
48,10,-7074.73
50,10,-7390.63
52,10,-7694.34
54,10,-7985.54
56,10,-8263.97
58,10,-8529.41
60,10,-8781.68
62,10,-9020.65
64,10,-9246.21
66,10,-9458.31
68,10,-9656.9
70,10,-9842.01
72,10,-10013.7
74,10,-10171.9
76,10,-10316.9
78,10,-10448.7
80,10,-10567.5
82,10,-10673.4
84,10,-10766.7
86,10,-10847.4
88,10,-10915.8
90,10,-10972.1
92,10,-11016.5
94,10,-11049.3
96,10,-11070.6
98,10,-11080.7
100,10,-11079.8
102,10,-11068.2
104,10,-11045.9
106,10,-11013.3
108,10,-10970.5
110,10,-10917.8
112,10,-10855.2
114,10,-10782.9
116,10,-10701.1
118,10,-10609.9
120,10,-10509.4
122,10,-10399.8
124,10,-10281.1
126,10,-10153.5
128,10,-10016.9
130,10,-9871.5
132,10,-9717.31
134,10,-9554.38
136,10,-9382.75
138,10,-9202.47
140,10,-9013.56
142,10,-8816.06
144,10,-8610.02
146,10,-8395.46
148,10,-8172.43
150,10,-7940.99
152,10,-7701.2
154,10,-7453.13
156,10,-7196.87
158,10,-6932.52
160,10,-6660.2
162,10,-6380.04
164,10,-6092.2
166,10,-5796.85
168,10,-5494.19
170,10,-5184.45
172,10,-4867.87
174,10,-4544.71
176,10,-4215.26
178,10,-3879.84
180,10,-3538.79
-180,12,-3199.75
-178,12,-2887.73
-176,12,-2570.81
-174,12,-2249.38
-172,12,-1923.84
-170,12,-1594.65
-168,12,-1262.25
-166,12,-927.13
-164,12,-589.78
-162,12,-250.713
-160,12,89.5491
-158,12,430.472
-156,12,771.516
-154,12,1112.14
-152,12,1451.78
-150,12,1789.91
-148,12,2125.98
-146,12,2459.45
-144,12,2789.78
-142,12,3116.47
-140,12,3439
-138,12,3756.88
-136,12,4069.63
-134,12,4376.79
-132,12,4677.92
-130,12,4972.6
-128,12,5260.44
-126,12,5541.04
-124,12,5814.06
-122,12,6079.17
-120,12,6336.06
-118,12,6584.44
-116,12,6824.05
-114,12,7054.64
-112,12,7276.01
-110,12,7487.96
-108,12,7690.3
-106,12,7882.89
-104,12,8065.59
-102,12,8238.27
-100,12,8400.83
-98,12,8553.19
-96,12,8695.25
-94,12,8826.96
-92,12,8948.25
-90,12,9059.08
-88,12,9159.4
-86,12,9249.16
-84,12,9328.32
-82,12,9396.85
-80,12,9454.7
-78,12,9501.82
-76,12,9538.16
-74,12,9563.66
-72,12,9578.26
-70,12,9581.88
-68,12,9574.44
-66,12,9555.85
-64,12,9525.99
-62,12,9484.76
-60,12,9432.04
-58,12,9367.71
-56,12,9291.61
-54,12,9203.62
-52,12,9103.59
-50,12,8991.38
-48,12,8866.86
-46,12,8729.88
-44,12,8580.32
-42,12,8418.08
-40,12,8243.06
-38,12,8055.17
-36,12,7854.38
-34,12,7640.67
-32,12,7414.03
-30,12,7174.52
-28,12,6922.22
-26,12,6657.26
-24,12,6379.81
-22,12,6090.1
-20,12,5788.4
-18,12,5475.03
-16,12,5150.36
-14,12,4814.84
-12,12,4468.93
-10,12,4113.19
-8,12,3748.19
-6,12,3374.57
-4,12,2993.03
-2,12,2604.29
0,12,2209.13
2,12,1808.36
4,12,1402.83
6,12,993.402
8,12,580.982
10,12,166.487
12,12,-249.151
14,12,-664.994
16,12,-1080.1
18,12,-1493.53
20,12,-1904.34
22,12,-2311.64
24,12,-2714.51
26,12,-3112.08
28,12,-3503.5
30,12,-3887.97
32,12,-4264.7
34,12,-4632.97
36,12,-4992.08
38,12,-5341.38
40,12,-5680.28
42,12,-6008.24
44,12,-6324.76
46,12,-6629.41
48,12,-6921.79
50,12,-7201.58
52,12,-7468.49
54,12,-7722.32
56,12,-7962.87
58,12,-8190.04
60,12,-8403.74
62,12,-8603.95
64,12,-8790.69
66,12,-8964.01
68,12,-9124.02
70,12,-9270.86
72,12,-9404.68
74,12,-9525.7
76,12,-9634.13
78,12,-9730.22
80,12,-9814.25
82,12,-9886.49
84,12,-9947.26
86,12,-9996.85
88,12,-10035.6
90,12,-10063.8
92,12,-10081.7
94,12,-10089.8
96,12,-10088.3
98,12,-10077.4
100,12,-10057.6
102,12,-10029.1
104,12,-9992.04
106,12,-9946.79
108,12,-9893.55
110,12,-9832.52
112,12,-9763.89
114,12,-9687.82
116,12,-9604.45
118,12,-9513.9
120,12,-9416.27
122,12,-9311.63
124,12,-9200.05
126,12,-9081.54
128,12,-8956.14
130,12,-8823.84
132,12,-8684.62
134,12,-8538.46
136,12,-8385.32
138,12,-8225.14
140,12,-8057.88
142,12,-7883.48
144,12,-7701.88
146,12,-7513.02
148,12,-7316.85
150,12,-7113.33
152,12,-6902.42
154,12,-6684.11
156,12,-6458.38
158,12,-6225.26
160,12,-5984.77
162,12,-5736.97
164,12,-5481.93
166,12,-5219.77
168,12,-4950.62
170,12,-4674.63
172,12,-4391.99
174,12,-4102.92
176,12,-3807.67
178,12,-3506.51
180,12,-3199.75
-180,14,-2811.73
-178,14,-2537.24
-176,14,-2257.92
-174,14,-1974.15
-172,14,-1686.34
-170,14,-1394.92
-168,14,-1100.35
-166,14,-803.112
-164,14,-503.706
-162,14,-202.649
-160,14,99.5306
-158,14,402.294
-156,14,705.095
-154,14,1007.39
-152,14,1308.62
-150,14,1608.25
-148,14,1905.73
-146,14,2200.55
-144,14,2492.18
-142,14,2780.12
-140,14,3063.88
-138,14,3343.01
-136,14,3617.06
-134,14,3885.6
-132,14,4148.24
-130,14,4404.62
-128,14,4654.38
-126,14,4897.21
-124,14,5132.83
-122,14,5360.96
-120,14,5581.37
-118,14,5793.86
-116,14,5998.24
-114,14,6194.36
-112,14,6382.08
-110,14,6561.29
-108,14,6731.91
-106,14,6893.86
-104,14,7047.09
-102,14,7191.58
-100,14,7327.29
-98,14,7454.23
-96,14,7572.39
-94,14,7681.78
-92,14,7782.42
-90,14,7874.34
-88,14,7957.54
-86,14,8032.04
-84,14,8097.86
-82,14,8155.01
-80,14,8203.47
-78,14,8243.24
-76,14,8274.29
-74,14,8296.57
-72,14,8310.02
-70,14,8314.58
-68,14,8310.13
-66,14,8296.56
-64,14,8273.73
-62,14,8241.5
-60,14,8199.67
-58,14,8148.06
-56,14,8086.46
-54,14,8014.63
-52,14,7932.35
-50,14,7839.37
-48,14,7735.45
-46,14,7620.32
-44,14,7493.76
-42,14,7355.51
-40,14,7205.37
-38,14,7043.13
-36,14,6868.62
-34,14,6681.68
-32,14,6482.22
-30,14,6270.16
-28,14,6045.48
-26,14,5808.21
-24,14,5558.44
-22,14,5296.31
-20,14,5022.03
-18,14,4735.86
-16,14,4438.15
-14,14,4129.29
-12,14,3809.76
-10,14,3480.09
-8,14,3140.89
-6,14,2792.81
-4,14,2436.58
-2,14,2072.98
0,14,1702.84
2,14,1327.05
4,14,946.51
6,14,562.184
8,14,175.054
10,14,-213.876
12,14,-603.587
14,14,-993.051
16,14,-1381.24
18,14,-1767.13
20,14,-2149.72
22,14,-2528.02
24,14,-2901.05
26,14,-3267.91
28,14,-3627.68
30,14,-3979.54
32,14,-4322.66
34,14,-4656.32
36,14,-4979.82
38,14,-5292.53
40,14,-5593.88
42,14,-5883.36
44,14,-6160.53
46,14,-6425.01
48,14,-6676.49
50,14,-6914.72
52,14,-7139.53
54,14,-7350.78
56,14,-7548.43
58,14,-7732.45
60,14,-7902.92
62,14,-8059.92
64,14,-8203.63
66,14,-8334.22
68,14,-8451.95
70,14,-8557.09
72,14,-8649.95
74,14,-8730.87
76,14,-8800.22
78,14,-8858.38
80,14,-8905.76
82,14,-8942.77
84,14,-8969.83
86,14,-8987.37
88,14,-8995.81
90,14,-8995.57
92,14,-8987.07
94,14,-8970.71
96,14,-8946.88
98,14,-8915.94
100,14,-8878.24
102,14,-8834.11
