Phi[deg],Theta[deg],im(rEPhi)[mV]
-142,44,-4104.85
-140,44,-4745.48
-138,44,-5383.02
-136,44,-6013.83
-134,44,-6634.09
-132,44,-7239.84
-130,44,-7827.02
-128,44,-8391.5
-126,44,-8929.12
-124,44,-9435.8
-122,44,-9907.54
-120,44,-10340.6
-118,44,-10731.4
-116,44,-11076.8
-114,44,-11374
-112,44,-11620.9
-110,44,-11815.7
-108,44,-11957.4
-106,44,-12045.6
-104,44,-12080.5
-102,44,-12063.2
-100,44,-11995.4
-98,44,-11879.3
-96,44,-11717.8
-94,44,-11514.7
-92,44,-11273.7
-90,44,-10999.5
-88,44,-10696.6
-86,44,-10370.1
-84,44,-10025
-82,44,-9666.37
-80,44,-9299.15
-78,44,-8928.13
-76,44,-8557.81
-74,44,-8192.34
-72,44,-7835.48
-70,44,-7490.56
-68,44,-7160.44
-66,44,-6847.55
-64,44,-6553.85
-62,44,-6280.89
-60,44,-6029.82
-58,44,-5801.47
-56,44,-5596.36
-54,44,-5414.77
-52,44,-5256.78
-50,44,-5122.29
-48,44,-5011.09
-46,44,-4922.81
-44,44,-4856.99
-42,44,-4813.03
-40,44,-4790.21
-38,44,-4787.61
-36,44,-4804.16
-34,44,-4838.54
-32,44,-4889.19
-30,44,-4954.3
-28,44,-5031.74
-26,44,-5119.13
-24,44,-5213.81
-22,44,-5312.87
-20,44,-5413.2
-18,44,-5511.51
-16,44,-5604.4
-14,44,-5688.45
-12,44,-5760.23
-10,44,-5816.4
-8,44,-5853.76
-6,44,-5869.31
-4,44,-5860.27
-2,44,-5824.16
0,44,-5758.81
2,44,-5662.35
4,44,-5533.26
6,44,-5370.35
8,44,-5172.75
10,44,-4939.93
12,44,-4671.65
14,44,-4367.98
16,44,-4029.26
18,44,-3656.13
20,44,-3249.48
22,44,-2810.48
24,44,-2340.57
26,44,-1841.43
28,44,-1315.06
30,44,-763.667
32,44,-189.773
34,44,403.856
36,44,1014.2
38,44,1637.98
40,44,2271.72
42,44,2911.72
44,44,3554.14
46,44,4194.99
48,44,4830.2
50,44,5455.66
52,44,6067.27
54,44,6661
56,44,7232.92
58,44,7779.28
60,44,8296.55
62,44,8781.47
64,44,9231.13
66,44,9642.97
68,44,10014.8
70,44,10345
72,44,10632.3
74,44,10876
76,44,11075.8
78,44,11232
80,44,11345.4
82,44,11417.3
84,44,11449.2
86,44,11443.5
88,44,11402.5
90,44,11329
92,44,11226.1
94,44,11097
96,44,10945
98,44,10773.5
100,44,10585.8
102,44,10385.2
104,44,10174.8
106,44,9957.53
108,44,9736.07
110,44,9512.87
112,44,9290.11
114,44,9069.7
116,44,8853.27
118,44,8642.23
120,44,8437.74
122,44,8240.81
124,44,8052.25
126,44,7872.75
128,44,7702.89
130,44,7543.17
132,44,7394
134,44,7255.7
136,44,7128.52
138,44,7012.58
140,44,6907.89
142,44,6814.25
144,44,6731.3
146,44,6658.41
148,44,6594.69
150,44,6538.96
152,44,6489.73
154,44,6445.21
156,44,6403.29
158,44,6361.61
160,44,6317.56
162,44,6268.36
164,44,6211.09
166,44,6142.79
168,44,6060.47
170,44,5961.26
172,44,5842.43
174,44,5701.44
176,44,5536.03
178,44,5344.25
180,44,5124.47
-180,46,5583.61
-178,46,5324.4
-176,46,5030.72
-174,46,4702.15
-172,46,4338.7
-170,46,3940.73
-168,46,3508.97
-166,46,3044.48
-164,46,2548.59
-162,46,2022.9
-160,46,1469.23
-158,46,889.601
-156,46,286.213
-154,46,-338.572
-152,46,-982.231
-150,46,-1642.08
-148,46,-2315.28
-146,46,-2998.81
-144,46,-3689.47
-142,46,-4383.86
-140,46,-5078.4
-138,46,-5769.27
-136,46,-6452.48
-134,46,-7123.84
-132,46,-7778.98
-130,46,-8413.4
-128,46,-9022.54
-126,46,-9601.78
-124,46,-10146.5
-122,46,-10652.4
-120,46,-11115.1
-118,46,-11530.7
-116,46,-11895.6
-114,46,-12206.8
-112,46,-12461.7
-110,46,-12658.5
-108,46,-12795.9
-106,46,-12873.6
-104,46,-12891.9
-102,46,-12851.9
-100,46,-12755.7
-98,46,-12605.8
-96,46,-12405.7
-94,46,-12159.5
-92,46,-11871.7
-90,46,-11547.6
-88,46,-11192.6
-86,46,-10812.3
-84,46,-10412.6
-82,46,-9999.35
-80,46,-9578.23
-78,46,-9154.74
-76,46,-8734.05
-74,46,-8320.93
-72,46,-7919.67
-70,46,-7534.07
-68,46,-7167.38
-66,46,-6822.29
-64,46,-6500.99
-62,46,-6205.13
-60,46,-5935.93
-58,46,-5694.19
-56,46,-5480.33
-54,46,-5294.51
-52,46,-5136.6
-50,46,-5006.31
-48,46,-4903.13
-46,46,-4826.45
-44,46,-4775.49
-42,46,-4749.34
-40,46,-4746.91
-38,46,-4766.95
-36,46,-4807.98
-34,46,-4868.29
-32,46,-4945.9
-30,46,-5038.53
-28,46,-5143.61
-26,46,-5258.28
-24,46,-5379.4
-22,46,-5503.58
-20,46,-5627.25
-18,46,-5746.66
-16,46,-5858.04
-14,46,-5957.56
-12,46,-6041.5
-10,46,-6106.25
-8,46,-6148.42
-6,46,-6164.87
-4,46,-6152.77
-2,46,-6109.63
0,46,-6033.34
2,46,-5922.14
4,46,-5774.67
6,46,-5589.93
8,46,-5367.25
10,46,-5106.35
12,46,-4807.21
14,46,-4470.16
16,46,-4095.76
18,46,-3684.89
20,46,-3238.66
22,46,-2758.44
24,46,-2245.86
26,46,-1702.83
28,46,-1131.5
30,46,-534.312
32,46,86.0224
34,46,726.51
36,46,1383.88
38,46,2054.61
40,46,2734.9
42,46,3420.76
44,46,4107.98
46,46,4792.22
48,46,5469.02
50,46,6133.87
52,46,6782.24
54,46,7409.7
56,46,8011.91
58,46,8584.73
60,46,9124.27
62,46,9626.94
64,46,10089.5
66,46,10509.3
68,46,10883.8
70,46,11211.3
72,46,11490.5
74,46,11720.8
76,46,11902
78,46,12034.5
80,46,12119.5
82,46,12158.5
84,46,12153.7
86,46,12107.6
88,46,12023.2
90,46,11904
92,46,11753.6
94,46,11575.9
96,46,11374.8
98,46,11154.3
100,46,10918.5
102,46,10671.2
104,46,10416
106,46,10156.5
108,46,9895.71
110,46,9636.56
112,46,9381.51
114,46,9132.73
116,46,8892.06
118,46,8661
120,46,8440.79
122,46,8232.43
124,46,8036.69
126,46,7854.16
128,46,7685.3
130,46,7530.43
132,46,7389.79
134,46,7263.48
136,46,7151.52
138,46,7053.78
140,46,6969.98
142,46,6899.65
144,46,6842.09
146,46,6796.33
148,46,6761.11
150,46,6734.86
152,46,6715.67
154,46,6701.28
156,46,6689.15
158,46,6676.43
160,46,6660.05
162,46,6636.76
164,46,6603.18
166,46,6555.92
168,46,6491.61
170,46,6407.01
172,46,6299.09
174,46,6165.06
176,46,6002.46
178,46,5809.21
180,46,5583.61
-180,48,5995.48
-178,48,5729.59
-176,48,5425.14
-174,48,5081.8
-172,48,4699.68
-170,48,4279.31
-168,48,3821.62
-166,48,3327.86
-164,48,2799.6
-162,48,2238.7
-160,48,1647.22
-158,48,1027.44
-156,48,381.814
-154,48,-287.026
-152,48,-976.3
-150,48,-1683.07
-148,48,-2404.22
-146,48,-3136.48
-144,48,-3876.38
-142,48,-4620.22
-140,48,-5364.13
-138,48,-6103.96
-136,48,-6835.38
-134,48,-7553.81
-132,48,-8254.5
-130,48,-8932.52
-128,48,-9582.83
-126,48,-10200.4
-124,48,-10780.1
-122,48,-11317
-120,48,-11806.5
-118,48,-12244.2
-116,48,-12626
-114,48,-12948.6
-112,48,-13209.1
-110,48,-13405.5
-108,48,-13536.5
-106,48,-13601.6
-104,48,-13601.2
-102,48,-13536.6
-100,48,-13410.2
-98,48,-13224.9
-96,48,-12984.6
-94,48,-12694
-92,48,-12358.4
-90,48,-11983.5
-88,48,-11575.4
-86,48,-11140.8
-84,48,-10686.2
-82,48,-10218.1
-80,48,-9743.18
-78,48,-9267.51
-76,48,-8796.97
-74,48,-8336.95
-72,48,-7892.29
-70,48,-7467.24
-68,48,-7065.42
-66,48,-6689.82
-64,48,-6342.82
-62,48,-6026.18
-60,48,-5741.16
-58,48,-5488.5
-56,48,-5268.54
-54,48,-5081.25
-52,48,-4926.32
-50,48,-4803.18
-48,48,-4711.06
-46,48,-4649.04
-44,48,-4616.01
-42,48,-4610.7
-40,48,-4631.67
-38,48,-4677.28
-36,48,-4745.64
-34,48,-4834.61
-32,48,-4941.76
-30,48,-5064.35
-28,48,-5199.35
-26,48,-5343.39
-24,48,-5492.85
-22,48,-5643.88
-20,48,-5792.42
-18,48,-5934.32
-16,48,-6065.4
-14,48,-6181.49
-12,48,-6278.58
-10,48,-6352.84
-8,48,-6400.72
-6,48,-6418.99
-4,48,-6404.82
-2,48,-6355.75
0,48,-6269.75
2,48,-6145.25
4,48,-5981.04
6,48,-5776.34
8,48,-5530.76
10,48,-5244.21
12,48,-4916.96
14,48,-4549.54
16,48,-4142.77
18,48,-3697.72
20,48,-3215.69
22,48,-2698.24
24,48,-2147.18
26,48,-1564.54
28,48,-952.655
30,48,-314.111
32,48,348.205
34,48,1031.11
36,48,1731.13
38,48,2444.49
40,48,3167.14
42,48,3894.77
44,48,4622.84
46,48,5346.64
48,48,6061.32
50,48,6761.96
52,48,7443.62
54,48,8101.43
56,48,8730.62
58,48,9326.67
60,48,9885.28
62,48,10402.5
64,48,10874.9
66,48,11299.4
68,48,11673.5
70,48,11995.2
72,48,12263.3
74,48,12477
76,48,12636.5
78,48,12742.4
80,48,12795.9
82,48,12799.2
84,48,12754.7
86,48,12665.5
88,48,12535.2
90,48,12367.8
92,48,12167.6
94,48,11939.2
96,48,11687.1
98,48,11416
100,48,11130.7
102,48,10835.5
104,48,10534.7
106,48,10232.3
108,48,9931.98
110,48,9636.87
112,48,9349.84
114,48,9073.3
116,48,8809.26
118,48,8559.35
120,48,8324.84
122,48,8106.7
124,48,7905.64
126,48,7722.14
128,48,7556.49
130,48,7408.83
132,48,7279.18
134,48,7167.4
136,48,7073.25
138,48,6996.33
140,48,6936.05
142,48,6891.63
144,48,6862.03
146,48,6845.93
148,48,6841.67
150,48,6847.28
152,48,6860.42
154,48,6878.41
156,48,6898.24
158,48,6916.62
160,48,6930
162,48,6934.7
164,48,6926.92
166,48,6902.85
168,48,6858.78
170,48,6791.13
172,48,6696.61
174,48,6572.19
176,48,6415.26
178,48,6223.61
180,48,5995.48
-180,50,6354.01
-178,50,6084.98
-176,50,5773.64
-174,50,5419.72
-172,50,5023.44
-170,50,4585.47
-168,50,4106.9
-166,50,3589.18
-164,50,3034.06
-162,50,2443.59
-160,50,1820.08
-158,50,1166
-156,50,484.058
-154,50,-222.911
-152,50,-951.893
-150,50,-1699.72
-148,50,-2463.05
-146,50,-3238.37
-144,50,-4021.95
-142,50,-4809.85
-140,50,-5597.89
-138,50,-6381.63
-136,50,-7156.4
-134,50,-7917.25
-132,50,-8659.04
-130,50,-9376.4
-128,50,-10063.9
-126,50,-10715.9
-124,50,-11326.9
-122,50,-11891.6
-120,50,-12404.6
-118,50,-12861.3
-116,50,-13257.2
-114,50,-13588.5
-112,50,-13852.3
-110,50,-14046
-108,50,-14168.5
-106,50,-14219.1
-104,50,-14198.5
-102,50,-14108
-100,50,-13950.3
-98,50,-13728.7
-96,50,-13447.7
-94,50,-13112.4
-92,50,-12728.8
-90,50,-12303.1
-88,50,-11842.5
-86,50,-11354.1
-84,50,-10845.3
-82,50,-10323.5
-80,50,-9795.89
-78,50,-9269.4
-76,50,-8750.55
-74,50,-8245.32
-72,50,-7759.1
-70,50,-7296.59
-68,50,-6861.78
-66,50,-6457.92
-64,50,-6087.59
-62,50,-5752.66
-60,50,-5454.4
-58,50,-5193.49
-56,50,-4970.14
-54,50,-4784.16
-52,50,-4634.98
-50,50,-4521.79
-48,50,-4443.52
-46,50,-4398.9
-44,50,-4386.47
-42,50,-4404.61
-40,50,-4451.48
-38,50,-4525.03
-36,50,-4622.95
-34,50,-4742.66
-32,50,-4881.26
-30,50,-5035.56
-28,50,-5202.01
-26,50,-5376.79
-24,50,-5555.79
-22,50,-5734.68
-20,50,-5908.96
-18,50,-6074.08
-16,50,-6225.48
-14,50,-6358.69
-12,50,-6469.45
-10,50,-6553.75
-8,50,-6607.93
-6,50,-6628.73
-4,50,-6613.31
-2,50,-6559.33
0,50,-6464.91
2,50,-6328.62
4,50,-6149.51
6,50,-5927.04
8,50,-5661.04
10,50,-5351.7
12,50,-4999.52
14,50,-4605.28
16,50,-4169.99
18,50,-3694.9
20,50,-3181.49
22,50,-2631.46
24,50,-2046.72
26,50,-1429.44
28,50,-782.056
30,50,-107.264
32,50,591.919
34,50,1312.17
36,50,2049.82
38,50,2800.91
40,50,3561.12
42,50,4325.87
44,50,5090.31
46,50,5849.34
48,50,6597.75
50,50,7330.19
52,50,8041.29
54,50,8725.74
56,50,9378.36
58,50,9994.18
60,50,10568.5
62,50,11097.2
64,50,11576.2
66,50,12002.4
68,50,12373.1
70,50,12686.1
72,50,12940.3
74,50,13134.9
76,50,13270.2
78,50,13346.9
80,50,13366.8
82,50,13332.1
84,50,13245.9
86,50,13111.8
88,50,12933.9
90,50,12716.9
92,50,12465.6
94,50,12185.4
96,50,11881.4
98,50,11559.1
100,50,11223.7
102,50,10880.4
104,50,10534.1
106,50,10189.1
108,50,9849.59
110,50,9519.21
112,50,9201.09
114,50,8897.9
116,50,8611.8
118,50,8344.53
120,50,8097.38
122,50,7871.29
124,50,7666.88
126,50,7484.48
128,50,7324.2
130,50,7185.97
132,50,7069.57
134,50,6974.59
136,50,6900.51
138,50,6846.62
140,50,6812.02
142,50,6795.58
144,50,6795.92
146,50,6811.34
148,50,6839.81
150,50,6878.93
152,50,6925.96
154,50,6977.78
156,50,7030.95
158,50,7081.74
160,50,7126.19
162,50,7160.2
164,50,7179.58
166,50,7180.17
168,50,7157.94
170,50,7109.04
172,50,7029.91
174,50,6917.38
176,50,6768.66
178,50,6581.47
180,50,6354.01
-180,52,6655.83
-178,52,6387.08
-176,52,6072.65
-174,52,5712.36
-172,52,5306.52
-170,52,4855.91
-168,52,4361.73
-166,52,3825.59
-164,52,3249.39
-162,52,2635.37
-160,52,1985.97
-158,52,1303.87
-156,52,591.943
-154,52,-146.779
-152,52,-909.097
-150,52,-1691.65
-148,52,-2490.89
-146,52,-3303.1
-144,52,-4124.33
-142,52,-4950.39
-140,52,-5776.84
-138,52,-6598.95
-136,52,-7411.73
-134,52,-8209.88
-132,52,-8987.86
-130,52,-9739.9
-128,52,-10460.1
-126,52,-11142.3
-124,52,-11780.7
-122,52,-12369.3
-120,52,-12902.5
-118,52,-13374.9
-116,52,-13782
-114,52,-14119.4
-112,52,-14383.9
-110,52,-14573
-108,52,-14685.2
-106,52,-14720
-104,52,-14678
-102,52,-14560.9
-100,52,-14371.6
-98,52,-14113.8
-96,52,-13792.3
-94,52,-13413
-92,52,-12982.2
-90,52,-12507.1
-88,52,-11995.4
-86,52,-11455
-84,52,-10894
-82,52,-10320.5
-80,52,-9742.53
-78,52,-9167.6
-76,52,-8602.92
-74,52,-8055.05
-72,52,-7529.89
-70,52,-7032.58
-68,52,-6567.46
-66,52,-6138.07
-64,52,-5747.15
-62,52,-5396.66
-60,52,-5087.87
-58,52,-4821.41
-56,52,-4597.37
-54,52,-4415.32
-52,52,-4274.49
-50,52,-4173.77
-48,52,-4111.75
-46,52,-4086.85
-44,52,-4097.23
-42,52,-4140.88
-40,52,-4215.55
-38,52,-4318.79
-36,52,-4447.83
-34,52,-4599.66
-32,52,-4770.91
-30,52,-4957.9
-28,52,-5156.63
-26,52,-5362.78
-24,52,-5571.77
-22,52,-5778.82
-20,52,-5979.03
-18,52,-6167.46
-16,52,-6339.22
-14,52,-6489.59
-12,52,-6614.08
-10,52,-6708.56
-8,52,-6769.31
-6,52,-6793.07
-4,52,-6777.09
-2,52,-6719.15
0,52,-6617.54
2,52,-6471.06
4,52,-6279.01
6,52,-6041.08
8,52,-5757.4
10,52,-5428.38
12,52,-5054.78
14,52,-4637.58
16,52,-4177.97
18,52,-3677.38
20,52,-3137.41
22,52,-2559.83
24,52,-1946.67
26,52,-1300.14
28,52,-622.741
30,52,82.7548
32,52,813.255
34,52,1565.33
36,52,2335.18
38,52,3118.66
40,52,3911.25
42,52,4708.1
44,52,5504.04
46,52,6293.65
48,52,7071.31
50,52,7831.27
52,52,8567.74
54,52,9274.94
56,52,9947.28
58,52,10579.4
60,52,11166.1
62,52,11702.9
64,52,12185.6
66,52,12610.7
68,52,12975.2
70,52,13277.2
72,52,13515.1
74,52,13688.4
76,52,13797.5
78,52,13843.4
80,52,13828
82,52,13754.1
84,52,13625.2
86,52,13445.3
88,52,13219.2
90,52,12952
92,52,12649.4
94,52,12317.3
96,52,11961.6
98,52,11588.3
100,52,11203.4
102,52,10812.7
104,52,10421.6
106,52,10034.9
108,52,9657.42
110,52,9293.03
112,52,8945.22
114,52,8616.88
116,52,8310.36
118,52,8027.47
120,52,7769.51
122,52,7537.37
124,52,7331.55
126,52,7152.24
128,52,6999.33
130,52,6872.54
132,52,6771.35
134,52,6695.09
136,52,6642.91
138,52,6613.8
140,52,6606.51
142,52,6619.58
144,52,6651.23
146,52,6699.4
148,52,6761.66
150,52,6835.23
152,52,6916.95
154,52,7003.29
156,52,7090.41
158,52,7174.18
160,52,7250.25
162,52,7314.16
164,52,7361.37
166,52,7387.44
168,52,7388.04
170,52,7359.11
172,52,7296.9
174,52,7198.08
176,52,7059.79
178,52,6879.64
180,52,6655.83
-180,54,6900.35
-178,54,6635.02
-176,54,6321.13
-174,54,5958.54
-172,54,5547.62
-170,54,5089.24
-168,54,4584.7
-166,54,4035.69
-164,54,3444.26
-162,54,2812.73
-160,54,2143.7
-158,54,1439.97
-156,54,704.547
-154,54,-59.3846
-152,54,-848.478
-150,54,-1659.21
-148,54,-2487.88
-146,54,-3330.58
-144,54,-4183.16
-142,54,-5041.22
-140,54,-5900.09
-138,54,-6754.75
-136,54,-7599.91
-134,54,-8429.94
-132,54,-9238.91
-130,54,-10020.6
-128,54,-10768.8
-126,54,-11476.8
-124,54,-12138.4
-122,54,-12747
-120,54,-13296.6
-118,54,-13781.6
-116,54,-14196.7
-114,54,-14537.7
-112,54,-14800.7
-110,54,-14983.3
-108,54,-15083.8
-106,54,-15101.8
-104,54,-15038
-102,54,-14894.2
-100,54,-14673.6
-98,54,-14380.3
-96,54,-14019.7
-94,54,-13597.9
-92,54,-13122.1
-90,54,-12600
-88,54,-12039.8
-86,54,-11450.3
-84,54,-10840.1
-82,54,-10218.1
-80,54,-9593.02
-78,54,-8972.98
-76,54,-8365.8
-74,54,-7778.61
-72,54,-7217.78
-70,54,-6688.88
-68,54,-6196.6
-66,54,-5744.72
-64,54,-5336.15
-62,54,-4972.95
-60,54,-4656.38
-58,54,-4387.01
-56,54,-4164.77
-54,54,-3989.05
-52,54,-3858.83
-50,54,-3772.68
-48,54,-3728.89
-46,54,-3725.51
-44,54,-3760.33
-42,54,-3830.94
-40,54,-3934.7
-38,54,-4068.68
-36,54,-4229.73
-34,54,-4414.34
-32,54,-4618.7
-30,54,-4838.65
-28,54,-5069.73
-26,54,-5307.15
-24,54,-5545.89
-22,54,-5780.76
-20,54,-6006.46
-18,54,-6217.71
-16,54,-6409.34
-14,54,-6576.41
-12,54,-6714.28
-10,54,-6818.74
-8,54,-6886.05
-6,54,-6913.02
-4,54,-6897
-2,54,-6835.94
0,54,-6728.35
2,54,-6573.28
4,54,-6370.27
6,54,-6119.31
8,54,-5820.76
10,54,-5475.32
12,54,-5083.94
14,54,-4647.8
16,54,-4168.26
18,54,-3646.87
20,54,-3085.3
22,54,-2485.41
24,54,-1849.25
26,54,-1179.05
28,54,-477.324
30,54,253.133
32,54,1009.19
34,54,1787.37
36,54,2583.77
38,54,3394.1
40,54,4213.66
42,54,5037.37
44,54,5859.76
46,54,6675.1
48,54,7477.38
50,54,8260.45
52,54,9018.08
54,54,9744.08
56,54,10432.4
58,54,11077.2
60,54,11673.1
62,54,12215
64,54,12698.5
66,54,13119.9
68,54,13476.1
70,54,13764.8
72,54,13984.7
74,54,14135.2
76,54,14216.9
78,54,14230.9
80,54,14179.6
82,54,14066.1
84,54,13894.2
86,54,13668.6
88,54,13394.5
90,54,13077.8
92,54,12724.7
94,54,12341.6
96,54,11935.2
98,54,11512.3
100,54,11079.3
102,54,10642.7
104,54,10208.3
106,54,9781.7
108,54,9367.88
110,54,8971.25
112,54,8595.55
114,54,8243.93
116,54,7918.85
118,54,7622.2
120,54,7355.31
122,54,7118.98
124,54,6913.6
126,54,6739.18
128,54,6595.4
130,54,6481.72
132,54,6397.34
134,54,6341.29
136,54,6312.39
138,54,6309.3
140,54,6330.41
142,54,6373.88
144,54,6437.6
146,54,6519.1
148,54,6615.57
150,54,6723.85
152,54,6840.37
154,54,6961.24
156,54,7082.23
158,54,7198.86
160,54,7306.43
162,54,7400.16
164,54,7475.26
166,54,7527.01
168,54,7550.88
170,54,7542.63
172,54,7498.38
174,54,7414.7
176,54,7288.64
178,54,7117.8
180,54,6900.35
-180,56,7089.47
-178,56,6830.42
-176,56,6520.38
-174,56,6159.25
-172,56,5747.47
-170,56,5285.94
-168,56,4776.03
-166,56,4219.5
-164,56,3618.46
-162,56,2975.31
-160,56,2292.73
-158,56,1573.62
-156,56,821.072
-154,56,38.3801
-152,56,-771
-150,56,-1603.43
-148,56,-2455.06
-146,56,-3321.84
-144,56,-4199.47
-142,56,-5083.34
-140,56,-5968.56
-138,56,-6849.87
-136,56,-7721.69
-134,56,-8578.05
-132,56,-9412.69
-130,56,-10219
-128,56,-10990.3
-126,56,-11719.5
-124,56,-12399.9
-122,56,-13024.5
-120,56,-13586.9
-118,56,-14081.1
-116,56,-14501.4
-114,56,-14843.3
-112,56,-15102.9
-110,56,-15277.4
-108,56,-15365.2
-106,56,-15365.9
-104,56,-15280.2
-102,56,-15110.3
-100,56,-14859.6
-98,56,-14532.6
-96,56,-14134.9
-94,56,-13673.4
-92,56,-13155.5
-90,56,-12589.7
-88,56,-11984.7
-86,56,-11349.9
-84,56,-10694.6
-82,56,-10028.3
-80,56,-9360.22
-78,56,-8699.21
-76,56,-8053.6
-74,56,-7431.03
-72,56,-6838.34
-70,56,-6281.49
-68,56,-5765.48
-66,56,-5294.36
-64,56,-4871.19
-62,56,-4498.11
-60,56,-4176.41
-58,56,-3906.55
-56,56,-3688.35
-54,56,-3521
-52,56,-3403.2
-50,56,-3333.27
-48,56,-3309.15
-46,56,-3328.52
-44,56,-3388.81
-42,56,-3487.2
-40,56,-3620.63
-38,56,-3785.75
-36,56,-3978.96
-34,56,-4196.3
-32,56,-4433.52
-30,56,-4686
-28,56,-4948.82
-26,56,-5216.76
-24,56,-5484.38
-22,56,-5746.11
-20,56,-5996.3
-18,56,-6229.38
-16,56,-6439.96
-14,56,-6622.9
-12,56,-6773.48
-10,56,-6887.44
-8,56,-6961.1
-6,56,-6991.34
-4,56,-6975.68
-2,56,-6912.28
0,56,-6799.88
2,56,-6637.79
4,56,-6425.83
6,56,-6164.25
8,56,-5853.68
10,56,-5495.05
12,56,-5089.53
14,56,-4638.46
16,56,-4143.35
18,56,-3605.81
20,56,-3027.59
22,56,-2410.58
24,56,-1756.79
26,56,-1068.45
28,56,-348.05
30,56,401.653
32,56,1177.54
34,56,1976.09
36,56,2793.38
38,56,3625
40,56,4466.1
42,56,5311.38
44,56,6155.14
46,56,6991.32
48,56,7813.55
50,56,8615.31
52,56,9389.93
54,56,10130.8
56,56,10831.4
58,56,11485.6
60,56,12087.5
62,56,12631.7
64,56,13113.6
66,56,13529
68,56,13874.9
70,56,14148.8
72,56,14349.4
74,56,14476.2
76,56,14529.9
78,56,14511.9
80,56,14424.7
82,56,14272
84,56,14057.9
86,56,13787.6
88,56,13466.9
90,56,13102.2
92,56,12700.3
94,56,12268.2
96,56,11813.3
98,56,11342.8
100,56,10864
102,56,10383.6
104,56,9908.33
106,56,9444.03
108,56,8996.17
110,56,8569.5
112,56,8168.07
114,56,7795.23
116,56,7453.59
118,56,7145.12
120,56,6871.13
122,56,6632.36
124,56,6429.07
126,56,6261.07
128,56,6127.85
130,56,6028.57
132,56,5962.17
134,56,5927.34
136,56,5922.58
138,56,5946.18
140,56,5996.2
142,56,6070.42
144,56,6166.33
146,56,6281.12
148,56,6411.59
150,56,6554.19
152,56,6705.01
154,56,6859.79
156,56,7013.96
158,56,7162.72
160,56,7301.1
162,56,7424.04
164,56,7526.54
166,56,7603.67
168,56,7650.77
170,56,7663.46
172,56,7637.78
174,56,7570.24
176,56,7457.85
178,56,7298.2
180,56,7089.47
-180,58,7227.23
-178,58,6976.9
-176,58,6673.63
-174,58,6317.35
-172,58,5908.51
-170,58,5448.05
-168,58,4937.36
-166,58,4378.23
-164,58,3772.8
-162,58,3123.52
-160,58,2433.1
-158,58,1704.49
-156,58,940.846
-154,58,145.517
-152,58,-677.963
-150,58,-1525.87
-148,58,-2394.25
-146,58,-3278.95
-144,58,-4175.5
-142,58,-5079.15
-140,58,-5984.79
-138,58,-6886.96
-136,58,-7779.78
-134,58,-8657
-132,58,-9512.01
-130,58,-10337.9
-128,58,-11127.4
-126,58,-11873.2
-124,58,-12568.1
-122,58,-13204.7
-120,58,-13776.3
-118,58,-14276.4
-116,58,-14699.1
-114,58,-15039.7
-112,58,-15294
-110,58,-15459.2
-108,58,-15533.6
-106,58,-15516.9
-104,58,-15410
-102,58,-15215.2
-100,58,-14936.1
-98,58,-14577.7
-96,58,-14146.1
-94,58,-13648.2
-92,58,-13092.2
-90,58,-12486.9
-88,58,-11841.7
-86,58,-11166.3
-84,58,-10470.8
-82,58,-9765.11
-80,58,-9058.96
-78,58,-8361.78
-76,58,-7682.38
-74,58,-7028.88
-72,58,-6408.52
-70,58,-5827.64
-68,58,-5291.54
-66,58,-4804.51
-64,58,-4369.76
-62,58,-3989.54
-60,58,-3665.11
-58,58,-3396.92
-56,58,-3184.63
-54,58,-3027.24
-52,58,-2923.24
-50,58,-2870.62
-48,58,-2867.02
-46,58,-2909.77
-44,58,-2995.91
-42,58,-3122.23
-40,58,-3285.25
-38,58,-3481.22
-36,58,-3706.07
-34,58,-3955.43
-32,58,-4224.6
-30,58,-4508.52
-28,58,-4801.85
-26,58,-5098.96
-24,58,-5394.05
-22,58,-5681.17
-20,58,-5954.41
-18,58,-6207.94
-16,58,-6436.18
-14,58,-6633.87
-12,58,-6796.25
-10,58,-6919.08
-8,58,-6998.73
-6,58,-7032.23
-4,58,-7017.29
-2,58,-6952.28
0,58,-6836.21
2,58,-6668.65
4,58,-6449.7
6,58,-6179.87
8,58,-5860.05
10,58,-5491.39
12,58,-5075.23
14,58,-4613.09
16,58,-4106.56
18,58,-3557.33
20,58,-2967.18
22,58,-2337.97
24,58,-1671.68
26,58,-970.496
28,58,-236.814
30,58,526.656
32,58,1316.84
34,58,2130.26
36,58,2962.94
38,58,3810.43
40,58,4667.76
42,58,5529.47
44,58,6389.6
46,58,7241.82
48,58,8079.44
50,58,8895.55
52,58,9683.1
54,58,10435.1
56,58,11144.5
58,58,11804.9
60,58,12409.9
62,58,12953.9
64,58,13431.8
66,58,13839.5
68,58,14173.6
70,58,14431.7
72,58,14612.3
74,58,14715.1
76,58,14740.9
78,58,14691.3
80,58,14569.3
82,58,14378.6
84,58,14124
86,58,13811
88,58,13445.9
90,58,13035.6
92,58,12587.5
94,58,12109.2
96,58,11608.7
98,58,11093.7
100,58,10572
102,58,10051
104,58,9537.65
106,58,9038.48
108,58,8559.28
110,58,8105.15
112,58,7680.41
114,58,7288.61
116,58,6932.52
118,58,6614.14
120,58,6334.79
122,58,6095.14
124,58,5895.32
126,58,5734.98
128,58,5613.35
130,58,5529.34
132,58,5481.59
134,58,5468.48
136,58,5488.17
138,58,5538.59
140,58,5617.43
