Phi[deg],Theta[deg],RealizedGainTheta
-146,2,0.126773
-144,2,0.122315
-142,2,0.117705
-140,2,0.112962
-138,2,0.108108
-136,2,0.103165
-134,2,0.0981528
-132,2,0.0930955
-130,2,0.0880154
-128,2,0.0829356
-126,2,0.0778791
-124,2,0.0728693
-122,2,0.0679291
-120,2,0.0630817
-118,2,0.0583496
-116,2,0.0537553
-114,2,0.0493205
-112,2,0.0450665
-110,2,0.0410138
-108,2,0.0371824
-106,2,0.033591
-104,2,0.0302575
-102,2,0.0271987
-100,2,0.0244304
-98,2,0.0219667
-96,2,0.0198208
-94,2,0.0180043
-92,2,0.0165271
-90,2,0.0153978
-88,2,0.0146233
-86,2,0.0142087
-84,2,0.0141575
-82,2,0.0144714
-80,2,0.0151502
-78,2,0.016192
-76,2,0.0175929
-74,2,0.0193473
-72,2,0.0214476
-70,2,0.0238847
-68,2,0.0266473
-66,2,0.0297225
-64,2,0.0330958
-62,2,0.0367509
-60,2,0.0406698
-58,2,0.0448334
-56,2,0.0492206
-54,2,0.0538095
-52,2,0.0585766
-50,2,0.0634974
-48,2,0.0685467
-46,2,0.073698
-44,2,0.0789243
-42,2,0.0841983
-40,2,0.0894917
-38,2,0.0947766
-36,2,0.100025
-34,2,0.105208
-32,2,0.110297
-30,2,0.115267
-28,2,0.120089
-26,2,0.124737
-24,2,0.129186
-22,2,0.133412
-20,2,0.137391
-18,2,0.141102
-16,2,0.144525
-14,2,0.147641
-12,2,0.150434
-10,2,0.152887
-8,2,0.154989
-6,2,0.156728
-4,2,0.158094
-2,2,0.159081
0,2,0.159685
2,2,0.159902
4,2,0.159732
6,2,0.159177
8,2,0.15824
10,2,0.156929
12,2,0.155251
14,2,0.153216
16,2,0.150836
18,2,0.148126
20,2,0.145102
22,2,0.14178
24,2,0.138179
26,2,0.134321
28,2,0.130227
30,2,0.125919
32,2,0.121423
34,2,0.116761
36,2,0.111961
38,2,0.107047
40,2,0.102047
42,2,0.0969865
44,2,0.0918933
46,2,0.0867938
48,2,0.0817146
50,2,0.076682
52,2,0.0717218
54,2,0.0668593
56,2,0.062119
58,2,0.0575247
60,2,0.0530989
62,2,0.0488635
64,2,0.0448391
66,2,0.0410449
68,2,0.0374989
70,2,0.0342179
72,2,0.0312171
74,2,0.02851
76,2,0.0261089
78,2,0.0240244
80,2,0.0222655
82,2,0.0208393
84,2,0.0197517
86,2,0.0190066
88,2,0.0186065
90,2,0.0185519
92,2,0.018842
94,2,0.0194744
96,2,0.0204447
98,2,0.0217475
100,2,0.0233756
102,2,0.0253203
104,2,0.0275715
106,2,0.0301181
108,2,0.0329472
110,2,0.036045
112,2,0.0393965
114,2,0.0429855
116,2,0.0467951
118,2,0.0508071
120,2,0.0550028
122,2,0.0593626
124,2,0.0638663
126,2,0.068493
128,2,0.0732217
130,2,0.0780306
132,2,0.0828979
134,2,0.0878015
136,2,0.0927193
138,2,0.0976292
140,2,0.102509
142,2,0.107337
144,2,0.112092
146,2,0.116753
148,2,0.121298
150,2,0.125708
152,2,0.129963
154,2,0.134045
156,2,0.137935
158,2,0.141616
160,2,0.145072
162,2,0.148288
164,2,0.151249
166,2,0.153942
168,2,0.156357
170,2,0.15848
172,2,0.160304
174,2,0.16182
176,2,0.16302
178,2,0.1639
180,2,0.164455
-180,4,0.15444
-178,4,0.154604
-176,4,0.154478
-174,4,0.154063
-172,4,0.153358
-170,4,0.152366
-168,4,0.151091
-166,4,0.149536
-164,4,0.147706
-162,4,0.145609
-160,4,0.143251
-158,4,0.14064
-156,4,0.137787
-154,4,0.134701
-152,4,0.131394
-150,4,0.127878
-148,4,0.124166
-146,4,0.120273
-144,4,0.116214
-142,4,0.112004
-140,4,0.10766
-138,4,0.103199
-136,4,0.0986391
-134,4,0.093999
-132,4,0.0892976
-130,4,0.0845542
-128,4,0.0797888
-126,4,0.0750214
-124,4,0.0702724
-122,4,0.0655621
-120,4,0.0609111
-118,4,0.0563398
-116,4,0.0518685
-114,4,0.0475172
-112,4,0.0433058
-110,4,0.0392535
-108,4,0.0353794
-106,4,0.0317018
-104,4,0.0282383
-102,4,0.025006
-100,4,0.022021
-98,4,0.0192985
-96,4,0.016853
-94,4,0.0146975
-92,4,0.0128443
-90,4,0.0113043
-88,4,0.010087
-86,4,0.0092009
-84,4,0.0086527
-82,4,0.00844781
-80,4,0.00859004
-78,4,0.00908156
-76,4,0.00992289
-74,4,0.0111128
-72,4,0.0126482
-70,4,0.0145243
-68,4,0.0167345
-66,4,0.01927
-64,4,0.0221205
-62,4,0.0252736
-60,4,0.0287151
-58,4,0.0324288
-56,4,0.0363968
-54,4,0.0405994
-52,4,0.0450153
-50,4,0.0496215
-48,4,0.0543935
-46,4,0.0593055
-44,4,0.0643303
-42,4,0.0694398
-40,4,0.0746048
-38,4,0.0797955
-36,4,0.0849816
-34,4,0.0901323
-32,4,0.0952167
-30,4,0.100204
-28,4,0.105064
-26,4,0.109767
-24,4,0.114283
-22,4,0.118585
-20,4,0.122646
-18,4,0.126441
-16,4,0.129945
-14,4,0.133137
-12,4,0.135997
-10,4,0.138508
-8,4,0.140654
-6,4,0.142423
-4,4,0.143804
-2,4,0.14479
0,4,0.145375
2,4,0.145559
4,4,0.14534
6,4,0.144722
8,4,0.143712
10,4,0.142318
12,4,0.14055
14,4,0.138421
16,4,0.135949
18,4,0.133149
20,4,0.130042
22,4,0.126649
24,4,0.122992
26,4,0.119097
28,4,0.114988
30,4,0.110691
32,4,0.106235
34,4,0.101646
36,4,0.0969526
38,4,0.0921826
40,4,0.0873643
42,4,0.0825254
44,4,0.0776934
46,4,0.072895
48,4,0.0681564
50,4,0.063503
52,4,0.0589589
54,4,0.0545476
56,4,0.050291
58,4,0.0462099
60,4,0.0423239
62,4,0.0386511
64,4,0.0352082
66,4,0.0320106
68,4,0.0290719
70,4,0.0264045
72,4,0.0240193
74,4,0.0219255
76,4,0.0201311
78,4,0.0186424
80,4,0.0174643
82,4,0.0166004
84,4,0.0160526
86,4,0.0158217
88,4,0.0159069
90,4,0.0163062
92,4,0.0170163
94,4,0.0180325
96,4,0.019349
98,4,0.0209585
100,4,0.0228528
102,4,0.0250224
104,4,0.0274568
106,4,0.0301443
108,4,0.0330723
110,4,0.0362272
112,4,0.0395944
114,4,0.0431586
116,4,0.0469036
118,4,0.0508125
120,4,0.0548678
122,4,0.0590514
124,4,0.0633447
126,4,0.0677287
128,4,0.0721841
130,4,0.0766914
132,4,0.0812309
134,4,0.0857829
136,4,0.0903278
138,4,0.094846
140,4,0.0993182
142,4,0.103725
144,4,0.108049
146,4,0.112271
148,4,0.116374
150,4,0.120341
152,4,0.124155
154,4,0.127802
156,4,0.131266
158,4,0.134533
160,4,0.13759
162,4,0.140426
164,4,0.143028
166,4,0.145388
168,4,0.147495
170,4,0.149341
172,4,0.150918
174,4,0.152222
176,4,0.153246
178,4,0.153986
180,4,0.15444
-180,6,0.137477
-178,6,0.137503
-176,6,0.137285
-174,6,0.136821
-172,6,0.136115
-170,6,0.135168
-168,6,0.133983
-166,6,0.132564
-164,6,0.130914
-162,6,0.129039
-160,6,0.126944
-158,6,0.124636
-156,6,0.122122
-154,6,0.119409
-152,6,0.116507
-150,6,0.113425
-148,6,0.110174
-146,6,0.106765
-144,6,0.103209
-142,6,0.0995206
-140,6,0.0957119
-138,6,0.0917974
-136,6,0.0877919
-134,6,0.0837106
-132,6,0.0795693
-130,6,0.075384
-128,6,0.0711713
-126,6,0.0669476
-124,6,0.0627299
-122,6,0.058535
-120,6,0.0543798
-118,6,0.050281
-116,6,0.0462551
-114,6,0.0423187
-112,6,0.0384877
-110,6,0.034778
-108,6,0.031205
-106,6,0.0277836
-104,6,0.0245284
-102,6,0.0214534
-100,6,0.0185722
-98,6,0.0158978
-96,6,0.0134426
-94,6,0.0112186
-92,6,0.00923696
-90,6,0.00750837
-88,6,0.0060428
-86,6,0.00484948
-84,6,0.00393689
-82,6,0.00331265
-80,6,0.0029835
-78,6,0.00295515
-76,6,0.00323226
-74,6,0.00381831
-72,6,0.00471547
-70,6,0.00592454
-68,6,0.00744479
-66,6,0.00927387
-64,6,0.0114077
-62,6,0.0138404
-60,6,0.016564
-58,6,0.0195687
-56,6,0.0228426
-54,6,0.0263716
-52,6,0.0301394
-50,6,0.0341277
-48,6,0.0383161
-46,6,0.0426819
-44,6,0.0472008
-42,6,0.0518464
-40,6,0.0565907
-38,6,0.0614043
-36,6,0.0662565
-34,6,0.0711153
-32,6,0.0759484
-30,6,0.0807226
-28,6,0.0854048
-26,6,0.0899619
-24,6,0.0943614
-22,6,0.0985713
-20,6,0.102561
-18,6,0.106301
-16,6,0.109765
-14,6,0.112926
-12,6,0.115761
-10,6,0.118251
-8,6,0.120376
-6,6,0.122123
-4,6,0.123479
-2,6,0.124436
0,6,0.124988
2,6,0.125135
4,6,0.124876
6,6,0.124217
8,6,0.123166
10,6,0.121733
12,6,0.119933
14,6,0.117781
16,6,0.115299
18,6,0.112505
20,6,0.109425
22,6,0.106083
24,6,0.102506
26,6,0.0987218
28,6,0.0947588
30,6,0.0906465
32,6,0.0864144
34,6,0.082092
36,6,0.0777085
38,6,0.0732928
40,6,0.0688729
42,6,0.0644759
44,6,0.0601279
46,6,0.0558536
48,6,0.0516765
50,6,0.0476185
52,6,0.0436999
54,6,0.0399395
56,6,0.0363547
58,6,0.0329609
60,6,0.0297722
62,6,0.0268011
64,6,0.0240586
66,6,0.0215542
68,6,0.0192962
70,6,0.0172915
72,6,0.0155457
74,6,0.0140636
76,6,0.0128486
78,6,0.0119033
80,6,0.0112293
82,6,0.0108272
84,6,0.0106971
86,6,0.0108379
88,6,0.011248
90,6,0.0119247
92,6,0.0128649
94,6,0.0140642
96,6,0.0155178
98,6,0.0172199
100,6,0.0191638
102,6,0.0213418
104,6,0.0237454
106,6,0.0263652
108,6,0.0291908
110,6,0.0322106
112,6,0.0354123
114,6,0.0387825
116,6,0.042307
118,6,0.0459706
120,6,0.0497573
122,6,0.0536505
124,6,0.0576327
126,6,0.0616861
128,6,0.0657922
130,6,0.0699325
132,6,0.074088
134,6,0.0782399
136,6,0.0823693
138,6,0.0864577
140,6,0.0904868
142,6,0.0944389
144,6,0.0982969
146,6,0.102044
148,6,0.105666
150,6,0.109146
152,6,0.112472
154,6,0.11563
156,6,0.118609
158,6,0.121398
160,6,0.123988
162,6,0.126369
164,6,0.128535
166,6,0.130478
168,6,0.132193
170,6,0.133675
172,6,0.13492
174,6,0.135924
176,6,0.136687
178,6,0.137204
180,6,0.137477
-180,8,0.115607
-178,8,0.115405
-176,8,0.115006
-174,8,0.114416
-172,8,0.113635
-170,8,0.112667
-168,8,0.111515
-166,8,0.110182
-164,8,0.108672
-162,8,0.106988
-160,8,0.105134
-158,8,0.103116
-156,8,0.100938
-154,8,0.0986062
-152,8,0.0961276
-150,8,0.0935095
-148,8,0.0907601
-146,8,0.0878887
-144,8,0.084905
-142,8,0.0818196
-140,8,0.0786439
-138,8,0.0753898
-136,8,0.0720699
-134,8,0.068697
-132,8,0.0652846
-130,8,0.0618459
-128,8,0.0583948
-126,8,0.0549445
-124,8,0.0515087
-122,8,0.0481002
-120,8,0.044732
-118,8,0.0414163
-116,8,0.0381647
-114,8,0.0349885
-112,8,0.0318981
-110,8,0.0289035
-108,8,0.0260139
-106,8,0.0232379
-104,8,0.0205836
-102,8,0.0180585
-100,8,0.0156699
-98,8,0.0134246
-96,8,0.0113291
-94,8,0.00938997
-92,8,0.00761365
-90,8,0.00600665
-88,8,0.00457561
-86,8,0.00332739
-84,8,0.00226907
-82,8,0.00140797
-80,8,0.000751649
-78,8,0.000307823
-76,8,8.42951e-05
-74,8,8.88229e-05
-72,8,0.000328965
-70,8,0.000811893
-68,8,0.00154417
-66,8,0.00253153
-64,8,0.00377859
-62,8,0.00528863
-60,8,0.00706329
-58,8,0.00910233
-56,8,0.0114034
-54,8,0.0139617
-52,8,0.01677
-50,8,0.0198185
-48,8,0.0230942
-46,8,0.0265816
-44,8,0.0302621
-42,8,0.0341146
-40,8,0.038115
-38,8,0.0422366
-36,8,0.0464507
-34,8,0.0507263
-32,8,0.0550308
-30,8,0.05933
-28,8,0.063589
-26,8,0.0677723
-24,8,0.071844
-22,8,0.0757689
-20,8,0.0795125
-18,8,0.0830415
-16,8,0.0863243
-14,8,0.0893314
-12,8,0.0920361
-10,8,0.0944142
-8,8,0.0964448
-6,8,0.0981106
-4,8,0.0993978
-2,8,0.100297
0,8,0.100801
2,8,0.10091
4,8,0.100624
6,8,0.0999497
8,8,0.0988973
10,8,0.09748
12,8,0.0957144
14,8,0.0936205
16,8,0.0912209
18,8,0.0885408
20,8,0.0856072
22,8,0.082449
24,8,0.0790962
26,8,0.0755797
28,8,0.0719308
30,8,0.0681807
32,8,0.0643604
34,8,0.0605001
36,8,0.0566289
38,8,0.0527746
40,8,0.0489635
42,8,0.0452198
44,8,0.041566
46,8,0.0380226
48,8,0.0346077
50,8,0.0313374
52,8,0.0282257
54,8,0.0252843
56,8,0.0225233
58,8,0.0199507
60,8,0.0175728
62,8,0.0153946
64,8,0.0134196
66,8,0.0116503
68,8,0.0100881
70,8,0.00873395
72,8,0.0075881
74,8,0.00665045
76,8,0.0059207
78,8,0.00539846
80,8,0.00508332
82,8,0.00497496
84,8,0.00507315
86,8,0.00537777
88,8,0.00588876
90,8,0.00660611
92,8,0.0075297
94,8,0.00865926
96,8,0.00999419
98,8,0.0115334
100,8,0.0132753
102,8,0.0152173
104,8,0.0173561
106,8,0.0196872
108,8,0.0222047
110,8,0.0249017
112,8,0.0277696
114,8,0.0307983
116,8,0.0339761
118,8,0.0372901
120,8,0.0407255
122,8,0.0442662
124,8,0.047895
126,8,0.0515935
128,8,0.0553421
130,8,0.0591208
132,8,0.0629089
134,8,0.0666858
136,8,0.0704305
138,8,0.0741227
140,8,0.0777424
142,8,0.0812706
144,8,0.0846891
146,8,0.0879812
148,8,0.0911315
150,8,0.094126
152,8,0.0969525
154,8,0.0996003
156,8,0.102061
158,8,0.104326
160,8,0.10639
162,8,0.10825
164,8,0.109902
166,8,0.111344
168,8,0.112576
170,8,0.113598
172,8,0.11441
174,8,0.115015
176,8,0.115415
178,8,0.115612
180,8,0.115607
-180,10,0.0914088
-178,10,0.0908789
-176,10,0.0902092
-174,10,0.0894051
-172,10,0.088471
-170,10,0.087411
-168,10,0.0862284
-166,10,0.0849259
-164,10,0.0835062
-162,10,0.0819717
-160,10,0.0803252
-158,10,0.0785695
-156,10,0.0767081
-154,10,0.0747452
-152,10,0.0726855
-150,10,0.0705349
-148,10,0.0683002
-146,10,0.0659889
-144,10,0.0636098
-142,10,0.0611724
-140,10,0.0586872
-138,10,0.0561652
-136,10,0.0536181
-134,10,0.0510578
-132,10,0.0484966
-130,10,0.0459467
-128,10,0.0434199
-126,10,0.0409278
-124,10,0.0384813
-122,10,0.0360903
-120,10,0.0337637
-118,10,0.0315095
-116,10,0.0293341
-114,10,0.0272427
-112,10,0.0252391
-110,10,0.0233255
-108,10,0.0215029
-106,10,0.019771
-104,10,0.0181283
-102,10,0.0165725
-100,10,0.0151002
-98,10,0.013708
-96,10,0.0123919
-94,10,0.0111484
-92,10,0.00997395
-90,10,0.00886621
-88,10,0.00782368
-86,10,0.00684621
-84,10,0.00593523
-82,10,0.00509393
-80,10,0.00432737
-78,10,0.00364254
-76,10,0.00304837
-74,10,0.0025556
-72,10,0.00217661
-70,10,0.00192516
-68,10,0.00181605
-66,10,0.00186475
-64,10,0.0020869
-62,10,0.00249786
-60,10,0.00311214
-58,10,0.00394292
-56,10,0.00500146
-54,10,0.00629666
-52,10,0.00783455
-50,10,0.00961791
-48,10,0.0116459
-46,10,0.0139139
-44,10,0.0164133
-42,10,0.0191311
-40,10,0.0220506
-38,10,0.0251509
-36,10,0.0284076
-34,10,0.0317925
-32,10,0.0352748
-30,10,0.0388207
-28,10,0.0423946
-26,10,0.0459591
-24,10,0.0494761
-22,10,0.0529071
-20,10,0.0562139
-18,10,0.0593592
-16,10,0.0623073
-14,10,0.0650246
-12,10,0.0674801
-10,10,0.069646
-8,10,0.071498
-6,10,0.0730158
-4,10,0.0741834
-2,10,0.0749892
0,10,0.0754263
2,10,0.0754923
4,10,0.0751897
6,10,0.0745256
8,10,0.0735113
10,10,0.0721625
12,10,0.0704985
14,10,0.0685424
16,10,0.06632
18,10,0.0638598
20,10,0.0611923
22,10,0.0583494
24,10,0.0553641
26,10,0.0522695
28,10,0.0490987
30,10,0.045884
32,10,0.0426564
34,10,0.0394454
36,10,0.0362783
38,10,0.0331801
40,10,0.0301731
42,10,0.0272769
44,10,0.024508
46,10,0.0218799
48,10,0.0194032
50,10,0.0170857
52,10,0.0149324
54,10,0.0129458
56,10,0.0111263
58,10,0.00947223
60,10,0.00798046
62,10,0.0066466
64,10,0.00546542
66,10,0.00443119
68,10,0.00353808
70,10,0.00278044
72,10,0.00215313
74,10,0.00165182
76,10,0.00127316
78,10,0.00101502
80,10,0.000876588
82,10,0.000858417
84,10,0.000962473
86,10,0.00119207
88,10,0.00155176
90,10,0.00204716
92,10,0.00268478
94,10,0.0034717
96,10,0.0044153
98,10,0.00552294
100,10,0.00680156
102,10,0.00825735
104,10,0.00989538
106,10,0.0117192
108,10,0.0137305
110,10,0.015929
112,10,0.0183117
114,10,0.0208734
116,10,0.0236059
118,10,0.0264983
120,10,0.0295369
122,10,0.0327055
124,10,0.035985
126,10,0.0393545
128,10,0.0427908
130,10,0.0462694
132,10,0.0497646
134,10,0.05325
136,10,0.0566993
138,10,0.0600861
140,10,0.0633855
142,10,0.0665734
144,10,0.0696278
146,10,0.0725287
148,10,0.0752585
150,10,0.0778025
152,10,0.0801486
154,10,0.0822876
156,10,0.0842134
158,10,0.0859225
160,10,0.087414
162,10,0.0886892
164,10,0.0897517
166,10,0.0906066
168,10,0.0912606
170,10,0.091721
172,10,0.0919961
174,10,0.0920942
176,10,0.0920237
178,10,0.0917927
180,10,0.0914088
-180,12,0.0676581
-178,12,0.0667104
-176,12,0.0656851
-174,12,0.0645906
-172,12,0.0634336
-170,12,0.0622189
-168,12,0.0609499
-166,12,0.0596286
-164,12,0.0582564
-162,12,0.056834
-160,12,0.0553619
-158,12,0.053841
-156,12,0.0522726
-154,12,0.0506587
-152,12,0.0490026
-150,12,0.0473084
-148,12,0.045582
-146,12,0.04383
-144,12,0.042061
-142,12,0.0402843
-140,12,0.0385105
-138,12,0.0367512
-136,12,0.0350185
-134,12,0.0333251
-132,12,0.0316837
-130,12,0.0301068
-128,12,0.0286065
-126,12,0.0271939
-124,12,0.0258789
-122,12,0.0246701
-120,12,0.023574
-118,12,0.0225951
-116,12,0.0217356
-114,12,0.0209952
-112,12,0.0203709
-110,12,0.019857
-108,12,0.0194453
-106,12,0.0191247
-104,12,0.0188821
-102,12,0.018702
-100,12,0.0185673
-98,12,0.0184597
-96,12,0.0183603
-94,12,0.0182496
-92,12,0.0181093
-90,12,0.0179217
-88,12,0.0176712
-86,12,0.017345
-84,12,0.0169329
-82,12,0.0164288
-80,12,0.0158304
-78,12,0.0151399
-76,12,0.0143641
-74,12,0.0135144
-72,12,0.0126064
-70,12,0.0116602
-68,12,0.0106991
-66,12,0.00975002
-64,12,0.0088418
-62,12,0.00800497
-60,12,0.00727066
-58,12,0.00666966
-56,12,0.00623149
-54,12,0.00598347
-52,12,0.00594983
-50,12,0.00615095
-48,12,0.00660263
-46,12,0.0073156
-44,12,0.00829506
-42,12,0.00954047
-40,12,0.0110454
-38,12,0.0127978
-36,12,0.0147797
-34,12,0.0169683
-32,12,0.0193358
-30,12,0.0218504
-28,12,0.0244766
-26,12,0.0271763
-24,12,0.0299094
-22,12,0.0326347
-20,12,0.0353105
-18,12,0.0378957
-16,12,0.0403503
-14,12,0.0426366
-12,12,0.0447194
-10,12,0.0465667
-8,12,0.0481507
-6,12,0.0494479
-4,12,0.0504394
-2,12,0.0511116
0,12,0.051456
2,12,0.0514698
4,12,0.0511553
6,12,0.0505201
8,12,0.049577
10,12,0.0483435
12,12,0.0468413
14,12,0.0450961
16,12,0.0431367
18,12,0.0409946
20,12,0.0387032
22,12,0.0362972
24,12,0.0338116
26,12,0.0312812
28,12,0.0287399
30,12,0.0262197
32,12,0.0237506
34,12,0.0213596
36,12,0.0190707
38,12,0.0169039
40,12,0.0148758
42,12,0.0129986
44,12,0.0112806
46,12,0.00972621
48,12,0.00833598
50,12,0.00710695
52,12,0.00603296
54,12,0.00510513
56,12,0.0043123
58,12,0.00364156
60,12,0.00307878
62,12,0.00260922
64,12,0.00221803
66,12,0.00189083
68,12,0.00161422
70,12,0.00137625
72,12,0.00116683
74,12,0.000978132
76,12,0.000804839
78,12,0.000644395
80,12,0.000497139
82,12,0.000366362
84,12,0.00025828
86,12,0.000181923
88,12,0.000148935
90,12,0.000173288
92,12,0.000270923
94,12,0.000459315
96,12,0.000756967
98,12,0.00118286
100,12,0.00175584
102,12,0.00249401
104,12,0.00341407
106,12,0.00453069
108,12,0.00585588
110,12,0.00739846
112,12,0.00916354
114,12,0.0111521
116,12,0.0133606
118,12,0.0157811
120,12,0.0184007
122,12,0.021202
124,12,0.0241632
126,12,0.0272585
128,12,0.0304585
130,12,0.0337309
132,12,0.0370412
134,12,0.0403536
136,12,0.0436316
138,12,0.0468393
140,12,0.0499417
142,12,0.0529063
144,12,0.055703
146,12,0.0583055
148,12,0.0606915
150,12,0.0628431
152,12,0.0647474
154,12,0.0663958
156,12,0.0677851
158,12,0.0689162
160,12,0.0697943
162,12,0.0704284
164,12,0.0708305
166,12,0.0710152
168,12,0.0709989
170,12,0.0707991
172,12,0.0704337
174,12,0.0699205
176,12,0.0692765
178,12,0.0685176
180,12,0.0676581
-180,14,0.0469774
-178,14,0.0455447
-176,14,0.0441039
-174,14,0.0426669
-172,14,0.041242
-170,14,0.0398345
-168,14,0.0384471
-166,14,0.0370803
-164,14,0.0357331
-162,14,0.0344035
-160,14,0.0330893
-158,14,0.0317883
-156,14,0.0304991
-154,14,0.0292212
-152,14,0.0279557
-150,14,0.0267053
-148,14,0.0254746
-146,14,0.0242699
-144,14,0.0230995
-142,14,0.0219732
-140,14,0.0209028
-138,14,0.0199009
-136,14,0.0189815
-134,14,0.018159
-132,14,0.0174483
-130,14,0.0168641
-128,14,0.0164205
-126,14,0.0161304
-124,14,0.0160053
-122,14,0.0160547
-120,14,0.0162854
-118,14,0.0167011
-116,14,0.0173022
-114,14,0.0180851
-112,14,0.019042
-110,14,0.0201606
-108,14,0.0214239
-106,14,0.0228104
-104,14,0.0242943
-102,14,0.0258452
-100,14,0.0274294
-98,14,0.0290102
-96,14,0.0305485
-94,14,0.0320041
-92,14,0.0333366
-90,14,0.0345069
-88,14,0.0354779
-86,14,0.0362163
-84,14,0.0366935
-82,14,0.0368867
-80,14,0.03678
-78,14,0.0363651
-76,14,0.035642
-74,14,0.034619
-72,14,0.0333128
-70,14,0.0317483
-68,14,0.0299581
-66,14,0.0279813
-64,14,0.0258627
-62,14,0.0236513
-60,14,0.0213992
-58,14,0.0191596
-56,14,0.0169857
-54,14,0.0149285
-52,14,0.0130362
-50,14,0.011352
-48,14,0.00991348
-46,14,0.0087515
-44,14,0.00788937
-42,14,0.0073425
-40,14,0.00711813
-38,14,0.00721533
-36,14,0.00762529
-34,14,0.00833175
-32,14,0.00931162
-30,14,0.0105358
-28,14,0.0119699
-26,14,0.0135757
-24,14,0.0153113
-22,14,0.017133
-20,14,0.0189961
-18,14,0.0208555
-16,14,0.0226674
-14,14,0.0243895
-12,14,0.0259823
-10,14,0.0274099
-8,14,0.0286403
-6,14,0.0296465
-4,14,0.0304067
-2,14,0.0309045
0,14,0.0311299
2,14,0.0310786
4,14,0.0307525
6,14,0.0301595
8,14,0.0293133
10,14,0.0282329
12,14,0.0269422
14,14,0.0254692
