Phi[deg],Theta[deg],RealizedGainPhi
-140,6,0.697829
-138,6,0.773191
-136,6,0.850525
-134,6,0.929455
-132,6,1.0096
-130,6,1.09056
-128,6,1.17195
-126,6,1.25337
-124,6,1.33442
-122,6,1.41472
-120,6,1.49386
-118,6,1.57146
-116,6,1.64715
-114,6,1.72056
-112,6,1.79133
-110,6,1.85911
-108,6,1.92357
-106,6,1.98441
-104,6,2.04132
-102,6,2.09404
-100,6,2.14229
-98,6,2.18585
-96,6,2.2245
-94,6,2.25806
-92,6,2.28637
-90,6,2.30927
-88,6,2.32667
-86,6,2.33848
-84,6,2.34464
-82,6,2.34513
-80,6,2.33993
-78,6,2.32907
-76,6,2.3126
-74,6,2.29062
-72,6,2.26321
-70,6,2.23052
-68,6,2.19271
-66,6,2.14995
-64,6,2.10246
-62,6,2.05047
-60,6,1.99423
-58,6,1.93401
-56,6,1.87011
-54,6,1.80283
-52,6,1.73252
-50,6,1.6595
-48,6,1.58413
-46,6,1.50679
-44,6,1.42784
-42,6,1.34768
-40,6,1.2667
-38,6,1.18528
-36,6,1.10382
-34,6,1.02273
-32,6,0.942402
-30,6,0.863221
-28,6,0.785577
-26,6,0.709848
-24,6,0.636403
-22,6,0.565602
-20,6,0.497789
-18,6,0.433297
-16,6,0.372438
-14,6,0.315511
-12,6,0.262793
-10,6,0.214541
-8,6,0.170991
-6,6,0.132356
-4,6,0.0988234
-2,6,0.0705576
0,6,0.0476963
2,6,0.0303511
4,6,0.0186064
6,6,0.0125197
8,6,0.0121206
10,6,0.0174108
12,6,0.0283646
14,6,0.0449284
16,6,0.0670214
18,6,0.0945356
20,6,0.127337
22,6,0.165265
24,6,0.208135
26,6,0.255738
28,6,0.307841
30,6,0.364191
32,6,0.424513
34,6,0.488512
36,6,0.555877
38,6,0.626279
40,6,0.699375
42,6,0.774809
44,6,0.852213
46,6,0.931211
48,6,1.01142
50,6,1.09244
52,6,1.17389
54,6,1.25536
56,6,1.33647
58,6,1.41681
60,6,1.49599
62,6,1.57363
64,6,1.64935
66,6,1.72279
68,6,1.79358
70,6,1.86138
72,6,1.92586
74,6,1.98671
76,6,2.04363
78,6,2.09634
80,6,2.14459
82,6,2.18814
84,6,2.22678
86,6,2.26032
88,6,2.28861
90,6,2.31149
92,6,2.32886
94,6,2.34064
96,6,2.34677
98,6,2.34722
100,6,2.34198
102,6,2.33108
104,6,2.31457
106,6,2.29254
108,6,2.26509
110,6,2.23236
112,6,2.1945
114,6,2.15169
116,6,2.10415
118,6,2.05211
120,6,1.99582
122,6,1.93555
124,6,1.8716
126,6,1.80427
128,6,1.73391
130,6,1.66084
132,6,1.58543
134,6,1.50804
136,6,1.42904
138,6,1.34883
140,6,1.2678
142,6,1.18633
144,6,1.10483
146,6,1.02369
148,6,0.943311
150,6,0.864081
152,6,0.786388
154,6,0.710609
156,6,0.637115
158,6,0.566262
160,6,0.498398
162,6,0.433852
164,6,0.372939
166,6,0.315957
168,6,0.263182
170,6,0.214872
172,6,0.171262
174,6,0.132565
176,6,0.0989688
178,6,0.0706377
180,6,0.0477094
-180,8,0.0474052
-178,8,0.0300913
-176,8,0.0183416
-174,8,0.0122129
-172,8,0.0117347
-170,8,0.0169086
-168,8,0.027709
-166,8,0.0440826
-164,8,0.0659489
-162,8,0.0932007
-160,8,0.125705
-158,8,0.163301
-156,8,0.205807
-154,8,0.253014
-152,8,0.304692
-150,8,0.360587
-148,8,0.420428
-146,8,0.483922
-144,8,0.550759
-142,8,0.620613
-140,8,0.693144
-138,8,0.767998
-136,8,0.84481
-134,8,0.923206
-132,8,1.0028
-130,8,1.08322
-128,8,1.16405
-126,8,1.24491
-124,8,1.32541
-122,8,1.40516
-120,8,1.48376
-118,8,1.56083
-116,8,1.636
-114,8,1.7089
-112,8,1.77918
-110,8,1.8465
-108,8,1.91052
-106,8,1.97095
-104,8,2.02747
-102,8,2.07983
-100,8,2.12776
-98,8,2.17103
-96,8,2.20943
-94,8,2.24277
-92,8,2.2709
-90,8,2.29366
-88,8,2.31097
-86,8,2.32271
-84,8,2.32886
-82,8,2.32936
-80,8,2.32422
-78,8,2.31346
-76,8,2.29713
-74,8,2.27532
-72,8,2.24813
-70,8,2.21569
-68,8,2.17816
-66,8,2.13571
-64,8,2.08857
-62,8,2.03695
-60,8,1.9811
-58,8,1.92131
-56,8,1.85785
-54,8,1.79104
-52,8,1.72121
-50,8,1.64869
-48,8,1.57383
-46,8,1.49701
-44,8,1.41859
-42,8,1.33896
-40,8,1.25851
-38,8,1.17763
-36,8,1.09671
-34,8,1.01614
-32,8,0.936334
-30,8,0.857664
-28,8,0.780519
-26,8,0.705275
-24,8,0.632301
-22,8,0.561952
-20,8,0.494572
-18,8,0.430491
-16,8,0.370021
-14,8,0.313457
-12,8,0.261077
-10,8,0.213136
-8,8,0.169867
-6,8,0.131484
-4,8,0.0981718
-2,8,0.0700945
0,8,0.047389
2,8,0.030166
4,8,0.0185094
6,8,0.0124762
8,8,0.0120956
10,8,0.0173694
12,8,0.0282715
14,8,0.0447485
16,8,0.0667198
18,8,0.094078
20,8,0.126689
22,8,0.164394
24,8,0.207009
26,8,0.254324
28,8,0.306111
30,8,0.362114
32,8,0.422062
34,8,0.485662
36,8,0.552603
38,8,0.62256
40,8,0.69519
42,8,0.770141
44,8,0.847046
46,8,0.925532
48,8,1.00522
50,8,1.08571
52,8,1.16662
54,8,1.24756
56,8,1.32812
58,8,1.40793
60,8,1.48658
62,8,1.5637
64,8,1.63891
66,8,1.71185
68,8,1.78217
70,8,1.84951
72,8,1.91355
74,8,1.97399
76,8,2.03052
78,8,2.08288
80,8,2.1308
82,8,2.17406
84,8,2.21244
86,8,2.24576
88,8,2.27386
90,8,2.2966
92,8,2.31386
94,8,2.32557
96,8,2.33167
98,8,2.33212
100,8,2.32693
102,8,2.31612
104,8,2.29974
106,8,2.27787
108,8,2.25061
110,8,2.21811
112,8,2.18052
114,8,2.13801
116,8,2.0908
118,8,2.03911
120,8,1.9832
122,8,1.92334
124,8,1.85982
126,8,1.79295
128,8,1.72305
130,8,1.65046
132,8,1.57554
134,8,1.49865
136,8,1.42017
138,8,1.34048
140,8,1.25996
142,8,1.17902
144,8,1.09803
146,8,1.01741
148,8,0.937531
150,8,0.858797
152,8,0.781587
154,8,0.706278
156,8,0.633238
158,8,0.562822
160,8,0.495374
162,8,0.431223
164,8,0.370681
166,8,0.314045
168,8,0.261589
170,8,0.213571
172,8,0.170223
174,8,0.131758
176,8,0.0983625
178,8,0.0701992
180,8,0.0474052
-180,10,0.0470164
-178,10,0.0298336
-176,10,0.0181708
-174,10,0.0120843
-172,10,0.0116031
-170,10,0.0167288
-168,10,0.0274356
-166,10,0.0436703
-164,10,0.0653528
-162,10,0.0923766
-160,10,0.124609
-158,10,0.161891
-156,10,0.204042
-154,10,0.250853
-152,10,0.302096
-150,10,0.357521
-148,10,0.416856
-146,10,0.479812
-144,10,0.546081
-142,10,0.61534
-140,10,0.68725
-138,10,0.761461
-136,10,0.837612
-134,10,0.91533
-132,10,0.994238
-130,10,1.07395
-128,10,1.15408
-126,10,1.23424
-124,10,1.31403
-122,10,1.39308
-120,10,1.47099
-118,10,1.54738
-116,10,1.62189
-114,10,1.69415
-112,10,1.76382
-110,10,1.83054
-108,10,1.89401
-106,10,1.9539
-104,10,2.00994
-102,10,2.06184
-100,10,2.10936
-98,10,2.15226
-96,10,2.19033
-94,10,2.2234
-92,10,2.2513
-90,10,2.27388
-88,10,2.29106
-86,10,2.30273
-84,10,2.30884
-82,10,2.30937
-80,10,2.3043
-78,10,2.29367
-76,10,2.27752
-74,10,2.25593
-72,10,2.229
-70,10,2.19688
-68,10,2.1597
-66,10,2.11766
-64,10,2.07095
-62,10,2.0198
-60,10,1.96446
-58,10,1.9052
-56,10,1.84231
-54,10,1.7761
-52,10,1.70688
-50,10,1.63499
-48,10,1.56078
-46,10,1.48462
-44,10,1.40687
-42,10,1.32791
-40,10,1.24814
-38,10,1.16794
-36,10,1.08769
-34,10,1.0078
-32,10,0.928646
-30,10,0.850625
-28,10,0.774114
-26,10,0.699486
-24,10,0.627109
-22,10,0.557334
-20,10,0.490503
-18,10,0.426943
-16,10,0.366965
-14,10,0.310863
-12,10,0.25891
-10,10,0.211362
-8,10,0.168449
-6,10,0.130383
-4,10,0.0973488
-2,10,0.0695086
0,10,0.0469982
2,10,0.0299275
4,10,0.0183797
6,10,0.012411
8,10,0.0120504
10,10,0.0172993
12,10,0.0281317
14,10,0.0444943
16,10,0.0663067
18,10,0.093462
20,10,0.125827
22,10,0.163244
24,10,0.205528
26,10,0.252475
28,10,0.303853
30,10,0.359411
32,10,0.41888
34,10,0.481967
36,10,0.548365
38,10,0.61775
40,10,0.689784
42,10,0.764116
44,10,0.840382
46,10,0.918213
48,10,0.997227
50,10,1.07704
52,10,1.15727
54,10,1.23751
56,10,1.31739
58,10,1.39651
60,10,1.47449
62,10,1.55095
64,10,1.62551
66,10,1.69782
68,10,1.76752
70,10,1.83428
72,10,1.89776
74,10,1.95767
76,10,2.01372
78,10,2.06562
80,10,2.11313
82,10,2.15601
84,10,2.19407
86,10,2.22711
88,10,2.25497
90,10,2.27752
92,10,2.29464
94,10,2.30626
96,10,2.31232
98,10,2.31279
100,10,2.30766
102,10,2.29695
104,10,2.28073
106,10,2.25907
108,10,2.23207
110,10,2.19987
112,10,2.16261
114,10,2.12049
116,10,2.0737
118,10,2.02247
120,10,1.96705
122,10,1.90771
124,10,1.84474
126,10,1.77844
128,10,1.70914
130,10,1.63717
132,10,1.56288
134,10,1.48664
136,10,1.40881
138,10,1.32978
140,10,1.24993
142,10,1.16964
144,10,1.08932
146,10,1.00935
148,10,0.930121
150,10,0.85202
152,10,0.775429
154,10,0.700722
156,10,0.628262
158,10,0.558405
160,10,0.49149
162,10,0.427844
164,10,0.367778
166,10,0.311585
168,10,0.25954
170,10,0.211896
172,10,0.168886
174,10,0.130719
176,10,0.0975823
178,10,0.0696359
180,10,0.0470164
-180,12,0.0465455
-178,12,0.0295238
-176,12,0.0179687
-174,12,0.011936
-172,12,0.011454
-170,12,0.0165241
-168,12,0.0271205
-166,12,0.0431903
-164,12,0.0646538
-162,12,0.0914049
-160,12,0.123312
-158,12,0.160218
-156,12,0.201941
-154,12,0.248278
-152,12,0.298999
-150,12,0.353858
-148,12,0.412586
-146,12,0.474895
-144,12,0.54048
-142,12,0.609022
-140,12,0.680185
-138,12,0.753622
-136,12,0.828976
-134,12,0.905879
-132,12,0.983956
-130,12,1.06283
-128,12,1.14211
-126,12,1.22142
-124,12,1.30036
-122,12,1.37856
-120,12,1.45564
-118,12,1.53122
-116,12,1.60493
-114,12,1.67642
-112,12,1.74534
-110,12,1.81135
-108,12,1.87414
-106,12,1.9334
-104,12,1.98884
-102,12,2.04019
-100,12,2.08721
-98,12,2.12966
-96,12,2.16735
-94,12,2.20008
-92,12,2.2277
-90,12,2.25007
-88,12,2.26708
-86,12,2.27866
-84,12,2.28474
-82,12,2.28529
-80,12,2.28031
-78,12,2.26983
-76,12,2.25389
-74,12,2.23257
-72,12,2.20597
-70,12,2.17422
-68,12,2.13747
-66,12,2.0959
-64,12,2.04972
-62,12,1.99914
-60,12,1.94442
-58,12,1.88581
-56,12,1.8236
-54,12,1.75809
-52,12,1.68961
-50,12,1.61848
-48,12,1.54505
-46,12,1.46969
-44,12,1.39274
-42,12,1.31461
-40,12,1.23565
-38,12,1.15626
-36,12,1.07683
-34,12,0.997746
-32,12,0.919392
-30,12,0.842152
-28,12,0.766404
-26,12,0.69252
-24,12,0.620861
-22,12,0.551778
-20,12,0.485608
-18,12,0.422677
-16,12,0.363292
-14,12,0.307745
-12,12,0.256307
-10,12,0.20923
-8,12,0.166745
-6,12,0.129061
-4,12,0.09636
-2,12,0.0688038
0,12,0.0465266
2,12,0.0296372
4,12,0.018218
6,12,0.0123245
8,12,0.0119851
10,12,0.0172009
12,12,0.0279459
14,12,0.044167
16,12,0.0657842
18,12,0.0926912
20,12,0.124756
22,12,0.16182
24,12,0.203704
26,12,0.2502
28,12,0.301082
30,12,0.3561
32,12,0.414986
34,12,0.477451
36,12,0.54319
38,12,0.611882
40,12,0.683193
42,12,0.756774
44,12,0.832266
46,12,0.909302
48,12,0.987507
50,12,1.0665
52,12,1.14589
54,12,1.22531
56,12,1.30435
58,12,1.38264
60,12,1.4598
62,12,1.53545
64,12,1.60923
66,12,1.68077
68,12,1.74974
70,12,1.81579
72,12,1.8786
74,12,1.93788
76,12,1.99332
78,12,2.04468
80,12,2.09169
82,12,2.13412
84,12,2.17178
86,12,2.20448
88,12,2.23205
90,12,2.25437
92,12,2.27133
94,12,2.28285
96,12,2.28886
98,12,2.28934
100,12,2.28429
102,12,2.27372
104,12,2.25769
106,12,2.23628
108,12,2.20959
110,12,2.17775
112,12,2.14091
114,12,2.09925
116,12,2.05297
118,12,2.0023
120,12,1.94747
122,12,1.88877
124,12,1.82646
126,12,1.76086
128,12,1.69228
130,12,1.62106
132,12,1.54753
134,12,1.47207
136,12,1.39504
138,12,1.31681
140,12,1.23776
142,12,1.15828
144,12,1.07875
146,12,0.999576
148,12,0.921129
150,12,0.843796
152,12,0.767955
154,12,0.693976
156,12,0.62222
158,12,0.553039
160,12,0.48677
162,12,0.423737
164,12,0.364249
166,12,0.308595
168,12,0.257048
170,12,0.209859
172,12,0.167259
174,12,0.129456
176,12,0.0966331
178,12,0.0689515
180,12,0.0465455
-180,14,0.0459953
-178,14,0.0291636
-176,14,0.0177364
-174,14,0.0117685
-172,14,0.0112879
-170,14,0.0162956
-168,14,0.0267656
-166,14,0.0426454
-164,14,0.0638558
-162,14,0.0902915
-160,14,0.121822
-158,14,0.158291
-156,14,0.19952
-154,14,0.245304
-152,14,0.295421
-150,14,0.349623
-148,14,0.407644
-146,14,0.469201
-144,14,0.533992
-142,14,0.601701
-140,14,0.671996
-138,14,0.744534
-136,14,0.818961
-134,14,0.894916
-132,14,0.972027
-130,14,1.04992
-128,14,1.12821
-126,14,1.20653
-124,14,1.28449
-122,14,1.36171
-120,14,1.43782
-118,14,1.51244
-116,14,1.58523
-114,14,1.65582
-112,14,1.72387
-110,14,1.78905
-108,14,1.85105
-106,14,1.90956
-104,14,1.96431
-102,14,2.01503
-100,14,2.06146
-98,14,2.1034
-96,14,2.14062
-94,14,2.17296
-92,14,2.20025
-90,14,2.22237
-88,14,2.2392
-86,14,2.25067
-84,14,2.2567
-82,14,2.25729
-80,14,2.25241
-78,14,2.2421
-76,14,2.2264
-74,14,2.20539
-72,14,2.17917
-70,14,2.14786
-68,14,2.11161
-66,14,2.0706
-64,14,2.02503
-62,14,1.97511
-60,14,1.9211
-58,14,1.86324
-56,14,1.80183
-54,14,1.73715
-52,14,1.66952
-50,14,1.59928
-48,14,1.52676
-46,14,1.45232
-44,14,1.37632
-42,14,1.29913
-40,14,1.22112
-38,14,1.14269
-36,14,1.0642
-34,14,0.986058
-32,14,0.90863
-30,14,0.832299
-28,14,0.757441
-26,14,0.684422
-24,14,0.613599
-22,14,0.54532
-20,14,0.47992
-18,14,0.41772
-16,14,0.359025
-14,14,0.304123
-12,14,0.253284
-10,14,0.206756
-8,14,0.164768
-6,14,0.127526
-4,14,0.0952119
-2,14,0.0679846
0,14,0.0459772
2,14,0.029297
4,14,0.0180253
6,14,0.012217
8,14,0.0118997
10,14,0.0170744
12,14,0.027715
14,14,0.0437684
16,14,0.0651553
18,14,0.09177
20,14,0.123481
22,14,0.160133
24,14,0.201546
26,14,0.247515
28,14,0.297816
30,14,0.352201
32,14,0.410405
34,14,0.472143
36,14,0.537112
38,14,0.604995
40,14,0.67546
42,14,0.748164
44,14,0.822752
46,14,0.89886
48,14,0.976119
50,14,1.05415
52,14,1.13258
54,14,1.21102
56,14,1.28909
58,14,1.36641
60,14,1.44262
62,14,1.51733
64,14,1.59019
66,14,1.66084
68,14,1.72894
70,14,1.79416
72,14,1.85619
74,14,1.91473
76,14,1.96948
78,14,2.0202
80,14,2.06662
82,14,2.10853
84,14,2.14572
86,14,2.17802
88,14,2.20527
90,14,2.22732
92,14,2.24409
94,14,2.25548
96,14,2.26144
98,14,2.26194
100,14,2.25697
102,14,2.24657
104,14,2.23077
106,14,2.20966
108,14,2.18333
110,14,2.15191
112,14,2.11555
114,14,2.07443
116,14,2.02875
118,14,1.97872
120,14,1.9246
122,14,1.86663
124,14,1.8051
126,14,1.74031
128,14,1.67258
130,14,1.60222
132,14,1.5296
134,14,1.45505
136,14,1.37894
138,14,1.30164
140,14,1.22353
142,14,1.14499
144,14,1.0664
146,14,0.988147
148,14,0.910613
150,14,0.834177
152,14,0.759211
154,14,0.686083
156,14,0.61515
158,14,0.54676
160,14,0.481246
162,14,0.41893
164,14,0.360116
166,14,0.305092
168,14,0.254128
170,14,0.207472
172,14,0.165352
174,14,0.127974
176,14,0.095521
178,14,0.0681503
180,14,0.0459953
-180,16,0.0453693
-178,16,0.0287552
