Phi[deg],Theta[deg],dB(RealizedGainTotal)
-178,54,1.5445
-176,54,1.58992
-174,54,1.63354
-172,54,1.67495
-170,54,1.71382
-168,54,1.74983
-166,54,1.78269
-164,54,1.81215
-162,54,1.838
-160,54,1.86006
-158,54,1.87821
-156,54,1.89234
-154,54,1.90242
-152,54,1.90844
-150,54,1.91046
-148,54,1.90856
-146,54,1.90289
-144,54,1.89366
-142,54,1.88112
-140,54,1.86556
-138,54,1.84733
-136,54,1.82684
-134,54,1.80451
-132,54,1.78084
-130,54,1.75633
-128,54,1.73151
-126,54,1.70694
-124,54,1.68317
-122,54,1.66075
-120,54,1.64021
-118,54,1.62206
-116,54,1.60676
-114,54,1.59473
-112,54,1.58631
-110,54,1.58179
-108,54,1.58136
-106,54,1.58514
-104,54,1.59317
-102,54,1.60539
-100,54,1.62167
-98,54,1.6418
-96,54,1.66549
-94,54,1.69239
-92,54,1.72211
-90,54,1.75419
-88,54,1.78814
-86,54,1.82347
-84,54,1.85965
-82,54,1.89615
-80,54,1.93245
-78,54,1.96805
-76,54,2.00244
-74,54,2.03517
-72,54,2.06581
-70,54,2.09394
-68,54,2.11922
-66,54,2.14133
-64,54,2.16001
-62,54,2.17504
-60,54,2.18624
-58,54,2.1935
-56,54,2.19677
-54,54,2.19604
-52,54,2.19134
-50,54,2.18278
-48,54,2.17051
-46,54,2.15472
-44,54,2.13568
-42,54,2.11366
-40,54,2.08901
-38,54,2.06209
-36,54,2.0333
-34,54,2.00308
-32,54,1.97185
-30,54,1.94007
-28,54,1.9082
-26,54,1.87669
-24,54,1.84598
-22,54,1.81648
-20,54,1.78859
-18,54,1.76266
-16,54,1.739
-14,54,1.71788
-12,54,1.69951
-10,54,1.68406
-8,54,1.67165
-6,54,1.66231
-4,54,1.65605
-2,54,1.65282
0,54,1.65252
2,54,1.655
4,54,1.66008
6,54,1.66753
8,54,1.67712
10,54,1.68857
12,54,1.7016
14,54,1.7159
16,54,1.73118
18,54,1.74713
20,54,1.76346
22,54,1.77987
24,54,1.7961
26,54,1.81188
28,54,1.82698
30,54,1.84117
32,54,1.85427
34,54,1.86609
36,54,1.87651
38,54,1.88539
40,54,1.89265
42,54,1.89822
44,54,1.90205
46,54,1.90411
48,54,1.90441
50,54,1.90296
52,54,1.89979
54,54,1.89495
56,54,1.88849
58,54,1.88047
60,54,1.87098
62,54,1.86007
64,54,1.84783
66,54,1.83433
68,54,1.81965
70,54,1.80384
72,54,1.78699
74,54,1.76913
76,54,1.75032
78,54,1.73061
80,54,1.71002
82,54,1.68859
84,54,1.66633
86,54,1.64327
88,54,1.61941
90,54,1.59476
92,54,1.56933
94,54,1.54312
96,54,1.51613
98,54,1.48839
100,54,1.45991
102,54,1.43072
104,54,1.40086
106,54,1.37038
108,54,1.33936
110,54,1.30789
112,54,1.27608
114,54,1.24409
116,54,1.21207
118,54,1.18022
120,54,1.14878
122,54,1.11799
124,54,1.08813
126,54,1.05951
128,54,1.03246
130,54,1.00732
132,54,0.984441
134,54,0.964178
136,54,0.94688
138,54,0.932882
140,54,0.922496
142,54,0.916
144,54,0.91363
146,54,0.915571
148,54,0.921953
150,54,0.932842
152,54,0.948237
154,54,0.968072
156,54,0.992211
158,54,1.02045
160,54,1.05254
162,54,1.08815
164,54,1.12692
166,54,1.16845
168,54,1.2123
170,54,1.25801
172,54,1.3051
174,54,1.35309
176,54,1.4015
178,54,1.44984
180,54,1.49766
-180,56,1.15976
-178,56,1.21048
-176,56,1.25959
-174,56,1.30666
-172,56,1.35128
-170,56,1.39307
-168,56,1.4317
-166,56,1.46685
-164,56,1.49825
-162,56,1.52568
-160,56,1.54894
-158,56,1.56789
-156,56,1.58243
-154,56,1.59251
-152,56,1.59812
-150,56,1.59931
-148,56,1.59617
-146,56,1.58887
-144,56,1.57762
-142,56,1.56268
-140,56,1.54438
-138,56,1.5231
-136,56,1.49928
-134,56,1.4734
-132,56,1.44598
-130,56,1.4176
-128,56,1.38885
-126,56,1.36034
-124,56,1.33269
-122,56,1.30654
-120,56,1.28248
-118,56,1.26108
-116,56,1.24287
-114,56,1.22833
-112,56,1.21785
-110,56,1.21176
-108,56,1.21028
-106,56,1.21356
-104,56,1.22162
-102,56,1.23442
-100,56,1.25181
-98,56,1.27353
-96,56,1.29927
-94,56,1.32863
-92,56,1.36116
-90,56,1.39635
-88,56,1.43364
-86,56,1.47248
-84,56,1.51228
-82,56,1.55245
-80,56,1.5924
-78,56,1.63158
-76,56,1.66942
-74,56,1.70542
-72,56,1.7391
-70,56,1.77002
-68,56,1.79779
-66,56,1.82206
-64,56,1.84253
-62,56,1.85897
-60,56,1.87119
-58,56,1.87908
-56,56,1.88255
-54,56,1.88161
-52,56,1.8763
-50,56,1.86673
-48,56,1.85307
-46,56,1.83555
-44,56,1.81443
-42,56,1.79005
-40,56,1.76278
-38,56,1.73302
-36,56,1.70123
-34,56,1.66788
-32,56,1.63346
-30,56,1.59848
-28,56,1.56346
-26,56,1.52891
-24,56,1.4953
-22,56,1.46312
-20,56,1.4328
-18,56,1.40474
-16,56,1.37928
-14,56,1.35674
-12,56,1.33733
-10,56,1.32125
-8,56,1.3086
-6,56,1.29945
-4,56,1.29377
-2,56,1.2915
0,56,1.29252
2,56,1.29666
4,56,1.30369
6,56,1.31336
8,56,1.32538
10,56,1.33945
12,56,1.35522
14,56,1.37236
16,56,1.39053
18,56,1.40938
20,56,1.42857
22,56,1.44779
24,56,1.46671
26,56,1.48506
28,56,1.50256
30,56,1.51897
32,56,1.53409
34,56,1.54771
36,56,1.55969
38,56,1.5699
40,56,1.57824
42,56,1.58464
44,56,1.58905
46,56,1.59147
48,56,1.59188
50,56,1.59032
52,56,1.58682
54,56,1.58146
56,56,1.57429
58,56,1.5654
60,56,1.55488
62,56,1.54281
64,56,1.52928
66,56,1.51439
68,56,1.49823
70,56,1.48086
72,56,1.46238
74,56,1.44285
76,56,1.42233
78,56,1.40087
80,56,1.3785
82,56,1.35527
84,56,1.3312
86,56,1.3063
88,56,1.2806
90,56,1.25408
92,56,1.22676
94,56,1.19865
96,56,1.16973
98,56,1.14003
100,56,1.10956
102,56,1.07833
104,56,1.04639
106,56,1.01378
108,56,0.98058
110,56,0.946877
112,56,0.912788
114,56,0.87846
116,56,0.844069
118,56,0.809821
120,56,0.775958
122,56,0.742751
124,56,0.710507
126,56,0.679558
128,56,0.650264
130,56,0.623002
132,56,0.598163
134,56,0.576145
136,56,0.557337
138,56,0.542116
140,56,0.530833
142,56,0.5238
144,56,0.521286
146,56,0.523499
148,56,0.530585
150,56,0.542618
152,56,0.559597
154,56,0.581443
156,56,0.608002
158,56,0.639046
160,56,0.67428
162,56,0.713346
164,56,0.755834
166,56,0.801292
168,56,0.849232
170,56,0.899142
172,56,0.950496
174,56,1.00276
176,56,1.05541
178,56,1.10791
180,56,1.15976
-180,58,0.819818
-178,58,0.874444
-176,58,0.927266
-174,58,0.977815
-172,58,1.02566
-170,58,1.07039
-168,58,1.11164
-166,58,1.14908
-164,58,1.18243
-162,58,1.21145
-160,58,1.23591
-158,58,1.25567
-156,58,1.27061
-154,58,1.28068
-152,58,1.28585
-150,58,1.28618
-148,58,1.28177
-146,58,1.27279
-144,58,1.25945
-142,58,1.24204
-140,58,1.2209
-138,58,1.19646
-136,58,1.16918
-134,58,1.13959
-132,58,1.10826
-130,58,1.07582
-128,58,1.04293
-126,58,1.01027
-124,58,0.978537
-122,58,0.948428
-120,58,0.92062
-118,58,0.89576
-116,58,0.874446
-114,58,0.857212
-112,58,0.844514
-110,58,0.836718
-108,58,0.834088
-106,58,0.836784
-104,58,0.844852
-102,58,0.858228
-100,58,0.876741
-98,58,0.900119
-96,58,0.927996
-94,58,0.959927
-92,58,0.995398
-90,58,1.03384
-88,58,1.07464
-86,58,1.11716
-84,58,1.16075
-82,58,1.20476
-80,58,1.24853
-78,58,1.29144
-76,58,1.3329
-74,58,1.37232
-72,58,1.40919
-70,58,1.44303
-68,58,1.47339
-66,58,1.49991
-64,58,1.52227
-62,58,1.54019
-60,58,1.5535
-58,58,1.56203
-56,58,1.56573
-54,58,1.56459
-52,58,1.55865
-50,58,1.54805
-48,58,1.53296
-46,58,1.51363
-44,58,1.49037
-42,58,1.46353
-40,58,1.43352
-38,58,1.4008
-36,58,1.36587
-34,58,1.32925
-32,58,1.2915
-30,58,1.25319
-28,58,1.21487
-26,58,1.17713
-24,58,1.14051
-22,58,1.10553
-20,58,1.07269
-18,58,1.04243
-16,58,1.01513
-14,58,0.991139
-12,58,0.970705
-10,58,0.954026
-8,58,0.941225
-6,58,0.93235
-4,58,0.927383
-2,58,0.926237
0,58,0.928761
2,58,0.934751
4,58,0.943952
6,58,0.956067
8,58,0.970763
10,58,0.987684
12,58,1.00645
14,58,1.02668
16,58,1.04798
18,58,1.06997
20,58,1.09225
22,58,1.11448
24,58,1.1363
26,58,1.15739
28,58,1.17746
30,58,1.19624
32,58,1.2135
34,58,1.22903
36,58,1.24266
38,58,1.25426
40,58,1.26372
42,58,1.27098
44,58,1.27598
46,58,1.27873
48,58,1.27922
50,58,1.27749
52,58,1.27361
54,58,1.26764
56,58,1.25968
58,58,1.24981
60,58,1.23814
62,58,1.22478
64,58,1.20984
66,58,1.19342
68,58,1.17564
70,58,1.15658
72,58,1.13634
74,58,1.115
76,58,1.09263
78,58,1.06928
80,58,1.04502
82,58,1.01987
84,58,0.993865
86,58,0.967031
88,58,0.939377
90,58,0.91091
92,58,0.881632
94,58,0.851543
96,58,0.820642
98,58,0.788933
100,58,0.756424
102,58,0.723131
104,58,0.689086
106,58,0.654334
108,58,0.618941
110,58,0.582998
112,58,0.546621
114,58,0.509958
116,58,0.47319
118,58,0.436534
120,58,0.400245
122,58,0.364613
124,58,0.329966
126,58,0.296666
128,58,0.265104
130,58,0.235695
132,58,0.20887
134,58,0.185069
136,58,0.164725
138,58,0.148258
140,58,0.13606
142,58,0.128483
144,58,0.125825
146,58,0.128323
148,58,0.136137
150,58,0.149351
152,58,0.16796
154,58,0.191877
156,58,0.220925
158,58,0.254848
160,58,0.293311
162,58,0.335916
164,58,0.382205
166,58,0.431673
168,58,0.483782
170,58,0.537966
172,58,0.593649
174,58,0.650247
176,58,0.707183
178,58,0.763889
180,58,0.819818
-180,60,0.478478
-178,60,0.537008
-176,60,0.593534
-174,60,0.647555
-172,60,0.698608
-170,60,0.746266
-168,60,0.790139
-166,60,0.829879
-164,60,0.865179
-162,60,0.895772
-160,60,0.92144
-158,60,0.942008
-156,60,0.957353
-154,60,0.967404
-152,60,0.972143
-150,60,0.971613
-148,60,0.965916
-146,60,0.955218
-144,60,0.939753
-142,60,0.919821
-140,60,0.895793
-138,60,0.868107
-136,60,0.837269
-134,60,0.80385
-132,60,0.768477
-130,60,0.731832
-128,60,0.694639
-126,60,0.657651
-124,60,0.621641
-122,60,0.587381
-120,60,0.555631
-118,60,0.527114
-116,60,0.502504
-114,60,0.482405
-112,60,0.467333
-110,60,0.457703
-108,60,0.453818
-106,60,0.455859
-104,60,0.463884
-102,60,0.477822
-100,60,0.497483
-98,60,0.522561
-96,60,0.552647
-94,60,0.587242
-92,60,0.62577
-90,60,0.667595
-88,60,0.712037
-86,60,0.758388
-84,60,0.805924
-82,60,0.853921
-80,60,0.901666
-78,60,0.94847
-76,60,0.993673
-74,60,1.03665
-72,60,1.07684
-70,60,1.1137
-68,60,1.14677
-66,60,1.17564
-64,60,1.19996
-62,60,1.21944
-60,60,1.23388
-58,60,1.24312
-56,60,1.24707
-54,60,1.24574
-52,60,1.23918
-50,60,1.22753
-48,60,1.21097
-46,60,1.18979
-44,60,1.16432
-42,60,1.13494
-40,60,1.10211
-38,60,1.06633
-36,60,1.02815
-34,60,0.988147
-32,60,0.946938
-30,60,0.905149
-28,60,0.863414
-26,60,0.822363
-24,60,0.78261
-22,60,0.744738
-20,60,0.709292
-18,60,0.676766
-16,60,0.647593
-14,60,0.622136
-12,60,0.600687
-10,60,0.583454
-8,60,0.570567
-6,60,0.562075
-4,60,0.557944
-2,60,0.558069
0,60,0.562271
2,60,0.570311
4,60,0.581892
6,60,0.596675
8,60,0.614279
10,60,0.634297
12,60,0.656303
14,60,0.679859
16,60,0.704527
18,60,0.729871
20,60,0.755468
22,60,0.780912
24,60,0.805821
26,60,0.829837
28,60,0.852636
30,60,0.873925
32,60,0.893447
34,60,0.910983
36,60,0.926349
38,60,0.939402
40,60,0.950031
42,60,0.958165
44,60,0.963765
46,60,0.966823
48,60,0.967361
50,60,0.965426
52,60,0.961089
54,60,0.954439
56,60,0.945578
58,60,0.934623
60,60,0.921697
62,60,0.906928
64,60,0.890443
66,60,0.87237
68,60,0.852829
70,60,0.831935
72,60,0.809794
74,60,0.7865
76,60,0.762137
78,60,0.736777
80,60,0.710478
82,60,0.683286
84,60,0.655238
86,60,0.626358
88,60,0.596661
90,60,0.566153
92,60,0.534836
94,60,0.502708
96,60,0.469763
98,60,0.436001
100,60,0.401423
102,60,0.366042
104,60,0.32988
106,60,0.292978
108,60,0.255398
110,60,0.217224
112,60,0.178572
114,60,0.13959
116,60,0.100465
118,60,0.0614199
120,60,0.0227216
122,60,-0.0153216
124,60,-0.0523599
126,60,-0.0880047
128,60,-0.121832
130,60,-0.153391
132,60,-0.182208
134,60,-0.207802
136,60,-0.229693
138,60,-0.247417
140,60,-0.260538
142,60,-0.268666
144,60,-0.271467
146,60,-0.26868
148,60,-0.260125
150,60,-0.245711
152,60,-0.225443
154,60,-0.199422
156,60,-0.167847
158,60,-0.131005
160,60,-0.0892684
162,60,-0.0430818
164,60,0.00704759
166,60,0.0605634
168,60,0.116872
170,60,0.175357
172,60,0.235387
174,60,0.296331
176,60,0.357564
178,60,0.418476
180,60,0.478478
-180,62,0.136357
-178,62,0.198747
-176,62,0.258934
-174,62,0.316388
-172,62,0.370619
-170,62,0.421175
-168,62,0.467647
-166,62,0.509665
-164,62,0.546901
-162,62,0.579074
-160,62,0.605946
-158,62,0.627331
-156,62,0.643089
-154,62,0.65314
-152,62,0.657458
-150,62,0.656078
-148,62,0.649102
-146,62,0.636699
-144,62,0.619108
-142,62,0.596643
-140,62,0.569693
-138,62,0.538724
-136,62,0.504275
-134,62,0.466957
-132,62,0.42745
-130,62,0.386492
-128,62,0.344871
-126,62,0.303414
-124,62,0.262971
-122,62,0.224397
-120,62,0.188533
-118,62,0.156188
-116,62,0.128114
-114,62,0.104991
-112,62,0.0873983
-110,62,0.0758077
-108,62,0.0705625
-106,62,0.0718711
-104,62,0.0798004
-102,62,0.0942764
-100,62,0.115088
-98,62,0.141895
-96,62,0.174243
-94,62,0.211575
-92,62,0.253252
-90,62,0.298567
-88,62,0.346767
-86,62,0.39707
-84,62,0.448677
-82,62,0.500794
-80,62,0.552639
-78,62,0.603458
-76,62,0.652531
-74,62,0.699184
-72,62,0.742791
-70,62,0.782784
-68,62,0.818654
-66,62,0.849958
-64,62,0.87632
-62,62,0.897432
-60,62,0.91306
-58,62,0.923043
-56,62,0.927293
-54,62,0.9258
-52,62,0.91863
-50,62,0.905924
-48,62,0.887897
-46,62,0.864839
-44,62,0.837112
-42,62,0.805145
-40,62,0.769428
-38,62,0.73051
-36,62,0.688991
-34,62,0.64551
-32,62,0.60074
-30,62,0.555372
-28,62,0.510109
-26,62,0.465646
-24,62,0.422663
-22,62,0.381807
-20,62,0.343683
-18,62,0.308837
-16,62,0.277748
-14,62,0.250818
-12,62,0.228366
-10,62,0.21062
-8,62,0.197716
-6,62,0.1897
-4,62,0.186526
-2,62,0.188066
0,62,0.194112
2,62,0.204385
4,62,0.218548
6,62,0.236211
8,62,0.256943
10,62,0.280285
12,62,0.305757
14,62,0.332867
16,62,0.361125
18,62,0.390046
20,62,0.41916
22,62,0.448018
24,62,0.476197
26,62,0.503304
28,62,0.528984
30,62,0.552916
32,62,0.574822
34,62,0.594463
36,62,0.611643
38,62,0.626209
40,62,0.638047
42,62,0.647084
44,62,0.653284
46,62,0.656645
48,62,0.6572
50,62,0.655009
52,62,0.650156
54,62,0.642747
56,62,0.632905
58,62,0.620765
60,62,0.606471
62,62,0.590172
64,62,0.572015
66,62,0.552149
68,62,0.530714
70,62,0.507842
72,62,0.483658
74,62,0.458271
76,62,0.431779
78,62,0.404267
80,62,0.375803
82,62,0.346443
84,62,0.316231
86,62,0.285194
88,62,0.253353
90,62,0.220714
92,62,0.18728
94,62,0.153045
96,62,0.118003
98,62,0.0821462
100,62,0.045472
102,62,0.00798526
104,62,-0.0302971
106,62,-0.0693417
108,62,-0.109094
110,62,-0.149473
112,62,-0.190366
114,62,-0.231627
116,62,-0.273068
118,62,-0.314458
120,62,-0.35552
122,62,-0.395931
124,62,-0.435322
126,62,-0.473276
128,62,-0.509339
130,62,-0.543023
132,62,-0.573815
134,62,-0.60119
136,62,-0.624621
138,62,-0.643599
140,62,-0.657643
142,62,-0.666323
144,62,-0.669271
146,62,-0.666197
148,62,-0.656902
150,62,-0.641287
152,62,-0.619359
154,62,-0.591233
156,62,-0.557128
158,62,-0.517366
160,62,-0.472357
162,62,-0.422594
164,62,-0.368634
166,62,-0.311085
168,62,-0.250597
170,62,-0.187838
172,62,-0.123492
174,62,-0.0582384
176,62,0.00725139
178,62,0.0723255
180,62,0.136357
-180,64,-0.205981
-178,64,-0.139813
-176,64,-0.0760429
-174,64,-0.0152263
-172,64,0.0421215
-170,64,0.0955264
-168,64,0.144556
-166,64,0.188822
-164,64,0.227977
-162,64,0.261721
-160,64,0.289802
-158,64,0.312014
-156,64,0.328208
-154,64,0.338287
-152,64,0.342216
-150,64,0.340023
-148,64,0.331806
-146,64,0.317732
-144,64,0.298047
-142,64,0.273074
-140,64,0.24322
-138,64,0.208972
-136,64,0.170903
-134,64,0.129662
-132,64,0.085978
-130,64,0.0406455
-128,64,-0.0054817
-126,64,-0.0515041
-124,64,-0.096493
-122,64,-0.139509
-120,64,-0.179623
-118,64,-0.215939
-116,64,-0.247621
-114,64,-0.273911
-112,64,-0.294156
-110,64,-0.307828
-108,64,-0.314537
-106,64,-0.314045
-104,64,-0.306273
-102,64,-0.291297
-100,64,-0.269349
-98,64,-0.240804
-96,64,-0.206165
-94,64,-0.166047
-92,64,-0.121159
-90,64,-0.0722778
-88,64,-0.0202338
-86,64,0.0341127
-84,64,0.0898886
-82,64,0.146224
-80,64,0.202269
-78,64,0.257202
-76,64,0.310242
-74,64,0.36066
-72,64,0.407781
-70,64,0.450991
-68,64,0.489743
-66,64,0.523559
-64,64,0.552035
-62,64,0.574839
-60,64,0.591721
-58,64,0.602504
-56,64,0.607095
-54,64,0.60548
-52,64,0.597729
-50,64,0.583992
-48,64,0.564501
-46,64,0.539566
-44,64,0.509576
-42,64,0.474995
-40,64,0.436355
-38,64,0.394251
-36,64,0.349336
-34,64,0.302307
-32,64,0.2539
-30,64,0.204873
-28,64,0.155996
-26,64,0.108038
-24,64,0.0617445
-22,64,0.0178321
-20,64,-0.0230333
-18,64,-0.0602478
-16,64,-0.0932826
-14,64,-0.121695
-12,64,-0.145137
-10,64,-0.16336
-8,64,-0.17622
-6,64,-0.183674
-4,64,-0.185781
-2,64,-0.182694
0,64,-0.174652
2,64,-0.161975
4,64,-0.145047
6,64,-0.124308
8,64,-0.100243
10,64,-0.0733689
12,64,-0.0442216
14,64,-0.0133477
16,64,0.0187067
18,64,0.0514051
20,64,0.0842282
22,64,0.116681
24,64,0.1483
26,64,0.178656
28,64,0.207358
30,64,0.234061
32,64,0.258461
34,64,0.280302
36,64,0.299374
38,64,0.315514
40,64,0.328604
42,64,0.338569
44,64,0.345377
46,64,0.349034
48,64,0.349582
50,64,0.347093
52,64,0.341669
54,64,0.333433
56,64,0.322528
58,64,0.309109
60,64,0.293343
62,64,0.275398
64,64,0.255448
66,64,0.23366
68,64,0.210196
70,64,0.185209
72,64,0.158842
74,64,0.131221
76,64,0.10246
78,64,0.0726582
80,64,0.0418965
82,64,0.0102412
84,64,-0.0222569
86,64,-0.0555617
88,64,-0.08965
90,64,-0.124511
92,64,-0.160142
94,64,-0.196549
96,64,-0.233742
98,64,-0.271732
100,64,-0.310527
102,64,-0.350128
104,64,-0.390526
106,64,-0.431695
108,64,-0.473587
110,64,-0.516127
112,64,-0.55921
114,64,-0.602689
116,64,-0.646377
118,64,-0.69004
120,64,-0.733393
122,64,-0.776099
124,64,-0.81777
126,64,-0.857966
128,64,-0.896204
130,64,-0.93196
132,64,-0.964682
134,64,-0.9938
136,64,-1.01874
138,64,-1.03896
140,64,-1.05391
142,64,-1.06314
144,64,-1.06624
146,64,-1.06289
148,64,-1.05288
150,64,-1.03608
152,64,-1.01252
154,64,-0.982323
156,64,-0.945728
158,64,-0.90309
160,64,-0.854862
162,64,-0.80158
164,64,-0.743854
166,64,-0.682345
168,64,-0.617754
170,64,-0.550804
172,64,-0.482229
174,64,-0.412756
176,64,-0.3431
178,64,-0.273954
180,64,-0.205981
-180,66,-0.548017
-178,66,-0.478194
-176,66,-0.410953
-174,66,-0.346874
-172,66,-0.286497
-170,66,-0.230316
-168,66,-0.178786
-166,66,-0.132314
-164,66,-0.0912661
-162,66,-0.0559603
-160,66,-0.0266676
-158,66,-0.00360818
-156,66,0.0130512
-154,66,0.0232012
-152,66,0.0267943
-150,66,0.0238492
-148,66,0.0144559
-146,66,-0.00121955
-144,66,-0.0229304
-142,66,-0.0503452
-140,66,-0.0830445
-138,66,-0.120519
-136,66,-0.162169
-134,66,-0.207306
-132,66,-0.255157
-130,66,-0.304872
-128,66,-0.355532
-126,66,-0.406166
-124,66,-0.455766
-122,66,-0.503305
-120,66,-0.547766
-118,66,-0.588163
-116,66,-0.62357
-114,66,-0.653145
-112,66,-0.676162
-110,66,-0.692027
-108,66,-0.700302
-106,66,-0.700715
-104,66,-0.693171
-102,66,-0.677748
-100,66,-0.654699
-98,66,-0.624432
-96,66,-0.587501
-94,66,-0.544582
-92,66,-0.496451
-90,66,-0.443962
-88,66,-0.388024
-86,66,-0.329575
-84,66,-0.269569
-82,66,-0.208948
-80,66,-0.148637
-78,66,-0.0895219
-76,66,-0.0324449
-74,66,0.0218073
-72,66,0.0725098
-70,66,0.119005
-68,66,0.160705
-66,66,0.1971
-64,66,0.227754
-62,66,0.252316
-60,66,0.270512
-58,66,0.282155
-56,66,0.287143
-54,66,0.285459
-52,66,0.277175
-50,66,0.262448
-48,66,0.241526
-46,66,0.21474
-44,66,0.182505
-42,66,0.145318
-40,66,0.103751
-38,66,0.0584471
-36,66,0.0101105
-34,66,-0.0405013
-32,66,-0.0925897
-30,66,-0.145327
-28,66,-0.197873
-26,66,-0.249387
-24,66,-0.299049
-22,66,-0.346075
-20,66,-0.38973
-18,66,-0.429351
-16,66,-0.464356
-14,66,-0.49426
-12,66,-0.518682
-10,66,-0.537352
-8,66,-0.550115
-6,66,-0.556934
-4,66,-0.557879
-2,66,-0.55313
0,66,-0.54296
2,66,-0.52773
4,66,-0.507874
6,66,-0.483887
8,66,-0.456309
10,66,-0.425717
12,66,-0.392705
14,66,-0.357881
16,66,-0.321845
18,66,-0.28519
20,66,-0.248485
22,66,-0.212272
24,66,-0.177059
26,66,-0.143312
28,66,-0.111455
30,66,-0.0818645
32,66,-0.0548658
34,66,-0.0307348
36,66,-0.00969587
38,66,0.00807801
40,66,0.0224637
42,66,0.0333861
44,66,0.0408159
46,66,0.0447663
48,66,0.0452894
50,66,0.042472
52,66,0.0364309
54,66,0.0273085
56,66,0.0152674
58,66,0.000485305
60,66,-0.0168495
62,66,-0.0365435
64,66,-0.058402
66,66,-0.0822338
68,66,-0.107854
70,66,-0.135089
72,66,-0.163776
74,66,-0.193768
76,66,-0.224935
78,66,-0.257163
80,66,-0.290355
82,66,-0.324435
84,66,-0.35934
86,66,-0.395027
88,66,-0.431466
90,66,-0.468642
92,66,-0.50655
94,66,-0.545197
96,66,-0.584592
98,66,-0.62475
100,66,-0.665685
102,66,-0.707404
104,66,-0.749905
106,66,-0.793168
108,66,-0.837155
110,66,-0.881798
112,66,-0.926996
114,66,-0.97261
116,66,-1.01845
118,66,-1.06429
120,66,-1.10983
122,66,-1.15472
124,66,-1.19857
126,66,-1.24091
128,66,-1.28122
130,66,-1.31896
132,66,-1.35354
134,66,-1.38434
136,66,-1.41074
138,66,-1.43215
140,66,-1.448
142,66,-1.45778
144,66,-1.46103
146,66,-1.45743
148,66,-1.44672
150,66,-1.4288
152,66,-1.40367
154,66,-1.37147
156,66,-1.33247
158,66,-1.28705
160,66,-1.23571
162,66,-1.17902
164,66,-1.11765
166,66,-1.05232
168,66,-0.983763
170,66,-0.912766
172,66,-0.840106
174,66,-0.766559
176,66,-0.69288
178,66,-0.6198
180,66,-0.548017
-180,68,-0.889279
-178,68,-0.815964
-176,68,-0.745399
-174,68,-0.678189
-172,68,-0.614894
-170,68,-0.556031
-168,68,-0.502073
-166,68,-0.453449
-164,68,-0.410542
-162,68,-0.373688
-160,68,-0.343177
-158,68,-0.319247
-156,68,-0.30208
-154,68,-0.291801
-152,68,-0.288472
-150,68,-0.292086
-148,68,-0.302562
-146,68,-0.319738
-144,68,-0.343369
-142,68,-0.373118
-140,68,-0.408557
-138,68,-0.449157
-136,68,-0.494295
-134,68,-0.543247
-132,68,-0.595198
-130,68,-0.649246
-128,68,-0.704409
-126,68,-0.759645
-124,68,-0.813866
-122,68,-0.865961
-120,68,-0.914821
-118,68,-0.959368
-116,68,-0.998582
-114,68,-1.03154
-112,68,-1.05742
-110,68,-1.07558
-108,68,-1.08552
-106,68,-1.08693
-104,68,-1.0797
-102,68,-1.0639
-100,68,-1.03981
-98,68,-1.00786
-96,68,-0.968671
-94,68,-0.922968
-92,68,-0.871602
-90,68,-0.815504
-88,68,-0.755661
-86,68,-0.693093
-84,68,-0.628833
-82,68,-0.563901
-80,68,-0.499291
-78,68,-0.43596
-76,68,-0.374809
-74,68,-0.316681
-72,68,-0.262353
-70,68,-0.212526
-68,68,-0.167827
-66,68,-0.1288
-64,68,-0.0959091
-62,68,-0.0695315
-60,68,-0.0499578
-58,68,-0.03739
-56,68,-0.0319396
-54,68,-0.0336268
-52,68,-0.0423789
-50,68,-0.0580306
-48,68,-0.0803231
-46,68,-0.108906
-44,68,-0.143337
-42,68,-0.183089
-40,68,-0.22755
-38,68,-0.276031
-36,68,-0.327776
-34,68,-0.381968
-32,68,-0.437746
-30,68,-0.494211
-28,68,-0.550451
-26,68,-0.605552
-24,68,-0.658619
-22,68,-0.708792
-20,68,-0.755271
-18,68,-0.797326
-16,68,-0.834322
-14,68,-0.865725
-12,68,-0.89112
-10,68,-0.910214
-8,68,-0.922842
-6,68,-0.928967
-4,68,-0.928676
-2,68,-0.922172
0,68,-0.909766
2,68,-0.891861
4,68,-0.868943
6,68,-0.841562
8,68,-0.81032
10,68,-0.775852
12,68,-0.738818
14,68,-0.699882
16,68,-0.659707
18,68,-0.61894
20,68,-0.578203
22,68,-0.538087
24,68,-0.499143
26,68,-0.461877
28,68,-0.426749
30,68,-0.394162
32,68,-0.364469
34,68,-0.337964
36,68,-0.314886
38,68,-0.295419
40,68,-0.279691
42,68,-0.267778
44,68,-0.259707
46,68,-0.255457
48,68,-0.254966
50,68,-0.258133
52,68,-0.264825
54,68,-0.274882
56,68,-0.288118
58,68,-0.304335
60,68,-0.323321
62,68,-0.344858
64,68,-0.368728
66,68,-0.394715
68,68,-0.42261
70,68,-0.452217
72,68,-0.483352
74,68,-0.515848
76,68,-0.549555
78,68,-0.584341
80,68,-0.620096
82,68,-0.656726
84,68,-0.69416
86,68,-0.732343
88,68,-0.771238
90,68,-0.810823
92,68,-0.85109
94,68,-0.892042
96,68,-0.933691
98,68,-0.976052
100,68,-1.01914
102,68,-1.06298
104,68,-1.10756
106,68,-1.15288
108,68,-1.1989
110,68,-1.24557
112,68,-1.29279
