Phi[deg],Theta[deg],dB(RealizedGainTotal)
118,8,6.95046
120,8,6.94966
122,8,6.94891
124,8,6.94824
126,8,6.94763
128,8,6.94709
130,8,6.94662
132,8,6.94623
134,8,6.94591
136,8,6.94567
138,8,6.9455
140,8,6.94541
142,8,6.9454
144,8,6.94547
146,8,6.94562
148,8,6.94585
150,8,6.94616
152,8,6.94654
154,8,6.94701
156,8,6.94755
158,8,6.94817
160,8,6.94886
162,8,6.94963
164,8,6.95047
166,8,6.95139
168,8,6.95237
170,8,6.95341
172,8,6.95452
174,8,6.9557
176,8,6.95693
178,8,6.95822
180,8,6.95956
-180,10,6.87135
-178,10,6.87319
-176,10,6.87508
-174,10,6.87703
-172,10,6.87903
-170,10,6.88107
-168,10,6.88316
-166,10,6.88528
-164,10,6.88744
-162,10,6.88963
-160,10,6.89185
-158,10,6.89409
-156,10,6.89634
-154,10,6.89862
-152,10,6.9009
-150,10,6.9032
-148,10,6.9055
-146,10,6.9078
-144,10,6.91011
-142,10,6.91242
-140,10,6.91473
-138,10,6.91703
-136,10,6.91933
-134,10,6.92162
-132,10,6.9239
-130,10,6.92617
-128,10,6.92842
-126,10,6.93067
-124,10,6.9329
-122,10,6.93511
-120,10,6.9373
-118,10,6.93948
-116,10,6.94163
-114,10,6.94376
-112,10,6.94587
-110,10,6.94795
-108,10,6.95
-106,10,6.95202
-104,10,6.95401
-102,10,6.95596
-100,10,6.95787
-98,10,6.95975
-96,10,6.96158
-94,10,6.96336
-92,10,6.96509
-90,10,6.96677
-88,10,6.9684
-86,10,6.96996
-84,10,6.97147
-82,10,6.97291
-80,10,6.97428
-78,10,6.97558
-76,10,6.97681
-74,10,6.97796
-72,10,6.97903
-70,10,6.98003
-68,10,6.98093
-66,10,6.98176
-64,10,6.98249
-62,10,6.98314
-60,10,6.98369
-58,10,6.98416
-56,10,6.98453
-54,10,6.98481
-52,10,6.985
-50,10,6.98509
-48,10,6.9851
-46,10,6.98501
-44,10,6.98484
-42,10,6.98458
-40,10,6.98423
-38,10,6.98379
-36,10,6.98328
-34,10,6.98268
-32,10,6.98201
-30,10,6.98126
-28,10,6.98045
-26,10,6.97956
-24,10,6.97861
-22,10,6.97759
-20,10,6.97652
-18,10,6.97539
-16,10,6.97421
-14,10,6.97298
-12,10,6.9717
-10,10,6.97038
-8,10,6.96902
-6,10,6.96762
-4,10,6.96619
-2,10,6.96473
0,10,6.96324
2,10,6.96172
4,10,6.96018
6,10,6.95861
8,10,6.95703
10,10,6.95542
12,10,6.9538
14,10,6.95216
16,10,6.9505
18,10,6.94883
20,10,6.94715
22,10,6.94545
24,10,6.94375
26,10,6.94202
28,10,6.94029
30,10,6.93855
32,10,6.93679
34,10,6.93502
36,10,6.93325
38,10,6.93146
40,10,6.92965
42,10,6.92784
44,10,6.92601
46,10,6.92418
48,10,6.92233
50,10,6.92047
52,10,6.9186
54,10,6.91671
56,10,6.91482
58,10,6.91292
60,10,6.911
62,10,6.90908
64,10,6.90715
66,10,6.90522
68,10,6.90328
70,10,6.90133
72,10,6.89938
74,10,6.89743
76,10,6.89549
78,10,6.89354
80,10,6.8916
82,10,6.88967
84,10,6.88775
86,10,6.88585
88,10,6.88396
90,10,6.88209
92,10,6.88024
94,10,6.87842
96,10,6.87663
98,10,6.87488
100,10,6.87316
102,10,6.87148
104,10,6.86985
106,10,6.86828
108,10,6.86675
110,10,6.86528
112,10,6.86388
114,10,6.86254
116,10,6.86127
118,10,6.86008
120,10,6.85896
122,10,6.85793
124,10,6.85698
126,10,6.85613
128,10,6.85536
130,10,6.85469
132,10,6.85412
134,10,6.85365
136,10,6.85328
138,10,6.85301
140,10,6.85286
142,10,6.85281
144,10,6.85286
146,10,6.85303
148,10,6.85331
150,10,6.85369
152,10,6.85418
154,10,6.85479
156,10,6.85549
158,10,6.8563
160,10,6.85722
162,10,6.85823
164,10,6.85934
166,10,6.86055
168,10,6.86185
170,10,6.86323
172,10,6.86471
174,10,6.86626
176,10,6.86788
178,10,6.86959
180,10,6.87135
-180,12,6.76612
-178,12,6.76845
-176,12,6.77084
-174,12,6.77331
-172,12,6.77582
-170,12,6.77839
-168,12,6.781
-166,12,6.78365
-164,12,6.78633
-162,12,6.78904
-160,12,6.79177
-158,12,6.79451
-156,12,6.79727
-154,12,6.80003
-152,12,6.8028
-150,12,6.80558
-148,12,6.80834
-146,12,6.81111
-144,12,6.81387
-142,12,6.81661
-140,12,6.81935
-138,12,6.82208
-136,12,6.82479
-134,12,6.82749
-132,12,6.83018
-130,12,6.83285
-128,12,6.8355
-126,12,6.83814
-124,12,6.84076
-122,12,6.84337
-120,12,6.84595
-118,12,6.84852
-116,12,6.85106
-114,12,6.85358
-112,12,6.85608
-110,12,6.85856
-108,12,6.861
-106,12,6.86342
-104,12,6.86581
-102,12,6.86816
-100,12,6.87047
-98,12,6.87274
-96,12,6.87496
-94,12,6.87714
-92,12,6.87926
-90,12,6.88132
-88,12,6.88332
-86,12,6.88526
-84,12,6.88712
-82,12,6.88891
-80,12,6.89061
-78,12,6.89223
-76,12,6.89376
-74,12,6.89519
-72,12,6.89653
-70,12,6.89776
-68,12,6.89888
-66,12,6.8999
-64,12,6.9008
-62,12,6.90159
-60,12,6.90226
-58,12,6.90281
-56,12,6.90325
-54,12,6.90356
-52,12,6.90375
-50,12,6.90382
-48,12,6.90378
-46,12,6.90361
-44,12,6.90333
-42,12,6.90294
-40,12,6.90243
-38,12,6.90182
-36,12,6.9011
-34,12,6.90029
-32,12,6.89937
-30,12,6.89837
-28,12,6.89728
-26,12,6.8961
-24,12,6.89485
-22,12,6.89353
-20,12,6.89213
-18,12,6.89068
-16,12,6.88917
-14,12,6.8876
-12,12,6.88599
-10,12,6.88434
-8,12,6.88264
-6,12,6.88091
-4,12,6.87915
-2,12,6.87736
0,12,6.87555
2,12,6.87372
4,12,6.87187
6,12,6.87
8,12,6.86812
10,12,6.86623
12,12,6.86432
14,12,6.86241
16,12,6.86049
18,12,6.85856
20,12,6.85663
22,12,6.85468
24,12,6.85273
26,12,6.85077
28,12,6.8488
30,12,6.84683
32,12,6.84484
34,12,6.84284
36,12,6.84084
38,12,6.83881
40,12,6.83678
42,12,6.83473
44,12,6.83266
46,12,6.83058
48,12,6.82848
50,12,6.82636
52,12,6.82422
54,12,6.82207
56,12,6.81989
58,12,6.81769
60,12,6.81548
62,12,6.81324
64,12,6.81099
66,12,6.80872
68,12,6.80643
70,12,6.80413
72,12,6.80181
74,12,6.79948
76,12,6.79714
78,12,6.79479
80,12,6.79244
82,12,6.79009
84,12,6.78774
86,12,6.78539
88,12,6.78306
90,12,6.78073
92,12,6.77843
94,12,6.77615
96,12,6.77389
98,12,6.77167
100,12,6.76948
102,12,6.76734
104,12,6.76525
106,12,6.76322
108,12,6.76124
110,12,6.75933
112,12,6.7575
114,12,6.75574
116,12,6.75407
118,12,6.75249
120,12,6.75101
122,12,6.74963
124,12,6.74836
126,12,6.7472
128,12,6.74616
130,12,6.74524
132,12,6.74445
134,12,6.74379
136,12,6.74326
138,12,6.74287
140,12,6.74262
142,12,6.74252
144,12,6.74256
146,12,6.74274
148,12,6.74306
150,12,6.74353
152,12,6.74415
154,12,6.7449
156,12,6.7458
158,12,6.74683
160,12,6.748
162,12,6.7493
164,12,6.75073
166,12,6.75228
168,12,6.75395
170,12,6.75573
172,12,6.75762
174,12,6.75961
176,12,6.76169
178,12,6.76386
180,12,6.76612
-180,14,6.64412
-178,14,6.64702
-176,14,6.64999
-174,14,6.65304
-172,14,6.65614
-170,14,6.65928
-168,14,6.66247
-166,14,6.66569
-164,14,6.66894
-162,14,6.6722
-160,14,6.67547
-158,14,6.67874
-156,14,6.68201
-154,14,6.68528
-152,14,6.68853
-150,14,6.69177
-148,14,6.695
-146,14,6.6982
-144,14,6.70138
-142,14,6.70454
-140,14,6.70768
-138,14,6.71079
-136,14,6.71388
-134,14,6.71695
-132,14,6.71999
-130,14,6.72301
-128,14,6.72602
-126,14,6.729
-124,14,6.73197
-122,14,6.73492
-120,14,6.73785
-118,14,6.74077
-116,14,6.74367
-114,14,6.74655
-112,14,6.74942
-110,14,6.75227
-108,14,6.7551
-106,14,6.7579
-104,14,6.76068
-102,14,6.76344
-100,14,6.76615
-98,14,6.76884
-96,14,6.77148
-94,14,6.77407
-92,14,6.77661
-90,14,6.77909
-88,14,6.78151
-86,14,6.78385
-84,14,6.78611
-82,14,6.78828
-80,14,6.79036
-78,14,6.79234
-76,14,6.79421
-74,14,6.79597
-72,14,6.7976
-70,14,6.79911
-68,14,6.80049
-66,14,6.80173
-64,14,6.80282
-62,14,6.80377
-60,14,6.80457
-58,14,6.80522
-56,14,6.80572
-54,14,6.80606
-52,14,6.80625
-50,14,6.80628
-48,14,6.80617
-46,14,6.8059
-44,14,6.80548
-42,14,6.80492
-40,14,6.80422
-38,14,6.80339
-36,14,6.80242
-34,14,6.80134
-32,14,6.80013
-30,14,6.79881
-28,14,6.79739
-26,14,6.79588
-24,14,6.79427
-22,14,6.79259
-20,14,6.79082
-18,14,6.789
-16,14,6.78711
-14,14,6.78517
-12,14,6.78318
-10,14,6.78115
-8,14,6.77909
-6,14,6.777
-4,14,6.77489
-2,14,6.77276
0,14,6.77062
2,14,6.76847
4,14,6.76631
6,14,6.76415
8,14,6.76199
10,14,6.75982
12,14,6.75766
14,14,6.7555
16,14,6.75335
18,14,6.7512
20,14,6.74905
22,14,6.7469
24,14,6.74475
26,14,6.7426
28,14,6.74045
30,14,6.73829
32,14,6.73612
34,14,6.73395
36,14,6.73176
38,14,6.72956
40,14,6.72734
42,14,6.72511
44,14,6.72285
46,14,6.72057
48,14,6.71827
50,14,6.71593
52,14,6.71357
54,14,6.71118
56,14,6.70876
58,14,6.7063
60,14,6.70381
62,14,6.70129
64,14,6.69873
66,14,6.69614
68,14,6.69352
70,14,6.69087
72,14,6.68818
74,14,6.68547
76,14,6.68274
78,14,6.67998
80,14,6.6772
82,14,6.67441
84,14,6.6716
86,14,6.66879
88,14,6.66597
90,14,6.66316
92,14,6.66036
94,14,6.65757
96,14,6.6548
98,14,6.65206
100,14,6.64935
102,14,6.64669
104,14,6.64407
106,14,6.64152
108,14,6.63903
110,14,6.63661
112,14,6.63428
114,14,6.63204
116,14,6.6299
118,14,6.62787
120,14,6.62595
122,14,6.62416
124,14,6.6225
126,14,6.62098
128,14,6.61961
130,14,6.6184
132,14,6.61734
134,14,6.61645
136,14,6.61573
138,14,6.61519
140,14,6.61483
142,14,6.61465
144,14,6.61465
146,14,6.61485
148,14,6.61523
150,14,6.61579
152,14,6.61655
154,14,6.61748
156,14,6.6186
158,14,6.6199
160,14,6.62137
162,14,6.623
164,14,6.6248
166,14,6.62676
168,14,6.62886
170,14,6.6311
172,14,6.63348
174,14,6.63598
176,14,6.63859
178,14,6.64131
180,14,6.64412
-180,16,6.50569
-178,16,6.50925
-176,16,6.51288
-174,16,6.51658
-172,16,6.52034
-170,16,6.52413
-168,16,6.52796
-166,16,6.53181
-164,16,6.53566
-162,16,6.53952
-160,16,6.54336
-158,16,6.54719
-156,16,6.55099
-154,16,6.55476
-152,16,6.5585
-150,16,6.5622
-148,16,6.56585
-146,16,6.56947
-144,16,6.57304
-142,16,6.57657
