Phi[deg],Theta[deg],dB(RealizedGainTotal)
106,40,0.305903
108,40,0.179901
110,40,0.0618914
112,40,-0.0482918
114,40,-0.151988
116,40,-0.251621
118,40,-0.350517
120,40,-0.452667
122,40,-0.562466
124,40,-0.684451
126,40,-0.823085
128,40,-0.98257
130,40,-1.16671
132,40,-1.3788
134,40,-1.62155
136,40,-1.89702
138,40,-2.20655
140,40,-2.55063
142,40,-2.92883
144,40,-3.33962
146,40,-3.7802
148,40,-4.24627
150,40,-4.73187
152,40,-5.22924
154,40,-5.72886
156,40,-6.21982
158,40,-6.69051
160,40,-7.12982
162,40,-7.52858
164,40,-7.88108
166,40,-8.18612
168,40,-8.44718
170,40,-8.67173
172,40,-8.86976
174,40,-9.05192
176,40,-9.22777
178,40,-9.40421
180,40,-9.58426
-180,42,-9.51303
-178,42,-9.80159
-176,42,-10.0979
-174,42,-10.3875
-172,42,-10.6461
-170,42,-10.8402
-168,42,-10.9311
-166,42,-10.8836
-164,42,-10.6774
-162,42,-10.315
-160,42,-9.82111
-158,42,-9.23324
-156,42,-8.5911
-154,42,-7.92861
-152,42,-7.27079
-150,42,-6.63382
-148,42,-6.0266
-146,42,-5.45262
-144,42,-4.91151
-142,42,-4.40037
-140,42,-3.9148
-138,42,-3.44967
-136,42,-2.9999
-134,42,-2.56098
-132,42,-2.12948
-130,42,-1.70338
-128,42,-1.28216
-126,42,-0.86678
-124,42,-0.459461
-122,42,-0.0633622
-120,42,0.317795
-118,42,0.680079
-116,42,1.01966
-114,42,1.33302
-112,42,1.61715
-110,42,1.86959
-108,42,2.08847
-106,42,2.27253
-104,42,2.42113
-102,42,2.53414
-100,42,2.61199
-98,42,2.65564
-96,42,2.66652
-94,42,2.64657
-92,42,2.59821
-90,42,2.52432
-88,42,2.42821
-86,42,2.31359
-84,42,2.18448
-82,42,2.04506
-80,42,1.89951
-78,42,1.75182
-76,42,1.60548
-74,42,1.4633
-72,42,1.32708
-70,42,1.19753
-68,42,1.07412
-66,42,0.955148
-64,42,0.837815
-62,42,0.718477
-60,42,0.592872
-58,42,0.456395
-56,42,0.304351
-54,42,0.132181
-52,42,-0.0643605
-50,42,-0.289042
-48,42,-0.545029
-46,42,-0.834747
-44,42,-1.15974
-42,42,-1.52046
-40,42,-1.91607
-38,42,-2.34406
-36,42,-2.7999
-34,42,-3.27655
-32,42,-3.76407
-30,42,-4.24936
-28,42,-4.71637
-26,42,-5.14704
-24,42,-5.52325
-22,42,-5.82966
-20,42,-6.05673
-18,42,-6.2029
-16,42,-6.27498
-14,42,-6.28644
-12,42,-6.25455
-10,42,-6.19731
-8,42,-6.13114
-6,42,-6.06948
-4,42,-6.02229
-2,42,-5.99604
0,42,-5.99391
2,42,-6.01606
4,42,-6.05984
6,42,-6.11993
8,42,-6.18849
10,42,-6.25546
12,42,-6.30904
14,42,-6.3366
16,42,-6.32594
18,42,-6.26689
20,42,-6.15279
22,42,-5.98154
24,42,-5.75574
26,42,-5.48198
28,42,-5.16944
30,42,-4.82829
32,42,-4.46833
34,42,-4.09799
36,42,-3.7239
38,42,-3.35076
40,42,-2.98153
42,42,-2.61774
44,42,-2.25996
46,42,-1.90816
48,42,-1.56214
50,42,-1.22184
52,42,-0.887599
54,42,-0.560261
56,42,-0.241253
58,42,0.0674801
60,42,0.363582
62,42,0.644442
64,42,0.907356
66,42,1.14969
68,42,1.36902
70,42,1.56321
72,42,1.73056
74,42,1.86976
76,42,1.98
78,42,2.06097
80,42,2.11283
82,42,2.13627
84,42,2.13248
86,42,2.10317
88,42,2.05054
90,42,1.9773
92,42,1.88662
94,42,1.78205
96,42,1.66746
98,42,1.5469
100,42,1.42435
102,42,1.30358
104,42,1.18779
106,42,1.07942
108,42,0.979897
110,42,0.889489
112,42,0.80725
114,42,0.73108
116,42,0.657877
118,42,0.583769
120,42,0.504372
122,42,0.415059
124,42,0.311194
126,42,0.188325
128,42,0.0423318
130,42,-0.13047
132,42,-0.333259
134,42,-0.568655
136,42,-0.838676
138,42,-1.14469
140,42,-1.48733
142,42,-1.86644
144,42,-2.28089
146,42,-2.72846
148,42,-3.20561
150,42,-3.70732
152,42,-4.22686
154,42,-4.75582
156,42,-5.2842
158,42,-5.80091
160,42,-6.29477
162,42,-6.75572
164,42,-7.17644
166,42,-7.55367
168,42,-7.88893
170,42,-8.18836
172,42,-8.46165
174,42,-8.72033
176,42,-8.97594
178,42,-9.23813
180,42,-9.51303
-180,44,-9.11474
-178,44,-9.46906
-176,44,-9.85067
-174,44,-10.2501
-172,44,-10.6458
-170,44,-11.0014
-168,44,-11.2653
-166,44,-11.3789
-164,44,-11.2931
-162,44,-10.9893
-160,44,-10.4884
-158,44,-9.84104
-156,44,-9.10686
-154,44,-8.33774
-152,44,-7.57107
-150,44,-6.83012
-148,44,-6.1271
-146,44,-5.4666
-144,44,-4.84824
-142,44,-4.26862
-140,44,-3.72267
-138,44,-3.20465
-136,44,-2.70893
-134,44,-2.23055
-132,44,-1.76569
-130,44,-1.31192
-128,44,-0.868355
-126,44,-0.435558
-124,44,-0.0153189
-122,44,0.389649
-120,44,0.77607
-118,44,1.14045
-116,44,1.47935
-114,44,1.78965
-112,44,2.06865
-110,44,2.3142
-108,44,2.5247
-106,44,2.69917
-104,44,2.83717
-102,44,2.93885
-100,44,3.00491
-98,44,3.03656
-96,44,3.03559
-94,44,3.00431
-92,44,2.94554
-90,44,2.86266
-88,44,2.75952
-86,44,2.64039
-84,44,2.50987
-82,44,2.37268
-80,44,2.23348
-78,44,2.09655
-76,44,1.9655
-74,44,1.84298
-72,44,1.7304
-70,44,1.62783
-68,44,1.53393
-66,44,1.44607
-64,44,1.36055
-62,44,1.27287
-60,44,1.17809
-58,44,1.07105
-56,44,0.946703
-54,44,0.800289
-52,44,0.627492
-50,44,0.424567
-48,44,0.188442
-46,44,-0.0831903
-44,44,-0.391752
-42,44,-0.737623
-40,44,-1.11993
-38,44,-1.53625
-36,44,-1.98226
-34,44,-2.45133
-32,44,-2.9341
-30,44,-3.41823
-28,44,-3.88851
-26,44,-4.32765
-24,44,-4.71791
-22,44,-5.04364
-20,44,-5.29416
-18,44,-5.46607
-16,44,-5.56398
-14,44,-5.59938
-12,44,-5.58807
-10,44,-5.54726
-8,44,-5.49315
-6,44,-5.43939
-4,44,-5.39641
-2,44,-5.37128
0,44,-5.36785
2,44,-5.38703
4,44,-5.42703
6,44,-5.48348
8,44,-5.54968
10,44,-5.61678
12,44,-5.67421
14,44,-5.71039
16,44,-5.71381
18,44,-5.6743
20,44,-5.58444
22,44,-5.44059
24,44,-5.24338
26,44,-4.99728
28,44,-4.70961
30,44,-4.38919
32,44,-4.04499
34,44,-3.68517
36,44,-3.31646
38,44,-2.94391
40,44,-2.57104
42,44,-2.20005
44,44,-1.8322
46,44,-1.46822
48,44,-1.10866
50,44,-0.754184
52,44,-0.405793
54,44,-0.0649404
56,44,0.266459
58,44,0.586084
60,44,0.891334
62,44,1.17947
64,44,1.44778
66,44,1.6937
68,44,1.91495
70,44,2.10963
72,44,2.27626
74,44,2.41382
76,44,2.52181
78,44,2.60023
80,44,2.64957
82,44,2.67086
84,44,2.66565
86,44,2.63599
88,44,2.58446
90,44,2.51411
92,44,2.42843
94,44,2.33126
96,44,2.22669
98,44,2.11887
100,44,2.01177
102,44,1.90898
104,44,1.81337
106,44,1.72691
108,44,1.65042
110,44,1.58351
112,44,1.52457
114,44,1.47087
116,44,1.41883
118,44,1.36418
120,44,1.30231
122,44,1.2285
124,44,1.13812
126,44,1.02679
128,44,0.890525
130,44,0.725798
132,44,0.529579
134,44,0.299378
136,44,0.0332718
138,44,-0.270058
140,44,-0.61127
142,44,-0.990276
144,44,-1.40613
146,44,-1.85686
148,44,-2.33929
150,44,-2.84884
152,44,-3.37931
154,44,-3.92279
156,44,-4.46971
158,44,-5.00925
160,44,-5.53008
162,44,-6.02162
164,44,-6.47556
166,44,-6.8874
168,44,-7.2575
170,44,-7.59127
172,44,-7.89841
174,44,-8.19143
176,44,-8.48384
178,44,-8.78825
180,44,-9.11474
-180,46,-8.53895
-178,46,-8.91303
-176,46,-9.33
-174,46,-9.78827
-172,46,-10.2756
-170,46,-10.7642
-168,46,-11.2053
-166,46,-11.5287
-164,46,-11.6542
-162,46,-11.5205
-160,46,-11.1167
-158,46,-10.4886
-156,46,-9.71361
-154,46,-8.86811
-152,46,-8.00947
-150,46,-7.17359
-148,46,-6.37944
-146,46,-5.63459
-144,46,-4.93967
-142,46,-4.29127
-140,46,-3.68394
-138,46,-3.11146
-136,46,-2.56771
-134,46,-2.04731
-132,46,-1.54609
-130,46,-1.06132
-128,46,-0.591793
-126,46,-0.137748
-124,46,0.299362
-122,46,0.717185
-120,46,1.11282
-118,46,1.48315
-116,46,1.8251
-114,46,2.1359
-112,46,2.41316
-110,46,2.65504
-108,46,2.86023
-106,46,3.02799
-104,46,3.15817
-102,46,3.25117
-100,46,3.30796
-98,46,3.33008
-96,46,3.31963
-94,46,3.2793
-92,46,3.21237
-90,46,3.12269
-88,46,3.01466
-86,46,2.8931
-84,46,2.76318
-82,46,2.63011
-80,46,2.49895
-78,46,2.37419
-76,46,2.25943
-74,46,2.15702
-72,46,2.06787
-70,46,1.99127
-68,46,1.92502
-66,46,1.86559
-64,46,1.80841
-62,46,1.74828
-60,46,1.67966
-58,46,1.59704
-56,46,1.49513
-54,46,1.36909
-52,46,1.21464
-50,46,1.02813
-48,46,0.806625
-46,46,0.54797
-44,46,0.250895
-42,46,-0.0848561
-40,46,-0.45833
-38,46,-0.867099
-36,46,-1.30692
-34,46,-1.77133
-32,46,-2.25128
-30,46,-2.73484
-28,46,-3.20729
-26,46,-3.65176
-24,46,-4.05075
-22,46,-4.38845
-20,46,-4.65355
-18,46,-4.84156
-16,46,-4.95576
-14,46,-5.00636
-12,46,-5.00818
-10,46,-4.97788
-8,46,-4.93149
-6,46,-4.88278
-4,46,-4.84251
-2,46,-4.81819
0,46,-4.81425
2,46,-4.8323
4,46,-4.87133
6,46,-4.92796
8,46,-4.99661
10,46,-5.06964
12,46,-5.13771
14,46,-5.19029
16,46,-5.21643
18,46,-5.20584
20,46,-5.15009
22,46,-5.04372
24,46,-4.88493
26,46,-4.67561
28,46,-4.42076
30,46,-4.12744
32,46,-3.80359
34,46,-3.45697
36,46,-3.09445
38,46,-2.72161
40,46,-2.34275
42,46,-1.96099
44,46,-1.57859
46,46,-1.19732
48,46,-0.81872
50,46,-0.444428
52,46,-0.0763123
54,46,0.283436
56,46,0.63231
58,46,0.967561
60,46,1.28632
62,46,1.58574
64,46,1.8631
66,46,2.11598
68,46,2.34229
70,46,2.54038
72,46,2.70906
74,46,2.84764
76,46,2.95595
78,46,3.03432
80,46,3.08359
82,46,3.10514
84,46,3.10085
86,46,3.07311
88,46,3.02482
90,46,2.95931
92,46,2.88034
94,46,2.79195
96,46,2.69834
98,46,2.60364
100,46,2.51174
102,46,2.42596
104,46,2.3488
106,46,2.28173
108,46,2.22502
110,46,2.17772
112,46,2.13766
114,46,2.1017
116,46,2.06589
118,46,2.02577
120,46,1.97663
122,46,1.91375
124,46,1.83258
126,46,1.72889
128,46,1.59885
130,46,1.43909
132,46,1.24675
134,46,1.01947
136,46,0.755442
138,46,0.453418
140,46,0.112776
142,46,-0.266412
144,46,-0.683258
146,46,-1.13591
148,46,-1.62137
150,46,-2.13526
152,46,-2.67161
154,46,-3.22274
156,46,-3.77922
158,46,-4.33019
160,46,-4.86404
162,46,-5.3696
164,46,-5.83766
166,46,-6.26267
168,46,-6.64402
170,46,-6.98645
172,46,-7.29962
174,46,-7.59669
176,46,-7.89258
178,46,-8.20222
180,46,-8.53895
-180,48,-7.9009
-178,48,-8.26172
-176,48,-8.67362
-174,48,-9.14184
-172,48,-9.66412
-170,48,-10.2261
-168,48,-10.7946
-166,48,-11.3097
-164,48,-11.6825
-162,48,-11.8121
-160,48,-11.6276
-158,48,-11.131
-156,48,-10.3948
-154,48,-9.51965
-152,48,-8.59238
-150,48,-7.67107
-148,48,-6.78783
-146,48,-5.95696
-144,48,-5.18202
-142,48,-4.46061
-140,48,-3.78737
-138,48,-3.15582
-136,48,-2.55946
-134,48,-1.99256
-132,48,-1.45061
-130,48,-0.930588
-128,48,-0.430988
-126,48,0.0482598
-124,48,0.506036
-122,48,0.940348
-120,48,1.34867
-118,48,1.72827
-116,48,2.07646
-114,48,2.39082
-112,48,2.66932
-110,48,2.91043
-108,48,3.11315
-106,48,3.27703
-104,48,3.4022
-102,48,3.48935
-100,48,3.53972
-98,48,3.55517
-96,48,3.53814
-94,48,3.49171
-92,48,3.41958
-90,48,3.32607
-88,48,3.21608
-86,48,3.09497
-84,48,2.96837
-82,48,2.84194
-80,48,2.72099
-78,48,2.6101
-76,48,2.51271
-74,48,2.43076
-72,48,2.36451
-70,48,2.31248
-68,48,2.27159
-66,48,2.23748
-64,48,2.20487
-62,48,2.16798
-60,48,2.12087
-58,48,2.0578
-56,48,1.97341
-54,48,1.86289
-52,48,1.72206
-50,48,1.5474
-48,48,1.33615
-46,48,1.08635
-44,48,0.796857
-42,48,0.467561
-40,48,0.0995087
-38,48,-0.304823
-36,48,-0.741199
-34,48,-1.20324
-32,48,-1.68206
-30,48,-2.16594
-28,48,-2.64043
-26,48,-3.08891
-24,48,-3.494
-22,48,-3.83982
-20,48,-4.11465
-18,48,-4.31332
-16,48,-4.43828
-14,48,-4.49893
-12,48,-4.50947
-10,48,-4.48618
-8,48,-4.44497
-6,48,-4.3997
-4,48,-4.36136
-2,48,-4.33785
0,48,-4.33408
2,48,-4.35226
4,48,-4.39217
6,48,-4.45134
8,48,-4.52529
10,48,-4.60763
12,48,-4.69026
14,48,-4.76375
16,48,-4.81782
18,48,-4.84214
20,48,-4.82735
22,48,-4.76608
24,48,-4.65384
26,48,-4.4895
28,48,-4.27513
30,48,-4.01545
32,48,-3.71686
34,48,-3.38644
36,48,-3.03111
38,48,-2.6571
40,48,-2.26973
42,48,-1.87338
44,48,-1.4717
46,48,-1.06784
48,48,-0.664697
50,48,-0.265138
52,48,0.127909
54,48,0.511387
56,48,0.882138
58,48,1.23698
60,48,1.57282
62,48,1.88673
64,48,2.17611
66,48,2.4387
68,48,2.67269
70,48,2.87674
72,48,3.05001
74,48,3.19217
76,48,3.3034
78,48,3.38439
80,48,3.43633
82,48,3.46091
84,48,3.46032
86,48,3.43723
88,48,3.3948
90,48,3.33656
92,48,3.26641
94,48,3.18848
96,48,3.10696
98,48,3.0259
100,48,2.94894
102,48,2.87912
104,48,2.81852
106,48,2.76816
108,48,2.72785
110,48,2.69618
112,48,2.67064
114,48,2.64777
116,48,2.62346
118,48,2.59319
120,48,2.55227
122,48,2.49607
124,48,2.42018
126,48,2.32053
128,48,2.19348
130,48,2.03582
132,48,1.84486
134,48,1.61838
136,48,1.35468
138,48,1.0526
140,48,0.711579
142,48,0.331708
144,48,-0.0861326
146,48,-0.540138
148,48,-1.02738
150,48,-1.54358
152,48,-2.0829
154,48,-2.63772
156,48,-3.19863
158,48,-3.75465
160,48,-4.29383
162,48,-4.80439
164,48,-5.27633
166,48,-5.70309
168,48,-6.08313
170,48,-6.4205
172,48,-6.72458
174,48,-7.00877
176,48,-7.28883
178,48,-7.58106
180,48,-7.9009
-180,50,-7.26763
-178,50,-7.59753
-176,50,-7.98065
-174,50,-8.42666
-172,50,-8.94057
-170,50,-9.51969
-168,50,-10.1482
-166,50,-10.7885
-164,50,-11.3702
-162,50,-11.7865
-160,50,-11.9163
-158,50,-11.6817
-156,50,-11.1002
-154,50,-10.2716
-152,50,-9.31512
-150,50,-8.32384
-148,50,-7.35398
-146,50,-6.43329
-144,50,-5.57191
-142,50,-4.77024
-140,50,-4.02386
-138,50,-3.32636
-136,50,-2.67104
-134,50,-2.05184
-132,50,-1.4639
-130,50,-0.903846
-128,50,-0.369844
-126,50,0.138549
-124,50,0.620605
-122,50,1.07475
-120,50,1.4989
-118,50,1.89074
-116,50,2.24804
-114,50,2.56877
-112,50,2.85131
-110,50,3.09449
-108,50,3.29763
-106,50,3.46062
-104,50,3.58388
-102,50,3.66839
-100,50,3.7157
-98,50,3.72798
-96,50,3.708
-94,50,3.6592
-92,50,3.58566
-90,50,3.49215
-88,50,3.38398
-86,50,3.26695
-84,50,3.14707
-82,50,3.03027
-80,50,2.92199
-78,50,2.82673
-76,50,2.74762
-74,50,2.68609
-72,50,2.6417
-70,50,2.6122
-68,50,2.59374
-66,50,2.58128
-64,50,2.56899
-62,50,2.5507
-60,50,2.52028
-58,50,2.47192
-56,50,2.40029
-54,50,2.3007
-52,50,2.16912
-50,50,2.00223
-48,50,1.79744
-46,50,1.55296
-44,50,1.2678
-42,50,0.941981
-40,50,0.576634
-38,50,0.174298
-36,50,-0.260778
-34,50,-0.72225
-32,50,-1.2013
-30,50,-1.68635
-28,50,-2.16311
-26,50,-2.61509
-24,50,-3.025
-22,50,-3.37685
-20,50,-3.6587
-18,50,-3.86493
-16,50,-3.99747
-14,50,-4.06517
-12,50,-4.08184
-10,50,-4.0635
-8,50,-4.026
-6,50,-3.98327
-4,50,-3.94649
-2,50,-3.92388
0,50,-3.92074
2,50,-3.93984
4,50,-3.98166
6,50,-4.04463
8,50,-4.12534
10,50,-4.21862
12,50,-4.31769
14,50,-4.41431
16,50,-4.49907
18,50,-4.56189
20,50,-4.59272
22,50,-4.58244
24,50,-4.52381
26,50,-4.41225
28,50,-4.24627
30,50,-4.02744
32,50,-3.75986
34,50,-3.44939
36,50,-3.10277
38,50,-2.72693
40,50,-2.32852
42,50,-1.91363
44,50,-1.4878
46,50,-1.05603
48,50,-0.622987
50,50,-0.19305
52,50,0.229596
54,50,0.640944
56,50,1.03718
58,50,1.41475
60,50,1.7704
62,50,2.10127
64,50,2.40493
66,50,2.67942
68,50,2.92327
70,50,3.13554
72,50,3.31577
74,50,3.46403
76,50,3.58086
78,50,3.66731
80,50,3.72487
82,50,3.75552
84,50,3.7617
86,50,3.74629
88,50,3.71257
90,50,3.66417
92,50,3.60504
94,50,3.53924
96,50,3.47084
98,50,3.40368
100,50,3.34114
102,50,3.28589
104,50,3.23967
106,50,3.20311
108,50,3.17565
110,50,3.15561
112,50,3.14024
114,50,3.126
116,50,3.10873
118,50,3.08394
120,50,3.04708
122,50,2.99365
124,50,2.91944
126,50,2.82055
128,50,2.69353
130,50,2.53535
132,50,2.34348
134,50,2.11583
136,50,1.85083
138,50,1.54742
140,50,1.20511
142,50,0.82407
144,50,0.405192
146,50,-0.0497034
148,50,-0.537707
150,50,-1.05458
152,50,-1.59452
154,50,-2.14995
156,50,-2.71145
158,50,-3.26792
160,50,-3.80715
162,50,-4.31691
164,50,-4.78651
166,50,-5.20862
168,50,-5.58082
170,50,-5.90648
172,50,-6.19453
174,50,-6.45831
176,50,-6.71383
178,50,-6.97809
180,50,-7.26763
-180,52,-6.67072
-178,52,-6.96328
-176,52,-7.30754
-174,52,-7.71562
-172,52,-8.19684
-170,52,-8.75612
-168,52,-9.39077
-166,52,-10.0841
-164,52,-10.7947
-162,52,-11.4422
-160,52,-11.901
-158,52,-12.0287
-156,52,-11.7414
-154,52,-11.0757
-152,52,-10.1592
-150,52,-9.12787
-148,52,-8.07828
-146,52,-7.06354
-144,52,-6.10703
-142,52,-5.21519
-140,52,-4.386
-138,52,-3.61376
-136,52,-2.89168
-134,52,-2.21338
-132,52,-1.57358
-130,52,-0.968448
-128,52,-0.395665
-126,52,0.1457
-124,52,0.655433
-122,52,1.13249
-120,52,1.57532
-118,52,1.98215
-116,52,2.35124
-114,52,2.68105
-112,52,2.9704
-110,52,3.21854
-108,52,3.42516
-106,52,3.59049
-104,52,3.71529
-102,52,3.80082
-100,52,3.84897
-98,52,3.86216
-96,52,3.84351
-94,52,3.79674
-92,52,3.7263
-90,52,3.63725
-88,52,3.53527
-86,52,3.42643
-84,52,3.31697
-82,52,3.21293
-80,52,3.11969
-78,52,3.0415
-76,52,2.98108
-74,52,2.93926
-72,52,2.91496
-70,52,2.90523
-68,52,2.90561
-66,52,2.91057
-64,52,2.91395
-62,52,2.9094
-60,52,2.89077
-58,52,2.85229
-56,52,2.78879
-54,52,2.69576
-52,52,2.56937
-50,52,2.4065
-48,52,2.20474
-46,52,1.96244
-44,52,1.67879
-42,52,1.35389
-40,52,0.988961
-38,52,0.586594
-36,52,0.151058
-34,52,-0.311318
-32,52,-0.791762
-30,52,-1.27878
-28,52,-1.75816
-26,52,-2.21351
-24,52,-2.62755
-22,52,-2.98426
-20,52,-3.27149
-18,52,-3.48335
-16,52,-3.62139
-14,52,-3.69417
-12,52,-3.7152
-10,52,-3.70038
-8,52,-3.66552
-6,52,-3.62464
-4,52,-3.58908
-2,52,-3.56729
0,52,-3.56496
2,52,-3.58534
4,52,-3.62954
6,52,-3.69682
8,52,-3.78481
10,52,-3.88955
12,52,-4.0056
14,52,-4.12601
16,52,-4.2425
18,52,-4.34555
20,52,-4.42483
22,52,-4.46986
24,52,-4.47076
26,52,-4.41931
28,52,-4.3098
30,52,-4.13969
32,52,-3.90976
34,52,-3.62381
36,52,-3.28799
38,52,-2.90993
40,52,-2.49795
42,52,-2.06046
44,52,-1.6055
46,52,-1.14059
48,52,-0.67258
50,52,-0.207685
52,52,0.248509
54,52,0.691016
56,52,1.11544
58,52,1.51795
60,52,1.89531
62,52,2.24484
64,52,2.56442
66,52,2.85248
68,52,3.108
70,52,3.33047
72,52,3.51988
74,52,3.67668
76,52,3.80179
78,52,3.89656
80,52,3.96277
82,52,4.00261
84,52,4.01867
86,52,4.01391
88,52,3.99166
90,52,3.95551
92,52,3.9093
94,52,3.85694
96,52,3.80226
98,52,3.74884
100,52,3.69975
102,52,3.65735
104,52,3.62305
106,52,3.59721
108,52,3.57908
110,52,3.5668
112,52,3.55759
114,52,3.54789
116,52,3.53363
118,52,3.51047
120,52,3.47399
122,52,3.4199
124,52,3.34418
126,52,3.24313
128,52,3.11347
130,52,2.95238
132,52,2.75745
134,52,2.52677
136,52,2.25889
138,52,1.95289
140,52,1.60838
142,52,1.2256
144,52,0.805556
146,52,0.350109
148,52,-0.137785
150,52,-0.65387
152,52,-1.19234
154,52,-1.74561
156,52,-2.30428
158,52,-2.85718
160,52,-3.39199
162,52,-3.89624
164,52,-4.35883
166,52,-4.77191
168,52,-5.13243
170,52,-5.44317
172,52,-5.71257
174,52,-5.95363
176,52,-6.1823
178,52,-6.41568
180,52,-6.67072
-180,54,-6.12159
-178,54,-6.37687
-176,54,-6.68071
-174,54,-7.04629
-172,54,-7.48509
-170,54,-8.00632
-168,54,-8.61529
-166,54,-9.30983
-164,54,-10.073
-162,54,-10.8598
-160,54,-11.579
-158,54,-12.0825
-156,54,-12.202
-154,54,-11.8484
-152,54,-11.0846
-150,54,-10.0706
-148,54,-8.95913
-146,54,-7.84795
-144,54,-6.78582
-142,54,-5.79126
-140,54,-4.86719
-138,54,-4.00951
-136,54,-3.21161
-134,54,-2.46667
-132,54,-1.76878
-130,54,-1.11343
-128,54,-0.497609
-126,54,0.0803208
-124,54,0.620843
-122,54,1.1236
-120,54,1.58772
-118,54,2.01205
-116,54,2.39546
-114,54,2.73698
-112,54,3.03592
-110,54,3.29198
-108,54,3.50528
-106,54,3.67641
-104,54,3.80646
-102,54,3.89701
-100,54,3.9502
-98,54,3.96877
-96,54,3.95605
-94,54,3.91605
-92,54,3.85344
-90,54,3.77352
-88,54,3.68213
-86,54,3.5855
-84,54,3.48991
-82,54,3.40131
-80,54,3.32488
-78,54,3.26449
-76,54,3.22237
-74,54,3.19879
-72,54,3.19206
-70,54,3.19872
-68,54,3.2139
-66,54,3.23178
-64,54,3.24607
-62,54,3.25044
-60,54,3.23882
-58,54,3.20564
-56,54,3.14594
-54,54,3.05542
-52,54,2.93048
-50,54,2.76819
-48,54,2.56634
-46,54,2.32343
-44,54,2.03874
-42,54,1.71248
-40,54,1.34595
-38,54,0.941763
-36,54,0.50421
-34,54,0.0396085
-32,54,-0.443299
-30,54,-0.933061
-28,54,-1.41551
-26,54,-1.87428
-24,54,-2.29209
-22,54,-2.65283
-20,54,-2.9442
-18,54,-3.16011
-16,54,-3.3019
-14,54,-3.37793
-12,54,-3.40161
-10,54,-3.38879
-8,54,-3.35532
-6,54,-3.31532
-4,54,-3.28028
-2,54,-3.2589
0,54,-3.25716
2,54,-3.27875
4,54,-3.32537
6,54,-3.39703
8,54,-3.49231
10,54,-3.6084
12,54,-3.74119
14,54,-3.88512
16,54,-4.03319
18,54,-4.17679
20,54,-4.30582
22,54,-4.40889
24,54,-4.47392
26,54,-4.48905
28,54,-4.44386
30,54,-4.33068
32,54,-4.14572
34,54,-3.88959
36,54,-3.56714
38,54,-3.1866
40,54,-2.75846
42,54,-2.29416
44,54,-1.80511
46,54,-1.30203
48,54,-0.794467
50,54,-0.290757
52,54,0.202038
54,54,0.678022
56,54,1.13235
58,54,1.56112
60,54,1.96127
62,54,2.33045
64,54,2.667
66,54,2.96985
68,54,3.23849
70,54,3.47289
72,54,3.67347
74,54,3.8411
76,54,3.97701
78,54,4.08284
80,54,4.16054
82,54,4.21243
84,54,4.24116
86,54,4.24965
88,54,4.24114
90,54,4.21909
92,54,4.18711
94,54,4.14886
96,54,4.1079
98,54,4.06751
100,54,4.03048
102,54,3.9989
104,54,3.97397
106,54,3.9559
108,54,3.94383
110,54,3.93592
112,54,3.92939
114,54,3.92081
116,54,3.90625
118,54,3.88153
120,54,3.84243
122,54,3.78485
124,54,3.70496
126,54,3.59926
128,54,3.46466
130,54,3.29849
132,54,3.09854
134,54,2.86303
136,54,2.5907
138,54,2.28075
140,54,1.93294
142,54,1.54767
144,54,1.12604
146,54,0.670067
148,54,0.182792
150,54,-0.331436
152,54,-0.866747
154,54,-1.41554
156,54,-1.96837
158,54,-2.51412
160,54,-3.04047
162,54,-3.53492
164,54,-3.98631
166,54,-4.38658
168,54,-4.73241
170,54,-5.02619
172,54,-5.27592
174,54,-5.49422
176,54,-5.69667
178,54,-5.90018
180,54,-6.12159
-180,56,-5.6221
-178,56,-5.84315
-176,56,-6.10924
-174,56,-6.43382
-172,56,-6.82925
-170,56,-7.30677
-168,56,-7.87597
-166,56,-8.54314
-164,56,-9.30737
-162,56,-10.152
-160,56,-11.0284
-158,56,-11.8304
-156,56,-12.3794
-154,56,-12.4721
-152,56,-12.0187
-150,56,-11.1239
-148,56,-9.99024
-146,56,-8.78601
-144,56,-7.60671
-142,56,-6.49401
-140,56,-5.46035
-138,56,-4.50468
-136,56,-3.62077
-134,56,-2.80113
-132,56,-2.03884
-130,56,-1.32832
-128,56,-0.665527
-126,56,-0.0478297
-124,56,0.526197
-122,56,1.05708
-120,56,1.54477
-118,56,1.98888
-116,56,2.38898
-114,56,2.74471
-112,56,3.05595
-110,56,3.32289
-108,56,3.54609
-106,56,3.72651
-104,56,3.86556
-102,56,3.96512
-100,56,4.02759
-98,56,4.0559
-96,56,4.05359
-94,56,4.02483
-92,56,3.97442
-90,56,3.90776
-88,56,3.83075
-86,56,3.74958
-84,56,3.67041
-82,56,3.59898
-80,56,3.54012
-78,56,3.49729
-76,56,3.47221
-74,56,3.46466
-72,56,3.47249
-70,56,3.49189
-68,56,3.51776
-66,56,3.54419
-64,56,3.56494
-62,56,3.5738
-60,56,3.56492
-58,56,3.53296
-56,56,3.47321
-54,56,3.38163
-52,56,3.25484
-50,56,3.09013
-48,56,2.88542
-46,56,2.63937
-44,56,2.35137
-42,56,2.02171
-40,56,1.65171
-38,56,1.24404
-36,56,0.802992
-34,56,0.334872
-32,56,-0.151588
-30,56,-0.644948
-28,56,-1.13103
-26,56,-1.59344
-24,56,-2.01478
-22,56,-2.37884
-20,56,-2.67314
-18,56,-2.89143
-16,56,-3.03496
-14,56,-3.11204
-12,56,-3.13613
