Phi[deg],Theta[deg],RealizedGainPhi
-100,2,1.3294
-98,2,1.33917
-96,2,1.34604
-94,2,1.35
-92,2,1.35101
-90,2,1.34909
-88,2,1.34423
-86,2,1.33646
-84,2,1.32584
-82,2,1.3124
-80,2,1.29621
-78,2,1.27736
-76,2,1.25594
-74,2,1.23206
-72,2,1.20583
-70,2,1.17738
-68,2,1.14684
-66,2,1.11438
-64,2,1.08015
-62,2,1.0443
-60,2,1.00703
-58,2,0.968503
-56,2,0.92891
-54,2,0.888444
-52,2,0.847298
-50,2,0.805673
-48,2,0.763769
-46,2,0.721787
-44,2,0.67993
-42,2,0.6384
-40,2,0.597396
-38,2,0.557116
-36,2,0.517754
-34,2,0.479498
-32,2,0.442534
-30,2,0.407038
-28,2,0.373183
-26,2,0.34113
-24,2,0.311035
-22,2,0.283042
-20,2,0.257287
-18,2,0.233893
-16,2,0.212974
-14,2,0.194631
-12,2,0.178952
-10,2,0.166014
-8,2,0.155879
-6,2,0.148596
-4,2,0.144201
-2,2,0.142715
0,2,0.144146
2,2,0.148486
4,2,0.155715
6,2,0.165799
8,2,0.178687
10,2,0.194318
12,2,0.212615
14,2,0.23349
16,2,0.256841
18,2,0.282554
20,2,0.310504
22,2,0.340554
24,2,0.372558
26,2,0.40636
28,2,0.441794
30,2,0.478688
32,2,0.51686
34,2,0.556125
36,2,0.596291
38,2,0.637161
40,2,0.678536
42,2,0.720213
44,2,0.761989
46,2,0.80366
48,2,0.845023
50,2,0.885874
52,2,0.926017
54,2,0.965254
56,2,1.00339
58,2,1.04025
60,2,1.07565
62,2,1.10942
64,2,1.14139
66,2,1.17141
68,2,1.19933
70,2,1.22502
72,2,1.24835
74,2,1.26922
76,2,1.28753
78,2,1.30317
80,2,1.31609
82,2,1.32622
84,2,1.33351
86,2,1.33793
88,2,1.33946
90,2,1.33809
92,2,1.33384
94,2,1.32672
96,2,1.31676
98,2,1.30403
100,2,1.28858
102,2,1.27048
104,2,1.24984
106,2,1.22674
108,2,1.2013
110,2,1.17364
112,2,1.1439
114,2,1.11223
116,2,1.07877
118,2,1.04368
120,2,1.00715
122,2,0.969334
124,2,0.930428
126,2,0.890618
128,2,0.850094
130,2,0.809053
132,2,0.767694
134,2,0.726217
136,2,0.684823
138,2,0.643711
140,2,0.603082
142,2,0.563134
144,2,0.524059
146,2,0.486048
148,2,0.449288
150,2,0.413957
152,2,0.380228
154,2,0.348267
156,2,0.318231
158,2,0.290268
160,2,0.264516
162,2,0.241104
164,2,0.220148
166,2,0.201753
168,2,0.186011
170,2,0.173003
172,2,0.162796
174,2,0.155442
176,2,0.150981
178,2,0.149438
180,2,0.150824
-180,4,0.148815
-178,4,0.152756
-176,4,0.159681
-174,4,0.169564
-172,4,0.182366
-170,4,0.198033
-168,4,0.216495
-166,4,0.237667
-164,4,0.261453
-162,4,0.287737
-160,4,0.316395
-158,4,0.347288
-156,4,0.380264
-154,4,0.41516
-152,4,0.451803
-150,4,0.49001
-148,4,0.529589
-146,4,0.570341
-144,4,0.612059
-142,4,0.654531
-140,4,0.697541
-138,4,0.740871
-136,4,0.784299
-134,4,0.827603
-132,4,0.870563
-130,4,0.91296
-128,4,0.954578
-126,4,0.995204
-124,4,1.03463
-122,4,1.07267
-120,4,1.10912
-118,4,1.14379
-116,4,1.17652
-114,4,1.20715
-112,4,1.23552
-110,4,1.2615
-108,4,1.28495
-106,4,1.30577
-104,4,1.32386
-102,4,1.33914
-100,4,1.35153
-98,4,1.36097
-96,4,1.36744
-94,4,1.37091
-92,4,1.37136
-90,4,1.36881
-88,4,1.36326
-86,4,1.35477
-84,4,1.34336
-82,4,1.32912
-80,4,1.31211
-78,4,1.29243
-76,4,1.27016
-74,4,1.24544
-72,4,1.21837
-70,4,1.1891
-68,4,1.15776
-66,4,1.12451
-64,4,1.08951
-62,4,1.05293
-60,4,1.01494
-58,4,0.975729
-56,4,0.935475
-54,4,0.894371
-52,4,0.85261
-50,4,0.810389
-48,4,0.767906
-46,4,0.725359
-44,4,0.682947
-42,4,0.64087
-40,4,0.599323
-38,4,0.558501
-36,4,0.518596
-34,4,0.479795
-32,4,0.44228
-30,4,0.406227
-28,4,0.371808
-26,4,0.339185
-24,4,0.308514
-22,4,0.27994
-20,4,0.253603
-18,4,0.229627
-16,4,0.208131
-14,4,0.189218
-12,4,0.172983
-10,4,0.159506
-8,4,0.148855
-6,4,0.141084
-4,4,0.136235
-2,4,0.134335
0,4,0.135396
2,4,0.139418
4,4,0.146384
6,4,0.156263
8,4,0.169012
10,4,0.18457
12,4,0.202865
14,4,0.22381
16,4,0.247304
18,4,0.273233
20,4,0.301472
22,4,0.331884
24,4,0.364318
26,4,0.398616
28,4,0.434608
30,4,0.472117
32,4,0.510957
34,4,0.550935
36,4,0.591852
38,4,0.633505
40,4,0.675688
42,4,0.718189
44,4,0.760798
46,4,0.803304
48,4,0.845494
50,4,0.88716
52,4,0.928095
54,4,0.968098
56,4,1.00697
58,4,1.04452
60,4,1.08057
62,4,1.11494
64,4,1.14746
66,4,1.17798
68,4,1.20635
70,4,1.23244
72,4,1.25611
74,4,1.27727
76,4,1.2958
78,4,1.31164
80,4,1.3247
82,4,1.33493
84,4,1.34229
86,4,1.34675
88,4,1.34828
90,4,1.3469
92,4,1.34261
94,4,1.33545
96,4,1.32544
98,4,1.31266
100,4,1.29715
102,4,1.27901
104,4,1.25832
106,4,1.23518
108,4,1.20972
110,4,1.18204
112,4,1.1523
114,4,1.12063
116,4,1.08718
118,4,1.05212
120,4,1.01561
122,4,0.977819
124,4,0.938932
126,4,0.899131
128,4,0.858604
130,4,0.817543
132,4,0.77614
134,4,0.734593
136,4,0.693097
138,4,0.651849
140,4,0.611044
142,4,0.570877
144,4,0.53154
146,4,0.493222
148,4,0.456108
150,4,0.420376
152,4,0.386202
154,4,0.353754
156,4,0.323191
158,4,0.294667
160,4,0.268324
162,4,0.244298
164,4,0.222711
166,4,0.203678
168,4,0.187298
170,4,0.173661
172,4,0.162844
174,4,0.154908
176,4,0.149904
178,4,0.147866
180,4,0.148815
-180,6,0.143827
-178,6,0.147119
-176,6,0.153511
-174,6,0.162992
-172,6,0.175533
-170,6,0.19109
-168,6,0.209601
-166,6,0.23099
-164,6,0.255162
-162,6,0.282006
-160,6,0.311396
-158,6,0.343192
-156,6,0.377236
-154,6,0.413359
-152,6,0.451379
-150,6,0.491099
-148,6,0.532316
-146,6,0.574814
-144,6,0.618369
-142,6,0.662752
-140,6,0.707727
-138,6,0.753053
-136,6,0.798491
-134,6,0.843796
-132,6,0.888726
-130,6,0.933043
-128,6,0.97651
-126,6,1.0189
-124,6,1.05998
-122,6,1.09955
-120,6,1.13739
-118,6,1.17331
-116,6,1.20713
-114,6,1.23867
-112,6,1.26779
-110,6,1.29433
-108,6,1.31818
-106,6,1.33922
-104,6,1.35736
-102,6,1.37251
-100,6,1.38463
-98,6,1.39365
-96,6,1.39956
-94,6,1.40234
-92,6,1.40199
-90,6,1.39854
-88,6,1.39202
-86,6,1.38247
-84,6,1.36997
-82,6,1.35458
-80,6,1.3364
-78,6,1.31553
-76,6,1.29208
-74,6,1.26618
-72,6,1.23795
-70,6,1.20754
-68,6,1.1751
-66,6,1.14078
-64,6,1.10475
-62,6,1.06718
-60,6,1.02824
-58,6,0.988117
-56,6,0.946989
-54,6,0.905044
-52,6,0.862471
-50,6,0.819461
-48,6,0.776207
-46,6,0.732902
-44,6,0.689739
-42,6,0.646909
-40,6,0.604605
-38,6,0.563015
-36,6,0.522327
-34,6,0.482723
-32,6,0.444384
-30,6,0.407485
-28,6,0.372195
-26,6,0.338679
-24,6,0.307093
-22,6,0.277587
-20,6,0.250304
-18,6,0.225374
-16,6,0.202923
-14,6,0.183061
-12,6,0.165892
-10,6,0.151505
-8,6,0.139977
-6,6,0.131374
-4,6,0.125747
-2,6,0.123133
0,6,0.123555
2,6,0.127023
4,6,0.133528
6,6,0.143049
8,6,0.155549
10,6,0.170976
12,6,0.189261
14,6,0.210321
16,6,0.234059
18,6,0.260363
20,6,0.289105
22,6,0.320147
24,6,0.353336
26,6,0.388506
28,6,0.425484
30,6,0.464082
32,6,0.504106
34,6,0.545352
36,6,0.587611
38,6,0.630666
40,6,0.674298
42,6,0.718283
44,6,0.762396
46,6,0.806411
48,6,0.850102
50,6,0.893248
52,6,0.935629
54,6,0.977029
56,6,1.01724
58,6,1.05606
60,6,1.0933
62,6,1.12877
64,6,1.16231
66,6,1.19373
68,6,1.22291
70,6,1.24969
72,6,1.27396
74,6,1.29561
76,6,1.31453
78,6,1.33066
80,6,1.34391
82,6,1.35425
84,6,1.36162
86,6,1.36603
88,6,1.36745
90,6,1.36589
92,6,1.36138
94,6,1.35395
96,6,1.34365
98,6,1.33055
100,6,1.31472
102,6,1.29624
104,6,1.27522
106,6,1.25176
108,6,1.22598
110,6,1.198
112,6,1.16798
114,6,1.13604
116,6,1.10234
118,6,1.06704
120,6,1.03031
122,6,0.992302
124,6,0.953205
126,6,0.913193
128,6,0.872447
130,6,0.831152
132,6,0.789495
134,6,0.747665
136,6,0.705851
138,6,0.664243
140,6,0.623031
142,6,0.582404
144,6,0.542549
146,6,0.503653
148,6,0.465897
150,6,0.42946
152,6,0.394519
154,6,0.361243
156,6,0.329796
158,6,0.300337
160,6,0.273016
162,6,0.247976
164,6,0.225352
166,6,0.205266
168,6,0.187834
170,6,0.173158
172,6,0.161328
174,6,0.152423
176,6,0.146507
178,6,0.143629
180,6,0.143827
-180,8,0.136657
-178,8,0.138976
-176,8,0.144548
-174,8,0.15338
-172,8,0.165461
-170,8,0.180762
-168,8,0.199234
-166,8,0.220812
-164,8,0.245407
-162,8,0.272915
-160,8,0.30321
-158,8,0.33615
-156,8,0.371573
-154,8,0.409301
-152,8,0.44914
-150,8,0.49088
-148,8,0.534298
-146,8,0.579158
-144,8,0.625213
-142,8,0.672209
-140,8,0.719883
-138,8,0.767966
-136,8,0.816189
-134,8,0.864277
-132,8,0.91196
-130,8,0.958969
-128,8,1.00504
-126,8,1.04991
-124,8,1.09334
-122,8,1.13509
-120,8,1.17492
-118,8,1.21263
-116,8,1.24802
-114,8,1.28091
-112,8,1.31113
-110,8,1.33853
-108,8,1.36299
-106,8,1.3844
-104,8,1.40266
-102,8,1.41771
-100,8,1.4295
-98,8,1.43799
-96,8,1.44318
-94,8,1.44506
-92,8,1.44366
-90,8,1.43902
-88,8,1.43119
-86,8,1.42025
-84,8,1.40628
-82,8,1.38937
-80,8,1.36964
-78,8,1.3472
-76,8,1.32218
-74,8,1.29472
-72,8,1.26497
-70,8,1.23308
-68,8,1.1992
-66,8,1.1635
-64,8,1.12615
-62,8,1.08732
-60,8,1.04718
-58,8,1.00591
-56,8,0.963696
-54,8,0.920709
-52,8,0.877134
-50,8,0.833155
-48,8,0.788956
-46,8,0.744719
-44,8,0.70063
-42,8,0.656871
-40,8,0.613625
-38,8,0.571074
-36,8,0.529397
-34,8,0.488771
-32,8,0.449373
-30,8,0.411375
-28,8,0.374946
-26,8,0.340249
-24,8,0.307445
-22,8,0.276688
-20,8,0.248125
-18,8,0.221896
-16,8,0.198134
-14,8,0.176963
-12,8,0.158495
-10,8,0.142835
-8,8,0.130072
-6,8,0.120288
-4,8,0.113548
-2,8,0.109905
0,8,0.109395
2,8,0.112043
4,8,0.117856
6,8,0.126823
8,8,0.138919
10,8,0.154103
12,8,0.172315
14,8,0.193478
16,8,0.2175
18,8,0.244271
20,8,0.273666
22,8,0.305543
24,8,0.339746
26,8,0.376105
28,8,0.414436
30,8,0.454542
32,8,0.496218
34,8,0.539245
36,8,0.583398
38,8,0.628445
40,8,0.674147
42,8,0.720261
44,8,0.766543
46,8,0.812746
48,8,0.858625
50,8,0.903938
52,8,0.948445
54,8,0.991912
56,8,1.03411
58,8,1.07483
60,8,1.11386
62,8,1.15099
64,8,1.18605
66,8,1.21887
68,8,1.24928
70,8,1.27714
72,8,1.30233
74,8,1.32473
76,8,1.34426
78,8,1.36082
80,8,1.37437
82,8,1.38486
84,8,1.39226
86,8,1.39656
88,8,1.39776
90,8,1.39589
92,8,1.39098
94,8,1.38307
96,8,1.37225
98,8,1.35857
100,8,1.34213
102,8,1.32302
104,8,1.30136
106,8,1.27727
108,8,1.25086
110,8,1.22227
112,8,1.19166
114,8,1.15915
116,8,1.12492
118,8,1.08911
120,8,1.05188
122,8,1.01341
124,8,0.97386
126,8,0.933405
128,8,0.892219
130,8,0.850477
132,8,0.808358
134,8,0.766041
136,8,0.723705
138,8,0.681531
140,8,0.6397
142,8,0.598394
144,8,0.557791
146,8,0.518073
148,8,0.479418
150,8,0.442002
152,8,0.406
154,8,0.371584
156,8,0.338921
158,8,0.308177
160,8,0.27951
162,8,0.253072
164,8,0.229011
166,8,0.207466
168,8,0.188566
170,8,0.172431
172,8,0.159173
174,8,0.148888
176,8,0.141661
178,8,0.137566
180,8,0.136657
-180,10,0.128326
-178,10,0.129295
-176,10,0.133699
-174,10,0.141571
-172,10,0.152922
-170,10,0.167746
-168,10,0.186013
-166,10,0.207672
-164,10,0.232648
-162,10,0.260845
-160,10,0.292141
-158,10,0.326394
-156,10,0.36344
-154,10,0.40309
-152,10,0.445138
-150,10,0.489357
-148,10,0.535502
-146,10,0.583312
-144,10,0.632513
-142,10,0.682818
-140,10,0.733929
-138,10,0.785542
-136,10,0.837348
-134,10,0.889036
-132,10,0.940295
-130,10,0.990817
-128,10,1.0403
-126,10,1.08845
-124,10,1.13498
-122,10,1.17962
-120,10,1.22212
-118,10,1.26223
-116,10,1.29975
-114,10,1.33447
-112,10,1.3662
-110,10,1.39481
-108,10,1.42014
-106,10,1.44211
-104,10,1.46061
-102,10,1.4756
-100,10,1.48704
-98,10,1.4949
-96,10,1.4992
-94,10,1.49996
-92,10,1.49724
-90,10,1.49109
-88,10,1.48161
-86,10,1.46889
-84,10,1.45304
-82,10,1.43419
-80,10,1.41247
-78,10,1.38803
-76,10,1.36102
-74,10,1.33159
-72,10,1.29991
-70,10,1.26615
-68,10,1.23047
-66,10,1.19305
-64,10,1.15406
-62,10,1.11368
-60,10,1.07208
-58,10,1.02942
-56,10,0.985898
-54,10,0.941671
-52,10,0.896915
-50,10,0.851802
-48,10,0.806505
-46,10,0.761193
-44,10,0.716039
-42,10,0.671211
-40,10,0.626882
-38,10,0.583221
-36,10,0.540398
-34,10,0.498582
-32,10,0.457941
-30,10,0.418645
-28,10,0.380858
-26,10,0.344745
-24,10,0.310468
-22,10,0.278185
-20,10,0.248051
-18,10,0.220214
-16,10,0.194818
-14,10,0.171999
-12,10,0.151887
-10,10,0.134599
-8,10,0.120247
-6,10,0.108926
-4,10,0.100724
-2,10,0.0957111
0,10,0.0939455
2,10,0.095469
4,10,0.100307
6,10,0.108469
8,10,0.119944
10,10,0.134705
12,10,0.152705
14,10,0.17388
16,10,0.198143
18,10,0.225393
20,10,0.255505
22,10,0.288338
24,10,0.323735
26,10,0.361519
28,10,0.401498
30,10,0.443465
32,10,0.487199
34,10,0.532466
36,10,0.579022
38,10,0.626614
40,10,0.674981
42,10,0.723856
44,10,0.772968
46,10,0.822045
48,10,0.870816
50,10,0.919011
52,10,0.966363
54,10,1.01261
56,10,1.05751
58,10,1.10081
60,10,1.14229
62,10,1.18172
64,10,1.21891
66,10,1.25367
68,10,1.28582
70,10,1.31522
72,10,1.34173
74,10,1.36523
76,10,1.38564
78,10,1.40288
80,10,1.41688
82,10,1.42762
84,10,1.43508
86,10,1.43926
88,10,1.44018
90,10,1.43787
92,10,1.4324
94,10,1.42382
96,10,1.41222
98,10,1.39769
100,10,1.38034
102,10,1.36029
104,10,1.33766
106,10,1.31258
108,10,1.2852
110,10,1.25566
112,10,1.22411
114,10,1.19071
116,10,1.15562
118,10,1.11899
120,10,1.08098
122,10,1.04177
124,10,1.00151
126,10,0.960374
128,10,0.918521
130,10,0.876121
132,10,0.83334
134,10,0.790345
136,10,0.747303
138,10,0.704382
140,10,0.661751
142,10,0.61958
144,10,0.578038
146,10,0.537297
148,10,0.497527
150,10,0.4589
152,10,0.421587
154,10,0.385761
156,10,0.351591
158,10,0.319248
160,10,0.288898
162,10,0.260706
164,10,0.234832
166,10,0.211431
168,10,0.190653
170,10,0.17264
172,10,0.157525
174,10,0.145431
176,10,0.13647
178,10,0.13074
180,10,0.128326
-180,12,0.120007
-178,12,0.119196
-176,12,0.122023
-174,12,0.128553
-172,12,0.138829
-170,12,0.152872
-168,12,0.17068
-166,12,0.192223
-164,12,0.217445
-162,12,0.246263
-160,12,0.278566
-158,12,0.314214
-156,12,0.353041
-154,12,0.394852
-152,12,0.439427
-150,12,0.486521
-148,12,0.535865
-146,12,0.587171
-144,12,0.64013
-142,12,0.694416
-140,12,0.749692
-138,12,0.805609
-136,12,0.861811
-134,12,0.917938
-132,12,0.973629
-130,12,1.02853
-128,12,1.08228
-126,12,1.13455
-124,12,1.185
-122,12,1.23333
-120,12,1.27924
-118,12,1.32245
-116,12,1.36272
-114,12,1.39982
-112,12,1.43356
-110,12,1.46377
-108,12,1.49031
-106,12,1.51308
-104,12,1.53199
-102,12,1.54699
-100,12,1.55806
-98,12,1.56521
-96,12,1.56846
-94,12,1.56789
-92,12,1.56356
-90,12,1.55558
-88,12,1.54406
-86,12,1.52915
-84,12,1.51098
-82,12,1.48972
-80,12,1.46554
-78,12,1.43862
-76,12,1.40913
-74,12,1.37726
-72,12,1.34321
-70,12,1.30715
-68,12,1.26927
-66,12,1.22975
-64,12,1.18878
-62,12,1.14654
-60,12,1.10318
-58,12,1.0589
-56,12,1.01385
-54,12,0.968189
-52,12,0.922088
-50,12,0.8757
-48,12,0.829182
-46,12,0.782688
-44,12,0.736371
-42,12,0.690386
-40,12,0.644885
-38,12,0.600025
-36,12,0.555961
-34,12,0.512851
-32,12,0.470852
-30,12,0.430124
-28,12,0.39083
-26,12,0.35313
-24,12,0.317187
-22,12,0.283164
-20,12,0.251219
-18,12,0.221513
-16,12,0.1942
-14,12,0.169431
-12,12,0.147351
-10,12,0.128099
-8,12,0.111805
-6,12,0.0985886
-4,12,0.0885584
-2,12,0.0818105
0,12,0.0784269
2,12,0.0784736
4,12,0.0820003
6,12,0.0890382
8,12,0.0995998
10,12,0.113677
12,12,0.131242
14,12,0.152244
16,12,0.176612
18,12,0.204252
20,12,0.235049
22,12,0.268864
24,12,0.305538
26,12,0.344893
28,12,0.386729
30,12,0.430828
32,12,0.476954
34,12,0.524857
36,12,0.574272
38,12,0.624921
40,12,0.676516
42,12,0.728763
44,12,0.78136
46,12,0.834003
48,12,0.886386
50,12,0.938205
52,12,0.989161
54,12,1.03896
56,12,1.08732
58,12,1.13396
60,12,1.17863
62,12,1.22107
64,12,1.26107
66,12,1.29841
68,12,1.3329
70,12,1.36437
72,12,1.39268
74,12,1.41771
76,12,1.43936
78,12,1.45755
80,12,1.47223
82,12,1.48338
84,12,1.49098
86,12,1.49506
88,12,1.49564
90,12,1.4928
92,12,1.4866
94,12,1.47713
96,12,1.4645
98,12,1.44883
100,12,1.43025
102,12,1.4089
104,12,1.38493
106,12,1.35849
108,12,1.32975
110,12,1.29887
112,12,1.26601
114,12,1.23135
116,12,1.19504
118,12,1.15725
120,12,1.11815
122,12,1.0779
124,12,1.03666
126,12,0.994586
128,12,0.951841
130,12,0.908577
132,12,0.864947
134,12,0.821104
136,12,0.777199
138,12,0.733384
140,12,0.689813
142,12,0.646638
144,12,0.604015
146,12,0.562102
148,12,0.521058
150,12,0.481046
152,12,0.442231
154,12,0.404782
156,12,0.368869
158,12,0.334664
160,12,0.302342
162,12,0.272078
164,12,0.244047
166,12,0.218422
168,12,0.195374
170,12,0.17507
172,12,0.157669
174,12,0.143325
176,12,0.132181
178,12,0.124369
180,12,0.120007
-180,14,0.112945
-178,14,0.109878
-176,14,0.110661
-174,14,0.1154
-172,14,0.124178
-170,14,0.137055
-168,14,0.15406
-166,14,0.175195
-164,14,0.200431
-162,14,0.229704
-160,14,0.262918
-158,14,0.299942
-156,14,0.340613
-154,14,0.384731
-152,14,0.432066
-150,14,0.482352
-148,14,0.535298
-146,14,0.590583
-144,14,0.64786
-142,14,0.706762
-140,14,0.766903
-138,14,0.827881
-136,14,0.889284
-134,14,0.950696
-132,14,1.01169
-130,14,1.07186
-128,14,1.13079
-126,14,1.18807
-124,14,1.24332
-122,14,1.29618
-120,14,1.3463
-118,14,1.39337
-116,14,1.43709
-114,14,1.47721
-112,14,1.51351
-110,14,1.5458
-108,14,1.57393
-106,14,1.59779
-104,14,1.6173
-102,14,1.63243
-100,14,1.64317
-98,14,1.64954
-96,14,1.65161
-94,14,1.64948
-92,14,1.64326
-90,14,1.63309
-88,14,1.61913
-86,14,1.60157
-84,14,1.58061
-82,14,1.55643
-80,14,1.52927
-78,14,1.49934
-76,14,1.46686
-74,14,1.43205
-72,14,1.39512
-70,14,1.35629
-68,14,1.31577
-66,14,1.27375
-64,14,1.23043
-62,14,1.18599
-60,14,1.1406
-58,14,1.09443
-56,14,1.04763
-54,14,1.00037
-52,14,0.952782
-50,14,0.905008
-48,14,0.857184
-46,14,0.809445
-44,14,0.761923
-42,14,0.714749
-40,14,0.668056
-38,14,0.621979
-36,14,0.576654
-34,14,0.532223
-32,14,0.488829
-30,14,0.44662
-28,14,0.405748
-26,14,0.366371
-24,14,0.328647
-22,14,0.29274
-20,14,0.258815
-18,14,0.227039
-16,14,0.197579
-14,14,0.170599
-12,14,0.146265
-10,14,0.124733
-8,14,0.106159
-6,14,0.0906858
-4,14,0.0784506
-2,14,0.0695777
0,14,0.0641782
2,14,0.0623483
4,14,0.0641671
6,14,0.0696952
8,14,0.0789731
10,14,0.0920195
12,14,0.108831
14,14,0.129378
16,14,0.15361
18,14,0.181448
20,14,0.212788
22,14,0.247502
24,14,0.285434
26,14,0.326405
28,14,0.370211
30,14,0.416624
32,14,0.465396
34,14,0.516259
36,14,0.568924
38,14,0.623089
40,14,0.678437
42,14,0.734639
44,14,0.791359
46,14,0.848253
48,14,0.904977
50,14,0.961185
52,14,1.01653
54,14,1.07069
56,14,1.12332
58,14,1.17412
60,14,1.22278
62,14,1.26902
64,14,1.31259
66,14,1.35322
68,14,1.39073
70,14,1.4249
72,14,1.45558
74,14,1.48263
76,14,1.50594
78,14,1.52544
80,14,1.54107
82,14,1.55282
84,14,1.56069
86,14,1.5647
88,14,1.56493
90,14,1.56145
92,14,1.55436
94,14,1.54378
96,14,1.52984
98,14,1.51271
100,14,1.49254
102,14,1.46951
104,14,1.44379
106,14,1.41557
108,14,1.38504
110,14,1.35238
112,14,1.31779
114,14,1.28144
116,14,1.24353
118,14,1.20421
120,14,1.16367
122,14,1.12206
124,14,1.07956
126,14,1.0363
128,14,0.992436
130,14,0.948113
132,14,0.903467
134,14,0.858634
136,14,0.813745
138,14,0.768933
140,14,0.724331
142,14,0.68007
144,14,0.636286
146,14,0.59312
148,14,0.550713
150,14,0.509214
152,14,0.468778
154,14,0.429564
156,14,0.39174
158,14,0.355478
160,14,0.320957
162,14,0.288361
164,14,0.257878
166,14,0.2297
168,14,0.204021
170,14,0.181033
172,14,0.160927
174,14,0.14389
176,14,0.130102
178,14,0.119734
180,14,0.112945
-180,16,0.108384
-178,16,0.102549
-176,16,0.100773
-174,16,0.103215
-172,16,0.110005
-170,16,0.121249
-168,16,0.137023
-166,16,0.157366
-164,16,0.182284
-162,16,0.211743
-160,16,0.245669
-158,16,0.283947
-156,16,0.326421
-154,16,0.372892
-152,16,0.423119
-150,16,0.476823
-148,16,0.533686
-146,16,0.593354
